,Comments,Datetime,num_words
88,"FOREIGN VIRUS HAS BEEN ALLOWED TO SPREAD FROM AIRPORTS TO CITIES, TO HOMES !  HEALTH MINISTER HAS MESSED IT UP !  https://www.channelnewsasia.com/news/singapore/covid-19-pm-lee-urges-returning-travellers-to-stay-home-isolate-12575938  LET ME REVEAL THE MEANING OF QUARANTINE !  EXAMPLE: IMAGINE YOU GO TO A COUNTRY WHICH IS BRANDED AS A PLACE FOR YELLOW FEVER PANDEMIC.  AFTER THAT, SAY, YOU GO TO VENICE.  YOU CANNOT ENTER THE NEXT COUNTRY AND WILL BE PUT IN A ""QUARANTINE ISOLATION"" OUTSIDE THAT COUNTRY.  ONLY AFTER THE INCUBATION PERIOD IS OVER, THE HEALTH DEPARTMENT WILL CHECK EACH AND EVERY MEMBER OF THE QUARANTINED.  ONLY THEN ARE YOU ALLOWED TO ENTER THE COUNTRY.  WE IN SINGAPORE BROUGHT IN THE CORONAVIRUS VIA AIRPORTS, CHECKPOINTS, PORTS, ETC..  SINGAPORE DID NOT CARE ABOUT ACCEPTED QUARANTINE PROCEDURES !  SINGAPORE ALLOWED ALL PASSENGERS TO DISEMBARK AND GO TO THEIR HOMES !  WHAT IS ALL THIS ?  ONLY PEOPLE WITH FEVER WERE DETAINED FOR QUARANTINE.  HULLO HEALTH MINISTER, STOP YOUR BULLSHIT AND DO YOUR JOB PROPERLY !  FLU VACCINATION WHICH HEALTH MINISTERS LOVE (KOSHER EVIL PHARMA DONATIONS) IMPOSED ON BABIES IS USELESS; AS FLU VIRUSES MUTATE EVERY SEASON.  A VIRUS IS REPLICATED ONLY INSIDE THE LIVING CELLS OF AN ORGANISM.  VIRUSES CAN INFECT ALL TYPES OF LIFE FORMS, INCLUDING BACTERIA.  THERE ARE MILLIONS OF TYPES OF VIRUSES IN THE ENVIRONMENT.  HUMAN BODY CAN PROVIDE IMMUNITY UNLESS THESE VIRUSES ARE CULTURED IN THE LAB ON A PERTI DISH BY HUMANS.  CORONAVIRUSES ARE SIMILAR TO INFLUENZA VIRUSES IN THAT THEY BOTH CONTAIN SINGLE STRANDS OF RNA.  CORONAVIRUS (SARS-COV-2) WAS DETECTABLE IN AEROSOLS FOR UP TO THREE HOURS, UP TO FOUR HOURS ON COPPER.  IT SHOWS THAT COVID-19 IS MAN MADE FOR BIOLOGICAL WARFARE.  COVID-19 PANDEMIC DEMANDS THAT ALL AC AIR DUCTS (CENTRAL AIR CONDITIONING) MUST HAVE SPECIAL AIR DUCT FILTERS WHICH MUST HAVE A PLANNED MAINTENANCE PROCEDURE, RECORDED BY VIDEO.  MAINTENANCE OF SYSTEMS AND FILTRATION HAS AN IMPACT ON HOW CONTAMINANTS FLOW THROUGH THE AIR, SO BUILDINGS THAT HAVE NOT BEEN PROPERLY SERVICED TO MAINTAIN APPROPRIATE CIRCULATION, FILTRATION, HUMIDITY AND TEMPERATURES CAN CONTRIBUTE TO HIGHER AMOUNTS OF MICROORGANISMS MOVING THROUGH THE SYSTEMS.  THIS EXPLAINS WHY NEW YORK IS AN EPICENTER FOR COVID-19.  THE ONLY WAY VIRUSES GROW ARE WITHIN BODIES, WHICH MEANS YOU HAVE TO BRING THE GERMS INTO YOUR BODY; OFTEN VIA TOUCHING YOUR FACE, IN ORDER TO GET SICK.  WE ASK HEALTH DEPARTMENT TO INSPECT ALL OFFICERS OF LARGE COMPANIES...  CHECK IF DIRECT SUNLIGHT (NOT FILTERED THROUGH GLASS) IS PROVIDED TO THE EMPLOYEES AT THEIR DESKS.  IN WUHAN THERE ARE MANY CHINESE DOCTORS WHO HAVE BEEN INFECTED BY ASYMPTOMATIC PATIENTS.  ASYMPTOMATIC CASES REMAIN UNDIAGNOSED AND THEREFORE UNQUARANTINED.  WE STILL DON'T HAVE SERUM TESTS TO TEST SUCH SLEEPER PASSIVE CARRIERS.  UNDETECTED, ASYMPTOMATIC PATIENTS COULD CREATE FRESH TRANSMISSION ROUTES ONCE LOCKDOWNS ARE EASED.  WE ARE IN FOR A LONG HAUL !  DIAMOND PRINCESS CRUISE SHIP OUTBREAK SHOWED THAT 35 OF THE 104 INFECTED PASSENGERS REMAINED ASYMPTOMATIC EVEN AFTER AN AVERAGE OF 10 DAYS OF OBSERVATION AT THE SELF-DEFENCE FORCES CENTRAL HOSPITAL IN JAPAN.  ON MARCH 23 2020, THE HEALTH MINISTRY IN THE SOUTHWESTERN CHINESE CITY OF CHONGQING, SAID 18% OF PATIENTS WERE ASYMPTOMATIC.  EXISTENCE OF PRE-ASYMPTOMATIC (ASYMPTOMATIC) PATIENTS MEANT THAT SCREENING PROCEDURES AT AIRPORTS AND OTHER POINTS OF ENTRY WERE INSUFFICIENT TO PREVENT THE CORONAVIRUS FROM SPREADING.  THIS IS WHY THERE MUST BE ESTABLISHED QUARANTINE PROCEDURES AT AIRPORTS, CHECKPOINTS, PORTS, ETC., FROM WHICH COVID-19 GAVE ENTRY.  JUST ONE TWO SECOND TEMPERATURE CHECK IS NOT ENOUGH !  CHILDREN WHO EAT GOOD ORGANIC FOOD ARE LESS SICK FROM COVID-19, BUT MAY STILL SPREAD THE CORONAVIRUS.  THIS CHILD CAN SPREAD THE DISEASE TO A MALNOURISHED FEEBLE CLASSMATE.  CHILDREN WORLDWIDE RARELY HAVE SEVERE SYMPTOMS WHEN INFECTED BY COVID-19.  TRUE NUMBER OF INFECTIONS IN U.S.A. (MANY WITH MILD OR NO SYMPTOMS) IS FAR HIGHER THAN ESTABLISHED.  AGAIN, AN ASYMPTOMATIC CARRIER (HEALTHY CARRIER OR JUST CARRIER) IS A PERSON OR OTHER ORGANISM THAT HAS BECOME INFECTED WITH A PATHOGEN, BUT THAT DISPLAYS NO SIGNS OR SYMPTOMS.  ALTHOUGH UNAFFECTED BY THE PATHOGEN, CARRIERS CAN TRANSMIT IT TO OTHERS, HOW CERTAIN PATHOGENS CAN REMAIN DORMANT IN A HUMAN FOR A PERIOD OF TIME.  A COMMON PRINCIPLE IN EPIDEMIOLOGY, THE 80–20 RULE, SPECULATES THAT 80% OF THE DISEASE TRANSMISSION IS CONDUCTED BY ONLY 20% OF PEOPLE IN A POPULATION.  WE WATCH !",2020-04-03,679
89,Please consider a full lockdown.  Your police can't police every mall or supermarkets...partial lockdown is worse in the long run,2020-03-27,20
90,Can you empower police to arrest people who are sneezing and coughing in public transport without masks and enjoy people staring at them,2020-03-27,23
91,Coffeeshop always group of 10 or more old folks gathering. How? Coffeeshop tape “X” on the chairs 🪑 & still leave the chairs 🪑 next to the table what for? Pls enforce it!,2020-03-27,29
92,"These are good measures. However, these measures may deter people from seeking medical help if they are not feeling well for any reasons for fear of given the stay home order. Some GPs may simply issue MC for this reason juz to be ‘kiasu’ but the condition of the patient is otherwise. Staying a distance is not applicable to public transport. The latest measure is outside of work and school gathering. The purpose of this measure is to minimise gathering of 10. Public transport may still be crowded n ppl with flu symptoms or suspected virus may spread. Public library may also have ppl though short of gathering sort. The virus spread nay happen. Think again on public transport. ",2020-03-27,118
93,Are couples or families allowed to seat face to face instead of 1m apart effective today ? Or will be fined for not spacing out ? ,2020-03-27,23
94,Pls go to Kaki Bukit Road 3 or 4 and see the real situation.  So many workers sitting together along the roadside (is already very dangerous if one vehicle out of control will bang into the whole row of workers) while waiting for their company's transportation to pick them up.  And in one lorry sitting side by side😏,2020-03-27,55
95,THERE still loophole. HOW about those with flu symptoms self medication will still spread the virus.,2020-03-27,16
96,"""Any individual who is issued a medical certificate by a medical practitioner certifying that he/she has acute respiratory symptoms must not, without reasonable excuse, leave the individual’s place of accommodation for 5 days starting on the day the medical certificate is issued"". when this start as i do know of people violation this. any hotline i can call to report?",2020-03-27,61
97,What i say no understand  because we r construction workar soo the moh say 1metar dis but we follow lory to going work side then inside lory we alll set together even 10 ecn gep also no have that moh no see jast talking can if u make low most see every thing lory inside how to set 1metar dis,2020-03-27,57
98,Deny those who abuse the police officer of ventilators... It will scare them more than probation which is a free holiday with food.,2020-03-27,23
99,"Those people didn’t follow up SHN , continue working after back from oversea ,please go and check at tuas south mega yard .",2020-03-27,22
100,distancing at coffee ahop hawker and q.i would like to know how about our transport system LOL .go and take alook at the buses and mrt .,2020-03-27,27
101,"Previously family members can still sit together in 1 table in public, with the updated ruling, can family members still sit together to have their meals in public? or must they also sit 1m apart?",2020-03-27,33
102,"Do the social distancing rules apply to family members or mother and young child or baby in public? If not, there should be clarification, since family are usually in close proximity at home anyway!!",2020-03-27,34
103,"hoe about the school our future core ,dont just think about education ,think about what if the virus spread in school thr u close down .can let the kids to study at home tru internet and maybe just bring the june holiday  forwards",2020-03-27,43
104,How about in the mrt? All seats are usually occupied. May not be transient if it’s a Long journey. ,2020-03-27,20
105,Deny ventilators to people who don't wear masks or use their tee shirt or hands to cover sneeze or cough.,2020-03-27,19
106,"Those overseas undergrads whom just returned to SG for holidays. What if these young people got restless, and with their YOLO attitude, sneak out during their SHN for class gatherings to catch up with one another?",2020-03-27,36
107,Still a lot of companies ddnt apply less manpower at work/ remote working from office,2020-03-27,15
108,"Why only people coming back from Europe and US is conveyed to designated hotels for SHN, but people from other regions are given time to OTOT for the day, use public transport to go home and then expect them to self-isolate from the other people living with them in the same house?",2020-03-27,51
109,How about families? Can sit at adjacent seats?,2020-03-27,8
110,All hawker market and shopping mall still many people. Sad,2020-03-27,10
111,"Family excluded..however when din-in more than 10, pls spilt in2 2tables.😅",2020-03-27,8
112,I don't see any seats demarcated inside out trains yet,2020-03-27,9
113,What about the backpackers hostel. I have asked the hostel operator and I was told 1m distancing doesn't apply to hostel,2020-03-28,19
114,"Hello, would like to ask what are you going to advise on people who does not have a lot of medical leaves? If they do not have a lot and yet employers do not offer alternatives except that they either no pay, how are you going to advise them then? Will there be any mandate or rules for employers too on this matter?  I feel that the new rule on medical leave is going to back fire as many will no longer go and see the doctor for slight symptoms and wait until their symptoms get serious then they go see doctor. Now people may go see doctor if the symptoms are slight since mc will not be enforced, but if mc are to be enforced, there will be more people who will not see doctor for slight symptoms anymore due to the fact that many do not want to loose their jobs during this difficult times.  No point telling us about the resilience budget cos covid-19 is not going to go away anytime soon. It may run longer than SARS and people need to put food on the table too.  If you are going to enforce anything, please enforce in full cycle and not halfway, enforce at employees' end and yet not enforcing it on the employers' end.  PS: Doctors now give MCs as if it is free, as long as you cough a little, running nose a little, also give 5 days MC. Then ask you to see them again and again. 5 days MC given consequently without any other remedy like sending to hospital for test or anything. Just keep giving people 5 days MC again and again.  Now that you enforce MCs, who would dare to go see them anymore?",2020-03-27,291
115,Where can i report an eatery not comply to the social distancing?,2020-03-28,12
118,"The Infectious Diseases (Measures to Prevent Spread of COVID-19) Regulations 2020 does not specify any exceptions for related persons sitting together in a public place with reference to regulation 6. However, NEA has a press release with several  other agencies (none under MOH) which indicates unclear exceptions for related diners in F&B establishments. This seems contradictory, it would cause confusion for the public and owner/occupiers of a public place.  There should be a strong and clear message - whether related diners can sit at fixed seats demarcated not to be occupied, whether related diners can sit within 1 metre from another, whether there are other exceptions for related diner or related persons.",2020-03-29,110
120,"Last night, few groups of people is still having gathering at Pasir Ris park and there is more than 10 people in a group. Could related department kindly look in this matter?",2020-03-29,31
121,Show no mercy to idiots like bak kut teh man who acts stupid & ignores SHN & other idiots like him! And good move to fine/jail those who sit on crossed out seats & queue less than 1m apart. Ignorance is no excuse. Fine/jail them & set an example to other idiots!,2020-03-27,49
123,Mrt sitting is lesser than 1 meter.,2020-03-27,6
124,"The sg leaders say social distance, reduce crowd, stay home, minimise outing, bcp plans etc. My daughter doing her intern for mass comm. Her company sending her to tourists areas for shooting. How to enforce irresponsible employers....who do not abide by govt rules. She jus started day 2. She is from Ngee Ann Poly",2020-03-24,54
125,Thank you for implementing stricter measures. May I ask how about gym ? There are a few cases link to gym and right now there's no indication within this new measures. ,2020-03-24,29
126,"All  Singapore resident (Non-citizen), PR, Long term pass, work pass holder who have disregarded our travel advisory should be denied entry back in Singapore.🤦‍♂️🤦‍♂️",2020-03-24,23
127,"Now that stricter social distancing measures are put in place, we need to ensure better social responsibility and personal hygiene.  1. There have STILL been many instances of people coughing/sneezing without wearing masks or covering their mouths with tissue paper in enclosed space (MRT, bus) where commuters are captive for longer than 10 minutes, which is enough to catch the coronavirus. 2. There are even people removing their masks to cough before putting their masks back on. 3. I witnessed a 70+ y.o. man digging both nostrils with his finger then held the bus metal pole with the same hand!  Such socially irresponsible and unhygienic behaviour is so rampant that they are the weakest link in our INTERNAL fight against Covid-19 even as we try so hard to control imported cases. I am afraid these people will do us in and infect countless innocent people.  These people need to be nabbed and fined as education has no effect on their selfish behaviour.",2020-03-24,159
128,"If this carry on, viruse outbreak is a true issue in front of us. Only thing is to delay it. But it seems our government have not step up yet. Of course Singaporeans trust our medical facilities that's why everyone will rush back. Because we trust our government. But tis time round, if our government still don't delay or prevent those at overseas to rush Home at a shoot. We going to be gone. And by right, those at overseas should have know this cases during end December. So by right they have came back. So those still at overseas is stubborn. So please Government shld think ba. Or maybe we Singaporean die a few more ppl then they wake up ba.   Saying all tis is because it really affects not just economy (lockdown pubs🤔cinema) but open airport big door😁  It's just tearing out medical facility and people. Please think for our Frontline people and their health. Can they manage? Still don't close tis big door, our medical ppl will be tear apart",2020-03-24,170
129,"Tks for the more stringent measures, hope the 40k and their families who traveled overseas during school holiday wont cause more local transmission. Strict quarantine and hard rules on social distancing are extremely important. For the whole week we got daily untraceable cases which means sg already have wild local transmission. People just don't want to accept this fact.. ",2020-03-24,57
130,"Keep doing measures like close down pubs, cinema for what use. Current issue or current covid19 cases recently is all incoming. By right is take up measures on Singaporean from gg out and coming back Singapore. Should have step up steps on how we are going to fetch back Singaporean by batches and not, let them cm back as they like. Because in BTW they find source or flights to be back, they may enter some dangerous flight terminal.😏😏😏 Example Country like china,Korea & japan their figures on covid19 are totally lies and can't believe. Their government only cares on $ and $ and $ Olympics.",2020-03-24,102
131,Hi Sirs should we disallow travel aboard rather than still let them go.if long term pass holders want to leave don't allow them entry . Should we control the returning Singaporean stagger their return so that we don't have sudden spike of imported cases our health facilities will be stress and propose disallow long term holders to come back at this moment.,2020-03-24,58
132,"So proud of our govt in being able to roll this out without cost to citizens and resident, and trying their utmost to prevent a lock down.",2020-03-24,27
133,"Good move to let returnee to observe SHN at dedicated accommodation with the transport arranged from airport! So that it doesn’t affect the household member who don’t travelled... not risking of them using public transport of taxi. This is good measure that could be expanded to cover other high risk/cases countries returnee if possible....   Can share is social distancing also enforced  on public transport - bus or MRT ? Would there be educational advertisement to raise awareness and share good practices ?   Thirdly, traceTogether is a good apps to ease the contact tracing - faster n comprehensive. For traveller or residents , would there be informative video on the apps to encourage more people to use it ? Thanks .",2020-03-24,116
134,We have to thank the authorities for such harsh implementations of such measures to curb and contain the Covid-19 virus in SG. 🙏🙏🙏,2020-03-24,22
135,Need to ban Singapore residents from travelling. Unless they are leaving for good and not coming back,2020-03-25,17
136,Public transport is another area of concern. How to social distancing in crowded bus and train? Limit numbers of people in a cabin ? Cross out seats on the bus ? No standing pax ? Everyone must wear a mask on public transport? What's the best way ?,2020-03-24,43
137,How to apply delicated facilities isolation? For those at overseas coming back...   It is so unclear...   Pls help.... Pls state where to apply so it will be clear for those. If not ppl later 趴趴走， then lots of ppl have alot of jobs to do again.,2020-03-24,45
138,"Well, this shows a good move to contain the virus. 👍",2020-03-24,10
139,"Thanks for further measures taken.  But how about Gym, Swimming pools, play grounds, public transport like MRT/LRT/Buses?",2020-03-24,19
140,Why are our casinos still allowed to operate ? Shouldn’t the casinos be the first ones to be closed.,2020-03-24,19
141,Bus and MRT how? Social distance mean only 10 passengers allow per trip?    Why tuition centre where school is more crowded.,2020-03-24,20
142,"Good moves. Thank you, MOH!",2020-03-24,5
143,"Good move though on hindsight, it could have come earlier. Who's footing the bill on the hotel though?",2020-03-24,17
144,How about markets? How to do safe distance 🤦‍♀️🤦‍♀️🤷‍♀️🤷‍♀️,2020-03-24,8
145,"Can SkillsFuture Singapore send an advisory to all adult learning training providers carrying out SkillsFuture courses in Singapore in regards to the Covid19 measures announced by MOH today? It is not specific on whether Training Providers providing face-to-face training SkillsFuture courses for adult learners  (non - senior) are allowed to conduct classes (if there are 10 pax or less per class, already adhered to social distancing of 1 Meters apart) or we are allowed to conduct in alternative modes (using Elearning instead of the original face to face mode). Would appreciate clarification soonest as we have classes coming up in a few days and we need to make the necessary arrangements",2020-03-24,107
146,so who will pay for the SHN in the hotel?,2020-03-25,10
147,Why school is still running? ,2020-03-24,5
148,Then pls close school... parents are worry about their child interacting in big group.. how safe school is now...,2020-03-24,19
150,JoJo Lkk Kashi Bin Akinasa ,2020-03-24,5
151,"Can anyone clarify me,is it mean that once we are back from Malaysia or other countries will be quarantined rite? In 14 days if nothing happened and day 20th tested positive,the Gov will give the subsidized?",2020-03-24,36
153,How about safe distancing on mrt and buses.,2020-03-21,8
154,Senior activities have been suspended but why elderly attending the day rehab is still continuing and they're much older than those Seniors joining the community activities.,2020-03-20,25
155,No use. There are a lot of uncultured and unreasonable ppl. I got a scolding from an uncle. He was standing too close and it’s not his turn yet. I told him nicely to keep a distance. He yelled and scolded me. ,2020-03-20,43
156,Most of the cases are imported please look into it seriously before thing get worst we might be short of medical staff and equipment which cannot be obtained anytime as you wish,2020-03-20,32
157,Good move and well done #taskforce.  We already have too many imported cases in Singapore.  We may not be able to control this situation. Hospital beds may not be enough 😱🤦‍♀️,2020-03-20,29
158,My area hawker is 1 of the 3 to implement seat distancing but then I’m still seeing seniors gathering beside each seat after their morning walk/exercise. Probably as children we might want to remind ours parents about this social distancing ,2020-03-20,40
159,In mrt distancing possible? Many tourists attraction entry free or discounted price to attract crowd. The world was so into revenue till humanity was lost. Today we loosing all the revenue. What goes around comes around.,2020-03-20,36
160,A Kindergarten/Nursery is also a 'workplace'... How do teachers distance themselves from the children who attend classes and also ensure adequate distance between themselves? Especially now that many may have taken short breaks during the first semester holidays and returning to school on Monday on 23/3?? Doesn't social distancing include kindergartens and nurseries?,2020-03-20,52
161,"And to organizers who are organising bazaar n sale events, please heed the government advice and cease the events!",2020-03-20,19
162,Definitely a good initiative but not very feasible due to the limited space most companies have. Outdoor probably yes.,2020-03-20,19
163,"so how does one stand in MRT or bus ... one metre apart, too?  ",2020-03-20,13
164,# of primary kids in a classroom able to have this implemented? also not forgetting they do have some teamwork.,2020-03-20,19
165,Some Companies rather sacrifice their employees and their families ,2020-03-20,9
166,"I can provide free donation supplies masks, those who have channels can contact, now can provide supplies as follows, (I) disposable surgical masks (2) surgical mask (3) the N95 KN95 All products supplied daily are qualified",2020-03-21,32
