post_id,text,time,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,images,
1.01589E+16,"As of 16 February 2021, 12pm, we have confirmed and verified that there are no new cases of locally transmitted COVID-19 infection. There is 1 imported case, who had already been placed on Stay-Home Notice (SHN) upon arrival in Singapore. The breakdown is as follows:

Cases in the community: 0
Cases residing in dormitories: 0
Imported cases: 1 (1 already isolated before detection)

20 more cases of COVID-19 infection have been discharged from hospitals or community isolation facilities. In all, 59,661 have fully recovered from the infection and have been discharged from hospitals or community care facilities. There are currently 30 confirmed cases who are still in hospital. Of these, most are stable or improving, and 1 is in critical condition in the intensive care unit.

Read more in the press release:

https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection_16_Feb_2021

MOH.GOV.SG
MOH | News Highlights",16/2/2021 21:40,,,,,1436,31,43,https://facebook.com/sghealthministry/posts/10158906874140631,[],10158906874140600
1.01589E+16,"As of 16 February 2021, 12pm, we have preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.

There is 1 imported case, who had already been placed on Stay-Home Notice upon arrival in Singapore.

From 5 February, newly arrived Work Permit and S Pass holders in the Construction, Marine and Process sectors, foreign domestic workers and confinement nannies, who have recent travel history to higher-risk countries/ regions, are progressively required to undergo mandatory on-arrival polymerase chain reaction (PCR) and serology tests. These have enabled us to quickly identify persons who have recovered from an old COVID-19 infection, and are no longer infective to others by the time they arrived in Singapore, and to exclude them from our daily case count.

We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.

https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection_16Feb2021

MOH.GOV.SG
MOH | News Highlights",16/2/2021 15:39,,,,,1660,69,88,https://facebook.com/sghealthministry/posts/10158906345825631,[],10158906345825600
1.01589E+16,"As of 15 February 2021, 12pm, we have confirmed and verified that there are no new cases of locally transmitted COVID-19 infection. There are 9 imported cases, who had already been placed on Stay-Home Notice (SHN) upon arrival in Singapore. All new cases today are asymptomatic, and were detected from our proactive screening and surveillance. The breakdown is as follows:

Cases in the community: 0
Cases residing in dormitories: 0
Imported cases: 9 (9 already isolated before detection)

20 more cases of COVID-19 infection have been discharged from hospitals or community isolation facilities. In all, 59,641 have fully recovered from the infection and have been discharged from hospitals or community care facilities. There are currently 36 confirmed cases who are still in hospital. Of these, most are stable or improving, and 1 is in critical condition in the intensive care unit.

Read more in the press release: https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection15febfullpr

MOH.GOV.SG
MOH | News Highlights",15/2/2021 21:55,,,,,1270,28,43,https://facebook.com/sghealthministry/posts/10158903868940631,[],10158903868940600
1.01589E+16,"As of 15 February 2021, 12pm, we have preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.

There are 9 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore.

We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.

https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection15feb

MOH.GOV.SG
MOH | News Highlights",15/2/2021 15:43,,,,,1519,36,45,https://facebook.com/sghealthministry/posts/10158903070260631,[],10158903070260600
1.01589E+16,"As of 14 February 2021, 12pm, we have confirmed and verified that there are no new cases of locally transmitted COVID-19 infection. There are 14 imported cases, of whom 13 had already been placed on Stay-Home Notice (SHN) upon arrival in Singapore. Amongst the new cases today, 13 are asymptomatic, and were detected from our proactive screening and surveillance, while 1 was symptomatic.

The breakdown is as follows:

a) Cases in the community: 0
b) Cases residing in dormitories: 0
c) Imported cases: 14 (13 already isolated before detection, 1 detected from surveillance)

17 more cases of COVID-19 infection have been discharged from hospitals or community isolation facilities. In all, 59,621 have fully recovered from the infection and have been discharged from hospitals or community care facilities. There are currently 32 confirmed cases who are still in hospital. Of these, most are stable or improving, and 1 is in critical condition in the intensive care unit.

Read more in the press release: https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-14-Feb-2021-Updated

MOH.GOV.SG
MOH | News Highlights",14/2/2021 22:39,,,,,1162,24,32,https://facebook.com/sghealthministry/posts/10158900326335631,[],10158900326335600
1.01589E+16,"As of 14 February 2021, 12pm, we have preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.

There are 14 imported cases, of whom 13 had already been placed on Stay-Home Notice upon arrival in Singapore. The remaining case tested negative for COVID-19 upon arrival in Singapore on 10 February for a work project here, and was on a controlled itinerary during his stay. He subsequently tested positive for COVID-19 infection on 12 February as part of our regular testing of such travellers.

We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.

https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-14-Feb-2021

MOH.GOV.SG
MOH | News Highlights",14/2/2021 16:31,,,,,1581,54,73,https://facebook.com/sghealthministry/posts/10158899690750631,[],10158899690750600
1.01589E+16,"As of 13 February 2021, 12pm, we have confirmed and verified that there are no new cases of locally transmitted COVID-19 infection. There are 9 imported cases, who had already been placed on Stay-Home Notice (SHN) upon arrival in Singapore. All new cases today are asymptomatic, and were detected from our proactive screening and surveillance. The breakdown is as follows:

a) Cases in the community: 0

b) Cases residing in dormitories: 0

c) Imported cases: 9 (9 already isolated before detection)

35 more cases of COVID-19 infection have been discharged from hospitals or community isolation facilities. In all, 59,604 have fully recovered from the infection and have been discharged from hospitals or community care facilities. There are currently 34 confirmed cases who are still in hospital. Of these, most are stable or improving, and 1 is in critical condition in the intensive care unit.

Read more in the press release: https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-13-feb-2021-update

MOH.GOV.SG
MOH | News Highlights",13/2/2021 22:30,,,,,1256,29,43,https://facebook.com/sghealthministry/posts/10158897314065631,[],10158897314065600
1.01589E+16,"As of 13 February 2021, 12pm, we have preliminarily confirmed that there are no new cases of locally transmitted COVID-19 infection.

There are 9 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore.

We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.

https://www.moh.gov.sg/news-highlights/details/no-new-cases-of-locally-transmitted-covid-19-infection-13-feb-2021

MOH.GOV.SG
MOH | News Highlights",13/2/2021 15:16,,,,,1598,51,57,https://facebook.com/sghealthministry/posts/10158896696040631,[],10158896696040600
1.01589E+16,"As of 12 February 2021, 12pm, we have confirmed and verified that there are 2 new cases of locally transmitted COVID-19 infection. The cases are in the community, and there are no new cases in the dormitories. There are 16 imported cases, who had already been placed on Stay-Home Notice (SHN) upon arrival in Singapore. Amongst the new cases today, 17 are asymptomatic, and were detected from our proactive screening and surveillance, while 1 was symptomatic. The breakdown is as follows:

a) Cases in the community: 2 (2 already isolated before detection)
b) Cases residing in dormitories: 0
c) Imported cases: 16 (1 detected from surveillance, 15 already isolated before detection)

11 more cases of COVID-19 infection have been discharged from hospitals or community isolation facilities. In all, 59,569 have fully recovered from the infection and have been discharged from hospitals or community care facilities. There are currently 31 confirmed cases who are still in hospital. Of these, most are stable or improving, and 1 is in critical condition in the intensive care unit.

Read more in the press release: https://www.moh.gov.sg/news-highlights/details/2-new-cases-of-locally-transmitted-covid-19-infection_12FebUpdate

MOH.GOV.SG
MOH | News Highlights",12/2/2021 23:41,,,,,1121,28,52,https://facebook.com/sghealthministry/posts/10158894705805631,[],10158894705805600
1.01589E+16,"As of 12 February 2021, 12pm, we have preliminarily confirmed 2 new cases of locally transmitted COVID-19 infection. Based on our investigations so far, both cases are in the community, and there are no new cases in the dormitories.

In addition, there are 16 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. In total, there are 18 new cases of COVID-19 infection in Singapore today.

We are still working through the details of the cases, and further updates will be shared via the MOH press release that will be issued tonight.

https://www.moh.gov.sg/news-highlights/details/2-new-cases-of-locally-transmitted-covid-19-infection_12Feb

MOH.GOV.SG
MOH | News Highlights",12/2/2021 15:38,,,,,1220,46,64,https://facebook.com/sghealthministry/posts/10158893933135631,[],10158893933135600
1.01589E+16,"This Chinese New Year, many of our healthcare workers are working hard to keep healthcare services running in Singapore and to continue to fight the pandemic at the frontline. Minister for Health, Mr Gan Kim Yong , has recorded a special video message for our healthcare workers to thank them for their tireless efforts to keep fellow Singaporeans safe.

To all of our healthcare colleagues, thank you for bringing comfort and cheer to our patients over this festive season. Your dedication and tenacity will stand us in good stead as we soldier on in our battle against COVID-19.

We wish everyone a happy and healthy Chinese New Year!",12/2/2021 10:01,,https://video.fsin5-1.fna.fbcdn.net/v/t42.1790-2/147774786_914056595998422_8464297749667394926_n.mp4?_nc_cat=108&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6InN2ZV9zZCJ9&_nc_ohc=jXgOhKQprAcAX8qe8qf&_nc_ht=video.fsin5-1.fna&oh=2f50c717e4c85b83d8994c26fe92598f&oe=6030E3D8,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/140134069_3637523609634453_4358817058055172519_n.jpg?_nc_cat=104&ccb=3&_nc_sid=ccf8b3&_nc_ohc=Qv8xNvev8ikAX_sjJFt&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=a2490858d9634d833118f96c959fe138&oe=605534E1,3.6375E+15,2002,117,0,https://facebook.com/sghealthministry/videos/3637499206303560,[],10158893340480600
1.01589E+16,"We may be celebrating this Lunar “niu” Year a little differently but it is no less meaningful! Keeping gatherings small means we can focus on connecting with our loved ones. Send your warm wishes to friends and family virtually if you can, and keep them safe. Remember the auspicious number eight as you arrange for meet-ups or home visits, and limit visits to not more than 2 other households a day! And keep your mask on and practise safe distancing when you are out. Let’s continue to keep one another safe while we enjoy the festivities.

Wishing everyone good health this Lunar New Year!",12/2/2021 8:30,https://scontent.fsin5-1.fna.fbcdn.net/v/t1.0-9/147513862_10158891597195631_1924754374564711703_n.png?_nc_cat=104&ccb=3&_nc_sid=8024bb&_nc_ohc=nlVMRIxuG0sAX9uB3YU&_nc_oc=AQnf1lnI8MlenUavgMeagp36cScSWGZnbFAgvzT5Nbg4qgdkBzct-DZi40o78c5xg_Y&_nc_ht=scontent.fsin5-1.fna&oh=710d06cfed94282ff1b6fef5c6e34a43&oe=6055D7B1,,,,771,55,0,https://facebook.com/sghealthministry/posts/10158891598250631,['https://scontent.fsin5-1.fna.fbcdn.net/v/t1.0-9/147513862_10158891597195631_1924754374564711703_n.png?_nc_cat=104&ccb=3&_nc_sid=8024bb&_nc_ohc=nlVMRIxuG0sAX9uB3YU&_nc_oc=AQnf1lnI8MlenUavgMeagp36cScSWGZnbFAgvzT5Nbg4qgdkBzct-DZi40o78c5xg_Y&_nc_ht=scontent.fsin5-1.fna&oh=710d06cfed94282ff1b6fef5c6e34a43&oe=6055D7B1'],10158891598250600
1.01589E+16,"As of 11 February 2021, 12pm, we have confirmed and verified that there are 3 new cases of locally transmitted COVID-19 infection. The cases are in the community, and there are no new cases in the dormitories. There are 9 imported cases, who had already been placed on Stay-Home Notice (SHN) upon arrival in Singapore. Amongst the new cases today, 7 are asymptomatic, and were detected from our proactive screening and surveillance, while 5 were symptomatic.

The breakdown is as follows:

a)Cases in the community: 3 (1 already isolated before detection, 2 detected from surveillance)
b)Cases residing in dormitories: 0
c) Imported cases: 9 (9 already isolated before detection)

32 more cases of COVID-19 infection have been discharged from hospitals or community isolation facilities. In all, 59,558 have fully recovered from the infection and have been discharged from hospitals or community care facilities. There are currently 33 confirmed cases who are still in hospital. Of these, most are stable or improving, and 1 is in critical condition in the intensive care unit.

Read more in the press release: https://www.moh.gov.sg/news-highlights/details/3-new-cases-of-locally-transmitted-covid-19-infection12febfullpr

MOH.GOV.SG
MOH | News Highlights",12/2/2021 0:25,,,,,1088,32,56,https://facebook.com/sghealthministry/posts/10158892076180631,[],10158892076180600
1.01589E+16,"HEALTHHUB.SG
Spring to Health This Chinese New Year

Koh Poh Koon - 许宝琨
11 February at 08:00 ·

Happy New Year in the Year of the Ox! 牛年大吉！Here’s wishing all Singaporeans good health and happiness over the festive season.

It wouldn’t be Chinese New Year without our favourite treats and snacks. With some simple modifications, you can still enjoy them while keeping your health in check. When shopping for treats, choose those with the Healthier Choice Symbol as these have less sugar, salt or fat. Or prepare a healthier Yu Sheng (raw fish salad) with less oil, sauce and flour crisps. (Remember to wear a face mask while tossing Yu Sheng! And recite the usual auspicious phrases during Lohei in your heart but not aloud). You can also use healthier and/or fresh ingredients for your reunion dinner like wholegrains, lean meat, fish and vegetables.

This HealthHub article has more great ideas on how you can keep to a balanced diet even during the celebrations: https://www.healthhub.sg/live-healthy/194/spring_to_health_CNY

Do also stay safe during this festive period by keeping to the CNY safe management measures. Connecting digitally with your family and friends is encouraged, but if you’re going on physical visits, there is a cap of 8 visitors per household per day. Keep your house visits to family members and to not more than 2 other households a day.

You’re already familiar with these measures too: when dining out, wear a mask when not eating or drinking, and keep your voices down. Don’t make multiple table bookings (applicable to reunion dinners too), except for those from the same household, and even then, there shouldn’t be inter-mingling across tables.

By keeping to these measures, we can still enjoy our CNY celebrations while doing our part to keep the virus at bay!

新年快乐！牛年大吉！祝福所有国人身体健康，大家佳节期间都过得开开心心！

这几天如果没有吃到我们最喜爱的美食和零食, 就感觉不像在过年。其实你只须要做一些简单的调整，就可以健康地享用这些新年美食。在选购这类新年美食的时候，请记得找那些贴有“较健康选择”标签的食品，因为这些食品有比较少的糖、盐或者脂肪。如果要捞鱼生，也可以选择较健康的版本，少油、少酱料、少炸脆饼。大家也要记得捞起时还是要戴着口罩，在心中默念贺词，而不要大声说出来。大家吃团圆饭时也可以选择较健康或新鲜的食材，例如全谷类、瘦肉、鱼肉和蔬菜等。

你可以阅读这篇文章，了解如何在喜迎佳节时，做到饮食均衡。https://www.healthhub.sg/live-healthy/194/spring_to_health_CNY

假节期间，大家也要保障彼此的安全，遵守相关的安全管制措施。我们希望鼓励大家通过上网或虚拟的方式与亲友保持联系。如果你选择出外拜年，每户家庭每天只能接待最多八名访客。请尽可能只去和自己的家人亲戚拜年，一天内也不要去超过两户家庭拜年。

大家对其他的措施应该已经非常熟悉了，包括出外用餐时，如果不是在吃东西或喝饮料就应该继续戴着口罩，也要控制自己的声量。如果你不是同住的家人，就不能预定超过一张餐桌的位子，包括吃团圆饭也不行。就算是同住的家人，也不应该在不同餐桌之间来回。

大家配合遵守这些措施，我们欢庆佳节的同时，也能尽一份力去抑制病毒的传播。",11/2/2021 17:06,,,,,51,3,0,https://facebook.com/sghealthministry/posts/10158891441500631,[],10158891441500600
,"Happy New Year in the Year of the Ox! 牛年大吉！Here’s wishing all Singaporeans good health and happiness over the festive season.

It wouldn’t be Chinese New Year without our favourite treats and snacks. With some simple modifications, you can still enjoy them while keeping your health in check. When shopping for treats, choose those with the Healthier Choice Symbol as these have less sugar, salt or fat. Or prepare a healthier Yu Sheng (raw fish salad) with less oil, sauce and flour crisps. (Remember to wear a face mask while tossing Yu Sheng! And recite the usual auspicious phrases during Lohei in your heart but not aloud). You can also use healthier and/or fresh ingredients for your reunion dinner like wholegrains, lean meat, fish and vegetables.

This HealthHub article has more great ideas on how you can keep to a balanced diet even during the celebrations: https://www.healthhub.sg/live-healthy/194/spring_to_health_CNY

Do also stay safe during this festive period by keeping to the CNY safe management measures. Connecting digitally with your family and friends is encouraged, but if you’re going on physical visits, there is a cap of 8 visitors per household per day. Keep your house visits to family members and to not more than 2 other households a day.

You’re already familiar with these measures too: when dining out, wear a mask when not eating or drinking, and keep your voices down. Don’t make multiple table bookings (applicable to reunion dinners too), except for those from the same household, and even then, there shouldn’t be inter-mingling across tables.

By keeping to these measures, we can still enjoy our CNY celebrations while doing our part to keep the virus at bay!

新年快乐！牛年大吉！祝福所有国人身体健康，大家佳节期间都过得开开心心！

这几天如果没有吃到我们最喜爱的美食和零食, 就感觉不像在过年。其实你只须要做一些简单的调整，就可以健康地享用这些新年美食。在选购这类新年美食的时候，请记得找那些贴有“较健康选择”标签的食品，因为这些食品有比较少的糖、盐或者脂肪。如果要捞鱼生，也可以选择较健康的版本，少油、少酱料、少炸脆饼。大家也要记得捞起时还是要戴着口罩，在心中默念贺词，而不要大声说出来。大家吃团圆饭时也可以选择较健康或新鲜的食材，例如全谷类、瘦肉、鱼肉和蔬菜等。

你可以阅读这篇文章，了解如何在喜迎佳节时，做到饮食均衡。https://www.healthhub.sg/live-healthy/194/spring_to_health_CNY

假节期间，大家也要保障彼此的安全，遵守相关的安全管制措施。我们希望鼓励大家通过上网或虚拟的方式与亲友保持联系。如果你选择出外拜年，每户家庭每天只能接待最多八名访客。请尽可能只去和自己的家人亲戚拜年，一天内也不要去超过两户家庭拜年。

大家对其他的措施应该已经非常熟悉了，包括出外用餐时，如果不是在吃东西或喝饮料就应该继续戴着口罩，也要控制自己的声量。如果你不是同住的家人，就不能预定超过一张餐桌的位子，包括吃团圆饭也不行。就算是同住的家人，也不应该在不同餐桌之间来回。

大家配合遵守这些措施，我们欢庆佳节的同时，也能尽一份力去抑制病毒的传播。

HEALTHHUB.SG
Spring to Health This Chinese New Year",11/2/2021 16:00,,,,,0,0,0,https://facebook.com/story.php?story_fbid=264118711751873&id=100044612371413,[],
