,Comments,Datetime,num_words
121,Happy Chap Goh Meh to Mr. PM Lee and family. May you and your family enjoy Good Health and Happiness🍊🍊,2021-02-26,20
122,"May this night bless our Country and our PM and ministers, good health.❤️",2021-02-26,13
125,Happy chap Goh Mei Thank you PM Lee Sir 🙏🙏🌹🌹🥀🥀🌷🌷🌻🌻,2021-02-26,9
126,"Blessed Yuan Xiao Dear PM Lee, thank you!",2021-02-26,8
130,"Dear PM Lee, Wishing you and team good health and happiness.",2021-02-26,11
133,元宵節快乐 Chap Goh Mei (正月十五夜）is also known as 上元节 which we would pray for fortune and wealth from 天官 the assistant of 玉皇大帝 天公,2021-02-26,19
136,Happy and Blessed Chap Goh Meh PM Lee and family 👍😎,2021-02-26,10
137,Very nice daddy lee hsien loong,2021-02-26,6
145,"Thank you sir, you and your family too",2021-02-26,8
147,Wishing you 元宵节快乐 to our great leadership PM Lee💞❤♥️🇸🇬 Please stay safe and healthy PM Lee always🙏💪❤💞🇸🇬,2021-02-26,16
152,Good Evening Our Dearest PM Lee 👍👍👍❤️❤️❤️ Thanks For Sharing And Happy Lunar New Year Day 15👍👍👍❤️❤️❤️ ( Chap Goh Mei )🏮🏮🏮 Bests Wishes To You And Your Family 👍👍👍❤️❤️❤️ Must Take Good Care And Must Drink More Water 👍👍👍❤️❤️❤️,2021-02-26,34
153,"Happy Chap Goh Mei  Happy Chinese Valentine's Day. May you enjoy good health, peace and success!",2021-02-26,15
154,"元宵节快 dear PM , yes 👍 looking forward to a better tomorrow, and I m sure we will get there eventually , thank you 🙏 for looking after Singapore ",2021-02-26,24
156,😊✨🌈 A Beautiful Moves With A Wonderful Moving 🌈✨🇸🇬✨🌈 UPKEEP 🇸🇬👍 🙏 HEALTHIER 💓💪 HAPPIER 👍 😊☺️👍 Thanks ! ☺️,2021-02-26,11
158,HAPPY CHAP GOH MEH MY DEAREST PM LEE 👍👍👏👏👏👏❤❤,2021-02-26,8
159,A blessed Chap Goh Mei Sir❤❤❤😇😇😇 God bless you and your family always 😇🙏🙌❤😀,2021-02-26,13
162,Happy belated Hari Raya! HAHAHAHAHAHA,2021-02-26,5
164,Happy Chap Goh Mei Sir,2021-02-26,5
166,Happy Chap Goh Mei🥳🍾🎈🍬🎂🥂🎊Mr Lee,2021-02-26,6
172,Happy Chap Goh Mei PM Mr Lee,2021-02-26,7
175,"The ""Lau Hero"" still sings!  Creative video indeed, well done!",2021-02-06,10
176,"Happy New Year，Happy 牛 Year, 牛年吉祥",2021-02-12,5
177,Ok you all can enjoy yourselves but don't forget  the air around you got covit19. Don't breathe in.,2021-02-09,16
178,The Year Of The OX.....Is All About Pushing Oneself FORWARD : WORK HARD 😓: DON’T SLACK : ,2021-02-12,16
179,I like this video very much..so local,2021-02-11,8
180,"Very nice video. Steady la, Wong Chin Yen with his oldies",2021-02-13,11
181,You can’t be steady unless you wear your mask whenever necessary.,2021-02-09,12
182,This is hilarious and authentic,2021-02-09,5
185,It's steadfast feet... some parts of Singapore is still overcrowded... walk thru Tekka Hawkers' Ctr  on Sunday!  Phew! Are you sure  there's  safe distancing in practice?  Someone is keeping their eyes closed!  Take  Care!,2021-02-16,32
186,Hello !  Now 21 Century Lau Heros and Old Women Go Home Rest Watch TV Programme,2021-02-16,14
187,"Ya, we are preparing reunion meal for our Neighbours upstairs ",2021-02-11,10
189,You're still lucky. Last Hari Raya was during the circuit breaker period. Worse than this year CNY. Please stay safe and abide by the covid19 safe distancing rules. Don't sabo us OK? 🤪,2021-02-16,30
191,"No other thing in this picture influence me. Whenever Wong Chin Yen appears, song after song came into my head. Music over covid -19 ???",2021-02-13,23
192,I am a bit sceptical when you say look out for one another..especially with the 8 pax ruling!!!🤪🤪🤪,2021-02-11,18
194,this is so cute and reminds me of the high-energy NTUC income ad Wee Xuan Yi,2021-02-10,15
201,This adv is cute when 1st watch on TV..,2021-02-10,8
203,Must wear red underwear for luck meh?,2021-02-14,7
204,This year steady la 25 pax together ,2021-02-13,6
205,❤️❤️Artist  wish everyone Happy Lunar New Year!❤️❤️  www.benpuah.com ,2021-02-13,6
207,Happy chinese new year everyone,2021-02-12,5
212,"Awesome, soooo beautuful. Love the video",2021-02-16,6
213,Dan Wa Men Lau De!  Happy  Lunar  New Year!  🤠🥳😊😇🥰🤠🥳🤑,2021-02-16,9
215,Great shot for TVC teams👍love it😬,2021-02-16,7
226,Not bad Matthew Ng WS,2021-02-13,5
232,Chúc e gái nĂm mới vạn sự như ý🧧😂🎆🌸🧨🎈! Lấy ck nhớ báo trc 1 tháng nhé 😂😂 c phải cách ly 14 ngày đấy,2021-02-12,5
233,Raymond khoo n family happy new year of the ox,2021-02-12,10
234,I watch this video over n over again . Thumbs up 👍 ,2021-02-12,10
240,Happy New Year 2021 to you bro Teo n family 😀,2021-02-12,9
241,"Have a happy and safe Chinese New Year Mr Prime Minister Lee and all Singaporeans Chinese. Be safe, be wise and take all safety precautions before mixing with your loved ones.",2021-02-07,31
242,Singapore is A GARDEN IN THE CITY and the best place to work & live . Very safe and easy to move around. Singaporeans should be extremely proud of their country and leadership under H.E PM Lee Hsien Loong.,2021-02-05,38
243,Happy Chinese New Year to all ..  Hope for the better future and best life for everyone.. So beautifully decorated in front of our house at Bukit Batok near Bukit Gombak MRT for Chinese New Year.. Its so colourful and pleasure to see .. Feel very happy when looking at those decorations daily ..,2021-02-06,51
244,Wish I could be there really miss my holidays to Singapore from the UK.,2021-02-05,14
245,Happy lunar niu year to you too PM Lee!! God bless you and your family! 💖,2021-02-05,15
247,"Happy New Lunar Year to you, family and members of your team, Mr. PM. Thank you to all of you for keeping our country safe. I am so lucky to be a Singaporean.",2021-02-05,33
249,"Wow, so beautiful. What a shame that I can’t go to Singapore at the moment also stuck in uk",2021-02-06,20
250,"Happy and blessed Lunar New Year to PM & Mrs Lee Hsien Loong and all celebrating, enjoy and be safe!👏🙏",2021-02-07,19
252,I sow nice place Singapore.. My favourite place.,2021-02-05,8
253,"Ox-some Lunar New Year to you too Mr PM! ♥️   May the year engender patience, calm and the indomitable will to overcome all odds in all hearts! ",2021-02-05,25
254,"Though 2021 CNY is a much quieter one but  looking at this photo, it has the festive feel❗️",2021-02-05,17
255,"A very Happy, Healthy Lunar New Year to you and all your loved ones, PM Lee, with an abundance of blessings always!   Thank you from the bottom of my heart for the good life you have made for us here in Singapore!",2021-02-10,42
256,Oh! Gardens by the Bay. Nice,2021-02-05,6
257,To PM HL Lee and family ...,2021-02-05,6
258,So sad to miss two years of visiting our favorite places in Singapore...soon 🤲,2021-02-05,14
259,Yes certainly a different way of celebrating CNY,2021-02-05,8
260,Happy CNY to everyone . Singapore extremely proud have a good  . Leader,2021-02-05,11
261,Blessed Lunar 牛Year to you and family too! ,2021-02-05,7
262,"Yes, will certainly take precautions and wait for things to get better and better.",2021-02-05,14
263,Thank you Mr Lee and Happy Lunar New Year!,2021-02-05,9
264,"Dear PM, blessed happy lunar new year, wishing we all strong like a Ox to overcome any obstacles.",2021-02-05,18
265,"PM Lee,  A blessed  Chinese New Year to you n your family too. May the Lord continue to bless you and your team with great health, joy, wisdom to lead our country. Cheers !",2021-02-07,33
266,"Happy Lunar Chinese New Year to our PM Lee & all celebrating CNY. Wishing for a year filled with Abundance, Surplus, and Lot of Laughter with Great Fortune. Toss to an Auspicious and a Prosperous Chinese Lunar New Year.",2021-02-05,38
267,Wishing you a Happy New Year Lee Hsien Loong Sir.. Here in Blk 700B Ang Mo Kio as usual our Lift Lobby look  bright and cheerful bringging the mood. ,2021-02-05,28
268,"Wishing you PM, sir and all Singaporean a Happy Lunar New Year. Please stay safe everyone to end this pandemic ",2021-02-05,20
269,Have a wanderful NIU Year! God bless.,2021-02-05,7
270,PM U must go jalan jalan to see the dahlia grown locally for the first time ,2021-02-05,16
271,Happy niu year to you too pm!!!,2021-02-05,7
273,HAPPY CHINESE NEW YEAR TO ALL SINGAPOREAN.,2021-02-05,7
274,"Happy Lunar Niu Year, PM Lee",2021-02-05,6
275,I like it when you call this LNY instead of CNY 😊,2021-02-05,11
276,Blessed 🐂-year to PM & loved ones! 🎉,2021-02-05,6
277,Happy Chinese New Year! Gong Xi Fa Cai!,2021-02-05,8
278,Happy  ( Ox year )lunar new year . We are celebrating in Nepal .Happy  lhochhar in tibet and nepal.,2021-02-05,17
279,"""Niu"" as in ""cow""??? New year? Oh no! A ""punning"" prime minister!😲😅",2021-02-06,12
280,Singapore garden bay way first time coming take a many photos and like sir. Singapore very nice garden bay way.,2021-02-11,20
281,have a joyfull and healthy new year mr lee hsien long,2021-02-05,11
282,Thank you Mr PM Lee Hsien Loong for taking care during the COVID 19 Situations woth Your Minister Cabinets in year 2020 coming to pass to year 2021. Wishing Sire and Your family for A Happy Chinese New Year ,2021-02-05,36
283,Cheah Lina  Ang ping tong  Cheah Lisa ,2021-02-05,7
284,"Thanks for sharing , Sir P.M !  It's very beautiful . Wishing that i can come Singapore at this time !  Happy Niu Year ! ❤",2021-02-05,20
285,Thank you so much for taking good care of us PM Lee. Wishing you and your family a happy lunar new year blessed with good health and happiness!,2021-02-07,28
286,Lunar New Year is the best time for Vietnamese family to reunite,2021-02-05,12
287,"In Vietnam, this lunar year 2021 is the year of buffalo",2021-02-06,10
288,"Happy Lunar New Year to you & your family, Mr. Lee",2021-02-05,10
289,Oxpicious Niu year to all!! ,2021-02-05,5
290,Wishing you n your loved ones a Blessed CNY 2021.May Favors n Blessings pour down unto you n loved ones on this special year.,2021-02-05,23
292,"May everyone feel the effects of tis bullish ""niu"" yr. 😁💵💴💷💰",2021-02-05,10
293,Mr PM Lee wishing you and your family a blessed & happy Chinese new year!,2021-02-06,14
294,Wishing you a Happy New Year  PM Lee Hsien Loong Sir !,2021-02-06,11
295,"Thank you, PM Lee HL. Happy Lunar Niu Year to you and family:)",2021-02-05,13
297,Happy New Year!~ Celebrate with Care and caution.,2021-02-05,8
299,Happy Niu Year To You Sir!,2021-02-05,6
300,Happy 牛 year to you and Family ,2021-02-05,6
301,Happy New Year! May you & your family be healthy & happy! Thank you & Cheers.    🍊🍊,2021-02-07,13
305,These lanterns look like COVID virus covering all over the earth. ,2021-02-05,11
306,Love the way our PM uses social media and the lingo too...,2021-02-05,12
307,"Dear PM Lee Many blessings sent to your family, teams and you. Beautiful picture. Another good reason to head to one of my favourite gardens.   🤩😍Chai",2021-02-05,26
308,Happy lunar niu year to PM Lee&his family. Be blessed  &happy,2021-02-06,12
309,"dearr,,LHL💘🇸🇬  Best wishes,SG🇸🇬",2021-02-06,5
310,Wish i could be there. Happy New year!,2021-02-06,8
311,Blessed CNY to Mr. LHL and all Singaporeans!,2021-02-05,8
312,GONG XI FA CAI MR.LEE HSIEN LOONG AND TO ALL SINGAPOREAN CELEBRATING CNY OF THE OX... MAY GREAT BLESSING OF HEALTH..WEALTH AND FORTUNE BE UPON ALL...👍👍👍🇸🇬,2021-02-07,26
314,"PM Lee, wishing you a Healthy & Happy 🐂 ""Ox-spicious"" Lunar  New Year",2021-02-05,10
315,Wishing you and your family a Happy New Year Lee Hsien Loong Sir.  Gong Xi Fatt Choi....,2021-02-06,17
316,HAPPY SAFE NEW YEAR! To all our Singaporean.,2021-02-07,8
317,Good afternoon Mr PM Lee Hsien Loong . Thank you for sharing . Wow so in the mood of the Festival of CNY at such a nice place with the many lanterns,2021-02-05,30
318,MrPM. As you know that what is happening in Myanmar country. Please help us,2021-02-06,14
319,This year Happy Lunar New Year will normal for covid 19 pandemics.Happy new year to everyone,2021-02-05,14
320,Happy New Year to you and your family.,2021-02-05,8
321,"Appreciate and thanks PM Mr Lee for the well wishes. Besides writing wonderful post , you are awesome in writing well wishes too. Love the Niu year and Ox-some new year. 👍👍👍.",2021-02-05,29
322,"Mr PM, Happy Lunar New Year to you and family too!",2021-02-07,11
323,我在此祝李总理新年快乐 万事如意 身体健康 合家安康😁happy new year for Singapore prime minister Lee Hsien Long,2021-02-05,10
325,"Thank for sharing .HAPPY CHINESE NEW YEAR.,PAP all the way.",2021-02-06,11
326,Yes. Wish PM Lee & Team an ox-some plus (ox)- auspicious year ahead. 祝贺您和家人及团队牛年快乐，平安，健康 和 千是吉祥万事如意,2021-02-05,11
328,"Oh, Mr Lee Sir, Happy Ox year ! May the ox be the year for Singapore’s bull run! ",2021-02-05,18
330,"Dear Sir, thanks for your visit to Gardens by the Bay yesterday evening!💖🌷🙏. Have a great Sunday ahead!",2021-02-07,18
331,Happy New Year to u and your family. 💕,2021-02-05,8
332,"App on my phone: huat ah, huat ah 😅",2021-02-05,8
334,HAPPY NIU YEAR MR LEE AND OUR SINGAPORE FAMILY 🎉🎉🎉,2021-02-05,9
339,This looks like a covid-19 logo.,2021-02-05,6
340,PM Mr Lee. Where is this place？很有新年氣氛。,2021-02-05,7
342,Looks like model of corona virus to me 😂😂😂,2021-02-05,8
344,Happy Chinese New Year Mr Lee Hsien Loong may you be blessed with Abundance of Good Health all your Life ,2021-02-05,20
345,Spore short of Heng and Ong. Huat already no need ... So this yr lets Heng and Ong ah.....,2021-02-06,18
348,"Wish you a blessed happy lunar new year, wishing we all strong like a Ox to overcome any obstacles...",2021-02-05,19
350,Happy Niu year to you too Sir 😄,2021-02-05,7
351,Happy Chinese New Year 2021 Sir,2021-02-05,5
352,"Happy Lunar Niu Year, PM Lee。 祝福李总理：新年快乐，合家安康。",2021-02-06,6
353,Happy lunar new year daddy lee hsien loong,2021-02-05,8
354,"Happy Lunar Niu Year, PM Lee",2021-02-05,6
355,"Wishing you PM, sir and all Singaporean a Happy Lunar New Year. Please stay safe everyone to end this pandemic",2021-02-06,20
356,Happy Chinese New Year to every one.,2021-02-05,7
357,Good place for family outing. Here is the snapshot.. https://youtu.be/YIqPhVM11xs,2021-02-06,9
358,Happy Lunar New year to you Sir,2021-02-06,7
359,"Happy Lunar New Year, everyone !!!! 🍊🍊🍊🍊🍊🍊🍊🍊from Brazil  🇧🇷",2021-02-05,7
360,Happy lunar new year daddy lee hsien loong,2021-02-05,8
362,"Happy Lunar New Year , Sir. Great PM .",2021-02-05,7
363,Happy Lunar New Year  To You Mr PM ,2021-02-05,8
364,Happy Chinese New Year wishes to all💐💐💐,2021-02-08,7
365,May your new year be Oxpicious ,2021-02-07,6
371,Wishing you happy New Sir PM Lee Hsien  Loong.stay safe always.,2021-02-06,10
381,Sir happy chinese new year 💐💐💐💐,2021-02-06,5
383,Wishing You A Happy Chinese New Year 🥳 Mr PM Lee Hsien Loong 😁😁😁 Wish You All The Best 2021 Good Health & Good Luck 😁😁😁,2021-02-05,21
384,"Dear PM Lee & Everyone , Happy Chinese New year!  新年快乐，吉祥如意，福慧增长。",2021-02-05,8
393,Happy New Year PM Lee and your family 🍊🍊,2021-02-05,8
398,"It's so beautiful, wish I can go 😘 Happy CNY PM Lee , healthy and stay safe 🙏",2021-02-05,14
399,"Happy New Year, Sir, to you and yours! 🎆🏮🏵️🎉",2021-02-05,8
402,Happy New  year to you  and fmly Sir💙🌻🌹,2021-02-05,8
407,With best wishes Paul Aliwal Park Hotel,2021-02-05,7
408,"PM Lee, Happy Lunar New Year ❤️ Gong Xi Fa Cai to you and your family.",2021-02-05,15
411,HAPPY NEW YR 2 MY DEAREST MP !!!😊🍊🍊,2021-02-05,6
417,It’s fantastic Mr Lee 😍 Hope everyone understands and follow SMM to make Singapore a safe place.,2021-02-05,17
418,"Dear sir, Happy Chinese New year 2021 & Best wishes for you",2021-02-05,10
420,Truly Ox-some lantern Aries! 🏮🏮🏮🏮🏮🏮🏮🏮🧧🧧🧧🧧🧧🧧🧧🧧. Wishing PM Lee Hsien Loong good 👍health!,2021-02-05,10
424,******  updates   at inner heart pocket :-),2021-02-05,5
426,"新年快乐，国泰民安！Do have a very Happy Lunar New Year of the Ox, Mr PM Lee  !  🍊🍊",2021-02-05,14
428,"PM Lee,Tks for sharing 🙏🙏💞",2021-02-05,5
433,Very nice daddy lee hsien loong,2021-02-05,6
435,Very nice daddy lee hsien loong,2021-02-05,6
436,🌹Happy Lunar New Year Dear Mr Lee Hsien Loong🌹,2021-02-05,9
440,Happy New Year PM Lee🙏,2021-02-05,5
443,THE MEDIATOR BETWEEN HEAD AND HANDS MUST BE THE HEART  BY  C Ramamoorthy,2021-02-05,13
447,Happy new year to Mr.P.M.May Allah shower his blessings on you n your family.,2021-02-05,13
455,"PM Lee, thanks for sharing! Happy 牛 Year! May the New Year bless you with health and happiness! 🙏🙏🙏❤🇸🇬",2021-02-05,17
460,Good Afternoon Our Dearest PM Lee 👍👍👍❤️❤️❤️ Thanks For Sharing And Nice Photos 👍👍👍 Happy Lunar New Year 🧧🧧🧧,2021-02-05,16
461,Dear Mr Lee. Thank you.,2021-02-05,5
463,Excellent Boss you are always very alert we are always in your mind and heart just as a father though you are not old enough to be a father to us old people but your care gives us all the confidence in life that everything is taken care of 🙏🙏🙏🙏🙏,2021-01-24,49
464,"A timely and most important  advice, dear Prime Minister. I am very very proud of your dynamic and devoted leadership qualities. I am not a Singaporean, but an Indian. I thankfully appreciate the care and concern you had shown for the people of Singapore. May God bless you and all the people of the great nation i.e. Singapore.",2021-01-24,59
465,Well said Mr. Lee we have really succeeded all because of our efforts had worked. Imagine our neighbours we should be proud of our team and citizens who have done a great job.,2021-01-23,33
466,Thank you PM Lee for your concern for our Singaporeans. We are very blessed to have you as our PM.,2021-01-23,20
467,"Well said Mr Lee, thank you for your government’s continued efforts and guidance to help keep Singaporeans and residents of Singapore safe and well..  Happy New Year...",2021-01-23,28
468,It’s really up to people to abide by the rules. No one will know if a family visits more than 2 households in a day. ,2021-01-23,25
469,Thank you PM Lee for your kind concern and immense reminder! Appreciate your thoughts n efforts!,2021-01-23,16
470,"Thank you PM Lee, its a long fight ahead and we should not be complacent.  Just a suggestion, maybe can consider rolling out the swab testing and  making it compulsory instead of optional to all the retailers and their employees so as to pick up any cases since many people are going out to shop.thank you.",2021-01-23,55
471,"Thank you to our PM Lee Hsien Loong.. & all his personals, we r so proud of you all..everyone Jia u💪💪💪",2021-01-23,21
472,Thanks a lot for your excellent advice. It is very important to follow that for ourselves.,2021-01-23,16
473,"Thank you Sir PM Lee for taking great care of all Singaporeans, we know CNY is near the corner and it's a celebration and also for the Families Reunion,but we must not let our guard down because Covid 19 is still in the air and around us.We should not let our hard work to control Covid 19 go down the drain after we work hard hand in hand to protect ourselves and SINGAPORE",2021-01-27,70
474,Good afternoon Mr PM Lee Hsien Loong . Thank you for sharing Your care and concern over the community and having to  tightening of restrictions during the CNY for the sake of everyone sake and especially keep well for the one whole year till date . Its everyone 's efforts and heart to keep each one Safe and Sound,2021-01-23,57
475,"True Sir, if only Philippines 🇵🇭 got the discipline like yours, wow, but it is like a race here. Keep safe us all.",2021-01-23,22
476,Happy New year 2021 and may the Covid-19 go away faster as we cannot predict it.,2021-01-23,15
477,Thank you to our PM Lee we all Respect you,2021-01-23,10
478,Thank you PM Lee for the advices and thank you for taking care not only of the Singaporeans but of all the people out there. May the Good Lord guide and bless you always. ❤️🙏,2021-01-23,34
479,Prevention is better than cure Covid is not going to wrap up anytime soon! Cases are surging by the day. People  need to be more vigilant than ever!  Staying in  touch  with mandatory directives is crucial.   Protecting oneself is critical.  You are like father to the people and soooo caring limiting  their  movement during this Merry Time.  People listen to you because they love you too.  Otherwise Covid is sure to limit your lifespan!,2021-01-24,74
480,"Indeed cny 2021 will b very different. Hang on everyone, together we will brave this tough storm ahead...",2021-01-23,17
481,Very strong and strict law. Useful for the pandemic n. In my country this rule is impossible never ever happen. Proud of Singapore,2021-01-23,23
482,Yes We have come so far  Cannot ruin everything by being complacent.  We are hosting the WEF in May which will be a massive boost to us We can show the whole world how it's done  Hope by then a large part of the community is vaccinated,2021-01-23,46
483,"Somehow Mr. Lee, I fear that many will not necessarily follow these simple and sensible requirements. The gov has provided a safe space for us all, too safe, so much so, too many take it all for granted. We cannot and must not go the way of our neighbors and our friends even in Korea that had it all under control. Somewhere and somehow, the gov needs to address these folks that think the gov is to blame for allowing limited travel to Singapore. I understand why we need it and the reasonable risks we need to take, but I think many do not, or don't want to hear anything else, unless it aligns with what they think is the best way. We have done well. I hope and pray we will continue to do well. Stay the course and we will prevail...",2021-01-23,142
484,"One problem is smoking corner.  Smokers obviously have to remove their masks and stand close together to smoke coz it’s usually crowded.  And sometimes passing around lighters. Another that makes me cringe is folks who remove their masks to eat and drink while walking, chatting. Are they allowed to do that?",2021-01-24,52
485,"I don’t even mind to be in lockdown again, if it is what it takes to control the spread.  Thanks Mr. PM , for making the right decisions. ",2021-01-23,28
486,"Fatigue is setting in. Citing major upcoming events and positive case(s) detected in this group of visitors, please consider keeping meeting attendees at the Expo Hotel and meeting venue whilst piloting MICE events again. Also all entering and transferring thru Singapore should present a vaccination cert or a negative test result from approved overseas institutions. They should still be subjected to prevailing measures at all entry points. The more safeguards in place the better we can manage and protect the interests of the population.",2021-01-23,85
487,"If traceability is the reason, then have a portal for people to register household visits during that periode. Afterwards, host can put out the permit for neighbors to see. This will help SPF by reducing multiple complaint calls, also stronger contract to abide to when protocol breach occur.",2021-01-24,48
