,Comments,Datetime,num_words
17,"Yeah, when people raise issues about the workplace issues for the workers in Singapore and the unfair employment for Singaporeans, they must be external foreign forces. Locals will never do that as they are self serving, selfish and ignorant. They are those xiashuey, idiots and untalented lots for they will do anything for crumbs and carrots. Very true as how the way you and your kakis think for foreigners are more talented and they are always interfering with the domestic politics. You just want to being in these foreign forces into the country to interfere with the local people as they contribute to the economy. Thatâ€™s okay.",2021-03-02,107
18,"Plenty of CCP trolls and supporters  online spreading falsehood, smearing to sow discord among community and nationalities. Josephine feel free to open an investigation on them. Some even try to propagate communism over democracy.",2021-03-01,34
19,Why not go through all Govt projects or purchases or wages to  cut down on spending. Do away projects or purchases which can not earn income and not necessary. If world economic get worse. Comsumers will spend less.Taxes collection will be less. Getting more for the reserve and borrowing $$$  is not wise The only solution is cut down on spending . More export of goods and services. Build and maintain  only if necessary.Use less FW or FT or EP or PR. Private home lease change it to 50 years or less. Why ??? $$$$ is flow out of the country.,2021-02-26,94
20,"Ministers these generation is totally different from the old guards. New generation are more money minded. Instead of saving the country, they create unnecessary post for themselves paying so much of a salary. Commoner like us are task to multi task  at work & yet ministers are not. Are they?",2021-02-26,49
21,Would it be possible for transparency to be realised by just magnifying how 20years of reserves were gobbled up in this pandemic situation... Oh by the way... Please do not hesitate to qualify how it is  mathematically 20years . And in the process  kindly enumerate how the reserves were built up in ratio with our GDP  growth...  and please for  us simple folks we would like to know the continued revenues to the government over the the last 5 years contributed to the reserves,2021-02-26,80
22,Champion DPM! Doing what he is best at; keep throwing $$ into the bottomless pit!,2021-02-26,14
23,"There are not many 20 yrs . Luckily we has reserve to fall upon. Or else many company were collapse and unemployment . It not just recession, but depression. The next wave is after effect of self inflicted,  artificial jack up the share market during depression. Once it fall , it is extream  another crises like any war effect, worlds wide  Are we prepare? We can escape one year, but 5 year is a long period.",2021-02-26,71
24,"Hahaha, the govt operating revenue not only excludes untilised investment returns of $19.6 billion but also land sales revenue of $11.8 billion estimated for FY2021. This means that not only is there no deficit, but the reserves will actually grow by almost $20 billion in FY2021 even during an extraordinary crisis such as Covid19 pandemic, based on SG govt's own estimated untilised investment returns and land sales revenue alone. Based on similar figures over the past decades, it is clear that Singapore govt has more than sufficient fiscal room to spend more of its untilised investment returns, while continuing to ringfence land sales revenue for reserves, such that the enormous reserves will still grow by a healthy amount every year. And yet we have many ignorant, stupid or disingenuous voters supporting a GST hike and posting nonsense as though reserves are being spent.",2021-02-26,137
25,"Don't say 20 years, 200 years also okay what. Reserves are meant to be used during rainy days, if not what are they for. Siao.",2021-02-26,22
26,The recent tax policies will fill the gap in no time. No worries,2021-03-01,13
27,Reduce all subsidies to save costs. ðŸ˜Š,2021-02-26,6
28,"A good time to bring down salaries of the top PAP elites. Removing 5 mayors alone can save millions a year. Just half all Thier salaries then Singapore can save even more millions a year. Not just those in parliament. Even with half their salaries, they will still be the top earners in Singapore.",2021-02-26,53
29,Is the time value of money being considered ... akin to comparing the cost of house one could bought 20 years ago,2021-02-27,20
30,There has been too much unnecessary wastage. This has to be stopped. And is very necessary.,2021-02-26,16
31,First thing is to scrap the mayors position...  Itâ€™s a pure of wasting public funds.,2021-02-26,15
33,is paying mayors $660k doing what the MPs are required to do fiscally prudent? Taking money out of Singapore to bribe in Brazil fiscally prudent and is clearing land in excess of what is required fiscally prudent? is giving training centres subsidy to train FWs and subsequently closed down many trg centres because of cheating considered fiscally prudent?,2021-02-27,57
34,Pumping 20 years of reserve back into the economy ... wat returns are you expecting from this  â€˜investmentâ€™? ,2021-02-27,15
35,"Can't be,l believe is only 2 yrs... Don't need to worry is peanuts.",2021-02-26,11
36,"Increase the withdrawal age for CPF, can solve many problems. Lol",2021-02-28,11
37,"Oneself check oneself doesnâ€™t work. If it does, we wouldnâ€™t need auditors and standards",2021-02-27,14
38,"The impact of the raising spending pattern of the people is gradually getting more intense n a concern for the commoners especially the lower income, vulnerable n needy n of course the surviving middle income class sector. Soughts to build up revenue is a must in everyone's life not we because we are always touching on the issue of money but because is for livings generation after generation which we cannot delete these raising demands n both sides have to be equalised to avoid complications down the road. I support priority to substainbility in our livelihoods at this prudence in a considerable consensus of livelihoods n well being of the people in a good platform.",2021-02-27,114
39,How many years of the reserves are for SIA company?,2021-02-26,10
40,"Cut down 20% from all the white elephants in civil service, and u will have some money to cover the surpluses.  ",2021-02-27,20
41,Too bad... Not enough... the way cabinet did things.  Really not enough.   Well... He will see in good time.   For now... Where the fvck is mee popcorn? ,2021-02-27,27
42,"Please cut the exorbitant pays of those ministers by half during this hard times, that we could save a big fortune.",2021-02-26,21
43,Yes! Truly correct! Can start by cutting down unnecessary spending like  mayor's.....,2021-02-26,11
44,A bunch of dinosaurs keep  eyeing for more withdrawals of our past reserve.,2021-02-26,13
45,"<<... have drawn from past reserves an amount equivalent to about 20 years of financial surpluses>>  But IRAS has been collecting tax revenue equivalent to more than half of the â€œcrisis supportâ€ budget each year.  Our reserves would have grown significantly more if government did not squander on White Elephant Mega projects, such as Changi Jewel, Seletar Airport, etc, and to finance Mayorsâ€™ obscene salary!  â€œThe Inland Revenue Authority of Singapore (IRAS) collected $52.4 billion in tax revenue in Financial Year (FY) 2018/19, an increase of 4.4% from the previous FY.â€  https://www.iras.gov.sg/irashome/News-and-Events/Newsroom/Media-Releases-and-Speeches/Media-Releases/2019/IRAS-Annual-Report-FY2018/19---Tax-Revenue-Collection-Up-4-4-;-A-Digital-IRAS-for-a-Taxpayer-Centred-Experience/  https://www.channelnewsasia.com/news/singapore/singapore-tax-revenue-fy2019-20-increase-13290044",2021-02-27,82
46,Did New Zealand withdraw from their reserves too?,2021-02-26,8
47,So poor thing wor. Didn't they say the reserves is meant for rainy day? Did they mean rainy day for the elites and the ruling party only or for the people?,2021-02-26,30
48,Should draw more from reserve..$100 billion where got enough.,2021-02-26,9
49,Long ago our population was ageing until now having so many new citizens is still ageing so what was the purpose of having so many new citizens when results still the same? Yes our ah gong says to be prudent but didnt say you can anyhow spend. After so many years of taxes collected and still not enough to cover our expenses meaning where did those monies spent and why was it not enough? Last time ah gong build for citizens to have good or better life but looking at the picture seems more like the foreigners are having better life than most of us.,2021-02-27,105
50,Is it prudent to have so many mayors? How come all of PA ðŸ¤”ðŸ¤”,2021-02-26,13
52,IS HE WORTH MILLION SALARY? ALWAYS TALK ABOUT TAXES???,2021-02-26,9
53,Reduce the number of MPs and relinquish all Mayor post. Reduce all politicians salary. That will definitely help to grow back our reserves....,2021-02-26,23
54,Show sincerity.. Cut all ministers salaries by 50%,2021-02-27,7
55,"Yes, must be prudent now since the prices of things have been pushed up. ",2021-02-27,14
56,"Y not you billionaires take a year of pay cut,say 40% i am sure you will not starve or have to down grade to hdb flat.",2021-02-26,26
57,East Coast Plan = fleece us to pay themselves millions.,2021-02-26,9
58,Strange. Is it not our taxpayers funding the most expensive ministers etc,2021-02-28,12
59,We have been paying u guys big fat salaries for more then the past 20 years!,2021-02-27,15
60,"Since COVID, Iâ€™ve stopped buying durex and only the locally sourced unbranded ones",2021-02-27,13
61,"Meaning, one more pandemic and we'll be broke.",2021-02-26,7
62,Uncertain global outlook and yet can spend $55k monthly for each mayor hahahaha Apa sio ,2021-02-27,14
63,"Si Gui Kia does not know how tall is the reserve, 20 years surplus could be just 10% of the total reserve standing.",2021-02-26,21
64,You can take some from your  and your team own millions ðŸ˜€,2021-02-26,11
65,Tax all China ships that need to by pass SG. Why should we Singaporean  Pay for China Mistake?,2021-02-27,18
66,"Haha, he said it is a crisis  but taxes are going up like normal.....",2021-02-26,14
67,Singapore yearly budget is heavily dependent on NIRC provided from GIC & Temasek . Once in a while MAS will transfer extra funds to either GIC or Temasek to grow the NIRC contribution....is it wise for MAS to transfer funds to GIC instead of investing the funds by themselves ? GST should not be seen as the only tool to raise funding to use for government projects....if everything just increase GST....then there is no need for PAP to exist anymore....because any political parties can do that function too.  What PAP 4G ministers should do is to try to create more routes of revenue....just like what the pioneer generation of pap leaders did during the early years of independence. So far only one pap mp mention on wealth tax....others mp did not suggest any new ways to earn revenue....nothing from workers party mp too.https://www.straitstimes.com/business/economy/45b-to-be-transferred-to-gic-from-foreign-reserves-mas,2021-02-26,146
68,Pinky already lost 2 Decades in terms of good governance & competitive advantage ... now U lost 2 Decades of financial surpluses! ... lol.,2021-02-26,19
69,Increase the cost yourself ma.,2021-02-26,5
70,Yr best PLAN that you gave to the 60%.ðŸ¤£,2021-02-26,8
71,He can increase to 20-30% and with his kind of salary...he wont feel it and everything will still be affordable to him...they really not grounded.....sigh,2021-02-26,27
72,"Built 1000000 flats,sell 1000000 each,defishit problem solved,lol",2021-02-27,8
73,"If fiscally prudent, then please review the salary of public office bearers and civil servants before trying to dip into reserves.",2021-02-26,21
74,"DPM Heng Swee Keat,   Singapore should strive to remain fiscally prudent = Million dollars salaries plus bonuses for ministers?   More PAP cronies given top positions at very high salaries too???   Where is the value for money in economic terms?   And, for the right perspective:   Politicians should PROTECT the well being of the people first and foremost.   NOT gouge as much as you can off the taxpayers, your bosses.   And, pray, tell me what ACTUALLY do you produce???    TIME to life your performance.  Most importantly tell your boss, the si kwee kia and retard that he must STOP HIS NONSENSE of fixing The Opposition and the citizens.   He must do REAL work.   NOT talk garbage and make motherhood statements. ",2021-02-26,117
75,First of all he should see what he's spending on and not just allocate funds with projections that there is a problem in all sectors....otherwise how did they end up with a surplus from last year.,2021-02-27,36
76,Means to say need to suffer another 20years under pap rule?,2021-02-26,10
77,When the ministers are earning hundreds of thousands. No problem...,2021-02-26,10
78,Haha  .....Singapore reserve is getting smaller.,2021-02-26,6
79,Mr Heng: Singapore should strive to remain fiscally prudent.   PAP: We need 5 mayors!  ðŸ™„ðŸ¤¦ðŸ½â€â™‚ï¸,2021-02-27,13
82,"30 days of hunger strike.  #Ethiopia ðŸ‡ªðŸ‡¹ðŸ‡ªðŸ‡¹ #HearTheVoiceOfOromo #ReleaseOurLeaders Please save the Lives of Oromo Political Prisoners on Hunger strike.   We Express our fear & strongly request that to release Our prominent activists, Leader & human rights fredoom fighters that are behind bars!!   We are demanding the immediate release of all Oromo political prisoners unconditionally who were detained unlawfully. We are demanding the immediate release of all political activists and journalists unlawfully arrested in Oromia, EthiopiaðŸ‡ªðŸ‡¹.  We urge the request to release Our Leaders who are on  30 days of hunger strike  #OromoPoliticalPrisonersOfHungerStrike  #Starvingforjustice  #OromoYellowMovement #FreeAlloromoPoliticalPrisoners #JusticeforHachalu  #OromoProtests #FreeJawarMohammed  #FreeMeseretDhaba  #FreeBekeleGerba #freeAbdiRagassa #FreeColonelGemechuAyana #Freedejenaxafa #FreeMeleseDirribsa #FreeHamzaBorana #Freeshemsedintaha #FreeMichaelBoran #FreeLammiibeenyaa #FreeDawitabdeta #FreeKennasaAyana  #Oromo #Oromia  #OromoLivesMatters Day 30 of Hunger Strike   Jawar Mohammed, Bekele Gerba, Hamza Borana and other Oromo political prisoners are on the 29th day of their hunger strike in Kaliti Federal Prison. They are all in critical condition.  DEMANDS:  1. Release All Oromo Political Prisoners.   2.  Allow Oromo political party offices to be opened and to operate fully.  3. End mistreatment of families of political prisoners while they visit their loved ones at Kaliti Prison and elsewhere. _____",2021-02-26,152
83,"29 days of hunger strike #EthiopiaðŸ‡ªðŸ‡¹ðŸ‡ªðŸ‡¹ #HearTheVoiceOfOromo  #ReleaseOurLeaders  Please save the Lives of oromo Political Prisoners on Hunger strike   We Express our fear & human rights fredoom fighters that are behind bars   We are demanding the immediate release of all oromo political prisoners unconditionally who were detained unlawfully  We are  demanding the immediate release of all political activists and journalists unlawfully arrested in oromia ,EthiopiaðŸ‡ªðŸ‡¹   We urge the request to release our Leaders who are on 29 days of hunger strike  #OromopoliticalPrisoners OfHungerStrike  #Starvinforjustice  #FreeoromoPoliticalPrisoners  #JusticeOfHacalu  #OromoPrisoners #Freejawarmohamed  #FreeBekeleGerba  #FreeHamzaaBooranaa #FREEAbdiRaggasa #FreecolonelGemechuAyana  #FreeDejeneTafa #FreeMeleseDiribsa  #FreeMeseratDhaba  #FreeMekeilBoran  #FreeShemsedintaha  #FreeLammiibeenyaa",2021-02-26,75
84,2020 troubled by COVID19  2021 troubled by price hike æ˜Žå¤©ä¼šæ›´å¥½ 2022,2021-02-26,7
85,Spend less.less .less .less in Govt sectors .More export of goods and services. Depend too much on the internal economic .The residents will get poorer.,2021-02-20,24
86,"HSK, do the right thing, take care of all Singaporeans not just the poor and needy. Don't prove your worth by taking from and stretching Singaporeans to the limits. If you are sincere,  it will be a long live HSK. Otherwise just 1 term and there goes your name",2021-02-21,47
87,Can we know how much Government pay salary to MSF total pay and how much moneyï¼Œ pay to those who need help.i bring this bcos sengkang branch blk but  261 SSO don't want to help me but MP Amk MR GAN  help me alot .and why sengkang branch they don't accept my application.,2021-02-20,50
88,"Tax higher those staying condo, landed.",2021-02-20,6
89,Question ask on spot or everything scripted. How are the four chosen? ,2021-02-20,12
92,Wonder how they chose the 4 Singaporean.. And what the script provided to them before going live telecast....,2021-02-20,17
94,Who are the 4? What price paid to the 4?,2021-02-20,8
100,Useless dpm! Those sinkies who votr for this will regrets sooner! Stinks like a bee...ðŸ˜‚ðŸ˜‚ðŸ˜‚,2021-02-20,15
101,"This wll not happen the Singapore Aviation is now a complete failure and it is now finished ,anyway what you see now is just the tip of the iceberg nor goes the gov have any clue of where the industry is heading too.Good luck",2021-02-17,43
102,"To Burmese people, do not comments in every cna news about Burma .They know what is happening in Burma. No matter which side they stand on, the issue of Burma is a matter for the Burmese people to confront.  Do not do things that upset others because the media is doing its job and they can do no more, so we respectfully request not to comment in every news about Burma.",2021-02-17,71
104,Should support them 100% wage.fir all aviation workers..,2021-02-17,6
107,"Just as the saying goes ""opportunity comes only but once,"" they are numerous opportunities to live on today. Trading is one of the best means setting up a living today.  Investing is a scary proposition, but certainly not with the right trader. While the allure of investing brings with it financial returns and early retirement, it can also mean financial freedom. At the same time, investing your money means holding off on spending it today on something that could bring immediate happiness. But, if you play your cards right and invest early, your likelihood of lifetime financial success increases immensely. To start investing for the future ðŸ¤—ðŸ¤—, would encourage anyone to reach out to Morris Greysen and seek out other means to be elivated financiallyðŸ‘‡ðŸ‘‡ðŸ‘‡ Morris Greysen",2021-02-17,125
108,Wasting the money in them with taxpayers dollars when there are no clear changes in the CV 19 situation. Keeping them afloat for how long,2021-02-17,24
109,"JSS is equivalent to gov co-pay employees. At the same time, relieving employers of the wage burden on manpower. ",2021-02-17,18
110,"JsS is a bloody failure scheme that benefits the bloody companies, ah heng u dunno that? U know how many companies alter their accounting books to conveniently inclide JSS into revenue which is illegal? I can even tell u which company does that.. CHECK how corp misuse your JSS before u keep giving money to them. DUMB plan",2021-02-17,58
111,#CNA ur comma seems to be at the wrong place ,2021-02-17,9
112,"abt to say where's the burma, too late, already hereðŸ˜",2021-02-17,8
113,CNA hm of MyanmarðŸ‡²ðŸ‡² spam troopers,2021-02-17,5
114,"Boycott Singapore   á€”á€¬ á€á€á€ºá€™á€¾ á€›á€™á€šá€º á€™á€¼á€”á€ºá€™á€¬á€á€­á€¯á€·á€›á€±  Bye Bye, Singaporeâ—  á€…á€„á€ºá€€á€¬á€•á€°á€”á€­á€¯á€„á€ºá€„á€¶á€™á€¾ á€™á€¼á€”á€ºá€™á€¬á€”á€­á€¯á€„á€ºá€„á€¶á€¡á€á€½á€„á€ºá€¸ á€…á€…á€ºá€á€•á€ºáá€¡á€¬á€á€¬á€žá€­á€™á€ºá€¸á€™á€¾á€¯á€”á€¾á€„á€·á€º á€”á€­á€¯á€„á€ºá€„á€¶á€žá€¬á€¸á€™á€»á€¬á€¸á€¡á€•á€±á€«á€ºá€œá€°á€·á€¡á€á€½á€„á€·á€ºá€¡á€›á€±á€¸á€á€»á€­á€¯á€¸á€–á€±á€«á€€á€ºá€™á€¾á€¯á€€á€­á€¯ á€¡á€›á€±á€¸á€šá€°á€›á€”á€º á€€á€”á€·á€ºá€€á€½á€€á€ºá€á€²á€·á€žá€–á€¼á€„á€·á€º  á€…á€„á€ºá€€á€¬á€•á€°á€™á€¾á€‘á€¯á€á€ºá€€á€¯á€”á€º á€…á€¬á€¸á€žá€¯á€¶á€¸á€€á€¯á€”á€ºá€™á€»á€¬á€¸á€€á€­á€¯ á€™á€žá€¯á€¶á€¸á€…á€½á€²á€žá€±á€¬á€”á€Šá€ºá€¸á€–á€¼á€„á€·á€º á€…á€„á€ºá€€á€¬á€•á€°á€”á€­á€¯á€„á€ºá€„á€¶á€€á€­á€¯ á€žá€•á€­á€á€ºá€™á€¾á€±á€¬á€€á€ºá€•á€«á€žá€Šá€ºá‹  Singapore isnâ€™t representing the voices of Myanmar People. Letâ€™s BOYCOTT Singapore products as SG is the largest investor in Myanmar.  #BoycottSingaporeProducts  #WhatsHappeningInMyanmar #HearTheVoiceOfMyanmar #RejectMilitaryCoup  #Feb17Coup  https://www.facebook.com/100052032812777/posts/248732130204546/  Also at Lee Hsiang Loong  https://www.facebook.com/leehsienloong/",2021-02-17,29
115,"Please, Save our leader Daw Aung San Su Kyi and Our President U Win Myint We Want justice We want Democracy the leaders of China &Russia support the military dictorship and are evil neighbors who are destroying Democracy we want UN and  US Action urgent",2021-02-17,45
116,Why must give subsidies to hire old workers? They should set this into laws because we have an ageing population!,2021-02-17,20
117,Did a 70 year old man speak to him? Or was it...,2021-02-18,11
118,"Please, Save our leader Daw Aung San Su Kyi and Our President U Win Myint We Want justice We want Democracy the leaders of China &Russia support the military dictorship and are evil neighbors who are destroying Democracy we want UN and  US Action urgent",2021-02-17,45
119,The only reason companies employed older workers is basically 2 reasons. The Gov is paying money to them to do so & foreign manpower at this time is not easy to process due to the CV19 situation. So of course the take up rate is higher..and HSK can say he is surprised. OMG!,2021-02-18,51
120,"Itâ€™s all about the $$$ . Rolled out incentives for EVs but with so few models to choose from and the charging infrastructure isnâ€™t even developed. ( oh ya, the $0 ARF only starts from next year! Ops ðŸ™Š)  . But yet, our dear Govt happily raised the petrol duties overnight when most people are still driving a vehicle running on either petrol or diesel! ðŸ¤” They think changing a vehicle is as cheap and as easy as changing their clothes? ðŸ˜’ðŸ˜ª Essentially using the additional petrol duties from the majority to fund the â€œearly adoptersâ€ ðŸ¤­ðŸ™ˆðŸ˜‘ . They should encourage more hybrid or Plug-in hybrid first while letting the necessary charging infrastructure be up & running first before thinking about pushing for fully electric cars in Singapore. ",2021-02-17,114
121,"Is Singapore meant for the rich or those with high monthly income ? Taxes keep going up, but salary becomes stagnant for middle and lower class families. Take home pay decrease and unable to meet household expenses! Force these group to give up cars with increase in petrol duty rate, ERP, GST, Carbon taxes, etc. so only the rich and affordable  ones can drive? Singapore land area is so small! Our population is around 6 millions. How much can we contribute to fight the carbon emissions if everybody is forced to use public transport when the great polluters are still emitting carbon?! Grab and taxi drivers income will reduce tremendously! One year of road tax discount does not help them either! The government suka-suka increase taxes are hurting the families locally!! ",2021-02-17,128
122,For green and impose petrol tax. Why not push on recyling also? And cut down on plastic? Do we have enough electric charging point? U think hybrid is good. The hybrid battery throw where when its damage on 5th yr mark? Pollution continues for god sake.,2021-02-16,45
123,"Increase duty tax on petrol to curb car ownership? Does the COE system not already control the car population? Hence, increases in duty tax on the petrol has no bearing in controlling the car population but only adds to the hardship of those self-employed who genuinely need to use vehicles such as private hirer drivers, goods delivery, hawkers etc. for their livelihoods",2021-02-16,61
124,For the rich (and Ministers) to get richer and the poor to remain so. And for the sandwiched class to fend for themselves and see which side of the fence they will fall on.,2021-02-17,34
125,Donâ€™t understand why something so straightforward but must â€œadd hereâ€ and then â€œsubtract thereâ€.  Has this something to do with the East Coast plan?,2021-02-16,20
126,Guess the majority voted for this. Bound to happen sooner or later. ðŸ‘ðŸ¼,2021-02-16,12
127,Gomen running out of water. So must increase tax to increase the liquid in the gomen.,2021-02-16,16
128,Rebate is one time but the increased prices is every time you top up your tank. ,2021-02-16,16
129,Then end of this year they will announce public transport fares to go up because of increased fuel cost! ,2021-02-16,19
130,"They take the whole chicken kampung. Those drivers who celebrated last year ERP shut down during CB period, where are you now? Lol",2021-02-16,23
131,"want us to move to EV, lower EV price, more charging points, then talk. rather than using tax, IMO. put cart before the ox, I say.",2021-02-16,26
132,There is no free lunch in this world. Some one has to pay for it.,2021-02-16,15
133,"Rebate is one time, tax increment will stay till the next increment. ",2021-02-16,12
134,But my pay never increase leh.. ðŸ˜“,2021-02-16,6
135,I know what I'll get. A chicken feet in return for 10 chickens until it is raised to a chicken farm.,2021-02-16,19
136,"When he announce the budget, would be expect to take back something from somewhere, how can gov give all without crawling back? They have so many brains to work on where and which entity to crawl back the amount they cough out .",2021-02-16,42
137,Very good that why must continue to support them ðŸ˜„,2021-02-16,9
138,Electricity.. transport fare will soon going to increase..by 15%,2021-02-16,9
139,"Encouraging Electric Vehicle Adoption?  Didn't our environment minister once commented that Tesla is merely selling a lifestyle, and that ""electric vehicles are not Singapore's solution to climate-related issues""? - August 2019, go Google it.",2021-02-16,29
140,"Old method again and again. Last time tried to ask ppl to move to new estate without any infrastructure.  I stayed woodlands in 94, during that time announced woodlands will be regional hub and promised to transform it within 15years but now pass 25 years yet transformation will take place another 15years",2021-02-17,48
141,"If people driving to work and home get traffic jam for more than 1 hour, likely they will give up driving. No need increased road tax and imposed ERP.",2021-02-17,28
142,"Salary cut, now this ! Got to save every penny now !",2021-02-16,10
143,"So many years the petrol price in Spore already keep going up even world petrol price drops, when did our petrol never increase?",2021-02-18,23
144,Make it $1.. so much easier to administer...,2021-02-16,7
146,Rebates are one-off but taxes in whatever form are exponential. Furthermore wages are fixed and never factor-in inflation rates.,2021-02-17,17
148,Increase petrol and ERP will get back whatever rebates given in no time ðŸ˜‚ ,2021-02-17,13
149,Alamak! Retiree only have two buaperla how to paid with no income.,2021-02-17,12
150,"For ""Green"" why destroyed all the Green forest to build condo?",2021-02-18,11
151,great lah the petrol price hike it can help needy pump attedent!,2021-02-16,12
152,Budget meaning is to balance the ins and outs,2021-02-16,9
153,No ðŸ’° to buy âš¡ ðŸš—... So don't need 60000 charging point. ðŸ˜‚,2021-02-16,7
155,"Earth donâ€™t need you all to worried, worry about yourself ",2021-02-17,10
156,"When petrol go up, delivery fee up, public transports fare up, taxi fare up etc..",2021-02-16,15
157,Ways to promote electric cars!,2021-02-16,5
158,"Don't Intervene Singapore, in myanmar affairs.",2021-02-16,5
159,Government gives rebates but increases everyday's essential things.,2021-02-16,7
160,But sad to say unfortunately tanx to the 61% don't know what to say alrdy aiyooooo ðŸ¤¬ðŸ˜¡ðŸ¤¦,2021-02-16,14
162,Bless malaysia.... Petrol food all cheap..,2021-02-16,6
163,"When petrol price goes up, price of all goods will go up as long as got delivery",2021-02-16,17
165,Time to claim back and dollars and cents already....hmmmm,2021-02-16,10
168,Lol.. 30% aiya how i know wor... 30% not my problem lar.. the remaining 40% @#$%$%,2021-02-16,12
169,"Aiyo, everyone suffering for pandemic, why want to increase gst, increase petrol transport cost?",2021-02-16,14
170,"As a citizen of Myanmar, I do welcome Americanâ€™s army as a help to Myanmar. Any action to bring down the military dictators is welcomed. Thank you for standing with Myanmar people.  á€™á€¼á€”á€ºá€™á€¬á€”á€­á€¯á€„á€ºá€„á€¶á€žá€¬á€¸á€á€…á€ºá€šá€±á€¬á€€á€º á€¡á€”á€±á€–á€¼á€„á€ºá€· á€¡á€™á€±á€›á€­á€€á€”á€ºá€…á€…á€ºá€á€•á€ºá á€€á€°á€Šá€®á€™á€¾á€¯á€€á€­á€¯á€€á€¼á€­á€¯á€†á€­á€¯á€•á€«á€žá€Šá€ºá‹ á€…á€…á€ºá€¡á€¬á€á€¬á€›á€¾á€„á€ºá€™á€»á€¬á€¸á€€á€­á€¯ á€–á€¼á€¯á€á€ºá€á€»á€”á€­á€¯á€„á€ºá€žá€±á€¬ á€™á€Šá€ºá€žá€Šá€ºá€·á€œá€¯á€•á€ºá€†á€±á€¬á€„á€ºá€™á€¾á€¯á€€á€­á€¯á€™á€†á€­á€¯ á€€á€¼á€­á€¯á€†á€­á€¯á€•á€«á€žá€Šá€ºá‹ á€™á€¼á€”á€ºá€™á€¬á€•á€¼á€Šá€ºá€žá€°á€™á€»á€¬á€¸á€”á€¾á€„á€ºá€· á€›á€•á€ºá€á€Šá€ºá€•á€±á€¸á€žá€Šá€ºá€·á€¡á€á€½á€€á€º á€€á€»á€±á€¸á€‡á€°á€¸á€á€„á€ºá€•á€«á€žá€Šá€ºá‹ #I_stand_with_USA #RejectTheMilitary #JusticeForMyanmarWe do not want military power. Fight the military dictators who have taken over our country. Save the future of our youth. Save Burma. From the hands of the military dictatorship. #Save #Myanmar  #Save #Burma  #Reject #the #Military !!! #We #need #democracy!!! #Help #us #and #support #our #Leader,  #Aung #San #Suu #Kyi #government!!!",2021-02-17,62
172,#SaveSingapore Save us from Budget 2021 GST Hike! Think we need something like this that the Burmese have been spamming ,2021-02-17,18
173,"When electric motorcycle hit our shore? In the meantime, review e-bicycle guidelines. Our current ebikes are not suitable for road use. Can we have them in standard road bicycle size? There are already so many available from Bridgestone and Panasonic Japan....  Is EV car really cleaner in totality? Can we avoid using fossil fuel presently?",2021-02-17,54
174,Electric car is a stupid idea! I guarantee you that it will never work! Infrastructure wise will never be able to support. I hope HSK get fatal stroke !!!!,2021-02-17,28
175,If the People Action Party Government increase everything in our life we have to prepare for commit suicide I can confirm with you people? GST increase food price increase transport fess increase house-hold electric water and gas bills increase? Now still got CareshieldLife Premiums need to pay for it? If the person not working does not have CPF and mediasave how to afford all this thing's right?,2021-02-16,65
