,Comments,Datetime,num_words
29,"What should NTUC do for their members? Is insurance the answer? What else is missing? What did I write on this in 2011? ====== Forum: A good insurance plan can help the jobless, while avoiding pitfalls PUBLISHED6 HOURS AGO on 8th Marh 2021 in ST Forum FACEBOOKTWITTER The idea of implementing an unemployment insurance scheme in Singapore has been mooted several times over the years, and it was again discussed at a recent Parliament session. The pushback on its introduction has always been that such a scheme may lead to the unemployed not wanting to seek employment. However, implementing this scheme and encouraging the unemployed to actively seek employment need not be mutually exclusive if the insurance scheme is carefully thought out and calibrated to avoid unintended pitfalls. A potential unemployment insurance scheme could base its premium on policyholders' declared monthly income. In the event of verified unemployment, the monthly payout could be pegged at a certain percentage of the insured's last drawn monthly salary, subject to a maximum of 24 months' payout. The payout could be calibrated in such a way that it would not see the insured falling into immediate financial hardship, but yet not be lucrative enough to discourage the insured from actively seeking employment, since the payout would be only a fraction of his last drawn monthly salary, and will last for only a period of time. As the economy transforms and the employment landscape goes through structural changes, I believe more people will go through periods of unemployment during their career. Such a scheme will go a long way in helping individuals and families to weather periods of uncertainty in their lives. Luo Siao Ping",2021-03-08,274
30,You have to save money https://investment.ceo/8-personal-finance-apps-of-2021-are-highly-recommended/,2021-03-08,5
31,Increase subsidy.by 20% .will soon result increase charges and fee by 30% for. B2 or C...back to square.,2021-03-05,15
32,Koh Poh Koon trying to prove his worth,2021-03-05,8
33,"Continuous improvement is good... Government needs plenty of resources to help the poor... Singapore should follow the world happiest country, Finland. In Finland, the income tax average is 53 percent and gst is 24 percent. Then the government got resources to help the poor... No poor. Note that Finland unemployment rate is 8.4 percent",2021-03-05,51
35,"Based on residential address. That's a problem. As a result, some people will have less subsidies because of a high income earner living in the same address, but when you are a dependent who earns zero or little income, you get less subsidy",2021-03-05,42
36,"govn cant just concentrate on helping the poor. the middle incomers need help as well. increase GST and taxes hit harder on middle income group than lower income group and high income gp. as lower income dont need to pay taxes and they got help fm govn, while the high income gp dont mind or care about taxes increase as that dont affect them at all , the worse is the middle income gp as they hv to face the increase in taxes and that affect them most. ",2021-03-06,87
37,After this will there be whiners around?Helping almost everyone on the little red dot but old habits die hard when it comes to grumblers,2021-03-05,25
38,"Our government is ever taking Singapore to greater heights... I have faith and trust that Singapore has the tier one government that gives us the edge over many other countries. I just read that the president of UMNO, when he was home affairs minister, is charge with collecting 6 million from the vendor who will supply passport for the next 5 years... So what if a country is blessed with petroleum, natural gas deposits and rare earth deposits and plenty of resources.",2021-03-05,80
39,Who will go bust within 400 or 800 days?,2021-03-06,7
40,“There's no evidence that any of the current Covid-19 vaccines can completely stop people from being infected – and this has implications for our prospects of achieving herd immunity.”  https://www.bbc.com/future/article/20210203-why-vaccinated-people-may-still-be-able-to-spread-covid-19,2021-03-05,27
41,Can we finally get the permit to install solar panels in our flats? I just need enough to power my laptop as I'm WFH. ,2021-03-05,23
42,Let's stop using electricity for 1 week! This will force the companies to relook into their pricing,2021-03-04,15
43,"The Government should look into Japan's HOUSE ENERGY INNOVATION and allows us to install solar panels as window panel and convert it to electricity to achieve ""zero energy bill"", since we sunny all year round!",2021-03-04,34
44,"As consumers, we fully agree with a gradual increase in electricity prices as the current prices are too low. This will help promote a greener economy.",2021-03-04,26
45,"You think the Government didn't foresee the petrol pricing hike? That's why the petrol tax is introduced first, then petrol hike, last but not lest electricity is to be increase because it's tied to petrol pricing.",2021-03-04,33
46,"""Even if prices must go up, the Government will do its best to ensure that this increase is gradual, and it will act where necessary to minimise excessive surges,"" said Dr Tan.  After the announcement of 15c petrol duty, petrol price increase went up as high as 33c for SPC and 27c for Esso the following week. The price for Caltex now is $2.99 for 98, all time high to almost $3/L.   Talk about effort for gradual increase . One shot went from Low to all time high right after covid .",2021-03-04,85
47,"Fixed for 2 yrs already, a few months back when prices were rock low 😎. Why so many comments all complaining... all never change supplier and fix prices ah ?",2021-03-04,27
48,Lol. So what happens when more and more electric vehicles tap into the same grid? How is gahmen going  to mitigate price rise then?,2021-03-04,24
49,"Don talk rocks , when the oil price drop did you really drop the price ?",2021-03-04,14
50,Announce the increase of electricity and all electric vehicles at the same time,2021-03-04,13
51,Never see the dip in the tariff. When? Lowest? How low? Remember electricity tariff dip once by cents only and keeps going up.,2021-03-04,23
52,I vant to ask if there is a minimum charge for 1-2-3-4-5 room-Exec etc. for electricity charges.,2021-03-04,15
53,I want to migrate to US! Open the air port !  After the swamp in US is drained 😠,2021-03-06,17
54,Weather is scorching hot. Hope the Govt will be kind enough not to raise anymore stuff. ,2021-03-04,16
55,1) Enforce working from home 2) Raise electricity prices  Brilliant tactics but that reveals where your real interests lie. ,2021-03-04,17
56,....everything Up....Up....Up....Garmen can provide the necessary cushion to give the people some space to breathe......? why must follow others erh ? ,2021-03-04,23
57,"people talking about electricity prices, there is this thing called OME - FIXED PRICE scheme. Go google.",2021-03-05,16
58,Lol.. now Gov encourages ppl to use electric vehicles.. but of cos increase electricity pricing 1st,2021-03-05,15
59,Everything also rise. Blood pressure also rise!!!,2021-03-04,7
61,"When oil price drops, they say its not tied to crude oil price.",2021-03-04,13
62,"So recently we have this massive increase of solar panels, excess electricity produced by power plants... and then?",2021-03-04,18
63,Wanted to buy eV car this weekend but now...,2021-03-04,9
64,"everytime pattern also same one lah..now even worse,have to feed so many new tcss paper useless million paid 4g",2021-03-04,20
65,Solar power also rise ??? Think I must charge my dear for my horse power too.,2021-03-04,15
66,"What a good time to increase  fuel tax, against the backdrop of a pandemic!",2021-03-04,14
67,"It's all controlled. That's goes without saying. When fuel price drop, there isn't any significant reduction at all and those ppl in white is smart enough to impose petrol tax to producer and let producer to increase price on motorist ... Commoner suffers",2021-03-04,39
68,"When Fuel Prices dip to their lowest levels, did the electricity prices dip to their lowest levels or just maintain at the same level? Then when the Fuel Prices increases, the electricity price will be raised from that price level. Amazing strategy :)",2021-03-04,42
69,Price don’t go up i also worry with this garmen😹😹😹😹here come the “expert” prediction.  On another note electric prices will “magically “ decreased prior to election 😹😹😹,2021-03-04,27
70,As expected old news and business stragedy when oil prices fall pretend never happen no decrease in rates when it increases even by a dollar or so every reason to jump onto the wagon to announce electricity will rise simple reason world oil bounded upwards,2021-03-04,45
71,"Haha 😄 I guessed right! Ist increase the cost of petrol to ""encourage"" ppl to change over to electric car.  Due to surge of electricity usage, now increase the price of electricity.  LPPL!",2021-03-04,32
72,I'm not the smartest of people. But its abit stupid to do this.  Covid economy bro.,2021-03-04,15
74,"Bull year, living cost also like bull",2021-03-04,7
75,Prepare for the next increase in electricity bills in the coming months😂😂😂😂,2021-03-04,12
76,This will be followed by all sort of necessities very soon. People will definitely face more hardships....,2021-03-04,17
77,Downstream effect. More to come. Its a whole package. Thank you. 😤😡,2021-03-04,11
78,Expected but not any less painful,2021-03-04,6
80,I dun see lowest electricity in 20 years yet,2021-03-04,8
81,So EV will eventually have to pay more?,2021-03-04,8
82,"Roads are over build to cater for private cars forming the biggest chunk of road usage. There is no need for private cars in Singapore anymore, due to our first class public transport system of buses, mrt, grab, taxis and autonomous vehicle, handicapped taxis, etc. Singapore should discourage car ownership further by reducing supply of car only COE drastically. Triple the cost of erp, petrol tax, car parking, and import taxes to subsidise our buses and train fares further. Reclaim back a bicycle lane from  roads and turn car park into greenery for agriculture.",2021-03-04,94
83,What happened to all the solar panels that have been installed over the years? Not sufficient?,2021-03-04,16
84,But when GE comes it always never fail to decrease. Very weird hor.,2021-03-04,13
86,Expected... Petrol increased.. EV charging also included,2021-03-04,7
88,Same old script after every single GE! Hahahaha! Sinkies never learn their lessons!,2021-03-04,13
89,"Not happy, leave singapore. Join Malaysia and become drug addict arab nation.",2021-03-05,12
90,"I earned good profits from trading with ma’am Beatrix Manama, I got over $65,000. Beatrix Manama",2021-03-04,16
93,"Get connected with Beatrix Manama and become financially stable, I am earning real good thanks Beatrix Manama ",2021-03-04,17
97,Pls wait for borders to open 🤣,2021-03-04,6
100,Good to go baby !! Rich nation c/w rich people so no problem .. Bring it on !,2021-03-04,16
102,Aiyoyo....when is this gonna stop😫,2021-03-04,6
105,"I would recommend that hdb cleaning (sweeping, gardening) be paid n done by local old folks (retired) in area zone.. to keep them active.  Of course with willing individuals.  Rather than sub and subcon to contractors with minimal foreign workers.",2021-03-04,40
106,"Don't forget HDB cleaners oso leiii... $2.50 per hour, worse than MC Donald's. Ensure cleaning companies pay the workers well. Don't pocket the money and give pay like back in the 90s. Conservancy charges keep increasing but their pay never. As if their job so degrading that they don't deserve any more than what is given. Perhaps they lack education-wise but remember it's a physically demanding job regardless of age.",2021-03-04,62
107,"This is the collective bargaining that NTUC (or individual unions) should have been doing. Happens in other countries.  4 decades of Thatcherism, and now this Uturn after Brexit. Come I clap for you.",2021-03-03,32
108,PWM. What about part~timers? They too contributed to CPF. ,2021-03-03,10
109,Pritam and Jamus .pls don't talk about minimum wages again to bring us to 1300. Malaysia has implemented it since 2014,2021-03-03,18
111,Pritam Jamus I would suggest you both propose in parliament to buy back our Christmas Island from Australia so as not to waste parliamentary time . https://m.youtube.com/watch?v=rZlXUiPFHbs&t=38s,2021-03-03,25
112,"PAP is not capable of creating better jobs for the elderly? When I grow old, I will have to consider the 10 Lousy jobs, too? ",2021-03-03,24
113,"Govt service do not give reimbursements, so it would be more efficient and cost-effective to give a one-off deduction to all, instead of having a few hundred thousand employees make claims and having to process the claims.",2021-03-01,35
114,How to claim the electricity/water rebate? I had just submitted my income tax.,2021-03-01,14
116,THEY NEARLY DRY OUT OUR RESERVE. AND THEY NEED MONEY TO BALANCE THEIR ACCOUNT THEN TAXES EVERY WHERE.,2021-03-02,18
117,Do we have tax relief for Covid 19? ,2021-03-01,7
118,Why not be govt robin hood tax from rich give to poor no need to hire so many stupid reskilled seniors? Your last year quanrantining of migrants showed them how much the good life they had under our benevolent govt now they also feel depressed so much after being forced by MOM to work,2021-03-02,54
119,"Must well give a standard electricity rebate to all, save all the troubles...",2021-03-01,13
120,Tax rebate $1 I guess? Haha... ,2021-03-01,5
121,"Bills before and after working from home can be compared, with the difference to be claimed as a deduction.  is there no other simply method?",2021-03-01,25
122,Isnt everyone working from home during phrase1...doubt wil b easy to claim anyting from our Gov...,2021-03-01,17
123,Victor Ong IRAS is shining eversince you joined them. ,2021-03-01,9
124,Why is Iras keeping so quiet on this?😡😡 What they can do or should do is to guide Singapore employees who are working from home on how to claim this tax relief.,2021-03-02,32
125,We didn't see the buget book. Who got the most care fund.🤣,2021-03-03,11
126,How to formulate this amount? At most just few hundred dollars savings.  Many would choose to forgo rather than invite troubles for themselves.,2021-03-01,23
130,Sure will be abuse liao,2021-03-01,5
146,"I cannot work from home , i spend more , can deduct tax ?",2021-03-01,11
147,Later go drink Milo Together ☕️   https://www.tnp.sg/sites/default/files/styles/rl380/public/articles/2018/06/20/NP_20180620_AQMILO20_4072133.jpg?itok=mof_rAeW,2021-03-02,5
148,"Those children already born in 2000, how",2021-03-01,6
149,"Give 6000, and your children will be giving back more than 60000 in tax, best investment ever, not to mentioned the 6000 is your own money paid as taz",2021-02-28,26
150,"""Do Malay husbands know something the Chinese don't?"" https://www.asiaone.com/News/Mailbox/Story/A1Story20120817-365955.html  I had written this article in 2012. Since then, the Malay fertility had rose from 1.62 to 1.8 while the Chinese fertility rate had dropped from 1.08 to 0.98 in 2019 (from 2012).   I had read the many comments from my article and 2 points stood out why Malay has a higher fertility rate and they are because of their  1) family support 2) faith where they believe the child is a gift from God  If our Government can improvise ways to mimic similar reasons for Chinese to have children, we could increase the fertility for SG. There are many other reasons why couples dont have to have children.",2021-02-28,106
151,"Having a child in Singapore is a cost that is more than what the government is giving. They need to do the calculation and decide they could afford and be willing to take care of children properly. With so many cases of divorce and child abuse, the victims will always be the children who will grow up to become dysfunctional adults. Thus, no amount of money can get couples to have children when they are not ready to comment themselves to a great responsibility.",2021-02-28,84
152,U dangle one million in front of me my answer is still NO,2021-02-28,13
158,"Looks like a trap to me... In long term, they will have a hard time to survive if they think this amount of reward is alot.",2021-02-27,26
159,In the past stop at two policy will get you fined if you want a third child that was the law of LKY then that well to him made sense due to land scare and an exploding population cannot sustain decent housing but even a so called wise person cannot be perfect cos decades later due to dwindling birthrates there was a declining number of men eligible to serve NS so they changed to have more child the better at least to the nation benefit with promises of carrots dangling in front in cash or other incentives.But whether the scheme indeed is successful there has been no updates,2021-02-27,107
160,Should have given to family who have more than 2 children.,2021-02-27,10
161,Using money to motivate parents to have children is not the right way.,2021-02-27,13
162,"Raise taxes to pay for healthcare costs. Raise insurance premiums for healthcare costs. Err ... so why we still have to pay so much?  If the government is subsidising, shouldn't the bills or insurance premiums to the people be decreasing? Or is the money being channeled somewhere else?",2021-02-28,46
163,"One of the traditional methods of imposing statism or socialism on a people has been by way of medicine. It's very easy to disguise a medical program as a humanitarian project, most people are a little reluctant to oppose anything that suggests medical care for people who possibly can't afford it. - Ronald Reagan",2021-02-27,51
164,Part of the reason why it has increased is due to inflation and prices of medical stuff being raised to begin with. If you keep increasing the cost of course it looks like the spending is more. ,2021-02-26,37
165,"For the poor, getting subsidized healthcare by paying GST for food essentials is like receiving money from left pocket and paying it away for right pocket, and hope that there is no deficit in the bank account.",2021-02-26,37
166,Medishield and other insurance is going up to cover healthcare cost while tax is going up to subsidize rising healthcare cost. Circular logic 😂,2021-02-26,23
167,Ministers Pay??? Set a max threshold for medical costs.  Look at how surgeon and hospitals charge their fees.,2021-02-27,18
168,Go to any government hospital and you can see it is always crowded. Unhealthy eating habits and bad lifestyle choices the major contributors. Singaporeans typically binge eat. More health education is needed.,2021-02-26,32
169,"I don’t mean to pour cold water.. but after traveling to other continents and now living in Norway, paying 15% taxes on food items and 25% VAT on everything else.. Singapore is a first world country that provides great safety and hygiene standard.. plus good education and healthcare system, its only fair to pay taxes(and just 2% more) to enjoy such living standard",2021-02-27,62
170,"We Singaporean are the only natural resources they have. So no matter what, they have to squeeze us dry to raise the revenue.",2021-02-26,23
171,"With increase tax, price increase and then spending increase and then tax increase again. Why never think about breaking this cycle? Keep increasing tax is not sustainable. Need to review spending and cut unnecessary spending to fund new initiatives.",2021-02-26,39
172,"Uh... To fund rising recurring costs, I think a good place to start would be to cut Minister's salary by at least 50%, take away unnecessary roles such as Mayors & remove privileges such as Business Class travel, given cars for top civil service positions.",2021-02-28,42
173,"the gov spend more because it allows the medical cost to escalate by promoting medishield and riders without putting a ceiling on various charges.  Of course, the private doctors and hospitals start to charge more and the patients don't mind as it is covered by insurance.  Public hospitals follow suit on the charges. The insurance then increases the premium to cover the higher claim.  It is a vicious circle.   Please learn from countries like Taiwan and Malaysia.  Dont everything also increases prices.",2021-02-26,81
174,"if anyone in gov ever read this, here's a msg for you. Simply raising GST and others taxes to cover the big expenditure is not the right solution. You shld instead look back and re÷examine all expenses to cut wastage and spend our monies carefully. Raising taxes/GST to allow more expense is like feeding a drug addict with more drug, it will only asking for more & more later !",2021-02-27,69
175,Subsidizing healthcare cost is basic duty of govt. Our healthcare expenditure has been trailing behind developed countries for decades. So there's no credit to claim by telling that you have started to spend more. HK & Taiwan also no gst and yet their healthcare cost is so much affordable - in true sense,2021-02-26,50
176,"Mayors expenditure recurring also, aint it? Every month, $275,000 ($55,000 × 5) is spent if we keep those posts. We need a lean and mean public office and not a bloated one. Every cent we manage to save is for our future generation. We need to be prudent in our expenditures",2021-02-26,47
177,I am not gonna pay any extra gst. My pay is not even rising. U keep raising is not benefitting me at all.,2021-02-26,23
178,Do away with d Mayor’s post! Why create this redundant post for 5 MPs who r already drawing MPs big fat pay. 5 Mayors $3.3 millions/annum. 1 term parliament 5 years $16.5 millions. Spending such huge sum is so sinful as many Singaporeans r still struggling to put bread on d table for their families ,2021-02-27,51
179,over consumption for unnecessary services?,2021-02-26,5
180,Freeze u and ur cabinet's salary pay for years or even pay cut will help a lot 😆,2021-02-26,16
181,"How do you triple the spending when it is not Free for all the patients? Singaporean population is shrinking tremendously , how do you justisfy your increased expenditure?",2021-02-26,27
182,To fund the 5 mayors pay that most of us didn’t even knew existed,2021-02-26,14
183,"Sure. We need money to pay for the very talented ministers. They are like God. We need to pay them the highest, much more than USA,China, Russia, UK etc. Because they are far better than the president of the United state, the president of China, Russia, pm of UK etc. They are the God. Amen...",2021-02-26,56
184,Majority has asked for it. ,2021-02-26,5
185,Taxing is fine but not when our salaries can’t support the taxes implemented. ,2021-02-27,14
186,"Cut ministers pay, no need mayor's, no need so many ministers, Sr ministers, minister in prime ministers office etc. Revamp is needed once petrol is increase all the fundamental goods are raised.",2021-02-26,31
187,Rising cost or Rising Minister Salary ?,2021-02-26,6
188,"Increasing GST to pay for paying your cronies higher? So that you can put more cronies on unnecessary jobs, there are a list of them, so many of them and yet so many problems?",2021-02-26,34
189,How about cutting Opex by reviewing the cost of running the government like the relevance of mayors ? This can contribute at least S$2m to S$3 m yearly savings. How about the review of the of the ministerial and the MOS and other salaries and the numbers of ministers MOS ans Parliamentary secretaries? Instead of increasing revenue but optimising the efficiency and the cost of the government machinery.,2021-02-27,67
190,"JUST INCREASE EVERYTHING IT’S COMMON  but where are all the previous taxes ?  Where’s all the collections from GST ? Where are the $ profited from HDB ? Where’s the earnings from Tamasek n etc ? Singapore government don’t make $ from investments ? Why give some must take back some more, it’s helping the Singaporeans right ?",2021-02-27,55
191,Cut away mayors n all ministers Cut your salaries..... cut...,2021-02-26,10
192,"Ah Heng should instead cut Ministerial pay and fire all 5 mayors. or put simply, cut the b***s***",2021-02-26,18
193,Why dont the mp dont cut down their salary to half it will reduce the cost why must gst go up already many poor singaporean,2021-02-27,25
194,The local economy is not ready for increase in gst until it stabilises. Fund the govt expenditures either via cost cutting or other taxation targets.,2021-02-26,25
195,What a lame excuse. Seniors and MG did not get any subsidies and yet you want us to support your increased prices.,2021-02-26,22
196,How about..... Ministers pay must be reduced (drastically) to cope with rising costs and constant deterioration of the rich-poor divide?,2021-02-27,19
197,Cut the recurring cost of our government then. We can start by eliminating mayors and cut minister's pay and allowances. Not forgetting President too.,2021-02-27,23
198,Reduce Minister salary at once don’t give us lame excuses about this and that set an example before you increase the price. Here people are already suffering then you making them suffer more come on lah settle the covid issue first then you slowly implement on increasing this and that haven’t even settle COVID and country still not fully open and you increasing everything. Please lah.,2021-02-27,68
199,This strategy is so wrong... Instead of raising taxes... Why didn’t we look at reducing recurring costs and the causes of these increase instead...!!??,2021-02-26,25
200,All the top management cut pay by 50 percent for 5 years will solve these problems,2021-02-26,14
201,U don't need to increase the GST... u just need to cut all your ministers salaries by 60% to 80% n that will be enough for all those stuff,2021-02-26,26
202,"Increased salaries, charges like private and gave subsidy that looked like big benefits to the citizens, therefore said spending uppp.",2021-02-26,20
203,"Fire 3/4 of the useless pap MP and those redundant mayors, that's how we cut cost! We already have a strong government workforce in every agency who are doing the real work for the people!",2021-02-26,33
204,Reduce minister and mayor pay first can or not ?,2021-02-26,9
205,"I wait for this day finally come. 61% sure supports this bill. Boss,can Increase more. $ no problem for us. ",2021-02-26,19
206,Never do expenditure reduction or savings but simply take this GST route.... How to win people mind and heart🤦🏻‍♂️,2021-02-26,19
207,Wa must faster get married. The extra % for GST will be alot!,2021-02-26,12
208,Ah heng why I don't see you and all your white collar man kind enough to said we will not take 12 months pay.,2021-02-26,22
209,Cut all your pays la then why pay more,2021-02-26,9
210,pay for CDC mayor’s salary..,2021-02-26,6
212,Health care!!! A big potion was spend foreign worker and now we Singaporean have to pay the bill.... 😤,2021-02-27,18
213,"Why did the health care cost increased?  We are already hiring staff from China, Filipino, Indian, Malaysia.",2021-02-26,17
214,"In Msia, the citizen only have to pay RM1 for medication in goverment hospital and able to serve 33mil of population. Why in a little red dot of only 7mil population, can't the authority do the same thing or offer better?",2021-02-27,37
215,"Taxing the rich and giving welfare to the poor is a Welfare state.  Meritocracy states that you will be paid your worth. You are only rewarded by your merits.  Under this meritocracy system, if you are poor it means you did not work, did not contribute k Or you are lazy.  Welfare system is good for lazy people.  This System of GST, is to tax ALL to feed the lazy  Anybody can use the excuse i cannot find job.  There are jobs, just that you do not want to work.  Flip burgers @ Mcdonald... Hv honour... Instead of being jobless and neeed gov to subsidise this n that.  SG is going to be welfare state very soon.  Remember meritocracy built SG frm. 3rd world to 1st.....",2021-02-27,123
216,Meanwhile we’re wasting $660k for 4 part-time Mayors.. the irony. He means other G spending going down?  With the ageing population and escalating healthcare cost - does it take a rocket scentist to expect increase?  They are trying all means to justify GST increase,2021-02-27,41
217,I heard the size of terminal 5 is 1 to 4 combined. Are there so many planes flying to Singapore? That's where we are wasting our revenues. On building unnecessary infrastructure.,2021-02-27,27
218,"Yes the more fund spending, the more hv to increase revenue in order to balance the indifferent amount.",2021-02-26,18
219,Not forgetting rising cost due to inflation.,2021-02-26,7
220,not good to raise gst now. we can afford to wait for a while right. what is the hurry?,2021-02-26,19
221,Majority spent on where? Gave us the breakdown....already increased so many things ...food court prices at Elias Mall also increased.....what more do you want? Only my pay never increase,2021-02-26,31
222,Cut the mayors first. Can save so many million $$$.,2021-02-26,9
223,"Tbh, GST at this point has to increase. 7% is too low for a developed nation like Singapore. Though taxes from other areas ought to be lower.",2021-02-27,26
224,Anything to alleviate costs of living? 🤔,2021-02-26,6
225,Just tax more on wealthy person. Why they pay tax as normal.,2021-02-27,12
226,The best way is to be healthy. We should see why healthcare is consumed more. Is it becos we over consumed alcohol and good food ? Where does cholesterol comes from ? It comes from too much good food as a result of affluence. eg seafood. Everyday 大魚大肉。大送。看到有些人 叫雜菜飯 一碗份量的飯 送多到不行。,2021-02-27,45
227,They hv been banking it into reserve that why now they trying to use current income to fund it as they not set a side for a ageing population ,2021-02-27,29
228,"How about salary increase. Its been a long, long time.",2021-02-26,10
229,"If this is your East coast Plan, please apply to EC only..  I might well don’t want any Govt subsidy if u are increasing gst .",2021-02-27,26
230,Yep that recurring cost is politicians and mayors pay ,2021-02-27,9
231,We should not just adopt a straight line linear thinking. It is time to reinvent and innovate the medical healthcare model. Lets disrupt and shake up the old model and prove that truly we can become exceptional. # Disrupt Linear Thinking,2021-02-26,40
232,Don’t just squeeze the citizens of more indirect taxes as the population ageing when this big ageing population say enough it end of the party,2021-02-27,26
233,"How much of the 11bn spending, minus spending on infrastructure, was recouped from $ paid by patients...include medisave payments hor!",2021-02-28,19
235,So when will our pay increase? Just because you have used up the reserve now we have to pay for it?! 🤷🏻‍♀️,2021-03-01,21
236,It just that they not really looked into it for decade till now a ageing population that they realise that . N the CPF are not tabled for it .,2021-02-27,28
237,"Do the government even know that in order to get subsidised, how much longer a patient needs to wait to see a doctor in a hospital vs when you don’t need the subsidies?",2021-02-27,34
238,Financial assistance is not assistance when you hv you pay it back several times the amount down the road.   It’s called a loan.,2021-02-26,24
239,Every $ singaporean earned are undirect taxes why not hv a schemes for every singaporean to hv a passive income why not tabled a scheme for every then keep increasing gst ??,2021-02-27,30
240,I wonder if every Singaporeans leave Singapore what will happen.,2021-02-27,10
242,"Come on, PM and his ministers salary increases have not increased for the past ten plus years ok ",2021-02-26,18
243,Or maybe to fund high salary of Ministers and Mayors.,2021-02-27,10
244,"U can raise the cigar tax, raise liquor tax, raise casino tax, increase ERP charges, increase road tax, petroleum taxes, taxes on the rich people, condo purchase tax, foreign talents’ tax, stock market tax etc. No need to increase GST.",2021-02-26,40
245,The money spend on health care can really be compare to the GST taken or not? Talk till like as if personal medi-save is not deducted. Singaporean not really stupid lah. Even things purchase online that all. Shipment pay also need pay GST.,2021-02-28,42
246,Why is the burden on citizens then? Why can't they ministers be paid less?,2021-02-27,13
247,Cost cutting is equally crucial  than raising revenue at the expense of the majority,2021-02-27,14
248,It just got more expensive because of higher profit expectations.,2021-02-27,10
249,Just reduce all the minsiter salary so as not to burden the future generations... the G kept milking the coffers ...,2021-02-27,20
250,"Mayors are an unnecessary recurring cost. Especially that boomer auntie who looks like Shrek... what’s her name... oh yes, Denise Phua.",2021-02-27,22
251,"You mean Recurring cost in your salary, isn’t it",2021-02-26,10
252,Top-heavy pay structure is unsustainable.  Covid-19 is doing a good job making it more obvious.,2021-02-26,14
253,"How about reigning in the cost and control the cost, impose a limit on all the you can eat buffet type health insurance. This will limit the overrun and over spend on healthcare... craft a better policy!",2021-02-27,37
