,Comments,Datetime,num_words
37,Perhaps MOH can provide the actual details or link to the recommendations by the review committee. Reading the news may not provide an accurate understanding of the recommendations.,2020-09-30,28
38,"AIA has suddenly hiked integrated shield plan premium recently to as high as by 27%, with a broad sweeping statement ""to cope with rising costs"". Pls do regulate the private sector that may free load public changes to set high hikes without due, fair, transparent analysis and consultation with local ""clients"".",2020-10-04,50
39,"After elections won by the usual, comes the usual increase in cost of living . Some voters love the pains of pay and pay.",2020-09-30,23
40,"I needed to pay for myself($800); I need to pay for mum($1,320), I need to pay my 2 sons($145 × 2). What the fund come from??? One month salary gone!",2020-09-30,27
41,"Ban bubble tea, you see results... ",2020-09-29,6
43,How much surplus has already been generated over past 5 years? This is hefty premium increase for marginal upgrade of benefits. We should be given the choice to opt out from this increase and stay with current scheme.,2020-09-30,37
44,"The transparency onboarding new Medishield Life policy holders, include new citizens and other factors if justifiable to  plug the leak",2020-09-30,20
45,"Failure to control ballooning obesity and lifestyle diseases has led to the entire population footing ever increasing healthcare premiums:  1. The overall trends for obesity and overweight (in Singapore), for both males and females, have been rising since 1992. The proportion of obese and overweight adults aged 18 to 69 years was 8.7% and 36.2% respectively in 2017. See: https://www.moh.gov.sg/docs/librariesprovider5/resources-statistics/reports/executive-summary-nphs-2016_17.PDF  This compares very unfavourably with Japan, which has the lowest overweight and obese people at 23.8% among OECD countries, and South Korea coming second at 33.4% (data as of 2015). See: https://www.oecd-ilibrary.org/docserver/health_glance-2017-21-en.pdf?expires=1600659993&id=id&accname=guest&checksum=F233C094EC13B8185B8DA332CB2756AA  2. Singapore is No. 2 nation with most diabetics. See: https://www.straitstimes.com/singapore/singapore-is-no-2-nation-with-most-diabetics-5-things-about-diabetes",2020-09-29,88
46,"The raised premium is largely the failure of our health care policies to curb DHL (diabetes, hypertension, lipid problems) and overweight/obesity and manage those who do not take responsibility for their own health.  You should have premium loading for those who do not take responsibility for their own health and give premium discount to those who do.    Please do not use Medishield Life and Careshield as a stop gap measure for failure of healthcare policies.  You are just solving a financial problem by spreading the financial load instead of coming up with effective solutions to have preventive health care strategies and tactics to reduce unnecessary healthcare utilization from preventable chronic diseases such as DHL (Diabetes, Hypertension, Lipid problems), overweight/obesity and musculoskeletal problems.  Our DHLO prevalence puts me to tears when compared to countries like Japan.",2020-09-29,137
47,"Asking for consultation? But they already rise the premium, so after the consultation they will increase the premium again citing the “enhancement”? ",2020-09-29,22
48,"With regards to social care, Drug-related treatment and alcoholism... where is the end? What about porn addiction, gaming addiction? Their numbers are larger and causes more social problems. For a age-band pooled insurance, are you saying that you foresee drug use being rampant in 10years? I suggest a different ideology for social concerns but definitely not under MediShield which is mandatory for all. It sounded like shifting responsibility to me.",2020-09-30,67
49,Need money to cover the cost of treating imported India Covid-19 ,2020-09-30,11
50,"I will try to explain my daughters’ condition to my best efforts. Hwee Suan was supposedly diagnosed with a chronic, lifelong condition called Short Bowel Syndrome  (SBS), more like similar treatment, she do not have an exact diagnosis yet). I had problems explaining her conditions earlier because She don't have an exact diagnosis yet Individuals with SBS suffer from mal-absorption, compromised immune systems; rely on IV nutrition because they can't absorb nutrients, always at risk for infections that could turn fatal in second, chronic diarrhea, electrolyte deficiency, oral aversion, etc. Hwee Suan has spent over half of her life, living in the hospital; she has had over 10 surgeries including peripheral line insertions. People think that because she ""looks"" good and has stayed out of the hospital, everything is ok. We are truly grateful she is out of the hospital and has been as healthy as She can be thank Guan Yin Ma, but this is our lives. Short Bowel Syndrome in INCURABLE. I've been fighting for over 7 years now and I will continue but just like everything else, some days are tougher than others, and her Mid-Sep14 days hospital admission with zero home leave was one of those days. I recall growing up watching NKF donation on TV and saw how many people moved to tears. It’s such a horrifying condition. Well that’s before I got to know about SBS and TPN For people with kidney failure, they need each hemodialysis treatment lasts about four hours and is done three times per week. TPN needs 14hours of infusion 3-4x a week on a cycling basis. While there are outpatient centers for Dialysis.  The difference is, there NO outpatient centers for TPN Both go long term and need a port/ peripheral line to run the treatment. Both sicknesses run the risk of running out of access when all the vessels collapsed and the patients lost their “lifelines” A kidney patient gets cured with a transplant. Some TPN patients need a transplant.  The difference is, Kidney transplant (usually one organ) is approved in Singapore BUT INTESTINE TRANSPLANT (usually need 2 organs – intestine and kidney from a living donor) IS NOT APPROVED IN SINGAPORE yet. Both Kidney dialysis and organ transplant patients are covered under medishield life extended outpatient treatments. I really really MOH will understand that TPN outpatient is really a treatment that they should support. CURRENT Criteria for Long-Term and Home PN for MediShield Life Coverage and MediSave The patient will require TPN for a minimum of 90 days. The reason is even dialysis treatment which was just 4hours therapy need not administered for 90days straight to be eligible for MOH outpatient claims for outpatient treatment. https://www.moh.gov.sg/.../medishield-life-coverage-extended The issue is TPN therapy needs a COMPULSORY break to alternate between TPN and glucose/premix infusion to prevent liver failure. It's medically dangerous to infuse TPN for 90days straight without breaks (we used to alternate between premix and glucose infusion) because 90 days straight infusion of TPN will cause liver failure and death. WE NEED SUPPORT. All of you out there who have helped or supported us even by sharing a post to spread awareness. Please help us write into MOH council for a review of the TPN policy.  we sincerely hope the policymakers will speak to the patients and the doctors before issuing any policys.  A wrong policy ruin lives. appreciate if you could help us write into MOH to appeal for a review of the TPN policy. The background to this request is the medishield council is seeking people's views on these ""preliminary recommendations"", with a public consultation held till Oct 20. https://www.straitstimes.com/.../medishield-life-to-offer...? 1. ACTION 1 - Read my post below and share my post. We appeal for a change of outpatient TPN 90days policy. We will greatly appreciate if MOH will seek the doctors on the serious side effects of 90days TPN continuous infusion. A wrong policy ruin cause liver failure and ruins lives. https://www.moh.gov.sg/.../medishield-life-coverage-extended 2.  ACTION 2- Details on the preliminary recommendations can be viewed, and feedback submitted. https://www.moh.gov.sg/e-consultation/mshl2020 3. ACTION 3 - Please help us lobby for MOH to approve pediatric intestine cum live transplant ( as it it’s a system), paediatric intestine is currently not approved in Singapore. We hope for a change and need a change before some children runs out of “life lines” and lose their lives. So now, we speak up, the above will really help us and the other families who has a child with small bowel syndrome or medical conditions which require TPN. A big thank you to all for reading. Please take time to forward and spread the awareness",2020-10-01,740
51,can moh go scrutinize the operations of the public hospitals and specialist centres for cost efficiency first.,2020-09-29,17
52,https://sg.news.yahoo.com/proposed-new-medi-shield-life-premiums-could-rise-by-up-to-35-in-2023-132236163.html Proposing to increase MediShield Life premiums by up to 35% within 3 years - seriously too much!! **PLEASE RECONSIDER**,2020-10-01,16
53,Damn obscene hike of 30% cost to the shield plan! Singaporeans are really doom this time!!,2020-09-30,15
54,"Please wait another three months,since we have waited so long down the year. Don't rush or complicate things be real sure about the VIRUS 😷 first. This is a genuine suggestion because one spark can ignite a 🔥",2020-09-23,36
55,Why the need to hv  a permit to visit  the beach at Sentosa?,2020-09-23,13
57,"At 0.05 per cent, Singapore's death rate is well below the global average of around 3 per cent, according to data compiled by Reuters from countries that have recorded more than 1,000 cases https://www.asiaone.com/singapore/explainer-why-singapores-covid-19-death-rate-worlds-lowest",2020-09-23,29
58,When we no need to wear mask again??? When phase 3 come in???,2020-09-23,12
59,"Why do ""senior executives"" get a pass from travelling? How about us peasants?",2020-09-24,13
61,"Phase 3 pls, i want go clubbing",2020-09-24,6
62,How about house visitors?Still 5?,2020-09-23,5
63,Helo...massage also all open already...how come still lock up,2020-09-23,11
65,"Will the Govt chip in? Or everyone else pay? But the unfortunate collect, the healthy and fortunate need shuddup out of politeness and good will. Like what’s happened with MediShield Life. ",2020-08-31,32
66,"Thank you Ministry of Health, Lee Hsien Tharman Shanmugaratnam & team singapore to which will be helpful to singaporean ",2020-09-04,18
67,Dialysis pt and cancer stricken patients also needs a Long term care plan. Gomen wake up ur ass,2020-09-01,18
68,"Again like MediShield,we were not given the option to opt in/out.Gov implement 1 policy,asking citizens to pay money and were given no option to opt out.As citizen of SG,I hope the gov can give mutual respect to citizens and allow decisions making to citizens on certain issue. Like this careshield life,the decision making were not given to citizens and we were forced to buy these insurance. Secondly I maybe wrong but think that this policy was implement to share the yearly health costs incur by the nation with all Singaporeans,if like it is,is the budgets for health costs cut ?",2020-09-02,103
69,"Hi, how are premiums calculated please? If husband is 5 years older than wife, why is the wife's premium still more expensive than her husband's? U pay more years so the premium should be less, not more, right? Female life expectancy is only 2 yrs more than male. Please explain the premium calculation, thanks",2020-09-09,50
70,It will benefit existing residents with 3 disabilities the most but the state is simply shifting the cost of providing medical care onto the people taxing them more through a compulsory insurance scheme.,2020-08-31,32
71,"Hmm... if they're from the same household (in the first instance), why restrict their interaction between the tables? 😉😅😷  Households with more than five people who would like to dine out may book more than one table, said co-chair of the COVID-19 multi-ministry task force Lawrence Wong on Friday (Aug 21). However they should limit interaction between tables. (CNA) ",2020-08-22,54
72,"Thank u for the soft music. F&B play loud music because they want to get rid of customers.  If want to get rid of customers, then why open n do business? Customer cannot even eat a peaceful meal. So this rule is very very good.👍👍👍 ",2020-08-22,46
73,Hope the restrictions of loud music not just restricted to F&B but also to all retail outlets too. ,2020-08-21,19
75,Still stay at phase 2 next month ???,2020-08-22,6
78,"If patients with serious pre-existing conditions are being rejected by insurance companies and are unable obtain health insurance.  Who will take the responsibility to provide coverage for their health needs? Is it our government responsibility to take care of it vulnerable citizens?  Or can our government formulate policies in consultation with MOH, to subsidize these vulnerable families for health insurance and obtain coverage despite their pre-existing conditions.  These patients with very serious illnesses will only remain in a constant cycle of recovery and illness.",2020-03-07,82
79,Everything starts 2021. Why? PpL are in need of cash or help now,2020-03-09,12
81,"Medisave will be exhausted, government maybe can look into Tawian medical insurance scheme, NHI 🤔",2020-03-05,14
82,"Regarding the 2nd paragraph, is it a new limit imposed? I remembered currently if the patient's limit has been reached, they can use their family members up to their family members limit too. Please clarify",2020-03-05,33
83,Question is... will the premium be increased?,2020-03-05,7
84,"Hello, My name is Saqr Saleh Abdul-Saleheen, from Libya, from the city of Gallo.  I have a 100% Corona virus treatment.",2020-03-05,19
85,Givr mc 5 days but still go back to wrk after 3 days ? Dunn do that please!,2020-02-15,15
86,"MOH.. please advise all hotels not to allow public gathering etc.. please allow all meetings, gatherings esp weddings to cancel withholding their deposits paid to be postponed later...",2020-02-15,28
87,"It would be helpful if the gov can allocate $200 one time credit to each SG household for the purchase of essential items such as mask, hand sanitizer, wipes etc. Many of these items are out of stock at the shops and is only available online and prices have gone way up as a result of increased demand. I have already spent a few hundred dollars on these items. Appreciate the help. cheers.",2020-02-15,72
88,"You said enough stocks for mask, but how come we still can't buy mask everywhere,  even shop shops are selling and is only limited supply and many people are queuing for it, and endangered themselves as so many people gatherings at the same place. Please do something so that people won't have to queue",2020-02-15,52
89,"Ministry of Health, Singapore  I was at Bedok Polyclinic a few days ago. The staff have started measuring temperature of everyone entering the polyclinic. A staff used a forehead thermometer while another used an ear thermometer. One must insert the ear thermometer properly into the ear in order to do an accurate reading. In addition, it takes longer for the staff to measure someone’s temperature using the ear thermometer, compared to a forehead thermometer. I would suggest the Polyclinic provides forehead thermometer to their staff instead of the ear thermometer so that they don’t have to come into too close contact with visitors and patients.   Next, it’s regarding water supply in the toilet inside the Bedok Polyclinic. In one of toilets, the water from the taps at the basins were flowing out so little and cut off so fast that it has become so difficult to do a proper hand washing. I am not sure if the same happens in the other toilets in Bedok Polyclinic, or even in other polyclinics. Is this done to cut cost? I think, the polyclinics should provide an environment to facilitate the public into practicing proper hygiene measures, especially in the current time of an epidemic event.   Hope the relevant authority will look into the matters so that  the staff in the polyclinics, together with the public, can protect themselves better in face of this COVID19 epidemic.",2020-02-15,236
91,"We supply Antimicrobial fine mist disinfectant to control the spreading virus from tiny droplet. Suitable use at airport, hospital and any close area (indoor). This product made from natural ingredient, unlike chemical disinfectant is harmful and toxic to human. Can be use without evacuation, FDA approved and Medical device authority Malaysia. If interested. Pls contact us innovhealthtech@gmail.com for further detail about this product.tq *We also supply natural ingredient hand sanitizer approved by FDA. 500ML.",2020-02-15,72
92,"MOH, you will create long Q at the clinic on this Monday onwards.",2020-02-15,13
93,"Because of the way those sick are behaving, the more everybody should wear masks.",2020-02-15,14
94,It’s 3 weeks from 1 to 67 cases. You tried to trace and stop it. But gathering is the way to spread. We’ll have serious loss at different areas no matter which direction you go. But a small number in your data is a tragic for the whole family. I plead you to stop school. ,2020-02-15,54
96,this is sten warning I going to blacklist your ministry of health for interfering with MOE,2020-02-16,16
98,Where to view the list of designated clinics?,2020-02-15,8
99,The whole church and related peoples should be lockdown,2020-02-15,9
100,We should wear masks to prevent from spreading to us,2020-02-15,10
