Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,Wtf no wonder stock prices go down for Temasek holdings,2020-09-10,10,Economic Measures,10,0,-13.584025271816564,1,0,0,73.21531792516721,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,"Press on SIA, we would emerge stronger from this pandemic ❤️",2020-09-10,10,Economic Measures,10,0,-11.844594091513278,1,0,1,236.57610590533488,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,I'm sure @singaporeair will be a great way to fly once again. Looking forward to it when COVID ends.,2020-09-10,17,Economic Measures,18,1,-11.2817527276401,4,1,0,156.0396682635449,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,The Singapore Girl will fly again! 💪🏻,2020-09-10,6,Economic Measures,6,0,-11.482187307430973,1,0,0,235.40179505524767,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,SIA hope Covid end soon so It’s plane will fly once,2020-09-10,12,Economic Measures,11,1,-13.168466676043147,2,0,0,114.02090531095259,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,Hedge on fuel. This is the result.  SIA losses and more than Pan Pacific by significant amount. Why? Time to change CEO.,2020-09-10,22,Economic Measures,22,1,-10.485161241366212,2,1,0,40.15707879747582,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,Bird in hand.holď to tight it die set free it  die decision is in thy hand the principle,2020-09-11,18,Economic Measures,19,1,-11.676646264295545,3,0,0,115.29688596683492,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,Set free it  fly not die,2020-09-11,6,Economic Measures,6,0,-11.359389199188525,3,0,0,438.2264737680188,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,Pilots (angmo) Stewardess (mainly Malaysians),2020-09-11,5,Economic Measures,5,0,-18.10440264041005,1,0,0,115.29688596683495,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,It's so sad but it's an inevitable move. Let's quickly figure any possible solutions to make SIA planes back to the sky,2020-09-11,19,Economic Measures,22,1,-11.131852328843584,3,1,0,60.96828429209324,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,Always have confidence with SIA ❤,2020-09-11,5,Economic Measures,5,0,-12.230226480742385,1,0,0,156.96129294150037,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,And the chief executives will continue with their fat 6 figure paychecks while laughing at the retrenched workers,2020-09-10,17,Economic Measures,18,1,-11.413258644898406,2,1,0,114.52038422486031,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,😢hopefully will come back strong,2020-09-10,5,Economic Measures,5,0,-10.61368174165774,1,0,0,1608.4274900940466,4,0,0.0
"What we have dreaded all these months has happened. 

SIA will be reducing its global workforce. Some 2,400 staff based in Singapore and overseas will be affected, the vast majority being foreigners. Factoring in hiring freezes and early retirements, SIA will be reducing total workforce by 4,300.

We know how badly SIA is hit by COVID-19. Over the past few months, Government has rolled out support measures, including the Jobs Support Scheme, to defray business costs and protect jobs. The aviation sector received the strongest support. SIA has also raised significant capital with the support of its majority shareholder. They have delayed this workforce reduction as long as they can, but with air travel decimated by COVID-19, this has unfortunately become inevitable.

The workers affected, are the same people we see at the airport, ensuring we board our planes efficiently and on time; the cabin crew in their suits and kebaya that have become a symbol of pride for Singapore; and those whose assuring voices we hear over the aircraft public announcement system, often telling us to belt up, for there would be turbulence.

Government will do all we can to support the affected workers. We will work with @ntucsingapore and industry partners to place the workers in jobs, help them transit to other industries, or enrol them in suitable industry attachment and traineeship programmes. I am sure their skills are much needed elsewhere too. More importantly, we will continue to press on, to restore air travel in a safe manner, to get SIA planes back up in the sky, and revive our air hub.

Credit: @singaporeair",2020-09-10 13:51:06+00:00,It's the end for SIA and maybe Changi Airport. Ironically both are the best in their businesses. Spore must revisit its value to the world in the new normal.,2020-09-10,28,Economic Measures,29,2,-10.635699017937576,2,1,0,45.164609025512725,4,0,0.0
"@cdac_sg had our first ever virtual Annual General Meeting earlier. It was good to see everyone again, even if through a screen. 
In 2019, we made purposeful changes to our assistance schemes, to better help families break out of the cycle of hardship. Last year, 17,000 households benefitted from CDACâ€™s programmes and schemes. 
The outlook is grimmer this year because of COVID-19. To support more families in need, CDAC has enhanced subsidies and raised income ceilings of its assistance schemes. 
While our budget is not big, we will devote another $10 million to help these families, especially those with school-going children.",2020-06-18 14:27:40+00:00,🙏 Wonderful initiative from our government,2020-06-18,5,Economic Measures,5,0,-11.335970595218887,0,0,1,155.09199764890457,4,0,0.0
"The Government has provided an additional grant to Self-help Groups to help vulnerable households. CDAC will receive $5 million of this additional grant this year, and it will be channelling the full amount to support needy families with young children. 
This will comprise a three-tier grant. 
First, 10,000 families currently benefiting from CDAC programmes will receive a one-time $300 grant to help defray their childrenâ€™s educational expenses. 
Second, for needy families that need more help, CDAC has re-opened its 2020 bursary application for primary and secondary students till end May, so more can apply. Up to 5,000 needy post-secondary students are expected to receive a $720 education grant; twice the number of recipients last year.  These families and students will also be invited to the CDAC Ready for School project at the end of the year to receive additional support, such as vouchers for transport and school supplies. 
Third, for workers who are retrenched, CDAC will provide a one-time financial support for their family. 
Self-Help Groups such as CDAC will do the best we can to help Singapore families go through this crisis.",2020-04-20 08:09:26+00:00,Thank you Minister for sharing this news! :),2020-04-20,7,Economic Measures,7,0,-10.301273358349926,1,0,1,156.11264335265437,4,0,0.0
"In his ministerial speech on Oct. 5, DPM Heng announced further Covid-19 relief measures. In addition, the government will ""introduce a one-off additional support for newborns."" 

So... time to make baby? 👶",2020-10-06 07:23:46+00:00,Part of the East Coast Plan,2020-10-06,6,Economic Measures,6,0,-10.53882950789902,0,0,0,115.29688596683492,4,0,0.0
"In his ministerial speech on Oct. 5, DPM Heng announced further Covid-19 relief measures. In addition, the government will ""introduce a one-off additional support for newborns."" 

So... time to make baby? 👶",2020-10-06 07:23:46+00:00,sorry boss no one want make with me,2020-10-06,8,Economic Measures,8,0,-10.283068196893518,1,0,0,236.57610590533488,4,0,0.0
"In his ministerial speech on Oct. 5, DPM Heng announced further Covid-19 relief measures. In addition, the government will ""introduce a one-off additional support for newborns."" 

So... time to make baby? 👶",2020-10-06 07:23:46+00:00,So no need for Safe Entry anymore? 😉,2020-10-06,7,Economic Measures,7,0,-11.830842340142155,0,0,0,235.40179505524767,4,0,0.0
"In his ministerial speech on Oct. 5, DPM Heng announced further Covid-19 relief measures. In addition, the government will ""introduce a one-off additional support for newborns."" 

So... time to make baby? 👶",2020-10-06 07:23:46+00:00,@sheldor_th3_conqueror you know what you gotta do with Amanda for that cash bonus 😏,2020-10-06,12,Economic Measures,12,1,-11.570022543291,3,0,1,113.88824725890017,4,0,0.0
"In his ministerial speech on Oct. 5, DPM Heng announced further Covid-19 relief measures. In addition, the government will ""introduce a one-off additional support for newborns."" 

So... time to make baby? 👶",2020-10-06 07:23:46+00:00,"The voucher of $300 which receive in oct and dec $150 each, is for each person above 21 staying in a 1 room flat /2 room flat. Or per household",2020-10-07,25,Economic Measures,30,2,-11.781682188699644,4,1,0,79.63587225430126,4,0,0.0
"In total, all Singaporean HDB households will receive twice the regular amount of GSTV - U-Save to help offset their utilities bills this year. 

Larger families will receive 2.5 times their regular GSTV- U-Save. #linkinbio 

Photo from Unsplash.",2020-10-04 09:59:31+00:00,This is a great news,2020-10-04,5,Economic Measures,5,0,-8.304261511823869,1,0,0,438.2264737680187,4,0,0.0
"In total, all Singaporean HDB households will receive twice the regular amount of GSTV - U-Save to help offset their utilities bills this year. 

Larger families will receive 2.5 times their regular GSTV- U-Save. #linkinbio 

Photo from Unsplash.",2020-10-04 09:59:31+00:00,Everything increases. Thank you singaporeans for voting them,2020-10-04,8,Economic Measures,8,0,-11.790978226218556,2,0,1,156.96129294150037,4,0,0.0
"In total, all Singaporean HDB households will receive twice the regular amount of GSTV - U-Save to help offset their utilities bills this year. 

Larger families will receive 2.5 times their regular GSTV- U-Save. #linkinbio 

Photo from Unsplash.",2020-10-04 09:59:31+00:00,Yes  electricity tariffa increases 9% thk to all singaporeans for voting them👏,2020-10-04,11,Economic Measures,12,1,-13.897891154826882,2,0,0,114.55576797276235,4,0,0.0
"In total, all Singaporean HDB households will receive twice the regular amount of GSTV - U-Save to help offset their utilities bills this year. 

Larger families will receive 2.5 times their regular GSTV- U-Save. #linkinbio 

Photo from Unsplash.",2020-10-04 09:59:31+00:00,Time for payback.Give you one drumstick and take back whole spring chicken.,2020-10-05,11,Economic Measures,13,1,-12.531036843789881,1,1,1,114.70980067955344,4,0,0.0
"In total, all Singaporean HDB households will receive twice the regular amount of GSTV - U-Save to help offset their utilities bills this year. 

Larger families will receive 2.5 times their regular GSTV- U-Save. #linkinbio 

Photo from Unsplash.",2020-10-04 09:59:31+00:00,Don't blame the voters. Most of them don't know the impact behind. They only glad to receive the GST vouchers. 😢😢😢,2020-10-05,18,Economic Measures,20,1,-10.34274242316052,5,0,0,113.44552674763314,4,0,0.0
"In total, all Singaporean HDB households will receive twice the regular amount of GSTV - U-Save to help offset their utilities bills this year. 

Larger families will receive 2.5 times their regular GSTV- U-Save. #linkinbio 

Photo from Unsplash.",2020-10-04 09:59:31+00:00,But the rental still expensive and not include utilities..,2020-10-05,9,Economic Measures,9,0,-10.456363457831007,1,2,0,235.2631656191357,4,0,0.0
