Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
2020-03-16 08:36:52+00:00,"Since ASEAN countries, 🇮🇳 Indian  worker r not effected SHN ryt ?",2020-03-16,10,Stay Home Notice,10,0,-15.93464431507624,1,0,0,8.240711542592921,1,0,0.0
2020-03-15 11:24:17+00:00,How about those S’porean whose flight has transit in the country like Switzerland? Will they be issued with SHN?,2020-03-15,20,Stay Home Notice,19,1,-11.26498307634691,4,0,0,7.1489730485540814,1,0,0.0
2020-03-15 11:24:17+00:00,"Does that mean if someone returns from Japan 1 week ago, they will get SHN too? Since the news/MOH said “last 14 days”. Even we count last 14 days wef 16 March, that will cover 2-16mar. So then does the person who returned SG from japan a week ago fall into 2-16mar window and hence will get SHN?",2020-03-15,55,Stay Home Notice,59,3,-12.011939835586446,10,3,1,3.3776612361100065,0,0,0.0
2020-03-15 11:24:17+00:00,Would this (SHN) affect to travellers who only transit/transfer at Singapore?,2020-03-15,12,Stay Home Notice,12,1,-12.870251151550026,1,0,0,17.659226687933916,2,0,0.0
2020-03-15 11:24:17+00:00,SHN for tourist means he/she has to stay in a hotel for 14 days? What if they can’t afford? What if they breached SHN? What if they want to return without serving SHN?,2020-03-15,34,Stay Home Notice,34,2,-10.815518578481017,8,3,0,7.0565534244794215,1,0,0.0
2020-03-15 11:24:17+00:00,US has over 3000 cases yet still no SHN or travel ban for them yet😑,2020-03-15,14,Stay Home Notice,15,1,-11.548219683192446,1,3,0,13.3837406358395,2,0,0.0
2020-03-15 11:24:17+00:00,Can employer deduct from annual leave for this 14 days SHN?,2020-03-15,10,Stay Home Notice,11,1,-12.630636246196461,1,0,0,13.3837406358395,2,0,0.0
2020-03-15 11:24:17+00:00,If we travelled to ASEAN countries 1 week ago back now back also will be issued 14 days SHN?,2020-03-15,17,Stay Home Notice,19,1,-11.532330154662686,3,1,1,10.111199247300725,2,0,0.0
2021-01-15 14:32:34+00:00,Why so nice ah SHN stay at nice hotel,2021-01-15,9,Stay Home Notice,9,0,-13.623061133163887,0,0,0,12.927179445882635,2,0,0.0
2021-01-15 14:32:34+00:00,Chose the wrong country to breach stay home notice,2021-01-15,9,Stay Home Notice,9,0,-11.703836986531826,2,0,0,17.831222802837626,2,0,0.0
2020-04-23 04:09:06+00:00,After stay home notice cannot uh ? Your craving won't  run away hor,2020-04-23,11,Stay Home Notice,12,1,-13.286717476375056,2,0,0,13.036160473995047,2,0,0.0
2020-04-08 07:41:34+00:00,The SHN facilities are good. Food good too. Don be worried to stay at designated isolated location. Be safe!,2020-04-08,19,Stay Home Notice,19,1,-11.295110163867063,5,0,0,9.81890535333802,1,0,0.0
2020-03-20 12:30:29+00:00,"If the world continues to disinfect, sanitise using cancer causing agents,or wash with the toxic soap, the population will be more vulnerable to COVID 19 and diseases! Use your common sense, the toxic chemicals will impair the immune system, our first line of defence and damage the organs. We need the unharmed immune system to fight and subdue COVID 19! Thiese wrong recommendations by WHO have proven ineffective as more people despite following the using instructions get infected. I do not follow and do not wear the mask sterilised with Ethylene oxide another cancer causing agent. When the commuters coughed very badly I did not fall sick! I keep seeing the public areas are disinfect! You are making the population inhale poison! Before you can solve COVID 19, you are creating more health problems! Such stupidity will cause astronomical increase in chronic, terminal and autoimmune diseases! This is the fallacy of science that always embrace man-made chemicals! Science created the superbugs, the mutated viruses without realising it and fail to subdue. The next foolish move will be to develop another vaccine. History always repeats itself! Humans are killed by ignorance foolishness and self-inflicted harm! This generation should stop repeating the same errors as our predecessors! To err is human; to err repeatedly is inhuman and if I may add, pure stupidity!🇸🇬",2020-03-20,217,Stay Home Notice,222,4,-11.92546739267035,56,11,6,0.8014811859036169,0,1,1.0
2020-12-11 07:25:48+00:00,"Dear Minister Ong, this is definitely a good news. I am also hopeful that we will be opening up to Thailand soon. Currently on business trip at BKK and sincerely hope when I am back to SGP, I will not need to serve another long 14 days of SHN. 😃🙏",2020-12-11,48,Stay Home Notice,49,2,-11.073038417333288,8,3,2,4.297580951017586,0,0,1.0
2020-12-11 07:25:48+00:00,"Sir, what will happen to the UK travellers who have taken the COVID vaccine in the near future? I am wondering if 14-day SHN is still required? Next Easter break, I am hoping to visit my son who is currently serving NS in Singapore. I only have 16 days of Easter break.",2020-12-11,51,Stay Home Notice,52,3,-11.426719754929366,13,2,2,3.178995567432542,0,0,1.0
2020-10-29 10:48:45+00:00,"Anyways kind of stupid. Under the RGL, Indonesians are allowed to enter with pcr test and no need SHN. Singaporeans like myself who had been working in Indonesia for several months from the same port of call must do SHN and pcr at end of the SHN. Please help us understand why we can’t do the same pcr and enjoy the privilege extended to Indonesian businessmen going to singapore?",2020-10-30,70,Stay Home Notice,69,3,-11.787316710673366,15,3,3,2.3467696381283503,0,0,0.0
