Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"If Westlite Toh Guan sounds familiar, that is likely because it was among the first dormitories to be gazetted as an isolation area during the Covid-19 pandemic.⁣
Today, it houses 195 workers who are healthy or have recovered from Covid-19, and they will be able to resume work soon.⁣
Full story bio @straits_times⁣
📸: Mark Cheong⁣
#StraitsTimes #Singapore #Covid19",2020-06-15 09:01:40+00:00,3rd pic reminds me of Day1 enlistment...,2020-06-16,6,Foreign Worker,7,0,-14.274016421649067,0,0,1,12.5489787543081,2,0,0.0
"Meet Rajendran Raja, who works as a plumber for HDB blocks. ⁣
The 24-year-old from India, along with several other migrant workers, are now helping frontliners in the fight against Covid-19 in their dormitories. Their efforts include helping to record details of sick workers, distributing food and conducting briefings. ⁣
📸: Kua Chee Siong⁣
#Covid19 #coronavirus #StraitsTimes",2020-06-08 07:58:18+00:00,👍🏻👍🏻💪🏻😎😊 Thank you for your hardwork. Stay safe!!,2020-06-08,7,Foreign Worker,7,0,-11.588453588942066,0,0,2,12.548978754308104,2,0,0.0
"Meet Rajendran Raja, who works as a plumber for HDB blocks. ⁣
The 24-year-old from India, along with several other migrant workers, are now helping frontliners in the fight against Covid-19 in their dormitories. Their efforts include helping to record details of sick workers, distributing food and conducting briefings. ⁣
📸: Kua Chee Siong⁣
#Covid19 #coronavirus #StraitsTimes",2020-06-08 07:58:18+00:00,"Some foreign workers are really pure in their hearts. Once I saw a girl fainted in mrt, a foreign worker helped the family to carry the girl out of cabin. They were lots that readily gave up their seats for elderly people.",2020-06-08,42,Foreign Worker,42,2,-10.72152699184223,7,0,1,3.1312255143983903,0,0,0.0
"Meet Rajendran Raja, who works as a plumber for HDB blocks. ⁣
The 24-year-old from India, along with several other migrant workers, are now helping frontliners in the fight against Covid-19 in their dormitories. Their efforts include helping to record details of sick workers, distributing food and conducting briefings. ⁣
📸: Kua Chee Siong⁣
#Covid19 #coronavirus #StraitsTimes",2020-06-08 07:58:18+00:00,"Don't forget most of them FW are also Muslim brothers, who are we to judge them now?",2020-06-08,16,Foreign Worker,17,1,-10.511299314706617,4,1,1,12.5489787543081,2,0,0.0
"Meet Rajendran Raja, who works as a plumber for HDB blocks. ⁣
The 24-year-old from India, along with several other migrant workers, are now helping frontliners in the fight against Covid-19 in their dormitories. Their efforts include helping to record details of sick workers, distributing food and conducting briefings. ⁣
📸: Kua Chee Siong⁣
#Covid19 #coronavirus #StraitsTimes",2020-06-08 07:58:18+00:00,"That's how resilient they are 😍, fighting it along with the front liners instead of complaining or worrying about goddamn bubble tea!",2020-06-08,20,Foreign Worker,21,1,-11.92955471153772,4,2,0,9.23374887005205,1,0,0.0
"Meet Rajendran Raja, who works as a plumber for HDB blocks. ⁣
The 24-year-old from India, along with several other migrant workers, are now helping frontliners in the fight against Covid-19 in their dormitories. Their efforts include helping to record details of sick workers, distributing food and conducting briefings. ⁣
📸: Kua Chee Siong⁣
#Covid19 #coronavirus #StraitsTimes",2020-06-08 07:58:18+00:00,Keep up the good work..👍😊,2020-06-09,5,Foreign Worker,5,0,-9.395697976700342,1,0,0,36.03068706439268,4,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,Oh dear why did it go up again.... 😢,2020-05-01,8,Foreign Worker,8,0,-10.826354138806071,2,0,0,141.32338019055842,4,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,Singapore you totally failed to take care of the people on your land. #failed,2020-05-01,13,Foreign Worker,13,1,-9.512951917281605,2,0,2,9.233748870052047,1,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,New day new record wohoooo yay👍👏,2020-05-01,6,Foreign Worker,6,0,-13.757242334910742,0,0,0,8.882708681459182,1,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,The local cases are ever do encouraging. But I genuinely worry about the dorms. I hope there's enough support and I hope the don't lose anyone else to this virus,2020-05-01,28,Foreign Worker,30,2,-10.150965859103854,7,1,2,6.6419961475448295,1,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,Why are the workers still getting infected??,2020-05-01,7,Foreign Worker,7,0,-10.159159992846405,3,1,0,34.11000327013262,3,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,"If the outcome is negative. It only means it is the wrong strategy, change it! 🇸🇬",2020-05-01,15,Foreign Worker,15,1,-9.179243453516454,3,0,0,12.548978754308102,2,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,"Help raise funds to help migrant workers, link in bio to find out how! 💙",2020-05-01,14,Foreign Worker,14,1,-11.215458158891986,4,0,0,8.715588970706264,1,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,When can this end? Sick of stay home.😭,2020-05-01,8,Foreign Worker,8,0,-9.87299643762487,0,0,0,19.03066659340286,2,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,SINGAPOREAN LET FIGHT COVID19 LET  START TODAY. STAY STRONG. 🇸🇬,2020-05-01,9,Foreign Worker,9,0,-18.78672196876478,0,0,0,4.74633545976592,0,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,oh dear.. the numbers went up again 😥,2020-05-01,7,Foreign Worker,7,0,-11.013137884895963,2,0,0,36.03068706439268,4,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,"No report death? Excellent,,, the truth....?!!!?!!!",2020-05-01,6,Foreign Worker,6,0,-10.281386449955447,0,0,0,9.233748870052047,1,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,"Why are people liking this post?!?! It is really sad that there are these many cases, so I think nobody should like😓",2020-05-01,22,Foreign Worker,22,1,-10.050802090869873,6,0,1,9.233748870052052,1,1,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,I m soooooo happy to hear that the 102 year old Patient has been discharged 💓,2020-05-01,14,Foreign Worker,15,1,-11.641118091256304,5,0,0,19.03066659340286,2,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,Take care my people 🇸🇬 Sending my prayers and love from Seattle🇺🇸,2020-05-01,11,Foreign Worker,11,1,-11.467638834124838,2,1,1,9.233748870052047,1,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,Shoot em' all like korea. Trust me it works,2020-05-02,9,Foreign Worker,9,0,-13.207915506596324,2,0,1,9.23374887005205,1,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,The dormitories are literally hell on earth now ☹️,2020-05-01,8,Foreign Worker,8,0,-11.371698005099635,1,0,0,18.061514463221656,2,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,I have a feeling that the case will go down when all the migrant workers get infected. But I hope not #stayhome,2020-05-01,21,Foreign Worker,21,1,-9.784286290994693,5,1,1,8.715588970706264,1,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,"My heart goes to the migrant workers who travel far from their country to come here and earn income for the families, may they gws",2020-05-01,25,Foreign Worker,25,1,-10.377014420455858,4,1,0,6.8479546767551644,1,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,what on earth are we doing wrong to protect these workers?,2020-05-01,11,Foreign Worker,11,1,-9.909128007613553,3,0,1,17.980421441600022,2,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,"Be kind, be considerate, be strong, and be passionate. Because Singapore will beat covid 19. Together we can do this if we all unite against covid 19. Lets work on all the foreign domestic dormitories in Singapore.",2020-05-01,35,Foreign Worker,37,2,-11.738204481290095,6,2,1,4.516172344697148,0,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,High chance we'll reach the 20k mark🙁,2020-05-01,5,Foreign Worker,7,0,-12.77905609579977,1,0,0,36.03068706439268,4,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,Increase again this is never ending man,2020-05-01,7,Foreign Worker,7,0,-11.260569238918665,2,0,0,19.03066659340286,2,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,You can do this Singapore.,2020-05-01,5,Foreign Worker,5,0,-9.986334931108237,1,0,0,36.03068706439268,4,0,0.0
"5 Singaporeans and PRs are among the new patients. 
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
More details at link in bio @straits_times
📸: ST File
#StraitsTimes #covid19 #coronavirus #Singapore",2020-05-01 07:25:53+00:00,Omg my living cow!!!..not seems to be getting any  better...speechless,2020-05-01,12,Foreign Worker,12,1,-11.396368026786867,4,0,1,9.233748870052047,1,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,It’s almost over guys 💪 we will get through this soon💪,2020-04-30,11,Foreign Worker,10,0,-10.083522188779245,1,0,1,141.32338019055842,4,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,Hope we can solve the migrant workers situation fast,2020-04-30,9,Foreign Worker,9,0,-11.243391306159044,1,0,1,17.980421441600022,2,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,Is that worth to be proud of,2020-04-30,7,Foreign Worker,7,0,-8.832962749329129,2,0,0,19.03066659340286,2,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,We need at least one solid unbroken week of <10 community cases before circuit breaker measures can be relaxed; the FW cases are managed on a separate track but yes definitely hope for steady improvement on that front too,2020-04-30,38,Foreign Worker,39,2,-11.680250768591922,6,1,0,2.8753456898429395,0,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,"Keep up the good work Singapore. You are doing well. Let's all unite together against covid 19. Together we can do this. Be kind, be considerate, be strong, be passionate.",2020-04-30,28,Foreign Worker,30,2,-11.061456405911896,8,0,1,7.253660894814249,1,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,Just don't celebrate it just yet,2020-04-30,5,Foreign Worker,6,0,-10.358792933032456,1,0,0,141.32338019055842,4,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,New day new record yayayyyyyyy👏,2020-04-30,5,Foreign Worker,5,0,-12.145438357446954,0,0,0,12.061739307791436,2,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,Wishing all the foreign workers well,2020-04-30,6,Foreign Worker,6,0,-10.770394503800672,1,0,0,34.11000327013262,3,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,"They promised to uplift the ban on HBB if the spread amongst community get lesser.. Come on Singapore, lets do our part and stay home.. 👍",2020-04-30,25,Foreign Worker,25,1,-11.72433630862059,6,2,1,4.355014118016173,0,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,I hope that all the foreign workers in Singapore will be well soon. Let's continue to bring down the number of COVID-19 cases to ZERO in foreign workers' dormitories in Singapore.,2020-04-30,30,Foreign Worker,31,2,-10.728327479117038,4,0,0,4.522185454492033,0,0,1.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,I am sure we can overcome the virus,2020-04-30,8,Foreign Worker,8,0,-9.985917605320108,2,0,1,34.476207366355325,3,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,"Singapore Government is very honest. Really doing everything to tackle the virus, compare to many countries that sudden pull their handbrake just because of figures.",2020-04-30,25,Foreign Worker,25,1,-11.329752550485232,5,0,0,4.65296268822693,0,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,There are about 200K to 300K foreign workers in Singapore. I suppose over 10K foreign workers are reported to be infected.,2020-04-30,18,Foreign Worker,21,1,-11.652228370346654,6,0,0,14.168486821980029,2,0,0.0
"6 Singaporeans and permanent residents are among the new coronavirus patients reported on April 30.
Migrant workers living in dormitories continue to form the bulk of the remaining cases.
Today's figure marks the 7th day in a row where the new daily infections fell below 1,000.
Link in bio @straits_times
📸: Timothy David
#coronavirus #covid19 #StraitsTimes #SGUnited #StayHome #circuitbreaker",2020-04-30 07:22:48+00:00,Wow!! Jia you everyone 👏🏻 let's continue to bring down the numbers 👍🏻 #sgunited,2020-04-30,10,Foreign Worker,11,1,-11.691044068299265,1,0,1,7.253660894814247,1,0,0.0
