Unnamed: 0,Unnamed: 0.1,Post Description,Post Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
0,1,"It’s been some time since my last address on COVID-19. I will be doing it again tomorrow, to update everyone on the current situation and the outlook for next year. The Co-Chairs of the Ministerial Task Force will hold a press conference immediately after.⠀
⠀
My speech will be livestreamed on my Facebook Page (www.facebook.com/leehsienloong) at 5pm on Monday, 14 December. You can also catch it live on @mediacorp TV channels and radio. Do tune in! ⠀
⠀
But please stay calm – no need to stock up on anything! – LHL⠀
⠀
(MCI Photo by Lee Jia Wen)",2020-12-13 08:04:08+00:00,He gonna day phase 3 cancel 😉 and just re open all since covid isn't like vivid with crowded mall with the pax 📈📈📈📈📈,2020-12-14 02:21:15+00:00,20,Phases,22,1,-12.429321978508243,4,1,0,12.494508951690069,2,0,0.0
74,157,"This brings the total number of cases to 59,699. #linkinbio 

Image via Getty Images.",2021-02-07 08:41:55+00:00,Need to go back phase 2,2021-02-07 08:58:17+00:00,5,Phases,6,0,-10.887567466691904,1,0,0,42.20380556120096,4,0,0.0
121,255,"All 25 cases are imported. They had already been placed on Stay-Home Notice upon arrival in Singapore. #linkinbio

Photo by Joshua Lee",2021-01-27 11:11:34+00:00,The lack of political will n stubborn refusal n lack of mature realism to fully manage this will make the world spiral downwards as the virus mutates every day.. We should either have a full phase 1 lockdown for 1 year or just go totally herd mentality ... This try this n try that w not get us anywhere but merely drag us to a slow painful dread n doom..,2021-01-27 11:56:51+00:00,67,Phases,69,3,-12.047965825700539,9,2,2,3.3123603862778577,0,1,1.0
171,351,"There are also 26 imported cases, all of whom had been placed on Stay-Home Notice (SHN) or isolated upon arrival in Singapore. #linkinbio

Photo by Zheng Zhangxin",2021-01-19 11:33:34+00:00,We r ded gg time to go back phase 2,2021-01-19 15:11:30+00:00,9,Phases,10,0,-13.246338318815706,3,0,0,42.20380556120096,4,0,0.0
187,382,"The total number of cases in Singapore is now 59,059. #linkinbio 

Photo by Shawn Ang via Unsplash.",2021-01-15 09:34:22+00:00,Ever since phase 3 started hardly get streak anymore 8 people no good,2021-01-15 09:47:32+00:00,11,Phases,13,1,-12.189711637491627,2,0,0,42.20380556120096,4,0,0.0
190,385,"The total number of cases in Singapore is now 59,059. #linkinbio 

Photo by Shawn Ang via Unsplash.",2021-01-15 09:34:22+00:00,We need to go back to phase 2,2021-01-15 11:26:33+00:00,7,Phases,8,0,-9.391317657057511,3,0,0,316.91299646754425,4,0,0.0
238,477,"This brings the total number of cases to 58,813. #linkinbio

Photo by Joshua Lee",2021-01-07 09:15:49+00:00,shudnt have started phase 3 yet,2021-01-07 22:01:13+00:00,5,Phases,6,0,-12.719214383629927,2,0,0,42.20380556120096,4,0,0.0
243,491,"This brings the total number of cases to 58,780. #linkinbio

Photos from Kingsley Yang / Unsplash",2021-01-06 08:15:51+00:00,lj phase 3🤯 the hell just go back phase 2 first,2021-01-06 13:23:44+00:00,9,Phases,11,1,-12.029748193771287,1,0,0,33.439351255484326,3,0,0.0
280,575,"None of them were wearing masks. #linkinbio 

Image via Bu Hui Yan/FB.",2020-12-30 09:13:06+00:00,Saya sering lihat orang2 berkumpul dalam jumlah yang lebih dari 5 orang di pantai waktu phase 2... No mask and mungkin 9 orang yg berkumpul tapi dia bukan org putih.,2020-12-31 22:35:04+00:00,27,Phases,30,2,-20.719074377545432,3,1,0,3.7667474687738722,0,0,0.0
303,628,"This brings the total number of cases to 58,509.

All 14 cases are imported. #linkinbio

Photo from Gardens by the Bay",2020-12-25 08:02:37+00:00,Still having phase 3 right tho? 😬😬,2020-12-25 12:45:26+00:00,5,Phases,6,0,-12.816875989830455,1,0,0,42.20380556120096,4,0,0.0
308,637,"This brings the total number of cases to 58,495.

All 13 cases are imported. #linkinbio

Photo from Andrew Koay",2020-12-24 08:29:20+00:00,Still gonna be phase 3 or no?,2020-12-24 08:42:08+00:00,6,Phases,7,0,-10.833304599596277,1,1,0,316.91299646754425,4,0,0.0
314,644,"This brings the total number of cases to 58,495.

All 13 cases are imported. #linkinbio

Photo from Andrew Koay",2020-12-24 08:29:20+00:00,walao there goes our phase 3,2020-12-24 12:36:13+00:00,5,Phases,6,0,-12.756082370290803,1,0,1,42.20380556120096,4,0,0.0
339,685,"This brings the total number of cases to 58,432.

Among the cases, there is one new case of locally-transmitted Covid-19 infection. #linkinbio

Photo by Julia Yeo",2020-12-21 09:18:27+00:00,well 1 com case = no phase 3,2020-12-21 10:04:31+00:00,5,Phases,7,0,-10.949981921711238,0,0,0,27.605228691346973,3,0,0.0
366,728,"The total number of cases in Singapore is now 58,386. #linkinbio
 
Photo by Zhangxin Zheng.",2020-12-18 08:05:19+00:00,walao relax la phase 3 coming,2020-12-19 02:55:08+00:00,5,Phases,6,0,-14.692296582367453,1,0,0,27.60522869134698,3,0,0.0
372,734,"All 24 cases are imported. The total number of cases in Singapore is now 58,377. #linkinbio 

Photo from Unsplash.",2020-12-17 09:08:49+00:00,Seems like phase 3 not ideal afterall,2020-12-17 14:00:50+00:00,6,Phases,7,0,-13.631674102631711,1,0,0,27.605228691346973,3,0,0.0
376,741,"The locally-transmitted case resides in a dormitory.

Based on MOH's investigations so far, there are no new cases in the community. #linkinbio 

Photo from Clean and Green Singapore/FB.",2020-12-15 07:53:57+00:00,No take backs phase 3 is happening on the 28th,2020-12-15 08:45:44+00:00,8,Phases,10,0,-11.083729874215576,3,0,0,42.20380556120096,4,0,0.0
381,749,"The locally-transmitted case resides in a dormitory.

Based on MOH's investigations so far, there are no new cases in the community. #linkinbio 

Photo from Clean and Green Singapore/FB.",2020-12-15 07:53:57+00:00,phase 3: THE SHOW MUST GO OOOOON,2020-12-15 13:30:15+00:00,6,Phases,7,0,-16.763498450572694,0,0,0,15.613886065979136,2,0,0.0
387,761,Here's what you can expect for phase 3.,2020-12-14 09:44:05+00:00,Literally barely any difference might have as well called it phase 2.25,2020-12-15 04:16:11+00:00,11,Phases,13,1,-11.36459079171713,3,0,0,82.0661193773943,4,0,0.0
413,812,"There is one new case of locally-transmitted Covid-19 infection, residing in a dormitory. #linkinbio

Photo from Sungei Tengah Lodge website",2020-12-11 08:51:36+00:00,Singaporeans: wants phase 3 Also Singaporeans: complains about government requirements,2020-12-11 09:17:15+00:00,9,Phases,10,0,-14.023021763911444,1,1,0,14.099162012044218,2,0,0.0
431,851,"This brings the total number of cases to 58,260. #linkinbio 

Image via Unsplash.",2020-12-06 10:20:29+00:00,Still want to bring in imported cases from India and Indonesia??? 🇮🇳🇮🇩@papsingapore like this you make all of us stay at phase 2 forever!,2020-12-06 12:43:54+00:00,22,Phases,23,1,-10.80108429056092,4,1,2,15.613886065979136,2,0,0.0
463,905,"This brings the total number of cases to 58,218. #linkinbio 

Image via Unsplash.",2020-11-30 08:24:45+00:00,1 is the IMPOSTER. Yes pls no phase 3,2020-11-30 16:29:52+00:00,7,Phases,9,0,-11.683528371090127,2,0,0,27.605228691346973,3,0,0.0
474,925,"This brings the total number of cases to 58,205.

There is one new case of locally-transmitted Covid-19 infection.  #linkinbio

Photo from Clean & Green Singapore/FB",2020-11-28 09:37:09+00:00,"To make things clear, current community cases are effectively 0 in contrary to the headline. This woman was recently tested in a mass testing at tekka market and was found positive for the anti-bodies for Covid-19. This means that she may have likely contracted the virus long before and recovered without knowing she had Covid-19. So, phase 3 is still likely going to happen soon if we can start another streak of 0 community cases.",2020-11-29 02:01:50+00:00,71,Phases,75,3,-11.003569976606142,17,4,1,5.742794150390644,1,0,1.0
487,946,"Investigations revealed that the man had dinner with 12 family members at Seoul Garden at Tampines Mall on Nov. 21. They had occupied three tables and there was mingling between groups.

Among those present at the dinner was his two-year-old niece, who had earlier been issued a five-day medical certificate from Nov. 20 to 24 for a runny nose.

She has since tested negative for Covid-19 infection. #linkinbio

Photo from CapitaLand and HungryGoWhere",2020-11-27 04:54:32+00:00,Wah this cb guy ruined 15 days streak and gg phase 3,2020-11-28 12:57:09+00:00,10,Phases,12,1,-14.476747887516547,1,1,0,15.613886065979136,2,0,0.0
499,975,"This brings the total number of cases to 58,190. There are no new cases of locally-transmitted Covid-19 infection. #linkinbio

Photo by Andrew Koay",2020-11-25 08:45:13+00:00,"Not bad, phase 3 coming maybe??",2020-11-25 16:12:06+00:00,5,Phases,6,0,-11.897381759639087,1,0,0,316.91299646754425,4,0,0.0
510,996,"This brings the total number of cases to 58,165.

There are no new cases of locally-transmitted Covid-19 infection. #linkinbio

Photo from NUH / FB",2020-11-23 08:57:37+00:00,I think everyone is ready for phase 3,2020-11-23 09:18:52+00:00,7,Phases,8,0,-10.008329146108329,2,0,0,41.35756481221311,4,0,0.0
511,997,"This brings the total number of cases to 58,165.

There are no new cases of locally-transmitted Covid-19 infection. #linkinbio

Photo from NUH / FB",2020-11-23 08:57:37+00:00,come on phase 3 come to papa😂,2020-11-23 15:17:45+00:00,6,Phases,7,0,-11.228884959971905,2,0,0,42.20380556120096,4,0,0.0
512,1001,"This brings the total number of cases in Singapore to 58,160. #linkinbio 

Photo by Andrew Koay.",2020-11-22 08:22:31+00:00,Ayy everyone ready for phase 3?🙌,2020-11-22 08:36:55+00:00,5,Phases,6,0,-12.729545871962232,0,0,0,19.697499168172826,2,0,0.0
518,1016,"Five new cases of Covid-19 were reported in Singapore today. All five are imported. #linkinbio 

Image via Clean & Green Singapore/FB.",2020-11-21 08:13:00+00:00,cool now whens phase 3 gonna come,2020-11-21 10:31:04+00:00,6,Phases,7,0,-13.371970817902328,1,0,0,27.605228691346973,3,0,0.0
522,1024,"Five new cases of Covid-19 were reported in Singapore today. All five are imported. #linkinbio 

Image via Clean & Green Singapore/FB.",2020-11-21 08:13:00+00:00,We all want phase 3 sooner!,2020-11-22 08:18:53+00:00,5,Phases,6,0,-11.192079066405238,1,0,0,42.20380556120096,4,0,0.0
523,1025,"Four new cases of Covid-19 were reported in Singapore today. All four are imported. #linkinbio 

Image via Christian Chen/Unsplash.",2020-11-20 08:12:42+00:00,"Those who want phase 3, chill. Have you seen what happend to other countries who opened their restrictions as soon as the community cases hit 0? Yes you, me and everybody dont want to be like them then need CB again. So, chill. :)",2020-11-20 13:37:42+00:00,41,Phases,43,2,-11.071275478240793,9,2,3,7.477534622125447,1,0,0.0
534,1052,"Five new cases of Covid-19 were reported in Singapore today. All five cases are imported. #linkinbio 

Photo by Fasiha Nazren.",2020-11-18 08:11:31+00:00,"But we must not let our guard down, although there is hope phase 3 may start",2020-11-19 05:44:46+00:00,15,Phases,16,1,-10.807172766282306,4,1,2,82.0661193773943,4,0,0.0
564,1120,"There are 12 new imported cases, all of whom were placed on Stay-Home Notice upon arrival in Singapore. #linkinbio

Photo from SGH / FB",2020-11-13 09:59:37+00:00,I can nearly smell phase 3 already,2020-11-13 10:17:19+00:00,6,Phases,7,0,-11.244144650810338,1,0,0,316.91299646754425,4,0,0.0
587,1160,"We might be able to enter Phase 3 before the end of the year if all the stars align, and if everyone plays their part.",2020-11-10 13:58:55+00:00,"Each other trace together, together plan. And together we trace each other, so each other can together go phase 3 together, fight covid together. Any other plans to make another ""something-together"" plan?",2020-11-10 23:35:59+00:00,30,Phases,32,2,-11.875786891884605,3,0,1,11.399787289044767,2,0,0.0
602,1200,"This brings the total number of cases to 58,056. #linkinbio 

Image via MOH/FB.",2020-11-08 09:36:44+00:00,I wonder when will we get to phase 3 or get back to dorscon green,2020-11-10 05:47:15+00:00,14,Phases,15,1,-10.70014014638708,5,2,1,316.91299646754425,4,0,0.0
664,1311,"There are seven new cases, one of them is in the community.

There are no new cases in the dormitories. In addition, there are six imported cases. #linkinbio

Photo from Unsplash",2020-10-27 08:09:56+00:00,still havent 0 case yet . . please dont step to phase 3 🙏🙏🙏,2020-10-27 08:57:10+00:00,9,Phases,11,1,-12.553800506008892,2,0,0,43.26976876792244,4,0,0.0
705,1381,"This brings the total number of cases in Singapore to 57,915. #linkinbio 

Photo from CGH/FB.",2020-10-19 08:01:05+00:00,say no to phase 3 first please . . till we get 0 cases for 2 to 3 weeks or 1 month . . then we can think for phase 3 . . we dont want 2nd or 3rd wave .,2020-10-19 12:48:38+00:00,26,Phases,34,2,-10.778992296107042,5,2,2,10.590027228662693,2,0,0.0
707,1385,"This brings the total number of cases in Singapore to 57,915. #linkinbio 

Photo from CGH/FB.",2020-10-19 08:01:05+00:00,I still waiting for that day.....when i no longer receive number of cases update and..... a phase 3 is now official post right here,2020-10-19 15:30:48+00:00,24,Phases,25,1,-10.3759139506348,2,3,1,10.381187798244618,2,0,0.0
713,1400,"This brings the total number of cases to 57,904. #linkinbio

Photo from JurongHealth Campus / FB",2020-10-17 08:30:26+00:00,Mmm 🤔 I think 💭 it’s time for phase 3 !! 👏🤩,2020-10-17 12:48:43+00:00,8,Phases,8,0,-10.975521202467382,1,0,1,27.60522869134698,3,0,0.0
725,1425,"This brings the total number of cases in Singapore to 57,884.

This is the first time no dormitory cases were reported since cases in migrant worker dormitories started spiking earlier this year. #linkinbio

Photo Kingsley Yang / Unsplash",2020-10-13 07:49:37+00:00,Just move on to phase 3,2020-10-13 07:57:47+00:00,5,Phases,6,0,-9.905029437374347,1,0,0,82.0661193773943,4,0,0.0
726,1427,"This brings the total number of cases in Singapore to 57,884.

This is the first time no dormitory cases were reported since cases in migrant worker dormitories started spiking earlier this year. #linkinbio

Photo Kingsley Yang / Unsplash",2020-10-13 07:49:37+00:00,Hope no community cases will come in 14 days and phase 3 comes after that,2020-10-13 08:01:39+00:00,13,Phases,15,1,-10.3307172377322,2,1,0,15.613886065979138,2,0,0.0
731,1440,"A 64 year-old male Singapore Permanent Resident, has passed away from complications due to Covid-19 infection.

He is Singapore's 28th Covid-19 death.

He was confirmed to have Covid-19 infection on Oct. 4, and had a history of hypertension.

Singapore General Hospital (SGH) has reached out to his family and is extending assistance to them. #linkinbio

Photo from Google Maps",2020-10-13 01:59:30+00:00,See la now phase 3 delay...,2020-10-13 04:22:19+00:00,5,Phases,6,0,-12.685347736036642,2,0,0,43.26976876792244,4,0,0.0
737,1459,"This brings the total number of cases in Singapore to 57,880. #linkinbio

Photo from MOH / FB",2020-10-12 08:25:03+00:00,no to phase 3 pleasee . . till we get 0 cases straight 1 month . . we can endure abit more . . no rush to phase 3 🙏🙏🙏,2020-10-12 17:09:07+00:00,19,Phases,23,1,-11.624768498636026,4,0,1,16.026736854455788,2,0,0.0
739,1462,"This brings the total number of cases in Singapore to 57,866. #linkinbio 

Image via Unsplash.",2020-10-10 13:07:38+00:00,The numbers are almost dead phase 3 pweaseeee if not im gonna suffocate during the hols 👊🏻👊🏻,2020-10-10 13:09:38+00:00,15,Phases,16,1,-13.102751564507587,1,1,0,12.661976644862664,2,0,0.0
746,1475,"This brings the total number of cases in Singapore to 57,849. #linkinbio 

Image via Clean & Green Singapore/FB.",2020-10-08 10:28:25+00:00,I want the 5 people gathering to be lifted and phase 3,2020-10-08 11:05:00+00:00,10,Phases,12,1,-9.605738247070649,5,1,0,82.0661193773943,4,0,0.0
750,1483,"This brings the total number of cases in Singapore to 57,849. #linkinbio 

Image via Clean & Green Singapore/FB.",2020-10-08 10:28:25+00:00,please dont go for phase 3 first till we get 0 cases in 3 weeks 🙏🙏🙏,2020-10-08 19:12:47+00:00,12,Phases,15,1,-11.766754563056743,3,0,1,15.613886065979136,2,0,0.0
773,1532,"There is one case in the community, who is a Singaporean. There are also four imported cases. #linkinbio

Photo from Unsplash",2020-10-03 09:04:31+00:00,stay strong . . till we get 0 cases for 2 to 3 weeks plzzz . . then can consider for phase 3 . . if not will be like malaysia . . sudden shoot up positive cases .,2020-10-03 11:43:50+00:00,26,Phases,30,2,-11.037552033214917,3,0,1,8.513219976023157,1,0,0.0
793,1565,"There are three cases — all work pass holders — in the community. There are also four imported cases. #linkinbio

Photo from TTSH / FB",2020-09-30 09:05:12+00:00,"second wave lai liao, beware worh later all the xmms and xdds start coming out and ton late night at void deck after the commence of phase 3 .",2020-09-30 09:55:10+00:00,27,Phases,28,2,-13.577778114967096,3,1,0,5.6454825244446845,1,0,0.0
803,1582,"There is only one case — a work pass holder — in the community.

There are also nine imported cases, who had all been placed on Stay-Home Notice upon arrival in Singapore. #linkinbio

Photo from MOM / FB",2020-09-29 09:13:46+00:00,use me as a phase 3 when button,2020-09-29 09:28:29+00:00,7,Phases,8,0,-10.240902757746406,1,1,1,42.20380556120096,4,0,0.0
822,1618,"Phase 3 might be coming soon. This could mean lifting of social gathering restrictions, and travelling to other countries.

Meanwhile, company-related events like company conferences and retreats can resume, but large-scale social gatherings in the workplace are still not allowed. 

So no company D&D and lucky draw this year, sorry.",2020-09-23 11:22:58+00:00,In phase 3 dormitory can open ???????,2020-09-27 22:49:37+00:00,5,Phases,6,0,-11.82110338801064,1,0,0,42.203805561200966,4,0,0.0
843,1658,"The total number of Covid-19 cases in Singapore is now 57,627. #linkinbio

Photo from JurongHealth Campus/FB.",2020-09-22 11:35:00+00:00,Faster phase 3 pls stop wasting time alr I dw to wear the fking mask,2020-09-22 11:38:01+00:00,14,Phases,15,1,-14.887237491787221,3,0,1,8.887870967600783,1,0,0.0
848,1670,"There are also nine imported cases who were placed on Stay-Home Notice upon arrival in Singapore. #linkinbio 

Photo from JurongHealth Campus/FB.",2020-09-21 08:13:53+00:00,"At this rate, we are going to be stuck in phase 2 wearing masks until 2022. Fuck this bullshit 😡",2020-09-21 11:52:29+00:00,17,Phases,19,1,-11.294896572978995,5,0,1,19.697499168172826,2,0,0.0
862,1697,"There are 2 new imported cases. Both had been placed on Stay-Home Notice upon arrival in Singapore. #linkinbio

Photo from NUH / FB",2020-09-17 10:34:43+00:00,Should go to phase 3 alr,2020-09-17 10:44:22+00:00,5,Phases,6,0,-12.694362123468098,2,0,0,82.0661193773943,4,0,0.0
