Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
"â€œThose who test positive can therefore be released from their stay-home notice period, said MOM.â€  ??? Apa",3/2/21,14,Foreign Worker,18,1,-14.29742837,5,0,0,12.54897875,2,0,0
Meaning they won't get infected again.,3/2/21,5,Foreign Worker,6,0,-11.91252152,4,0,0,141.3233802,4,0,0
Why discriminate maids and nannies? The Covid virus smart enough to target maids and nannies but are more lenient against people with other job scope?  Where did they get these experts and scholars from???,3/2/21,34,Foreign Worker,34,2,-11.72386048,5,4,0,3.08021125,0,0,1
"Min Aung Hlaing and all military servants, You must go to ICJ by criminal law.",3/2/21,15,Foreign Worker,15,1,-12.86484419,1,1,1,5.950380586,1,0,0
"Why only maids? Very discriminating as this should include those who want to come to this country. Sad that in this country those with money is treated differently from those who have not. All the hypocrisy about equality and justice. With those who support such a system, we know what kind of people these are. ",3/2/21,55,Foreign Worker,55,3,-9.765319316,10,1,1,3.302571933,0,1,0
Every visitor to Singapore must stay at designated quarantine facilities. No more staying at place of residence.,3/2/21,17,Foreign Worker,17,1,-11.66907778,2,0,0,4.82953176,0,0,0
"Great decision. Should consider 21 days for all arrival too. Recalled the last FW incident, after 14 days released, went back dorm to work the following 7 days than realised is infected. ðŸ˜­",3/2/21,29,Foreign Worker,33,2,-11.69485997,8,0,0,4.518107572,0,0,0
good policy since all of the infected recently are imported,3/2/21,10,Foreign Worker,10,0,-9.965093736,3,0,0,36.03068706,4,0,0
We known that many projects are delay due to lack of foreign workers but we still need to take extra safety. This new measured is greatly appreciate from the authority but not too sure why we still allow Dependant's Pass holder.  Stay safe....,3/2/21,42,Foreign Worker,43,2,-11.11543895,8,4,2,4.118105275,0,0,1
"there being several new virus strains evolving faster than vaccines can be developed... can we still afford to depend on foreign labor?  perhaps narcissistic gym rats can stop posting their gym sessions on social media, scrap their gym memberships, and join the manpower starved industries... get paid to burn calories is actually not a bad idea.",3/2/21,56,Foreign Worker,56,3,-12.14429237,15,2,1,2.433730889,0,0,0
Should be all imports inclusive.   What make the rest more special than foreign workers?,3/2/21,14,Foreign Worker,14,1,-10.56048353,3,0,0,11.84687111,2,0,0
Provide them with Singapore/ culture orientation/ safety/ legal recourse lessons online while they're being quarantined,3/2/21,14,Foreign Worker,15,1,-13.47680273,4,1,0,12.54897875,2,0,0
Yes yea this ruling should have made much earlier !!!! All these imports from so high risk countries and yet we continue letting them in - suppose to be Covid tested free - but they landed â€˜infected positiveâ€™ and yet we continue to let people from these â€˜negative-positiveâ€™ countries to come in .. these only mean that their â€˜negative testsâ€™ are unreliable and and most probably â€˜boughtâ€™... how can we continue to risk Sgp in this way with so many repeated â€˜infectedâ€™ imports from these high risk hotspot countries for so long to come in ... a stop has to be made ! ????? ðŸ˜‚ðŸ˜©ðŸ˜­ðŸ˜¡,3/2/21,92,Foreign Worker,108,4,-12.61626296,20,3,1,2.561091396,0,1,1
"One month,,change long better so community is safe...",3/2/21,9,Foreign Worker,9,0,-10.37316763,1,0,0,19.03066659,2,0,0
Now...shouldn't it be ALL for ALL newly arrived for the china wuhan virus testing??!!! well..best of course is close the door..,3/2/21,22,Foreign Worker,23,1,-11.41290158,5,0,0,5.318605659,1,0,0
Please check on the foreign domestic workers as well.,3/2/21,9,Foreign Worker,9,0,-10.18248363,1,0,0,17.98042144,2,0,0
How about those domestic workers?,3/2/21,5,Foreign Worker,5,0,-10.37981544,0,0,0,34.11000327,3,0,0
Those coming to visit fiance or fiancee also lah....as long as high risks places involved...,3/2/21,16,Foreign Worker,16,1,-12.32548707,4,2,0,9.23374887,1,0,0
"Once again it shows that when you have money, youâ€™ll be treated differently. Why not everybody who comes into the country. Covid virus has no eye if one is rich or poor. Even the virus knows equality but not this country. Sad.",3/2/21,42,Foreign Worker,43,2,-10.9001707,8,4,1,3.756311382,0,0,0
Half of the daily imported cases are arrivals from India and UAE. Those are work pass holders.,3/2/21,17,Foreign Worker,17,1,-11.16007076,3,1,0,5.033131839,1,0,0
One for all make it 30 days,3/2/21,6,Foreign Worker,7,0,-9.203719274,1,0,0,36.03068706,4,0,0
Finally... At least effort to gear up and adapt... ðŸ™ðŸ‘,3/2/21,9,Foreign Worker,11,1,-13.25681294,1,1,0,36.03068706,4,0,0
Don't follow other country not allow like australia .,3/2/21,7,Foreign Worker,8,0,-11.91436875,1,0,0,19.03066659,2,0,0
"they may came from same country, but diff treatment. those dependant pass shd be treated the same",3/2/21,17,Foreign Worker,17,1,-11.63530121,3,1,0,9.23374887,1,0,0
"Min Aung Hlaing and all military servants, You must go to ICJ by criminal law.",3/2/21,15,Foreign Worker,15,1,-12.86484419,1,1,1,5.950380586,1,0,0
Now virus smart already ...30 60 90 120 150 180 210 240 270 days also can,3/2/21,7,Foreign Worker,16,1,-13.40152855,0,1,0,36.03068706,4,0,0
"Umm... Not just the foreign workers. All from India, US, UK etc should be put on 21 days quarantine. Why the discrimination? Does the virus stay longer in a person who is poorer than one who is richer? ðŸ˜³ðŸ¤”ðŸ™„  Can viruses pick n choose? Perhaps MOH can enlighten the public,",3/2/21,48,Foreign Worker,52,3,-11.93191053,9,0,1,1.83299494,0,1,1
Take action against Burmese military leaders,3/2/21,6,Foreign Worker,6,0,-12.17433441,1,0,0,19.03066659,2,0,0
FANCIFUL names of silly strategies serving no useful purpose. It is better not to know what those people are doing. They are as useful as the earlier task force. ðŸ˜€ðŸ˜ƒ,9/9/20,29,Foreign Worker,32,2,-11.58083887,6,0,0,5.033131839,1,0,0
So months still cannot solve the problems why donâ€™t change your useless methods which spend a lot our people money on dormitories for foreigners but not Singaporean . Why why why no body dared to question their methods ,9/9/20,37,Foreign Worker,38,2,-11.79523271,6,2,2,2.85845131,0,0,0
I still can't understand why HKG can do better when enforcement of fines etc can surely help to cut down unnecessary repeat offenders!!,10/9/20,22,Foreign Worker,23,1,-12.0581039,4,2,0,7.253660895,1,0,0
Mom should assign uncover staff to investigate the spread. FW are not so easy to handle. They are smarter than u . Stay here safe n less worry. Return will never come back,9/9/20,32,Foreign Worker,32,2,-11.56161649,6,0,0,4.856562767,0,1,0
Need to separate them out further. They are still staying in too close proximity with each other.,9/9/20,17,Foreign Worker,17,1,-10.38177353,3,1,0,19.03066659,2,0,0
"As long the dormitories ,operator not brought to task,these will continue. Since your aultimate concern is to protect your cronies,more than the workers n citizens!!",9/9/20,27,Foreign Worker,27,2,-11.28435451,6,0,1,3.905047321,0,0,0
"Great, feed them and pay them with no work till 2024, JOSEPHIN has tones of $$$ from us!",10/9/20,16,Foreign Worker,17,1,-11.69007024,3,1,0,9.23374887,1,0,0
Yes we appreciate their contributions but we shouldnâ€™t pampered them and giving five meals a day . True ??? Three  healthy meals  will  do . Their employers should take over rather than MOM as their  monthly paying are their  master employers ,9/9/20,38,Foreign Worker,39,2,-11.94094066,8,3,1,4.619400855,0,1,0
"The dormitory, are they really clear of covid-19 ?  Why are there still have cases reported",9/9/20,15,Foreign Worker,15,1,-10.52908479,4,1,0,19.03066659,2,0,0
Make them pay for medication and isolation! They just need to congregate and thefore pass covid! If they pay they will learn!,9/9/20,22,Foreign Worker,22,1,-11.35832664,7,2,0,8.882708681,1,0,0
"Any deterrence measures to ensure that the workers wear mask, maintain social distancing, sanitise and practise personal hygience? In community, we saw residents and cleaners without masks and chatting away without social distancing. They will not bother as they will not be caught anyway. If people take pictures/report the large group of people without mask at void deck or playing basketball, appear that no action will be taken and netizens will criticise the post at social media ""aiya, so busy body?!"". So is it really busy body or a REAL CONCERN ? Soon nobody will bother anymore since deterrence without active detection is like tiger without teeth. Finally to all who still walk around without mask..""Good Luck!"".",9/9/20,118,Foreign Worker,118,4,-11.9766044,21,6,1,0.916286177,0,0,1
it will never never never end...why??why ?? y?..free treatment what..foc what...and think they bother...guess at least 30% of them don bother...lol...no worries what...lol...free treatment...free meals..no need to work..still got $$$ (i think)...lol...nice job in the whole world...,9/9/20,49,Foreign Worker,50,2,-11.65461967,9,2,1,3.019751352,0,0,1
Dom+ imported cases = how many ðŸ‡®ðŸ‡³nationals in sg?????? We are like ðŸ‡®ðŸ‡³ Covid relief friend.ðŸ˜¡ sg accepting more flights from India. Why ????,10/9/20,21,Foreign Worker,27,2,-15.69794214,5,0,0,5.541676663,1,0,0
"CCP needs to be eradicated along with their minions â€œThe WHOâ€ â€œThe CDCâ€ Fauci, Gates and Big Pharma!",9/9/20,14,Foreign Worker,20,1,-16.47065391,4,1,0,5.950380586,1,0,0
Fanciful name again ðŸ˜Ž multi layer strategies,9/9/20,6,Foreign Worker,8,0,-17.74479248,0,0,0,9.23374887,1,0,0
"We must implement WFH permanently else it will be like dorm, wide spread.",10/9/20,13,Foreign Worker,13,1,-12.62639815,3,0,0,12.54897875,2,0,0
Are we reading fake news everyday,10/9/20,6,Foreign Worker,6,0,-11.84310612,1,0,1,19.03066659,2,0,0
"If u all have learn from other countries, dont declared clear until it is really clear LOL",9/9/20,17,Foreign Worker,17,1,-11.52894114,4,0,0,12.54897875,2,0,0
Surely I am not the only one who have seen foreign workers wearing their masks on their necks.,9/9/20,18,Foreign Worker,18,1,-10.54133248,4,0,1,8.715588971,1,0,0
"Wasting time, money and resources. Stemmed the root!",9/9/20,8,Foreign Worker,8,0,-11.81405405,2,1,0,9.23374887,1,0,0
Trying to go short cut lah...don't underestimate Covid-19,9/9/20,8,Foreign Worker,9,0,-14.32667762,3,0,0,19.03066659,2,0,0
"I have reported a complaint to BCA about FWs at worksites not complying to the covid-19 rules and regulation, namely about wearing of face mask. The mask was not worn and or were worn but under the chin without covering the nose and mouth. This was about a month ago when the dorms started showing re-infected numbers after been declared cleared. Till today, I can still see the same happenings at construction sites. I have been wondering if the lady I spoke to in BCA have reported upwards to her manager or just couldn't be bordered? If she did, what have the manager done about my complain? Took bus 35 from Bedok Mall. This bus passes by a dormitory along Tanah Merah Costal road. Most of the time, I can see FWs standing outside their dorm door without social distancing and without putting on face mask. Occasionally, I can see them walking from 1 door to another and mix socializing.  So, I have expected to see that re-infections in dorms is very likely and high.  A sad encounter... with stupid people in the BCA. I could tell and felt that the lady I spoke to was not interested as she did not even asked for my particulars for me to expect BCA's feedback and actions taken.  Where are the dormitory ambassador to control and ensure proper mask wearing and socializing control in the dorms?  There is no whistle blowing contact to the correct agencies.  Maybe I should take some photos and call the police at the same time to make it an issue.  Talk so much about covid-19 numbers coming from FWs but has it improved?  There is a need to step up control and enforcement in dormitories and worksites.",9/9/20,284,Foreign Worker,290,4,-11.05031839,61,16,10,0.298849386,0,1,1
Still gt ppls believed in wat they say...,11/9/20,8,Foreign Worker,8,0,-13.63985035,2,0,0,19.03066659,2,0,0
Did they all go back to work and part of the community since Aug 11th?,9/9/20,14,Foreign Worker,15,1,-9.808752668,1,1,0,9.23374887,1,0,0
"Lol, declared free but hv 45 cases daily, what a joke",9/9/20,10,Foreign Worker,11,1,-12.77915186,1,1,0,12.54897875,2,0,0
"Multi layered ah, like kueh lapis ah... So good ah",9/9/20,10,Foreign Worker,10,0,-16.12303296,1,0,0,15.37950829,2,0,0
"I think some of the migrant worker in the dormitories purposely get infected so that they no need to goes to work and had free foods and salary.Might be the contractor should check them.If every day,we had repeat FW get infection,our government will had a big problem to look after them.All the effort goes down to drain.Million of dollars wasted.How long can our government spend to them?",9/9/20,64,Foreign Worker,74,3,-10.69403049,16,2,2,2.239621679,0,1,1
"The PCR Tests are unreliable.  ""If we do a PCR corona test on an immuned person, it is not a virus that is detected, but a small shattered part of the viral genome. The test comes back positive for as long as there are tiny shattered parts of the virus left. Correct: Even if the infectious viruses are long dead, a corona test can come back positive, because the PCR method multiplies even a tiny fraction of the viral genetic material enough to be detected.  The PCR test with its extreme sensitivity was initially perfect to find out where the virus could be. But this test cannot identify whether the virus is still alive, i.e. still infectous.""  Beda M Stadler, former director of the Institute for Immunology at the University of Bern, a biologist and professor emeritus ",9/9/20,138,Foreign Worker,138,4,-11.50588404,18,5,2,1.021961602,0,0,1
When u give them free food free wifi free 5 star accommodation courtesy of taxpayers this is bound to happen. Cut their pay if they donâ€™t maintain their hygiene. Cases will definitely drop,9/9/20,32,Foreign Worker,34,2,-12.44594465,7,1,0,3.834386858,0,0,0
As far as I haveb been informed these idiots are not using the mask properly,9/9/20,15,Foreign Worker,15,1,-11.53407343,5,0,1,19.03066659,2,0,0
"2 7 -2 8 hoa mai street, phu nhuan district. Coffee shop",9/9/20,8,Foreign Worker,12,1,-16.32726866,0,0,0,5.950380586,1,0,0
"What nonsense is this ? Cleared means cleared. This is nonsense, going to 1 year already still not solve not recover ? Who wants to work if you don't work and still get paid.",9/9/20,30,Foreign Worker,32,2,-10.4534208,12,4,1,12.54897875,2,0,1
