Unnamed: 0,Unnamed: 0.1,Comments,Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
10,13,Hope the big Ox bulldoze all the travel barriers that the tiny rat have erected last year and we can resume travel and our SQ can soar again !,27/2/21,28,Social Distancing,28,2,-12.049601673080836,5,1,2,5.238626789188963,1,0,0.0
11,15,Hopefully next year celebration will be better ,26/2/21,7,Social Distancing,7,0,-10.87109519783177,1,1,0,14.314157420613999,2,0,0.0
12,16,Blessed YUAN XIAO to Mr PM Lee and Family 😀 💖🎉🎊🌈,26/2/21,9,Social Distancing,9,0,-13.748803219244602,1,1,0,6.64501573466839,1,0,0.0
13,20,Happy Chap Goh Mei to you and your family Mr Lee ,26/2/21,11,Social Distancing,11,1,-12.780964909256125,0,1,2,6.645015734668388,1,0,0.0
14,21,"Happy Chap Goh Mei to PM Lee and family. Yes, can't wait to usher in year of tiger with a roar next year 🐯🎉",26/2/21,22,Social Distancing,23,1,-12.031071525929017,2,2,0,4.008262676598012,0,0,0.0
15,22,Here's wishing You a blessed Chap Goh Meh.,26/2/21,7,Social Distancing,8,0,-15.464886202091233,2,0,1,14.314157420614004,2,0,0.0
16,23,Happy Chap Goh Meh to PM Lee and family and all the people of Singapore. ㊗️国人，总理和家人欢乐庆元宵。,26/2/21,15,Social Distancing,15,1,-12.944875712996978,0,1,0,4.79825364041963,0,0,0.0
17,24,"I wish PM Lee a very happy, healthy and smooth year 2021 and happy YuanXiao Jie. Next year we will usher into a New Year with a Roar🌈",26/2/21,27,Social Distancing,28,2,-11.912651412267158,2,1,1,5.767159097211728,1,0,0.0
18,25,"PM Lee, wish you and family Happy ChaP GoH Mei 🧧🧧🍊🍊🧨🧨",26/2/21,10,Social Distancing,10,0,-14.64874096302384,1,1,1,4.798253640419632,0,0,0.0
19,26,Chap Goh Mei! To PM Lee  and family always stay healthy and happy. God Bless you.,26/2/21,16,Social Distancing,16,1,-12.562227795843356,1,1,0,4.79825364041963,0,0,0.0
20,27,"Wishing a safe n healthy Chap Goh Mei Sir, l'm glad 2 hear the word healthy rather than Prosperous.",26/2/21,17,Social Distancing,19,1,-15.262055177643713,3,1,0,4.798253640419629,0,0,0.0
21,28,Happy Chap Goh Mei  to our PM and Singapore . ,26/2/21,9,Social Distancing,9,0,-14.154730471251787,0,1,1,8.157520887733783,1,0,0.0
22,31,"🙏In the morning, today many Thai people wake up early to give alms to monks. In the evening, temples are full of people listening to sermons. They often perform a ritual known as the candle ceremony where they walk clockwise three times around the temple. holding flowers, incense, and a lighted candle. Each of the three circuits represents one of the three jewels (ideas at the heart of Buddhism) - Buddha, Dhamma, and Sangha.??",27/2/21,73,Social Distancing,74,3,-11.75965759237111,10,2,0,1.4164932065126932,0,0,1.0
23,32,"Happy, Healthy n Wealthy,  Chap Goh Mei.",26/2/21,7,Social Distancing,7,0,-18.379647251075507,0,0,0,8.157520887733783,1,0,0.0
24,33,"Happy Chop Goh Meh Sir,,,",26/2/21,5,Social Distancing,5,0,-17.731301229806633,0,0,0,10.458498421283293,2,0,0.0
25,35,"👏👏👏 Actually today Myanmar Buddhist celebrate full moon day, showing unity cook for one type of glutinuous rice. Wish you ""healthy, happy & Longevity""",26/2/21,22,Social Distancing,22,1,-13.669623447215479,2,0,1,4.197650602367687,0,0,0.0
26,36,"Wishing you and your family a healthy and peaceful Year of the Ox, PM Lee. 🙏🏻",27/2/21,15,Social Distancing,15,1,-11.323587242338105,1,1,2,8.157520887733781,1,0,0.0
27,37,Thank you PM Lee for all you continue to do to keep citizens and residents safe...  ,27/2/21,16,Social Distancing,16,1,-10.03620182021333,4,1,1,10.458498421283293,2,0,0.0
28,38,"Thanks for your Speech PM Lee. Blessed fifteenth day of Chinese New Year to you and your family, stay safe stay home and stay healthy",26/2/21,25,Social Distancing,25,1,-11.452780515583115,3,1,3,3.225899236030004,0,0,0.0
29,39,Happy Cap Goh Mei PM Mr. Lee. Wishing you & your family Abundance of health and happiness! Hope next year the CNY celebration can back to normal. Proud of you.,28/2/21,29,Social Distancing,29,2,-12.340335901320593,1,2,2,2.2780122704353167,0,0,0.0
30,40,Inshallah next year I will try  see that snake walk on Chinese Year. ,26/2/21,13,Social Distancing,13,1,-11.504471949866323,3,1,1,12.26389218527315,2,0,0.0
31,41,"Sir, you are right. Usher with a roar in the Year of Tiger 😃 Happy Chap Goh Mei 😊",26/2/21,17,Social Distancing,17,1,-12.592039133913088,1,0,1,4.798253640419629,0,0,0.0
32,42,"Happy Chinese New Year, PM Lee.",26/2/21,6,Social Distancing,6,0,-12.573998890332104,0,0,0,8.15752088773378,1,0,0.0
33,43,"Blessed Yuan Xiao Dear PM Lee, thank you!",26/2/21,8,Social Distancing,8,0,-14.82659481732337,1,0,0,8.15752088773378,1,0,0.0
34,44,Happy Yuan Xiao jie to all,26/2/21,6,Social Distancing,6,0,-14.341797681399,0,0,0,14.314157420614006,2,0,0.0
35,45,"Happy Chap Goh Mei, Mr Lee.",26/2/21,6,Social Distancing,6,0,-15.993588012739128,0,0,0,8.157520887733783,1,0,0.0
36,46,Happy  chap Goh Mei PM Lee & family. ,26/2/21,7,Social Distancing,7,0,-15.944224312133167,0,0,0,6.645015734668388,1,0,0.0
37,47,See doctor sir ..not feeling well,26/2/21,6,Social Distancing,6,0,-12.010160601343712,2,0,0,21.85377547518344,3,0,0.0
38,50,I miss China Town in Singapore...,26/2/21,6,Social Distancing,6,0,-11.225682427252972,1,0,0,14.314157420613999,2,0,0.0
39,51,The very same to you Sir,26/2/21,6,Social Distancing,6,0,-9.199697653977113,0,0,1,41.612888760855476,4,0,0.0
40,53,"Thanks to our dear PM, we celebrated our CNYr smooth & safe.",28/2/21,11,Social Distancing,11,1,-12.971990425632468,1,0,2,10.458498421283293,2,0,0.0
41,55,"Happy Chap Goh Mei to you & family,  Sir !",26/2/21,8,Social Distancing,8,0,-14.66881618545393,0,0,1,8.157520887733783,1,0,0.0
42,56,Wishing Mr PM and Sir's dear family a safe and healthy Chap Goh Mei. ^^,26/2/21,13,Social Distancing,14,1,-14.401978420480898,2,1,0,5.58231984906241,1,0,0.0
43,65,THANK YOU PM LEE SIR!  Happy Yuan Xiao Jie!  Fu Man! Jian Kang to you Sir!  😊,26/2/21,16,Social Distancing,16,1,-14.9005882949477,0,0,2,3.2258992360300036,0,0,0.0
44,70,Wishing all a roaring Ox year.,27/2/21,6,Social Distancing,6,0,-13.438913893823138,1,0,0,14.314157420614002,2,0,0.0
45,71,Happy chap goh mei daddy lee hsien loong,26/2/21,8,Social Distancing,8,0,-20.514869198225814,0,0,0,6.645015734668388,1,0,0.0
46,75,Happy chinese new year fams... I love the Chinese,27/2/21,9,Social Distancing,9,0,-12.112711491123001,1,0,0,21.85377547518344,3,0,0.0
47,77,Let's work together and wipe out coronavirus in 2021.,26/2/21,7,Social Distancing,9,0,-12.292896293674549,1,1,0,41.61288876085548,4,0,0.0
48,78,"THE BIG EAR MUST RULE FOREVER . GOOD LUCK TO YOU , PRIME MINISTER LEE HSIEN LOONG .",26/2/21,15,Social Distancing,15,1,-19.367718553241513,0,0,1,2.7591983470590367,0,0,0.0
49,79,Blessed YUAN XIAO to Mr.PM Lee and Family,27/2/21,7,Social Distancing,9,0,-13.748803219244602,1,1,0,10.458498421283293,2,0,0.0
50,80,Happy Chap Goh Meh to PM Lee and family and all the people of Singapore,26/2/21,15,Social Distancing,15,1,-11.97010206655286,0,1,0,4.79825364041963,0,0,0.0
51,81,Happy Chap Goh Mei PM..god bless,26/2/21,7,Social Distancing,7,0,-17.383194496009107,0,0,0,6.645015734668388,1,0,0.0
52,84,Happy Chap Goh Mei everyone 🎊🎊🎊,28/2/21,5,Social Distancing,5,0,-17.07240228007624,0,0,0,10.458498421283295,2,0,0.0
53,95,Happy Chap Go Mea ! Dear PM Lee And family.🎉🧧🧧,27/2/21,9,Social Distancing,9,0,-13.923341190796055,0,1,0,6.64501573466839,1,0,0.0
54,96,Happy Chap Goh  Mei PM!Wishing u n your family good health & happiness 💗💕,27/2/21,13,Social Distancing,13,1,-15.938410721691612,0,0,1,5.408315196212943,1,0,0.0
55,97,Happy and healthy days always ,27/2/21,5,Social Distancing,5,0,-10.741528675780787,0,1,0,41.61288876085548,4,0,0.0
56,98,"dearr,,LHL💘🇸🇬🌹 #Wish,happySG🇸🇬   Chop Goh Mei🇸🇬 🇸🇬Great@PM😍🇸🇬",27/2/21,6,Social Distancing,6,0,-19.473357774584795,0,0,0,10.458498421283293,2,0,0.0
57,99,"Prime minister Lee, I pray that the Lord renew your strength like the Eagles 🦅 I wish above all things that thou mayest prosper and be in health, even as thy soul prospereth, in Jesus name, Amen ✝️🌈🙅‍♀️",27/2/21,36,Social Distancing,36,2,-12.472130014875896,5,2,2,2.466155552402885,0,0,0.0
58,101,Happy Chap Goh Mei Sir! ,27/2/21,5,Social Distancing,5,0,-17.800474146353107,0,0,0,10.458498421283293,2,0,0.0
59,102,"Good evening Sir and everyone  Wishing you , family and everyone ‘ Blessed Chap Goh Mei ‘ ",26/2/21,14,Social Distancing,14,1,-14.476616295347927,1,1,1,4.546783835047187,0,0,0.0
60,107,Wishing everyone’s happy Chap Goh Mei,26/2/21,7,Social Distancing,6,0,-17.95648982332707,1,0,0,8.157520887733783,1,0,0.0
61,116,Happy chap Goh mei to you our dear prime minister Lee Hsien Loong god bless you we love u too,26/2/21,20,Social Distancing,20,1,-14.719342499423544,1,0,3,4.197650602367687,0,0,0.0
62,119,😭😭Help Myanmar please We Dangerous,26/2/21,5,Social Distancing,5,0,-13.580156664722978,1,0,1,21.85377547518344,3,0,0.0
63,121,Happy Chap Goh Meh to Mr. PM Lee and family. May you and your family enjoy Good Health and Happiness🍊🍊,26/2/21,20,Social Distancing,20,1,-12.348773021443487,0,2,2,3.8921432905835007,0,0,0.0
64,122,"May this night bless our Country and our PM and ministers, good health.❤️",26/2/21,13,Social Distancing,13,1,-11.02480750014524,0,1,1,8.157520887733781,1,0,0.0
65,125,Happy chap Goh Mei Thank you PM Lee Sir 🙏🙏🌹🌹🥀🥀🌷🌷🌻🌻,26/2/21,9,Social Distancing,9,0,-15.733414814289052,1,0,1,6.64501573466839,1,0,0.0
66,126,"Blessed Yuan Xiao Dear PM Lee, thank you!",26/2/21,8,Social Distancing,8,0,-14.82659481732337,1,0,0,8.15752088773378,1,0,0.0
67,130,"Dear PM Lee, Wishing you and team good health and happiness.",26/2/21,11,Social Distancing,11,1,-11.922884667432113,1,1,1,6.43323337802357,1,0,0.0
68,133,元宵節快乐 Chap Goh Mei (正月十五夜）is also known as 上元节 which we would pray for fortune and wealth from 天官 the assistant of 玉皇大帝 天公,26/2/21,19,Social Distancing,19,1,-14.49916035210909,3,2,1,6.645015734668388,1,0,0.0
69,136,Happy and Blessed Chap Goh Meh PM Lee and family 👍😎,26/2/21,10,Social Distancing,10,0,-14.70276630879607,1,1,0,6.645015734668388,1,0,0.0
70,137,Very nice daddy lee hsien loong,26/2/21,6,Social Distancing,6,0,-18.13584681991298,0,0,0,14.314157420614002,2,0,0.0
71,145,"Thank you sir, you and your family too",26/2/21,8,Social Distancing,8,0,-10.270088670549955,1,1,2,21.85377547518344,3,0,0.0
72,147,Wishing you 元宵节快乐 to our great leadership PM Lee💞❤♥️🇸🇬 Please stay safe and healthy PM Lee always🙏💪❤💞🇸🇬,26/2/21,16,Social Distancing,16,1,-12.788526228544676,2,1,2,9.298502971817507,1,0,0.0
73,152,Good Evening Our Dearest PM Lee 👍👍👍❤️❤️❤️ Thanks For Sharing And Happy Lunar New Year Day 15👍👍👍❤️❤️❤️ ( Chap Goh Mei )🏮🏮🏮 Bests Wishes To You And Your Family 👍👍👍❤️❤️❤️ Must Take Good Care And Must Drink More Water 👍👍👍❤️❤️❤️,26/2/21,34,Social Distancing,35,2,-15.686653773918557,3,1,3,1.3833317362132387,0,0,0.0
74,153,"Happy Chap Goh Mei  Happy Chinese Valentine's Day. May you enjoy good health, peace and success!",26/2/21,15,Social Distancing,16,1,-13.628522059602352,1,1,1,3.245603014617651,0,0,0.0
75,154,"元宵节快 dear PM , yes 👍 looking forward to a better tomorrow, and I m sure we will get there eventually , thank you 🙏 for looking after Singapore ",26/2/21,24,Social Distancing,24,1,-11.417324450091781,5,1,3,14.314157420614002,2,0,0.0
76,156,😊✨🌈 A Beautiful Moves With A Wonderful Moving 🌈✨🇸🇬✨🌈 UPKEEP 🇸🇬👍 🙏 HEALTHIER 💓💪 HAPPIER 👍 😊☺️👍 Thanks ! ☺️,26/2/21,11,Social Distancing,11,1,-16.97747571281729,1,0,0,6.64501573466839,1,0,0.0
77,158,HAPPY CHAP GOH MEH MY DEAREST PM LEE 👍👍👏👏👏👏❤❤,26/2/21,8,Social Distancing,8,0,-20.007204994816572,0,0,1,4.798253640419632,0,0,0.0
78,159,A blessed Chap Goh Mei Sir❤❤❤😇😇😇 God bless you and your family always 😇🙏🙌❤😀,26/2/21,13,Social Distancing,13,1,-13.977213219307625,0,1,2,6.645015734668388,1,0,0.0
79,162,Happy belated Hari Raya! HAHAHAHAHAHA,26/2/21,5,Social Distancing,5,0,-16.515608545608394,1,0,0,14.314157420613999,2,0,0.0
80,164,Happy Chap Goh Mei Sir,26/2/21,5,Social Distancing,5,0,-17.800474146353107,0,0,0,10.458498421283293,2,0,0.0
81,166,Happy Chap Goh Mei🥳🍾🎈🍬🎂🥂🎊Mr Lee,26/2/21,6,Social Distancing,6,0,-15.993588012739128,0,0,0,14.314157420614002,2,0,0.0
82,172,Happy Chap Goh Mei PM Mr Lee,26/2/21,7,Social Distancing,7,0,-15.823190095376702,0,0,0,6.645015734668388,1,0,0.0
83,175,"The ""Lau Hero"" still sings!  Creative video indeed, well done!",6/2/21,10,Social Distancing,10,0,-12.545013182925077,2,1,0,14.314157420613999,2,0,0.0
84,176,"Happy New Year，Happy 牛 Year, 牛年吉祥",12/2/21,5,Social Distancing,4,0,-16.158783795992818,0,0,0,21.85377547518344,3,0,0.0
85,177,Ok you all can enjoy yourselves but don't forget  the air around you got covit19. Don't breathe in.,9/2/21,16,Social Distancing,18,1,-11.700535605332787,3,1,2,21.85377547518344,3,0,0.0
86,178,The Year Of The OX.....Is All About Pushing Oneself FORWARD : WORK HARD 😓: DON’T SLACK : ,12/2/21,16,Social Distancing,15,1,-17.04554022048853,2,0,0,4.197650602367686,0,0,0.0
87,179,I like this video very much..so local,11/2/21,8,Social Distancing,8,0,-9.399566290985,1,0,0,41.61288876085548,4,0,0.0
88,180,"Very nice video. Steady la, Wong Chin Yen with his oldies",13/2/21,11,Social Distancing,11,1,-14.26016454488038,0,0,0,6.645015734668391,1,0,0.0
89,181,You can’t be steady unless you wear your mask whenever necessary.,9/2/21,12,Social Distancing,11,1,-12.199318226306795,3,0,2,41.61288876085548,4,0,0.0
90,182,This is hilarious and authentic,9/2/21,5,Social Distancing,5,0,-10.317145472920911,1,1,0,163.63997928494302,4,0,0.0
91,185,It's steadfast feet... some parts of Singapore is still overcrowded... walk thru Tekka Hawkers' Ctr  on Sunday!  Phew! Are you sure  there's  safe distancing in practice?  Someone is keeping their eyes closed!  Take  Care!,16/2/21,32,Social Distancing,34,2,-12.736454924201293,6,1,1,2.3387907475114145,0,0,0.0
92,186,Hello !  Now 21 Century Lau Heros and Old Women Go Home Rest Watch TV Programme,16/2/21,14,Social Distancing,15,1,-14.438940190238096,0,1,0,3.024407154841389,0,0,0.0
93,187,"Ya, we are preparing reunion meal for our Neighbours upstairs ",11/2/21,10,Social Distancing,10,0,-13.459096450113277,2,0,2,8.157520887733781,1,0,0.0
94,189,You're still lucky. Last Hari Raya was during the circuit breaker period. Worse than this year CNY. Please stay safe and abide by the covid19 safe distancing rules. Don't sabo us OK? 🤪,16/2/21,30,Social Distancing,32,2,-12.869066612770457,5,2,1,3.723688837392939,0,0,0.0
95,191,"No other thing in this picture influence me. Whenever Wong Chin Yen appears, song after song came into my head. Music over covid -19 ???",13/2/21,23,Social Distancing,24,1,-12.763791452047462,3,0,1,4.008262676598012,0,0,0.0
96,192,I am a bit sceptical when you say look out for one another..especially with the 8 pax ruling!!!🤪🤪🤪,11/2/21,18,Social Distancing,19,1,-10.66221729790475,3,1,1,14.314157420614004,2,0,0.0
97,194,this is so cute and reminds me of the high-energy NTUC income ad Wee Xuan Yi,10/2/21,15,Social Distancing,16,1,-13.620611412088392,2,1,1,6.645015734668389,1,0,0.0
98,201,This adv is cute when 1st watch on TV..,10/2/21,8,Social Distancing,9,0,-12.247032514761546,1,1,0,14.314157420614004,2,0,0.0
99,203,Must wear red underwear for luck meh?,14/2/21,7,Social Distancing,7,0,-14.44470099117288,0,0,0,8.157520887733781,1,0,0.0
100,204,This year steady la 25 pax together ,13/2/21,6,Social Distancing,7,0,-13.148695594358786,0,0,0,14.314157420614004,2,0,0.0
101,205,❤️❤️Artist  wish everyone Happy Lunar New Year!❤️❤️  www.benpuah.com ,13/2/21,6,Social Distancing,10,0,-15.348877174665681,0,0,0,8.157520887733783,1,0,0.0
102,207,Happy chinese new year everyone,12/2/21,5,Social Distancing,5,0,-13.183878324093333,0,0,0,21.85377547518344,3,0,0.0
103,212,"Awesome, soooo beautuful. Love the video",16/2/21,6,Social Distancing,6,0,-13.37142099102213,0,0,0,10.458498421283293,2,0,0.0
104,213,Dan Wa Men Lau De!  Happy  Lunar  New Year!  🤠🥳😊😇🥰🤠🥳🤑,16/2/21,9,Social Distancing,9,0,-14.451263107754572,0,0,0,4.197650602367685,0,0,0.0
105,215,Great shot for TVC teams👍love it😬,16/2/21,7,Social Distancing,6,0,-12.134180601229124,1,0,0,14.314157420613999,2,0,0.0
106,226,Not bad Matthew Ng WS,13/2/21,5,Social Distancing,5,0,-14.803813593439124,0,0,0,14.314157420613999,2,0,0.0
107,232,Chúc e gái nĂm mới vạn sự như ý🧧😂🎆🌸🧨🎈! Lấy ck nhớ báo trc 1 tháng nhé 😂😂 c phải cách ly 14 ngày đấy,12/2/21,5,Social Distancing,24,1,-21.270348163423026,3,0,0,21.85377547518344,3,0,0.0
108,233,Raymond khoo n family happy new year of the ox,12/2/21,10,Social Distancing,10,0,-12.88742984988835,1,0,0,10.458498421283293,2,0,0.0
109,234,I watch this video over n over again . Thumbs up 👍 ,12/2/21,10,Social Distancing,10,0,-10.940375535888643,1,0,0,41.61288876085548,4,0,0.0
110,240,Happy New Year 2021 to you bro Teo n family 😀,12/2/21,9,Social Distancing,10,0,-13.72615541746269,1,0,1,10.458498421283293,2,0,0.0
111,241,"Have a happy and safe Chinese New Year Mr Prime Minister Lee and all Singaporeans Chinese. Be safe, be wise and take all safety precautions before mixing with your loved ones.",7/2/21,31,Social Distancing,31,2,-11.569738972108349,4,2,1,2.933031148842775,0,0,0.0
112,242,Singapore is A GARDEN IN THE CITY and the best place to work & live . Very safe and easy to move around. Singaporeans should be extremely proud of their country and leadership under H.E PM Lee Hsien Loong.,5/2/21,38,Social Distancing,38,2,-11.661506950360963,4,3,0,2.5334253511566023,0,1,1.0
113,243,Happy Chinese New Year to all ..  Hope for the better future and best life for everyone.. So beautifully decorated in front of our house at Bukit Batok near Bukit Gombak MRT for Chinese New Year.. Its so colourful and pleasure to see .. Feel very happy when looking at those decorations daily ..,6/2/21,51,Social Distancing,51,3,-12.424104416798134,3,3,1,1.8934776156876911,0,0,0.0
114,244,Wish I could be there really miss my holidays to Singapore from the UK.,5/2/21,14,Social Distancing,14,1,-10.731438383265848,2,0,2,14.314157420613999,2,0,0.0
115,245,Happy lunar niu year to you too PM Lee!! God bless you and your family! 💖,5/2/21,15,Social Distancing,15,1,-11.748308092296655,0,1,3,5.58231984906241,1,0,0.0
116,247,"Happy New Lunar Year to you, family and members of your team, Mr. PM. Thank you to all of you for keeping our country safe. I am so lucky to be a Singaporean.",5/2/21,33,Social Distancing,33,2,-9.984035682877266,3,1,4,3.7236888373929387,0,0,0.0
117,249,"Wow, so beautiful. What a shame that I can’t go to Singapore at the moment also stuck in uk",6/2/21,20,Social Distancing,19,1,-10.398012460537267,3,1,1,8.15752088773378,1,0,0.0
118,250,"Happy and blessed Lunar New Year to PM & Mrs Lee Hsien Loong and all celebrating, enjoy and be safe!👏🙏",7/2/21,19,Social Distancing,19,1,-12.428329306489355,3,1,0,3.72368883739294,0,0,0.0
119,252,I sow nice place Singapore.. My favourite place.,5/2/21,8,Social Distancing,8,0,-12.89630256917571,1,0,1,12.26389218527315,2,0,0.0
120,253,"Ox-some Lunar New Year to you too Mr PM! ♥️   May the year engender patience, calm and the indomitable will to overcome all odds in all hearts! ",5/2/21,25,Social Distancing,26,2,-11.508880411606446,1,1,1,3.225899236030004,0,0,0.0
121,254,"Though 2021 CNY is a much quieter one but  looking at this photo, it has the festive feel❗️",5/2/21,17,Social Distancing,18,1,-11.233822713611804,3,1,0,14.314157420613999,2,0,1.0
122,255,"A very Happy, Healthy Lunar New Year to you and all your loved ones, PM Lee, with an abundance of blessings always!   Thank you from the bottom of my heart for the good life you have made for us here in Singapore!",10/2/21,42,Social Distancing,42,2,-10.588400720985714,3,1,5,2.533425351156602,0,0,0.0
123,256,Oh! Gardens by the Bay. Nice,5/2/21,6,Social Distancing,6,0,-9.88459700143914,0,0,0,14.314157420614004,2,0,0.0
124,257,To PM HL Lee and family ...,5/2/21,6,Social Distancing,6,0,-12.411841553676023,0,1,0,10.458498421283293,2,0,0.0
125,258,So sad to miss two years of visiting our favorite places in Singapore...soon 🤲,5/2/21,14,Social Distancing,14,1,-10.938673468798363,2,0,1,14.314157420613999,2,0,0.0
126,259,Yes certainly a different way of celebrating CNY,5/2/21,8,Social Distancing,8,0,-11.552024260264858,1,0,0,21.85377547518344,3,0,0.0
127,260,Happy CNY to everyone . Singapore extremely proud have a good  . Leader,5/2/21,11,Social Distancing,11,1,-11.11470567715207,2,0,0,14.314157420613999,2,0,0.0
128,261,Blessed Lunar 牛Year to you and family too! ,5/2/21,7,Social Distancing,8,0,-12.326314385617382,1,1,1,21.85377547518344,3,0,0.0
129,262,"Yes, will certainly take precautions and wait for things to get better and better.",5/2/21,14,Social Distancing,14,1,-10.084072604038663,2,1,0,14.314157420613999,2,0,0.0
130,263,Thank you Mr Lee and Happy Lunar New Year!,5/2/21,9,Social Distancing,9,0,-11.787270604051173,0,1,1,5.582319849062409,1,0,0.0
131,264,"Dear PM, blessed happy lunar new year, wishing we all strong like a Ox to overcome any obstacles.",5/2/21,18,Social Distancing,18,1,-12.686533214846907,2,0,1,6.64501573466839,1,0,0.0
132,265,"PM Lee,  A blessed  Chinese New Year to you n your family too. May the Lord continue to bless you and your team with great health, joy, wisdom to lead our country. Cheers !",7/2/21,33,Social Distancing,33,2,-11.002040610030626,4,1,5,2.278012270435316,0,0,0.0
133,266,"Happy Lunar Chinese New Year to our PM Lee & all celebrating CNY. Wishing for a year filled with Abundance, Surplus, and Lot of Laughter with Great Fortune. Toss to an Auspicious and a Prosperous Chinese Lunar New Year.",5/2/21,38,Social Distancing,38,2,-13.061548011461507,2,2,1,1.9954026572179333,0,0,0.0
134,267,Wishing you a Happy New Year Lee Hsien Loong Sir.. Here in Blk 700B Ang Mo Kio as usual our Lift Lobby look  bright and cheerful bringging the mood. ,5/2/21,28,Social Distancing,29,2,-14.93391373425993,2,1,2,2.338790747511415,0,0,0.0
135,268,"Wishing you PM, sir and all Singaporean a Happy Lunar New Year. Please stay safe everyone to end this pandemic ",5/2/21,20,Social Distancing,20,1,-12.350722323275319,3,1,1,4.197650602367686,0,0,0.0
136,269,Have a wanderful NIU Year! God bless.,5/2/21,7,Social Distancing,7,0,-14.033404333758833,1,0,0,14.314157420614002,2,0,0.0
137,270,PM U must go jalan jalan to see the dahlia grown locally for the first time ,5/2/21,16,Social Distancing,16,1,-12.384678673535802,3,0,0,7.430894621083496,1,0,0.0
138,271,Happy niu year to you too pm!!!,5/2/21,7,Social Distancing,7,0,-12.206965352433512,1,0,1,41.612888760855476,4,0,0.0
139,273,HAPPY CHINESE NEW YEAR TO ALL SINGAPOREAN.,5/2/21,7,Social Distancing,7,0,-18.626141209511385,0,0,0,5.58231984906241,1,0,0.0
140,274,"Happy Lunar Niu Year, PM Lee",5/2/21,6,Social Distancing,6,0,-15.485084950580587,0,0,0,8.157520887733781,1,0,0.0
141,275,I like it when you call this LNY instead of CNY 😊,5/2/21,11,Social Distancing,11,1,-11.19633112738891,2,2,1,21.85377547518344,3,0,0.0
142,276,Blessed 🐂-year to PM & loved ones! 🎉,5/2/21,6,Social Distancing,6,0,-13.867986228027318,2,0,0,21.85377547518344,3,0,0.0
143,277,Happy Chinese New Year! Gong Xi Fa Cai!,5/2/21,8,Social Distancing,8,0,-14.426894899872565,0,0,0,5.582319849062408,1,0,0.0
144,278,Happy  ( Ox year )lunar new year . We are celebrating in Nepal .Happy  lhochhar in tibet and nepal.,5/2/21,17,Social Distancing,17,1,-13.609795833963146,2,1,0,7.430894621083496,1,0,0.0
