Unnamed: 0,Unnamed: 0.1,Comments,Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
24,27,Any government who cannot create jobs for its people must go!!!!!,8/3/21,11,Economic Measures,11,1,-10.360007681606136,3,0,0,154.07135194515484,4,0,0.0
25,28,"Singaporeans are choosy.... As long as there are foreigners doing jobs like bus drivers,  cleaning n retail.... There are jobs available for Singaporeans (according to a Malay Pakcik who is a businessman in selling fish.  He wants to employ Singaporeans to help but end up employ a Bangladeshi n China workers as fish mongers at a Yishun market.  Singaporeans don't want to work during weekends n PHs,  but it's during weekends n PHs that his business is brisk)",9/3/21,76,Economic Measures,78,3,-12.410129671465196,16,2,0,16.17195360829653,2,0,0.0
26,29,"What should NTUC do for their members? Is insurance the answer? What else is missing? What did I write on this in 2011? ====== Forum: A good insurance plan can help the jobless, while avoiding pitfalls PUBLISHED6 HOURS AGO on 8th Marh 2021 in ST Forum FACEBOOKTWITTER The idea of implementing an unemployment insurance scheme in Singapore has been mooted several times over the years, and it was again discussed at a recent Parliament session. The pushback on its introduction has always been that such a scheme may lead to the unemployed not wanting to seek employment. However, implementing this scheme and encouraging the unemployed to actively seek employment need not be mutually exclusive if the insurance scheme is carefully thought out and calibrated to avoid unintended pitfalls. A potential unemployment insurance scheme could base its premium on policyholders' declared monthly income. In the event of verified unemployment, the monthly payout could be pegged at a certain percentage of the insured's last drawn monthly salary, subject to a maximum of 24 months' payout. The payout could be calibrated in such a way that it would not see the insured falling into immediate financial hardship, but yet not be lucrative enough to discourage the insured from actively seeking employment, since the payout would be only a fraction of his last drawn monthly salary, and will last for only a period of time. As the economy transforms and the employment landscape goes through structural changes, I believe more people will go through periods of unemployment during their career. Such a scheme will go a long way in helping individuals and families to weather periods of uncertainty in their lives. Luo Siao Ping",8/3/21,274,Economic Measures,279,4,-11.367605662983438,47,9,2,4.593217031294596,0,1,1.0
27,30,You have to save money https://investment.ceo/8-personal-finance-apps-of-2021-are-highly-recommended/,8/3/21,5,Economic Measures,5,0,-13.084420985533338,2,0,0,236.57610590533477,4,0,0.0
28,31,Increase subsidy.by 20% .will soon result increase charges and fee by 30% for. B2 or C...back to square.,5/3/21,15,Economic Measures,20,1,-11.400479434128425,2,2,0,79.82314003075618,4,0,0.0
29,32,Koh Poh Koon trying to prove his worth,5/3/21,8,Economic Measures,8,0,-13.880932983824811,2,0,0,115.29688596683492,4,0,0.0
30,33,"Continuous improvement is good... Government needs plenty of resources to help the poor... Singapore should follow the world happiest country, Finland. In Finland, the income tax average is 53 percent and gst is 24 percent. Then the government got resources to help the poor... No poor. Note that Finland unemployment rate is 8.4 percent",5/3/21,51,Economic Measures,55,3,-11.287788048274656,9,1,0,18.339393094239124,2,1,0.0
31,35,"Based on residential address. That's a problem. As a result, some people will have less subsidies because of a high income earner living in the same address, but when you are a dependent who earns zero or little income, you get less subsidy",5/3/21,42,Economic Measures,43,2,-10.509324963730634,5,3,1,35.6731498603255,4,0,0.0
32,36,"govn cant just concentrate on helping the poor. the middle incomers need help as well. increase GST and taxes hit harder on middle income group than lower income group and high income gp. as lower income dont need to pay taxes and they got help fm govn, while the high income gp dont mind or care about taxes increase as that dont affect them at all , the worse is the middle income gp as they hv to face the increase in taxes and that affect them most. ",6/3/21,87,Economic Measures,87,3,-11.841481879826196,14,4,0,15.399474382219289,2,0,1.0
33,37,After this will there be whiners around?Helping almost everyone on the little red dot but old habits die hard when it comes to grumblers,5/3/21,25,Economic Measures,25,1,-11.813364604486765,4,2,0,90.02233435309249,4,0,0.0
34,38,"Our government is ever taking Singapore to greater heights... I have faith and trust that Singapore has the tier one government that gives us the edge over many other countries. I just read that the president of UMNO, when he was home affairs minister, is charge with collecting 6 million from the vendor who will supply passport for the next 5 years... So what if a country is blessed with petroleum, natural gas deposits and rare earth deposits and plenty of resources.",5/3/21,80,Economic Measures,82,3,-10.56728075826046,15,5,1,14.961217553607773,2,0,1.0
35,39,Who will go bust within 400 or 800 days?,6/3/21,7,Economic Measures,9,0,-11.704211342166996,1,1,0,438.2264737680187,4,0,0.0
36,40,“There's no evidence that any of the current Covid-19 vaccines can completely stop people from being infected – and this has implications for our prospects of achieving herd immunity.”  https://www.bbc.com/future/article/20210203-why-vaccinated-people-may-still-be-able-to-spread-covid-19,5/3/21,27,Economic Measures,28,2,-12.119838677886795,5,1,1,60.96828429209325,4,0,0.0
37,41,Can we finally get the permit to install solar panels in our flats? I just need enough to power my laptop as I'm WFH. ,5/3/21,23,Economic Measures,24,1,-11.297046764086607,3,1,3,115.29688596683495,4,0,0.0
38,42,Let's stop using electricity for 1 week! This will force the companies to relook into their pricing,4/3/21,15,Economic Measures,17,1,-10.750669309850638,3,0,0,115.29688596683492,4,0,0.0
39,43,"The Government should look into Japan's HOUSE ENERGY INNOVATION and allows us to install solar panels as window panel and convert it to electricity to achieve ""zero energy bill"", since we sunny all year round!",4/3/21,34,Economic Measures,35,2,-12.43447653972543,7,1,2,37.620743324480145,4,1,0.0
40,44,"As consumers, we fully agree with a gradual increase in electricity prices as the current prices are too low. This will help promote a greener economy.",4/3/21,26,Economic Measures,26,2,-10.902050314345995,4,0,1,66.46670126592099,4,0,0.0
41,45,"You think the Government didn't foresee the petrol pricing hike? That's why the petrol tax is introduced first, then petrol hike, last but not lest electricity is to be increase because it's tied to petrol pricing.",4/3/21,33,Economic Measures,36,2,-11.884248567410445,9,2,0,45.139840178354696,4,0,0.0
42,46,"""Even if prices must go up, the Government will do its best to ensure that this increase is gradual, and it will act where necessary to minimise excessive surges,"" said Dr Tan.  After the announcement of 15c petrol duty, petrol price increase went up as high as 33c for SPC and 27c for Esso the following week. The price for Caltex now is $2.99 for 98, all time high to almost $3/L.   Talk about effort for gradual increase . One shot went from Low to all time high right after covid .",4/3/21,85,Economic Measures,92,3,-11.673473391261869,10,3,0,15.815491208489883,2,0,0.0
43,47,"Fixed for 2 yrs already, a few months back when prices were rock low 😎. Why so many comments all complaining... all never change supplier and fix prices ah ?",4/3/21,27,Economic Measures,28,2,-11.88666070679812,5,2,0,80.39219561215872,4,0,0.0
44,48,Lol. So what happens when more and more electric vehicles tap into the same grid? How is gahmen going  to mitigate price rise then?,4/3/21,24,Economic Measures,24,1,-11.26421361930653,5,2,0,73.21531792516721,4,0,0.0
45,49,"Don talk rocks , when the oil price drop did you really drop the price ?",4/3/21,14,Economic Measures,14,1,-11.03060455742601,2,1,1,66.87800309200159,4,0,0.0
46,50,Announce the increase of electricity and all electric vehicles at the same time,4/3/21,13,Economic Measures,13,1,-10.235845052223695,0,1,0,114.02090531095263,4,0,0.0
47,51,Never see the dip in the tariff. When? Lowest? How low? Remember electricity tariff dip once by cents only and keeps going up.,4/3/21,23,Economic Measures,23,1,-11.166181255024577,3,1,0,61.475697473328204,4,0,0.0
48,52,I vant to ask if there is a minimum charge for 1-2-3-4-5 room-Exec etc. for electricity charges.,4/3/21,15,Economic Measures,17,1,-11.974992330579232,3,1,0,114.60799059823412,4,0,0.0
49,53,I want to migrate to US! Open the air port !  After the swamp in US is drained 😠,6/3/21,17,Economic Measures,17,1,-9.74700078377291,4,0,1,115.29688596683494,4,0,0.0
50,54,Weather is scorching hot. Hope the Govt will be kind enough not to raise anymore stuff. ,4/3/21,16,Economic Measures,16,1,-11.394755525909213,5,0,0,115.29688596683494,4,0,0.0
51,55,1) Enforce working from home 2) Raise electricity prices  Brilliant tactics but that reveals where your real interests lie. ,4/3/21,17,Economic Measures,19,1,-12.903103604362746,2,1,1,52.48973107078711,4,0,0.0
52,56,....everything Up....Up....Up....Garmen can provide the necessary cushion to give the people some space to breathe......? why must follow others erh ? ,4/3/21,23,Economic Measures,23,1,-12.127715920920615,5,0,0,56.01264152206184,4,0,0.0
53,57,"people talking about electricity prices, there is this thing called OME - FIXED PRICE scheme. Go google.",5/3/21,16,Economic Measures,17,1,-13.92854428592511,3,0,0,39.67161711698655,4,0,0.0
54,58,Lol.. now Gov encourages ppl to use electric vehicles.. but of cos increase electricity pricing 1st,5/3/21,15,Economic Measures,16,1,-13.516281212561363,2,1,0,60.93422925050885,4,0,0.0
55,59,Everything also rise. Blood pressure also rise!!!,4/3/21,7,Economic Measures,7,0,-11.171375031081016,1,2,0,101.38283081019152,4,0,0.0
56,61,"When oil price drops, they say its not tied to crude oil price.",4/3/21,13,Economic Measures,13,1,-11.369960326018804,3,0,0,115.56719603890706,4,0,0.0
57,62,"So recently we have this massive increase of solar panels, excess electricity produced by power plants... and then?",4/3/21,18,Economic Measures,18,1,-11.349687734149018,2,1,1,89.47693547837017,4,0,0.0
58,63,Wanted to buy eV car this weekend but now...,4/3/21,9,Economic Measures,9,0,-11.97152697624467,2,1,0,236.57610590533477,4,0,0.0
59,64,"everytime pattern also same one lah..now even worse,have to feed so many new tcss paper useless million paid 4g",4/3/21,20,Economic Measures,21,1,-13.353651015514403,3,1,0,115.29688596683492,4,0,0.0
60,65,Solar power also rise ??? Think I must charge my dear for my horse power too.,4/3/21,15,Economic Measures,15,1,-11.429998185059572,3,1,2,133.41131870475346,4,0,0.0
61,66,"What a good time to increase  fuel tax, against the backdrop of a pandemic!",4/3/21,14,Economic Measures,14,1,-9.88033252036377,1,0,0,114.12271539227199,4,0,0.0
62,67,"It's all controlled. That's goes without saying. When fuel price drop, there isn't any significant reduction at all and those ppl in white is smart enough to impose petrol tax to producer and let producer to increase price on motorist ... Commoner suffers",4/3/21,39,Economic Measures,42,2,-11.524777420368233,8,1,0,40.27292597122101,4,0,0.0
63,68,"When Fuel Prices dip to their lowest levels, did the electricity prices dip to their lowest levels or just maintain at the same level? Then when the Fuel Prices increases, the electricity price will be raised from that price level. Amazing strategy :)",4/3/21,42,Economic Measures,42,2,-11.487045742962586,7,2,0,32.79801196055214,3,0,0.0
64,69,Price don’t go up i also worry with this garmen😹😹😹😹here come the “expert” prediction.  On another note electric prices will “magically “ decreased prior to election 😹😹😹,4/3/21,27,Economic Measures,25,1,-11.907208127851115,4,1,1,52.48973107078711,4,0,0.0
65,70,As expected old news and business stragedy when oil prices fall pretend never happen no decrease in rates when it increases even by a dollar or so every reason to jump onto the wagon to announce electricity will rise simple reason world oil bounded upwards,4/3/21,45,Economic Measures,45,2,-11.959909795705382,9,3,0,26.659604834823543,3,0,0.0
66,71,"Haha 😄 I guessed right! Ist increase the cost of petrol to ""encourage"" ppl to change over to electric car.  Due to surge of electricity usage, now increase the price of electricity.  LPPL!",4/3/21,32,Economic Measures,32,2,-11.619018585886904,6,0,1,34.247268683303815,3,0,0.0
67,72,I'm not the smartest of people. But its abit stupid to do this.  Covid economy bro.,4/3/21,15,Economic Measures,16,1,-10.979218934817405,1,0,0,88.97797529671753,4,0,0.0
68,74,"Bull year, living cost also like bull",4/3/21,7,Economic Measures,7,0,-11.87726512808703,0,1,0,132.56283808196477,4,0,0.0
69,75,Prepare for the next increase in electricity bills in the coming months😂😂😂😂,4/3/21,12,Economic Measures,12,1,-10.093989321004702,0,1,0,113.97585363227394,4,0,0.0
70,76,This will be followed by all sort of necessities very soon. People will definitely face more hardships....,4/3/21,17,Economic Measures,17,1,-10.748505078141056,3,0,0,114.66474900087478,4,0,0.0
71,77,Downstream effect. More to come. Its a whole package. Thank you. 😤😡,4/3/21,11,Economic Measures,11,1,-10.473363965303548,1,0,0,114.54268096880052,4,0,0.0
72,78,Expected but not any less painful,4/3/21,6,Economic Measures,6,0,-11.395820754692798,1,1,0,1608.4274900940463,4,0,0.0
73,80,I dun see lowest electricity in 20 years yet,4/3/21,8,Economic Measures,9,0,-11.785948944573146,2,0,0,235.32070203362605,4,0,0.0
74,81,So EV will eventually have to pay more?,4/3/21,8,Economic Measures,8,0,-10.197066205907607,2,0,0,438.2264737680187,4,0,0.0
75,82,"Roads are over build to cater for private cars forming the biggest chunk of road usage. There is no need for private cars in Singapore anymore, due to our first class public transport system of buses, mrt, grab, taxis and autonomous vehicle, handicapped taxis, etc. Singapore should discourage car ownership further by reducing supply of car only COE drastically. Triple the cost of erp, petrol tax, car parking, and import taxes to subsidise our buses and train fares further. Reclaim back a bicycle lane from  roads and turn car park into greenery for agriculture.",4/3/21,94,Economic Measures,94,3,-12.585080627394307,9,3,2,7.281494167501699,1,1,1.0
76,83,What happened to all the solar panels that have been installed over the years? Not sufficient?,4/3/21,16,Economic Measures,16,1,-9.775101354352632,4,0,0,235.32070203362605,4,0,0.0
77,84,But when GE comes it always never fail to decrease. Very weird hor.,4/3/21,13,Economic Measures,13,1,-12.208636043013678,3,1,0,156.96129294150037,4,0,0.0
78,86,Expected... Petrol increased.. EV charging also included,4/3/21,7,Economic Measures,7,0,-13.903572935003377,4,1,0,236.57610590533477,4,0,0.0
79,88,Same old script after every single GE! Hahahaha! Sinkies never learn their lessons!,4/3/21,13,Economic Measures,13,1,-13.164185612411163,1,0,0,73.2153179251672,4,0,0.0
80,89,"Not happy, leave singapore. Join Malaysia and become drug addict arab nation.",5/3/21,12,Economic Measures,12,1,-13.663392575588388,3,1,0,89.56023463581329,4,0,0.0
81,90,"I earned good profits from trading with ma’am Beatrix Manama, I got over $65,000. Beatrix Manama",4/3/21,16,Economic Measures,17,1,-13.204737579755541,3,0,1,115.56719603890704,4,0,0.0
82,93,"Get connected with Beatrix Manama and become financially stable, I am earning real good thanks Beatrix Manama ",4/3/21,17,Economic Measures,17,1,-14.056643815130382,4,1,1,90.24349713933326,4,0,0.0
83,97,Pls wait for borders to open 🤣,4/3/21,6,Economic Measures,6,0,-11.154848847709061,1,0,0,156.96129294150037,4,0,0.0
84,100,Good to go baby !! Rich nation c/w rich people so no problem .. Bring it on !,4/3/21,16,Economic Measures,16,1,-11.475057241202528,2,0,0,89.52337417143983,4,0,0.0
85,102,Aiyoyo....when is this gonna stop😫,4/3/21,6,Economic Measures,6,0,-11.571628056408041,2,1,0,236.57610590533477,4,0,0.0
86,105,"I would recommend that hdb cleaning (sweeping, gardening) be paid n done by local old folks (retired) in area zone.. to keep them active.  Of course with willing individuals.  Rather than sub and subcon to contractors with minimal foreign workers.",4/3/21,40,Economic Measures,40,2,-12.1343710895247,9,1,0,31.89870731124216,3,0,0.0
87,106,"Don't forget HDB cleaners oso leiii... $2.50 per hour, worse than MC Donald's. Ensure cleaning companies pay the workers well. Don't pocket the money and give pay like back in the 90s. Conservancy charges keep increasing but their pay never. As if their job so degrading that they don't deserve any more than what is given. Perhaps they lack education-wise but remember it's a physically demanding job regardless of age.",4/3/21,62,Economic Measures,71,3,-11.95547684622228,17,5,0,20.503068350662257,3,0,0.0
88,107,"This is the collective bargaining that NTUC (or individual unions) should have been doing. Happens in other countries.  4 decades of Thatcherism, and now this Uturn after Brexit. Come I clap for you.",3/3/21,32,Economic Measures,33,2,-11.213574320295885,5,2,1,40.15707879747582,4,1,0.0
89,108,PWM. What about part~timers? They too contributed to CPF. ,3/3/21,10,Economic Measures,10,0,-12.005295455976116,3,0,0,235.4017950552477,4,0,0.0
90,109,Pritam and Jamus .pls don't talk about minimum wages again to bring us to 1300. Malaysia has implemented it since 2014,3/3/21,18,Economic Measures,21,1,-12.270164136549992,4,1,1,89.56023463581329,4,0,0.0
91,111,Pritam Jamus I would suggest you both propose in parliament to buy back our Christmas Island from Australia so as not to waste parliamentary time . https://m.youtube.com/watch?v=rZlXUiPFHbs&t=38s,3/3/21,25,Economic Measures,25,1,-12.887445791655686,4,0,3,52.21633231673927,4,0,0.0
92,112,"PAP is not capable of creating better jobs for the elderly? When I grow old, I will have to consider the 10 Lousy jobs, too? ",3/3/21,24,Economic Measures,25,1,-10.554495961941448,5,0,1,132.24712200142625,4,0,0.0
93,113,"Govt service do not give reimbursements, so it would be more efficient and cost-effective to give a one-off deduction to all, instead of having a few hundred thousand employees make claims and having to process the claims.",1/3/21,35,Economic Measures,37,2,-11.197913786418894,9,2,0,66.532150603912,4,0,0.0
94,114,How to claim the electricity/water rebate? I had just submitted my income tax.,1/3/21,14,Economic Measures,14,1,-10.662997143005974,3,0,1,154.35919523380372,4,0,0.0
95,116,THEY NEARLY DRY OUT OUR RESERVE. AND THEY NEED MONEY TO BALANCE THEIR ACCOUNT THEN TAXES EVERY WHERE.,2/3/21,18,Economic Measures,18,1,-19.701653992644037,0,1,1,22.12757386689918,3,0,0.0
96,117,Do we have tax relief for Covid 19? ,1/3/21,7,Economic Measures,8,0,-11.9387337534527,2,0,1,154.35919523380372,4,0,0.0
97,118,Why not be govt robin hood tax from rich give to poor no need to hire so many stupid reskilled seniors? Your last year quanrantining of migrants showed them how much the good life they had under our benevolent govt now they also feel depressed so much after being forced by MOM to work,2/3/21,54,Economic Measures,54,3,-11.923528803002354,10,1,1,31.740960806966854,3,0,0.0
98,119,"Must well give a standard electricity rebate to all, save all the troubles...",1/3/21,13,Economic Measures,13,1,-11.47149573118219,2,0,0,114.6079905982341,4,0,0.0
99,120,Tax rebate $1 I guess? Haha... ,1/3/21,5,Economic Measures,6,0,-12.501829815471927,1,0,1,156.17056693952694,4,0,0.0
100,121,"Bills before and after working from home can be compared, with the difference to be claimed as a deduction.  is there no other simply method?",1/3/21,25,Economic Measures,25,1,-9.697126513829788,7,1,0,114.66474900087478,4,0,0.0
101,122,Isnt everyone working from home during phrase1...doubt wil b easy to claim anyting from our Gov...,1/3/21,17,Economic Measures,17,1,-13.922651307258676,3,0,1,61.313511430084944,4,0,0.0
102,123,Victor Ong IRAS is shining eversince you joined them. ,1/3/21,9,Economic Measures,9,0,-15.15224067887454,3,0,1,115.29688596683492,4,0,0.0
103,124,Why is Iras keeping so quiet on this?😡😡 What they can do or should do is to guide Singapore employees who are working from home on how to claim this tax relief.,2/3/21,32,Economic Measures,32,2,-10.511031631188276,9,1,0,88.573021821204,4,1,0.0
104,125,We didn't see the buget book. Who got the most care fund.🤣,3/3/21,11,Economic Measures,12,1,-10.627597417266868,3,0,0,236.57610590533477,4,0,0.0
105,126,How to formulate this amount? At most just few hundred dollars savings.  Many would choose to forgo rather than invite troubles for themselves.,1/3/21,23,Economic Measures,23,1,-11.318191828983844,5,1,0,90.0223343530925,4,0,0.0
106,130,Sure will be abuse liao,1/3/21,5,Economic Measures,5,0,-12.702865128699747,1,0,0,438.22647376801876,4,0,0.0
107,146,"I cannot work from home , i spend more , can deduct tax ?",1/3/21,11,Economic Measures,11,1,-11.175664816794614,3,0,1,235.4017950552477,4,0,0.0
108,147,Later go drink Milo Together ☕️   https://www.tnp.sg/sites/default/files/styles/rl380/public/articles/2018/06/20/NP_20180620_AQMILO20_4072133.jpg?itok=mof_rAeW,2/3/21,5,Economic Measures,5,0,-17.296005260539584,2,0,0,156.96129294150037,4,0,0.0
109,148,"Those children already born in 2000, how",1/3/21,6,Economic Measures,7,0,-10.599541530171704,1,0,0,436.09901380995166,4,0,0.0
110,149,"Give 6000, and your children will be giving back more than 60000 in tax, best investment ever, not to mentioned the 6000 is your own money paid as taz",28/2/21,26,Economic Measures,29,2,-11.729255961170887,6,1,1,89.09813491853407,4,0,0.0
111,150,"""Do Malay husbands know something the Chinese don't?"" https://www.asiaone.com/News/Mailbox/Story/A1Story20120817-365955.html  I had written this article in 2012. Since then, the Malay fertility had rose from 1.62 to 1.8 while the Chinese fertility rate had dropped from 1.08 to 0.98 in 2019 (from 2012).   I had read the many comments from my article and 2 points stood out why Malay has a higher fertility rate and they are because of their  1) family support 2) faith where they believe the child is a gift from God  If our Government can improvise ways to mimic similar reasons for Chinese to have children, we could increase the fertility for SG. There are many other reasons why couples dont have to have children.",28/2/21,106,Economic Measures,121,4,-11.377636605686574,22,4,3,12.474740844992409,2,0,1.0
112,151,"Having a child in Singapore is a cost that is more than what the government is giving. They need to do the calculation and decide they could afford and be willing to take care of children properly. With so many cases of divorce and child abuse, the victims will always be the children who will grow up to become dysfunctional adults. Thus, no amount of money can get couples to have children when they are not ready to comment themselves to a great responsibility.",28/2/21,84,Economic Measures,84,3,-9.716392689124653,17,3,0,18.849221906196934,2,0,0.0
113,152,U dangle one million in front of me my answer is still NO,28/2/21,13,Economic Measures,13,1,-10.634660216847214,2,1,2,115.29688596683494,4,0,0.0
114,158,"Looks like a trap to me... In long term, they will have a hard time to survive if they think this amount of reward is alot.",27/2/21,26,Economic Measures,26,2,-10.159706577983522,4,1,0,72.83716078628967,4,0,0.0
115,159,In the past stop at two policy will get you fined if you want a third child that was the law of LKY then that well to him made sense due to land scare and an exploding population cannot sustain decent housing but even a so called wise person cannot be perfect cos decades later due to dwindling birthrates there was a declining number of men eligible to serve NS so they changed to have more child the better at least to the nation benefit with promises of carrots dangling in front in cash or other incentives.But whether the scheme indeed is successful there has been no updates,27/2/21,107,Economic Measures,109,4,-10.892991423555305,19,5,1,12.894692807530424,2,0,1.0
116,160,Should have given to family who have more than 2 children.,27/2/21,10,Economic Measures,11,1,-9.482732232885756,3,0,0,235.40179505524767,4,0,0.0
117,161,Using money to motivate parents to have children is not the right way.,27/2/21,13,Economic Measures,13,1,-9.553767290489459,4,0,0,114.70980067955345,4,0,0.0
118,162,"Raise taxes to pay for healthcare costs. Raise insurance premiums for healthcare costs. Err ... so why we still have to pay so much?  If the government is subsidising, shouldn't the bills or insurance premiums to the people be decreasing? Or is the money being channeled somewhere else?",28/2/21,46,Economic Measures,47,2,-10.973265355140278,12,2,1,31.64055879297031,3,0,1.0
119,163,"One of the traditional methods of imposing statism or socialism on a people has been by way of medicine. It's very easy to disguise a medical program as a humanitarian project, most people are a little reluctant to oppose anything that suggests medical care for people who possibly can't afford it. - Ronald Reagan",27/2/21,51,Economic Measures,54,3,-10.627193530819225,10,1,0,29.19443954340391,3,0,0.0
120,164,Part of the reason why it has increased is due to inflation and prices of medical stuff being raised to begin with. If you keep increasing the cost of course it looks like the spending is more. ,26/2/21,37,Economic Measures,37,2,-9.623798368324312,10,1,1,52.21633231673926,4,0,0.0
121,165,"For the poor, getting subsidized healthcare by paying GST for food essentials is like receiving money from left pocket and paying it away for right pocket, and hope that there is no deficit in the bank account.",26/2/21,37,Economic Measures,37,2,-10.988501605979982,8,1,0,42.23939045548226,4,0,0.0
122,166,Medishield and other insurance is going up to cover healthcare cost while tax is going up to subsidize rising healthcare cost. Circular logic 😂,26/2/21,23,Economic Measures,23,1,-11.654946860210543,7,2,0,60.7930953997219,4,0,0.0
