,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
10,Karen,2468434028817847517,2020-12-20 16:04:48,seriouslyhandmade,"Photo shared by Karen on December 20, 2020 tagging @govtechsg.","It has been challenging & yet fun sewing Chinese characters on these cases. I'm glad they are ready for their new owners before Christmas 😊
I'm closer to my 2nd ""Hall of Fame"" for Personalized Trace Together Token Cases too 😉
.
.
.
#seriouslyhandmade #tracetogether #trace #tracetogethersg #tokencase #sgunited🇸🇬 #tracetogethertoken #amigurumi #case #qr #qrcode #crochetersofinstagram #handmade #crochettokencase #crochetaddict #names #customisedgifts #customisedcases #amigurumiaddict #covid_19 #covid19 #croche #game #tokengowhere  #govtechsg #safeentry #safeentrysg #合力追踪",,8,0
11,ตาล แก่งฮัว,2467953822406269812,2020-12-20 00:10:43,kenghua76,"Photo by ตาล แก่งฮัว in Northpoint City, Singapore. May be an image of food.",#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #coviddinner #foodiesg #whati8fordinner #igsgfood #covidfooddiary # #safedistancing #safeentrysg #wingzone #wingzonesg #ilovechickens🐔 #wedges #foodpandasg #allchickenbreast,"Northpoint City, Singapore",21,0
12,ตาล แก่งฮัว,2467949007320024793,2020-12-20 00:01:09,kenghua76,Photo by ตาล แก่งฮัว in Yoshinoya. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #japanesecuisine #safeentrysg #sgfoodblogger #stfood #foodiesg #whati8fordinner #igsgfood #whati8fordinner #covidfood #covidfooddiaries #bentobox #kaaragechicken #tapao #yoshinoyasg #yoshinoya #japanesefoodporn #yumyum,Yoshinoya,20,1
13,ตาล แก่งฮัว,2467943363858727115,2020-12-19 23:49:56,kenghua76,Photo by ตาล แก่งฮัว in Qiji. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #safeentrysg #sgfoodblogger #stfood #foodiesg #whati8forlunch #igsgfood #phase2food #covidfood #laksa #ilovelaksa #tapao #safedistancingsg #qijisingapore #aihum #cockles #warmsthecocklesofyourheart #cocklesofmyheart,Qiji,17,0
14,ตาล แก่งฮัว,2467940965832466985,2020-12-19 23:45:10,kenghua76,Photo by ตาล แก่งฮัว in Lot One Shoppers’ Mall. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #foodlunch #sgfoodblogger #stfood #covidlunch #foodiesg #whati8forlunch #igsgfood  #safedistancingsg #covidfooddiary #phase2food #zicharstyle #setmeals #lotone #sghawkers #safeentrysg #latelunch🍴 #foodcourt #eattowork,Lot One Shoppers’ Mall,18,0
15,ตาล แก่งฮัว,2467937906800741320,2020-12-19 23:39:06,kenghua76,"Photo by ตาล แก่งฮัว in Sembawang, Singapore. May be an image of food.",#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #stayathome #safeentrysg #sgfoodblogger #stfood #foodiesg #whati8fordinner #igsgfood #lockdown #lockdownfooddiary #homecookedfood #lockdowndinner #chincaijiak #comfortfood #stayathomefood #กินข้าวกัน #กับข้าว #covidfood #covidfooddiary #homecookeddinner #peasantfood,"Sembawang, Singapore",20,0
16,Collateral Damage Studios,2465919542779758376,2020-12-17 04:48:58,collateralds,"Photo by Collateral Damage Studios on December 16, 2020. May be an image of text that says 'CDS'.","We got a SafeEntry code for ourselves! Well, that's not new by itself but @destizeph managed to zhng it to look moe. We aren't accepting visitors to our studio for now. We barely go there ourselves with the WFH situation. But if you do visit us, look out for our cute little SafeEntry sign!
.
#safeentry #safeentrysg #anime #manga #artistoninstagram #artwork #originalcharacter",,45,0
17,Elite Chinese,2464656301244226548,2020-12-15 10:59:08,elitechinese,"Photo by Elite Chinese on December 15, 2020.","📱Meet our good friend this year! Everybody has seen it, used it, and almost got sick of it! 😷 We all know about QR code, but do you actually understand what it stands for? More importantly, do you know its name in Chinese? 🧐

QR code is an abbreviation of ""Quick Response Code.” While this may sound a little abstract, in Chinese, QR code is 二维码(èr wéi mǎ), literally ""two-dimensional barcode"". Do you find it much easier to understand now?🤩
.
.
.
真有趣系列zhēn yǒu qù xì liè🎡
- Fun&Fabulous series -
Introducing today’s trending topics, pop songs, movies/dramas and famous Chinese folk tales!
.

#elitelinguistic #elitechinesesg #learnmandarin #learnchinese #QRcode #二维码",Elite Linguistic Network,7,1
18,ตาล แก่งฮัว,2464558050696241500,2020-12-15 07:43:56,kenghua76,Photo by ตาล แก่งฮัว in Min Lock Eating House. May be an image of chow mein.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #covidlunch #foodiesg #whati8forlunch #igsgfood #covidfooddiary #yongtaufu #phase2food #minlock #yongtaufoo #safedistancing #safeentrysg #latelunch🍴 #dontknowwhattoeat,Min Lock Eating House,20,0
19,ตาล แก่งฮัว,2462578487309120886,2020-12-12 14:10:53,kenghua76,Photo by ตาล แก่งฮัว in Sushi Take-out. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #indiancuisine #safeentrysg #sgfoodblogger #stfood #foodiesg #whati8forlunch #igsgfood #phase2food #covidfood #covidfooddiaries #safeentrysg #sushitakeout #sushi🍣 # #yummy😋😋 #lovesmokedsalmon #sushifoodporn,Sushi Take-out,18,0
20,ตาล แก่งฮัว,2461638175749531029,2020-12-11 07:02:39,kenghua76,Photo by ตาล แก่งฮัว in Food Court Bugis Junction - Singapore -. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #covidlunch #foodiesg #whati8forlunch #igsgfood #covidfooddiary # #safedistancing #safeentrysg #ayampenggang #grilled chicken #indonesianfood #indonfoodporn #bluerice #iluvcholesterol #yummy😋😋,Food Court Bugis Junction - Singapore -,15,0
21,ตาล แก่งฮัว,2461620502579795079,2020-12-11 06:27:32,kenghua76,"Photo by ตาล แก่งฮัว in Causeway Point, Singapore. May be an image of chow mein.",#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #covidlunch #foodiesg #whati8forlunch #igsgfood #covidfooddiary # #safedistancing #safeentrysg #wokheysg #friedramen #christmasedition #newmenuitem #dontknowwhattoeat #wokhey,"Causeway Point, Singapore",13,0
22,ตาล แก่งฮัว,2459987479526469831,2020-12-09 00:23:01,kenghua76,Photo by ตาล แก่งฮัว in Lot One Shoppers’ Mall. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #covidlunch #foodiesg #whati8forlunch #igsgfood #covidfooddiary # #safedistancing #safeentrysg #koreanfoodporn #lotone #hotplate #koreanfood #dontknowwhattoeat #hotgrill,Lot One Shoppers’ Mall,23,1
23,ตาล แก่งฮัว,2459986999916104692,2020-12-09 00:22:04,kenghua76,Photo by ตาล แก่งฮัว in Lot One Shoppers’ Mall. May be an image of chow mein.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #covidlunch #foodiesg #whati8forlunch #igsgfood #covidfooddiary # #safedistancing #safeentrysg #koreanfoodporn #lotone #bibimbap #koreanfood #dontknowwhattoeat,Lot One Shoppers’ Mall,20,0
24,Karen,2459399373378036895,2020-12-08 04:54:33,seriouslyhandmade,"Photo shared by Karen on December 07, 2020 tagging @feliofox. May be an image of 2 people.","More additions before another ""Hall of Fame"" of Personalized Trace Together Token Cases 😊 
Pattern : by me (freehand)
.
.
.
#seriouslyhandmade #tracetogether #trace #tracetogethersg #tokencase #sgunited🇸🇬 #tracetogethertoken #amigurumi #case #qr #qrcode #crochetersofinstagram #handmade #crochettokencase #crochetaddict #names #customisedgifts #customisedcases #amigurumiaddict #covid_19 #covid19 #croche #game #tokengowhere  #govtechsg #safeentry #safeentrysg #合力追踪",,5,0
25,Karen,2458970272909559963,2020-12-07 14:42:00,seriouslyhandmade,"Photo by Karen on December 07, 2020. May be an image of purse and crochet.","Shades of Pink 😊
Trace Together Token Cases 💕
.
.
.
#seriouslyhandmade #tracetogether #trace #tracetogethersg #tokencase #sgunited🇸🇬 #tracetogethertoken #amigurumi #case #qr #qrcode #crochetersofinstagram #handmade #crochettokencase #crochetaddict #names #customisedgifts #pink  #shadesofpink #customisedcases #amigurumiaddict #covid_19 #covid19 #crochetersofinstagram #tokengowhere  #govtechsg #safeentry #safeentrysg #合力追踪",,12,0
26,ตาล แก่งฮัว,2457798877765849166,2020-12-05 23:54:39,kenghua76,Photo by ตาล แก่งฮัว in 恶魔鸡排 Devil Chicken Singapore. May be an image of food.,"When you mix Devil chicken and Tori-Q together, it becomes a mixed grill platter 🤣

#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #coviddinner #foodiesg #whati8forlunch #igsgfood #covidfooddiary # #safedistancing #safeentrysg #devilchickensg #toriqsg #ilovechicken #proteinoverload #noricetoday #meatfoodporn #karrage #iluvcholesterol #imfull",恶魔鸡排 Devil Chicken Singapore,25,0
27,ตาล แก่งฮัว,2457061865303779961,2020-12-04 23:30:21,kenghua76,Photo by ตาล แก่งฮัว in People's Park Hawker Centre. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #coviddinner #foodiesg #whati8forlunch #igsgfood #covidfooddiary # #safedistancing #safeentrysg #guotie #panfrieddumplings #ilovedumplings #chinatownhawkercentre #itsbeenawhile #dumplings,People's Park Hawker Centre,29,1
28,ตาล แก่งฮัว,2457061091647505990,2020-12-04 23:28:48,kenghua76,Photo by ตาล แก่งฮัว in 百年酿豆腐 - Bai Nian Niang Dou Fu. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #coviddinner #foodiesg #whati8forlunch #igsgfood #covidfooddiary # #safedistancing #safeentrysg #bainianyongtaufoo #百年酿豆腐 #chinatownhawkercentre #itsbeenawhile,百年酿豆腐 - Bai Nian Niang Dou Fu,16,0
29,ตาล แก่งฮัว,2457053280242915550,2020-12-04 23:13:17,kenghua76,Photo by ตาล แก่งฮัว in Blk 20 Marsiling Lane hawker Centre & Market. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #coviddinner #foodiesg #whati8forlunch #igsgfood #covidfooddiary # #safedistancing #safeentrysg #worklunches #soysaucechickenrice #latelunch🍴 #marsilinglanefoodcentre #longtimenogo #misstheplace,Blk 20 Marsiling Lane hawker Centre & Market,33,2
30,ตาล แก่งฮัว,2457051634733522085,2020-12-04 23:10:01,kenghua76,Photo by ตาล แก่งฮัว in Blk 20 Marsiling Lane hawker Centre & Market. May be an image of chow mein.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #coviddinner #foodiesg #whati8forlunch #igsgfood #covidfooddiary # #safedistancing #safeentrysg #worklunches #lormeesg #lormee #lumian #marsilinglanefoodcentre #longtimenogo #misstheplace,Blk 20 Marsiling Lane hawker Centre & Market,18,0
31,ตาล แก่งฮัว,2457050264462911200,2020-12-04 23:07:18,kenghua76,"Photo by ตาล แก่งฮัว on December 04, 2020. May be an image of food.",#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #covidlunch #foodiesg #whati8forlunch #igsgfood #covidfooddiary # #safedistancing #safeentrysg #qijisingapore #popiah #lontongsayur #halalfoodporn #currychickenwithrice #chinchyejiak,Qiji,23,0
32,ตาล แก่งฮัว,2457048778555017285,2020-12-04 23:04:21,kenghua76,Photo by ตาล แก่งฮัว in Paris Baguette. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #coviddinner #foodiesg #whati8fordinner #igsgfood #covidfooddiary # #safedistancing #safeentrysg #parisbaguettesg #parisbaguettecafe #firsttimetrying #justabread #expensivebread #croissant #cafefoods #cafefoodporn,Paris Baguette,18,0
33,ตาล แก่งฮัว,2457047868558856998,2020-12-04 23:02:32,kenghua76,Photo by ตาล แก่งฮัว in Paris Baguette. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #coviddinner #foodiesg #whati8fordinner #igsgfood #covidfooddiary # #safedistancing #safeentrysg #parisbaguettesg #parisbaguettecafe #firsttimetrying #justabread #expensivebread #croissant #cafefoods #cafefoodporn,Paris Baguette,20,0
34,Maribelle Torres Aguinaldo,2454547770426807787,2020-12-01 12:15:17,weve.been.here,"Photo by Maribelle Torres Aguinaldo in Singapore. May be an image of text that says 'Heman Chong (b.1977,Malaysia) Safe Entry ue of and created oef the sand through Termina April Museum urrently'.","SafeEntry is a national digital check-in / out system at malls, supermarket and workplaces  in SG. 

#singapore #safeentrysg
#safeentrymural #qrcodemural #sgmural #singaporeartmuseum",Singapore,14,1
35,ตาล แก่งฮัว,2452776923006747082,2020-11-29 01:36:56,kenghua76,"Photo by ตาล แก่งฮัว on November 28, 2020. May be an image of food.",#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #coviddinner #foodiesg #whati8fordinner #igsgfood #covidfooddiary # #safedistancing #safeentrysg #shabusai #shabusaisg #hotpot🍲 #hotpotlunch,Shabu Sai,25,0
36,ตาล แก่งฮัว,2451603689330509470,2020-11-27 10:45:55,kenghua76,Photo by ตาล แก่งฮัว in Nangfa Cafe 01-91. May be an image of fried rice.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #thaicuisine #safeentrysg #sgfoodblogger #stfood #foodiesg #whati8fordinner #igsgfood #หมูปิ้ง #coviddinner #crabfriedrice #thaifoodporn #nangfacafe #ข้าวผัดปู #ข้าวผัดปู🦀 #yummy😋😋 #ข้าวผัด #mooping #goldenmilecomplex #thaifoodlover #grilledpork,Nangfa Cafe 01-91,28,0
37,ตาล แก่งฮัว,2451599656154977030,2020-11-27 10:37:54,kenghua76,Photo by ตาล แก่งฮัว in Sushi Take-out. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #Japanesefood #safeentrysg #sgfoodblogger #stfood #foodiesg #whati8forlunch #igsgfood #phase2food #covidfood #covidfooddiaries #safeentrysg #sushitakeout #sushi🍣 #Japanesefood #japanesefoodporn #takeawayfood #yummy😋😋 #lovemackerel #veryfull,Sushi Take-out,28,0
38,ตาล แก่งฮัว,2450988631617466453,2020-11-26 14:23:55,kenghua76,Photo by ตาล แก่งฮัว in NTUC Foodfair @ Sembawang MRT Station. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #coviddinner #foodiesg #whati8fordinner #igsgfood  #halalfoods #covidfooddiary #yongtaufu #phase2food #curryyongtaufoo #lot1 #halalyongtaufoo #foodcourtfood #safedistancing #safeentrysg #latelunch🍴 #hojiakbo,NTUC Foodfair @ Sembawang MRT Station,26,1
39,ตาล แก่งฮัว,2450987160331124573,2020-11-26 14:20:59,kenghua76,"Photo by ตาล แก่งฮัว in Sembawang, Singapore. May be an image of food.",#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #homecookedfoodporn #safeentrysg #sgfoodblogger #stfood #foodiesg #whati8fordinner #igsgfood  #covidfooddiary #homecookedfood #chincaijiak #comfortfood #กินข้าวกัน #กับข้าว #covidfood #chincaijiak #homecookedgoodness #peasantfood,"Sembawang, Singapore",25,0
40,Karen,2450816574037105665,2020-11-26 08:42:12,seriouslyhandmade,,"#SGunited Trace Together Token Case 
🇸🇬
.
.
.
#seriouslyhandmade #amigurumi #crochet #合力追踪
#crochetersofinstagram #crochetaddict #Singaporean #新加坡 #singapore #SG #smartlocalsg #supportlocalsg #popupsg #tracetogether #tracetogethersg #sgunited🇸🇬 #tokengowhere #trace #safeentrysg #supportlocalbusiness #かぎ針編み",,5,0
41,Amalia Tristiana,2449145758502179306,2020-11-24 01:22:27,atristiana,"Photo by Amalia Tristiana on November 23, 2020.","Scan here...scan there. New habit for us here...because of the pandemic 😷 
Thumb up for the artist 👍

#safeentrysg #pandemic2020 #nightwalk",Singapore Art Museum,17,3
42,Karen,2445679372519582818,2020-11-19 06:35:22,seriouslyhandmade,"Photo by Karen on November 18, 2020. May be an image of purse.","My 1st ""Hall of Fame"" for Personalized Trace Together Token Cases 😊 
.
.
.
#seriouslyhandmade #tracetogether #trace #tracetogethersg #tokencase #sgunited🇸🇬 #tracetogethertoken #amigurumi #case #qr #qrcode #crochetersofinstagram #handmade #crochettokencase #crochetaddict #names #customisedgifts #合力追踪 #customisedcases #amigurumiaddict #covid_19 #covid19 #croche #game #tokengowhere  #govtechsg #safeentry #safeentrysg",,10,0
43,Karen,2444193585511252165,2020-11-17 05:23:22,seriouslyhandmade,"Photo by Karen on November 16, 2020.","More Personalized Trace Together Token Cases 😊 
.
.
.
#serioulyhandmade #tracetogether #trace #tracetogethersg #tokencase #sgunited🇸🇬 #tracetogethertoken #amigurumi #case #qr #qrcode #crochetersofinstagram #handmade #crochettokencase #crochetaddict #names #customisedgifts #customisedcases #govtech #合力追踪 #amigurumiaddict #covid_19 #covid19 #croche #game #tokengowhere  #govtechsg #safeentry #safeentrysg",,12,0
44,Karen,2442321609612055400,2020-11-14 15:24:05,seriouslyhandmade,"Photo shared by Karen on November 14, 2020 tagging @govtechsg. May be an image of crochet.","New colors for Among Us Trace Together Token Cases😊
.
.
.
#seriouslyhandmade #tracetogether #trace #tracetogethersg #tokencase #sgunited🇸🇬 #tracetogethertoken #amigurumi #crochet #crochetaddict #amigurumiaddict #amongus #合力追踪 #crochetaamongus  #amongusmeme #deadbody #covid19 #crochetamongus #game #tokengowhere #amongusmemes #memes #memese #memesdaily #funnymemes #imposter #govtechsg #safeentry #safeentrysg #かぎ針編み",,15,0
45,YAB Professor Erfee Ismail,2442093059316728625,2020-11-14 07:50:00,yabprofessorerfeeismail,"Photo by YAB Professor Erfee Ismail on November 13, 2020. May be an image of one or more people, hair and people sitting.","YAB Professor Erfee Ismail went to collect the Safe Entry Token yesterday's afternoon with his MINI-QLT QS1049B Mobility Scooter at Zenghua Community Center, Singapore.
•
FROM: ROYAL PRESS OFFICE O.L.S.
•
The hashtags are for promotion only.
•
#royalpressoffice #stompsg #sg #sgig #photooftheday #photography #follow #followme #instagood #happy #me #mini #minicooper #minisingapore #minicoopersingapore #minisg #minicoopersg #mobilityscooter #qualitylifetech #qualitylifetechnologies #qlt #dnrwheels #safeentrysg #safeentrytoken #safeentrysingapore #covid19 #coronavirus #singapore #singaporean",,10,0
46,ตาล แก่งฮัว,2439372620875244816,2020-11-10 13:44:58,kenghua76,Photo by ตาล แก่งฮัว in The Old Pontian Cafe. May be an image of chow mein.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #sgfoodblogger #stfood #covidlunch #foodiesg #whati8forlunch #igsgfood #covidfood #iluvcholesterol #safedistancingsg #safeentrysg #theoldpontiancafe #wontonmee #wantonmeesg #savouryfood #whatiate,The Old Pontian Cafe,26,0
47,Stella Tan,2439231971038268867,2020-11-10 09:05:32,heyustella,"Photo by Stella Tan on November 10, 2020. May be an image of crochet.","A baju for my T3.

#tracetogethertoken 
#safeentrysg 
#teruteruwithcrafts",,0,0
48,ตาล แก่งฮัว,2438644106542850702,2020-11-09 13:37:33,kenghua76,Photo by ตาล แก่งฮัว in Food Republic at Causeway Point. May be an image of food.,#sgfood #sgfoodsg #stfoodtrending #nomsg #foodsg #sgfoodies #sgfoodie #instasg #instafood_sg #sgfoodporn #fooddeliverysg #circuitbreakersingapore #sgfoodblogger #foodiesg #whati8forlunch #igsgfood #phase2 #safedistancing #deboned #causewaypoint #weenamkeechickenrice #chickenricesg #weenamkee #safeentrysg #covidfood #covidfooddiary #ข้าวมันไก่ #ข้าวมันไก่สิงคโปร์ #kuaypng #foodrepublicsg,Food Republic at Causeway Point,33,1
49,Charles Ng 小明,2438503499891075035,2020-11-09 08:58:11,charlesthechonk,"Photo by Charles Ng 小明 on November 09, 2020. May be an image of Pekinese.",I did a SafeEntry and they rated me 11/8,Singapore,26,2
