,Post Description,Post Datetime,Comments,Comment Datetime,num_words
18,"the kind of passenger that's every taxi driver's worst nightmare. ⁣⁣⁣
⁣⁣⁣
in this story, the taxi driver is 71 year old mr chua. ⁣⁣⁣
⁣⁣⁣
a woman boarded his taxi along ang mo kio avenue 10. she was not wearing a mask, and asked to borrow mr chua's mobile phone. ⁣⁣⁣
⁣⁣⁣
“throughout the 17-minute journey, she made numerous calls and refused to return the phone despite repeated requests from my dad,” wrote mr chua's son in a facebook post, in an appeal to the public to help find the woman. ⁣⁣⁣
⁣⁣⁣
upon reaching the destination, the woman alighted without paying the fare, and when the elderly taxi driver followed her, she attacked him with a wooden pizza board that she picked up from one of the restaurants.⁣⁣⁣
⁣⁣⁣
the woman is believed to be involved in previous&nbsp;cases of fare evasion. she will also be&nbsp;investigated for breaching safe distancing measures.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-07-17 03:13:08+00:00,Dont be so Karen!!!!!!!!! This is Singapore 🇸🇬 not USA 🇺🇸,2020-07-17 10:08:58+00:00,9
19,"the kind of passenger that's every taxi driver's worst nightmare. ⁣⁣⁣
⁣⁣⁣
in this story, the taxi driver is 71 year old mr chua. ⁣⁣⁣
⁣⁣⁣
a woman boarded his taxi along ang mo kio avenue 10. she was not wearing a mask, and asked to borrow mr chua's mobile phone. ⁣⁣⁣
⁣⁣⁣
“throughout the 17-minute journey, she made numerous calls and refused to return the phone despite repeated requests from my dad,” wrote mr chua's son in a facebook post, in an appeal to the public to help find the woman. ⁣⁣⁣
⁣⁣⁣
upon reaching the destination, the woman alighted without paying the fare, and when the elderly taxi driver followed her, she attacked him with a wooden pizza board that she picked up from one of the restaurants.⁣⁣⁣
⁣⁣⁣
the woman is believed to be involved in previous&nbsp;cases of fare evasion. she will also be&nbsp;investigated for breaching safe distancing measures.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-07-17 03:13:08+00:00,Just rob her bank account then she don't need pay for anything in the future,2020-07-17 12:37:25+00:00,14
21,"the kind of passenger that's every taxi driver's worst nightmare. ⁣⁣⁣
⁣⁣⁣
in this story, the taxi driver is 71 year old mr chua. ⁣⁣⁣
⁣⁣⁣
a woman boarded his taxi along ang mo kio avenue 10. she was not wearing a mask, and asked to borrow mr chua's mobile phone. ⁣⁣⁣
⁣⁣⁣
“throughout the 17-minute journey, she made numerous calls and refused to return the phone despite repeated requests from my dad,” wrote mr chua's son in a facebook post, in an appeal to the public to help find the woman. ⁣⁣⁣
⁣⁣⁣
upon reaching the destination, the woman alighted without paying the fare, and when the elderly taxi driver followed her, she attacked him with a wooden pizza board that she picked up from one of the restaurants.⁣⁣⁣
⁣⁣⁣
the woman is believed to be involved in previous&nbsp;cases of fare evasion. she will also be&nbsp;investigated for breaching safe distancing measures.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-07-17 03:13:08+00:00,Very good this kind Siao Zha Bo deserve hell!,2020-07-17 14:51:00+00:00,9
22,"the kind of passenger that's every taxi driver's worst nightmare. ⁣⁣⁣
⁣⁣⁣
in this story, the taxi driver is 71 year old mr chua. ⁣⁣⁣
⁣⁣⁣
a woman boarded his taxi along ang mo kio avenue 10. she was not wearing a mask, and asked to borrow mr chua's mobile phone. ⁣⁣⁣
⁣⁣⁣
“throughout the 17-minute journey, she made numerous calls and refused to return the phone despite repeated requests from my dad,” wrote mr chua's son in a facebook post, in an appeal to the public to help find the woman. ⁣⁣⁣
⁣⁣⁣
upon reaching the destination, the woman alighted without paying the fare, and when the elderly taxi driver followed her, she attacked him with a wooden pizza board that she picked up from one of the restaurants.⁣⁣⁣
⁣⁣⁣
the woman is believed to be involved in previous&nbsp;cases of fare evasion. she will also be&nbsp;investigated for breaching safe distancing measures.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-07-17 03:13:08+00:00,Sent for volunteer vaccine tests.,2020-07-17 15:59:44+00:00,5
23,"the kind of passenger that's every taxi driver's worst nightmare. ⁣⁣⁣
⁣⁣⁣
in this story, the taxi driver is 71 year old mr chua. ⁣⁣⁣
⁣⁣⁣
a woman boarded his taxi along ang mo kio avenue 10. she was not wearing a mask, and asked to borrow mr chua's mobile phone. ⁣⁣⁣
⁣⁣⁣
“throughout the 17-minute journey, she made numerous calls and refused to return the phone despite repeated requests from my dad,” wrote mr chua's son in a facebook post, in an appeal to the public to help find the woman. ⁣⁣⁣
⁣⁣⁣
upon reaching the destination, the woman alighted without paying the fare, and when the elderly taxi driver followed her, she attacked him with a wooden pizza board that she picked up from one of the restaurants.⁣⁣⁣
⁣⁣⁣
the woman is believed to be involved in previous&nbsp;cases of fare evasion. she will also be&nbsp;investigated for breaching safe distancing measures.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-07-17 03:13:08+00:00,Hope she get best treatment for her worst behaviour huh,2020-07-18 00:11:25+00:00,10
24,"the kind of passenger that's every taxi driver's worst nightmare. ⁣⁣⁣
⁣⁣⁣
in this story, the taxi driver is 71 year old mr chua. ⁣⁣⁣
⁣⁣⁣
a woman boarded his taxi along ang mo kio avenue 10. she was not wearing a mask, and asked to borrow mr chua's mobile phone. ⁣⁣⁣
⁣⁣⁣
“throughout the 17-minute journey, she made numerous calls and refused to return the phone despite repeated requests from my dad,” wrote mr chua's son in a facebook post, in an appeal to the public to help find the woman. ⁣⁣⁣
⁣⁣⁣
upon reaching the destination, the woman alighted without paying the fare, and when the elderly taxi driver followed her, she attacked him with a wooden pizza board that she picked up from one of the restaurants.⁣⁣⁣
⁣⁣⁣
the woman is believed to be involved in previous&nbsp;cases of fare evasion. she will also be&nbsp;investigated for breaching safe distancing measures.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-07-17 03:13:08+00:00,Aight who the heck is the karen,2020-07-18 14:41:19+00:00,7
25,"the kind of passenger that's every taxi driver's worst nightmare. ⁣⁣⁣
⁣⁣⁣
in this story, the taxi driver is 71 year old mr chua. ⁣⁣⁣
⁣⁣⁣
a woman boarded his taxi along ang mo kio avenue 10. she was not wearing a mask, and asked to borrow mr chua's mobile phone. ⁣⁣⁣
⁣⁣⁣
“throughout the 17-minute journey, she made numerous calls and refused to return the phone despite repeated requests from my dad,” wrote mr chua's son in a facebook post, in an appeal to the public to help find the woman. ⁣⁣⁣
⁣⁣⁣
upon reaching the destination, the woman alighted without paying the fare, and when the elderly taxi driver followed her, she attacked him with a wooden pizza board that she picked up from one of the restaurants.⁣⁣⁣
⁣⁣⁣
the woman is believed to be involved in previous&nbsp;cases of fare evasion. she will also be&nbsp;investigated for breaching safe distancing measures.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-07-17 03:13:08+00:00,Ese she is the loco one 😂,2020-07-18 19:30:02+00:00,6
26,"the kind of passenger that's every taxi driver's worst nightmare. ⁣⁣⁣
⁣⁣⁣
in this story, the taxi driver is 71 year old mr chua. ⁣⁣⁣
⁣⁣⁣
a woman boarded his taxi along ang mo kio avenue 10. she was not wearing a mask, and asked to borrow mr chua's mobile phone. ⁣⁣⁣
⁣⁣⁣
“throughout the 17-minute journey, she made numerous calls and refused to return the phone despite repeated requests from my dad,” wrote mr chua's son in a facebook post, in an appeal to the public to help find the woman. ⁣⁣⁣
⁣⁣⁣
upon reaching the destination, the woman alighted without paying the fare, and when the elderly taxi driver followed her, she attacked him with a wooden pizza board that she picked up from one of the restaurants.⁣⁣⁣
⁣⁣⁣
the woman is believed to be involved in previous&nbsp;cases of fare evasion. she will also be&nbsp;investigated for breaching safe distancing measures.⁣⁣⁣
⁣⁣⁣
#linkinbio for the full article",2020-07-17 03:13:08+00:00,20 year old she behave like that . Don’t know what type of family and social values she had received from her parents,2020-07-19 00:10:36+00:00,22
27,"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,@l.ybiao Living life in hard mode,2020-07-13 10:43:55+00:00,5
28,"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,👍long in jail it better,2020-07-13 11:13:19+00:00,5
30,"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,i didnt know asking someone to put on a mask is the new insult,2020-07-13 12:32:39+00:00,14
31,"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,Send him to imh first before jail him,2020-07-13 13:45:23+00:00,8
32,"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,Why put that on the forehead? He Buddhist? Even Buddhist don’t do that,2020-07-13 15:05:17+00:00,14
33,"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,That look he gave the camera🔥,2020-07-13 15:24:10+00:00,6
34,"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,What's the news about?looking at that face speaks for itself.,2020-07-14 05:18:43+00:00,10
36,"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,"This dude staring at the camera like ""Imma punch u next, photographer.""",2020-07-14 08:23:15+00:00,12
37,"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,If is angmoh will have same penalty?,2020-07-14 13:48:09+00:00,7
38,"😷🍦

angered after safe distancing enforcement officers told him to put on a mask, 30-year-old food deliveryman muhammad adimin kemton began hurling verbal abuse at them.

he then stormed off to buy a packet of disposable masks from a nearby store, but proceeded to throw the newly-bought masks and a used ice-cream stick at the officers, while shouting numerous hokkien vulgarities at them. 

he was sentenced to four weeks’ jail on monday (july 13).

read more in the #linkinbio",2020-07-13 08:21:49+00:00,"Well, you know what's not covered. No nea is there to see you anymore, in the supermarket. Because even they think they have better things to do. ❗❗🔥💯🇸🇬",2020-07-14 14:11:14+00:00,26
39,"with strict safe distancing restrictions placed on election proceedings, outreach activities and campaigning, political parties are turning to creative ways to capture the eyeballs of the electorate.⁣⁣⁣
⁣⁣⁣
but apart from what parties and candidates are doing differently for next month’s polls, experts said that there are deeper implications for voters when an election is predominantly fought over the echo chamber of social media — in terms of being able to scrutinise new candidates, form an impression about the various parties, and perceive the issues of the day.⁣⁣⁣
⁣⁣⁣
find out more via the #linkinbio.",2020-06-28 02:00:55+00:00,"Trading has been a lot easier with @cryptos_alice_mateo I invested £500 and a return of £4,250 in a week. Her transparency and accountability has been the best. @cryptos_alice_mateo",2020-06-28 03:40:50+00:00,24
41,"😋🍜🍾 if you’re thinking of dining out after phase 2 kicks in friday (june 19), bear in mind that due to social distancing rules, most restaurants' seating capacity will shrink by at least 50%. #linkinbio for a look at the crowds that restaurants and bars are expecting this weekend.",2020-06-18 02:00:33+00:00,Don't cry father cry mother if u get the virus... 🤦‍♂️,2020-06-18 04:04:03+00:00,9
44,"😋🍜🍾 if you’re thinking of dining out after phase 2 kicks in friday (june 19), bear in mind that due to social distancing rules, most restaurants' seating capacity will shrink by at least 50%. #linkinbio for a look at the crowds that restaurants and bars are expecting this weekend.",2020-06-18 02:00:33+00:00,"❤️❤️❤️ yeah.since cannot go swimming, all my friends are going too.❤️❤️❤️",2020-06-18 04:59:32+00:00,9
45,"😋🍜🍾 if you’re thinking of dining out after phase 2 kicks in friday (june 19), bear in mind that due to social distancing rules, most restaurants' seating capacity will shrink by at least 50%. #linkinbio for a look at the crowds that restaurants and bars are expecting this weekend.",2020-06-18 02:00:33+00:00,Singaporeans are asking for it,2020-06-18 05:26:01+00:00,5
46,"😋🍜🍾 if you’re thinking of dining out after phase 2 kicks in friday (june 19), bear in mind that due to social distancing rules, most restaurants' seating capacity will shrink by at least 50%. #linkinbio for a look at the crowds that restaurants and bars are expecting this weekend.",2020-06-18 02:00:33+00:00,Apparently some ppl are expecting 2nd round of CB. CB....,2020-06-18 06:23:16+00:00,9
47,"😋🍜🍾 if you’re thinking of dining out after phase 2 kicks in friday (june 19), bear in mind that due to social distancing rules, most restaurants' seating capacity will shrink by at least 50%. #linkinbio for a look at the crowds that restaurants and bars are expecting this weekend.",2020-06-18 02:00:33+00:00,Spoilt brats at it again,2020-06-18 06:31:38+00:00,5
48,"😋🍜🍾 if you’re thinking of dining out after phase 2 kicks in friday (june 19), bear in mind that due to social distancing rules, most restaurants' seating capacity will shrink by at least 50%. #linkinbio for a look at the crowds that restaurants and bars are expecting this weekend.",2020-06-18 02:00:33+00:00,Congratulations to everyone who benefits from the trading platform I shared here last week ... I also want more people to benefit also.together we will be happy @btrade_michelle_calil,2020-06-18 07:22:46+00:00,25
51,"😋🍜🍾 if you’re thinking of dining out after phase 2 kicks in friday (june 19), bear in mind that due to social distancing rules, most restaurants' seating capacity will shrink by at least 50%. #linkinbio for a look at the crowds that restaurants and bars are expecting this weekend.",2020-06-18 02:00:33+00:00,If 2nd cb happens you know whose doors to knock,2020-06-18 16:02:28+00:00,9
52,"a total of 58 businesses and individuals were fined from june 2 to 8 for breaching social distancing rules on covid-19, following inspections at workplaces, malls and tourism establishments in the first week of the phase one reopening.

#linkinbio for the full article",2020-06-10 05:00:25+00:00,No! Don’t open the malls yet.,2020-06-10 05:03:11+00:00,7
53,"a total of 58 businesses and individuals were fined from june 2 to 8 for breaching social distancing rules on covid-19, following inspections at workplaces, malls and tourism establishments in the first week of the phase one reopening.

#linkinbio for the full article",2020-06-10 05:00:25+00:00,💩💩💩💩💩💩 why open? just closed till vaccine found lor! 💩💩💩💩💩💩,2020-06-10 07:11:00+00:00,8
55,"over two days, today visited several outlets of supermarket chains and found that&nbsp;stores were crowded with shoppers who were huddled close together, and not observing safe distancing.⁣
⁣
it manager henny tee, 39, who frequents the fairprice branch at northpoint city, said: “when i'm picking vegetables, some shoppers will still shove me and squeeze between others to take what they need because they just want to be fast and get out, but that’s not the way.""⁣
⁣
read the full article at #linkinbio",2020-06-05 06:00:14+00:00,Should allow only one pax at a time per household unless old people who required assistant... It's frustrating to see one whole ching cheong gang go together then still hastening what to buy and asking each other opinions while others are waiting outside.... Faintzzzz... For ladies who are buying heavy stuff please get your better half to come back to help u carry or bring a trolley bag rather than go in pairs and build up the crowd.... Be safe since there are cases that happened in supermarket 🙏,2020-06-05 15:49:16+00:00,87
56,"over two days, today visited several outlets of supermarket chains and found that&nbsp;stores were crowded with shoppers who were huddled close together, and not observing safe distancing.⁣
⁣
it manager henny tee, 39, who frequents the fairprice branch at northpoint city, said: “when i'm picking vegetables, some shoppers will still shove me and squeeze between others to take what they need because they just want to be fast and get out, but that’s not the way.""⁣
⁣
read the full article at #linkinbio",2020-06-05 06:00:14+00:00,Dude it’s everywhere we all over the place people mad close getting what you want and then when you go to check out they wanna say 6 feet part like tf this lady just legit brushed past in aisle three with there 2 foot aisles,2020-06-05 16:09:45+00:00,44
57,"over two days, today visited several outlets of supermarket chains and found that&nbsp;stores were crowded with shoppers who were huddled close together, and not observing safe distancing.⁣
⁣
it manager henny tee, 39, who frequents the fairprice branch at northpoint city, said: “when i'm picking vegetables, some shoppers will still shove me and squeeze between others to take what they need because they just want to be fast and get out, but that’s not the way.""⁣
⁣
read the full article at #linkinbio",2020-06-05 06:00:14+00:00,@todayonline  also want to be kepo and paotoh about others.... 🤦‍♂️🤦‍♂️,2020-06-05 16:09:59+00:00,9
58,"over two days, today visited several outlets of supermarket chains and found that&nbsp;stores were crowded with shoppers who were huddled close together, and not observing safe distancing.⁣
⁣
it manager henny tee, 39, who frequents the fairprice branch at northpoint city, said: “when i'm picking vegetables, some shoppers will still shove me and squeeze between others to take what they need because they just want to be fast and get out, but that’s not the way.""⁣
⁣
read the full article at #linkinbio",2020-06-05 06:00:14+00:00,"Apparently, many people are just ignoring the advice of social distancing especially when they are in the markets, supermarkets, shops, fruits stalls.",2020-06-05 16:39:22+00:00,22
60,"over two days, today visited several outlets of supermarket chains and found that&nbsp;stores were crowded with shoppers who were huddled close together, and not observing safe distancing.⁣
⁣
it manager henny tee, 39, who frequents the fairprice branch at northpoint city, said: “when i'm picking vegetables, some shoppers will still shove me and squeeze between others to take what they need because they just want to be fast and get out, but that’s not the way.""⁣
⁣
read the full article at #linkinbio",2020-06-05 06:00:14+00:00,"But if 40 people want the best chicken, and the chicken section is only 1m long, do we expect 40 people to have a 40m line to hope they get a chicken by the time they reach the chicken section?",2020-06-05 22:55:22+00:00,36
61,"over two days, today visited several outlets of supermarket chains and found that&nbsp;stores were crowded with shoppers who were huddled close together, and not observing safe distancing.⁣
⁣
it manager henny tee, 39, who frequents the fairprice branch at northpoint city, said: “when i'm picking vegetables, some shoppers will still shove me and squeeze between others to take what they need because they just want to be fast and get out, but that’s not the way.""⁣
⁣
read the full article at #linkinbio",2020-06-05 06:00:14+00:00,Now stilled got safe distancing SBS bus also all sitting together.,2020-06-06 03:49:40+00:00,11
62,"over two days, today visited several outlets of supermarket chains and found that&nbsp;stores were crowded with shoppers who were huddled close together, and not observing safe distancing.⁣
⁣
it manager henny tee, 39, who frequents the fairprice branch at northpoint city, said: “when i'm picking vegetables, some shoppers will still shove me and squeeze between others to take what they need because they just want to be fast and get out, but that’s not the way.""⁣
⁣
read the full article at #linkinbio",2020-06-05 06:00:14+00:00,"Finally THIS is on news!!! It has NEVER safe distancing at the supermarkets. NONE of them care. I have encountered so many times others just come right in front of me, or pushing their cart and coming right next to me elbow to elbow. Worst when I don't understand why did they even have checkers before you enter. Stationed there just for fun or for the sake of just being there and for show to the officers when being checked. Its just crap",2020-06-06 10:58:49+00:00,82
63,"over two days, today visited several outlets of supermarket chains and found that&nbsp;stores were crowded with shoppers who were huddled close together, and not observing safe distancing.⁣
⁣
it manager henny tee, 39, who frequents the fairprice branch at northpoint city, said: “when i'm picking vegetables, some shoppers will still shove me and squeeze between others to take what they need because they just want to be fast and get out, but that’s not the way.""⁣
⁣
read the full article at #linkinbio",2020-06-05 06:00:14+00:00,And toddler is not wearing face mask .,2020-06-06 14:46:55+00:00,7
65,"over two days, today visited several outlets of supermarket chains and found that&nbsp;stores were crowded with shoppers who were huddled close together, and not observing safe distancing.⁣
⁣
it manager henny tee, 39, who frequents the fairprice branch at northpoint city, said: “when i'm picking vegetables, some shoppers will still shove me and squeeze between others to take what they need because they just want to be fast and get out, but that’s not the way.""⁣
⁣
read the full article at #linkinbio",2020-06-05 06:00:14+00:00,"I think it’s important to keep creating awareness towards social distancing as we all, being human, miss naturally to maintain social distancing!",2020-06-07 01:56:45+00:00,23
66,"over two days, today visited several outlets of supermarket chains and found that&nbsp;stores were crowded with shoppers who were huddled close together, and not observing safe distancing.⁣
⁣
it manager henny tee, 39, who frequents the fairprice branch at northpoint city, said: “when i'm picking vegetables, some shoppers will still shove me and squeeze between others to take what they need because they just want to be fast and get out, but that’s not the way.""⁣
⁣
read the full article at #linkinbio",2020-06-05 06:00:14+00:00,No wonder these days walking downstairs is like a maze [POV: Your the only one distancing from people],2020-06-08 09:03:58+00:00,18
67,"commuters told today that despite safe distancing being no longer mandatory on public transport, there are “a lot of people practicing personal distancing rather than having to comply with any rules,” and tried their best to not go shoulder-to-shoulder with others. ⁣
⁣
#linkinbio for the full article",2020-06-03 04:22:05+00:00,What kind of social distancing is this? Basically it's back to what we have had like sardines packed in can but now each sardine has a mask on.,2020-06-03 05:14:58+00:00,27
72,"commuters told today that despite safe distancing being no longer mandatory on public transport, there are “a lot of people practicing personal distancing rather than having to comply with any rules,” and tried their best to not go shoulder-to-shoulder with others. ⁣
⁣
#linkinbio for the full article",2020-06-03 04:22:05+00:00,looking at the photo got me feeling anxiety... dun think i would be able to bring myself to take that train ride,2020-06-03 07:49:36+00:00,22
73,"commuters told today that despite safe distancing being no longer mandatory on public transport, there are “a lot of people practicing personal distancing rather than having to comply with any rules,” and tried their best to not go shoulder-to-shoulder with others. ⁣
⁣
#linkinbio for the full article",2020-06-03 04:22:05+00:00,Singaporeans just like to go out !  Seniors also like to go out !  And you all tot Covid-19 is gone ?  Please la don't be so naive !  Do your part and stay socially responsible la !  Better safe then sorry !,2020-06-03 09:15:30+00:00,36
