,Unnamed: 0,Unnamed: 0.1,name,comment,processed_comment,emoji_decoded_comment
31,31,8,limcheng1819,Hi thank you so much🙏🏻 may I ask if there is any easing of measures for nursing homes?,"['hi', 'thank', 'much', 'may', 'ask', 'eas', 'measur', 'nurs', 'home']",Hi thank you so much:folded_hands_light_skin_tone: may I ask if there is any easing of measures for nursing homes?
32,32,9,leee.dennis,Mantap,['mantap'],Mantap
33,33,10,mrknight88,Hi ! Will we be back to campus to have class in phase 3?,"['hi', 'back', 'campu', 'class', 'phase']",Hi ! Will we be back to campus to have class in phase 3?
34,34,11,iwanka_gvn,😊👍,[],:smiling_face_with_smiling_eyes::thumbs_up:
35,35,12,qijerleneangrui,👏,[],:clapping_hands:
36,36,13,qijerleneangrui,😍,[],:smiling_face_with_heart-eyes:
37,37,14,qijerleneangrui,👍,[],:thumbs_up:
38,38,15,qijerleneangrui,💪,[],:flexed_biceps:
39,39,16,qijerleneangrui,❤️,[],:red_heart:
40,40,17,qijerleneangrui,🙏,[],:folded_hands:
41,41,18,run_ming,Nothing on sports events?,"['noth', 'sport', 'event']",Nothing on sports events?
42,42,19,leslie_monochromicimage,"Mamaland's doing slowly, carefully and steady. Well done sg🇸🇬🇸🇬🇸🇬","['mamaland', 'slowli', 'care', 'steadi', 'well', 'done', 'sg']","Mamaland's doing slowly, carefully and steady. Well done sg:Singapore::Singapore::Singapore:"
43,43,20,liliesutjiari,❤️,[],:red_heart:
44,44,21,clarence_seow,Phase 3 is not very much different and still need to stay safe.,"['phase', 'much', 'differ', 'still', 'need', 'stay', 'safe']",Phase 3 is not very much different and still need to stay safe.
45,45,22,nuryana1949,What about wedding lunch/dinner??,['wed'],What about wedding lunch/dinner??
46,46,23,rostinir,👍,[],:thumbs_up:
47,47,24,uayvi.nay,Thank you 🙏🏻! Appreciate greatly.,"['thank', 'appreci', 'greatli']",Thank you :folded_hands_light_skin_tone:! Appreciate greatly.
48,48,25,itsokimmei,😍😍😍🇸🇬🇸🇬🇸🇬,[],:smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::Singapore::Singapore::Singapore:
49,49,26,kaylini15,@activ_dimsum,[],@activ_dimsum
50,50,27,joycesvillareal,👏👏👍😍❤️,[],:clapping_hands::clapping_hands::thumbs_up::smiling_face_with_heart-eyes::red_heart:
51,51,28,leopard_moon,❤️,[],:red_heart:
52,52,29,ate_gee755,😍❤️❤️👏👏,[],:smiling_face_with_heart-eyes::red_heart::red_heart::clapping_hands::clapping_hands:
53,53,30,glendaqbautista,❤👍,[],:red_heart::thumbs_up:
54,54,31,sheena_jnj,Congregational meaning for wedding at external venues?,"['congreg', 'mean', 'wed', 'extern', 'venu']",Congregational meaning for wedding at external venues?
55,55,32,limcheng1819,Hi thank you so much🙏🏻 may I ask if there is any easing of measures for nursing homes?,"['hi', 'thank', 'much', 'may', 'ask', 'eas', 'measur', 'nurs', 'home']",Hi thank you so much:folded_hands_light_skin_tone: may I ask if there is any easing of measures for nursing homes?
56,56,33,leee.dennis,Mantap,['mantap'],Mantap
57,57,34,mrknight88,Hi ! Will we be back to campus to have class in phase 3?,"['hi', 'back', 'campu', 'class', 'phase']",Hi ! Will we be back to campus to have class in phase 3?
58,58,35,iwanka_gvn,😊👍,[],:smiling_face_with_smiling_eyes::thumbs_up:
59,59,36,qijerleneangrui,👏,[],:clapping_hands:
60,60,37,qijerleneangrui,😍,[],:smiling_face_with_heart-eyes:
61,61,38,qijerleneangrui,👍,[],:thumbs_up:
62,62,39,qijerleneangrui,💪,[],:flexed_biceps:
63,63,40,qijerleneangrui,❤️,[],:red_heart:
64,64,41,qijerleneangrui,🙏,[],:folded_hands:
65,65,42,run_ming,Nothing on sports events?,"['noth', 'sport', 'event']",Nothing on sports events?
66,66,43,leslie_monochromicimage,"Mamaland's doing slowly, carefully and steady. Well done sg🇸🇬🇸🇬🇸🇬","['mamaland', 'slowli', 'care', 'steadi', 'well', 'done', 'sg']","Mamaland's doing slowly, carefully and steady. Well done sg:Singapore::Singapore::Singapore:"
67,67,44,liliesutjiari,❤️,[],:red_heart:
68,68,45,clarence_seow,Phase 3 is not very much different and still need to stay safe.,"['phase', 'much', 'differ', 'still', 'need', 'stay', 'safe']",Phase 3 is not very much different and still need to stay safe.
69,69,46,nuryana1949,What about wedding lunch/dinner??,['wed'],What about wedding lunch/dinner??
70,70,47,rostinir,👍,[],:thumbs_up:
