post_id,,username,date_time,comment_raw
101579512,77612900,Ed Nolan,"Dec 15, 2020","In two weeks' time it will magically become safe to increase to 8? But this week not yet safe to increase to 8? What will change during these two weeks? Stupid logic. Incompetent govt. Can't even distribute a little token to the population after 3 months. How many places still cannot resume token collection?  In case there are commenters who want to mislead or who lack the basic ability to think, here is the timeline for previous reopening: ""Multi-Ministry Taskforce announced on 15 June 2020 that Singapore will move into Phase Two after 18 June 2359 hours."" Not two weeks. Not even one week. ðŸ˜‰"
101579512,77612900,Cindy Tan,"Dec 15, 2020",Tokens are out of stock in most places. Supposed to distribute this month. Wonder what happened 
101579512,77612900,Martin Wong,"Dec 14, 2020",Increase to 10 lah.. just nice one table for restaurant 
101579512,77612900,Whereis Richey,"Dec 15, 2020",Please this is all fiction you got to be born yesterday to believe it.
101579512,77612900,Sharingan Ismadi,"Dec 14, 2020",This move also saves the beleaguered restaurants. Positive right now people are booking tables for next year cny and etc as we speak. 8 pax per table is more cheaper than 5 pax per table.
101579512,77612900,Jimmy Beany,"Dec 14, 2020","Indoor and outdoor live performance is already in pilots in Phase 2, very little difference between Phase 2 and 3. Those people getting excited for no reason at all, getting complacent, think no need to wear face mask is it?"
101579512,77612900,Mun Mun,"Dec 15, 2020","Donâ€™t understand the logic. If u allow gathering of 50 for worship and performances, then why limit private gathering to only 8? Double standards?"
101579512,77612900,Qinyan Alice Yu,"Dec 15, 2020","After reading through all these comments, I can only conclude: Singaporeans are a difficult bunch to please ðŸ˜…"
101579512,77612900,Nuraidi Noorzailan,"Dec 14, 2020",Too early for phase 3.. should keep phase 2 till the oceans are blue again.. the new norm of phase 2 is pretty good
101579512,77612900,Syro Stoirm,"Dec 14, 2020",What phase? I see so many people go to phase 5 oredy. In public transport suddenly phase 10 orediy
101579512,77612900,Foxtel Don Ge,"Dec 14, 2020","Why social gathering can be allow up to 8 people, while other event can have more?  Is it because other event is more bullet proof? ðŸ§"
101579512,77612900,Elsie Yun Chin,"Dec 14, 2020",Keep it up Singapore
101579512,77612900,Koh Koh Mo,"Dec 14, 2020",Why are some people so thrilled about this? It's basically phase 2 with extra 3 people for visit
101579512,77612900,Abdul Hadi,"Dec 14, 2020","Phase 2 and 3, simi difference? Lampa la! Once announced CB lifted and can go out, all become stupid. Wear mask and comply with contact tracing but CB no social distancing whatsoever.   Brainless cows. ðŸ˜‘ðŸ˜‘ðŸ˜‘"
101579512,77612900,Eddy Tan,"Dec 14, 2020",Can pasarmalam already? I miss ramly burger
101579512,77612900,Fairuz Din,"Dec 14, 2020",Simi baseball analogy lim peh no understanding.
101579512,77612900,Seh Hup Neo,"Dec 14, 2020",More appropriate to restaurants.
101579512,77612900,Ken Ho,"Dec 14, 2020",aunties and uncles at hawker center already in Phase 3
101579512,77612900,Feng Xiao,"Dec 14, 2020",Prepare for Chinese New Year is it?
101579512,77612900,Wong Yking,"Dec 14, 2020",Already started at phase 3..nothing special..
101579512,77612900,Michael Li,"Dec 15, 2020",dont sound like the phase 3 they preached in the 1st place
101579512,77612900,Vaishna Lee,"Dec 15, 2020",when its chinese new year 
101579512,77612900,Zubaidah Z Myniz,"Dec 14, 2020",Any change in WFH? 
101579512,77612900,Top FanBryen Yap,"Dec 14, 2020",Does 8 person really matters...... I bet there are a lot of ppl. . Happy with just 5 pax..
101579512,77612900,Stephen Thomas Murray,"Dec 14, 2020",They bought the vaccine to be delivered at the end of December so the government are getting over-excited by letting up on the lockdown measures -- let's see if the vaccine can cure people quicker than covid can spread. 
101579512,77612900,Whereis Richey,"Dec 15, 2020",FREEDOM IS NOT COMING BACK.
101579512,77612900,Dalang Wu,"Dec 14, 2020","Ang mo yaya papaya gathering during cb, so"
101579512,77612900,Top FanGlenn Leong,"Dec 14, 2020","Ho seh liao, CNY can open 2 tables mahjong liao. ðŸ¤£ðŸ¤£"
101579512,77612900,Top FanMikel Junior,"Dec 15, 2020",Let's wait and see. Don't underestimate Covid-19. Don't play with Covid-19.
101579512,77612900,Eugene Chan,"Dec 14, 2020",The live performence i disagee sia. Confirm gt case 1. Jia lat.
101579512,77612900,Jon,"Dec 14, 2020",What you people excited for? ðŸ¤”ðŸ¤”ðŸ¤”
101579512,77612900,Sugu Maran,"Dec 14, 2020",Nothing To Jump lah..We long already In Phase 3..Only Extra 3 Ppl..All Go Take MRT &;Bus...Phase 10 liao..
101579512,77612900,Richard Collao Magno,"Dec 14, 2020",Ro Gi Cruz pwede na maramihan..
101579512,77612900,Wilkie Ong Keng Soon,"Dec 14, 2020","All these numbers are arbitrary chosen, virus infection doesn't care the number, you can have 5 or 50 the virus will spread means will spread.  Covid-19 measures are made for show that authorities are doing something by creating restrictions."
101579512,77612900,Tan Chee Siong,"Dec 14, 2020",Phase 3 end of the world lah.
101579512,77612900,Admen Lim,"Dec 14, 2020", Is Covid donâ€™t pass thru 8 people . I shall always stick to 8 in a group soon
101579512,77612900,Mohammad Faizal,"Dec 15, 2020","You know what is 1 of the funniest things about Opposition Parties and most of the Singaporeans last General Election? They not happy with Singapore People's Action Party Government to have a GE during this COVID-19 pandemic. You know what happen after GE finish? All this Oppositions especially that not elected to seat in Parliament. Walk around Singapore, going from houses to houses, like they are the ones run Sg Gov, and tell this Singaporeans their boring plans again and again of becoming Oppositions MPs at GE 2025. ðŸ˜‚ Unbelievable. ðŸ˜‚ They not happy with Sg PAP Gov to have GE last 10th July because of pandemic, but after GE finish they walk around Sg. How stupid can that be from Oppositions eh. ðŸ˜‚ Unbelievable. Sg PAP Gov, you better do something about them ya. ðŸ‘Œ Sg PAP Gov just announced that 28th December 2020 Phase 3 will start. I can bet you all, Oppositions will be much more happier, and bring their Teams go all out, all over Singapore from houses to houses, and tell Singaporeans that PAP sucks at running Sg Gov, and please vote us to be your Oppositions MPs in Parliament at GE 2025. ðŸ˜‚ Unbelievable... ðŸ˜‚ Singaporeans that believe Oppositions can run Sg Gov better than PAP. You have anything to say? ðŸ˜‰ðŸ˜‚"
101579512,77612900,Satish Satishw,"Dec 14, 2020",So are buffets allowed!
101579512,77612900,Farah Hanis,"Dec 15, 2020",Simar Gill ðŸ˜‡
101579512,77612900,Whereis Richey,"Dec 15, 2020",#StopKillingUs #dontletthemkillus #stopglobalelites #stopgenocide #vaccineskill #ripbrandyvaughn #ripKarymullis #KaryMullis #DepopulationAgenda #Committeeof300 #global2000report #LimitsToGrowth #ClubOfRome #agenda2030 #behindthegreenmask #greatreset #raykurzweil #singularityraykurzweil #transhumanism #transhuman #nanotechnology #promega #profusa #darpa #luciferase #transfection #hydrogel #nanodust
101579512,77612900,James Chia,"Dec 14, 2020",Good summary
101579512,77612900,Jen Hong Liew,"Dec 14, 2020",Hui Shan Ohstill masked ðŸ¤£
101579512,77612900,Chuan Yeow Tan,"Dec 14, 2020",Our leaders are the best ðŸ’ª
101579512,77612900,Sable Sables,"Dec 14, 2020",Alemay Fernandez
101579512,77612900,Sarafida Alive,"Dec 14, 2020",Alhamdullilah
101579512,77612900,Rohit Raj,"Dec 14, 2020","This is my testimony about the good work of Doctor LUCKY who helped me....And am sorry for putting this on net but i will have to, because of this world best spell caster that brought back my wife who left me out for past 2 years, i eventually met this man on a blog site posting by one of is client for help, i explained everything to him and he told me about a spell caster that he had heard about and he gave me an email address to write to the spell caster to tell him my problems. In just 1 days, my wife was back to me. I just want to say thank you to this truthful and sincere spell caster, sir all you told me have come to pass and thank you sir. Please I want to tell everyone who is looking for any solution to their problem, I advise you to kindly consult this spell caster, he is real,he is powerful and whatever the spell caster tells is what will happen, because all what the spell caster told me came to pass. You can kindly contact him on WhatsApp : +2348136574975 or his email address is Email: drluckyspelltemple06@gmail.com  https://m.facebook.com/Dr-Lucky-spell-temple-103084998306013/?ref=bookmarks"
101579512,77612900,Esty Moses,"Dec 14, 2020","I now have the money to afford anything I want through the help of Mr Andrei Bogdan who has helped trading for me. I do earn $8,500 every 5days with an investment capital of $1,000 trading forex with him. He manages trade account with zero loss. You can get to him via Facebook ðŸ‘‰ðŸ» https://www.facebook.com/andrei.bogdan.fx01"
101579512,77612900,Andrew Neo,"Dec 14, 2020",I look forward to breathing fresh air. Not through some germ infested facial diaper...
101577630,46402900,Shane Popiang,"Sep 20, 2020",SPG syndrome
101577630,46402900,Paul Chia,"Sep 20, 2020",It just take a couple of non-compliance diners and there they go...haha
101577630,46402900,Apple Wong,"Sep 20, 2020",Jorial Cheng
101577630,46402900,Pom Cynada,"Sep 20, 2020","Unless  the  food  excellently  tasty,  if  not  dun see the  sustainability.   Good  luck.   "
101577630,46402900,Auwal Wudil,"Sep 19, 2020",Hello I want to inform everyone that Mrs Annaliesa Angelika Christoph is  a legitimate Forex Trade. She assisted me very much and the money I got from her indeed help me  a lot.Thanks you very much Mrs Annaliesa. I believe in your trading platform and I thank you for lifting me from poverty. It is great I knew you on time. I blessed the day I see you on social media. Contact her on Facebook to start making money online   https://www.facebook.com/annaliesa.angelika.christoph
101577630,46402900,Hazette AK,"Sep 20, 2020",All it takes is Money 
101577630,46402900,à¤—à¥Œà¤°à¤µà¤¦à¤¾à¤¦à¤¾ à¤•à¥‹à¤²à¤¤à¥‡,"Sep 20, 2020",Click on the link to join below to contact Mr Patrick Tyler  for more details  on how to earn money online ðŸ‘‡ðŸ‘‡ðŸ‘‡  https://www.facebook.com/Patrick.Tylerconad.Fx
101577630,46402900,à¤—à¥Œà¤°à¤µà¤¦à¤¾à¤¦à¤¾ à¤•à¥‹à¤²à¤¤à¥‡,"Sep 20, 2020","Wow! Do you know that you can earn over $5000 with just an investment of $200. Without paying for withdrawal charges,or false fees.... I was skeptical at first until I tried this trustworthy man Mr Patrick Tyler   he's a good man and straight forward man who keeps to his words to his investors Click on the link below on how to achieve financial freedom ðŸ‘‡ ðŸ‘‡ ðŸ‘‡ ðŸ‘‡ ðŸ‘‡ ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ https://www.facebook.com/Patrick.Tylerconad.Fx"
101577630,46402900,Mistry Roy,"Sep 20, 2020","So many traders are afraid and confused seeing different testimonies, different managers and still yet they still lost their money in the hands of scammers,my advice for everyone is that you all should be careful because I was a victim of such and i was lucky i met the right source Mrs Lisa Maria who I trust now without any fear to loose my money because I have benefited from her more than 5 times  You can contact her WhatsApp.+1 973-433-6992 https://www.facebook.com/lisa.mariafx"
101576997,25227900,Chien Nelson,"Aug 21, 2020","Pity our young generations, the stress of examinations in a disruptive year and adding to that the stress of being infected resulting in not able to take exams. So for the sake your children, stay safe and only go out as and when necessary....."
101576997,25227900,Top FanVivo Tey,"Aug 22, 2020",Ngl I'd rather not have an extra year where I am. I'd much rather take my nationals then go NS and forget about studies for a good 2 years.
101576997,25227900,Ryz Kaos,"Aug 22, 2020",Endless paper chase!
101576997,25227900,Zana Hassan,"Aug 22, 2020",Study for what end up be grab delivery..
101576997,25227900,Ting Wang,"Aug 22, 2020",Muhd Hussain
101576997,25227900,Kan Yew Wah,"Aug 23, 2020",Do they take the exams wearing masks?
101576997,25227900,Yuan Lin,"Aug 21, 2020",Dominic Low
101576997,25227900,Dennis Chan,"Aug 21, 2020","Study so hard end up loose to third world ""graduate "".Elite say we no talent, we racist"
101575423,73452900,Josephine Lim,"Jun 23, 2020",Learn from what is happening in other countries...the second wave will be worst if we arenâ€™t vigilant. I stayed home to avoid the crazy crowd .
101575423,73452900,Mag Kan,"Jun 23, 2020","Now we know the real reason for Phase 2: not because of the people or economy, but more to take advantage of the situation and the chicken wings they were giving out. "
101575423,73452900,Ken Ho,"Jun 23, 2020",I went out to look at the crowd
101575423,73452900,Jeffery Anthony,"Jun 24, 2020","They planned phase 2's date. We know that now...why? So 5 can go walkabout in public for GE and with shops all open now, they know a lot of people around for them"
101575423,73452900,Mei Lim,"Jun 24, 2020",I'm working
101575423,73452900,Jimmy Beany,"Jun 23, 2020",Yes PAP voters please stay home for the long weekend on July for your own safety. Its a additional complimentary PH for you. Enjoy! Other voters come out and vote!  We can do this! ðŸ’ª
101575423,73452900,Waqar Watto,"Jun 24, 2020","Sigurado ka ba talagang interesado na magtrabaho mula sa ginhawa ng iyong tahanan gamit ang iyong PC o aparato ng telepono ng Android, isang mahusay na koneksyon sa internet at kumita ng 1 BTC sa loob lamang ng 7 araw    Inbox ako para sa karagdagang impormasyon makipag-ugnay sa kanya sa ibaba ðŸ‘‡ðŸ‘‡ðŸ‘‡ https://www.facebook.com/Patrickdennis001"
101575423,73452900,Muhammad Tariq Palari,"Jun 24, 2020","Salamat MR DENNIS PATRICK Nais ko lang pasalamatan sa pagpapabuti sa akin at maging mas mabuti sa bawat araw.  Ikaw ay isang pagpapala sa aking buhay. Mula nang simulan ko ang pangangalakal na natanggap mo ang aking kita nang walang nagreklamo sa aking kapwa namumuhunan ay hindi para sa mga kamay ng mga scammers makipag-ugnay kay MR Dennis Patrick para sa iyo upang magpatotoo tulad ng mga utos na siya ang pinakamahusay na account  makipag-ugnay sa manager sa kanya Vai,,,,, sa ibaba ðŸ‘‡ðŸ‘‡ðŸ‘‡ https://www.facebook.com/Patrickdennis001"
101575423,73452900,Nand Lal L K,"Jun 24, 2020","Magtrabaho mula sa bahay mayroon kang isang bitcoin wallet Maaari kong ipakita ang unang 20 tao kung paano kumita ng $ 1000 araw-araw ""kung interesado makipag-ugnay sa kanya sa ibaba. ðŸ‘‡ðŸ‘‡ðŸ‘‡ https://www.facebook.com/Patrickdennis001"
101575423,73452900,Aamir Sohail,"Jun 24, 2020",Mangyaring simulan ang jubilating ngayon nakakita ako ng isang lehitimong negosyante ng Bitcoin na nagtuturo at tumulong sa akin na kumita ng $ 1000 everyweek sa pandemyang ito hindi ko alam kung paano ipakita ang aking pagpapahalaga Gusto kong lahat ng sa iyo ay makinabang mula sa pls Makipag-ugnay sa aking account manager at siya  gagabay sa iyo: sa ibaba.   ðŸ‘‡ðŸ‘‡ðŸ‘‡ https://www.facebook.com/Patrickdennis001
101575423,73452900,Muhammad Tariq Palari,"Jun 23, 2020",Hindi ako nangangako sa iyo ng bilyun-bilyong dolyar ngunit makakatulong ako upang ipakita sa iyo kung paano kumita ng $ 1000 lamang sa $ 300 kung Interesadong makipag-ugnay sa kanya sa ibaba. ðŸ‘‡ðŸ‘‡ðŸ‘‡ https://www.facebook.com/Patrickdennis001
101575423,73452900,MD Samad,"Jun 24, 2020","I found something that's actually not a scam!! You  can get paid in 12 hours, you can save life's and earn huge profits in 12 hours,, just click this link and be among the testifier..ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ðŸ‘‡ Https://www.facebook.com/Olivia.lisa.1446 "
101575423,73452900,à¦•à¦¾à¦®à¦¾à¦² à¦­à§à¦‡à¦¯à¦¼à¦¾,"Jun 23, 2020","Mrs patricia elizabeth Online investing has been my main source of income. You do not need to over work yourself to earn money, all you need is the right information and expert trader then you can build your own wealth freedom the comfort of your home 100% legit and real. In the beginning I find it so difficult investing trading myself until I met Mrs Patricia Elizabeth and his  team of experts who made it so easy for me and now I'm financially free. Thanks to Mrs Patricia Elizabeth You can reach her by clicking the  https://m.me/patriciaas.elizabeth7"
268022434,634627,Joe Pennington,Yesterday at 1:27 PM,If you look at the first blue swimsuit she had on itâ€™s got strings on it Few seconds later she slides over in front of the box and her swim suit top has wide strings so where is the magic I know you switch to color but anybody can do that
268022434,634627,Bob Krebs,Saturday at 12:59 PM,Not really a magic thing as it is an editing thing.
268022434,634627,Marcus Charley,2 hours ago,Two different blue bras. Check properly 
268022434,634627,Chester Mcnabb,Saturday at 11:04 PM,I've never been at a magic show that I could possibly say that these magic things are exactly real so I don't know anything that portraits my understanding of any of this I don't care how good it looks on camera I want to know what it's like in real life that's the only thing I can think of
268022434,634627,James Jean,Yesterday at 1:52 AM,"Like to check those shorts for leakage , wouldnâ€™t matter though I would go at it till the cows come home..."
268022434,634627,Ron Bean,Saturday at 4:28 PM,Oldest video trick in the book.
101575140,13082900,Fariha Khurshid,"Jun 14, 2020","I think detailed reports/updates should be provided for the community cases, just like they were done for the first cases in Singapore, back in late January / early February. This helps us take extra precautionary measures."
101575140,13082900,Siew Chng Tan,"Jun 14, 2020","MOH use  'likely' is sounding equivocal.  Likely can be as like as Not, seemingly to blindside the public.    When the infected case before diagnosed by doctor was already mingled with people and may 'likely' infect close contact, thereafter being affirmed he/she is a Covid-19 carrier,  is it still 'proactive' screening; thought being proactive is ability to detect the carrier before he/she has any close contact with people thus to forestall the likelihood of transmission. Proactive screening sounds contradictory."
101575140,13082900,Idah Aidah,"Jun 14, 2020",School is much more important than ur own health and life! I just cant stop thinking y school need to open at this situation! 
101575140,13082900,Top FanDave Ee,"Jun 14, 2020","LIKELY, this word came out again. Been disappointed of the number of cases reported every day.. 40 thousand cases in Singapore, our land size are so small, but infected rate is tremendous. The overlooking of dormitory problem by various ministry should be taken into account. It can be view as Due to this MOF need to allocate an extra huge sum of money to help us and economy.  Where are all the accountability?GE is coming and they are going to be out leader for another many years?"
101575140,13082900,Daniel Xu,"Jun 14, 2020","With thousand and thousand of people infected in a small island nation, highly density population. The Covid19 is not over yet. Daily still have 3 digits. I am now concerns about the 2nd wave and my family. Hopefully the post CB safety procedure is properly monitor for at least few months. No serious 2nd wave outbreak."
101575140,13082900,Vivienne Barwick,"Jun 14, 2020","Back in April, I was hoping the HBL to be continued in May, then after the June holiday, kids can go back to school safely after 3 months of circuit breaker... but didnâ€™t expect MOE moved June holiday to May... ðŸ§"
101575140,13082900,Top FanDave Ee,"Jun 14, 2020","If the dormitory problem was put into the context of a corporate organization, example where production department produce faulty products, quality department also did not perform the check to detect it. Customer get all the defected products, rejected the whole batch of products and asking from finance department for hefty compensation and refusing to make payment. How will the CEO of the company react? Keep quiet and use the company money to compensate customer , continue to pay all these involved department heads salary and bonus.. continuing letting them holding this position???? Will this be case?"
101575140,13082900,Michelle Tan,"Jun 14, 2020","Can govt provide more details on how exactly these students caught the virus, if supposedly they only stayed home, went to eateries to tar pau food, or went parks during this period? "
101575140,13082900,Edgar Wong,"Jun 14, 2020","Whether infection is from school or from CB is it important? Bottomline - it is still in the Community. We are able to test max 13,000 a day, perhaps only recently."
101575140,13082900,Kok Soon Yeo,"Jun 14, 2020","â€œOne of the cases, a 15-year-old female student, was tested as part of testing of school students above the age of 12 diagnosed with acute respiratory infection (ARI) at first presentation to a doctor, said MOH. â€œ  Actually we are slow in implementing covid-19 test in the first visit.  Hope the clinic doctors will do more covid-19 test on the first visit, or patients will demand covid-19 test on the first visit. This will greatly reduce the community spread and prevent your family members from getting the virus."
101575140,13082900,Michael Segar,"Jun 14, 2020",Many countries have recovered. I don understand why such  a small country with present Government we fail . Many people are suffering still our Government more interested in planning for the Election. Is the  Election important for now !!! 
101575140,13082900,Nicholas Tay,"Jun 14, 2020",Well now the rest of her classmates and their families are likely to get inflected after school reopen.. so what the point of saying likelihood...
101575140,13082900,Top Fanã‚¸ã‚§ãƒ³ ãƒ•ã‚£ã‚ªãƒ³,"Jun 14, 2020",Wondering why during circuit breaker still can get infected? Can i say bcoz of the virus too power? or I should say becoz still people didnt obey the rule? or ppl went jogging w/o mask is part of the reason?
101575140,13082900,Ivan Lew,"Jun 14, 2020","I feel the information given need to improve like no of test done, Singaporean and PR on their own, timeliness of contact tracing, eg Hougang Mall, 6 days later on the news"
101575140,13082900,Warren Wong,"Jun 14, 2020","Donâ€™t try to downplay a situation by playing with words. Actually got infected during CB is worse than got infected after school reopened. And the worst of all, infected student went to school after getting infected during CB. And What the heck is this â€œpast infectionâ€ term!"
101575140,13082900,Suzana Jorami,"Jun 13, 2020","The timing of when the student was infected, is not critical. Bottom line, she went back to school while infected. I can imagine the anxiety this is causing the parents who have children in St Anthony's Cannossian Convent...."
101575140,13082900,Lalit Kumar Verma,"Jun 13, 2020",Keep schools closed for one more month. 
101575140,13082900,Amos HM Tan,"Jun 13, 2020","Before or after is not the point, the point is she is back to school and that may cause another cluster in 2-3 weeks time. "
101575140,13082900,Top FanYochana Abigail Yule,"Jun 14, 2020","What does it mean â€œshe was LIKELY to have been infected during the circuit breaker period, and not after school re-openingâ€?Stop those play of words."
101575140,13082900,William Lee,"Jun 14, 2020","I hope the reporting is not trying to make a 'likely' scenario. If you keep making assumption report, then you just mislead the public by giving a very assumptions reporting. But I guarantee to the fact that there are a few asymptomatic cases floating after reopening. Or even student got it along the way taking public transport to school, even they are negative the whole CB period."
101575140,13082900,Fernell Morales,"Jun 13, 2020",Trying all means to say that she was infected during CB  Blaming games start 
101575140,13082900,St Lee,"Jun 14, 2020","Covid-19 is here to stay for months or years. Nobody knows exactly when it is going to end. Are we going to close theee schools for months or years?  Even you stay at home and hide under a bed, you may still catch Covid-19 virus from any members of your family or maid. The Multi-Task Force has considered and evaluated  the various options to recommend the opening up gradually.  Not only you have school going children. They, too, have school going children.   Be considerate and appreciate what other"
101575140,13082900,Alicia Key,"Jun 13, 2020",Should check Who spread to the student? Where and how? What did she do? 
101575140,13082900,Mohan Prakash,"Jun 14, 2020","Since outbreak Education and Manpower minister  always making the wrong decision for the life of the public, PM should change this ministers. Our life is precious now then anything else .  "
101575140,13082900,Gin Dee,"Jun 14, 2020","The more they try to justify, the worse the public sentiments get. All it matters is the numbers go down down down."
101575140,13082900,May Chua,"Jun 14, 2020",School will never be a transmission grounds becos the ministerial task force told the virus to stay away at least til election is over
101575140,13082900,Roland Foo,"Jun 13, 2020","Not RI, so maybe no need to close for disinfection.  Just baffling why the rush to reopen schools when numbers are not dwindling."
101575140,13082900,Flavianus Ng,"Jun 14, 2020","How did she get it during the CB period? Students so far infected according to MOH was during CB period, does that make sense?  Will the next student be also during the CB period?"
101575140,13082900,James J Keswick,"Jun 14, 2020",Remember its 14 days incubation period. Testing is always catching up.
101575140,13082900,Dennis Kwah,"Jun 14, 2020","School reopen for likely two weeks already how could it be likely infected during CB period. MOH n MOE likely overlooked their calculation n also likely their predication hor? ""Likely"" so not accountable lol."
101575140,13082900,Meyer Tan,"Jun 14, 2020","I think it is pretty obvious, expected and typical of the Ministry to distance itself from responsibility by taking defensive stand instantly."
101575140,13082900,Joseph Loh,"Jun 14, 2020",So if she is â€œlikelyâ€ infected during can period then she went to her school so if all her friends Kenna infected by her is called â€œlikelyâ€ or â€œguaranteedâ€? Goodness me
101575140,13082900,Flavianus Ng,"Jun 14, 2020","Covid-19: 47 schoolmates of confirmed case from St Anthony's Canossian Secondary test negative 13 June Onset date (Serology Positive) was stated as 3 June (schools reopening day), locally unlinked, taking that to be not from family members, why was she allowed back to school with a positive serology test? What's the purpose of the test? Luckily on 10 June her teacher was alert, test results confirmed on 12 June, symptoms showed on 10 June but school reopened on 3 June, that's already 7 days, did she really got it durind the CB period, if she did why was she not quarrantine on 3 June after serology test results, was that a proactive approach or just a fake claim? Was she tested only on or after 10 June?"
101575140,13082900,Bill Ng,"Jun 14, 2020","Parents !!! Education is not everything you can learn from the universe. Even delay 1 year of education is nothing in this universe. Sick is real suffering, You see our scholar minister study so much, also not much wisdom when dealing with this covid19, when at first they tell everyone dont wear mask, wear mask only when you sick. Now they tell everyone to wear mask. So you tell me do education make you become wiser ?"
101575140,13082900,Riah Ris,"Jun 14, 2020",15yr old? Does that mean she is in Sec 4? Which is graduating class? And graduating classes went to school for classes 2 weeks earlier than the official school opening.
