,Unnamed: 0,Post Description,Post Datetime,Comments,Comment Datetime,num_words
29,37,Also: Check in check out check in check out check in check out check in check out,2020-08-10 04:40:33+00:00,The number of safepass tabs I have are as much as the cases daily.,2020-08-10 04:47:36+00:00,14
30,38,Also: Check in check out check in check out check in check out check in check out,2020-08-10 04:40:33+00:00,"Personally, i dont find safe entry check in and out bothersome. Its just like taking pictures of your food before you eat it..... Think about it.",2020-08-10 04:51:49+00:00,26
31,40,Also: Check in check out check in check out check in check out check in check out,2020-08-10 04:40:33+00:00,QR code? Singpass lah ahdoi.,2020-08-10 05:02:50+00:00,5
32,43,Also: Check in check out check in check out check in check out check in check out,2020-08-10 04:40:33+00:00,it is my right to stand in a group of 20 people,2020-08-10 05:07:57+00:00,11
33,45,Also: Check in check out check in check out check in check out check in check out,2020-08-10 04:40:33+00:00,"Get a trustworthy accountmanager, like @brilliant_mindfxt a man ofHis words, tomorrow is too late why don't youstart now",2020-08-10 05:14:09+00:00,16
34,46,Also: Check in check out check in check out check in check out check in check out,2020-08-10 04:40:33+00:00,"No matter how many breakthroughs , trials will exist and we're going to get through it . The zeal of staying strong is needed . I've been investing with the wrong people thinking I found people I could trust but everything turned out bad , I was at the brink of giving up until I met Mr @brilliant_mindfxt and I invested with him , right now me and my love family is very happy Click the link to connect him . @brilliant_mindfxt",2020-08-10 05:18:32+00:00,72
35,49,Also: Check in check out check in check out check in check out check in check out,2020-08-10 04:40:33+00:00,I understand. Check in check out,2020-08-10 04:44:53+00:00,6
36,53,"There were also cases where Safe Distancing Ambassadors and Enforcement Officers encountered ""aggression and non-compliance"" when they advised large groups to disperse, according to Minister for the Environment and Water Resources Masagos Zulkifli. #linkinbio

Photos from Masagos/Facebook.",2020-07-22 10:19:43+00:00,why do yall have to get mad about being told to wear masks??? 😭😭 got nothing better to do sia,2020-07-23 17:27:36+00:00,19
37,54,"There were also cases where Safe Distancing Ambassadors and Enforcement Officers encountered ""aggression and non-compliance"" when they advised large groups to disperse, according to Minister for the Environment and Water Resources Masagos Zulkifli. #linkinbio

Photos from Masagos/Facebook.",2020-07-22 10:19:43+00:00,lockdown the beaches since these ppl dont know how to behave lol,2020-07-23 17:28:25+00:00,12
38,55,"There were also cases where Safe Distancing Ambassadors and Enforcement Officers encountered ""aggression and non-compliance"" when they advised large groups to disperse, according to Minister for the Environment and Water Resources Masagos Zulkifli. #linkinbio

Photos from Masagos/Facebook.",2020-07-22 10:19:43+00:00,"Close phase 2 la, don't bother do enforcement la. Wasting everyone's time only",2020-07-24 04:26:30+00:00,10
39,56,"There were also cases where Safe Distancing Ambassadors and Enforcement Officers encountered ""aggression and non-compliance"" when they advised large groups to disperse, according to Minister for the Environment and Water Resources Masagos Zulkifli. #linkinbio

Photos from Masagos/Facebook.",2020-07-22 10:19:43+00:00,"if can't chill at the beach,maybe longkang is the best place where nobody can be so kaypoh.",2020-07-24 06:35:41+00:00,17
40,61,"There were also cases where Safe Distancing Ambassadors and Enforcement Officers encountered ""aggression and non-compliance"" when they advised large groups to disperse, according to Minister for the Environment and Water Resources Masagos Zulkifli. #linkinbio

Photos from Masagos/Facebook.",2020-07-22 10:19:43+00:00,@autismo_111  all the bitches jokes here tho lmao,2020-07-25 01:06:34+00:00,7
41,62,"There were also cases where Safe Distancing Ambassadors and Enforcement Officers encountered ""aggression and non-compliance"" when they advised large groups to disperse, according to Minister for the Environment and Water Resources Masagos Zulkifli. #linkinbio

Photos from Masagos/Facebook.",2020-07-22 10:19:43+00:00,Paint white circles on the beaches where a maximum of 5 people can stay within each circle.,2020-07-26 18:13:46+00:00,16
42,64,"Remember to use safe entry, preferably more than once. #linkinbio

Photo from Pan Pacific Hotel",2020-07-03 11:02:47+00:00,Yay now can go downtown east to play at the www and stay there,2020-07-03 23:31:17+00:00,14
43,70,"Remember to use safe entry, preferably more than once. #linkinbio

Photo from Pan Pacific Hotel",2020-07-03 11:02:47+00:00,Is it time for our staycay???? @_kxl__ @imseorimnoona @joyceeisawesome @maisarah_hassim 😔,2020-07-04 09:01:39+00:00,6
44,74,"Remember to use safe entry, preferably more than once. #linkinbio

Photo from Pan Pacific Hotel",2020-07-03 11:02:47+00:00,Is it mean you have open international flights & allow tourist to come again?,2020-07-06 16:43:15+00:00,13
45,3,"Starting next month, robots and drones will take on roles such as SafeEntry, temperature taking and surveillance at National University Health System hospitals. They can also deny entrance to visitors who do not comply with social distancing measures.",2020-09-25 10:06:00+00:00,Wait.. isn’t this ntfgh?,2020-09-26 04:23:51+00:00,5
46,6,"Saw this giant QR code outside @singaporeartmuseum? ⁣
You won't be able to get safe entry into the building with it yet though, as it is currently under renovation. ⁣
Find out what the QR code is about - link in bio @straits_times⁣
📸: Shintaro Tay⁣
#StraitsTimes #SafeEntry #SingaporeArtMuseum",2020-08-25 08:05:25+00:00,I buy old  money collector I buy old UAE 🇦🇪 🇲🇾MYR <10k> per one ☝ 🇸🇬SGD <10k> per one ☝ 🇧🇳BRU <10k> per one ☝ 🇨🇳CH or any country coin and note.Pm me!!!!!I buy old MAL 🇲🇾(coins$ notes)10kkmyr per☝️old Sin🇸🇬(coins$note)10ksgd per☝️OLD BRU🇧🇳(coins$notes)10ksgd per☝️ YA ALLAH 🙏🙏🙏✅🇲🇾🇲🇾🇲🇾🇲🇾🇲🇾STAY SAFE 🤙🤙🤙🤙,2020-08-25 08:06:06+00:00,44
47,7,"Saw this giant QR code outside @singaporeartmuseum? ⁣
You won't be able to get safe entry into the building with it yet though, as it is currently under renovation. ⁣
Find out what the QR code is about - link in bio @straits_times⁣
📸: Shintaro Tay⁣
#StraitsTimes #SafeEntry #SingaporeArtMuseum",2020-08-25 08:05:25+00:00,Is it to buy the building AHAHAH,2020-08-25 08:09:53+00:00,7
48,8,"Saw this giant QR code outside @singaporeartmuseum? ⁣
You won't be able to get safe entry into the building with it yet though, as it is currently under renovation. ⁣
Find out what the QR code is about - link in bio @straits_times⁣
📸: Shintaro Tay⁣
#StraitsTimes #SafeEntry #SingaporeArtMuseum",2020-08-25 08:05:25+00:00,"Rumour has it that if you scan this QR code,  you wont need to scan anymore SafeEntry QR codes for a year",2020-08-25 08:14:58+00:00,22
49,11,"Saw this giant QR code outside @singaporeartmuseum? ⁣
You won't be able to get safe entry into the building with it yet though, as it is currently under renovation. ⁣
Find out what the QR code is about - link in bio @straits_times⁣
📸: Shintaro Tay⁣
#StraitsTimes #SafeEntry #SingaporeArtMuseum",2020-08-25 08:05:25+00:00,For the convenience of safe entry scanning?,2020-08-25 08:30:11+00:00,7
50,12,"Saw this giant QR code outside @singaporeartmuseum? ⁣
You won't be able to get safe entry into the building with it yet though, as it is currently under renovation. ⁣
Find out what the QR code is about - link in bio @straits_times⁣
📸: Shintaro Tay⁣
#StraitsTimes #SafeEntry #SingaporeArtMuseum",2020-08-25 08:05:25+00:00,Its gonna be a rick roll,2020-08-25 08:52:01+00:00,6
51,13,"Saw this giant QR code outside @singaporeartmuseum? ⁣
You won't be able to get safe entry into the building with it yet though, as it is currently under renovation. ⁣
Find out what the QR code is about - link in bio @straits_times⁣
📸: Shintaro Tay⁣
#StraitsTimes #SafeEntry #SingaporeArtMuseum",2020-08-25 08:05:25+00:00,Our lives are filled with QR codes right now haha.,2020-08-25 09:33:06+00:00,10
52,0,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,"Now boomers can only complain ""gAhmEn tRacKinG u"" while using it",2020-10-21 10:18:30+00:00,11
53,1,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,why are they forcing us to use two different systems,2020-10-21 10:24:26+00:00,10
54,2,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,"Make Trace Together user-friendly 1st please just like singpass mobile app.. i do not have to scan QR code, i just need to search for location... I do not wish to stand and block others way just because I have to scan in.. work on that before you would like to implement it.. Thank You!",2020-10-21 10:26:18+00:00,53
55,3,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,what but i don’t bring phone to school then how ah,2020-10-21 11:23:05+00:00,12
56,4,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,1984. The monitor which is always in your house is now mobile. Good grief. The G is watching you 24/7🥶,2020-10-21 11:59:32+00:00,18
57,5,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,Where’s my tolen then haha,2020-10-21 12:22:58+00:00,6
58,8,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,*goverment wants to know your location*,2020-10-21 13:07:02+00:00,6
59,10,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,What's the fucking point of tracetogether when you still have to scan the QR code like the same thing with safeentry? Seems like they're just digitizing for digitizing's sake to look like they're streamlining and making things more efficient 🤦,2020-10-21 20:11:03+00:00,35
60,11,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,What if i forget to bring out my phone but only have IC on hand,2020-10-21 22:45:35+00:00,15
61,12,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,Iphone trying to make it easier to check in & check out with singpass only for govt to be like “Time for Trace Together”👀,2020-10-21 23:05:13+00:00,23
62,13,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,tf. the app is fucking useless. drain so much battery,2020-10-22 05:06:52+00:00,10
63,14,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,Where to get tracetogether token?,2020-10-23 04:06:21+00:00,5
64,15,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,So basically like safe entry but on an app....? Why need to change then.....,2020-10-23 05:18:10+00:00,14
65,16,"not long now! 

by december, it will be compulsory to use the tracetogether mobile application or token to check in at venues such as workplaces, schools, malls as well as food and beverage outlets under the government's plan to further reopen the economy.

at these venues, people will not be able to check in by scanning their identification cards or safeentry qr codes with their phones, the smart nation and digital government office said in a statement yesterday.

instead, they will have to either use the tracetogether app to scan a qr code at the premises or have the staff there scan the qr code found on their token.

currently, only the use of safeentry is compulsory.

read on, when you click on the link in bio @todayonline 

#trace #tracker #tracetogether #covid_19 #corona #covid #government #sg #app",2020-10-21 10:11:00+00:00,sg government becoming like china. tracking the movements of all its citizens,2020-10-25 03:11:46+00:00,12
66,17,"#ge2020 polling day morning highlights: face masks, gloves, temperature scanners and safeentry check-ins make this election a unique one, as singaporeans headed to the polls today amid the covid-19 pandemic.

(today 📷: ili mansor, wee teck hian, ooi boon keong, raj nadarajan)",2020-07-10 15:28:50+00:00,How come my place did not hv Safe Entry scan at the polling station? I was wondering too... Punggol Green Primary school for Punggol West SMC,2020-07-10 16:12:43+00:00,26
67,19,"#ge2020 polling day morning highlights: face masks, gloves, temperature scanners and safeentry check-ins make this election a unique one, as singaporeans headed to the polls today amid the covid-19 pandemic.

(today 📷: ili mansor, wee teck hian, ooi boon keong, raj nadarajan)",2020-07-10 15:28:50+00:00,Today I'm proud because I've gained more than I've lost in trading that's why I will forever be thankful to Mrs  @invest_with_elizabeth_morrison.,2020-07-10 16:54:52+00:00,17
68,20,"#ge2020 polling day morning highlights: face masks, gloves, temperature scanners and safeentry check-ins make this election a unique one, as singaporeans headed to the polls today amid the covid-19 pandemic.

(today 📷: ili mansor, wee teck hian, ooi boon keong, raj nadarajan)",2020-07-10 15:28:50+00:00,Take selfie no 1 meter distance 🤔,2020-07-12 18:10:28+00:00,5
69,1,"heading out to the malls? try to avoid crowds by checking crowd levels at www.spaceout.gov.sg, or by shopping during off-peak hours 🕞

remember to keep your mask on and use tracetogether and safeentry to facilitate contact tracing. 😷

if you're unwell, make sure you see a doctor right away and stay home 🛋️

for more ways to keep yourself and your loved ones safe: go.gov.sg/safeshopping-ig (link in bio)",2021-01-22 08:37:09+00:00,So whats with China Town at this point of time? #contradictingwords,2021-02-01 12:27:35+00:00,10
70,2,"heading out to the malls? try to avoid crowds by checking crowd levels at www.spaceout.gov.sg, or by shopping during off-peak hours 🕞

remember to keep your mask on and use tracetogether and safeentry to facilitate contact tracing. 😷

if you're unwell, make sure you see a doctor right away and stay home 🛋️

for more ways to keep yourself and your loved ones safe: go.gov.sg/safeshopping-ig (link in bio)",2021-01-22 08:37:09+00:00,So whats with China Town at this point of time? #contradictingwords,2021-02-01 12:27:51+00:00,10
71,3,"why must the safeentry and tracetogether app/token be used together? 📲

dr @janilputhucheary explains how these 2 contracting tools work together to protect you and your loved ones.

for more: go.gov.sg/explain-jp-ig (link in bio)

#expertsexplain #whyah",2020-12-10 10:03:48+00:00,Do we need to 'check out' when we use our ID card to 'check in',2020-12-10 10:09:32+00:00,15
72,4,"why must the safeentry and tracetogether app/token be used together? 📲

dr @janilputhucheary explains how these 2 contracting tools work together to protect you and your loved ones.

for more: go.gov.sg/explain-jp-ig (link in bio)

#expertsexplain #whyah",2020-12-10 10:03:48+00:00,When can the phase 3 start in Singapore 🇸🇬? 🤔,2020-12-10 10:17:18+00:00,7
