,Unnamed: 0,Post Description,Post Datetime,Comments,Comment Datetime,num_words
17,37,"your covid-19 questions answered:
 
do we still need to practise safe management measures after getting vaccinated?
 
#vaccineqnsanswered #vaccinationsg",2021-02-10 09:30:47+00:00,Then when can take out mask ah…,2021-02-10 09:32:11+00:00,7
29,52,"your covid-19 questions answered:

how can the vaccine be safe when it was developed so quickly?

#vaccineqnsanswered #vaccinationsg",2021-02-09 10:00:36+00:00,same same when we were told no need to wear masks one year ago,2021-02-09 13:20:41+00:00,14
44,77,"getting staff to be in the office when they could wfh puts us at risk of covid-19 community spread. we shouldn't let up on workplace safe management measures. 

as we approach cny, remember that lohei and cny meals are not allowed. 

let's stay vigilant to protect ourselves and re-open our economy safely. 

for more: go.gov.sg-safe-workplace-ig (link in bio)",2021-02-08 08:30:56+00:00,"I think need to be consistent in our enforcement efforts. At the wet markets, stall owners are not wearing masks and shouting (as loud as lohei). At Great World City, a woman did not wear any mask till she reached the check in counter and then put on a super loose mask with the bottom loop all cut off for better breathing. The safe distancing ambassador standing next to the counter said nothing.",2021-02-09 02:23:44+00:00,73
54,102,"here's a tale of a man called nick, who went to work though he was sick 🤒

if you feel unwell with flu-like symptoms, go to a doctor and stay home afterwards. do not go to work, do not go to school. protect yourself and your loved ones ❤️

tips on keeping covid-19 safe: https://www.gov.sg/features/how-tos",2021-01-29 05:16:39+00:00,"NO to CB Season 2. Stay alert, vigilant. Wear your mask properly, which means cover both mouth and nose. Clean your hands. Practice social distancing. 🙌 JIA YOU EVERYONE 🙌🙌",2021-01-29 06:25:22+00:00,27
109,237,"do we need to wear masks when we exercise? 🏃‍♂️🏃‍♀️

why must i keep to a regular social circle? 👥

can’t we close our borders to stop imported cases? ⛔️

dr @kohpohkoon explains your concerns on covid-19 safe management measures.

find out more: go.gov.sg/explain-kpk-ig (link in bio)

#expertsexplain #whyah",2020-12-10 11:07:06+00:00,"Hi,It might be good, as covid is both aerosol AIRBORNE and direct transmission, to add another layer of protection.We can 1. Install Counter Shield plastic in all of OUR Cashier/Concierge/Customer Service countersREASON: STAFF & CUSTOMER are constally interact with one another hence speech droplets are produce although they wore facemask, (Counter Shield clear thick plastic or glass)2. All of our temperature Checker to wear both Facemask, FaceShield and install COUNTER SHIELD CLEAR PLASTIC OR GLASSREASON: same reason as the 1st. Staff and people see each other face to face. Atleast adding this will provide additional protection3. Install table shield arcylic in all of our dine in TablesREASON: PEOPLE in dine in will remove Facemask when eating, hence breath and speech droplets are release in the air.This will add additional protection specially to all service staff and make everyone feel even safer while shopping or dining in ALL PLACES IN SG.Thank you very much",2020-12-10 23:49:04+00:00,150
111,240,"do we need to wear masks when we exercise? 🏃‍♂️🏃‍♀️

why must i keep to a regular social circle? 👥

can’t we close our borders to stop imported cases? ⛔️

dr @kohpohkoon explains your concerns on covid-19 safe management measures.

find out more: go.gov.sg/explain-kpk-ig (link in bio)

#expertsexplain #whyah",2020-12-10 11:07:06+00:00,"bruh I just had the craziest idea.as you know(or as I think) heat kills off the virus and so you place your mask under the sun to bask- it is now masking. 🙌 @gov.sg if you ever use this idea I expect to be credited. Yours faithfully, goodbeaucafe.",2020-12-11 08:22:27+00:00,46
112,242,"why are stay-home notice (shn) durations different for some travellers? 🏠

watch as dr @janilputhucheary explains how we protect ourselves from imported cases.

for more: go.gov.sg/explain-jp-ig (link in bio)

#expertsexplain #whyah",2020-12-10 07:19:26+00:00,"Hi,It might be good, as covid is both aerosol AIRBORNE and direct transmission, to add another layer of protection.We can 1. Install Counter Shield plastic in all of OUR Cashier/Concierge/Customer Service countersREASON: STAFF & CUSTOMER are constally interact with one another hence speech droplets are produce although they wore facemask, (Counter Shield clear thick plastic or glass)2. All of our temperature Checker to wear both Facemask, FaceShield and install COUNTER SHIELD CLEAR PLASTIC OR GLASSREASON: same reason as the 1st. Staff and people see each other face to face. Atleast adding this will provide additional protection3. Install table shield arcylic in all of our dine in TablesREASON: PEOPLE in dine in will remove Facemask when eating, hence breath and speech droplets are release in the air.This will add additional protection specially to all service staff and make everyone feel even safer while shopping or dining in ALL PLACES IN SG.Thank you very much",2020-12-10 23:49:17+00:00,150
114,247,"the gov.sg whatsapp service now has an in-built infobot! available in 4 languages, you can use it to access information on the covid-19 situation in singapore, safe distancing measures, financial support and more. 

simply open your gov.sg whatsapp chat window and type ""hello"" to get started. 

📱if you haven't subscribed to the gov.sg whatsapp service, you can do so at go.gov.sg/whatsapp (link in bio)",2020-12-05 02:01:23+00:00,Hi.Mandate all people to wear both faceshield and facemaskMandate all customer service/congierge/cashier counters to put TABLE PLASTIC SHIELDS OR GLASS SURROUNDING THE COUNTERSMANDATE ALL FOODCOURT/EATERY/RESTAURANTS TABLE BOTH AIRCON AND NON AIRCON TO INSTALL Table Shields plastic to seperate each customer and for added layer of protectionMANDATE all BUS DRIVER CABIN AND TAXI/GRAB DRIVET CABIN to install CABIN PLASTIC SHIELDSTHANK YOU,2020-12-09 04:00:03+00:00,64
121,266,commute safely with your mask on at all times and sanitise your hands regularly. scroll for more.,2020-11-12 04:00:34+00:00,Hi Kindly required all of your*safe distance ambasador *temperature screener in all industryto wear both faceshield and facemask for additional protection as they interact with people face to face and Covid is both Aerosol and Contact transmission.Thank you,2020-11-18 23:05:58+00:00,38
128,273,"as we journey towards phase 3, here are some updates to help us resume more activities safely.

swipe to find out more 👉🏻

full article: go.gov.sg/reopening-10nov",2020-11-11 04:58:27+00:00,Hi Kindly required all of your*safe distance ambasador *temperature screener in all industryto wear both faceshield and facemask for additional protection as they interact with people face to face and Covid is both Aerosol and Contact transmission.Thank you,2020-11-18 23:05:16+00:00,38
150,331,"when heading out, wear 😷  even if there is no one around you!

covid is still a threat, let's do our part to beat it together! 

#phase2 #dontsabo #covid19",2020-08-06 03:49:42+00:00,"Seen lots of people when sneezing, instead of keep the mask, they open the mask and sneeze...",2020-08-06 04:05:42+00:00,17
153,338,"when heading out, wear 😷  even if there is no one around you!

covid is still a threat, let's do our part to beat it together! 

#phase2 #dontsabo #covid19",2020-08-06 03:49:42+00:00,"Singapore done a great job and hopefully we will have 0 confirmed case very soon... with this, we hope the authorities will ease the measure at least for small kids and will allow them not wearing masks at school.  My daughter is 3 years old and she is wearing masks the whole day in her preschool.  Masks are difficult to bear for adults, so for kids this sounds as a punishment! Hope the future will be bright and wishing a good health to everyone 🙌",2020-08-10 13:54:40+00:00,82
199,475,"a fast lane for essential travel between singapore and china will launch from 8 jun, in order to facilitate essential business or official trips between the two countries.",2020-06-05 14:07:15+00:00,"Irresponsible, makes no sense whatsoever than open up all please - in Europe most travel restrictions are lifted fron 15 June , no need for masks etc which i personally thought is mistake but so far seems to work ... but i thought the reason why we doing this all slow and patiently is to avoid a 2nd wave and not to stress the health care facility’s?? It will be impossible to track or trace infected persons all the sacrifice people, families, buisness, government did will be vanished. Better to have another tough months than open up and in 4 weeks CB2 ....",2020-06-06 15:43:44+00:00,96
249,586,do i need to wear a mask when i exercise outside? 🏃‍♀️ your questions answered here.,2020-04-17 05:06:56+00:00,Too many exceptional create confusion to public. Some people will use those as excuse not to wear mask.  Our police and ambassador will have hard time.,2020-04-17 10:06:46+00:00,26
250,588,do i need to wear a mask when i exercise outside? 🏃‍♀️ your questions answered here.,2020-04-17 05:06:56+00:00,"Cycling and need to stop at any traffic stops/junctions, mask on? Back to moving, mask off? 🤦🏽‍♂️",2020-04-18 09:44:18+00:00,17
255,598,remember to mask up when you're going out to get necessities or for work 😷,2020-04-16 02:57:15+00:00,Do one need to wear mask when working at his store room? It's NOT accessible to public and suppliers come once or every 2 weeks to deliver goods.  Can advice? Thanks.,2020-04-18 00:31:31+00:00,29
256,599,remember to mask up when you're going out to get necessities or for work 😷,2020-04-16 02:57:15+00:00,Can my chikdren take off their mask when scooting as their form of execercusing and put it back on after finishing the activity?,2020-04-18 17:44:23+00:00,23
297,682,"keep your workplace safe and limit the spread of covid-19 💪

here's what can be done.",2020-03-27 03:47:20+00:00,"Should consider getting staff providing service to the public, e.g. cleaners; staff handling food in food court, hawker centres, restaurants; staff at old age homes, child care centres; etc to wear masks and hand gloves",2020-04-02 14:20:52+00:00,36
306,702,keeping covid-19 at bay is sometimes as simple as keeping your d i s t a n c e !,2020-03-24 08:57:35+00:00,"Distancing is NOT required if everyone wears an effective mask, as the risk of transmission is very low. Even a doctor stated that on TV, and you're implementing this redundant law.",2020-09-12 11:24:32+00:00,30
23,71,We know CNY this year will be quieter and more subdued. But we are doing our part to keep spirits up with the distribution of festive packs to residents across five different locations in @our.limbang,2021-01-31 10:00:32+00:00,Every day there is lots of India 🇮🇳 arrivals coming in with various types of passes. We are having a pandemic 😷 are we bending our knees too much? Die die cannot reject while we are masking up daily 😢,2021-02-03 19:23:49+00:00,37
33,99,"We are seeing more new infected cases in the community in recent days. Our contact tracers are working hard to identify all possible contacts, ring-fence the potential cases and prevent them from spreading further.  We are monitoring the situation carefully and considering if additional measures are necessary to ensure the infection remains under control. Meanwhile please cooperate with all the safe management measures and do your part to reduce transmission risks. The virus is still circulating silently within our community and we cannot afford to let our guard down.",2021-01-18 14:02:19+00:00,"Time to enforce those exercise and cycling to wear masks. They are among crowds . Look at indoor gym and sports hall , all are maskless. Breathable sports masks are widely available. A person can pretend to brisk walk can go maskless all day",2021-01-19 09:27:31+00:00,42
45,118,"What are our P1 students most looking forward to in school? Making new friends, learning new things, and of course recess time! Glad to see them settling in well at Waterway Primary this morning. Despite COVID-19, we are determined to keep learning going for our students this school year.",2021-01-04 14:38:23+00:00,"I saw two teenagers talking and sucking lollipops 🍭 inside a shopping mall maskless for a long period of time . I mean a person can hold a water bottle and be without mask for whole day. Something is wrong, thank you sir",2021-01-21 09:30:34+00:00,41
153,365,"#HOWRU today? A simple gesture to reach out to someone may make all the difference. Glad to support @samaritansofsingapore’s inaugural virtual walkathon today - the staff and volunteers have worked incredibly hard to support our community in these trying times.

We can all do our part - to walk alongside someone and journey together.",2020-09-13 12:32:51+00:00,"Hi Mr Wong, May I check for students in school, is it ok for then to remove mask to take a photo together, for example a CCA photo of more than 5 people? Then they put the mask back on immediately after that.",2020-09-14 07:11:09+00:00,42
241,607,"The writ of election has been issued and Parliament dissolved. But the work of the Multi-Ministry Taskforce does not stop and remains a priority throughout this period. We continue to meet regularly, and to update our plans and strategies to control the infection and keep everyone safe. 
Yesterday, we announced our plans to further expand testing in the community. From 1 July, we will test all individuals aged 13 and above who are diagnosed with acute respiratory infection when they see a doctor. We will also test additional specific groups who may face greater exposure risks such as the frontline staff interacting with travellers at the airport; as well as vulnerable groups who need more protection, specifically the seniors living in communal facilities and shelters.
The expansion of systematic testing in the community will allow us to enhance and tighten disease surveillance, detect the virus early and reduce the risk of further transmission.",2020-06-26 06:41:51+00:00,Stay positive and wear mask and safe distancing 👌👌,2020-06-26 07:57:16+00:00,8
257,645,"It’s the second day of our Phase 2 re-opening, and the majority of businesses and individuals are cooperating with the measures to resume activities safely. But unfortunately a few have acted very irresponsibly. They will be taken to task. 
Last night, the authorities were alerted to large crowds gathering around the Outdoor Refreshment Areas (ORA) and on the road along Lor Mambong in Holland Village.  Based on their inspections, the crowds were largely gathering outside one restaurant, namely the British Indian Curry Hut. We will close the restaurant with immediate effect.
All ORAs along Lor Mambong will also be removed. So F&B outlets along this stretch will have to ensure that their customers dine only within their premises, and are not eating or drinking outside. 
Enforcement officers have also issued fines to several individuals in the vicinity last night for violating safe distancing rules. Investigations are ongoing for other possible breaches.
Our officers will continue their patrols islandwide, especially in popular nightspots, and will take immediate actions against any individuals or business flouting the safe distancing rules.",2020-06-20 10:35:36+00:00,Saw groups of foreigners spent hrs at coffee shops n hawker w/o masks drinking beer with food. I feel tt this is bending the rules. Not right!  Also in many occasions I saw older folks took their masks off n cough. I feel tt they don’t understand the purpose of wearing masks. Need gov’s attention pls. Thx for listening. 💕,2020-06-20 13:13:32+00:00,62
263,654,"It’s the second day of our Phase 2 re-opening, and the majority of businesses and individuals are cooperating with the measures to resume activities safely. But unfortunately a few have acted very irresponsibly. They will be taken to task. 
Last night, the authorities were alerted to large crowds gathering around the Outdoor Refreshment Areas (ORA) and on the road along Lor Mambong in Holland Village.  Based on their inspections, the crowds were largely gathering outside one restaurant, namely the British Indian Curry Hut. We will close the restaurant with immediate effect.
All ORAs along Lor Mambong will also be removed. So F&B outlets along this stretch will have to ensure that their customers dine only within their premises, and are not eating or drinking outside. 
Enforcement officers have also issued fines to several individuals in the vicinity last night for violating safe distancing rules. Investigations are ongoing for other possible breaches.
Our officers will continue their patrols islandwide, especially in popular nightspots, and will take immediate actions against any individuals or business flouting the safe distancing rules.",2020-06-20 10:35:36+00:00,All those people not wearing masks hopefully will be caught! It’s discouraging to see them flouting safety regulations when we’ve all sacrificed so much and worked so hard to bring the curve down,2020-06-20 15:34:53+00:00,35
279,682,"It’s the second day of our Phase 2 re-opening, and the majority of businesses and individuals are cooperating with the measures to resume activities safely. But unfortunately a few have acted very irresponsibly. They will be taken to task. 
Last night, the authorities were alerted to large crowds gathering around the Outdoor Refreshment Areas (ORA) and on the road along Lor Mambong in Holland Village.  Based on their inspections, the crowds were largely gathering outside one restaurant, namely the British Indian Curry Hut. We will close the restaurant with immediate effect.
All ORAs along Lor Mambong will also be removed. So F&B outlets along this stretch will have to ensure that their customers dine only within their premises, and are not eating or drinking outside. 
Enforcement officers have also issued fines to several individuals in the vicinity last night for violating safe distancing rules. Investigations are ongoing for other possible breaches.
Our officers will continue their patrols islandwide, especially in popular nightspots, and will take immediate actions against any individuals or business flouting the safe distancing rules.",2020-06-20 10:35:36+00:00,"thanks to the enforcement team for going all out to keep everyone safe. Other than nightspots, please also pay attention to coffee shops because those are the establishment that our elder ah peks (who are also the vulnerable group) hang out. They sit around for hours and abuse the rule of not having to wear a mask when eating or drinking.",2020-06-20 11:03:25+00:00,61
289,704,"Phase 2 begins tomorrow. I know many of you have been eagerly waiting for this. But there is no need to rush to go out. You have plenty of time to do so. So please keep your guard up, and continue to stay disciplined and vigilant. 
We are allowing gatherings of not more than 5 people. But do exercise personal responsibility and continue to keep your daily contacts small, and preferably limited to a regular circle of close contacts. If you are dining out, put your masks back on right away after eating. Avoid lingering around at the table and talking without your masks. 
Public officials will be out and about to enforce the rules. But a safe and sustainable Phase 2 re-opening cannot be achieved through rules alone. Some people may even be thinking of ways to outsmart the rules. But in the end, you and your loved ones will end up paying the price. As my colleague Mr Gan Kim Yong said, you can fool the rule, but you can’t fool the virus. So it’s in all our interest to cooperate fully with the measures and comply with the spirit of the regulations (not just the letter of the law).",2020-06-18 15:19:05+00:00,"Thks for all the hard work! 💕. Looking at opening of Phase 2, I have these observations. Old people gathered in foodcourts n coffee shops. Talking w/ mask on n off. School children gathered after school, going shopping.  Highlight for gov to pay attention to these. Thx again.",2020-06-20 09:21:51+00:00,46
291,708,"Singapore will be entering Phase 2 of reopening after 18 June 2359. This means that from Friday onwards, almost all businesses will be able to re-open, be it retail, F&B dining-in or personalised consumer services. The key requirement is that individuals must maintain safe distancing of at least 1 m at all times, and if that’s not feasible (eg when dining at a table), then each group will be limited to a maximum of 5 persons. Sports, gyms, playgrounds, and other public facilities will open, as will similar facilities in condominiums and clubs. Small group gatherings of up to any 5 persons can also resume, and households may receive up to 5 visitors at any time. 
There are a small number of activities that will take more time to resume. These are activities where large numbers of people are likely to come into close contact, often in enclosed spaces and for prolonged periods of time. They include religious services and congregations; large-scale events and venues; and entertainment outlets like bars, clubs and karaoke outlets. We will continue to work with these organisations and business owners on the safe management measures that are needed before they can open.
Phase 2 is a significant step forward in our reopening process. But please do not treat this as a signal to relax and let our guard down. 
Businesses must take the rules seriously. Do not rush to open if you are not ready, because you will be putting your own customers and employees at risk. All of us must continue to exercise individual and social responsibility. There’s no need to rush to go out this weekend. We should continue to limit our close contacts, even if we can now meet in groups. As customers, we should also be discerning about the establishments we patronise, and insist on high safety standards everywhere we go.

Let’s continue to work together on this collective journey to achieve a Covid-safe Singapore!",2020-06-15 14:03:21+00:00,"Wear mask, wash hands frequently & safe distancing , fine with me , can’t wait to see things going almost normal.",2020-06-15 16:25:37+00:00,19
296,715,"Singapore will be entering Phase 2 of reopening after 18 June 2359. This means that from Friday onwards, almost all businesses will be able to re-open, be it retail, F&B dining-in or personalised consumer services. The key requirement is that individuals must maintain safe distancing of at least 1 m at all times, and if that’s not feasible (eg when dining at a table), then each group will be limited to a maximum of 5 persons. Sports, gyms, playgrounds, and other public facilities will open, as will similar facilities in condominiums and clubs. Small group gatherings of up to any 5 persons can also resume, and households may receive up to 5 visitors at any time. 
There are a small number of activities that will take more time to resume. These are activities where large numbers of people are likely to come into close contact, often in enclosed spaces and for prolonged periods of time. They include religious services and congregations; large-scale events and venues; and entertainment outlets like bars, clubs and karaoke outlets. We will continue to work with these organisations and business owners on the safe management measures that are needed before they can open.
Phase 2 is a significant step forward in our reopening process. But please do not treat this as a signal to relax and let our guard down. 
Businesses must take the rules seriously. Do not rush to open if you are not ready, because you will be putting your own customers and employees at risk. All of us must continue to exercise individual and social responsibility. There’s no need to rush to go out this weekend. We should continue to limit our close contacts, even if we can now meet in groups. As customers, we should also be discerning about the establishments we patronise, and insist on high safety standards everywhere we go.

Let’s continue to work together on this collective journey to achieve a Covid-safe Singapore!",2020-06-15 14:03:21+00:00,Oh great. At last green light given to dine in and able to socialise. We will maintain safe distancing and mask up.,2020-06-16 01:15:30+00:00,22
333,825,We have exited the circuit breaker and today’s the first day of the Phase 1 re-opening! A big “thank you” goes out to all have worked hard and made tremendous sacrifices to bring down our community infection numbers significantly. Because of your efforts we are now able to take this first step to re-open our economy and society. There’s still a long road ahead and the fight is not over. So let’s continue to stay united and work hard - to keep infection rates low and prevail against Covid-19 together!,2020-06-02 04:36:17+00:00,"👏👏👏 Hope not to see those no Social Responsibility people outside wearing jogging attire and not wearing face mask but is walking around - ignoring brisk walking also need to wear mask. I think unless SG Govt ban outside exercising, if not these kind of violation people will make.",2020-06-02 08:08:48+00:00,47
346,845,We have exited the circuit breaker and today’s the first day of the Phase 1 re-opening! A big “thank you” goes out to all have worked hard and made tremendous sacrifices to bring down our community infection numbers significantly. Because of your efforts we are now able to take this first step to re-open our economy and society. There’s still a long road ahead and the fight is not over. So let’s continue to stay united and work hard - to keep infection rates low and prevail against Covid-19 together!,2020-06-02 04:36:17+00:00,"In the last two weeks, there were already a lot of unofficial exits from this circuit breaker. Some malls are so brightly lit with such cheery music to draw crowds. Today I already saw a number of people not bothering to wear their masks properly. Seriously if this virus is more deadly, we would be dead by now. Hope you learn to do it better if there’s ever a need to implement such measures in future (hopefully far in the future). It is better to do it properly than drag it out. Please learn from this.",2020-06-02 04:50:01+00:00,97
348,847,We have exited the circuit breaker and today’s the first day of the Phase 1 re-opening! A big “thank you” goes out to all have worked hard and made tremendous sacrifices to bring down our community infection numbers significantly. Because of your efforts we are now able to take this first step to re-open our economy and society. There’s still a long road ahead and the fight is not over. So let’s continue to stay united and work hard - to keep infection rates low and prevail against Covid-19 together!,2020-06-02 04:36:17+00:00,i saw some residents near my estate not wearing masks!!! What are they thinking?,2020-06-02 05:08:35+00:00,14
382,925,"As we approach the end of the circuit breaker, we are now preparing for the next phase and considering what activities can resume in a safe manner.  We will do so in a very careful and calibrated manner. It won’t simply be a return to life before the circuit breaker. 
For example, in the construction sector, we will only re-start with a few projects and insist on very tight end-to-end safeguards for these projects. The safeguards include requiring all the workers involved in a project to be housed together (instead of being at multiple dormitories); safe distancing measures at the work sites; and periodic testing of the workers (at 2 week intervals). We expect only about 5% of the construction workforce to work on these projects, and will scale up over time as the industry gains confidence and experience with the measures. 
We will apply this same calibrated approach in how we resume normal activities, be it at work, schools, or in our social settings. In other words, don’t expect 100% resumption of activities after 1 June. On the contrary, be fully prepared that many of the current restrictions and measures we have today will continue for some time, so as to keep our family members and loved ones safe. 
A controlled and phased exit from the circuit breaker will require patience and discipline from all of us. We must all do our part to control the spread of the virus and ensure that it does not flare up again.",2020-05-17 09:51:42+00:00,"@lawrencewongst Sir, I think issuing guidelines for visiting family members of different household to wear mask, not sharing food or utensils etc while visiting could minimise transmission to our elders. Just for consideration pls.",2020-05-19 13:40:31+00:00,33
400,972,"Over 3,000 healthcare professionals have volunteered so far in our fight against COVID-19. These professionals come from all walks of life, from medical staff in the private sector, retired medical professionals, and those who are medically trained but no longer practicing. 
On this Labour Day, I thank all our essential workers and frontline officers for their hard work and sacrifices in these trying times. Together, we will overcome.",2020-05-01 03:31:02+00:00,"Dear Sir @lawrencewongst and Sir @ongyekung, I hope you to go out and take a look (at places that are open like supermarkets). With school holidays, people are out in full force (mother, father, kids) like excursion. Some people are not wearing their masks properly. All these will undo the sacrifices and great effort your teams, our healthcare and other socially responsible ones are doing. With situations like this, we will not see the results of our CB measures.",2020-05-07 04:01:05+00:00,77
423,1030,Salute to our frontline heroes from Limbang and Yew Tee! Thanks everyone for your tireless efforts and sacrifices during these difficult times.,2020-04-20 14:35:44+00:00,"Dear Mr Wong,  MASK ! MASK! MASK! Its saddening to see that your panel has not address the issue of no mask wearing for people who exercise in the open despite many feedback by the medical community that it is equally (if not more ) important for people who is running out there to wear a mask . Why still allow this exception??",2020-04-21 12:43:17+00:00,60
424,1031,Salute to our frontline heroes from Limbang and Yew Tee! Thanks everyone for your tireless efforts and sacrifices during these difficult times.,2020-04-20 14:35:44+00:00,Enough had been said by many people on the importance of mask wearing for someone exercise in an open space.! When are you going to take action on this? We do not want to see further extension of CB just due to a few irresponsible culprits! We are a paying a huge price for your underestimation of severity of the outbreak!  Allowing exception on mask wearing for people who exercise is definitely adding more weight to the problem!!,2020-04-21 12:52:44+00:00,78
425,1032,Salute to our frontline heroes from Limbang and Yew Tee! Thanks everyone for your tireless efforts and sacrifices during these difficult times.,2020-04-20 14:35:44+00:00,Just wear mask and keep safe distance when out of house! No exceptions!,2020-04-21 12:55:31+00:00,13
426,1033,Salute to our frontline heroes from Limbang and Yew Tee! Thanks everyone for your tireless efforts and sacrifices during these difficult times.,2020-04-20 14:35:44+00:00,Enough time spent on thanking and congratulating people. Focus attention and efforts on action!! Do your job properly and ensure people are wearing masks ALL the time!! You are a poor excuse for a human being and deserve to be caned in public for your incompetence. You are shame to the SG ministry,2020-04-21 13:01:35+00:00,53
455,1074,"Blessed Good Friday to all our Christian friends. 
COVID-19 has completely changed our daily routines and rituals. But it’s very heartening to see how Singaporeans are rising to the challenge and adapting to the new requirements. As places of worship are closed, many are now tuning in to online services and masses. 
Stay home, keep safe, and have a blessed long weekend everyone!",2020-04-10 08:16:52+00:00,Blessed day to you and family. Stay safe and healthy. I am most concerned with the rise in the numbers of Covid-19 here particularly in the dormitories. People going about out the streets are not all wearing masks. Can the government make it a must for everyone to don a mask when going out?,2020-04-11 04:44:45+00:00,54
476,1107,"Visited Changi Airport with Minister @gankimyong last week to meet our frontline workers, from immigration to healthcare, security and transport. They work hard to ensure that all returnees to Singapore are screened and isolated for 14-days, be it at home or in dedicated facilities. Many thanks to our airport frontline workers for keeping Singapore safe!",2020-04-06 13:35:10+00:00,"Feedback to the Ministerial Taskforce : Remember this. Wuhan started with a few. Then a few hundred. Then a few thousand. Then tens of thousands. And a few hundred / a few thousands infected China nationals then went all over the world. And now ? More than 1.2 mil infected. UK, Italy, Spain, France, USA the same stories. It all started with a few, then a few hundred. And then ? Exploded. Out of Control. Like Italy. Like Spain and etc. Singapore started with a few. Now ? More than a thousand. There were ""many overlook"" Singapore Govt made. One of them : letting in tens of thousands of Malaysians before Malaysia borders lockdown. My feel is? Singapore Govt tried to balance $ making (aka economy) with virus crisis management. So a bit here . A bit there. Some good measures here. Some loopholes there. In the end ? We get to ""nowhere"". Is our economy intact by ""this balancing act"" ? No. Because is serious now, we have this ""circuit breaker"" (much like a lockdown). Our economy went from bad (in Jan) to worse (in Apr) . My frank assessment is this : what ""saved"" Singapore from ""explosion phase"" is : our very good healthcare systems. BUT bear in mind, once the community spread get out of control, from a thousand can easily shoot up to tens of thousands. Touchwood. Should that happen, not even Singapore World Class healthcare systems can save Singapore residents. Singapore would be like Italy. Spain. USA. I am sad, worried, very disappointed. Yes we have good Govt. But I feel our Govt was ""too complacent"". Initially our Govt countered it like SARS. Flashback (CNA 1 Feb) : Dr Brenda Ang : “We have a few SARS veterans here. One of the things I said at the first briefings (for the Wuhan coronavirus) was don’t worry, we have been through this before. We can handle it.”“I saw Singapore's first SARS case, I’m still alive and standing,” she said. On how widespread the Wuhan coronavirus is likely to be, Dr Ang said current literature suggests that even people who are exposed to the virus do not necessarily get infected.“It probably isn’t that infectious, (even though) people are wearing surgical masks all over the place.” (UNQUOTE). @leehsienloong@gankimyong@ongyekung",2020-04-06 18:33:31+00:00,366
479,1110,"Visited Changi Airport with Minister @gankimyong last week to meet our frontline workers, from immigration to healthcare, security and transport. They work hard to ensure that all returnees to Singapore are screened and isolated for 14-days, be it at home or in dedicated facilities. Many thanks to our airport frontline workers for keeping Singapore safe!",2020-04-06 13:35:10+00:00,Front liner please wear masks  stay safe🙏,2020-04-06 23:50:11+00:00,7
492,1150,"#Throwback to my earlier visit to NUH with Dr Lam Pin Min. Our doctors and nurses are working round the clock and making countless sacrifices daily. It’s tiring work but they are keeping their spirits up, and persevering through these difficult times. So let’s continue to show them our full appreciation and support! #sgunited🇸🇬",2020-03-27 10:32:48+00:00,"FEEDBACK/SHARING OF WORLD NEWS : latest news (CNN) : (QUOTE) Austria ""The wearing of face masks in supermarkets will become compulsory from Wednesday, Austrian Chancellor Sebastian Kurz announced.''As of the moment these masks are handed out in front of the supermarkets and it will become compulsory to wear them in supermarkets'', Kurz said, adding that ''the goal is in the medium term to not only wear these masks in supermarkets but also more generally wherever people have contact with each other'' "" . (UNQUOTE) It is our Govt's job to do it (ensuring enough masks for the people to wear in public e.g. in crowded mrts and buses). Whether is it buying from China or setting up a factory to produce masks, just do it. Wearing masks definitely is effective in the overall containment efforts. You cannot have 1 good measure in say foodcourts distancing control and then ""overlook or fail"" in another area : e.g. mrt , buses. If so, the overall containment efforts will not be as effective. @leehsienloong@lawrencewongst@khawboonwan @gankimyong @ongyekung @teocheehean So in my opinion, our Govt have done a good job in many areas but ""overlook, fail or loophole"" in other areas. This is not good enough for the overall containment effectiveness.",2020-03-30 12:08:51+00:00,198
503,1165,"Today’s Straits Times has a good graphic to illustrate the underlying reasons for the recent rise in our infected cases. Most of these are imported cases - specifically Singapore residents coming back from overseas. We welcome them back. At the same time, we must make sure that any infected cases are quickly identified and ring-fenced, so as to minimise the risk of local transmission.

This is why our main focus now is to ensure that all such returnees self-isolate for 14 days at home. To avoid compounding the issue, Singapore residents should not make any new plans to travel. We must all do our part to keep ourselves, our families, and our fellow citizens safe during this crisis.

Source: The Straits Times ©️ Singapore Press Holdings Limited. Permission required for reproduction",2020-03-20 05:47:22+00:00,"Dear sir, while I totally appreciate what the government has done for us, I must say that the msg on social distancing aint gg to work. I went to Sembawang Hot Spring Park, Mac at East Coast, Botanic gardens & waterway for last few days. Noone is exercising that & I even caught adults sneezing & coughing away without masks or at least cover the mouth. Im sorry. As with all stubborn pple, i suppose we need to enforce a v v strict & clear regulation to stop all these irresponsible pple.",2020-03-22 04:12:15+00:00,88
