,fullname,postid,timestamp,username,image_desc,text,comments
18,CNA,2.2716E+18,24/3/2020 10:18,channelnewsasia,"Photo by CNA on March 23, 2020. May be an image of 1 person and text that says '""Singapore, be steady. Stay clean & healthy. Just use your brain."" PCK knows best, people'.","Phua Chu Kang was there to lift our spirits during SARS and now he’s back to spit some words (in a hygienic manner) with a new rap song, this time against COVID-19.

Singapore Be Steady was released over the weekend on YouTube and in it, he talked about personal hygiene and hoarding, among other things. “Shop at the market don’t be kiasu / Just buy what you need don’t jam the queue,” he said – and that applies to those staying in JB and some say Batam.

The chorus goes: “Things different already / But Singapore be steady / Stay clean and healthy / Just use your brain, use your brain.” Check out the video on govsingapore’s YouTube channel and read the story on CNA Lifestyle, link in bio. #PhuaChuKang #rap #SingaporeBeSteady #COVID19 #coronavirus (Photo: Youtube/govsingapore)","['Hi', ""Steady lah, steady! Don't panic. Death rate of the virus from Wuhan still low, take due precautions and stay positive. The virus is the least of our problem, it is human behavior that will cause more harm."", 'yaS', '👍👍', '👍🏻👍🏻', 'Don’t play play !!!!!!!!! 🔥🇸🇬', 'But WHO is clueless!🇸🇬', 'LMAO I tot he Kenna Wuhan 😂', 'Stay steady, zai. Wash hands, stay home and rest! 👏👏👏', '😍👍🙏', 'Gurmit Singh 👍', 'Thank you again Grumit!', '@leshane @chinleng 😁😁😁', '😂😂😂', 'Best in JB and sometime Batam lor!🙏', 'Dang he‘s old. Enjoyed watching PCK when i was younger. ❤️', '@yuyin_ysquare 😂']"
19,CNA,2.27226E+18,25/3/2020 8:09,channelnewsasia,"Photo by CNA on March 24, 2020. May be an image of text that says 'TOKYO 2020 099 The Olympics is officially postponed by a year'.","It’s official: There’s no Tokyo Olympics 2020 – but it’s likely to be Tokyo Olympics 2021.

Japan's prime minister and the head of the International Olympic Committee have agreed to postpone the Tokyo 2020 Games by a year. The extraordinary move, unprecedented in peacetime, was made as the world battles the COVID-19 pandemic.

The Olympics, which has experienced boycotts, terrorist attacks and protests, but has been held every four years since 1948, would be the highest-profile event affected by the virus that has killed thousands and closed sports competitions worldwide.

The IOC has come under increasing pressure in recent days to postpone the Games, scheduled to start on Jul 24, with 1.7 billion people across the planet in lockdown to prevent the further spread of COVID-19. #Olympics #TokyoOlympics2020 #sports #coronavirus #COVID19 (Photo: Reuters)","['😰😷😰', '😢😢😢', '@belvingill', ""It's for the best. 🙏👍"", 'Thank God', 'I have been waiting for it', 'Wow, it really is getting THAT BAD', 'I ever wonder why it takes so long for IOC to reach a decision. 🤔 Thousands have perished ☠️ around the globe 🌎 and you want to go ahead as scheduled ? 😑😑😑', 'Gagal deh ngeliat kejagoan @josephschooling', 'Without solving COVID 19, it will stay closed indefinitely! Vaccines will create another viral mutation with dire consequences! Consult Jessica Seah from Singapore, author of Food Heals But The Wrong Food Kills. She reversed all her health problems including infections, high fever,  and even an upper tract lung infection without any medication or exercise! 🇸🇬', 'Officially hating this virus rn', ""They took a while, but I'm glad the correct decision was made in the end"", 'Took them so long to come to a decision? It should have been off once the covid 19 stepped in', '👏']"
20,CNA,2.27238E+18,25/3/2020 12:08,channelnewsasia,"Photo shared by CNA on March 24, 2020 tagging @siwonchoi. May be an image of 1 person and text that says '""We shall rise again"" Super Junior's Siwon tweets messages of hope in Korean, English & Bahasa Indonesia'.","Amid the COVID-19 outbreak and dampened spirits everywhere, Super Junior's Choi Siwon has been busy on social media encouraging his fans and other people – by sending tweets of hope in different languages.

He posted a flurry of uplifting tweets in Bahasa Indonesia, Korean and English on Mar 22. The K-pop singer is also a Regional Ambassador for UNICEF East Asia & Pacific. “We are in fear of the uncertain future. But, let us not forget that spring comes no matter how cold winter is. Where disaster strikes, recovery ensues,” he wrote.

Siwon continued: “I believe that we shall rise again, as our wounded hearts will heal over time. At times like this, love, consideration, words of warm encouragement and sharing even the smallest of things will heal our soul.” He also wrote that he hoped borders would re-open soon, and ended off by telling everyone not to lose hope. #SuperJunior #Siwon #Kpop #hope #coronavirus #COVID19 (Photo: Instagram/siwonchoi)","['❤️also must jiayu', ""You 're literally the best"", '👍💕', '❤️❤️❤️❤️❤️❤️💋💋💋💋💋💋😙😙😙😙😙😙', 'Han il gwan ceo lady died after beaten by a dog. Very sad as she was my huz’s friend.', 'He wrote in Japanese as well.', 'He always spread love and positive vibes', 'Our idola 💕💕 I am so proud 💕💕', 'siwon is too precious 💙💙💙', 'You are special and we appreciate your kind and uplifting words!!!”We shall rise again “!!!!💓💓💓', '💙💙💙💙💙', '#SIWON #siwon #siwonchoi #choisiwon #siwonest #no_siwon_no_life #HappySiwonDay', '@siwonchoi 💙😍', 'I am proud of you @siwonchoi 💙💙💙 Thank you for giving us hope and sharing your kindness!!!', '@crystalyanggggg @currypoker eh he’s back hahaha', 'SIWON BEST BOY', '@sharonjee82 😍', 'Love his positivity!!', ""He was also wrote those messages in Japanese. So he wrote in 4 languages to be pricesely, Korean, English, Bahasa & Japanese. Fighting everyone, don't lose hope 💙"", 'plus japanese 😊💖', ""@official_grant_morris 😲 this really opens up my eyes to what it means to grow your bamboo tree @official_grant_morris always talks about. Let's keep watering ours. This will be us one day too (in our business)"", 'You’re literally the best @siwonchoi 💙', '@siwonchoi for President! 😉.. Thank you! Means a lot to us😘🙏', '@siwonchoi 😘❤️❤️❤️', '😍👍🙏', 'and in japanese too apparently', 'As a Malay speaker 🇲🇾 im glad i can understand his message in Bahasa Indonesia 🇮🇩. Lots of love, stay safe everyone ❤️', '@siwonchoi 💙👍']"
21,CNA,2.27305E+18,26/3/2020 10:18,channelnewsasia,"Photo by CNA on March 25, 2020. May be an image of 1 person and text that says 'The heir to the British throne has ""mild"" symptoms after testing positive for coronavirus'.","Prince Charles, the 71-year-old heir to the British throne, has tested positive for coronavirus but is in good health and is now self-isolating in Scotland with mild symptoms.

He has been working from his Birkhall residence, according to Clarence House. His wife, Camilla, 72, has tested negative. Meanwhile, Buckingham Palace said Queen Elizabeth, who is currently at Windsor Castle, is in good health.

Read more on CNA Lifesytle, link in bio. #PrinceCharles #Camilla #QueenElizabeth #coronavirus #COVID19 (Photo: Reuters)","['Sorry jim bo.  The queen will outlive us all. Shes eternal.', 'Poor thing!  Like what Boris Johnson had said “Be prepared to lose your loved one!”', '☹️', ""👑 Got his 'coronation' didn't he."", ""Well, someone hasn't been kissing his wife like he should have. Lucky her. 😂"", 'Poor guy...spent his whole adult life waiting for his coronation and then he gets Corona Virus instead', '❤️', 'Just die lah.... the democratic world doesn’t need any living Monarchs. Self entitled assholes❗️']"
22,CNA,2.27316E+18,26/3/2020 13:59,channelnewsasia,"Photo by CNA on March 25, 2020. May be an image of text that says 'No clubs, bars or or cinemas from tonight till Apr 30. Stay safe and read a book'.","From Mar 26, 11.59pm, until Apr 30, public gatherings will be limited to a maximum of 10 people in Singapore. The COVID-19 multi-ministry task force will be closing all entertainment venues such as night clubs, discos, karaoke outlets, cinemas and theatres where it said there is a high risk of transmission due to sustained close contact over a period of time.

All centre-based tuition and enrichment classes will be suspended, too. Meanwhile, all religious services and congregations will also be suspended, although places of worship may remain open for private worship and essential rites, subject to a group size of up to 10.

Shows within attractions, whether indoor or outdoor, group tours at museums and open atrium sales events will also be suspended. Supermarkets can go ahead with such atrium sales events as they may be used to disperse crowds from their stores, the task force said. Stay safe and be responsible, everyone! #Singapore #nightlife #movies #clubs #coronavirus #COVID19 #booksaregoodforyou","['Which club is in this photo?', '👍👏', 'You can zouk, zouk through VR 😂😂', 'Www.goodreads.com', '@annalisa.an', ""Yes! Books are great companions:) check us out if you're looking for one! we are also giving books away, if you're currently under quarantine or serving #shn , PM us!"", 'CNA is FAKE NEWS', 'How about wild wild wet n climb central', '😓🤦🤦', 'What about dance studios?', 'Yes read book, watch Netflix, bond with fam!', 'how about uss', 'Lets all comply wid diz sg united ...🙏🙏🙏', 'Later some people will organise house party and gatherings. That, how is the gov going to control?', '😱😱😱', '👏👍👏👍👏', '@crixianto oo no', '#STAYHOME #STAYSAFE', 'NO TUITION TOO', 'Those who went last night... Please stay home', 'No entertainment so boring, just lock down please😑', ""What is HPS's symptoms"", 'Oh.😣😢', '😢1 month no entertainment', '@nadiahbalqis told you till 30th april lockdown', 'Hahah', 'Yes ! Fight the virus !\nLook forward to further reduce the number of people infected & gradually disappeared.', '🤗🙏🙏🙏🙏', 'Stay home and watch #netflix', 'No “zouking”....', '🤣🤣🤣🔥', '1967 singapore 50cents coins', 'It’s like a lockdown alr lol', 'About time we read more 🤓']"
23,CNA,2.27382E+18,27/3/2020 11:51,channelnewsasia,"Photo by CNA on March 26, 2020. May be an image of 2 people and text that says 'H HYUND MUWE7 WTM ""My apologies to those most affected by this pandemic. I thought I was infusing calm into the hysteria."" AFP'.","Ant Man And The Wasp star Evangeline Lilly took to Instagram on Friday (Mar 27) to apologise for comments she made in an earlier post about refusing to self-isolate, which drew criticism. In her original post on Mar 17, she remained adamant about going about her “#businessasusual” despite living with her father – who is suffering from stage four leukaemia – and being immunocompromised herself.

Lilly wrote: “My direct and special apologies to those most affected by this pandemic. I never meant to hurt you. When I wrote that post 10 days ago, I thought I was infusing calm into the hysteria. I can see now that I was projecting my own fears into an already fearful and traumatic situation.” Since changing her mind, the Lost actress explained that she was now putting her family under self-isolation and “doing my part to flatten the curve”. She said: “I have been social distancing since Mar 18th – when social distancing was instituted in the small community where I am currently living.” Read more on CNA Lifestyle, link in bio. #EvangelineLilly #selfisolate #coronavirus #pandemic #COVID19 #health (Photo: AFP)","['Without fear, I can recommend anyone to Mr Mcphil because he’s a honest and trustworthy man I appreciate him for his good deeds... @trade_fx_with_mcphil', ""Brilliant selfish stupidity... why celebrities in need of spotlight should never be influencing one's safety and health concerns. They aren't experts nor have your needs as their primary concern."", '😍❤️', 'Dang it this ain’t no Marvel movie. Thanos and Iron Man ain’t gonna be snapping no fingers to alter our reality', 'Balik lah', 'I get it, trying to tell others not to overreact is trying to help. But maybe consult a public health experts opinion first in the future?', 'She should marry trump! Both are ignorant and self centred!', 'Wasp will be snapped from marvel universe? 🤔']"
24,CNA,2.27746E+18,1/4/2020 12:10,channelnewsasia,"Photo by CNA on March 31, 2020. May be an image of text that says 'APRIL FOOLS DAY Don't even think about pulling a coronavirus prank some countries will throw you in jail'.","Yes, it’s April Fools’ Day. But you might want to hold back on that prank you’ve been planning the entire year. Now’s not the right time – and in some countries, you might even get in big trouble.

From Thailand to India, countries have told people not to make April Fools' Day pranks related to COVID-19, with some threatening jail time as they seek to prevent the spread of rumours which could put lives at risk.

Tech giant Google, which is famous for its annual spoofs, has cancelled the tradition because of the pandemic which has killed about 40,000 people worldwide.

Thailand said April Fools' Day jokes about the virus could be punished under a law carrying a sentence of up to five years in prison, while Taiwan's president posted on Facebook that anyone spreading rumours or false information could face up to three years in jail and/or a fine of up to NT$3 million.

In India, Maharashtra state's cyber security unit said it would take legal action against anyone spreading fake news today, while Germany’s health ministry also urged the public not to make up stories related to the virus, under the heading “Corona is no joke.” #AprilFools #coronaisnojoke #pranks #COVID19 #coronavirus (Photo: AP)","[""Indian govt cant catch me if I'm using a virtual machine in another virtual machine. Using a vpn and an alt account that I've made years ago while using another's persons wifi. You still can catch me but its gonna be a pain in the arse XD"", '😂😂😂', 'And the joker becomes the joke', 'What about Singapore', '@vikas_the_spotter', 'That should be the last thing to pull a prank joke on !!! :(((', 'Yes... because it’s no laughing matter.', '@weitingg__ throw u in jail', 'Did it everyday.', '@corinthianshannah be careful and this is not a joke:)', '😂', 'April fools day is irrelevant and lame since day one lmaoo', '@peskypete', 'I will show you how to get the most value for toilet paper. 🙌', 'THANK u for this - this is not something to joke about', '@carolinetmm', 'Gg', 'Absolutely', 'Indeed. Read the room guys. 😂', 'My friend pranks that there is a lockdown... So fake', ""That's why... already no will to live... Prank who? When the whole year is gonna be Joke 🙄 and every where people are fighting for their lives haishhh"", 'Good ... Covid 19 isn’t joke', 'Not in the mood for any pranks when people are sick, dying and jobs lost']"
25,CNA,2.27807E+18,2/4/2020 8:20,channelnewsasia,"Photo by CNA on April 01, 2020. May be an image of text that says 'Cancelled for the first time since World War II WIMBLEDON'.","The Wimbledon championships have been held every year since 1946 – and now it’s been cancelled for the first time since World War Two.

The decision had looked inevitable for some time, since the virtual shutdown of world sport and the postponement of the Tokyo Olympics. It will instead be staged in June 2021.

Following the cancellation of the grasscourt major, and with the pandemic worsening in Europe and the US, the men's ATP Tour, women's WTA Tour and the International Tennis Federation extended the suspension of professional tennis for another five weeks to Jul 13. #Wimbledon #tennis #TokyoOlympics #sports #coronavirus #COVID19 (Photo: AFP)","['The old folks says this feels more serious than WWII...', '@eriknauer', 'FOR WORLD WAR 3 . Covid 19 Vs allied force. No one is winning.?', 'Cool! 🙌', '😔', '@elginleow ooo', 'This is probably for the best', 'it is good for eny one take  rest  Mr Cna']"
26,CNA,2.27808E+18,2/4/2020 8:37,channelnewsasia,"Photo by CNA on April 01, 2020. May be an image of 1 person and text that says 'K-pop singer Kim Jae- e-joong apologises for April Fools' Day prank saying he has COVID-19 19'.","K-pop singer Kim Jae-joong of boyband JYJ (and former TVXQ member) is facing backlash after an irresponsible April Fools’ Day prank saying he was hospitalised for contracting coronavirus.
""I have been infected with COVID-19. It is a result of my negligence, disregarding the cautionary words of the government and my friends,"" he said on Instagram.

After several hours, he edited the post to say he had gone too far, and also posted an apology note. ""I want to express my sincere apologies to the people who have suffered because of COVID-19 and to the people who were disrupted in their administrative work,” he wrote.
""What's wrong with Kim Jae-joong? Does he not perceive the seriousness of the situation right now?"" wrote a Twitter user.

Health authorities in South Korea had earlier on Wednesday warned of any pranks related to the coronavirus. Under South Korean law, those convicted of deceiving or deluding state officials or state agencies may be jailed for up to five years or face up to 10 million won (S$11,600) in fines. #KimJaejoong #JYJ #TVXQ #AprilFools #SouthKorea #Kpop #music #prank #coronavirus #COVID19 (Photo: Instagram/ jj_1986_jj)","['With good looks, comes stupid prank', 'Bro I dont care. Your Kpop or whatever shtick I dont give a god damn. U have it ? Yea go get quarantined.', 'Let the boy have fun..you people in the comments are DUMB AND MAYBE YOU SHOULD GO TO JAIL FOR BEING DISRESPECTFUL AND I HOPE YOU GET POSITIVE FOR COVID-19', '😑', 'Ga lucu kntl', 'Stupid', 'dun make fun of her 😁', 'What. A. (insert variation of dumb ass here)', 'Sorry everyone. This guy just ruined the image of Korea as a whole. So embarrassed. Stay safe everyone.', 'What a idiot', 'Moron', 'Stupid as fuck', 'lol imagining him contracting the virus💀', 'i hope gets punishment', ""Know what's worst for him? Boycott"", ""Don't fine or jail him... Send him to work at the hospital quarantine centre"", 'Retard', 'U bodoh or stupid', 'Is this news ? Must be a slow day for CNA', 'Stooooopid', 'Dumb', ""He just don't know what he must to do to spend his money 🤪🤪"", 'I dont care if he has corona or not. Who is he?', 'Now i understand why women prefer mature guys. Childish pig!', 'Stupidity has no cure..', 'What an ass****! With his 🕺 money he thinks he can joke about anything. If only those teen fan of his  knew this joker is actually empty inside.', 'Hopefully he gets the virus and passes on. Then let us see who got the last laugh at his stupid joke.', 'Not so funny', 'an example of a brainless person', 'Got looks but no brain 🧠', 'So dumb and insensitive', ""It's a bad joke."", 'Stupidity has no cure', '😮😮', 'He simply lets his true colour show', 'Silly boy!', 'What a jerk! COVID19 is not a joke I repeat it is NOT A LEGIT JOKE!!', 'Chop him and grated him like grated cheese 🧀 ass hold..', '@jooannneeeee orhorrrr you see la', 'If he is not careful, he might have his wish fulfilled', 'Stupid boy', '@brendateefy its a prank', 'so stupid', 'cock bodohh', 'Play stupid games win stupid prizes', 'Backlash is true, so watch your words. You will nvr know if it comes back at you.', 'he is really a fool in april. worst joke ever heard in 2020.', 'No creativitives boring not funny.', 'Lock him up for five years and charge him 10 million won now he is a childish kid', 'Slap u , have nothing to play ?', 'Someone better jail him. Just because he is famous and good looking doesnt mean he dont get to pay a fine and go to jail', '🔥', 'Wow... Though I usually dun felt that artistes need to apologise for every mistake they make but this one is really unacceptable, especially, how worried his fans will be if he really gotten the virus.', 'I hate that', 'Stupid !!', 'Hope this guy died horribly!', 'Some  people  are  really  immature.  Can crack foolish  joke  at  a time  like  this! Please  grow  up. For  goodness  sake!! There are  many idiots  around, sad to say....', 'is this person non binary?', 'Put him in jail and fine him. Make an example of him as he has so many fans who will see.', 'Eff he really get it den he noes lol v rude ass hole t world ar gg through a vry crisis tym yet fr him iz only a prank wtf', 'Those are still prank about covid 19 are the real moron', 'Moron', ""it's never been funny"", '🤬', 'What the heck', 'Not funny🤨🤨', '😤 not funny', 'Fine and jailed him then', 'nuisance', 'fuck you dude', 'Hope he die from covid 19', 'Stupid', 'Dumb', 'Stupid', 'not funny at all☹️', 'Retard', 'I dont care', 'fckin fool', 'Idiot and stupid !', 'I hope he gets positive infectec', 'Wasted', '🗑 🗑 🗑', 'ㅂ ㅅ', 'Childish gay', 'Must jail!!!! Lololol penalty', 'I saw his post. Lol. Good thing the post wasn""t translated for me. I would have been sooo concerned just to be pissed off that it was a joke. Not really funny for a person on QO.. @begumede', '@spacebean2k16 haha']"
27,CNA,2.27886E+18,3/4/2020 10:28,channelnewsasia,"Photo by CNA in Tiong Bahru Bakery. May be an image of text that says 's , .''.","In the age of safe distancing and belt tightening, F&B players in Singapore say the industry is hanging by a thread.

The urgent need for support from landlords is a sentiment many restaurant owners share. “There is so much rental pressure on restaurants where the operating cash flow is just two months out. If restaurants and retailers don’t get help from landlords, we cannot survive. (The landlords) have made so much money from us tenants over the last few years and now is the time they really have to step up to help us,” said Cynthia Chua of Spa Esprit Group, which includes establishments like Tiong Bahru Bakery.

Substantial rentals are not the only challenge facing Singapore’s restaurants today. “There’s a lot of uncertainty as to when produce is coming in. Right now, we can get fish locally or from Malaysia, but with meat (mostly from Australia), the worry is what will happen when stocks here run out” said Cheek and Cloudstreet chef-owner Rishi Naleendra.

But the greatest challenge is the lack of traffic. Relish’s Willin Low said: “If people stop coming out, then there’s no point in keeping a restaurant open.” Read the story on CNA Lifestyle, link in bio. #Singapore #food #restaurant #F&B #coronavirus #COVID19 #safedistancing #socialdistancing (Photo: Instagram/Tiong Bahru Bakery)","['This world pandemic changes the world how we do business. Everything comes both in good and bad purpose. Whatever purpose it serves each one of us, we have to be grateful for the gift of life. Stay safe everyone! ❤️', ""Everyone is facing challenges around the globe. It's sad. 😢"", 'Landlords need to understand the consequences of not helping your tenants during these trying times. You might benefit with the 3 mths deposit when the business folds but you will more when your property is left empty. Don’t be penny wise pound foolish. Put your personal interests aside and work towards assuring the future for everyone.', 'Sad moments 🥺!!', '@mgwroblewska  kochanie ❤️', 'Landlords are now having so much tax rebate and suppose to pass down to tenant. Landlords now are only forcing government to enforce rules to make sure them will give certain % of rebate or waiver to tenant.', ""I'm so glad I met the right person..thank you @trade_fx_with_mcphil .It was nice trading with you ..thank you Mcphil you are the best"", '0', '@sherwintjp', 'some landlords also on bankloan. so is there any support for landlords too?', 'Not just that. Most self employed and those who have bought a hdb and saving up for it, is hanging by a thread as well', 'If tiong bahru bakery cannot survive, others probably can’t.', 'Everyone is facing financial situation,just like this.  Those the are unemployed are also facing a lot of pressure.', 'Lol see tiong bahru bakery, don’t get too cocky and give shit service, you never know when you’ll need help ☺️', 'We feel for the restaurateurs😢', 'Guess what. I have heard landlord raising rental at such times.', 'Landlords have to pass property rebates through. It cannot be that only tenants face the brunt of the crisis alone.', 'All businesses shut. See if the landlords can find anyone to rent from them.', ""If landlords don't help. Shop will close down. They wont get any rental income. Those landlords will lose out if they dont help these shops."", ""Landlords will only give rebates to 'eligible' tenents. But who are the 'eligible' ones. They are not even willingly to give us, SME the rental rebates or even if they give, the rental rebates are not equivalent to the crowd that is in the mall. And if we close down, they will still confiscated our 3 month rental security deposit."", '😢😢😢😢😢', '#saveFnBsg', 'Try to switch to online model', 'Focus on take away orders / online orders even for breads and pastries 🥮. Re-branding and service change', 'my fav bakery 😭', '😢😢😢😢', '@zoechua23', '😢😢']"
28,CNA,2.2803E+18,5/4/2020 10:11,channelnewsasia,,"While many were out and about busy stocking up on stuff before Singapore's ""circuit breaker"" measures kick in on Apr 7, actress Rebecca Lim was also seen going around different parts of the island this weekend.

But instead of shopping, she and a friend were giving away 400 care packs for the elderly and frontline heroes in essential services, with some help from sponsors. Aside from going door-to-door, Lim also handed out care packs to taxi drivers, cleaners and construction workers.

She wrote on Instagram: ""I hope you spread love and choose kindness. We will get there. #SGcares #SGUnited."" #RebeccaLim #Singapore #charity #helping #circuitbreaker #coronavirus #COVID19 (Photos: Instagram/Rebecca Lim)","['❤️❤️❤️', 'God bless...👍❤️', '💪💪💪❤️❤️', '👏', '👏❤️', '👏🏼👏🏼👏🏼👏🏼', '❤️❤️❤️👍🏾🤲🏽', 'kind for mis lim .Mr Acn', '😍', 'Kind gesture from a beautiful person with a beautiful soul. 👏🏻👍🏻🤗', ""My anaphylactic allergic reaction had worst symptoms than COVID 19. They include severe sore throat with bloody phlegm, running nose with bloody mucus, cough until wheezing, breathlessness, an upper tract lung infection, an elevated level of enzyme in my liver, high fever of 40 degree Celsius, inability to utter a word, dizziness, itchy/painful/bleeding rashes and a dangerously low level of blood pressure. My diastolic blood pressure was only 49! I posted the proofs and the doctor's remarks that I declined all medicines. My immune system reversed all the symptoms.  I do not disinfect,  sanitise, wash my hands with the toxic soap or wear the mask sterilised with Ethylene oxide, a cancer causing agent. Any product that can kill the viruses will impair our immune system and damage the organs! When the commuters coughed badly, I did not fall sick! Stop believing in the flawed scientific research.  Read Food Heals But The Wrong Food Kills written by Jessica Seah from Singapore. She reversed all her health problems without any medication or EXERCISE! True healing means eliminating toxins, never about building muscles or adding man-made chemicals to the already poisoned body! It is the toxic treatments that kill the infected patients with preexisting health problems and trigger viral mutations! The doctors are treating the infected people with HIV medicine. It can cause liver and pancreas failure plus other adverse reactions! Our immune system is the best doctor and best defence against pathogens, diseases, infections，free radicals and cancer cells!  I posted the proven track record of Jessica Seah's nontoxic treatment method using the correct diet! Use Jessica's method, you do not need the expensive ventilators, masks, disinfectants, alcohol, hand sanitizers and soap! I fervently hope the leaders all over the world will contact Jessica Seah at aceofaceent@yahoo.com🇸🇬"", '👍👍👏👏👏❤️', 'Good job anyway! The time given for this act can’t be replaced', 'Who wouldn’t sponsor an actress?', '👍👍👏👏', '♥️♥️♥️🙏', '👍👍👍', 'Photographer on standby', '❤️', '@seventeenights', 'She and her friend are very kind souls.', '😍 Examplary member of society', '❤️', 'When i read ""i hope you spread"" i was like wait a minute', 'Like that hospital doctor nurse show that she starred in: “you can be angel too” good work Reb!!! 🤠', 'God bless u sister.', 'Awesome👏👏👏👏👏👏', 'Good gesture. Thanks for doing your part.', 'Be a giver !', '👍👍👍👏👏👏❤️', '👍👍👍👍🇸🇬🇸🇬🇸🇬😍😍😍i love', 'But when you give to the needy, do not let your left hand know what your right hand is doing', '❤🌎', '❤️❤️❤️❤️', '❤', 'Aww 🥰🥰', 'angel \U0001f90d', 'Always for a bit of infamy why wouldnt a mediacorp actress come out to help? Good dor her resume.', '😘', 'jiayu, YES We will get there. ❤️❤️', 'IM GONNA CRY 💛💛💛', '🙏🙏😍😍👍👍🙏🙏', 'Awesome. 👏👏', 'So proud of you😍💖', 'A beauty with a kind heart', '👏👏👏👏', ""👏👏👏 well done! That's the spirit we need in this time of uncertainty.  #sgunited"", '👏👏👏👏😘', 'How can anyone not love her...👏👏👏', '❤️❤️❤️lovely', 'respect This kind of actress 👍👍 kind hearted people will live longer', 'That’s awesomeee ☺️☺️', '🙏👏👏👏👏👏', 'Lovely peoples ❤️🤗', '❤️❤️', 'God bless all the Frontline workers including those who wanted to help', '👍🔥', ""That's the spirit. Not hoarding unnecessary quantities or panic buying.""]"
