,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets
14,1.3365882250962698e+18,1.3365882250962698e+18,2020-12-09,16:27:20,87372054.0,tbngrdns,🐳,,"Yes, it’s the same as showing proof of YF vaccination before going to endemic African countries.  https://t.co/RCr6eTZUGc",en,[],['https://twitter.com/straits_times/status/1336584380479893505'],[],0.0,0.0,0.0,[],https://twitter.com/tbngrdns/status/1336588225096269825,0.0,[],"['get', 'suprem', 'annoy', 'vaccin', 'pr', 'data', 'data', 'mound', 'diseas', 'ever', 'truli', 'erad', 'vaccin', 'mayb', 'smallpox', 'ok', 'hope', 'need', 'stop', 'new', 'opiat', 'mass']"
15,1.330938084402217e+18,1.330938084402217e+18,2020-11-24,02:15:41,203884269.0,rys5a_gonzalez,Ryssa Gonzalez,,Don’t really like any needles to thrust in my body and I just don’t trust any vaccinations just like that 💉 but if it can turn a creature to dance that MJ steps 2 minutes aftermath vaccination Lol now that’s the Thriller effect... and that’s the kind of  https://t.co/EXdD1d0sJD,en,[],['https://www.instagram.com/p/CH8R7vWHy4H/?igshid=um5azbwkle90'],[],0.0,0.0,0.0,[],https://twitter.com/Rys5a_Gonzalez/status/1330938084402216961,0.0,[],"['stg', 'anxieti', 'phobia', 'needl', 'come', 'blood', 'test', 'need']"
16,1.327486670917124e+18,1.327486670917124e+18,2020-11-14,13:41:00,16006707.0,homiliai,Jules Yim｜ 芊文,,"Getting supremely annoyed with vaccine PR ra-ra. Data, data. Mounds more. No vaccination is 100% and no disease has ever truly been eradicated with a vaccine (maybe smallpox but ok). Hope needs to stop being the new opiate of the masses.  https://t.co/5Sei3V1nsO",en,[],['https://str.sg/JL6C'],[],1.0,0.0,4.0,[],https://twitter.com/homiliai/status/1327486670917124097,0.0,[],"['macram', 'tampon', 'loudli', 'proclaim', 'caus', 'autism', 'world', 'full', 'walli']"
18,1.3230840034364744e+18,1.3230840034364744e+18,2020-11-02,10:06:22,2759933804.0,amuminaj,Sangeetha👑,,I stg my anxiety and phobia for needles when it comes to vaccination and blood tests 😭🤯 @AmeenaHalilur I need you!! 😭❤️,en,"[{'screen_name': 'ameenahalilur', 'name': 'aameenahalil✨', 'id': '782500049062289409'}]",[],[],1.0,0.0,2.0,[],https://twitter.com/AmuMinaj/status/1323084003436474370,0.0,[],"['first', 'time', 'life', 'got', 'inject', 'stomach']"
19,1.2828485092767785e+18,1.2827084032326738e+18,2020-07-14,09:24:53,16819098.0,philliphilton,Phillip Hilton,,@DamCou Macrames her own tampons and loudly proclaims vaccination causes autism. The world is full of these wallies.,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/philliphilton/status/1282848509276778496,0.0,"[{'screen_name': 'DamCou', 'name': 'Damian Counsell', 'id': '215335757'}]","['euphem', 'achiev', 'herd', 'immun']"
20,1.280097341287002e+18,1.280097341287002e+18,2020-07-06,19:12:43,850395608.0,irseyer,Ibyseyer,,Why is the vaccination being brought up?  #ABSCBNFranchiseRenewal,en,[],[],[],0.0,1.0,0.0,['abscbnfranchiserenewal'],https://twitter.com/irseyer/status/1280097341287002114,0.0,[],"['money', 'make', 'industri', 'ok', 'industri', 'money', 'make']"
21,1.2699643161758228e+18,1.2699643161758228e+18,2020-06-08,20:07:42,3393330320.0,altriakey,キーブ,,First time in my life i got injected in the stomach for vaccination,en,[],[],[],3.0,0.0,2.0,[],https://twitter.com/AltriaKey/status/1269964316175822848,0.0,[],"['whole', 'saga', 'reallyyyyyy', 'got', 'intrigu', 'realli', 'bother', 'follow', 'caus', 'bollock', 'boom', 'good', 'handsom', 'friend', 'mine', 'explain', 'everyth', 'need', 'know', 'hidden', 'agenda', 'behind', 'truth', 'part']"
22,1.2626596067670385e+18,1.2626596067670385e+18,2020-05-19,16:21:23,53399752.0,sushilv,Putroo,,Vaccination is an euphemism for achieving herd immunity 😝,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/sushilv/status/1262659606767038464,0.0,[],"['tri', 'critic', 'lot', 'complex', 'issu', 'anti', 'dumbest', 'thing', 'ever']"
23,1.2539780188773007e+18,1.2539780188773007e+18,2020-04-25,17:23:52,160905689.0,nzrnrdn,♡LIL XANPIRE♡,,“vaccination is a money making industry” ok which industry isn’t money making???,en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/nzrnrdn/status/1253978018877300736,0.0,[],"['grate', 'modern', 'scienc', 'medicin', 'especi', 'germ', 'theori', 'anti', 'vaxxer', 'piss']"
24,1.2534960113112965e+18,1.2534960113112965e+18,2020-04-24,09:28:32,2384629896.0,_afiqasmuni,_AfiqAsmuni,,This whole saga about anti-vaccination reallyyyyyy got me intrigued. Didn’t really bother to follow up on it cause it’s bollocks. And then boom! 💥 A good handsome friend of mine explains EVERYTHING you need to know about the hidden agenda behind the truth.  Part 1  https://t.co/XE9mtAQiGV,en,[],[],[],1.0,15.0,7.0,[],https://twitter.com/_afiqasmuni/status/1253496011311296512,1.0,[],"['back', 'day', 'measl', 'smallpox', 'chickenpox', 'virus', 'could', 'fuck', 'basic', 'erad', 'virus', 'face', 'earth', 'small', 'pox', 'fatal', 'rate']"
25,1.2512435118962115e+18,1.251210904152109e+18,2020-04-18,04:17:54,160905689.0,nzrnrdn,♡LIL XANPIRE♡,,@nurhaditaha i try to be critical in a lot of complex issues but being anti vaccination is just the dumbest thing ever,en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/nzrnrdn/status/1251243511896211456,0.0,"[{'screen_name': 'nurhaditaha', 'name': 'nnnurhaditaha ⛷️', 'id': '68962110'}]","['test', 'give', 'kind', 'assur', 'person', 'test', 'today', 'get', 'viru', 'tomorrow', 'test', 'mani', 'time', 'talk', 'countri', 'billion']"
26,1.2509702229215396e+18,1.250968908829307e+18,2020-04-17,10:11:57,70081818.0,foochau,Charles Yong,,"So be grateful for modern science and medicine, especially for immunology/vaccination and germs theory. Anti vaxxer just pisses me off",en,[],[],[],1.0,0.0,1.0,[],https://twitter.com/Foochau/status/1250970222921539585,0.0,[],['co']
27,1.250968908829307e+18,1.250968908829307e+18,2020-04-17,10:06:44,70081818.0,foochau,Charles Yong,,"Back in the days, measles, smallpox, chickenpox and all those viruses that could fuck you up, and immunology/vaccination basically eradicated those viruses from the face of earth. Small pox has a fatality rate of 30%  https://t.co/8IZhDv2g6G",en,[],[],['https://pbs.twimg.com/media/EVxVl5QUYAAh5RZ.jpg'],1.0,0.0,1.0,[],https://twitter.com/Foochau/status/1250968908829306881,1.0,[],"['wantu', 'cri', 'idw', 'ccb']"
28,1.250769585470505e+18,1.250769585470505e+18,2020-04-16,20:54:42,134158138.0,sitansutweets,Sitansu Mishra,,Testing is not vaccination which gives any kind of assurance. A person tested today can get the virus tomorrow?. Test How many times? You are talking about a country of 1.2 Billion. #Rahulspeaksmorethinksless,en,[],[],[],0.0,0.0,0.0,['rahulspeaksmorethinksless'],https://twitter.com/Sitansutweets/status/1250769585470504966,0.0,[],"['daddi', 'carri', 'first', 'time', 'long', 'till', 'readi', 'go', 'home', 'daddi', 'amp', 'mommi', 'pet', 'mover']"
29,1.2432306344006e+18,1.2432247348773028e+18,2020-03-27,01:37:36,3024117872.0,heytherelailaa,ليلى الكاف,,@thelalaland is it cos of the vaccination?,en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/heytherelailaa/status/1243230634400600065,0.0,"[{'screen_name': 'thelalaland', 'name': 'Shiela', 'id': '45707119'}]","['neither', 'us', 'enough', 'expertis', 'realli', 'discuss', 'highli', 'technic', 'debat', 'research', 'methodolog', 'flaw', 'paper', 'danish', 'cohort', 'studi', 'realli', 'risk', 'autism', 'wasnt', 'higher', 'mmr']"
30,1.2368436483412746e+18,1.2368436483412746e+18,2020-03-09,10:37:59,1.0482151345338737e+18,sarxwrr,𝓜𝓢🦕,,i wantu cry idw the vaccination ccb,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/sarxwrr/status/1236843648341274624,0.0,[],"['million', 'parent', 'refus', 'give', 'freeli', 'provid', 'polio', 'drop', 'children', 'pakistan', 'case', 'diseas', 'erad', 'report']"
31,1.22242825152154e+18,1.22242825152154e+18,2020-01-29,15:56:21,75520124.0,jondawg,jonsham,"{'type': 'Point', 'coordinates': [1.38675092, 103.93094022]}","That’s me daddy, @jondawg , carrying me for the first time. I just had my 2nd vaccination and it wasn’t too long till I was ready to go home with Daddy &amp; Mommy! 😊 @ Pet Movers  https://t.co/PXL5N4QKJ0",en,"[{'screen_name': 'jondawg', 'name': 'jonsham', 'id': '75520124'}]",['https://www.instagram.com/p/B75V3Vup6ws/?igshid=2rqqfhq1e6xa'],[],0.0,0.0,0.0,[],https://twitter.com/jondawg/status/1222428251521540097,0.0,[],"['ip', 'offic', 'need', 'get', 'done', 'soon', 'possibl']"
32,1.2192128712859197e+18,1.2192122503234191e+18,2020-01-20,18:59:35,15196090.0,aarontay,Aaron Tay,,neither of us have enough expertise really to discuss all the highly technical debates on research methodology flaws in papers .eg did the Danish cohort study really should risk of autism wasnt higher with mmr vaccination?(2/2),en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/aarontay/status/1219212871285919745,0.0,[],
33,1.2173395255060275e+18,1.2173395255060275e+18,2020-01-15,14:55:34,811087.0,ehn,Andreas Ehn,,Over a million parents refused to give freely provided polio vaccination drops to their children in Pakistan in 2019. 141 cases of the disease that should have been eradicated were reported. 😢  https://t.co/uoup15z4p0,en,[],['https://menafn.com/1099546280/Pakistan-6-more-polio-cases-surface-in-KP'],[],2.0,1.0,4.0,[],https://twitter.com/ehn/status/1217339525506027520,0.0,[],
34,1.2152787399420396e+18,1.2152766864359465e+18,2020-01-09,22:26:45,161649479.0,pradeepsingh83,THE UGLY TRUTH,,@rajshekharTOI This IPS officer need to get vaccination done as soon as possible.,en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/pradeepsingh83/status/1215278739942039552,0.0,"[{'screen_name': 'rajshekharTOI', 'name': 'Raj Shekhar Jha', 'id': '39024923'}]",
