,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets
29,1.2499578420286505e+18,1.2417196265531638e+18,2020-04-14,15:09:07,243753456.0,nmhrldba,rahman abdul,,@Durjanaaa Panic buying boi,en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/nmhrldba/status/1249957842028650496,0.0,"[{'screen_name': 'Durjanaaa', 'name': '🇲🇾 SYYS', 'id': '2949911636'}]","['everyon', 'probabl', 'right', 'news', 'boy', 'brave', 'rain', 'get', 'groceri', 'readi', 'next', 'dorscon', 'level', 'slightli', 'darker', 'orang']"
31,1.2478943358922465e+18,1.2478943358922465e+18,2020-04-08,22:29:29,8934712.0,izreloaded,IZ Reloaded,,Those of you who are panic buying toilet paper can now go to local bakery chain BreadTalk to panic buy their limited edition Toilet Paper Roll cake! #covid19 #singapore #covid_19 #circuitbreaker  https://t.co/Ghg1xtrR1Z,en,[],[],['https://pbs.twimg.com/media/EVFpSBxUEAIuLvx.jpg'],0.0,0.0,1.0,"['covid19', 'singapore', 'covid_19', 'circuitbreaker']",https://twitter.com/izreloaded/status/1247894335892246531,1.0,[],"['work', 'ntuc', 'one', 'work', 'place', 'least', 'impact', 'current', 'economi', 'remain', 'open', 'come', 'may', 'need', 'work', 'extra', 'hours', 'help', 'stock']"
32,1.247060513508356e+18,1.2466813281388995e+18,2020-04-06,15:16:10,472622958.0,syaidarahman,Syaida Abdul Rahman,,@ebivvv Singaporean standard of panic buying. Must be different from others! Others are in lockdown. We are in a circuit breaker😅. But who knows if they’re planning to de-clutter &amp; re-organize their homes? 🤷🏼‍♀️,en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/SyaidaRahman/status/1247060513508356096,0.0,"[{'screen_name': 'ebivvv', 'name': 'Ebi', 'id': '1054005206139064320'}]","['singaporean', 'stop', 'singaporean', 'stop', 'stop', 'idiot']"
33,1.247018540416127e+18,1.2470120392407409e+18,2020-04-06,12:29:23,1730901.0,eviltofu,Evil Tofu,,"@avalanchelynn @sarahcoldheart On the first day of panic buying, I saw someone buy a whole basketful of chocolates.",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/eviltofu/status/1247018540416126976,0.0,"[{'screen_name': 'avalanchelynn', 'name': '✿ a֒v֒a֒ ⓧ a֒v֒a֒ ✿', 'id': '1173088343795453953'}, {'screen_name': 'sarahcoldheart', 'name': 'Sarah Coldheart', 'id': '21842641'}]",[]
34,1.246881894106456e+18,1.246881892604887e+18,2020-04-06,03:26:24,163316501.0,adammaosman,A D A M,,"I was not panic buying stuffs or what not. I was thinking, balik Malaysia mati cause I don’t have any job later and stay in SG also die because unpaid leave. Live in top high cost city in the world without getting paid is a chaos",en,[],[],[],2.0,0.0,0.0,[],https://twitter.com/AdammaOsman/status/1246881894106456064,0.0,[],"['never', 'understand', 'mental', 'fellow', 'singaporean', 'continu', 'buy', 'despit', 'reassur', 'govt', 'enough', 'sustain', 'selfish', 'stockpil', 'undermin', 'sustain']"
36,1.2467019855390351e+18,1.2467019855390351e+18,2020-04-05,15:31:30,1.0581837278203699e+18,mixdblood69,Mister6ixty9,,"Farktards local, government already advice but still panic buying",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/mixdblood69/status/1246701985539035136,0.0,[],"['quick', 'judg', 'yknow', 'simpli', 'bc', 'stereotyp', 'chines', 'one', 'hoard']"
37,1.2466945957878088e+18,1.2466945957878088e+18,2020-04-05,15:02:08,408487855.0,_edddddddd,horan,,what if the panic buying goes on during ramadhan wth muslims gonba eat for iftar,en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/_Edddddddd/status/1246694595787808768,0.0,[],"['sunday', 'morn', 'latt', 'groceri', 'deliv', 'readi', 'anoth', 'week']"
38,1.2466813281388995e+18,1.2466813281388995e+18,2020-04-05,14:09:25,472622958.0,syaidarahman,Syaida Abdul Rahman,,"Hoarding/ panic buying IKEA items is a another level of hoarding sia, Singaporeans 💆🏼‍♀️🤦🏼‍♀️. Kau nak hoard furniture for what eh? Ke kau nak hoard the freaking Swedish meatballs?!",en,[],[],[],1.0,0.0,1.0,[],https://twitter.com/SyaidaRahman/status/1246681328138899456,0.0,[],"['stop', 'jesu', 'christ']"
39,1.2466754720012902e+18,1.2466754720012902e+18,2020-04-05,13:46:09,2362953649.0,kradothelion,Krado Low,,Panic buying?   Gimme dopamine.  https://t.co/AbwPSqCRhB,en,[],[],['https://pbs.twimg.com/media/EU0Uua1UEAAoFks.jpg'],2.0,0.0,2.0,[],https://twitter.com/KradoTheLion/status/1246675472001290241,1.0,[],"['take', 'credit', 'true', 'thank', 'grace', 'share']"
40,1.2466279287685325e+18,1.2466129996888146e+18,2020-04-05,10:37:14,392377887.0,amracinggreen,Ian Ireland,,@chloechotv Not unusual for small countries. Supply chain is not broken; reserves / storage healthy. Panic buying creates spiralling environment of fear underpinned with herd mentality which will stress and overload a working system. Only outcome is limitation through authoritarian controls.,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/amracinggreen/status/1246627928768532480,0.0,"[{'screen_name': 'chloechotv', 'name': 'Chloe Cho', 'id': '1191612620'}]","['eventu', 'profit', 'essenti', 'good', 'becom', 'crime', 'break', 'ration', 'forc']"
41,1.246446589524099e+18,1.246446589524099e+18,2020-04-04,22:36:39,888307898.0,ryo741,Fairoz Samil,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","Panic buying new bedsheets, quilt, quilt covers... • Coz having all those masks/hand sanitizers don’t mean s***t, if yo’ bed’s dirty like a pig sty. • &amp; don’t forget to shower. KNN. 😂🦠 • #bedsheets #quilt…  https://t.co/O93AZHu5N1",en,[],['https://www.instagram.com/p/B-kAJKvBiV3/?igshid=1xfx5mjpzaiyh'],[],0.0,0.0,0.0,"['bedsheets', 'quilt']",https://twitter.com/ryo741/status/1246446589524099073,0.0,[],"['peopl', 'mask', 'amp', 'hand', 'sanit', 'seller', 'make', 'profit', 'rais', 'price']"
43,1.2464188245863547e+18,1.2464188245863547e+18,2020-04-04,20:46:19,431588395.0,awinsomelife,Melvin Lee & Jacqueline Teo,"{'type': 'Point', 'coordinates': [1.337408, 103.910856]}",Not #panicbuying. Just getting ready for the arrival of the little one since non-essential services will be unavailable for a month. #beblumlavo5 #oekotex #babycot @ Baby Hypermart  https://t.co/PG5j5PtINr,en,[],['https://www.instagram.com/p/B-jzhE_pYFG/?igshid=cvipb73abtb2'],[],0.0,0.0,0.0,"['panicbuying', 'beblumlavo5', 'oekotex', 'babycot']",https://twitter.com/awinsomelife/status/1246418824586354690,0.0,[],"['peopl', 'jb', 'current', 'shelf', 'get', 'empti', 'kesiannya', 'yang', 'tak', 'mampu']"
44,1.2464015397253407e+18,1.2464015397253407e+18,2020-04-04,19:37:38,425858443.0,farisaddy,Faris Addy,,I don’t understand why we have to panic buying eh,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/FarisAddy/status/1246401539725340672,0.0,[],"['malaysia', 'curios', 'complet', 'refrain', 'guy', 'eat', 'defin', 'food', 'season', 'hoard', 'unnecessarili', 'differ', 'know', 'former', 'necessari']"
48,1.246234439606141e+18,1.246234439606141e+18,2020-04-04,08:33:38,2567385306.0,gashina98,GASHINA 💖 (Raaj),,ENOUGH WITH THE PANIC BUYING!!!!!,en,[],[],[],0.0,0.0,5.0,[],https://twitter.com/gashina98/status/1246234439606140928,0.0,[],"['come', 'full', 'circl', 'singapor', 'period', 'calm', 'week', 'short', 'burst', 'back', 'due', 'fear', 'import', 'case']"
51,1.2460351156348805e+18,1.2460351156348805e+18,2020-04-03,19:21:36,124384622.0,ttaekoyaki,ana 🐻,,also the ones panic buying after the announcement earlier .... cb they already said there is no need to what are yall doing 😔😔,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/ttaekoyaki/status/1246035115634880513,0.0,[],"['singaporean', 'till', 'past', 'midnight', 'yesterday', 'instant', 'noodl', 'egg', 'veg', 'toilet', 'paper', 'supermarket', 'shelv', 'empti', 'natur', 'co', 'empti', 'shelv', 'sold', 'start', 'post', 'photo', 'social', 'media', 'empti', 'shelv', 'amp', 'long', 'queue']"
52,1.2460241225235128e+18,1.245992793106813e+18,2020-04-03,18:37:55,520343042.0,syedshah_z,SHZ✨,,@eightjun Response of Singaporeans oof not so #panicbuying,en,[],[],[],1.0,1.0,0.0,['panicbuying'],https://twitter.com/SyedShah_Z/status/1246024122523512832,0.0,"[{'screen_name': 'eightjun', 'name': 'ia', 'id': '905756070202576896'}]","['yong', 'tau', 'foo', 'take', 'walk', 'around', 'neighbourhood', 'today', 'supermarket', 'still', 'rel', 'calm', 'despit', 'increas', 'traffic', 'nowher', 'near', 'level', 'observ', 'may']"
53,1.2460220042240123e+18,1.2460220042240123e+18,2020-04-03,18:29:30,39616275.0,andrewangsg,andrew ang,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","My 1st online lesson just ended &amp; saw a joke about panic buying in Singapore!  ""I also want to do some panic buying. When I open my wallet, I panic""  After spending four hours on the small iPad screen and go through…  https://t.co/8M21EBMO9z",en,[],['https://www.instagram.com/p/B-g_EJmHcJK/?igshid=ww0lof2z3we9'],[],0.0,0.0,0.0,[],https://twitter.com/andrewangsg/status/1246022004224012288,0.0,[],"['lmao', 'think', 'shit', 'twitter', 'game', 'valid']"
54,1.2460190418875843e+18,1.2460190418875843e+18,2020-04-03,18:17:44,2568442616.0,myyraxxx,Mia,,Panic buying means i need to buy alot of cats food lei. later my cat starve to death pula😰,en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/myyraxxx/status/1246019041887584257,0.0,[],"['johor', 'bahru', 'crazi']"
56,1.246012647998251e+18,1.246012647998251e+18,2020-04-03,17:52:19,1538421768.0,herniepotter,ً,,our prime minister said this circuit breaker will last till 4th may &amp; there r ppl panic buying...can yall imagine if our pm said ‘lockdown’ or ‘dorscon level is red’,en,[],[],[],1.0,1.0,6.0,[],https://twitter.com/herniepotter/status/1246012647998251008,0.0,[],"['woah', 'queue', 'supermarket', 'longer', 'one', 'lotteri', 'booth']"
57,1.2459908257475953e+18,1.2459908257475953e+18,2020-04-03,16:25:36,40220963.0,gothstable,Roos de Baas,,Everyone is probably panic-buying right after the news but your boy here? Braved the rain to get groceries at 10am and ready for the next DORSCON level of... slightly darker orange,en,[],[],[],0.0,0.0,2.0,[],https://twitter.com/Gothstable/status/1245990825747595264,0.0,[],"['right', 'mom', 'sinc', 'jan', 'go', 'back', 'anytim', 'soon', 'call', 'ask', 'bad', 'news', 'appar', 'left', 'without', 'anyth', 'mani', 'peopl']"
59,1.2459844890224763e+18,1.2459844890224763e+18,2020-04-03,16:00:26,120470637.0,hazzyelyah,baddest female,,Confirm people start panic buying already sia,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/hazzyelyah/status/1245984489022476288,0.0,[],"['peopl', 'know', 'food', 'stockpil', 'bought', 'day', 'gon', 'na', 'expir', 'day', 'right', 'lmao']"
60,1.245982213239214e+18,1.245982213239214e+18,2020-04-03,15:51:23,1334089536.0,dafugly_prince,Aiidyl,,"Work at NTUC, one of those work places that are least impacted by the current economy. Remain open come what may. At most just need work extra hourse to help stock up after the panic buying",en,[],[],[],0.0,0.0,2.0,[],https://twitter.com/dafugly_prince/status/1245982213239214081,0.0,[],"['part', 'begun']"
61,1.245980124639449e+18,1.245980124639449e+18,2020-04-03,15:43:05,313838884.0,sticks_bxnes,Elfi Sufyan,,"For once, can Singaporeans stop being so ‘Singaporean’, stop panic buying and stop being an idiot?  https://t.co/U1smbSnhEd",en,[],[],['https://pbs.twimg.com/media/EUqcUWuUMAIMemc.jpg'],0.0,2.0,1.0,[],https://twitter.com/sticks_bxnes/status/1245980124639449088,1.0,[],"['go', 'trigger', 'anoth', 'round', 'singapor', 'manpow', 'crunch']"
62,1.2459724780415345e+18,1.2459724780415345e+18,2020-04-03,15:12:42,4906885627.0,dzulgranger,💨Hunter Zolomon💨,,Panic buying again... 😭,en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/DzulGRanger/status/1245972478041534464,0.0,[],"['round', 'sg', 'due', 'malaysia', 'lockdown']"
63,1.2437264876241388e+18,1.2437264876241388e+18,2020-03-28,10:27:56,40337095.0,shazology,Shazny 🌱 شزني,,I will never understand the mentality of my fellow Singaporeans who continue to panic buy despite reassurances by the govt that we have enough to sustain ourselves. Panic buying for selfish stockpiling will only undermine the sustainability of what we have!,en,[],[],[],0.0,2.0,5.0,[],https://twitter.com/shazology/status/1243726487624138753,0.0,[],"['went', 'groceri', 'store', 'monday', 'place', 'lot', 'busier', 'normal', 'like', 'peopl', 'sens', 'anoth', 'spree', 'ahead', 'singapor', 'latest', 'jump', 'case', 'stock', 'wine', 'whiskey', 'amp', 'roll', 'toilet', 'paper', 'case']"
65,1.242438217237844e+18,1.242438217237844e+18,2020-03-24,21:08:49,1543661.0,miyagi,"Benjamin ""Mr Miyagi"" Lee",,We might all have to work from home. I’m waiting for the inevitable panic-buying of office stationery. #COVIDー19,en,[],[],[],2.0,1.0,4.0,['covidー19'],https://twitter.com/miyagi/status/1242438217237843971,0.0,[],"['thank', 'whoever', 'print', 'pleas', 'avoid']"
66,1.2416522070044221e+18,1.2416522070044221e+18,2020-03-22,17:05:29,1613108256.0,m4lev0lent,🥀 𝕸𝖊𝖙𝖆𝖑𝖈𝖔𝖗𝖊 𝕸𝖆𝖒𝖎 🥀,,Y’all are quick to judge and yknow why? Simply bc there’s a stereotype that Chinese are the only one panic buying and hoarding.,en,[],[],[],0.0,3.0,10.0,[],https://twitter.com/M4lev0lent/status/1241652207004422145,0.0,[],"['haha', 'spread', 'happen', 'sg', 'day', 'amp', 'govt', 'put', 'restrict', 'thing', 'normal', 'irrespons', 'anti', 'social', 'behavior']"
67,1.241577763355517e+18,1.241577763355517e+18,2020-03-22,12:09:40,121646471.0,waynegkline,Wayne Kline,,"Sunday morning Latte, after the groceries were delivered. All ready for another week. No panic buying here! #sundaymorning #latte #wayneshome  https://t.co/9ZiurtW8J5",en,[],[],['https://pbs.twimg.com/media/ETr4ZIUUcAIYlSm.jpg'],0.0,0.0,0.0,"['sundaymorning', 'latte', 'wayneshome']",https://twitter.com/WayneGKline/status/1241577763355516928,1.0,[],"['guy', 'behind', 'toilet', 'roll', 'week', 'ago']"
68,1.241409970819588e+18,1.241409970819588e+18,2020-03-22,01:02:55,2567385306.0,gashina98,GASHINA 💖 (Raaj),,Stop with the panic buying JESUS CHRIST!!!,en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/gashina98/status/1241409970819588097,0.0,[],"['toilet', 'paper', 'safe', 'melbourn', 'australia']"
70,1.2409017557448417e+18,1.2409017557448417e+18,2020-03-20,15:23:28,121646471.0,waynegkline,Wayne Kline,,"Can’t take any credit for this, but how true is it? Thank you Grace for sharing! 😅😂🤣 #panicbuying #toiletpaperpanicbuying  https://t.co/pYKd9JBN68",en,[],[],['https://pbs.twimg.com/media/ETiRkMAU0AENwF3.jpg'],0.0,0.0,0.0,"['panicbuying', 'toiletpaperpanicbuying']",https://twitter.com/WayneGKline/status/1240901755744841728,1.0,[],"['singaporean', 'taxi', 'driver', 'laugh', 'face', 'told', 'british', 'peopl', 'toilet', 'paper']"
71,1.2406022613418926e+18,1.2405246192216146e+18,2020-03-19,19:33:23,5854302.0,patchouliw,Patchouli Woollahra nee Alia Fairbrooke,,"@noplaceforsheep When that panic buying eventuates into profiteering on essential goods, it becomes a crime. That or breaking rationing in force.",en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/PatchouliW/status/1240602261341892608,0.0,"[{'screen_name': 'noplaceforsheep', 'name': 'Dr Sheep Person 🌱💧', 'id': '233343317'}]","['absolut', 'embarrass', 'restrict', 'idiot', 'australia', 'everyth', 'read', 'amp', 'heard', 'coronaviru', 'caus', 'diarrhea']"
72,1.2405594683010212e+18,1.2405594683010212e+18,2020-03-19,16:43:20,1.239778615224488e+18,eqers,Pemerhati,,People are panic buying the mask &amp; hand sanitizer. Seller are making profit by raising the price...😢,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/eqers/status/1240559468301021184,0.0,[],"['regard', 'understand', 'run', 'toilet', 'paper', 'go', 'poop', 'death', 'plenti', 'case']"
78,1.2399492494474854e+18,1.2399492494474854e+18,2020-03-18,00:18:32,1.0834119872356639e+18,puventirren,Pubsie,,NO PANIC BUYING! NO! NO! GOD! NOOOOO!!!!  https://t.co/yqmaqQRW3F,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/ETUvQ__UEAAsv33.jpg'],0.0,0.0,2.0,[],https://twitter.com/PuvenTirren/status/1239949249447485443,1.0,[],"['respons', 'singapor', 'method', 'gov', 'narr', 'chang', 'yesterday', 'whatsapp', 'nation', 'like', 'spread', 'around', 'world', 'amp', 'must', 'prepar', 'seen', 'widespread', 'recent', 'day', 'calm', 'sg', 'gold', 'standard', 'imo']"
81,1.2398938652360172e+18,1.2398938652360172e+18,2020-03-17,20:38:28,1103060550.0,marrkarim,marina ✨,,Most people in jb are currently does the panic buying. All shelf are getting empty. Kesiannya for those yang tak mampu.,en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/marrkarim/status/1239893865236017161,0.0,[],"['alm', 'alm', 'alm', 'give', 'jasmin', 'rice']"
82,1.2398908866300764e+18,1.2398908866300764e+18,2020-03-17,20:26:38,24670791.0,jaschintaz,ⓙⓐⓢⓒⓗⓘⓝⓣⓐⓩ®,,"Malaysia: Out of curiosity - for all of those who have completely refrained from panic buying - what are you guys eating? Do you define panic buying as buying food during this season of panic, or hoarding unnecessarily? There’s a difference, you know. The former is necessary.  https://t.co/P5ia7wr0kv",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/ETT6L0FWkAAS_c-.jpg'],0.0,0.0,1.0,[],https://twitter.com/jaschintaz/status/1239890886630076419,1.0,[],"['know', 'wors', 'see', 'aunti', 'uncl', 'almost', 'everi', 'damn', 'market', 'see', 'millenni', 'fuck', 'thing', 'normalis', 'behaviour', 'dude', 'wtf', 'readi', 'fight', 'la', 'period']"
84,1.2398634472248934e+18,1.2398634472248934e+18,2020-03-17,18:37:36,275939127.0,donartdesign,Don Low,,Panic buying has seen vegetables sold out completely. People turned vegetarians all of a sudden.  https://t.co/Se6HiTTrtj,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/donartdesign/status/1239863447224893440,1.0,[],"['great', 'much', 'main', 'gripe', 'moment']"
85,1.239861475230937e+18,1.239861475230937e+18,2020-03-17,18:29:45,16414699.0,farna,Farna Mahadi,,"Went to the supermarket to buy a lightbulb but then saw all the #PanicBuying, so I left (without my lightbulb).  https://t.co/FsIjlJ99gr",en,[],[],"['https://pbs.twimg.com/media/ETTfbSLUYAE8ED3.jpg', 'https://pbs.twimg.com/media/ETTfbSKUYAA0NNc.jpg']",1.0,0.0,2.0,['panicbuying'],https://twitter.com/Farna/status/1239861475230937090,1.0,[],"['meanwhil', 'paya', 'lebar', 'ntuc', 'year', 'go', 'laugh', 'coronaviru', 'funni', 'thing', 'countrymen', 'singpost', 'centr']"
86,1.2398569680108462e+18,1.2398569680108462e+18,2020-03-17,18:11:51,250684934.0,bavaaneh,Bavaani Vindan,,"If you know someone who is panic-buying in Singapore, tell them that it's okay to be anxious and worried but it is not okay to be selfish.",en,[],[],[],1.0,0.0,0.0,[],https://twitter.com/bavaaneh/status/1239856968010846208,0.0,[],"['absolut', 'mad', 'supermarket', 'appar', 'much', 'wors', 'morn', 'thank', 'go']"
88,1.2398263811076506e+18,1.2398263811076506e+18,2020-03-17,16:10:18,23805402.0,nancycnbc,Nancy Hungerford,,"#coronavirus comes full circle in Singapore - after a period of calm, 6 weeks on from a short burst of panic-buying, we’re back at it due to fears of imported cases  https://t.co/S4xUj4ajnN",en,[],[],['https://pbs.twimg.com/media/ETS_hTVUwAAaXWw.jpg'],1.0,3.0,4.0,['coronavirus'],https://twitter.com/NancyCNBC/status/1239826381107650560,1.0,[],"['na', 'sa', 'lugar', 'namin', 'trust', 'lord', 'way', 'dont', 'lean']"
90,1.239816635709395e+18,1.239816635709395e+18,2020-03-17,15:31:35,8934712.0,izreloaded,IZ Reloaded,,Panic buying in Malaysia and Singapore. This Malaysian guy has his priorities right. #COVID19 #coronavirus  https://t.co/hxQsf35feb,en,[],[],['https://pbs.twimg.com/media/ETS2p8qX0AE6Nyp.jpg'],2.0,0.0,1.0,"['covid19', 'coronavirus']",https://twitter.com/izreloaded/status/1239816635709394945,1.0,[],"['rice', 'toilet', 'paper', 'wan', 'na', 'go', 'supermarket', 'buy', 'veggi', 'pinakbet', 'serangoon', 'singapor']"
92,1.2397968468741243e+18,1.2397968468741243e+18,2020-03-17,14:12:57,443526313.0,direzaque,Arbs_90,,Horrendous q’s at the ntuc. Sg on panic buying mode again😑😑😑. Then later food bought will go on carousel again 1 pkt of maggi will go at $50😒. Such a disgraceful act,en,[],[],[],0.0,0.0,0.0,[],https://twitter.com/diRezaQue/status/1239796846874124291,0.0,[],"['omg', 'guy', 'stop', 'leav']"
93,1.2397891824545997e+18,1.2397891824545997e+18,2020-03-17,13:42:29,20712985.0,tanandre,Andre,,"Singaporeans at 10pm till past midnight yesterday panic buying instant noodles, eggs, veg and toilet paper at supermarkets:  *shelves empty (naturally)*  *panic again cos empty shelves = all sold out*  *starts posting photos on social media of empty shelves &amp; long queues*  🤦‍♂️",en,[],[],[],0.0,0.0,1.0,[],https://twitter.com/tanandre/status/1239789182454599681,0.0,[],"['happen', 'feel', 'like', 'zombi', 'apocalyps', 'movi']"
95,1.239785238601089e+18,1.239785238601089e+18,2020-03-17,13:26:49,14918574.0,ianlow32,ianlow32,"{'type': 'Point', 'coordinates': [1.339346, 103.953072]}","Yong tau foo. Taking a walk around your neighbourhood, today the supermarkets are still relatively calm. Despite an increase in traffic, it’s nowhere near panic buying levels from what we have observe, some may be…  https://t.co/I5IPKdK1vN",en,[],['https://www.instagram.com/p/B90q6XIBcnm/?igshid=wk2njujk6a0c'],[],0.0,0.0,0.0,[],https://twitter.com/ianlow32/status/1239785238601089025,0.0,[],"['even', 'prime', 'deliveri', 'window', 'day', 'wtf']"
