,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_text,demojize_text
18,1292481227232952320,1292481227232952320,2020-08-09,23:21:52,719780701,arunrockzzz5,ARUN ツ,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}",Happy 55th birthday Singapore!!🇸🇬🎊🎉🙆🎂🎆 It's been a tough year and we have been fighting this pandemic in a great way👍💪! Proud of u SG! 😄A great thanks to our frontline workers 👩‍⚕️👷and leaders for making SG what it…  https://t.co/9abKUPcM7R,en,[],['https://www.instagram.com/p/CDrGRelHVdC/?igshid=1d09uc65a9gtv'],[],0,0,0,[],https://twitter.com/arunrockzzz5/status/1292481227232952320,0,[],"['happi', 'birthday', 'singapor', 'tough', 'year', 'fight', 'pandem', 'great', 'way', 'proud', 'u', 'sg', 'great', 'thank', 'frontlin', 'worker', 'leader', 'make', 'sg']",Happy 55th birthday Singapore!!:Singapore::confetti_ball::party_popper::person_gesturing_OK::birthday_cake::fireworks: It's been a tough year and we have been fighting this pandemic in a great way:thumbs_up::flexed_biceps:! Proud of u SG! :grinning_face_with_smiling_eyes:A great thanks to our frontline workers :woman_health_worker::construction_worker:and leaders for making SG what it…  https://t.co/9abKUPcM7R
19,1283062419393142786,1250669438375874561,2020-07-14,23:34:53,225387899,tamizhanlogesh,ThaLaPaThYaN,,👍👌🔥🙏 @govsingapore &amp; all frontline workers! Really not a simple task!! 🙌🙏 @INSEAD  #QuarantineLife  #QuarantineTimepass #Boring #COVID19 #coronavirus  https://t.co/mY86WOzN2I,en,"[{'screen_name': 'govsingapore', 'name': 'singapore government', 'id': '56883209'}, {'screen_name': 'insead', 'name': 'insead', 'id': '113381235'}]",[],"['https://pbs.twimg.com/media/Ec5abrnU4AYvdQk.jpg', 'https://pbs.twimg.com/media/Ec5acdTUEAIde_K.jpg', 'https://pbs.twimg.com/media/Ec5adHsUEAAQlKn.jpg', 'https://pbs.twimg.com/media/Ec5adwGVAAMKIRV.jpg']",1,0,1,"['quarantinelife', 'quarantinetimepass', 'boring', 'covid19', 'coronavirus']",https://twitter.com/tamizhanlogesh/status/1283062419393142786,1,[],"['amp', 'frontlin', 'worker', 'realli', 'simpl', 'task']",:thumbs_up::OK_hand::fire::folded_hands: @govsingapore &amp; all frontline workers! Really not a simple task!! :raising_hands::folded_hands: @INSEAD  #QuarantineLife  #QuarantineTimepass #Boring #COVID19 #coronavirus  https://t.co/mY86WOzN2I
20,1275537021256138752,1275537021256138752,2020-06-24,05:11:38,2972927138,awhadpratik,पत्yaa,,Also all the frontline workers who have shown us during this pandemic what their importance is. People need to stop making these entertainers feel like something larger-than-life.,en,[],[],[],0,0,3,[],https://twitter.com/AwhadPratik/status/1275537021256138752,0,[],"['also', 'frontlin', 'worker', 'shown', 'us', 'pandem', 'import', 'peopl', 'need', 'stop', 'make', 'entertain', 'feel', 'like', 'someth']",Also all the frontline workers who have shown us during this pandemic what their importance is. People need to stop making these entertainers feel like something larger-than-life.
21,1273275480980905984,1273275480980905984,2020-06-17,23:25:05,74610032,umarudd,uma rudd chia,,@ACUVUE AR FILTER MASK on Instagram lets you tag and appreciate frontline workers on social media  https://t.co/Ea0a0ItMa6  https://t.co/8UpnzRlPGm,en,[],['https://www.instagram.com/ar/184270106343936/'],['https://pbs.twimg.com/media/EauVSsHU4AEHoya.jpg'],0,0,0,[],https://twitter.com/umarudd/status/1273275480980905984,1,[],"['ar', 'filter', 'mask', 'instagram', 'let', 'tag', 'appreci', 'frontlin', 'worker', 'social', 'media']",@ACUVUE AR FILTER MASK on Instagram lets you tag and appreciate frontline workers on social media  https://t.co/Ea0a0ItMa6  https://t.co/8UpnzRlPGm
22,1270342978561662976,1270342978561662976,2020-06-09,21:12:22,23457580,saefarq,Andrew Tan,,"Let's appreciate our frontline staff, essential workers and anyone in our community. Together we can overcome!  https://t.co/VkjV1KZpxP  @GetInTouch_Me way to go! Real helpful platform to help jobseekers get noticed -  https://t.co/fOhv1ZOjhu  @wantedly",en,"[{'screen_name': 'getintouch_me', 'name': 'get in touch', 'id': '1261187227213676545'}, {'screen_name': 'wantedly', 'name': 'wantedly | ウォンテッドリー', 'id': '259683891'}]","['http://www.sgunited-appreciate.gov.sg/gallery/gallery-669/', 'http://getintouch.me']",[],0,0,0,[],https://twitter.com/saefarq/status/1270342978561662976,0,[],"['let', 'appreci', 'frontlin', 'staff', 'essenti', 'worker', 'anyon', 'commun', 'togeth', 'overcom', 'way', 'go', 'real', 'help', 'platform', 'help', 'jobseek', 'get', 'notic']","Let's appreciate our frontline staff, essential workers and anyone in our community. Together we can overcome!  https://t.co/VkjV1KZpxP  @GetInTouch_Me way to go! Real helpful platform to help jobseekers get noticed -  https://t.co/fOhv1ZOjhu  @wantedly"
23,1270342385864605696,1270342385864605696,2020-06-09,21:10:01,23457580,saefarq,Andrew Tan,,"Let's appreciate our frontline staff, essential workers and anyone in our community. Together we can overcome!  https://t.co/IcXi1t3NH8  Thanks @wantedlysg for launching the #covid19 hiring freeze tracker!  https://t.co/eX2q69h681",en,"[{'screen_name': 'wantedlysg', 'name': 'wantedly singapore', 'id': '809237378460061696'}]","['http://www.sgunited-appreciate.gov.sg/gallery/gallery-668/', 'https://www.wantedly.com/hiring_freezes/sg']",[],0,0,0,['covid19'],https://twitter.com/saefarq/status/1270342385864605696,0,[],"['let', 'appreci', 'frontlin', 'staff', 'essenti', 'worker', 'anyon', 'commun', 'togeth', 'overcom', 'thank', 'launch', 'hire', 'freez', 'tracker']","Let's appreciate our frontline staff, essential workers and anyone in our community. Together we can overcome!  https://t.co/IcXi1t3NH8  Thanks @wantedlysg for launching the #covid19 hiring freeze tracker!  https://t.co/eX2q69h681"
24,1269864890350489605,1269864885199892480,2020-06-08,13:32:37,2972927138,awhadpratik,पत्yaa,,Even during this pandemic situation we didn't stop. We brought you fuel and important supplies and still we are not even considered to be frontline workers or essential services. Do you even think that we exist?,en,[],[],[],1,0,0,[],https://twitter.com/AwhadPratik/status/1269864890350489605,0,[],"['even', 'pandem', 'situat', 'stop', 'brought', 'fuel', 'import', 'suppli', 'still', 'even', 'consid', 'frontlin', 'worker', 'essenti', 'servic', 'even', 'think', 'exist']",Even during this pandemic situation we didn't stop. We brought you fuel and important supplies and still we are not even considered to be frontline workers or essential services. Do you even think that we exist?
25,1268901250793267201,1268901250793267201,2020-06-05,21:43:27,598214699,kiruthusankar,kiruthika,,"Stepped out today to workplace after months!!!🌞 I really think of all frontline workers at this moment for their life with MASK😷 as I know now the discomfort of wearing it all through the working hours😞 And with the lockdown, my happy plant became sad plant🥀☹️ #lifewithcorona  https://t.co/c4JWdzBUcf",en,[],[],['https://pbs.twimg.com/media/EZwK9WTUYAMAFVi.jpg'],0,0,0,['lifewithcorona'],https://twitter.com/kiruthusankar/status/1268901250793267201,1,[],"['step', 'today', 'workplac', 'month', 'realli', 'think', 'frontlin', 'worker', 'moment', 'life', 'mask', 'know', 'discomfort', 'wear', 'work', 'hour', 'lockdown', 'happi', 'plant', 'becam', 'sad']","Stepped out today to workplace after months!!!:sun_with_face: I really think of all frontline workers at this moment for their life with MASK:face_with_medical_mask: as I know now the discomfort of wearing it all through the working hours:disappointed_face: And with the lockdown, my happy plant became sad plant:wilted_flower::frowning_face: #lifewithcorona  https://t.co/c4JWdzBUcf"
26,1266896153850699777,1266896153850699777,2020-05-31,08:55:55,2796100693,foyoyoyo,f. luchia,,I’ll put it out there: there is a global pandemic happening right now just think of the frontline healthcare workers who are already exhausted from fighting the disease and will now need to treat the people hurt from the protests.,en,[],[],[],1,0,0,[],https://twitter.com/foyoyoyo/status/1266896153850699777,0,[],"['put', 'global', 'pandem', 'happen', 'right', 'think', 'frontlin', 'healthcar', 'worker', 'alreadi', 'exhaust', 'fight', 'diseas', 'need', 'treat', 'peopl', 'hurt', 'protest']",I’ll put it out there: there is a global pandemic happening right now just think of the frontline healthcare workers who are already exhausted from fighting the disease and will now need to treat the people hurt from the protests.
27,1265214270083661824,1265214270083661824,2020-05-26,17:32:43,96057628,ryantologyz,RyanLee (Ryantology),"{'type': 'Point', 'coordinates': [1.28026, 103.85326]}",#ryantology #igers #igdaily #selfie #cb #cbday #cbday50 #asian #men #barber #haircut #sg #semilockdown #covid19 #essentialservices  CBDay50. Salute to frontline &amp; essential workers. x @ James Barker Barber  https://t.co/tE50qCmSzt,en,[],['https://www.instagram.com/p/CApWsoXpQi5/?igshid=tt8flnr3miv5'],[],0,0,0,"['ryantology', 'igers', 'igdaily', 'selfie', 'cb', 'cbday', 'cbday50', 'asian', 'men', 'barber', 'haircut', 'sg', 'semilockdown', 'covid19', 'essentialservices']",https://twitter.com/ryantologyz/status/1265214270083661824,0,[],"['salut', 'frontlin', 'amp', 'essenti', 'worker', 'x', 'jame', 'barker', 'barber']",#ryantology #igers #igdaily #selfie #cb #cbday #cbday50 #asian #men #barber #haircut #sg #semilockdown #covid19 #essentialservices  CBDay50. Salute to frontline &amp; essential workers. x @ James Barker Barber  https://t.co/tE50qCmSzt
28,1260198609422700546,1260134569220562947,2020-05-12,21:22:16,34635043,maximos62,💧 Russell Darnley,,"@AlanLew56185276 @JaneCaro @MaralynParker @GladysB These roles are Govt sector. They also don’t have hourly rates &amp; generally work very long hours without overtime or penalty rates. Nothing selfish about that. They don’t work for profit, merely to serve the community. They are our frontline workers in this pandemic.",en,[],[],[],1,2,18,[],https://twitter.com/maximos62/status/1260198609422700546,0,"[{'screen_name': 'AlanLew56185276', 'name': 'Alan Lewis', 'id': '1137569094448717824'}, {'screen_name': 'JaneCaro', 'name': 'Jane Caro', 'id': '92932981'}, {'screen_name': 'MaralynParker', 'name': 'Maralyn Parker', 'id': '31669146'}, {'screen_name': 'GladysB', 'name': 'Gladys Berejiklian', 'id': '704882735815401472'}]","['role', 'govt', 'sector', 'also', 'hourli', 'rate', 'amp', 'gener', 'work', 'long', 'hour', 'without', 'overtim', 'penalti', 'rate', 'noth', 'selfish', 'work', 'profit', 'mere', 'serv', 'commun', 'frontlin', 'worker', 'pandem']","@AlanLew56185276 @JaneCaro @MaralynParker @GladysB These roles are Govt sector. They also don’t have hourly rates &amp; generally work very long hours without overtime or penalty rates. Nothing selfish about that. They don’t work for profit, merely to serve the community. They are our frontline workers in this pandemic."
29,1260043475548090371,1260043475548090371,2020-05-12,11:05:49,232733446,firzimukhri,firzi mukhri,"{'type': 'Point', 'coordinates': [1.4691, 103.7512]}",Happy Nurses day guys  #frontlineworkers @ Johor Bahru  https://t.co/NAwS7fWGYG,en,[],['https://www.instagram.com/p/CAEnSxfpI6yNo0sQuxePM81H12W8QE_juESyHs0/?igshid=l5sirkyrmobp'],[],0,0,0,['frontlineworkers'],https://twitter.com/firzimukhri/status/1260043475548090371,0,[],"['happi', 'nurs', 'day', 'guy', 'johor', 'bahru']",Happy Nurses day guys  #frontlineworkers @ Johor Bahru  https://t.co/NAwS7fWGYG
30,1259314118131101696,1259314118131101696,2020-05-10,10:47:37,3231578460,cleanheelssg,Dees Boutique,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}",Happy Mother’s Day for lots of mums across the globe ! #frontlineworkers #enjoy #behappy #grateful #love #family #staysafe #stayhome #bekind 😘🌈😘 @ Singapore  https://t.co/p3SuloK0h1,en,[],['https://www.instagram.com/p/B__bnuWJ82i/?igshid=i8vzifbw07ko'],[],0,0,0,"['frontlineworkers', 'enjoy', 'behappy', 'grateful', 'love', 'family', 'staysafe', 'stayhome', 'bekind']",https://twitter.com/CleanHeelsSg/status/1259314118131101696,0,[],"['happi', 'mother', 'day', 'lot', 'mum', 'across', 'globe', 'singapor']",Happy Mother’s Day for lots of mums across the globe ! #frontlineworkers #enjoy #behappy #grateful #love #family #staysafe #stayhome #bekind :face_blowing_a_kiss::rainbow::face_blowing_a_kiss: @ Singapore  https://t.co/p3SuloK0h1
31,1258206618463936519,1258206618463936519,2020-05-07,09:26:48,3231578460,cleanheelssg,Dees Boutique,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}",Happy Vesak Day to all celebrating #buddha #peace #harmony #strength #bekind #stayhome #staysafe #frontlineworkers #circuitbreaker #mco @CleanHeelsSg @ Singapore  https://t.co/dTafVcsg2i,en,"[{'screen_name': 'cleanheelssg', 'name': 'dees boutique', 'id': '3231578460'}]",['https://www.instagram.com/p/B_3j_NXp4Ol/?igshid=cy5yzusb3zwr'],[],0,0,0,"['buddha', 'peace', 'harmony', 'strength', 'bekind', 'stayhome', 'staysafe', 'frontlineworkers', 'circuitbreaker', 'mco']",https://twitter.com/CleanHeelsSg/status/1258206618463936519,0,[],"['happi', 'vesak', 'day', 'celebr', 'singapor']",Happy Vesak Day to all celebrating #buddha #peace #harmony #strength #bekind #stayhome #staysafe #frontlineworkers #circuitbreaker #mco @CleanHeelsSg @ Singapore  https://t.co/dTafVcsg2i
32,1256524593386237954,1256524593386237954,2020-05-02,18:03:02,3367815974,iamkpsandhu,KP Sandhu,,"Last night was definitely one of the most unique hosting experiences I have had in my career.   The Star Show was indeed the celebration of talent, in tribute to our Frontline Workers and Healthcare Heroes, we needed.  https://t.co/K1FL9kHgIm",en,[],[],['https://pbs.twimg.com/media/EXASc7AUwAA_KUR.jpg'],0,0,0,[],https://twitter.com/iamkpsandhu/status/1256524593386237954,1,[],"['last', 'night', 'definit', 'one', 'uniqu', 'host', 'experi', 'career', 'star', 'show', 'inde', 'celebr', 'talent', 'tribut', 'frontlin', 'worker', 'healthcar', 'hero', 'need']","Last night was definitely one of the most unique hosting experiences I have had in my career.   The Star Show was indeed the celebration of talent, in tribute to our Frontline Workers and Healthcare Heroes, we needed.  https://t.co/K1FL9kHgIm"
