,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
10,❀ 愛 ❀,2431262840709283642,2020-10-30 09:12:17,tweetification,"Photo by ❀ 愛 ❀ on October 30, 2020. May be an image of drink and food.",": ""Buy 2 free 1! All yours!"" He declared.
꧂ 𝕆𝕔𝕥𝕠𝕓𝕖𝕣
#randbbubbletea #stayhome #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg #sgeats #sgfood #sgfoodlover #stfoodtrending #foodiesg #sgfoodtrend #singaporeeats #sgfoodies #sgbubbletea #singapore_insta #foodstagram #foodporn #ai20lifestyle #ai20foodporn #ai20in2020 #ihavethisthingwithcolor",,19,1
11,Coach Nisa•LOSE WEIGHT ONLINE,2431238602613886677,2020-10-30 08:24:17,healthyjourney.nisa,,"REGISTER NOW! 🍁 NOVEMBER INTAKE OPEN 🍁
🌱 Register now 🌱

📱Slide in my DM / Whatsapp at 90277422
Link in bio! 

About programe:
✏100% Online Coaching
✏ Meal Plan + Recipes
✏ Eat 5 meals a day
✏ Online workout combo
✏ Knowledge on dieting
✏ Online group support

#singapore #diet #Sihat #supportlocal #wfh #ndp #halalfoodsg #weddingsg #sgbridal #FitnessSg #hantarankawin #warna942 #ndp2020 #telekungsg #pengantinsg #togetherstrongersg #activesg #workoutfromhome #sgunited #Suria #healthysingapore #workingmum #Diet #onlinediet #circuitbreakersg #mediacorpsuria #nakkurus #healthyjourneynisa",Singapore,4,0
12,Digital Marketing Collective,2431227124182458315,2020-10-30 08:01:48,no23collective,Photo by Digital Marketing Collective in Singapore. May be an image of text that says '@NO23COLLECTIVE No. 23 COLLECTIV Why do you need a Social Media Manager? TYPE SOMTHING No. 23 COLLECTIVE'.,"You must be wondering... DO I NEED A SOCIAL MEDIA MANAGER (SMM) FOR MY BUSINESS? 🤔 ⁠
⁠
With everything shifting online, having a good social media presence for your business is more important now than ever. Here's why you need a Social Media Manager:⁠
⁣⁣⁣⁣⁣⁠⁣⁠
⚡ It can save you time⁣⁠: ⁣⁠
Running a business isn't easy! When you have a million other tasks to do, having a Social Media Manager can help you take all those time-consuming tasks off of your plate, allowing you to focus on other aspects of your business.⁠
⁠
⁣⁣⚡ Boost Engagement:⁠
A SMM will create content that is meaningful and relevant to your audience. When your brand is well represented, you will definitely generate new leads.⁠
⁣⁣⁣⁠
⁣⁣⚡ Let’s you focus on the bigger things: ⁣⁠
It is okay to not enjoy every aspect of owning a business. You might want to concentrate on the bigger things and really dislike completing the mundane, day to day stuff like coming up with creative captions and captivating content for your social media platforms. A social media manager is generally very well versed in this particular type of task and can definitely take that off your hands and enjoy doing it! ⁣⁣⁣⁣⁣⁠⁣⁠
⁣⁣⁣⁣⁣⁠⁣⁠
You love your business, you really do. ⁠Why not give it the proper social media presence it deserves?⁠ Send us a DM @no23collective to schedule an intro call and let us know what you need!⁣﻿⠀⁣⠀⠀⁠
.⁠
.⁠
.⁠
.⁠
.⁠
#no23collective #singaporemarketing #singaporemarketingagency #digitalmarketingsingapore #marketingsingapore #digitalmarketinginsingapore #socialmediasg #singaporestartups #startupsingapore #sgexpats #smallbusinesssingapore #sgbusiness #entrepreneursg #singaporebusiness #singapore #sgmarketing #sgunited #savefnbsg #circuitbreakersg",Singapore,9,0
13,The Humble Pit,2431221981897300317,2020-10-30 07:51:06,thehumblepit,"Photo by The Humble Pit on October 30, 2020. May be an image of food.",Potatoes are smoked with Jarrah for many hours then formed into irregular chunky gnocchis. Tossed with pesto and parmesan 🧀,,64,4
14,🍀🌻🌸Juewee🌸🌻🍀,2431151453333427666,2020-10-30 05:30:59,limjuewee,"Photo by 🍀🌻🌸Juewee🌸🌻🍀 on October 29, 2020. May be an image of food.","💐Never lose an opportunity of seeing anything that is beautiful... Welcome beauty in every fair face, in every fair sky, in every flower... 💐
It’s TGIF which marks the end of my wfh this week! This week has been pleasant and next week, it’s back to free aircon, lunching with colleagues and dressing up for work! 😍 Tomorrow is Halloween and I thought I should pre-celebrate it with my pancake art! Can you identify the many cute Halloween elements I tried to incorporate on this slice of pancake?🤪 Looking forward to the weekend because I’m gonna try something exciting! 🤩🤩🤩
🎃Happy Halloween🎃ingredients: 
Macdonald’s Happy Meal, breakfast wrap with sausage, harsh brown. 
Pairing with Starbucks instant limited edition Toffee Nut Latte.
#happyquote
#jwmiwa
#staycalmandwfh
#circuitbreaker
#circuitbreakersg
#stayhomesg
#sgunited
#breakfast 
#jwmiwabreakfast
#いただきます
#チョコペンアート
#チョコレートアート
#homecafe
#instaworthyfood 
#chocolateart
#funwithfood 
#funfood
#sgfood 
#foodplating
#foodart
#chocolatepainting
#foodstylings #macdonaldsg #happymeal #happyhalloween2020",,22,0
15,,2431150186100425021,2020-10-30 05:28:28,aye.am.m,"Photo by @aye.am.m on October 29, 2020. May be an image of one or more people.","You are not alone. Are you like me, having to work during the Circuit breaker?
你是不是也和我一样. 在阻断措施期间仍然要照常上班？. #throwback #circuitbreakersg #essentialservices  #sgunited #covid_19",,1,0
16,Singapore Scenery 2020,2431136233262524553,2020-10-30 05:00:44,sgscenery2020,"Photo shared by Singapore Scenery 2020 on October 29, 2020 tagging @shu0shushu. May be an image of curtains.","Submission by: Hong Shu Ying (@shu0shushu) 

#sgscenery2020 #singapore #sg #igsg #sgig #instasg #singaporeinsta #singaporelife #singaporecity #thisissingapore #whatissingapore #singaporescenery #singaporeviews #singaporeinsiders #singaporediaries #singaporetoday #sgscenery #sgviews #sglandscape #sglocallife #sgneighbourhood #singaporetimes #circuitbreaker #circuitbreakersg #stayathomesg #covid19diaries #singaporetogether #togetherstrongersg #travelfromhome #shapesofhome",,28,1
17,Ivy Yee,2431130589690872171,2020-10-30 04:49:32,ivyyee,"Photo by Ivy Yee on October 29, 2020. May be an image of food.","🐥紫薯肉松蛋卷。。 😋
#lunchtime #nomnom #yummyinmytummy #yummylicious #homecookfoodisthebest #instacook#instafood #instafollow #followforfollow #followforfollowback #followme #jj#igers#igsg#singapore #random #webstagram #day208#instagramhub #circuitbreakersg#紫薯蛋卷 #peanutbutterlover #肉松蛋卷 #homepackedlunch #lunchbento#itsfriday #friyay#tgif",,8,0
18,❀ 愛 ❀,2431126036882486015,2020-10-30 04:40:29,tweetification,"Photo shared by ❀ 愛 ❀ on October 29, 2020 tagging @rumah_baba_fred. May be an image of food.",": The nut makes everything taste so good!
꧂ 𝕆𝕔𝕥𝕠𝕓𝕖𝕣
#comfortfood #peranakanfood #fatdieme #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg  #sgeats #sgfood #sgfoodlover #stfoodtrending #foodiesg #sgfoodtrend #singaporeeats #sgfoodies #sgigfoodies #instafood #singapore_insta #sgrestaurant #foodies #instafood #foodstagram #igfood #foodporn #foodoftheday #ai20loveones #ai20lifestyle #ai20foodporn #ai20in2020  #ihavethisthingwithcolor #thisismyheritage",,19,1
19,vivienyeobeautystore,2431097753600578261,2020-10-30 03:44:17,vivienyeobeautystore,"Photo by vivienyeobeautystore on October 29, 2020. May be an image of text that says 'Sun 過度節食不健康 Mon Tue Wed Thu Fri Sat SHAPE PRO-ACTIZYME BEAUTSTORE STORE BEAU'.","【過度節食，減重修身NG！】「今天開始，我要節食減肥！😤」這對白是不是很熟悉呢？😅說到要實行修身大計，很多人第一時間都會想到要節食！🚫（尤其懶於做運動的朋友們～）三餐只吃某些東西／不吃某些東西，甚至更極端的一天一餐！過度節食或戒口，不單會減慢新陳代謝，更難修身，而且還會導致營養失衡，對身體造成極大傷害！🤢節食亦不是一個長久之計，一旦回歸正常飲食就會馬上反彈，更可能出現暴飲暴食的狀況～
.
減重修身不一定要嚴格控制飲食～偶爾放縱一下自己，讓不給自己太大壓力讓減重更加順利！💁🏻當然小編也很明白，修身期間吃了大餐還是會有點罪惡感…👉🏻👈🏻不要緊有【STEP 3 #燃脂排油】幫你！大餐後一杯STEP 3，有效阻隔飲食中多餘的油脂跟澱粉！專利成分PromOat®️燕麥麩纖維及Phase 2®️白芸豆提取物，可以將多餘的油脂LOCK住🔒再排出體外，並抑制多餘 #澱粉 吸收及消化，減少 #熱量 吸收！⛔連同左旋肉鹼，加速脂肪轉換成能量，燒脂效果UPUPUP！🔥🔥強烈建議配合【PRO-ACTIZYME #瘦瘦菌】，加快身體的基礎代謝💛，養好腸道瘦菌，修身效果更快喔！想了解更多可以PM我們，或者到我們網站看看～📍
.
.
.
#楊秀惠美妝店 #vivienyeobeautystore #vybeautystore #楊秀惠 #vivienyeo #CMLESS #MCO #circuitbreakersg #修身 #塑型 #減脂 #醣質限制",,20,0
20,🍀🌻🌸Juewee🌸🌻🍀,2431072377801523110,2020-10-30 02:53:52,limjuewee,"Photo by 🍀🌻🌸Juewee🌸🌻🍀 on October 29, 2020. May be an image of food.","🍀One lonely person. 
One other
Lonely person. 
One shy smile, 
One friendly grin. 
Two happy people. 🍀
Throwback to my brunch yesterday because I couldn’t resist the promo code with free filet o fish! So I took the opportunity to try the salmon burger and Hersey flurry. It’s amusing how Mac and BK runs similar promotion now: Salmon burger + chocolate ice cream. 😅 My verdict: BK’s salmon burger taste better while Mac’s Hersey ice cream taste better. 
Today is also Mac’s day but I’ll share it in another post. Still waiting for delivery. 🤩 #happyquote
#jwmiwa
#staycalmandwfh
#circuitbreaker
#circuitbreakersg
#stayhomesg
#sgunited
#breakfast 
#jwmiwabreakfast
#いただきます
#homecafe
#instaworthyfood 
#funwithfood 
#funfood
#sgfood 
#foodplating
#foodstylings #macdonaldsg #macdelivery",,12,0
21,Ricky,2431026828228655369,2020-10-30 01:23:22,ricky_weebc,"Photo by Ricky on October 29, 2020. May be an image of bird, buildings and cloud.","Fly
.
.
.
.
.
.
.
.
.
.#m10 #leicam10 #leica @leicastoresg #streetphotography  #streetphotography @leica_galerie_sg #summaron28mm #mySPC #mySPCstory @natgeoyourshot #yourshotphotographer @natgeotravel @natgeo #streetphotographers #streetphotographerscommunity #rawphotomag #peraphotogallery  #streetphotographersmagazine  @leicastorekl  #birds #covidstreet #covid_19 #circuitbreakersg #heartland #hometown",,17,0
22,IKA𝐝𝐚𝐧𝐜𝐞𝐰𝐞𝐚𝐫,2430988689909015893,2020-10-30 00:07:36,ikadancewear,"Photo by IKA𝐝𝐚𝐧𝐜𝐞𝐰𝐞𝐚𝐫 on October 29, 2020. May be an image of 1 person, hair, standing, footwear, outerwear and eyewear.","🎃 It’s Halloween weekend! Let’s get freaky!! 🎃 
🧛‍♀️

Peekaboo crop top/ Alexa jogger 

Shop link in bio.

#vampire #fitnessvampires #halloween #halloweencostume #activewearfashion #halloween2020 #coronasucks #vampirediaries #slaybabes #singaporean #circuitbreakersg #shoponline #sgshopping #ootd #pictureoftheday #petite #petitegirlsactivewear",,19,0
23,Toh Yunwei,2430748134363889403,2020-10-29 16:09:39,ratological,"Photo by Toh Yunwei on October 29, 2020. May be an image of 2 people, hair, people standing and outerwear.",Rare meetup with the girls and finally got to try una una. Let’s meet up again when we are not in a rush to head home. #unauna #unagi #meetup #unimates #circuitbreakersg,,6,0
24,❀ 愛 ❀,2430730602238302230,2020-10-29 15:34:49,tweetification,"Photo by ❀ 愛 ❀ on October 29, 2020. May be an image of food.",": Can't get enough of this! 🤤
꧂ 𝕆𝕔𝕥𝕠𝕓𝕖𝕣
#comfortfood #fatdieme #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg  #sgeats #sgfood #sgfoodlover #stfoodtrending #foodiesg #sgfoodtrend #singaporeeats #sgfoodies #sgigfoodies #instafood #singapore_insta #sgrestaurant #foodies #instafood #foodstagram #igfood #foodporn #foodoftheday #ai20loveones #ai20lifestyle #ai20foodporn #ai20in2020  #ihavethisthingwithcolor #photooftheday #pictureoftheday",,22,0
25,,2430682447709574206,2020-10-29 14:18:27,familytrippers,,"Meet Dr Izz and the experiment he did today. 

Today was Izz’s last day of school with @playdatesg PD Adventurers programme. I still remember how a year ago, I struggled with the decision on whether to enrol him for this programme because it will mean having to inconvenient my dad to fetch him from school 3 days a week. 

We went ahead with the plan and for close to 3 months, dad dutifully fetched him from school.  In March, we ended up having to serve LOA, and Izz attended school for a few days only before #circuitbreakerSG happened.

When Izz’s school reopened in June, hubby and I took turns to send and fetch him from school and we no longer had to activate my dad. Amazing how things worked out by themselves and my biggest worry about having to inconvenient him became irrelevant, masya-Allah. 

Amidst all that, Izz has had such precious learning moments with @playdatesg , like this video of him here (even his brothers are curious about the experiment and are asking to try this at home!), I have no regrets signing him up for the programme. Here’s wishing @playdatesg all the best in the next phase of their journey and we can’t wait to see them make a comeback, much stronger and better than before! ❤️

🎥 by @playdatesg",PlayDate,29,1
26,Celest Tan,2430688492802484462,2020-10-29 14:11:10,selectcelest,"Photo by Celest Tan on October 29, 2020. May be an image of food.","Blessed to have yummy home cooked meal by bff and her mama during #circuitbreakersg.
#throwback #homecooked #startermaindessert #hugekoreanpear #topshell #miniabalone #kaya #driedsnacks #steamedcupcakes @graceleehy @estheryuen27",,13,0
27,Mrs Pho,2430652748399571180,2020-10-29 13:02:27,mrspho,Photo by Mrs Pho in MRS PHO. May be an image of food.,"⁠Starting November with a big bowl of comforting pho!⁠
⁠
How are you enjoying #MrsPhoAtHome?⁠
⁠
📸: @singaporetravelvibes",MRS PHO,35,1
28,Wacky Pins Collection,2430643752957960482,2020-10-29 12:42:16,wackypins,Photo by Wacky Pins Collection in Peninsula Plaza.,"MuscleTech Amino Build Next Gen Energized is available on our Carousell account : nffitnesssg ! .

Our Carousell account : https://sg.carousell.com/nffitnesssg

For other sports and weight training supplements, remember to visit us too ! (Amino Build Ripped also available! Do PM !)

#celltech #muscletech #circuitbreakersg #bsnnutrition #nitrotech #creatine #hydrowhey  #bcaa #conjugatedlinoleicacid #musclebuilding #c4extremeenergy #optimumnutrition #gymrat #muaythai #musclepharmcombat #c4sport #cellucor #glutamine #sgboys #trainandrecover #universalnutrition #blenderbottle #musclepharmessentials #fatburner #sgfitness #gymfitnessidol #preworkout #aminox #hydroxycut #aminobuildnextgen",Peninsula Plaza,4,0
29,Wildfire Burgers,2430559995333361013,2020-10-29 09:55:57,wildfireburgers.sg,,"[PRE-ORDER LINK IN BIO // 4 MORE DAYS!] Made up of a whole spectrum of flavours, can you guess what’s in this new burger? 

Stay tuned for more updates on this seasonal special! 

4 more days to the launch of this delightful seasonal burger. PRE-ORDER YOURS NOW! Link in Bio.

#wildfireburgers #wildfirechickenandburgers #singaporefnb #bestfoodsingapore #foodinsing #instafood #foodporn #sgfooddiary #sgfoodtrend #foodgasm #eatoutsg #singaporefoodie #igfood #singaporeinsiders #circuitbreakersg #delicious #foodblogger",Wildfire Burgers,23,0
30,Albert,2430546982335655095,2020-10-29 09:30:00,albertlee.nf,Photo by Albert in Peninsula Plaza.,"MuscleTech Amino Build Next Gen Energized is available on our Carousell account : nffitnesssg ! .

Our Carousell account : https://sg.carousell.com/nffitnesssg

For other sports and weight training supplements, remember to visit us too ! (Amino Build Ripped also available! Do PM !)

#celltech #muscletech #circuitbreakersg #bsnnutrition #nitrotech #creatine #hydrowhey  #bcaa #conjugatedlinoleicacid #musclebuilding #c4extremeenergy #optimumnutrition #gymrat #muaythai #musclepharmcombat #c4sport #cellucor #glutamine #sgboys #trainandrecover #universalnutrition #blenderbottle #musclepharmessentials #fatburner #sgfitness #gymfitnessidol #preworkout #aminox #hydroxycut #aminobuildnextgen",Peninsula Plaza,5,0
31,❀ 愛 ❀,2430530659246581660,2020-10-29 08:57:34,tweetification,"Photo by ❀ 愛 ❀ on October 29, 2020. May be an image of drink and food.",": Had this awhile ago. Now I can't find it :(
꧂ 𝕆𝕔𝕥𝕠𝕓𝕖𝕣
#nutrisoy #nutrisoypandansoymilk #fatdieme #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg  #sgeats #sgfood #sgfoodlover #stfoodtrending #foodiesg #sgfoodtrend #singaporeeats #sgfoodies #sgigfoodies #instafood #singapore_insta #sgcafe #foodies #instafood #foodstagram #igfood #foodporn #foodoftheday #ai20lifestyle #ai20foodporn #ai20in2020  #ihavethisthingwithcolor #photooftheday #pictureoftheday",,12,0
32,PomadeMart,2430523598621113968,2020-10-29 08:43:33,pomademart,Photo by PomadeMart in Peninsula Plaza.,"MuscleTech Amino Build Next Gen Energized os available on our Carousell account : nffitnesssg ! .

Our Carousell account : https://sg.carousell.com/nffitnesssg

For other sports and weight training supplements, remember to visit us too !

#celltech #muscletech #circuitbreakersg #bsnnutrition #nitrotech #creatine #hydrowhey  #bcaa #conjugatedlinoleicacid #musclebuilding #c4extremeenergy #optimumnutrition #gymrat #muaythai #musclepharmcombat #c4sport #cellucor #glutamine #sgboys #trainandrecover #universalnutrition #blenderbottle #musclepharmessentials #fatburner #sgfitness #gymfitnessidol #preworkout #aminox #hydroxycut #aminobuildnextgen",Peninsula Plaza,2,0
33,Orangey Hu,2430490582269675885,2020-10-29 07:37:57,orangejimbo,"Photo shared by Orangey Hu on October 29, 2020 tagging @jimborange. May be an image of sandwich.",28.10.20 Brekkie - Oven toasted Chicken avocado 🥑 sandwich 🥪 #whatimade #whaticook #homemade #homecook #breakfast #sandwich #chickenavocado #stayhome #circuitbreakersg #橘子麻麻的廚房 #自己做 #自己煮 #早餐 #雞肉酪梨三明治 #煮婦人生 #防疫 #隔離生活,,16,0
34,amaterasu11,2430459789577730903,2020-10-29 06:36:46,amaterasu11,"Photo by amaterasu11 in Singapore. May be an image of bird, cloud and buildings.",Watching the sky during lunch break ~,Singapore,43,1
35,FKD.ConstantlyLit,2430457841178773271,2020-10-29 06:32:54,feekeed,"Photo by FKD.ConstantlyLit in Konoha The Hidden Leaf Village with @primitiveapparel, @nikesportswear, @primitiveskate, and @senseitouch. May be an image of outerwear and footwear.",Orewa Pain ☁️ @primitiveskate x #NarutoShippuden  #pain #akatsuki #primitive #shippuden #airmax #airmaxtn #airmaxplus #airmaxalways,Konoha The Hidden Leaf Village,49,1
36,NomadX,2430422402012785827,2020-10-29 05:22:29,nomadxsg,"Photo by NomadX on October 28, 2020. May be an image of food.","Specialising in artisanal handcrafted nut snacks and gourmet nut butters that will not only help turn habitual snacking into a positive thing but something that your body will thank you for, @renew.sg is all about providing people with tasty snacks that are healthy and 100% organic. 

Made with natural ingredients, their nut butters are low in GI and supercharged with healthy fats, antioxidants and tons of other health benefits. Slap them on bread, on a cookie or eat it straight out of the jar (we won’t judge).

Get your hands on their range of artisanal products now at nomadx.sg or drop by our store at Plaza Singapura!",NomadX,26,3
37,Iskandar Hasif,2430418965048399823,2020-10-29 05:16:34,darkains,,"Lovesong - Adele/ The Cure (Short Acoustic Cover)

Heard this awesome cover by Adele of a classic The Cure song, and well just had to try it. 

Love does many things, time seems to not pass. But love hurts too.

#acousticguitar #acoustic #acousticcover #instamusic #instadaily #igdaily #igmusic #musicislife #singer #goodmusic #noedits #onetake #recordedusingphone #rawcover #music #sgmusic #circuitbreakersg #circuitbreaker #newnormal #keepingsane #oneminutecover #lovesong #lovesongcover #adele #thecure #heartbroken #heartbreak @adele",,17,3
38,Singapore Scenery 2020,2430419007972439592,2020-10-29 05:15:44,sgscenery2020,"Photo by Singapore Scenery 2020 on October 28, 2020. May be an image of pool.","Submission by: George Goh

#sgscenery2020 #singapore #sg #igsg #sgig #instasg #singaporeinsta #singaporelife #singaporecity #thisissingapore #whatissingapore #singaporescenery #singaporeviews #singaporeinsiders #singaporediaries #singaporetoday #sgscenery #sgviews #sglandscape #sglocallife #sgneighbourhood #singaporetimes #circuitbreaker #circuitbreakersg #stayathomesg #covid19diaries #singaporetogether #togetherstrongersg #travelfromhome #shapesofhome",,22,0
