,fullname,postid,timestamp,username,image_desc,text,location,likes,comments
15,Overly Cheezy Pizza SG,2408916696109508514,2020-09-29 13:14:29,overlycheezysg,"Photo shared by Overly Cheezy Pizza SG on September 29, 2020 tagging @burpple, @chopesg, @sgagsg, @deliveroo_sg, @quandoo_sg, @grabfoodsg, @singapore.foodie, @miss_foodie_sg, @foodpandasg, and @foodheroessg. May be a meme of 1 person, hair, outerwear and text that says 'TONIGHT MUMMY COOK OK? TONIGHT MUMMY ORDER OVERLY CHEEZY PIZZA OK?'.","Just something fun we came up with to thank our Mothers!

Save the hassle of cooking by ordering from Overly Cheezy & we will handle the rest! Show your mama some love by ordering dinner today from www.overlycheezy.com today.

Alternatively, call +65 6245 4922 to place your order now or visit us at Blk 311 Hougang Ave 5 #01-189 S530311!

#pizza #overlycheezysg #pizzasg #singapore #sgfoodie #igsg #instafood #eatsg #sgeats #circuitbreakersg #foodsg #pizzalove #savefngsg #tslmakan #foodie #sgeatout #supportlocal #eatbooksg #foodstagram #sgeat # sgigfoodies #sgfoodblogger",,37,0
16,Sarine - YLSG Member,2409792648699560459,2020-09-30 18:14:51,bejoyfulliving,"Photo by Sarine - YLSG Member on September 30, 2020. May be an image of one or more people, hair and text that says 'Pamper your hair daily'.","Nowadays I plan my schedule based on when I should wash my hair. We make a point that if we leave home and go out in public space, we have to wash our hair and shower after we reach home. Well, everyone may have different opinions but that is our way in my home to protect everyone.
.
I also know that washing hair too often is not good for my hair. So to pamper my hair, I choose to use hair treatments that are gentle to my hair and yet help me care for my healthy scalp and hair. << swipe left
* Mirah Lustrous Hair Oil for the hair end and help me to style my hair easily
* DIY hair spray with Lavender, Sage, Rosemary and water - upcycle my Thieves spray bottle
* Copaiba Vanilla Moisturising Shampoo and Conditioner for dry and damaged hair (since i usually dye my hair)
All without harsh chemical, no SLS, no synthetic Fragrance, no Paraben, plant-based products and safe for environment too.",,19,2
17,❀ 愛 ❀,2409722285894476732,2020-09-30 15:55:03,tweetification,"Photo by ❀ 愛 ❀ on September 30, 2020. May be an image of bottle and text that says '@tweetification M smuky nacho cheese sauce M curry sauce Perfect your Chicken McNuggets' ET375ML NET 375ml'.",": Can't live without smoky nacho!
꧂ 𝕊𝕖𝕡𝕥𝕖𝕞𝕓𝕖𝕣
@mcdsg #smokynachocheesesauce #fatdieme #stayhome #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg  #sgeats #sgfood #sgfoodlover #stfoodtrending #foodiesg #sgfoodtrend #singaporeeats #sgfoodies #sgfastfood #sgigfoodies #instafood #singapore_insta #foodies #instafood #foodstagram #igfood #foodporn #foodoftheday #ai20lifestyle #ai20foodporn #ai20in2020  #ihavethisthingwithcolor #photooftheday #pictureoftheday",,21,2
18,❀ 愛 ❀,2409711002721963739,2020-09-30 15:32:38,tweetification,"Photo by ❀ 愛 ❀ on September 30, 2020. May be an image of purse and text that says 'Vn STARBUCKS'.",": All things pink from Starbucks.
꧂ 𝕊𝕖𝕡𝕥𝕖𝕞𝕓𝕖𝕣
#sayyestoyum #starbuckssg @starbuckssg #starbucksmerchandise #sgunited #covid19days #circuitbreakerphase2 #circuitbreakersg  #sgeats #sgfood #sgfoodlover #stfoodtrending #foodiesg #sgfoodtrend #singaporeeats #sgfoodies #sgigfoodies #instafood #singapore_insta #sgcafe #foodies #instafood #foodstagram #igfood #foodporn #foodoftheday #ai20lifestyle #ai20foodporn #ai20in2020  #ihavethisthingwithcolor",,13,2
19,amaterasu11,2409696658169579548,2020-09-30 15:04:08,amaterasu11,"Photo by amaterasu11 on September 30, 2020.",Fresh food delivered to you ~,Canton Paradise,21,1
20,Muiee メイ,2409682232465153530,2020-09-30 14:35:28,muieetoysfoodiary,"Photo by Muiee メイ on September 30, 2020. May be an image of food.","雨の日はスープや麺が食べたくなる〜我が家では常にストックしている中華の麺線、スープ麺にするか、偶に素麺の代わりにもしています〜焼きそばソースも同じく常にストック🤣 ローカルの黄色い福建麺をそばの代わりに炒め食べてます〜 旦那氏が珍しく自らチャーハンを作っているので、記念に撮りました🤣 日常でももっと作って貰いたいですね〜.
.
皆さん良い日を❣️Stay Safe & Healthy 💪🏻.
.
今天傍晚下好大的雨☂️ 天气冷就会想吃熱湯或麵湯～廚房裡常备放着麵線、偶爾煮鍋熱湯下麵缐代替米飯、也当日式的冷麵吃～ 另外日式的Yakisoba 酱也是常备品、去超市买包福建麵代替Soba, 一樣炒的美味👍 难得见老爷自己做橄榄菜炒飯、拍照记录一下 ~ 真希望他可以多下廚～.
.
㊗️大家 平安幸福！身体健康！Stay Safe 💪🏻.
.
#circuitbreakersg 
#StayAtHome
#SGUnited
#今天吃什麼？
#明天吃什麼呢？
#instalife #pandemic2020 #singapore #circuitbreakersg #シンガポール暮らし #コロナウイルスが早く終息しますよう #お家ご飯",,42,0
21,No.1 Milk Cereal Crunch Cookie,2409668074295966835,2020-09-30 14:10:46,kimme.ko,,"Starting in the month of October, we will be randomly picking a lucky follower to get free cookies. YES! You don’t have to do anything. As long as you’re following, you are entitled to the giveaway every month. Results will be announced at the end of every month! 🎉",Singapore,80,23
22,Cheah PH,2409664545076580170,2020-09-30 14:00:20,c88_discovery,"Photo by Cheah PH in High Commission of Malaysia, Singapore. May be an image of outdoors, tree and buildings.","#circuitbreakersg
#singaporetoday
#singapore
#phase2reopening 
#sgheartlands
#unprecedented
#VisitSingapore 
#thisissingapore 
#uniquelysingapore
#singaporeinsiders
#passionmadepossible
#todayweexploresg
#landscapephotograph
#sglandscape
#sustainbility
#endseptember 
#thrive
#newnormal
#comfortwithuncomfortable
#COVID19
#coronavirus
#igsg
#singapore_insta","High Commission of Malaysia, Singapore",7,0
23,Cheah PH,2409662289749190203,2020-09-30 13:55:51,c88_discovery,"Photo by Cheah PH in Yio Chu Kang Mrt. May be an image of buildings, skyscraper and cloud.","那是我们都回不去的从前。。

#circuitbreakersg
#singaporetoday
#singapore
#phase2reopening 
#sgheartlands
#unprecedented
#VisitSingapore 
#thisissingapore 
#uniquelysingapore
#singaporeinsiders
#passionmadepossible
#todayweexploresg
#landscapephotograph
#sglandscape
#sustainbility
#endofseptember
#thrive
#newnormal
#comfortwithuncomfortable
#COVID19
#coronavirus
#virus
#uncertainty",Yio Chu Kang Mrt,5,2
24,Wildfire Burgers,2409658537186828448,2020-09-30 13:48:24,wildfireburgers.sg,,"The day is almost here. We are exactly 1 more day to the launch of the incredible Garum Cheeseburger, in collaboration with @chefremylefebvre from @butchersblocksg of @raffleshotelsingapore! 

Don't forget to PRE-ORDER your burgers now to avoid disappointment! 

#wildfireburgers #wildfamburger #wildfirechickenandburgers #singaporefnb #bestfoodsingapore #foodinsing #instafood #foodporn #sgfooddiary #sgfoodtrend #foodgasm #eatoutsg #singaporefoodie #igfood #singaporeinsiders #circuitbreakersg #delicious #foodblogger #burgerssingapore #sgburgers #yummyburgers #bestburgersinsingapore #singaporeburger",Wildfire Burgers,25,0
25,Cheah PH,2409656541765869755,2020-09-30 13:44:26,c88_discovery,"Photo by Cheah PH in Sheng Siong@4 Mandai Link. May be an image of cloud, tree and twilight.","9月的最後一天,
covid - 19改變了世界,
改變了工作模式,
改变生活方式，
一切好像回不去的从前，
new normal 改變了.

#uncomfortable
#disruption 
#unprecedented
#uncertainty 
#COVID19
#coronavirus 
#circuitbreakersg
#igsg",Sheng Siong@4 Mandai Link,3,0
26,365days2play and EAT!,2409641067449359629,2020-09-30 13:13:41,365days2play,"Photo shared by 365days2play and EAT! on September 30, 2020 tagging @burpple, @huffposttaste, @visit_singapore, @gastrogig, @hungrygowhere, @chefshentan, @eloquence.sg, and @thankgoodnessits. May be an image of food.","Thank Goodness It’s Seafood! This is the second rendition of Gastrogig and Chef Shen Tan’s collaboration, this time featuring Nasi Ulam!
.
What a feast this Makan for 4 ($108) was! The 22-spiced kurobuta pork was really enjoyable while the Barramundi, which had been marinated for 2 days in a salted egg blend was crispy on the outside and so flaky inside. 
.

The GG Garden Curry is like no curry I've ever eaten. It's a mish mash of freshly harvested greens from Gastrogig's garden, such as green papaya, tapioca leaves, eggplant, lady's finger. Refreshingly good!And as you know, fresh veggies from home grown gardens is something that’s close to my heart. 
.
Whatever you do though, you must try their sambals! So good I rationed them and had them over several meals!
.
More on the blog. Link in profile. 
.
@thankgoodnessits 
@gastrogig 
@chefshentan",Singapore,324,7
27,Hear My Business Roar 🇸🇬®,2409604065358217914,2020-09-30 12:01:14,hmbr_sg,"Photo by Hear My Business Roar 🇸🇬® on September 30, 2020. May be an image of 1 person.","Tea Pulse⁠
1st #Kombucha Bar in SG 🇸🇬⁠
We also serve Healthy #BBT⁠
with Toppings #ChestnutPearls ™⁠
Teapulse.sg  Islandwide Delivery⁠
⁠
🟣⁠
⁠
➡️ @teapulse⁠
➡️ teapulse.sg⁠
⁠
🟣⁠
⁠
We want to feature you next! 📸⁠
Click the link in our bio and join the community! 🌎🌍🌏⁠
⁠
🟣⁠
⁠
#kombucha#bubbletea#drinktoppings#bubbleteashop#localbusiness#smallbusinesssg#circuitbreakersg#coronavirus#onlinebusinesssg#savefnbsg#vscosg#cbphase2#sgunited#teachersday2020#sggiveaway#sgkombucha#bubbletealover#bobatea#singapore#sgbusiness#healthierchoice #supportlocalsg #singapore #hearmybusinessroar",,10,0
28,Ju Ann,2409583666454746831,2020-09-30 11:19:38,ngjuann,"Photo by Ju Ann in Corney Island, Singapore with @ngjuann, and @bottomslimny. May be an image of one or more people, people standing, nature and tree.","I love places that make you realize how tiny you and your problems are.

Recently lost 1cm off each thigh and feeling super about it! 😬 The Oxifat Blast Treatment at @bottomslimny is amazing! It's now going for just $20 (U.P. $500) for the first 20 of you who PM BottomSlim Official Facebook Page for redemption with this code <BS-JuAnn>. 😇

P.s.: Like and share BottomSlim official facebook page and get a surprise goody bag upon treatment. Terms and conditions apply.","Corney Island, Singapore",273,10
29,The Lit Movement,2409578581857883635,2020-09-30 11:09:32,thelitmovementsg,"Photo by The Lit Movement in Singapore. May be an image of one or more people, hair and text that says '9 M'SIAN CHILDREN FINALLY MEET THEIR PARENTS AFTER 6 MONTHS IN S'PORE MOVEMENT'.","Parting is such sweet sorrow. Not. #covid19 we've had enough.

#linkinbio 

#family #mother #child #love #separation #circuitbreakersg #lockdown #closedborders #Singapore #malaysia #singaporeans #malaysians #causeway #neighbours",Singapore,7,0
30,LEEKAJA Beauty Salon,2409562134894525996,2020-09-30 10:36:51,leekaja.sg,"Photo by LEEKAJA Beauty Salon in Leekaja Beauty Salon 이가자 뷰티 살롱. May be an image of 2 people, flower and text that says '이가자KJ LEEKAJA BEAUTY SALON Facebook @leekaja.sg Insta Instagram #leekajasg'.","Just look at how pretty the surrounding is. And look at the plants!😍❤️ 

Leekaja Beauty Salon is the best place to visit when you want to pamper and relax at the same time.

BOOK NOW by tapping the link on our bio and get a FREE hand cream. ⁣⁣⁣
For inquiries, WhatsApp +65 8133 0818⁣⁣⁣
⁣⁣⁣
Where to find us?⁣⁣⁣⁣⁣⁣⁣⁣
📍 333A Orchard Rd. #03-13 Mandarin Gallery, 238897⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣ ⁣⁣⁣

⁣⁣⁣⁣⁣⁣⁣⁣
Why choose Leekaja Beauty Salon? 

❤️We provide hair, nail, and scalp care services⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣⁣.
❤️Multi-awarded Beauty Salon since 2017
❤️ Exemplary Service-over 3,000 satisfactory reviews on Beauty Undercover, Facebook and Google
❤️ Uses only the best hairstyling tools and products like DYSON, L'Oreal and Shiseido
❤️ Loved and recommended by 100 media companies and over 3000 Influencers

⁣Leekaja Beauty Salon is strictly observing proper sanitation. social distancing and all staffs are wearing safety gears like masks for our customers safety.⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣
See you!⁣⁣⁣⁣⁣⁣⁣⁣
⁣⁣⁣⁣⁣⁣⁣⁣
#leekaja #leekajasingapore #singapore #orchard #mandaringallery #sg #singapore #orchardroad #beautysalon #koreansalon #bestsaloninsg #hairtreatmentsg #haircutsg #singaporesalon #circuitbreaker #circuitbreakersg #safetyfirst⁣⁣⁣⁣⁣ #midweek #nature #relaxing",Leekaja Beauty Salon 이가자 뷰티 살롱,24,0
31,Dr. Jenny Li,2409550664094304607,2020-09-30 10:14:04,drjennyli,"Photo by Dr. Jenny Li on September 30, 2020. May be an image of 1 person, hair, child, standing and balloon.","We are raising third culture kids. The benefit, they get to celebrate holidays from both cultures. The Mid-Autumn Festival is the day to celebrate harvest, hard work, and family. We make a traditional lantern on this day to symbolize family and pray for another year of a good harvest.",Singapore,91,1
32,La Petite Cuisine,2409545657923536251,2020-09-30 10:04:07,lapetite_cuisine.sg,"Photo by La Petite Cuisine on September 30, 2020. May be an image of food.","Yes, we are OPEN! Lunch (11:30am - 2:15pm) and dinner (5:30pm - 9:15pm) from Tuesday to Sunday.
.
Call 6314 3173 for reservation
.
Located at No. 10 Jalan Serene #01-02 Serene Centre Singapore 258748
.
Looking forward to welcome all of you and of course with safe distancing measures in place.
.
Takeaway is still available 🙂
.
À bientôt!
.
.
#frenchfood #instafood #restaurant #frenchcuisine #foodstagram #foodphotography #frenchrestaurant #foodlover #foodblogger #gastronomy #gourmet #fooddelivery #lapetitesingapore #frenchbistro #takeaway #menubento #bentoboxlunch #takeawayfood #islandwidedelivery #circuitbreakersg #foodsofinstagram #foodpicsdaily #delicious #foodgasm #foodie #yummy #instafoodgram #foodpornsg",,5,0
33,Pandetitas,2409543610984672741,2020-09-30 10:00:03,sgpandetitas,"Photo by Pandetitas on September 30, 2020. May be an image of food and text that says 'PANDETITAS Cordon Bleu ACCEPTING ORDERS! PANDETITAS'.","Feeling Bleu? We got you!

Pandetitas CORDON BLEU belongs to you.

If you order, your cordon bleu will come through.

#sgfoodstagram #instasg #stayhome #burpplesg #foodpornsg #yummy #hungrygowhere #singaporefoodie #foodiesg #dayseat #igfood #savefnbsg #foodpics #singaporeeats #sgmakandiary #sgrestaurant #singaporeinsiders #foodlover #sgbakes #homecooked #circuitbreaker #igsgfood #homecooking #circuitbreakersg #sgfoodhunt #delicious #sgcafehopping #cordonbleu #ubecheesepandesalsg #cordonbleusg",,7,0
34,Mrs Pho,2409536097861241117,2020-09-30 09:45:21,mrspho,"Photo by Mrs Pho on September 30, 2020. May be an image of drink and text that says 'International Coffee Day 1 for 1 Vietnamese Coffee MRS 嗨 PHO MRS I'.","[PROMO] 1 for 1 Vietnamese coffee at Mrs Pho on International Coffee Day (1 Oct)! Slow down and savour a hot drip ca phe or grab a quick iced to go with your kopi-kaki.⁠ ☕⁠
⁠
T&Cs:⁠
Valid only on 1 October 2020 for dine-in and takeaway.⁠
Follow Mrs Pho on Instagram and/or Facebook to enjoy this deal.⁠
The higher priced item will be charged.⁠
Not valid in conjunction with other promotions, discounts, vouchers.⁠
The management reserves the right to amend the terms and conditions without prior notice.",,34,1
35,Coach Nisa•LOSE WEIGHT ONLINE,2409519169583625396,2020-09-30 09:11:34,healthyjourney.nisa,,"EVERY YEAR i wish to slim down before the new year .. i fail 🤣
So this year, by all means, i will want to hit my ideal weight by 31 December 2020!

WHO'S WITH ME?! 🙋‍♀️😍 
LETS ACHIEVE OUR GOAL!

🎃 OCTOBER intake starts in 5 days! 🎃
🍭REGISTER NOW🍭
#NoMoreLater 

📱Slide in my DM / Whatsapp at 90277422
Link in bio! 

About programe:
✏100% Online Coaching
✏ Meal Plan + Recipes
✏ Eat 5 meals a day
✏ Online workout combo
✏ Knowledge on dieting
✏ Online group support

#jomkurus #singapore #diet #Sihat #supportlocal #wfh #ndp #halalfoodsg #weddingsg #sgbridal #FitnessSg #hantarankawin #warna942 #ndp2020 #telekungsg #pengantinsg #togetherstrongersg #activesg #workoutfromhome #sgunited #Suria #healthysingapore #workingmum #Diet #onlinediet #circuitbreakersg #mediacorpsuria #nakkurus #healthyjourneynisa",Eastpoint Mall,5,0
36,Samantha,2409503884643730036,2020-09-30 08:42:29,toffeenutnut,,"Happy World Heart Day! ❤️ I was tagged by @iamjiaen to join her in the #NWTap4HealthyHeart challenge! Every plank shoulder tap done = $1 to the @singaporeheartfoundation 🥰🥰🥰

I did 95 taps in one minute (amidst all the panting, laughing and sighing - I’m very expressive when in pain! 🙈) so that’s $95!

I’m tagging 3 other super strong friends - @pink_hearts94 @moonyuemoon @stephieteo to take on this challenge too! 😘",,58,8
37,49 SEATS,2409496616082849837,2020-09-30 08:26:41,49seats,Photo by 49 SEATS in 49 Seats. May be an image of food and text that says 'tom yum seafood pasta'.,"The best selling tom yum seafood pasta since 2012. Best of all? No GST and No Service Charge ! 
Credits to @emily.eatingthyme 
#49seats",49 Seats,47,2
38,小Aの日记,2409485163955185395,2020-09-30 08:03:56,a_cuppa_a,"Photo shared by 小Aの日记 on September 30, 2020 tagging @wupaochunsg. May be an image of food.","This mini loaf bread I bought from @wupaochunsg is divine. I am not a bread person per say but I just couldn’t resist the crusty, fresh, moist and soft texture. I can’t remember exactly the name of this bread as it was a grab and go situation. 
This winner has bits of cranberry, nuts, and a little knob of cheese in it. If you love bread, trust me you won’t go wrong with this one! 🍞😋
I’ve had it for breakfast and here I pair it with our local curry chix with potatoes. Yums!

.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
.
. 
.
#美食 #吃货 #小A好介绍 #面包 #小aの日记 #asianfood #asiancooking #comfortfood #instafood #asiancuisine #homecooked #foodphotography #breakfast #foodstagram #circuitbreaker #sg #circuitbreakersg #stayhome #cooking #instafoodie #yummy #foodonthetable #sgeats #sgfood #foodstyling #artisanbread #吴宝春 #notsponsored #curry",,54,1
39,KURUS | SIHAT | CANTIK,2409467284258001963,2020-09-30 07:28:29,dietwithhida_,,"Banyak LEMAK..?
.
Jommmm kita buat senaman ringkas di rumah.
.
Selain tu permakanan kita pun perlu dijaga. Jgn asal bedal jer. Kalori nak kene jaga baru lah boleh nampak perbezaan berat badan yg memuaskan.
.
Jom follow ig @hida_md_ali untuk tips2 tentang gaya sihat. 
.
Nak dapatkan ilmu untuk kurus secara sihat jommmm Ikut saya. 
.
INTAKE FOR OCTOBER DAH OPEN FOR REGISTRATION 🥳
-
Yok kita kurus sebelum akhir tahun. Seme secara online jer. 
-
jangan risau, ada masa lagi untuk turunkan berat. Kalau kita tak usaha sekarang bila lagi kan. ramai yang dah berjaya, Alhamdullilah juga dah banyak sesi program ni berjalan 🤩
-
DO IT NOW 💃🏻
-
🍒 @hida_md_ali +6592723395 
.
🌿Program dengan benefit 👇🏻👇🏻
.
🍒 meal plan + resipi best best
🍒 makan 5 - 6x sehari
🍒 workout combo
🍒 topik & ilmu amazing
🍒 group coaching session 
.
.
.
#hpbsg #sihatsg #makansihatbadansihat #circuitbreakersg #muslimahsg #activesg #makansg #fitnesssg #islamsg #kekalsihatsg #sukamakan #sihatluardalam #sihatdancantik #jomsihat #kurusdarirumah #muslimahcantik #kuruslangsing #weightloss #dietsihat #dietcepat #healthylifestyle #dudukrumahchallenge #igsg",,6,0
40,,2409424631197687159,2020-09-30 06:03:40,breadmony,Photo by @breadmony in Singapore with @breadtalksg. May be an image of dessert.,"Creme creme from @breadtalksg! They called it creme creme because it’s supposed to resemble creme brûlée dessert hahaha but I couldn’t tell!!! This is made with creamy milk custard, the crust outside is also not crispy as advertised. But overall it’s still worth a try! It’s tasty",Singapore,56,3
41,Singapore Scenery 2020,2409415676516125279,2020-09-30 05:45:52,sgscenery2020,"Photo shared by Singapore Scenery 2020 on September 29, 2020 tagging @extraacrispy. May be an image of sky and buildings.","Submission by: Juhardi (@extraacrispy)

#sgscenery2020 #singapore #sg #igsg #sgig #instasg #singaporeinsta #singaporelife #singaporecity #thisissingapore #whatissingapore #singaporescenery #singaporeviews #singaporeinsiders #singaporediaries #singaporetoday #sgscenery #sgviews #sglandscape #sglocallife #sgneighbourhood #singaporetimes #circuitbreaker #circuitbreakersg #stayathomesg #covid19diaries #singaporetogether #togetherstrongersg #travelfromhome #shapesofhome",,28,0
42,Albert,2409414001512472187,2020-09-30 05:42:33,albertlee.nf,Photo by Albert in Peninsula Plaza.,"MuscleTech Essential Series Platinum 100% Creatine back in stock on our Carousell account: nffitnesssg ! .

Our direct link : http://sg.carousell.com/p/285287808

For other sports and weight training supplements, please remember to continue visiting us !

#celltech #muscletech #sportsnutrition #bsnnutrition #nitrotech #creatine #hydrowhey  #bcaa #trainandrecover #musclebuilding #boxinggloves #prostak #gymrat #aminoenergy #musclepharmcombat #c4sport #cellucor #crunchbar #thermogenic #optimumnutrition #gymfit #blenderbottle #hydroxycut #fatburner #sgfitness #circuitbreakersg #beefaminos #muaythai #mouthguard #animalcuts",Peninsula Plaza,5,0
43,Ivy Yee,2409398812698082302,2020-09-30 05:12:22,ivyyee,"Photo by Ivy Yee on September 29, 2020. May be an image of food.","🐥今日食三文鱼牛油果沙拉🥗
#saladforlunch #healthyfood #healthyeats #nomnom #yummyinmytummy #yummylicious #homecookfoodisthebest #instacook#instafood #instafollow #followforfollow #followforfollowback #followme #jj#igers#igsg#singapore #random #webstagram #instagramhub#itswednesday #midoftheweek #happymidweek #saladforlunch #circuitbreakersg #day178 #avocadosalmonsalad#pomegranate",,9,0
44,Ambrose Huan,2409386396692408179,2020-09-30 04:47:42,ambrosehuan,"Photo by Ambrose Huan on September 29, 2020. May be an image of outerwear and text that says '/the social dilemma'.","Our Social Dilemma

”There are only two industries that call their customers ‘users’: illegal drugs and software.”

""It’s the gradual, slight, imperceptible change in our own behaviour and perception that is the product.”

#thesocialdilemma #nflx #circuitbreakersg",,10,0
45,La Petite Cuisine,2409362502658653977,2020-09-30 04:00:13,lapetite_cuisine.sg,"Photo by La Petite Cuisine on September 29, 2020. May be an image of food.","Yes, we are OPEN! Lunch (11:30am - 2:15pm) and dinner (5:30pm - 9:15pm) from Tuesday to Sunday.
.
Call 6314 3173 for reservation
.
Located at No. 10 Jalan Serene #01-02 Serene Centre Singapore 258748
.
Looking forward to welcome all of you and of course with safe distancing measures in place.
.
Takeaway is still available 🙂
.
À bientôt!
.
.
#frenchfood #instafood #restaurant #frenchcuisine #foodstagram #foodphotography #frenchrestaurant #foodlover #foodblogger #gastronomy #gourmet #fooddelivery #lapetitesingapore #frenchbistro #takeaway #menubento #bentoboxlunch #takeawayfood #islandwidedelivery #circuitbreakersg #foodsofinstagram #foodpicsdaily #delicious #foodgasm #foodie #yummy #instafoodgram #foodpornsg",,2,0
