,name,comment,processed_text,demojize_text
17,xiao_xing168,Shopping centres definitely more than 8 pax. Where''s the definition here. 🤣,"['shop', 'centr', 'definit', 'pax', 'definit']",Shopping centres definitely more than 8 pax. Where''s the definition here. :rolling_on_the_floor_laughing:
18,xiao_xing168,Shopping centres definitely more than 8 pax. Where''s the definition here. 🤣,"['shop', 'centr', 'definit', 'pax', 'definit']",Shopping centres definitely more than 8 pax. Where''s the definition here. :rolling_on_the_floor_laughing:
19,kenny078,I love it ❤️.,['love'],I love it :red_heart:.
20,ncyruth,"If the 8 visitor is from one household , do you still count them as 1 or 8 ?","['visitor', 'one', 'household', 'still', 'count']","If the 8 visitor is from one household , do you still count them as 1 or 8 ?"
21,jeryl_dinero,"How is this supposed to be ok with 8 people? Visiting should be banned to curb the virus spread just like how they did for hari raya, deepavali and christmas.","['suppos', 'ok', 'peopl', 'visit', 'ban', 'curb', 'viru', 'spread', 'like', 'hari', 'raya', 'deepavali', 'christma']","How is this supposed to be ok with 8 people? Visiting should be banned to curb the virus spread just like how they did for hari raya, deepavali and christmas."
22,jungyuna877,"make sure all my auntie uncle , what so ever all paylay my angpao money , canliao","['make', 'sure', 'aunti', 'uncl', 'ever', 'paylay', 'angpao', 'money', 'canliao']","make sure all my auntie uncle , what so ever all paylay my angpao money , canliao"
23,heartlotuscreation,Talking rubblish,"['talk', 'rubblish']",Talking rubblish
24,iclickmedia,👍,[],:thumbs_up:
25,iclickmedia,Let's do our part,"['let', 'part']",Let's do our part
26,chua.terence,Lucky number 8,"['lucki', 'number']",Lucky number 8
