user_id: 109555293685,username: gov.sg,,,,,,,,,,,
post_id,text,date,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,images,
1.01591E+16,"In a rare appearance away from live theatre during these unusual times, Adrian Pang is Nick in a new docu-drama series, RESET. In this 4-parter, Nick is struggling in his job hunt after being retrenched during the COVID-19 pandemic, while maintaining a smile in front of his wife. But behind his smile, thereâ€™s uncertainty and anxiety, just like what many Singaporeans faced in similar situations.

Watch all 4 episodes to find out how Nick struggled to reach out for help and step out of his comfort zone, and what he did in the end.",8/2/2021 18:27,,https://scontent.fsin5-1.fna.fbcdn.net/v/t42.1790-4/146070178_179696563598856_7565075812563912752_n.mp4?_nc_cat=106&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=bII-NngeGCkAX_02Qfr&_nc_ht=scontent.fsin5-1.fna&oh=f051f65343a2c59e139e012972b7a25a&oe=6026D8D8,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/141337786_815027952562052_2011468899489843351_n.jpg?_nc_cat=106&ccb=3&_nc_sid=ccf8b3&_nc_ohc=fwgQxrsZH7kAX8Sn3_5&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=57fd26432d01c7cc6b72dff8c3b601c6&oe=604DB3FD,8.15E+14,21,0,0,https://facebook.com/gov.sg/videos/815026979228816,[],10159145431453600
1.01591E+16,"Getting staff to be in the office when they could WFH puts us at risk of COVID-19 community spread. We shouldn't let up on workplace safe management measures.

As we approach CNY, remember that lohei and CNY meals are not allowed.

Let's stay vigilant to protect ourselves and re-open our economy safely.

For more: go.gov.sg/safe-workplace-fb",8/2/2021 16:30,,https://video.fsin5-1.fna.fbcdn.net/v/t42.1790-2/146353081_881966169228227_7610653293174654443_n.mp4?_nc_cat=110&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=CuMMxdQkGuYAX90AvpM&_nc_ht=video.fsin5-1.fna&oh=3664d09c26543ad57746b1be65f51584&oe=6026D2F0,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/139973074_515757146071800_3723355938585900598_n.jpg?_nc_cat=100&ccb=3&_nc_sid=ccf8b3&_nc_ohc=Q9Q-Egwr3d0AX8GRHqU&_nc_ht=scontent.fsin5-1.fna&tp=3&oh=ca05e5307b4960f59e8b5430aa005d34&oe=604E16C6,5.16E+14,45,3,0,https://facebook.com/gov.sg/videos/515754746072040,[],10159145310173600
1.01591E+16,"[COVID-19: 8 Feb, 12pm update]

As of 12pm, MOH has preliminarily confirmed 2 new cases of locally transmitted COVID-19 infection.

Based on investigations so far, both cases are in the community, and there are no new cases in the dormitories.

There are 20 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. In total, there are 22 new cases of COVID-19 infection in Singapore today.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",8/2/2021 15:52,,,,,67,1,9,https://facebook.com/gov.sg/posts/10159145447648686,[],10159145447648600
1.01591E+16,"His retrenchment gave Clement an opportunity to rethink his career choices beyond the oil and gas industry.

He realised that the nursing profession was his calling and applied for a Diploma in Nursing through Workforce Singapore - WSG.

Read his story here: https://www.go.gov.sg/article-hc-fb

GOV.SG
Joining the healthcare sector: Where age is not a limiting factor",8/2/2021 13:28,,,,,8,0,0,https://facebook.com/gov.sg/posts/10159145290798686,[],10159145290798600
1.01591E+16,"The public consultation on the environmental baseline study for the Ulu Pandan site has been extended till 1 March.

Find out more below about what goes on behind the planning of Singapore's land use.

Ministry of National Development
4 February at 12:04 Â·

In planning for Singaporeâ€™s land use, we take a long-term approach, with stewardship and sustainability as core, long-held principles. This is to optimise our limited land, and meet the current and future needs of Singaporeans. Here are some of our strategies in maximising land and protecting and enhancing green spaces!

Read more: https://go.gov.sg/developmentplans

ðŸ”” Get more updates from us via the MND Telegram Channel too! (t.me/MNDSingapore)",8/2/2021 11:14,https://scontent.fsin5-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/145755484_4287983114563045_7023467898468163191_o.jpg?_nc_cat=101&ccb=3&_nc_sid=110474&_nc_ohc=LyawiU7iDmgAX9z33fr&_nc_ht=scontent.fsin5-1.fna&tp=14&oh=c0cf1530293f5fb570dee850ac7e1d95&oe=604D3361,,,,23,0,3,https://facebook.com/gov.sg/posts/10159145059283686,['https://scontent.fsin5-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/145755484_4287983114563045_7023467898468163191_o.jpg?_nc_cat=101&ccb=3&_nc_sid=110474&_nc_ohc=LyawiU7iDmgAX9z33fr&_nc_ht=scontent.fsin5-1.fna&tp=14&oh=c0cf1530293f5fb570dee850ac7e1d95&oe=604D3361'],10159145059283600
1.01591E+16,"[COVID-19: 7 Feb, 12pm update]

As of 12pm, MOH has preliminarily confirmed 1 new case of locally transmitted COVID-19 infection.

Based on investigations so far, the case is in the community, and there are no new cases in the dormitories.

There are 23 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. In total, there are 24 new cases of COVID-19 infection in Singapore today.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",7/2/2021 15:40,,,,,74,1,7,https://facebook.com/gov.sg/posts/10159142752978686,[],10159142752978600
1.01591E+16,"[COVID-19: 6 Feb, 12pm update]

As of 12pm, MOH has preliminarily confirmed no new cases of locally transmitted COVID-19 infection.

There are 26 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",6/2/2021 16:02,,,,,102,4,5,https://facebook.com/gov.sg/posts/10159139729543686,[],10159139729543600
1.01591E+16,"Mask â˜‘ï¸, Hand sanitiser â˜‘ï¸, TraceTogether Token â˜‘ï¸

You wouldnâ€™t leave home without these daily essentials. Donâ€™t miss out on *essential* updates on COVID-19 and vaccine information from the Gov.sg WhatsApp and Telegram!

ðŸ“² Sign up here: go.gov.sg/whatsapp | go.gov.sg/govsg-telegram",6/2/2021 12:09,,https://video.fsin5-1.fna.fbcdn.net/v/t42.1790-2/145444163_116690753632522_6544486804346781639_n.mp4?_nc_cat=103&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=Y3UFyqsWUIoAX-0SMoP&_nc_ht=video.fsin5-1.fna&oh=e5cd1cf5be01d072e3a79809eee3efa4&oe=6026CDED,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/137636850_1885937778221205_1143748696150772008_n.jpg?_nc_cat=111&ccb=3&_nc_sid=ccf8b3&_nc_ohc=k8lZIKM2j6oAX8qPvMC&_nc_ht=scontent.fsin5-1.fna&tp=3&oh=7b45bf08d77c3f87f1c4c263eb77992b&oe=604CF06B,1.89E+15,21,0,0,https://facebook.com/gov.sg/videos/1885936484888001,[],10159139389043600
1.01591E+16,"Keep safe this #CNY2021ðŸŠ

â¤ï¸ Stay home if you can. If heading out, avoid crowded areas and peak hours.

Let's all be socially responsible and follow safe management measures.

For more info: go.gov.sg/mse-cny-fb",6/2/2021 9:55,,https://video.fsin5-1.fna.fbcdn.net/v/t42.1790-2/147018761_166731931879260_4241133352034116870_n.mp4?_nc_cat=102&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=n8EgwWuE-eYAX9GfxCf&_nc_ht=video.fsin5-1.fna&oh=caee750d18e7f13bffde7ed231a27740&oe=6026D497,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/p320x320/141694368_398356551266044_2172283854884911012_n.jpg?_nc_cat=109&ccb=3&_nc_sid=ccf8b3&_nc_ohc=YG8Gm54hyb0AX8W78aE&_nc_ht=scontent.fsin5-1.fna&tp=3&oh=7e2491db05bfca0a27fcad828560632c&oe=604C462E,3.98E+14,64,1,0,https://facebook.com/gov.sg/videos/398355911266108,[],10159139159093600
1.01591E+16,"[COVID-19: 22 Jan, 12pm update]

As of 12pm, MOH has preliminarily confirmed 2 new cases of locally transmitted COVID-19 infection.

Based on investigations so far, 1 is in the community, and 1 resides in a dormitory.

There are 23 imported cases, who had already been placed on Stay-Home Notice upon arrival in Singapore. In total, there are 25 new cases of COVID-19 infection in Singapore today.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",5/2/2021 16:03,,,,,88,2,6,https://facebook.com/gov.sg/posts/10159137053053686,[],10159137053053600
1.01591E+16,"In this final episode, take a nostalgic stroll down memory lane as the artistes talk about their favourite childhood toys and games! Also, get up close and personal with special guest Mimi Chu as she shares inspiring stories from her amazing career over the decades.

This may be the end of the series but you can catch-up on all the episodes at https://go.gov.sg/happygreatworld ! Can't get enough of Happy Great World and looking forward to another season? Leave a comment below and tell us what you think!

äº”çŸ³å­ï¼Œè¸¢æ¯½å­ï¼Œé£žæœºæ£‹... å°æ—¶å€™çš„ç«¥å¹´çŽ©æ„æ‚¨è¿˜è®°å¾—å—ï¼Ÿæ˜¯å¦åˆçŸ¥é“å®å®ç³–æ˜¯æ€Žä¹ˆå¾—åˆ°è¿™ä¸ªç§°å·å‘¢ï¼Ÿå’Œè‰ºäººæœ‹å‹ä»¬ä¸€èµ·æ€€å¿µå½“å¹´æ— å¿§æ— è™‘çš„ç¾Žå¥½æ—¶å…‰ï¼å¦å¤–ï¼Œç‰¹åˆ«å˜‰å®¾æœ±å’ªå’ªä¹Ÿå°†åˆ†äº«å…¥è¡Œçš„ç»åŽ†ã€‚å¥¹åˆä¼šå¸¦æ¥ä»€ä¹ˆç²¾é€‰å¥½æ­ŒçŒ®ç»™å¤§å®¶å‘¢ï¼Ÿ

åƒä¸‡åˆ«é”™è¿‡æœ€åŽä¸€é›†çš„ã€Šæ¬¢å–œå¤§ä¸–ç•Œã€‹å“¦ï¼æ‚¨ä¹Ÿå¯ä»¥åœ¨ https://go.gov.sg/happygreatworld æ”¶çœ‹è¿™ç³»åˆ— âœŒðŸ» æƒ³è§‚çœ‹æ›´å¤šç±»ä¼¼çš„èŠ‚ç›®å—ï¼Ÿä½ å¯¹èŠ‚ç›®åˆæœ‰ä»€ä¹ˆçœ‹æ³•ï¼Ÿå¿«å’Œæˆ‘ä»¬åˆ†äº«ä½ çš„æ„è§å§ï¼",5/2/2021 10:00,,https://scontent.fsin5-1.fna.fbcdn.net/v/t42.1790-4/10000000_252615806235759_2216988428824167885_n.mp4?_nc_cat=103&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=MYyHc2qSWZ8AX96s470&_nc_ht=scontent.fsin5-1.fna&oh=c1afbe9b5b342e625d86fe5a0e65aac0&oe=6026D066,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/131871048_172261030998075_5751198764195586159_n.jpg?_nc_cat=102&ccb=3&_nc_sid=ccf8b3&_nc_ohc=Suu63l_EClkAX9R82sE&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=5cf20b0022d669e20512347c5ea20c79&oe=604BE45E,1.72E+14,76,1,0,https://facebook.com/gov.sg/videos/172254010998777,[],10159130166023600
1.01591E+16,"Have a story to share about what you accomplished during Circuit Breaker? Read how Mahendran Sathiyadevi used the extra time at home to find tips online to improve her garderning skills! ðŸ¤²ðŸ¡

ðŸ–‹ Read more stories like this at storiesofus.gov.sg

#storiesofusSG #OurSG #SingaporeTogether #EmergingStronger

STORIESOFUS.GOV.SG
Whatâ€™s your story?

Our SG
20 January at 19:33 Â·

â€œIâ€™m 82 years old. Am I still able to learn how to use tech? Absolutely!â€

Having to stay home during the Circuit Breaker period did not mean staying idle.

For grandma Mahendran Sathiyadevi, staying home presented her with more opportunities to pick up new skills. She continued exploring her passion in gardening, learning to use technology to grow various vegetables at home, such as ladyâ€™s fingers, chillies, brinjals, and lime.

Mdm Mahendran is a lifelong learner, and her fearless attitude â€“ even amid the pandemic â€“ made her family proud (and well-fed as well!).

Read more stories like this or share your own at storiesofus.gov.sg

#storiesofusSG #OurSG #SingaporeTogether #EmergingStronger",4/2/2021 18:25,,,,,18,1,0,https://facebook.com/gov.sg/posts/10159134215718686,[],10159134215718600
,"Our SG
20 January at 19:33 Â·

â€œIâ€™m 82 years old. Am I still able to learn how to use tech? Absolutely!â€

Having to stay home during the Circuit Breaker period did not mean staying idle.

For grandma Mahendran Sathiyadevi, staying home presented her with more opportunities to pick up new skills. She continued exploring her passion in gardening, learning to use technology to grow various vegetables at home, such as ladyâ€™s fingers, chillies, brinjals, and lime.

Mdm Mahendran is a lifelong learner, and her fearless attitude â€“ even amid the pandemic â€“ made her family proud (and well-fed as well!).

Read more stories like this or share your own at storiesofus.gov.sg

#storiesofusSG #OurSG #SingaporeTogether #EmergingStronger",20/1/2021 19:33,,,,,0,0,0,https://facebook.com/story.php?story_fbid=1813657435456485&id=176560205832891,[],
1.01591E+16,"[COVID-19: 4 Feb, 12pm update]

As of 12pm, MOH has preliminarily confirmed no new cases of locally transmitted COVID-19 infection.

There are 22 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",4/2/2021 15:46,,,,,108,0,5,https://facebook.com/gov.sg/posts/10159133841408686,[],10159133841408600
1.01591E+16,"The COVID-19 vaccine is especially important for seniors, because COVID-19 can be a very serious and dangerous illness for an older person.

By getting vaccinated, you will protect yourself, your families and your friends.",4/2/2021 11:34,,https://video.fsin5-1.fna.fbcdn.net/v/t42.1790-2/146011644_451120149259127_543200162971145394_n.mp4?_nc_cat=103&ccb=3&_nc_sid=985c63&efg=eyJ2ZW5jb2RlX3RhZyI6ImxlZ2FjeV9zZCJ9&_nc_ohc=A5n-6N8zzUIAX-gZ6-B&_nc_ht=video.fsin5-1.fna&oh=4ce71286370b938ee70a88ddf6525b63&oe=6026D3EF,https://scontent.fsin5-1.fna.fbcdn.net/v/t15.5256-10/cp0/e15/q65/s320x320/142105747_938442963359164_677203855336342419_n.jpg?_nc_cat=102&ccb=3&_nc_sid=ccf8b3&_nc_ohc=Lg6OIenSvDQAX-2jzy2&_nc_ht=scontent.fsin5-1.fna&tp=9&oh=d247b7288e87e99d2bcce961c422f34e&oe=604C4C81,9.38E+14,494,26,0,https://facebook.com/gov.sg/videos/938440310026096,[],10159133446288600
1.01591E+16,"The Moderna COVID-19 vaccine has been authorised for use in Singapore.

âœ… Suitable for individuals aged 18 years and above
âœ… Two doses required, administered 28 days apart
âœ… High vaccine efficacy of 94%

Read more: go.gov.sg/moderna0302-fb

GOV.SG
Moderna COVID-19 vaccine authorised for use in Singapore",3/2/2021 21:59,,,,,62,0,6,https://facebook.com/gov.sg/posts/10159131275863686,[],10159131275863600
1.01591E+16,"[COVID-19: 3 Feb, 12pm update]

As of 12pm, MOH has preliminarily confirmed 1 new case of locally transmitted COVID-19 infection.

Based on investigations so far, the case is in the community, and there are no new cases in the dormitories.

There are 17 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore. In total, there are 18 new cases of COVID-19 infection in Singapore today.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",3/2/2021 16:49,,,,,87,2,8,https://facebook.com/gov.sg/posts/10159130674573686,[],10159130674573600
1.01591E+16,"[COVID-19: 2 Feb, 12pm update]

As of 12pm, MOH has preliminarily confirmed no new cases of locally transmitted COVID-19 infection.

There are 19 imported cases, who had already been placed on Stay-Home Notice or isolated upon arrival in Singapore.

MOH will share further updates in its press release that will be issued later tonight.

MOH.GOV.SG
MOH | News Highlights",2/2/2021 15:57,,,,,102,2,3,https://facebook.com/gov.sg/posts/10159127018383686,[],10159127018383600
