,name,comment,processed_text,demojize_text
5,limcheng1819,"At the public toilets, I notice that fewer people now wash their hands with soap, they just sprinkle with water after toilet use, and these include food handlers. It’s like the situation on the roads. People don’t care till they notice a traffic police. It’s not our culture to abide by rules.","['public', 'toilet', 'notic', 'fewer', 'peopl', 'wash', 'hand', 'soap', 'sprinkl', 'water', 'toilet', 'use', 'includ', 'food', 'handler', 'like', 'situat', 'road', 'peopl', 'care', 'till', 'notic', 'traffic', 'polic', 'cultur', 'abid', 'rule']","At the public toilets, I notice that fewer people now wash their hands with soap, they just sprinkle with water after toilet use, and these include food handlers. It’s like the situation on the roads. People don’t care till they notice a traffic police. It’s not our culture to abide by rules."
6,limcheng1819,"Sorry I don’t mean to post repeatedly. The system kept asking me to tab, saying the posting failed to upload.","['sorri', 'mean', 'post', 'repeatedli', 'system', 'kept', 'ask', 'tab', 'say', 'post', 'fail', 'upload']","Sorry I don’t mean to post repeatedly. The system kept asking me to tab, saying the posting failed to upload."
7,imflormh,how do we know it's our turn to go get vaccinated??,"['know', 'turn', 'go', 'get', 'vaccin']",how do we know it's our turn to go get vaccinated??
8,ermmmmmhi,Can children get vaccinated? Just asking XD,"['children', 'get', 'vaccin', 'ask', 'xd']",Can children get vaccinated? Just asking XD
9,lieke.maria,"Thank You, Sir 😍💪👍🙏","['thank', 'sir']","Thank You, Sir :smiling_face_with_heart-eyes::flexed_biceps::thumbs_up::folded_hands:"
10,lily_limll,❤️❤️👍🏻,[],:red_heart::red_heart::thumbs_up_light_skin_tone:
11,uluhia,"Thanks you,sir 👍👍","['thank', 'sir']","Thanks you,sir :thumbs_up::thumbs_up:"
12,albertpua,👏,[],:clapping_hands:
13,jiro1197,🙌👏👏👏,[],:raising_hands::clapping_hands::clapping_hands::clapping_hands:
14,ssiva_universe,🌳🌹🌺✍✍🏡🏠🏠🌅🚘🛫💙💘🎂🍨🍨🥂🍻☕📿💍💄👏❤️🌳🌹🌺✍✍🏡🏠🌅🚘🛫💙💘🎂🍨🥂🍻☕💄❤️🌳🌹🌺✍🏡🏡🏠🌅🚘🛫💙💘🎂🍨🥂🥂🍻☕❤️💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💙,[],:deciduous_tree::rose::hibiscus::writing_hand::writing_hand::house_with_garden::house::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::ice_cream::clinking_glasses::clinking_beer_mugs::hot_beverage::prayer_beads::ring::lipstick::clapping_hands::red_heart::deciduous_tree::rose::hibiscus::writing_hand::writing_hand::house_with_garden::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::clinking_glasses::clinking_beer_mugs::hot_beverage::lipstick::red_heart::deciduous_tree::rose::hibiscus::writing_hand::house_with_garden::house_with_garden::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::clinking_glasses::clinking_glasses::clinking_beer_mugs::hot_beverage::red_heart::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::blue_heart:
15,eternalssiva,🌳🌹🌹🌺✍🏡🏠🌅🚘🛫💙💘🎂🍨🥂🍻☕☕📿💍💄💟👄💑🎂🎇💖💙💘🌳🌹🌺✍🏡🏠🌅🚘🛫💙💘🎂🍨🥂🍻☕💄💟👄💑🎂💖💙💘🌳🌹🌺✍🏠🌅🚘🛫💙💘🎂🍨🥂🍻☕💄💑🎂🎇💖💙💘💖💙💘💖💙💖💙💘💖💙💘💖💙💘💖💙💘💖💙💘💖💙💘,[],:deciduous_tree::rose::rose::hibiscus::writing_hand::house_with_garden::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::clinking_glasses::clinking_beer_mugs::hot_beverage::hot_beverage::prayer_beads::ring::lipstick::heart_decoration::mouth::couple_with_heart::birthday_cake::sparkler::sparkling_heart::blue_heart::heart_with_arrow::deciduous_tree::rose::hibiscus::writing_hand::house_with_garden::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::clinking_glasses::clinking_beer_mugs::hot_beverage::lipstick::heart_decoration::mouth::couple_with_heart::birthday_cake::sparkling_heart::blue_heart::heart_with_arrow::deciduous_tree::rose::hibiscus::writing_hand::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::clinking_glasses::clinking_beer_mugs::hot_beverage::lipstick::couple_with_heart::birthday_cake::sparkler::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow::sparkling_heart::blue_heart::heart_with_arrow:
16,rafi_b_ms,I know how much you love us,"['know', 'much', 'love', 'us']",I know how much you love us
17,_chris0809,Thank you🙏,['thank'],Thank you:folded_hands:
18,vijibizi,How will i know when to go for vaccination?,"['know', 'go', 'vaccin']",How will i know when to go for vaccination?
19,seetha.lakshmi.1023611,🌺🌺🙏,[],:hibiscus::hibiscus::folded_hands:
20,x._.suck_in_editin._.x,What about kids below 20,['kid'],What about kids below 20
21,catherinechuagek,Honour parents and elders and we will see long lives ! Wonderful to take care of the vulnerable in our community 👏😍😍❤️,"['honour', 'parent', 'elder', 'see', 'long', 'live', 'wonder', 'take', 'care', 'vulner', 'commun']",Honour parents and elders and we will see long lives ! Wonderful to take care of the vulnerable in our community :clapping_hands::smiling_face_with_heart-eyes::smiling_face_with_heart-eyes::red_heart:
22,youchoong,Thank you for caring of Singaporeans SG 👏👏👏👏👏👏🏻👏🏻👏👏👏👏👏********,"['thank', 'care', 'singaporean', 'sg']",Thank you for caring of Singaporeans SG :clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands_light_skin_tone::clapping_hands_light_skin_tone::clapping_hands::clapping_hands::clapping_hands::clapping_hands::clapping_hands:********
23,cherrytan7886,Why never protect yr wife by vaccination??,"['never', 'protect', 'yr', 'wife', 'vaccin']",Why never protect yr wife by vaccination??
24,x._.cheeku._.x,Best PM❤️🇸🇬,"['best', 'pm']",Best PM:red_heart::Singapore:
25,disastrous_monk,感恩 感谢 感激,[],感恩 感谢 感激
26,teikpenglim.1974,❤️❤️❤️❤️❤️,[],:red_heart::red_heart::red_heart::red_heart::red_heart:
27,m_wedding_creation,😍🙏😍,[],:smiling_face_with_heart-eyes::folded_hands::smiling_face_with_heart-eyes:
28,dhunt6458,way to go! we have been taking all the safe measures to prevent a recurrence of Covid-19. BUT i wonder why we have allowed MPs and Community leaders going from house to house with CNY wishes and gifts. nice gesture wrong move.,"['way', 'go', 'take', 'safe', 'measur', 'prevent', 'recurr', 'wonder', 'allow', 'mp', 'commun', 'leader', 'go', 'hous', 'hous', 'cni', 'wish', 'gift', 'nice', 'gestur', 'wrong', 'move']",way to go! we have been taking all the safe measures to prevent a recurrence of Covid-19. BUT i wonder why we have allowed MPs and Community leaders going from house to house with CNY wishes and gifts. nice gesture wrong move.
29,dhunt6458,way to go! we have been taking all the safe measures to prevent a recurrence of Covid-19. BUT i wonder why we have allowed MPs and Community leaders going from house to house with CNY wishes and gifts. nice gesture wrong move.,"['way', 'go', 'take', 'safe', 'measur', 'prevent', 'recurr', 'wonder', 'allow', 'mp', 'commun', 'leader', 'go', 'hous', 'hous', 'cni', 'wish', 'gift', 'nice', 'gestur', 'wrong', 'move']",way to go! we have been taking all the safe measures to prevent a recurrence of Covid-19. BUT i wonder why we have allowed MPs and Community leaders going from house to house with CNY wishes and gifts. nice gesture wrong move.
30,dhunt6458,way to go! we are continuing safe measures to prevent a recurrence. i am surprised why MPs and community leaders have been visiting HDB house to house with CNY wishes and gifts. yes they were wearing masks but not all the residents were. it just takes one .... just my worry,"['way', 'go', 'continu', 'safe', 'measur', 'prevent', 'recurr', 'surpris', 'mp', 'commun', 'leader', 'visit', 'hdb', 'hous', 'hous', 'cni', 'wish', 'gift', 'ye', 'wear', 'mask', 'resid', 'take', 'one', 'worri']",way to go! we are continuing safe measures to prevent a recurrence. i am surprised why MPs and community leaders have been visiting HDB house to house with CNY wishes and gifts. yes they were wearing masks but not all the residents were. it just takes one .... just my worry
31,sand_artist_lawrence_koh,Stay strong Singapore,"['stay', 'strong', 'singapor']",Stay strong Singapore
32,sasanali44,اقا فرمودن نه..واکسن نوووچ...نشنیدین؟؟؟یبار میگن دیگه خصوصا اقااااا,[],اقا فرمودن نه..واکسن نوووچ...نشنیدین؟؟؟یبار میگن دیگه خصوصا اقااااا
33,sasanali44,اقا فرمودن نه..واکسن نوووچ...نشنیدین؟؟؟یبار میگن دیگه خصوصا اقااااا,[],اقا فرمودن نه..واکسن نوووچ...نشنیدین؟؟؟یبار میگن دیگه خصوصا اقااااا
34,schulte1974,Thank you Singapore!,"['thank', 'singapor']",Thank you Singapore!
35,silaschia,Yishun should get vaccinated first @bigbadguy84 @jennhjj,"['yishun', 'get', 'vaccin', 'first']",Yishun should get vaccinated first @bigbadguy84 @jennhjj
36,kelsey_karadoc,"Any side effects? Those with side effects... reported in news? Also. Will we get the know if it’s Pfizer, Modena or China vaccines injected into our bodies? Is there a choice for us?","['side', 'effect', 'side', 'effect', 'report', 'news', 'also', 'get', 'know', 'pfizer', 'modena', 'china', 'vaccin', 'inject', 'bodi', 'choic', 'us']","Any side effects? Those with side effects... reported in news? Also. Will we get the know if it’s Pfizer, Modena or China vaccines injected into our bodies? Is there a choice for us?"
37,raymondtandfs,I am a medical problems patient. I cannot take vaccinated lah.,"['medic', 'problem', 'patient', 'take', 'vaccin', 'lah']",I am a medical problems patient. I cannot take vaccinated lah.
38,babearies,and when is our turn,['turn'],and when is our turn
39,chongsun1234,i will wait,['wait'],i will wait
40,marcusmarsden,👏🏻,[],:clapping_hands_light_skin_tone:
41,varunsingla01,👏,[],:clapping_hands:
42,rostinir,Thanks Singapore 🙏,"['thank', 'singapor']",Thanks Singapore :folded_hands:
43,martinng5885,"Be careful of the new variant of COVID that is super infectious. If this goes into community, it will derail our vaccination program. The unknown deadly South Africa variant may pose serious risk","['care', 'new', 'variant', 'covid', 'super', 'infecti', 'goe', 'commun', 'derail', 'vaccin', 'program', 'unknown', 'deadli', 'south', 'africa', 'variant', 'may', 'pose', 'seriou', 'risk']","Be careful of the new variant of COVID that is super infectious. If this goes into community, it will derail our vaccination program. The unknown deadly South Africa variant may pose serious risk"
44,hiitspreeti,Any plans for vaccinating students going to other countries for university studies?,"['plan', 'vaccin', 'student', 'go', 'countri', 'univers', 'studi']",Any plans for vaccinating students going to other countries for university studies?
45,kenneth_lee_mattson,How about PRs stuck abroad?,"['pr', 'stuck', 'abroad']",How about PRs stuck abroad?
46,idevicejp,Can citizen who needs to do essential travel very soon for a Long period of time (more than a year eg studies) get priority for vaccination first. May not able to wait til the normal turn. Would the gov consider that.,"['citizen', 'need', 'essenti', 'travel', 'soon', 'long', 'period', 'time', 'year', 'eg', 'studi', 'get', 'prioriti', 'vaccin', 'first', 'may', 'abl', 'wait', 'til', 'normal', 'turn', 'would', 'gov', 'consid']",Can citizen who needs to do essential travel very soon for a Long period of time (more than a year eg studies) get priority for vaccination first. May not able to wait til the normal turn. Would the gov consider that.
0,mariacavichiolli,Luck of Singaporeans and other residents who will soon be vaccinated. Here in Brazil there is no defined plan and the population does not know when it will be vaccinated.,"['luck', 'singaporean', 'resid', 'soon', 'vaccin', 'brazil', 'defin', 'plan', 'popul', 'know', 'vaccin']",Luck of Singaporeans and other residents who will soon be vaccinated. Here in Brazil there is no defined plan and the population does not know when it will be vaccinated.
1,ajako_83,Side effects such as...?,"['side', 'effect']",Side effects such as...?
2,pakimixsgmsia786,Do check ur dm mssg,"['check', 'ur', 'dm', 'mssg']",Do check ur dm mssg
3,melwu5057,Does the covid19 vaccination included new born baby due to the side effects of the vaccine cause you have to also protect the new born babies,"['vaccin', 'includ', 'new', 'born', 'babi', 'due', 'side', 'effect', 'vaccin', 'caus', 'also', 'protect', 'new', 'born', 'babi']",Does the covid19 vaccination included new born baby due to the side effects of the vaccine cause you have to also protect the new born babies
4,momo8699,👍,[],:thumbs_up:
5,hansen_khornelius,Does student pass holder considered as long term resident?,"['student', 'pass', 'holder', 'consid', 'long', 'term', 'resid']",Does student pass holder considered as long term resident?
6,marie_pidsley,There could still be side effects...?,"['could', 'still', 'side', 'effect']",There could still be side effects...?
7,beebee4265,🤲🤲,[],:palms_up_together::palms_up_together:
8,capt.peehype,The side effects being??,"['side', 'effect']",The side effects being??
9,whimsigalme,It’s new so they won’t probably know the side effects I guess.,"['new', 'probabl', 'know', 'side', 'effect', 'guess']",It’s new so they won’t probably know the side effects I guess.
10,ssiva.2021,👍💑❤👄💋💙💖💞💝😘💟🍷💄🎂💍🍺🍻👍💑❤👄💋💙💖💞💝😘💟💄🎂🍺🍻👍💑❤👄💋💙💘💞😘💟🍷💄🎂🍺🍻💙💘💖💘💙💘💙💘💙💘💙💘💙💘💙💘💙👄💙💙,[],:thumbs_up::couple_with_heart::red_heart::mouth::kiss_mark::blue_heart::sparkling_heart::revolving_hearts::heart_with_ribbon::face_blowing_a_kiss::heart_decoration::wine_glass::lipstick::birthday_cake::ring::beer_mug::clinking_beer_mugs::thumbs_up::couple_with_heart::red_heart::mouth::kiss_mark::blue_heart::sparkling_heart::revolving_hearts::heart_with_ribbon::face_blowing_a_kiss::heart_decoration::lipstick::birthday_cake::beer_mug::clinking_beer_mugs::thumbs_up::couple_with_heart::red_heart::mouth::kiss_mark::blue_heart::heart_with_arrow::revolving_hearts::face_blowing_a_kiss::heart_decoration::wine_glass::lipstick::birthday_cake::beer_mug::clinking_beer_mugs::blue_heart::heart_with_arrow::sparkling_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::mouth::blue_heart::blue_heart:
11,sarahlim1386,It's new so they won't probably know the side effects. Plus again it isn't 100% guarantee that it can total prevent you from getting covid-19.Although at least it does some protection Plus I heard other countries news ppl getting vaccine some gotten the side effects of the vaccine include face distortion. & Vaccine usually takes alot more years to do research & trials about 10 year to prove that it is safe. U can't say for sure the side effects could cause health problems if it changes DNA sequence or effect cells in the body.,"['new', 'wo', 'probabl', 'know', 'side', 'effect', 'plu', 'guarante', 'total', 'prevent', 'get', 'least', 'protect', 'plu', 'heard', 'countri', 'news', 'ppl', 'get', 'vaccin', 'gotten', 'side', 'effect', 'vaccin', 'includ', 'face', 'distort', 'vaccin', 'usual', 'take', 'alot', 'year', 'research', 'trial', 'year', 'prove', 'safe', 'u', 'ca', 'say', 'sure', 'side', 'effect', 'could', 'caus', 'health', 'problem', 'chang', 'dna', 'sequenc', 'effect', 'cell', 'bodi']",It's new so they won't probably know the side effects. Plus again it isn't 100% guarantee that it can total prevent you from getting covid-19.Although at least it does some protection Plus I heard other countries news ppl getting vaccine some gotten the side effects of the vaccine include face distortion. & Vaccine usually takes alot more years to do research & trials about 10 year to prove that it is safe. U can't say for sure the side effects could cause health problems if it changes DNA sequence or effect cells in the body.
12,kriiiiizzy,@findinglimu,[],@findinglimu
13,ibr_remote,"👍👏👏👏SUPER JOB, SINGAPORE GOVERNMENT. ⭐⭐⭐","['super', 'job', 'singapor', 'govern']",":thumbs_up::clapping_hands::clapping_hands::clapping_hands:SUPER JOB, SINGAPORE GOVERNMENT. :star::star::star:"
14,lele_vs,@bryantfoguel,[],@bryantfoguel
15,auliaichsn,@jokowi @aniesbaswedan FYI aja Pak he he:),"['fyi', 'aja', 'pak']",@jokowi @aniesbaswedan FYI aja Pak he he:)
16,borsasingapura,@perfectsunday,[],@perfectsunday
17,siewlooijee,Waiting with fear,"['wait', 'fear']",Waiting with fear
18,liliesutjiari,👏,[],:clapping_hands:
19,clarence_seow,Is it save to vaccinate? I am not too sure.,"['save', 'vaccin', 'sure']",Is it save to vaccinate? I am not too sure.
20,kelsey_karadoc,Remember Thali-domine,['rememb'],Remember Thali-domine
21,twinflower.butterfly,How about EP and DP?,"['ep', 'dp']",How about EP and DP?
22,jaguar_warriors,Does student pass consider as long term pass,"['student', 'pass', 'consid', 'long', 'term', 'pass']",Does student pass consider as long term pass
0,imflormh,how do we know it's our turn to go get vaccinated??,"['know', 'turn', 'go', 'get', 'vaccin']",how do we know it's our turn to go get vaccinated??
1,ermmmmmhi,Can children get vaccinated? Just asking XD,"['children', 'get', 'vaccin', 'ask', 'xd']",Can children get vaccinated? Just asking XD
2,lieke.maria,"Thank You, Sir 😍💪👍🙏","['thank', 'sir']","Thank You, Sir :smiling_face_with_heart-eyes::flexed_biceps::thumbs_up::folded_hands:"
3,lily_limll,❤️❤️👍🏻,[],:red_heart::red_heart::thumbs_up_light_skin_tone:
4,uluhia,"Thanks you,sir 👍👍","['thank', 'sir']","Thanks you,sir :thumbs_up::thumbs_up:"
5,albertpua,👏,[],:clapping_hands:
6,jiro1197,🙌👏👏👏,[],:raising_hands::clapping_hands::clapping_hands::clapping_hands:
7,ssiva_universe,🌳🌹🌺✍✍🏡🏠🏠🌅🚘🛫💙💘🎂🍨🍨🥂🍻☕📿💍💄👏❤️🌳🌹🌺✍✍🏡🏠🌅🚘🛫💙💘🎂🍨🥂🍻☕💄❤️🌳🌹🌺✍🏡🏡🏠🌅🚘🛫💙💘🎂🍨🥂🥂🍻☕❤️💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💘💙💙,[],:deciduous_tree::rose::hibiscus::writing_hand::writing_hand::house_with_garden::house::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::ice_cream::clinking_glasses::clinking_beer_mugs::hot_beverage::prayer_beads::ring::lipstick::clapping_hands::red_heart::deciduous_tree::rose::hibiscus::writing_hand::writing_hand::house_with_garden::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::clinking_glasses::clinking_beer_mugs::hot_beverage::lipstick::red_heart::deciduous_tree::rose::hibiscus::writing_hand::house_with_garden::house_with_garden::house::sunrise::oncoming_automobile::airplane_departure::blue_heart::heart_with_arrow::birthday_cake::ice_cream::clinking_glasses::clinking_glasses::clinking_beer_mugs::hot_beverage::red_heart::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::heart_with_arrow::blue_heart::blue_heart:
