,Post Description,Post Datetime,Comments,Comment Datetime,num_words
42,"Held a virtual summit with New Zealand PM @jacindaardern today. Since our last call nearly two months ago, our countries have moved from strict circuit breaking measures to a gradual, careful easing of restrictions. We talked about technological solutions and shared our strategies, including possible collaboration on vaccine development.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
I was pleased to mark the one-year anniversary of the Singapore-New Zealand Enhanced Partnership, and look forward to expanding our cooperation with new initiatives that both sides value. During the global pandemic, we have spoken up against protectionism and for keeping supply chains intact. Earlier in April, we received 20 tonnes of New Zealand’s fine produce, while New Zealand received medical supplies on the return journey.
⠀⠀⠀⠀⠀⠀⠀⠀⠀
The times are challenging, but we are dealing with the problems one by one, and planning ahead. As part of safe reopening, we are discussing creating a green lane for short-term essential travel between our countries. I hope this works out, and it will not be long before PM Ardern and I can meet in person again. – LHL
⠀⠀⠀⠀⠀⠀⠀⠀⠀
(MCI Photo by Zinkie Aw)",2020-05-27 12:32:16+00:00,"👍Leading the world 🌎 in unity, intelligence, openness and kindness. We love you. Xervier 13 yrs old from NZ. Love and thanks for Jacinda and Sien Loong.🍭💋",2020-05-29 21:47:47+00:00,25
49,"It’s been more than a month since we began our circuit breaker and our city looks very different these days. This @straits_times drone video gives an intriguing view of a city on pause — the streets and neighbourhoods look familiar and yet not.
⠀⠀⠀⠀⠀⠀⠀
This circuit breaker has been tough on everyone, but I’m glad most have heeded the rules and stayed home. Thanks to our collective efforts and responsibility, community infections have come down sharply. Let’s keep it up! – LHL
⠀⠀⠀⠀⠀⠀⠀
#SGUnited⠀⠀⠀⠀⠀⠀⠀
#SingaporeTogether⠀⠀⠀⠀⠀⠀⠀",2020-05-15 14:28:21+00:00,Bismilah semoga allah Angkat segala wabah di dunia ini Dan semoga seluruh dunia allah bersihkan alam nya Dan di kembalikan dengan kesehtan kebahagiaan Dan kusus nya kedamaian Amin allahuma Amin Inshaa allah semoga Doa ku di ijabahi allah Amin semnagat  I love Indonesia n Singapore I’m from Indonesia bersabar lah semua ini ada Hikmah nya,2020-05-16 15:50:28+00:00,56
52,"It’s been more than a month since we began our circuit breaker and our city looks very different these days. This @straits_times drone video gives an intriguing view of a city on pause — the streets and neighbourhoods look familiar and yet not.
⠀⠀⠀⠀⠀⠀⠀
This circuit breaker has been tough on everyone, but I’m glad most have heeded the rules and stayed home. Thanks to our collective efforts and responsibility, community infections have come down sharply. Let’s keep it up! – LHL
⠀⠀⠀⠀⠀⠀⠀
#SGUnited⠀⠀⠀⠀⠀⠀⠀
#SingaporeTogether⠀⠀⠀⠀⠀⠀⠀",2020-05-15 14:28:21+00:00,i await the day social gatherings be possible again,2020-05-17 03:05:57+00:00,9
53,"It’s been more than a month since we began our circuit breaker and our city looks very different these days. This @straits_times drone video gives an intriguing view of a city on pause — the streets and neighbourhoods look familiar and yet not.
⠀⠀⠀⠀⠀⠀⠀
This circuit breaker has been tough on everyone, but I’m glad most have heeded the rules and stayed home. Thanks to our collective efforts and responsibility, community infections have come down sharply. Let’s keep it up! – LHL
⠀⠀⠀⠀⠀⠀⠀
#SGUnited⠀⠀⠀⠀⠀⠀⠀
#SingaporeTogether⠀⠀⠀⠀⠀⠀⠀",2020-05-15 14:28:21+00:00,Love the drone views. Will wait with patience as we anticipates the return! It will never beat someone who never gives up!,2020-05-17 03:19:12+00:00,22
54,"It’s been more than a month since we began our circuit breaker and our city looks very different these days. This @straits_times drone video gives an intriguing view of a city on pause — the streets and neighbourhoods look familiar and yet not.
⠀⠀⠀⠀⠀⠀⠀
This circuit breaker has been tough on everyone, but I’m glad most have heeded the rules and stayed home. Thanks to our collective efforts and responsibility, community infections have come down sharply. Let’s keep it up! – LHL
⠀⠀⠀⠀⠀⠀⠀
#SGUnited⠀⠀⠀⠀⠀⠀⠀
#SingaporeTogether⠀⠀⠀⠀⠀⠀⠀",2020-05-15 14:28:21+00:00,Những đứa trẻ bị sìnagare bỏ rơi là cha người singapore như bị nhà nước singapore hắc ra khỏi nước làm cho nó mất sự sống không được học hành từ góc  trung quốc hại nó thành những đứa trẻ vô gia cư .và singapore dung túng tội phạm,2020-05-17 09:05:43+00:00,9
57,"It’s been more than a month since we began our circuit breaker and our city looks very different these days. This @straits_times drone video gives an intriguing view of a city on pause — the streets and neighbourhoods look familiar and yet not.
⠀⠀⠀⠀⠀⠀⠀
This circuit breaker has been tough on everyone, but I’m glad most have heeded the rules and stayed home. Thanks to our collective efforts and responsibility, community infections have come down sharply. Let’s keep it up! – LHL
⠀⠀⠀⠀⠀⠀⠀
#SGUnited⠀⠀⠀⠀⠀⠀⠀
#SingaporeTogether⠀⠀⠀⠀⠀⠀⠀",2020-05-15 14:28:21+00:00,"Hang in there, #Singapore 🇸🇬 ! Love you all, @leehsienloong @papsingapore ❤️",2020-05-17 21:31:45+00:00,6
58,"It’s been more than a month since we began our circuit breaker and our city looks very different these days. This @straits_times drone video gives an intriguing view of a city on pause — the streets and neighbourhoods look familiar and yet not.
⠀⠀⠀⠀⠀⠀⠀
This circuit breaker has been tough on everyone, but I’m glad most have heeded the rules and stayed home. Thanks to our collective efforts and responsibility, community infections have come down sharply. Let’s keep it up! – LHL
⠀⠀⠀⠀⠀⠀⠀
#SGUnited⠀⠀⠀⠀⠀⠀⠀
#SingaporeTogether⠀⠀⠀⠀⠀⠀⠀",2020-05-15 14:28:21+00:00,"I hope Singapore considers mental health for those isolated, living alone or without family, 3 months is a long time!",2020-05-20 01:11:41+00:00,19
59,"It’s been more than a month since we began our circuit breaker and our city looks very different these days. This @straits_times drone video gives an intriguing view of a city on pause — the streets and neighbourhoods look familiar and yet not.
⠀⠀⠀⠀⠀⠀⠀
This circuit breaker has been tough on everyone, but I’m glad most have heeded the rules and stayed home. Thanks to our collective efforts and responsibility, community infections have come down sharply. Let’s keep it up! – LHL
⠀⠀⠀⠀⠀⠀⠀
#SGUnited⠀⠀⠀⠀⠀⠀⠀
#SingaporeTogether⠀⠀⠀⠀⠀⠀⠀",2020-05-15 14:28:21+00:00,"Dear PM, you have to consider the 3 phases carefully. More and more people are getting angrier and angrier with this recommendation from MOH. Listen to the ground too. There are 1-2 cases a day and if MOH decides to over react and destroy many businesses with these 3 phases, there will be even more unhappy people. There is a delicate balance between too much restrictions on businesses opening and fear of a resurgence. Resurgence may or may not be a way of life going forward but when you force extreme restrictions in businesses down people’s throats, you will create anger in people with too much time because there is no work in their hands. Think carefully about phase 3 spas industry which if implemented will destroy that industry. MOH inconsistent policy which failed to control the second wave and now their extreme over reacted policy is very obvious and one which must be thought through carefully",2020-05-20 20:09:11+00:00,154
61,"The mid-year school holidays start today. @moesingapore decided to bring this forward by a month, to give a break to teachers, parents, students and family members who have had to adjust to home-based learning during the circuit breaker period.

You may not be able to head outside yet, but I hope families will use this time to bond over activities at home. MOE is posting a stay-home activity idea on their Facebook Page every day. Our @nationallibrarysg librarians are holding weekday storytelling sessions for young children in the four languages on their @publiclibrarysg Facebook Page.

Some students taking their national exams this year will be returning to school on 19 May. But for the rest, as and when schools can safely reopen, I am sure everyone is looking forward to seeing their classmates and teachers in person again. – LHL

#sgunited",2020-05-05 02:07:29+00:00,Appreciate all the great efforts for 🇸🇬 !,2020-05-05 16:06:48+00:00,6
65,"The mid-year school holidays start today. @moesingapore decided to bring this forward by a month, to give a break to teachers, parents, students and family members who have had to adjust to home-based learning during the circuit breaker period.

You may not be able to head outside yet, but I hope families will use this time to bond over activities at home. MOE is posting a stay-home activity idea on their Facebook Page every day. Our @nationallibrarysg librarians are holding weekday storytelling sessions for young children in the four languages on their @publiclibrarysg Facebook Page.

Some students taking their national exams this year will be returning to school on 19 May. But for the rest, as and when schools can safely reopen, I am sure everyone is looking forward to seeing their classmates and teachers in person again. – LHL

#sgunited",2020-05-05 02:07:29+00:00,Ite still haven’t holidays yet. Need to finish this week,2020-05-06 06:02:15+00:00,11
67,"The mid-year school holidays start today. @moesingapore decided to bring this forward by a month, to give a break to teachers, parents, students and family members who have had to adjust to home-based learning during the circuit breaker period.

You may not be able to head outside yet, but I hope families will use this time to bond over activities at home. MOE is posting a stay-home activity idea on their Facebook Page every day. Our @nationallibrarysg librarians are holding weekday storytelling sessions for young children in the four languages on their @publiclibrarysg Facebook Page.

Some students taking their national exams this year will be returning to school on 19 May. But for the rest, as and when schools can safely reopen, I am sure everyone is looking forward to seeing their classmates and teachers in person again. – LHL

#sgunited",2020-05-05 02:07:29+00:00,Thank you PM for explaining the rationale for earlier school break. Take care,2020-05-06 10:54:36+00:00,13
68,"The mid-year school holidays start today. @moesingapore decided to bring this forward by a month, to give a break to teachers, parents, students and family members who have had to adjust to home-based learning during the circuit breaker period.

You may not be able to head outside yet, but I hope families will use this time to bond over activities at home. MOE is posting a stay-home activity idea on their Facebook Page every day. Our @nationallibrarysg librarians are holding weekday storytelling sessions for young children in the four languages on their @publiclibrarysg Facebook Page.

Some students taking their national exams this year will be returning to school on 19 May. But for the rest, as and when schools can safely reopen, I am sure everyone is looking forward to seeing their classmates and teachers in person again. – LHL

#sgunited",2020-05-05 02:07:29+00:00,Thank Sir❤️. Take care and keep yourself healthy and strong🙌. We love you❤️,2020-05-06 13:47:10+00:00,13
70,"The mid-year school holidays start today. @moesingapore decided to bring this forward by a month, to give a break to teachers, parents, students and family members who have had to adjust to home-based learning during the circuit breaker period.

You may not be able to head outside yet, but I hope families will use this time to bond over activities at home. MOE is posting a stay-home activity idea on their Facebook Page every day. Our @nationallibrarysg librarians are holding weekday storytelling sessions for young children in the four languages on their @publiclibrarysg Facebook Page.

Some students taking their national exams this year will be returning to school on 19 May. But for the rest, as and when schools can safely reopen, I am sure everyone is looking forward to seeing their classmates and teachers in person again. – LHL

#sgunited",2020-05-05 02:07:29+00:00,"Dear Prime Minister, as I do not have Mr Chan Chun Sing instagram account , I will just feedback to you. Refers to CNA 10 pm TV news today 6 May 2020. (About Mr Chan CS , our local masks factory). You will notice the factory workers who touch, sort , pack the production line masks DID NOT WEAR ANY GLOVES at all. This is totally unacceptable (and shocking!) in my most honest opinion. I thought we Singapore should have ""higher standards"" than say Vietnam ? (I watched Vietnam news their mask factories the workers do wear gloves). If our local mask factories workers are infected with Covid-19 and they do not wear gloves to touch/sort/pack the masks, the consequences can be disastrous. Trust your wisdom and do advise our local mask factories to instruct their workers to wear gloves. Thank you. Wishing you and our Govt success in the coming Elections. @leehsienloong @lawrencewongst @gankimyong @ongyekung @channelnewsasia @nea_sg @masagosz",2020-05-06 14:29:00+00:00,147
74,"Tomorrow marks the start of the holy month of Ramadan, the fasting month for Muslims.
⠀⠀⠀⠀⠀⠀⠀
Fasting month this year will be markedly different. There will be no communal Terawih prayers, because mosques are all closed. Many would also be unable to break fast with their close family and friends, as they usually do. I hope you understand why the circuit breaker restrictions are being extended, to stamp out new COVID-19 transmissions and protect all of us.
⠀⠀⠀⠀⠀⠀⠀
I am glad that MUIS is providing many online resources, such as SalamSG TV to help foster the Ramadan spirit.
⠀⠀⠀⠀⠀⠀⠀
To all our Muslim friends, I wish you a blessed and fulfilling fasting month. May this Ramadan be a time of quiet reflection and prayer, together with your immediate families. – LHL
⠀⠀⠀⠀⠀⠀⠀
(The majestic Sultan Mosque and the quiet Arab Street area during the circuit breaker period. / MCI Photo by Fyrol)⠀⠀⠀⠀⠀⠀⠀",2020-04-23 10:03:34+00:00,"Happy Ramadhan to all my friends & family in Singapore! I’m still in home lockdown here in KL, hope to be back real soon. 🙏🏻🙏🏻 Gd luck everybody",2020-04-25 04:31:55+00:00,27
75,"Tomorrow marks the start of the holy month of Ramadan, the fasting month for Muslims.
⠀⠀⠀⠀⠀⠀⠀
Fasting month this year will be markedly different. There will be no communal Terawih prayers, because mosques are all closed. Many would also be unable to break fast with their close family and friends, as they usually do. I hope you understand why the circuit breaker restrictions are being extended, to stamp out new COVID-19 transmissions and protect all of us.
⠀⠀⠀⠀⠀⠀⠀
I am glad that MUIS is providing many online resources, such as SalamSG TV to help foster the Ramadan spirit.
⠀⠀⠀⠀⠀⠀⠀
To all our Muslim friends, I wish you a blessed and fulfilling fasting month. May this Ramadan be a time of quiet reflection and prayer, together with your immediate families. – LHL
⠀⠀⠀⠀⠀⠀⠀
(The majestic Sultan Mosque and the quiet Arab Street area during the circuit breaker period. / MCI Photo by Fyrol)⠀⠀⠀⠀⠀⠀⠀",2020-04-23 10:03:34+00:00,Happy Ramadan to Singapore muslims 😊,2020-04-25 14:21:09+00:00,5
76,"Tomorrow marks the start of the holy month of Ramadan, the fasting month for Muslims.
⠀⠀⠀⠀⠀⠀⠀
Fasting month this year will be markedly different. There will be no communal Terawih prayers, because mosques are all closed. Many would also be unable to break fast with their close family and friends, as they usually do. I hope you understand why the circuit breaker restrictions are being extended, to stamp out new COVID-19 transmissions and protect all of us.
⠀⠀⠀⠀⠀⠀⠀
I am glad that MUIS is providing many online resources, such as SalamSG TV to help foster the Ramadan spirit.
⠀⠀⠀⠀⠀⠀⠀
To all our Muslim friends, I wish you a blessed and fulfilling fasting month. May this Ramadan be a time of quiet reflection and prayer, together with your immediate families. – LHL
⠀⠀⠀⠀⠀⠀⠀
(The majestic Sultan Mosque and the quiet Arab Street area during the circuit breaker period. / MCI Photo by Fyrol)⠀⠀⠀⠀⠀⠀⠀",2020-04-23 10:03:34+00:00,Hello Ministers I'm go lucky to have you as our president😊,2020-04-26 01:46:20+00:00,10
77,"Tomorrow marks the start of the holy month of Ramadan, the fasting month for Muslims.
⠀⠀⠀⠀⠀⠀⠀
Fasting month this year will be markedly different. There will be no communal Terawih prayers, because mosques are all closed. Many would also be unable to break fast with their close family and friends, as they usually do. I hope you understand why the circuit breaker restrictions are being extended, to stamp out new COVID-19 transmissions and protect all of us.
⠀⠀⠀⠀⠀⠀⠀
I am glad that MUIS is providing many online resources, such as SalamSG TV to help foster the Ramadan spirit.
⠀⠀⠀⠀⠀⠀⠀
To all our Muslim friends, I wish you a blessed and fulfilling fasting month. May this Ramadan be a time of quiet reflection and prayer, together with your immediate families. – LHL
⠀⠀⠀⠀⠀⠀⠀
(The majestic Sultan Mosque and the quiet Arab Street area during the circuit breaker period. / MCI Photo by Fyrol)⠀⠀⠀⠀⠀⠀⠀",2020-04-23 10:03:34+00:00,This year muslim will differently celebrate their  ramadan  indoor prayers  at home with family members. 👪 😌,2020-04-26 02:44:09+00:00,15
79,"Tomorrow marks the start of the holy month of Ramadan, the fasting month for Muslims.
⠀⠀⠀⠀⠀⠀⠀
Fasting month this year will be markedly different. There will be no communal Terawih prayers, because mosques are all closed. Many would also be unable to break fast with their close family and friends, as they usually do. I hope you understand why the circuit breaker restrictions are being extended, to stamp out new COVID-19 transmissions and protect all of us.
⠀⠀⠀⠀⠀⠀⠀
I am glad that MUIS is providing many online resources, such as SalamSG TV to help foster the Ramadan spirit.
⠀⠀⠀⠀⠀⠀⠀
To all our Muslim friends, I wish you a blessed and fulfilling fasting month. May this Ramadan be a time of quiet reflection and prayer, together with your immediate families. – LHL
⠀⠀⠀⠀⠀⠀⠀
(The majestic Sultan Mosque and the quiet Arab Street area during the circuit breaker period. / MCI Photo by Fyrol)⠀⠀⠀⠀⠀⠀⠀",2020-04-23 10:03:34+00:00,😭😭😭😭😭 Happy Ramadhan. A pretty sad celebration for this year.,2020-04-27 09:16:58+00:00,9
82,"Tomorrow marks the start of the holy month of Ramadan, the fasting month for Muslims.
⠀⠀⠀⠀⠀⠀⠀
Fasting month this year will be markedly different. There will be no communal Terawih prayers, because mosques are all closed. Many would also be unable to break fast with their close family and friends, as they usually do. I hope you understand why the circuit breaker restrictions are being extended, to stamp out new COVID-19 transmissions and protect all of us.
⠀⠀⠀⠀⠀⠀⠀
I am glad that MUIS is providing many online resources, such as SalamSG TV to help foster the Ramadan spirit.
⠀⠀⠀⠀⠀⠀⠀
To all our Muslim friends, I wish you a blessed and fulfilling fasting month. May this Ramadan be a time of quiet reflection and prayer, together with your immediate families. – LHL
⠀⠀⠀⠀⠀⠀⠀
(The majestic Sultan Mosque and the quiet Arab Street area during the circuit breaker period. / MCI Photo by Fyrol)⠀⠀⠀⠀⠀⠀⠀",2020-04-23 10:03:34+00:00,Nih loh Om @turanganmax kalo di Indonesia sdh demo,2020-05-07 13:29:24+00:00,8
83,"Tomorrow marks the start of the holy month of Ramadan, the fasting month for Muslims.
⠀⠀⠀⠀⠀⠀⠀
Fasting month this year will be markedly different. There will be no communal Terawih prayers, because mosques are all closed. Many would also be unable to break fast with their close family and friends, as they usually do. I hope you understand why the circuit breaker restrictions are being extended, to stamp out new COVID-19 transmissions and protect all of us.
⠀⠀⠀⠀⠀⠀⠀
I am glad that MUIS is providing many online resources, such as SalamSG TV to help foster the Ramadan spirit.
⠀⠀⠀⠀⠀⠀⠀
To all our Muslim friends, I wish you a blessed and fulfilling fasting month. May this Ramadan be a time of quiet reflection and prayer, together with your immediate families. – LHL
⠀⠀⠀⠀⠀⠀⠀
(The majestic Sultan Mosque and the quiet Arab Street area during the circuit breaker period. / MCI Photo by Fyrol)⠀⠀⠀⠀⠀⠀⠀",2020-04-23 10:03:34+00:00,When I see this mosque 🕌 I thinks of my small time staying near the place at Victoria st,2020-06-26 14:09:02+00:00,18
84,"It is two weeks since our COVID-19 circuit breaker started. I thank you all for complying with the restrictions. While community cases have fallen, we still need to bring their number down decisively. We also want to make sure that if any cases leak from the migrant worker population into the wider community, we can detect and contain them.

That is why we are tightening the circuit breaker measures, e.g. thinning out crowds at hot spots like wet markets, and closing more workplace premises, till 4 May. We will also extend the circuit breaker itself to 1 June.

I know that this has not been an easy time. The circuit breaker is working, but we need to do a little bit more, and for a bit longer. Let us all do our part to beat the virus, break the chain of transmission, and overcome this together.

You can watch my speech on my Facebook Page (www.facebook.com/leehsienloong) or on the PMO YouTube channel (click on the link in my profile). – LHL 
#SGUnited
#SingaporeTogether

MCI Photo by Fyrol)",2020-04-21 15:16:09+00:00,🙌🙌 We can get through this,2020-04-25 14:37:36+00:00,5
