,id,conversation_id,date,time,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,link,video,reply_to,processed_tweets,emoji_decoded_tweets
29,1249957842028650496,1241719626553163776,2020-04-14,15:09:07,243753456,nmhrldba,rahman abdul,,@Durjanaaa Panic buying boi,en,[],[],[],1,0,0,[],https://twitter.com/nmhrldba/status/1249957842028650496,0,"[{'screen_name': 'Durjanaaa', 'name': '🇲🇾 SYYS', 'id': '2949911636'}]",['boi'],@Durjanaaa Panic buying boi
31,1247894335892246531,1247894335892246531,2020-04-08,22:29:29,8934712,izreloaded,IZ Reloaded,,Those of you who are panic buying toilet paper can now go to local bakery chain BreadTalk to panic buy their limited edition Toilet Paper Roll cake! #covid19 #singapore #covid_19 #circuitbreaker  https://t.co/Ghg1xtrR1Z,en,[],[],['https://pbs.twimg.com/media/EVFpSBxUEAIuLvx.jpg'],0,0,1,"['covid19', 'singapore', 'covid_19', 'circuitbreaker']",https://twitter.com/izreloaded/status/1247894335892246531,1,[],"['toilet', 'paper', 'go', 'local', 'bakeri', 'chain', 'breadtalk', 'buy', 'limit', 'edit', 'toilet', 'paper', 'roll', 'cake']",Those of you who are panic buying toilet paper can now go to local bakery chain BreadTalk to panic buy their limited edition Toilet Paper Roll cake! #covid19 #singapore #covid_19 #circuitbreaker  https://t.co/Ghg1xtrR1Z
32,1247060513508356096,1246681328138899456,2020-04-06,15:16:10,472622958,syaidarahman,Syaida Abdul Rahman,,@ebivvv Singaporean standard of panic buying. Must be different from others! Others are in lockdown. We are in a circuit breaker😅. But who knows if they’re planning to de-clutter &amp; re-organize their homes? 🤷🏼‍♀️,en,[],[],[],0,0,1,[],https://twitter.com/SyaidaRahman/status/1247060513508356096,0,"[{'screen_name': 'ebivvv', 'name': 'Ebi', 'id': '1054005206139064320'}]","['singaporean', 'standard', 'must', 'differ', 'other', 'other', 'lockdown', 'circuit', 'breaker', 'know', 'plan', 'amp', 'home']",@ebivvv Singaporean standard of panic buying. Must be different from others! Others are in lockdown. We are in a circuit breaker:grinning_face_with_sweat:. But who knows if they’re planning to de-clutter &amp; re-organize their homes? :woman_shrugging_medium-light_skin_tone:
33,1247018540416126976,1247012039240740864,2020-04-06,12:29:23,1730901,eviltofu,Evil Tofu,,"@avalanchelynn @sarahcoldheart On the first day of panic buying, I saw someone buy a whole basketful of chocolates.",en,[],[],[],0,0,0,[],https://twitter.com/eviltofu/status/1247018540416126976,0,"[{'screen_name': 'avalanchelynn', 'name': '✿ a֒v֒a֒ ⓧ a֒v֒a֒ ✿', 'id': '1173088343795453953'}, {'screen_name': 'sarahcoldheart', 'name': 'Sarah Coldheart', 'id': '21842641'}]","['first', 'day', 'saw', 'someon', 'buy', 'whole', 'basket', 'chocol']","@avalanchelynn @sarahcoldheart On the first day of panic buying, I saw someone buy a whole basketful of chocolates."
34,1246881894106456064,1246881892604887041,2020-04-06,03:26:24,163316501,adammaosman,A D A M,,"I was not panic buying stuffs or what not. I was thinking, balik Malaysia mati cause I don’t have any job later and stay in SG also die because unpaid leave. Live in top high cost city in the world without getting paid is a chaos",en,[],[],[],2,0,0,[],https://twitter.com/AdammaOsman/status/1246881894106456064,0,[],"['stuff', 'think', 'balik', 'malaysia', 'mati', 'caus', 'job', 'later', 'stay', 'sg', 'also', 'die', 'unpaid', 'leav', 'live', 'top', 'high', 'cost', 'citi', 'world', 'without', 'get', 'paid', 'chao']","I was not panic buying stuffs or what not. I was thinking, balik Malaysia mati cause I don’t have any job later and stay in SG also die because unpaid leave. Live in top high cost city in the world without getting paid is a chaos"
36,1246701985539035136,1246701985539035136,2020-04-05,15:31:30,1058183727820369920,mixdblood69,Mister6ixty9,,"Farktards local, government already advice but still panic buying",en,[],[],[],0,0,0,[],https://twitter.com/mixdblood69/status/1246701985539035136,0,[],"['farktard', 'local', 'govern', 'alreadi', 'advic', 'still']","Farktards local, government already advice but still panic buying"
37,1246694595787808768,1246694595787808768,2020-04-05,15:02:08,408487855,_edddddddd,horan,,what if the panic buying goes on during ramadhan wth muslims gonba eat for iftar,en,[],[],[],1,0,0,[],https://twitter.com/_Edddddddd/status/1246694595787808768,0,[],"['goe', 'ramadhan', 'wth', 'muslim', 'gonba', 'eat', 'iftar']",what if the panic buying goes on during ramadhan wth muslims gonba eat for iftar
38,1246681328138899456,1246681328138899456,2020-04-05,14:09:25,472622958,syaidarahman,Syaida Abdul Rahman,,"Hoarding/ panic buying IKEA items is a another level of hoarding sia, Singaporeans 💆🏼‍♀️🤦🏼‍♀️. Kau nak hoard furniture for what eh? Ke kau nak hoard the freaking Swedish meatballs?!",en,[],[],[],1,0,1,[],https://twitter.com/SyaidaRahman/status/1246681328138899456,0,[],"['ikea', 'item', 'anoth', 'level', 'hoard', 'sia', 'singaporean', 'kau', 'nak', 'hoard', 'furnitur', 'eh', 'ke', 'kau', 'nak', 'hoard', 'freak', 'swedish', 'meatbal']","Hoarding/ panic buying IKEA items is a another level of hoarding sia, Singaporeans :woman_getting_massage_medium-light_skin_tone::woman_facepalming_medium-light_skin_tone:. Kau nak hoard furniture for what eh? Ke kau nak hoard the freaking Swedish meatballs?!"
39,1246675472001290241,1246675472001290241,2020-04-05,13:46:09,2362953649,kradothelion,Krado Low,,Panic buying?   Gimme dopamine.  https://t.co/AbwPSqCRhB,en,[],[],['https://pbs.twimg.com/media/EU0Uua1UEAAoFks.jpg'],2,0,2,[],https://twitter.com/KradoTheLion/status/1246675472001290241,1,[],"['gim', 'dopamin']",Panic buying?   Gimme dopamine.  https://t.co/AbwPSqCRhB
40,1246627928768532480,1246612999688814593,2020-04-05,10:37:14,392377887,amracinggreen,Ian Ireland,,@chloechotv Not unusual for small countries. Supply chain is not broken; reserves / storage healthy. Panic buying creates spiralling environment of fear underpinned with herd mentality which will stress and overload a working system. Only outcome is limitation through authoritarian controls.,en,[],[],[],0,0,0,[],https://twitter.com/amracinggreen/status/1246627928768532480,0,"[{'screen_name': 'chloechotv', 'name': 'Chloe Cho', 'id': '1191612620'}]","['unusu', 'small', 'countri', 'suppli', 'chain', 'broken', 'reserv', 'storag', 'healthi', 'creat', 'spiral', 'environ', 'fear', 'underpin', 'herd', 'mental', 'stress', 'overload', 'work', 'system', 'outcom', 'limit', 'authoritarian', 'control']",@chloechotv Not unusual for small countries. Supply chain is not broken; reserves / storage healthy. Panic buying creates spiralling environment of fear underpinned with herd mentality which will stress and overload a working system. Only outcome is limitation through authoritarian controls.
41,1246446589524099073,1246446589524099073,2020-04-04,22:36:39,888307898,ryo741,Fairoz Samil,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","Panic buying new bedsheets, quilt, quilt covers... • Coz having all those masks/hand sanitizers don’t mean s***t, if yo’ bed’s dirty like a pig sty. • &amp; don’t forget to shower. KNN. 😂🦠 • #bedsheets #quilt…  https://t.co/O93AZHu5N1",en,[],['https://www.instagram.com/p/B-kAJKvBiV3/?igshid=1xfx5mjpzaiyh'],[],0,0,0,"['bedsheets', 'quilt']",https://twitter.com/ryo741/status/1246446589524099073,0,[],"['new', 'bedsheet', 'quilt', 'quilt', 'cover', 'coz', 'sanit', 'mean', 'yo', 'bed', 'dirti', 'like', 'pig', 'sti', 'amp', 'forget', 'shower', 'knn']","Panic buying new bedsheets, quilt, quilt covers... • Coz having all those masks/hand sanitizers don’t mean s***t, if yo’ bed’s dirty like a pig sty. • &amp; don’t forget to shower. KNN. :face_with_tears_of_joy::microbe: • #bedsheets #quilt…  https://t.co/O93AZHu5N1"
43,1246418824586354690,1246418824586354690,2020-04-04,20:46:19,431588395,awinsomelife,Melvin Lee & Jacqueline Teo,"{'type': 'Point', 'coordinates': [1.337408, 103.910856]}",Not #panicbuying. Just getting ready for the arrival of the little one since non-essential services will be unavailable for a month. #beblumlavo5 #oekotex #babycot @ Baby Hypermart  https://t.co/PG5j5PtINr,en,[],['https://www.instagram.com/p/B-jzhE_pYFG/?igshid=cvipb73abtb2'],[],0,0,0,"['panicbuying', 'beblumlavo5', 'oekotex', 'babycot']",https://twitter.com/awinsomelife/status/1246418824586354690,0,[],"['get', 'readi', 'arriv', 'littl', 'one', 'sinc', 'servic', 'unavail', 'month', 'babi', 'hypermart']",Not #panicbuying. Just getting ready for the arrival of the little one since non-essential services will be unavailable for a month. #beblumlavo5 #oekotex #babycot @ Baby Hypermart  https://t.co/PG5j5PtINr
44,1246401539725340672,1246401539725340672,2020-04-04,19:37:38,425858443,farisaddy,Faris Addy,,I don’t understand why we have to panic buying eh,en,[],[],[],0,0,0,[],https://twitter.com/FarisAddy/status/1246401539725340672,0,[],"['understand', 'eh']",I don’t understand why we have to panic buying eh
48,1246234439606140928,1246234439606140928,2020-04-04,08:33:38,2567385306,gashina98,GASHINA 💖 (Raaj),,ENOUGH WITH THE PANIC BUYING!!!!!,en,[],[],[],0,0,5,[],https://twitter.com/gashina98/status/1246234439606140928,0,[],['enough'],ENOUGH WITH THE PANIC BUYING!!!!!
51,1246035115634880513,1246035115634880513,2020-04-03,19:21:36,124384622,ttaekoyaki,ana 🐻,,also the ones panic buying after the announcement earlier .... cb they already said there is no need to what are yall doing 😔😔,en,[],[],[],0,0,0,[],https://twitter.com/ttaekoyaki/status/1246035115634880513,0,[],"['also', 'one', 'announc', 'earlier', 'cb', 'alreadi', 'said', 'need', 'yall']",also the ones panic buying after the announcement earlier .... cb they already said there is no need to what are yall doing :pensive_face::pensive_face:
52,1246024122523512832,1245992793106812929,2020-04-03,18:37:55,520343042,syedshah_z,SHZ✨,,@eightjun Response of Singaporeans oof not so #panicbuying,en,[],[],[],1,1,0,['panicbuying'],https://twitter.com/SyedShah_Z/status/1246024122523512832,0,"[{'screen_name': 'eightjun', 'name': 'ia', 'id': '905756070202576896'}]","['respons', 'singaporean', 'oof']",@eightjun Response of Singaporeans oof not so #panicbuying
53,1246022004224012288,1246022004224012288,2020-04-03,18:29:30,39616275,andrewangsg,andrew ang,"{'type': 'Point', 'coordinates': [1.29306, 103.856]}","My 1st online lesson just ended &amp; saw a joke about panic buying in Singapore!  ""I also want to do some panic buying. When I open my wallet, I panic""  After spending four hours on the small iPad screen and go through…  https://t.co/8M21EBMO9z",en,[],['https://www.instagram.com/p/B-g_EJmHcJK/?igshid=ww0lof2z3we9'],[],0,0,0,[],https://twitter.com/andrewangsg/status/1246022004224012288,0,[],"['onlin', 'lesson', 'end', 'amp', 'saw', 'joke', 'singapor', 'also', 'want', 'open', 'wallet', 'spend', 'four', 'hour', 'small', 'ipad', 'screen', 'go']","My 1st online lesson just ended &amp; saw a joke about panic buying in Singapore!  ""I also want to do some panic buying. When I open my wallet, I panic""  After spending four hours on the small iPad screen and go through…  https://t.co/8M21EBMO9z"
54,1246019041887584257,1246019041887584257,2020-04-03,18:17:44,2568442616,myyraxxx,Mia,,Panic buying means i need to buy alot of cats food lei. later my cat starve to death pula😰,en,[],[],[],0,0,1,[],https://twitter.com/myyraxxx/status/1246019041887584257,0,[],"['mean', 'need', 'buy', 'alot', 'cat', 'food', 'lei', 'later', 'cat', 'starv', 'death', 'pula']",Panic buying means i need to buy alot of cats food lei. later my cat starve to death pula:anxious_face_with_sweat:
56,1246012647998251008,1246012647998251008,2020-04-03,17:52:19,1538421768,herniepotter,ً,,our prime minister said this circuit breaker will last till 4th may &amp; there r ppl panic buying...can yall imagine if our pm said ‘lockdown’ or ‘dorscon level is red’,en,[],[],[],1,1,6,[],https://twitter.com/herniepotter/status/1246012647998251008,0,[],"['prime', 'minist', 'said', 'circuit', 'breaker', 'last', 'till', 'may', 'amp', 'r', 'ppl', 'yall', 'imagin', 'pm', 'said', 'lockdown', 'dorscon', 'level', 'red']",our prime minister said this circuit breaker will last till 4th may &amp; there r ppl panic buying...can yall imagine if our pm said ‘lockdown’ or ‘dorscon level is red’
57,1245990825747595264,1245990825747595264,2020-04-03,16:25:36,40220963,gothstable,Roos de Baas,,Everyone is probably panic-buying right after the news but your boy here? Braved the rain to get groceries at 10am and ready for the next DORSCON level of... slightly darker orange,en,[],[],[],0,0,2,[],https://twitter.com/Gothstable/status/1245990825747595264,0,[],"['everyon', 'probabl', 'right', 'news', 'boy', 'brave', 'rain', 'get', 'groceri', 'readi', 'next', 'dorscon', 'level', 'slightli', 'darker', 'orang']",Everyone is probably panic-buying right after the news but your boy here? Braved the rain to get groceries at 10am and ready for the next DORSCON level of... slightly darker orange
59,1245984489022476288,1245984489022476288,2020-04-03,16:00:26,120470637,hazzyelyah,baddest female,,Confirm people start panic buying already sia,en,[],[],[],0,0,0,[],https://twitter.com/hazzyelyah/status/1245984489022476288,0,[],"['confirm', 'peopl', 'start', 'alreadi', 'sia']",Confirm people start panic buying already sia
60,1245982213239214081,1245982213239214081,2020-04-03,15:51:23,1334089536,dafugly_prince,Aiidyl,,"Work at NTUC, one of those work places that are least impacted by the current economy. Remain open come what may. At most just need work extra hourse to help stock up after the panic buying",en,[],[],[],0,0,2,[],https://twitter.com/dafugly_prince/status/1245982213239214081,0,[],"['work', 'ntuc', 'one', 'work', 'place', 'least', 'impact', 'current', 'economi', 'remain', 'open', 'come', 'may', 'need', 'work', 'extra', 'hours', 'help', 'stock']","Work at NTUC, one of those work places that are least impacted by the current economy. Remain open come what may. At most just need work extra hourse to help stock up after the panic buying"
61,1245980124639449088,1245980124639449088,2020-04-03,15:43:05,313838884,sticks_bxnes,Elfi Sufyan,,"For once, can Singaporeans stop being so ‘Singaporean’, stop panic buying and stop being an idiot?  https://t.co/U1smbSnhEd",en,[],[],['https://pbs.twimg.com/media/EUqcUWuUMAIMemc.jpg'],0,2,1,[],https://twitter.com/sticks_bxnes/status/1245980124639449088,1,[],"['singaporean', 'stop', 'singaporean', 'stop', 'stop', 'idiot']","For once, can Singaporeans stop being so ‘Singaporean’, stop panic buying and stop being an idiot?  https://t.co/U1smbSnhEd"
62,1245972478041534464,1245972478041534464,2020-04-03,15:12:42,4906885627,dzulgranger,💨Hunter Zolomon💨,,Panic buying again... 😭,en,[],[],[],0,0,1,[],https://twitter.com/DzulGRanger/status/1245972478041534464,0,[],[],Panic buying again... :loudly_crying_face:
63,1243726487624138753,1243726487624138753,2020-03-28,10:27:56,40337095,shazology,Shazny 🌱 شزني,,I will never understand the mentality of my fellow Singaporeans who continue to panic buy despite reassurances by the govt that we have enough to sustain ourselves. Panic buying for selfish stockpiling will only undermine the sustainability of what we have!,en,[],[],[],0,2,5,[],https://twitter.com/shazology/status/1243726487624138753,0,[],"['never', 'understand', 'mental', 'fellow', 'singaporean', 'continu', 'buy', 'despit', 'reassur', 'govt', 'enough', 'sustain', 'selfish', 'stockpil', 'undermin', 'sustain']",I will never understand the mentality of my fellow Singaporeans who continue to panic buy despite reassurances by the govt that we have enough to sustain ourselves. Panic buying for selfish stockpiling will only undermine the sustainability of what we have!
65,1242438217237843971,1242438217237843971,2020-03-24,21:08:49,1543661,miyagi,"Benjamin ""Mr Miyagi"" Lee",,We might all have to work from home. I’m waiting for the inevitable panic-buying of office stationery. #COVIDー19,en,[],[],[],2,1,4,['covidー19'],https://twitter.com/miyagi/status/1242438217237843971,0,[],"['might', 'work', 'home', 'wait', 'inevit', 'offic', 'stationeri']",We might all have to work from home. I’m waiting for the inevitable panic-buying of office stationery. #COVIDー19
66,1241652207004422145,1241652207004422145,2020-03-22,17:05:29,1613108256,m4lev0lent,🥀 𝕸𝖊𝖙𝖆𝖑𝖈𝖔𝖗𝖊 𝕸𝖆𝖒𝖎 🥀,,Y’all are quick to judge and yknow why? Simply bc there’s a stereotype that Chinese are the only one panic buying and hoarding.,en,[],[],[],0,3,10,[],https://twitter.com/M4lev0lent/status/1241652207004422145,0,[],"['quick', 'judg', 'yknow', 'simpli', 'bc', 'stereotyp', 'chines', 'one', 'hoard']",Y’all are quick to judge and yknow why? Simply bc there’s a stereotype that Chinese are the only one panic buying and hoarding.
67,1241577763355516928,1241577763355516928,2020-03-22,12:09:40,121646471,waynegkline,Wayne Kline,,"Sunday morning Latte, after the groceries were delivered. All ready for another week. No panic buying here! #sundaymorning #latte #wayneshome  https://t.co/9ZiurtW8J5",en,[],[],['https://pbs.twimg.com/media/ETr4ZIUUcAIYlSm.jpg'],0,0,0,"['sundaymorning', 'latte', 'wayneshome']",https://twitter.com/WayneGKline/status/1241577763355516928,1,[],"['sunday', 'morn', 'latt', 'groceri', 'deliv', 'readi', 'anoth', 'week']","Sunday morning Latte, after the groceries were delivered. All ready for another week. No panic buying here! #sundaymorning #latte #wayneshome  https://t.co/9ZiurtW8J5"
68,1241409970819588097,1241409970819588097,2020-03-22,01:02:55,2567385306,gashina98,GASHINA 💖 (Raaj),,Stop with the panic buying JESUS CHRIST!!!,en,[],[],[],0,0,1,[],https://twitter.com/gashina98/status/1241409970819588097,0,[],"['stop', 'jesu', 'christ']",Stop with the panic buying JESUS CHRIST!!!
70,1240901755744841728,1240901755744841728,2020-03-20,15:23:28,121646471,waynegkline,Wayne Kline,,"Can’t take any credit for this, but how true is it? Thank you Grace for sharing! 😅😂🤣 #panicbuying #toiletpaperpanicbuying  https://t.co/pYKd9JBN68",en,[],[],['https://pbs.twimg.com/media/ETiRkMAU0AENwF3.jpg'],0,0,0,"['panicbuying', 'toiletpaperpanicbuying']",https://twitter.com/WayneGKline/status/1240901755744841728,1,[],"['take', 'credit', 'true', 'thank', 'grace', 'share']","Can’t take any credit for this, but how true is it? Thank you Grace for sharing! :grinning_face_with_sweat::face_with_tears_of_joy::rolling_on_the_floor_laughing: #panicbuying #toiletpaperpanicbuying  https://t.co/pYKd9JBN68"
71,1240602261341892608,1240524619221614599,2020-03-19,19:33:23,5854302,patchouliw,Patchouli Woollahra nee Alia Fairbrooke,,"@noplaceforsheep When that panic buying eventuates into profiteering on essential goods, it becomes a crime. That or breaking rationing in force.",en,[],[],[],0,0,0,[],https://twitter.com/PatchouliW/status/1240602261341892608,0,"[{'screen_name': 'noplaceforsheep', 'name': 'Dr Sheep Person 🌱💧', 'id': '233343317'}]","['eventu', 'profit', 'essenti', 'good', 'becom', 'crime', 'break', 'ration', 'forc']","@noplaceforsheep When that panic buying eventuates into profiteering on essential goods, it becomes a crime. That or breaking rationing in force."
72,1240559468301021184,1240559468301021184,2020-03-19,16:43:20,1239778615224487936,eqers,Pemerhati,,People are panic buying the mask &amp; hand sanitizer. Seller are making profit by raising the price...😢,en,[],[],[],0,0,0,[],https://twitter.com/eqers/status/1240559468301021184,0,[],"['peopl', 'mask', 'amp', 'hand', 'sanit', 'seller', 'make', 'profit', 'rais', 'price']",People are panic buying the mask &amp; hand sanitizer. Seller are making profit by raising the price...:crying_face:
78,1239949249447485443,1239949249447485443,2020-03-18,00:18:32,1083411987235663872,puventirren,Pubsie,,NO PANIC BUYING! NO! NO! GOD! NOOOOO!!!!  https://t.co/yqmaqQRW3F,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/ETUvQ__UEAAsv33.jpg'],0,0,2,[],https://twitter.com/PuvenTirren/status/1239949249447485443,1,[],"['god', 'nooooo']",NO PANIC BUYING! NO! NO! GOD! NOOOOO!!!!  https://t.co/yqmaqQRW3F
81,1239893865236017161,1239893865236017161,2020-03-17,20:38:28,1103060550,marrkarim,marina ✨,,Most people in jb are currently does the panic buying. All shelf are getting empty. Kesiannya for those yang tak mampu.,en,[],[],[],0,0,1,[],https://twitter.com/marrkarim/status/1239893865236017161,0,[],"['peopl', 'jb', 'current', 'shelf', 'get', 'empti', 'kesiannya', 'yang', 'tak', 'mampu']",Most people in jb are currently does the panic buying. All shelf are getting empty. Kesiannya for those yang tak mampu.
82,1239890886630076419,1239890886630076419,2020-03-17,20:26:38,24670791,jaschintaz,ⓙⓐⓢⓒⓗⓘⓝⓣⓐⓩ®,,"Malaysia: Out of curiosity - for all of those who have completely refrained from panic buying - what are you guys eating? Do you define panic buying as buying food during this season of panic, or hoarding unnecessarily? There’s a difference, you know. The former is necessary.  https://t.co/P5ia7wr0kv",en,[],[],['https://pbs.twimg.com/tweet_video_thumb/ETT6L0FWkAAS_c-.jpg'],0,0,1,[],https://twitter.com/jaschintaz/status/1239890886630076419,1,[],"['malaysia', 'curios', 'complet', 'refrain', 'guy', 'eat', 'defin', 'food', 'season', 'hoard', 'unnecessarili', 'differ', 'know', 'former', 'necessari']","Malaysia: Out of curiosity - for all of those who have completely refrained from panic buying - what are you guys eating? Do you define panic buying as buying food during this season of panic, or hoarding unnecessarily? There’s a difference, you know. The former is necessary.  https://t.co/P5ia7wr0kv"
84,1239863447224893440,1239863447224893440,2020-03-17,18:37:36,275939127,donartdesign,Don Low,,Panic buying has seen vegetables sold out completely. People turned vegetarians all of a sudden.  https://t.co/Se6HiTTrtj,en,[],[],[],0,0,0,[],https://twitter.com/donartdesign/status/1239863447224893440,1,[],"['seen', 'veget', 'sold', 'complet', 'peopl', 'turn', 'vegetarian', 'sudden']",Panic buying has seen vegetables sold out completely. People turned vegetarians all of a sudden.  https://t.co/Se6HiTTrtj
85,1239861475230937090,1239861475230937090,2020-03-17,18:29:45,16414699,farna,Farna Mahadi,,"Went to the supermarket to buy a lightbulb but then saw all the #PanicBuying, so I left (without my lightbulb).  https://t.co/FsIjlJ99gr",en,[],[],"['https://pbs.twimg.com/media/ETTfbSLUYAE8ED3.jpg', 'https://pbs.twimg.com/media/ETTfbSKUYAA0NNc.jpg']",1,0,2,['panicbuying'],https://twitter.com/Farna/status/1239861475230937090,1,[],"['went', 'supermarket', 'buy', 'lightbulb', 'saw', 'left', 'without', 'lightbulb']","Went to the supermarket to buy a lightbulb but then saw all the #PanicBuying, so I left (without my lightbulb).  https://t.co/FsIjlJ99gr"
