,Unnamed: 0,Comments,Datetime,num_words
36,36,Thank You To all frontliners from the medical to the food deliveries staffs and also to the government for all their big and Small efforts to put everything right n proper.,2020-12-29,31
37,37,"Thank you healthcare workers! Hope that with the lower number of daily cases, you have some time to take a break/ rest...",2020-12-30,22
38,38,Agree. All front line workers deserve our greatest gratitude and admiration.  Question I would like to ask is why are we importing so much new covid19 cases? What if a number of cases slipped in undetected? Wouldn't this negate all the hard work and sacrifices they have made to combat and contain the first wave? Has anybody got a good explanation besides the need to open borders for economy sake; which seems to suggest that money is more important than life?,2020-12-29,80
39,39,Hopefully all the PSA staff will be notice as a healthcare workers too. Because they are the first person who are in contact  with covid-19 patients. Appreciate and thank you to them too please.,2020-12-28,34
40,40,"When I saw that he penned a letter, I tot is his resignation letter. Many ppl up there are just GFN & NATO. I think that will be the best thing that we want to see.  Anyways salute to the frontline personnel.",2020-12-28,41
41,41,"Thank you to all the front line workers, on ground team and task force who have made sure that Singapore is safe. 👍🙌🏻🙏🏻👏🏻👏🏻",2020-12-29,22
42,42,"Happy indeed we live , unaffected amidst the afflicted by craving amidst afflicted people we dwell free from COVID - 19 pandemic . ",2020-12-29,19
43,43,Give 4 months bonus to them is better than just a letter because actions speaks louder than words. ,2020-12-28,17
44,44,Talk so much abt front line workers...just give them $500/- each as a year end bonus,2020-12-29,16
45,45,"More importantly, does private setting that contribute to the covid situation are eligible to the bonus that is mentioned. Kinda discouraging simply being perceive as ptd Ltd where everything is related to profit",2020-12-28,33
46,46,"Gan Kim Yong. That is an awesome name he did a #*%&&# good job, and he's my man I love him. (in appreciative way.  no not that way.)",2020-12-29,26
47,47,Maybe consider giving them some financial bonus as a way of thanks above that? 🤔,2020-12-29,14
48,48,Pls raise their salaries by 30% n double up their bonus. Thsnk you.,2020-12-28,12
49,49,I'm proud to be a health workers here at Singapore..,2020-12-28,9
50,50,Being part of SG Healthcare Crops and the frontline have been one of the best decision I have made in my life (by far). I wish to use this chance to thank all Covid-19 frontliners (and everyone that I have worked with) for their hardwork and sacrifice during this period. Thank you very much. 🙏🏻,2020-12-28,54
51,51,"Singapore Airlines cabin crew travelled to the US for work from 12 December to 16 December, why they are not quarantined when they back in Singapore for 14 days or swap test upon arrival instead?",2020-12-29,32
52,52,"What have our construction worker can go outside 8 months already can’t go out company say mom not allowed go outside,government starts phase 3,our people can go outside or no tell me anybody ",2020-12-28,34
53,53,Thank you frontline healthcare heroes !,2020-12-28,5
54,54,This letter would be unnecessary if the situation then was properly handled during the Wuhan invasion. I wonder why this Minister is still in office and not fired long ago after so many screw up including health privacy data breeched not long ago.,2020-12-28,43
55,55,"We salute you, our healthcare frontline workers!",2020-12-28,7
56,56,Monetary compensation is the most practical form of acknowledgement and reward. Can we please slap them with a huge ass bonus next year and a ton of AL in 2022 so they can go out and enjoy the world they have helped saved?,2020-12-29,42
57,57,"Droms workers are human too, phase 3 has been started for all except droms workers!",2020-12-28,14
58,58,"Thankyou Singapore,hoping for a better year ahead.Godbless🙏🙏🙏",2020-12-28,7
59,59,Thank you Minister. Next....vaccination.,2020-12-28,5
60,60,Lucky nv receive hardcopy if not I will give my cat tear into pieces!!! Waste my time reading.,2020-12-28,18
61,61,Thanks to all our frontliners! Appreciate all your hard work and sacrifices!,2020-12-29,12
62,62,Salute & Kudos to our Health Care Workers .......... To Singapore 🇸🇬  huge Tq for keeping us safe !,2020-12-29,15
63,63,"When dormitory workers allowed to go out, from March to till now and still 😓",2020-12-28,14
64,64,Thank you ! Salute !  Singapore all healthcare and frontliners .  ,2020-12-31,8
65,65,Thanks to all health workers and the govt to keep the country safe .. 👏🏻👏🏻,2020-12-28,13
66,66,Thank you for all your hard work and dedication 😊😊,2020-12-28,9
67,67,Thank u MOH & all healthcare personnel for risking their health working tirelessly to serve SG community👏🏻👏🏻👏🏻  God bless🙏,2020-12-29,18
68,68,To all Health Care Heroes 🙏 A Big Thank You .,2020-12-28,9
69,69,Astonishing efforts based on thoughtful strategy and seamless execution! 👏 Wish you all a happy NY 2021.,2020-12-29,15
70,70,"Thank you all healthcare personnel. You are someone's father, mother, son, daughter, husband, wife, and more. You've kept us safe and healthy for a year, working tirelessly through your countless shifts. God bless you greatly.",2020-12-28,33
71,71,Thank you all to the healthcare workers🙏👏👏,2020-12-29,7
72,72,Thank you to our amazing healthcare workers!,2020-12-28,7
73,73,Thank so much to our frontliners .. really appreciate their hard work ..  ,2020-12-29,11
74,74,"thankyou to all healthcare workers , frontline workers and more  ❤️❤️❤️",2020-12-28,9
75,75,Well done people. Keep the strength up for next phase. 👍🇸🇬💪,2020-12-28,10
76,76,Thank u so much sg health care worker,2020-12-28,8
77,77,Bravo to the health worker ,2020-12-28,5
78,79,Tq to the front line workers for their hardworking.,2020-12-28,9
79,80,Hats off to health care industry and Singapore government 🙏🙏🙏👍👍👍,2020-12-29,9
80,81,"Words are good, but actions are worth even more",2020-12-28,9
81,82,Thank you to all the healthcare people!,2020-12-29,7
82,83,Thank you so much Singapore ,2020-12-29,5
83,84,"What date can go outside, sir...?",2020-12-29,6
84,85,Singapo is one of the countries that have successfully responded to the pandemic,2020-12-29,13
85,86,Next Year There Is No COVID-19 Spread Around the World,2020-12-28,10
86,87,Need to give them few mths bonus for year end. More support for them too,2020-12-28,15
87,89,How long take to reopen the border,2020-12-28,7
88,90,"Uncle Gan Kim Yong Talk is cheap and it is the White ministers' character to provide lip service. To show your sincerity, increase the pay of the healthcare workers. Otherwise, we cannot take your words seriously. ",2020-12-28,36
89,94,This year has been been the most busy and difficuilt year for me and my family as a healthcare worker... but honestly our gov leader did a great job in leading this fight... at times the tiredness is really a no joke that make me feel hopeless with the fight but our gov encourage us to go on...thanks to all fellow healthcare colleagues for the strong fight this year.. this battle has not end yet and we will get overcome it..🙂,2020-12-29,82
90,95,Knn phase 3 geylang got open or not??? If not phase 3 fir 搞林huh???🤦🤦🤦,2020-12-29,11
91,97,Thank you to all our health care workers who had risked their own health taking care of all the covid 19 patients.thanks singapore 🇸🇬 ♥ take care of people,2020-12-28,25
92,98,Thank you health workers and help in maintaining singapore  healthcare system to be great and efficiency. Kudos to front line workers,2020-12-28,21
93,99,Can start to count the number of deaths MOH is responsible for with the issuing of vaccination n lies about covid soon.  Welcome to Phase 3.  Let's make more healthy people sick n vulnerable,2020-12-28,32
94,100,Luckily we have billions of reserves to spend. No money no talk. I pity our children and their govts who have to find ways to top up the reserves spent next time.,2020-12-28,32
95,101,Then please open border Sg-Malaysia for Frontliner/healthcare first to travel home everyday..,2020-12-29,12
96,102,We should thank the virus for keeping our civil servants busy for whole year. I wonder what they did before the crisis.,2020-12-28,22
97,103,"Front line workers do remember  "" The urge to be of service to mankind"". Thanks. TAKE CARE",2020-12-28,16
98,104,"Last time I believed in LORD. Now after this crisis affecting the whole world regardless of race language or religion, I now stop believing.",2020-12-28,24
99,105,"Ministry of Health, Singapore may I check if it’s possible to consider to issue TraceTogether tokens to healthcare workers in the Hospitals? As u are aware that our healthcare workers has been on the frontline combating this gruelling 2020 as what Minister Gan has mentioned, as our healthcare workers should take priority in having the vaccination. I was thinking in order to relieve the burden of the healthcare workers, why not issue tracetgt tokens in the hospital? So that they won’t have to deal with the on and off no stock situations at the CCs. I am speaking on behalf of our very selfless healthcare workers who put Singapore before self. Thank you for your review of this matter.",2020-12-29,120
100,106,Just fancy words now important is vaccine for healthcare workers and make sure insurance cover the part if vaccine goes wrong,2020-12-28,21
101,107,Thank you to all the health care heroes..💪💪👏👏👏  Thank you so much for all the sacrifices 🙏🙏,2020-12-28,16
102,108,Salute to all the health care heroes. 👏👏👏 Thank you very much for all the sacrifices 🙏🙏,2020-12-28,15
103,109,Salute and thank you to all the health workers of singapore..,2020-12-29,11
104,110,It is my pleasure and honour to serve as a health care team. 😘♥️ Thanks to all.,2020-12-29,16
105,111,Any plans to take action on them?,2020-12-28,7
106,112,We should thanks the frontline staff but not the stupid minister who get the credit at the expense of the medical staff. Don’t forget he is a engineer and not a doctor drawing millions doing nothing except talk only .,2020-12-28,40
107,113,Salute to all the health workers    .. keep safe always .. God bless Happy new year everyone.,2020-12-31,15
108,116,thanks sg health care we are proud of you 🙏🙏,2020-12-29,9
109,117,Frontline worker deserve a bonus!,2020-12-29,5
110,118,Thank you very much for health worker. God bless,2020-12-29,9
111,121,Salute to all of you.god bless,2020-12-29,5
112,123,Thank you so much May God bless you all with good health. .,2020-12-29,12
113,124,Thank you healthcare workers! You have our utmost respect and appreciation! 👏🤝 Thanks you Singapore  ❤❤❤❤❤❤❤❤,2020-12-29,14
114,127,InshAllah may Allah forgive us all and reward those who really worked hard from the bottom of their heart 💓 ,2020-12-29,19
115,130,Wonderful job thank you endlessly MOH ❤️❤️❤️,2020-12-29,6
116,132,Thank you to the frontliners and PAP government for tackling this crisis well 👏👏👏 Great job guys 🙏🙏,2020-12-29,16
117,133,Thank you for keeping us safe ,2020-12-28,6
118,134,"Mah Yi Hui Boey Ying Henry Qi thx for your service!!!! no additional benefits, but thanks anw!!!",2020-12-28,17
119,135,thanku  so much..  Healthcare Of Singapore,2020-12-28,6
120,138,Pls open the border I wanna go bck home. ,2020-12-28,9
121,140,Thank you all.  Always Godbless.,2020-12-28,5
122,144,Thanks for the support and care,2020-12-28,6
123,145,Ijam Nizam Kirsten Abdul Phoebe Ting Limin Kam thank you champions! Dont forget to treat yourself on 31st Dec 2020.,2020-12-28,18
124,147,Thank you so much!! Cheers and keep going!!🙏💪👏👏👏,2020-12-28,8
125,149,May  gods  blessings  remain  fo  all  th  healthcare  workers  to  keep  Sg  safe  !!!,2020-12-28,13
126,153,God bless all of you for taking care of us. Thank you and take care.,2020-12-28,15
127,154,Thank you lord n god bless everyone stay safe ❤❤❤❤,2020-12-28,9
128,156,Thank you and god bless everyone❤🙏🙏🙏,2020-12-28,6
129,159,Thank you all health care! And salute to all the sacrifice 🌹💙💜❤️🙏🙏🙏👌,2020-12-28,11
130,162,Auzubillahiminasyaitanirajim.Bismillahirahmannirahim.Dgn selawat nabi muhammad s.a.w saya mendoakan agar penyakit Ini akan sembuh dan dgn alfatiha saya akan syorkan bahawa penyakit Ini akan tamat pada bulan 6 tahun 2021.Bismillahirahmannirahim alhamdulillahirabbilalaminarrahmanirahimmalikiyaumidiniyakanabuduwaiyakanastainihdinassiratalmustaqimsiratalazimnaanamtaallahihimghairilmaghdubialahimwaladdolinamin.Dgn surah alfateha Ini yang di turunkan di mekah dan dgn selawat nabi besar kita nabi muhammad saw.Allahumasallialamuhammad.Allahuakhbar.Subhanallah.Alhamdulillah.Kita akan serang habis habisan penyakit Ini dan moga moga  Allah akan kabulkan doa kita Ini.Ameen ya robbalalameen.Tidak lupa juga sahabat sahabatku yang berada di seluruh negara mari kita doakan beramairamai Semoga penyakit Ini akan mati.Dan hidup Ini akan Aman seperti biasa.Ameen.,2020-12-28,81
131,165,A big Thank you to all frontliners 👍👍👍👍,2020-12-28,7
132,168,"懒叫啦。 Cfm is some staff write already, ah gan post only lah.",2020-12-28,11
133,172,thank you all who had  been working so hard to keep everyone safe n healthy.  Thank you Sir🙏 lets hope for a better 2021 ,2020-12-28,23
134,173,Salute to all of you working in the healthcare sector. A big THANK YOU! 👏🏻 #SGUnited,2020-12-28,14
135,174,No good news for foreign workers. They are all more stressed mind with lot of problems. So they try to leave from Singapore.,2020-12-14,23
136,175,"What about weddings? Nothing mentioned about increasing the number of guests at weddings.  Indian weddings in temple premises conducted by the priest - is it considered as religious rites, and capacity is up to 250? Why not? ",2020-12-16,35
137,176,"Well done Singapore, keep going same way to protect from covt-19.",2020-12-14,11
138,177,"To have an apple-to-apple comparison, please give Singaporeans the exact vaccine (Pfizer-BioNTech?) that the Cabinet is getting. There are 3 available: Moderna, Pfizer-BioNTech and Sinovac. Otherwise, what's safe and effective for them may not be so for us if we're getting Sinavac, for example, which works differently. ",2020-12-14,41
139,178,"Hello,How about the SHN to come in Singapore from other countries? Is there any changes? SHN at home not in hotel?less 14days of quaratine?",2020-12-14,25
140,179,"""Households may also receive up to 8 visitors""... Sorry does that mean 8 visitors on top of the number of people residing in a household?",2020-12-14,23
141,180,How about our own local candidate lunar-cov19 vaccine? What is the progress? Why can't we speed it up to complete the last trial so that we can remove Sinovac?,2020-12-15,27
142,181,"It's not about big or small country that matter, it's about everyone playing their parts to keep the country safe. Kiasu is the best way to ensure your safety.",2020-12-14,27
143,182,Is trace together token been given out more then 70%. Thought must have the star align with the token given out 70% but not even reach 70% and open for phase 3? Really wayang to the max. Only know about $$$$$$.,2020-12-14,36
144,183,How about odd and even numbers,2020-12-14,6
145,185,How about wearing mask in an open area? Like walking a dog... they are very strict in an open area about 1 meter distance but not in the bus and mrt,2020-12-14,30
146,186,But still need to wear mask???? Or not??,2020-12-14,8
147,187,how about those hard working slaves living in dormitory jails?,2020-12-14,10
148,188,madam/sir how about us foriegn workers stay in dormitory..can we go out?🙏🙏🙏,2020-12-14,14
149,189,Is traveling outside Singapore possible?,2020-12-14,5
150,190,Max how many persons can be invited for each wedding in a hotel ballroom?  Pls advise urgently,2020-12-14,17
151,191,Not much different from phase 2 to phase 3 . Pending another phase 4 .,2020-12-15,10
152,192,"Will we be issued with a pass or certificate for being vaccinated? Any priority given like waiver of SHN, easier overseas travel etc? Thanks",2020-12-14,24
153,193,Wedding banquet pax can hold up to how many pax?,2020-12-14,10
154,194,Should consider making wearing of mask optional in open spaces where there is no close contact between people.  Especially for people who are sitting down and not moving around.,2020-12-14,29
155,195,Is it all the forgien  cannot go out  or only domentry but others can enjoy stupid right,2020-12-14,17
156,196,"but the task force did not mention that it will soon be mandatory for those who have the vaccination taken before you travel to other countries ,there are 5 member task force and no one can elaborate these necessary details for those travelling although it was abvious these regulations might be made mandotory from specific countries before entering as time goes by ,is MOH prepared for travellers from other countries to be vaccinated before you arrive to singapore ",2020-12-14,77
157,197,How about  dormitory people can go outside.,2020-12-14,7
158,198,Why implement after Christmas? Need to invite more than 5 relatives over for dinner.,2020-12-14,13
159,199,Understand the elderly with be vaccinated first.  How old is considered elderly? >= 65?,2020-12-14,12
160,200,It's applicable for only citizen s la foreign workers just eat and work  la  😏😏😏😏,2020-12-14,13
161,201,how about malaysia people coming over ??🥺,2020-12-15,6
162,202,Allow families celebrating  Christmas to have 8 visitors at home,2020-12-16,9
163,203,Can we please get people back to the office!  Also get sports back to normal!  If. Are saying events can have 50 pax in a zone .  Then that means sports can get back to normal  right!!,2020-12-15,35
164,204,What about s Indoor court sports like badminton. Any relaxation on cross court and number of people on court?,2020-12-14,19
165,205,and please open border with Malaysia and Brunei with under strict rules like travel bubble such as quarantine and rapid test etc. before travel,2020-12-14,24
166,206,"May I ask,  if my household has 6 staying together,  does it mean I can oli have 2 visitors to visit?  Tks",2020-12-14,20
167,207,Sinova uses live inactivated virus which is more risky... vaccine nowadays have moved a way from live attenuated strain,2020-12-14,19
168,208,Public Swimming-pools are not open ? Not for schools . But for older people as of 65 years . To get regular exercise ?,2020-12-14,18
169,209,I feel pity to the workers at dorms that haven't allowed to go out since they've quarantined for many months..,2020-12-14,18
170,210,"How about fdw going to our home in Philippines,if come back in sg is it still have quarantine?",2020-12-14,19
171,211,When dormitory people go outside?,2020-12-14,5
172,212,what about solemization held at ROM venue? The update only mentioned 8 visitors allowed for home.,2020-12-15,15
173,213,Why not open Phase III for Christmas since it’s around the corner ,2020-12-16,13
174,214,"How's the modern slaves at Dormitories, they are humans, they can't even buy new clothes for Christmas. Only in Singapore",2020-12-14,18
175,217,Dear sir please allowed outside forign workers monthly one time,2020-12-14,10
176,218,imports will be up to 50 from 10.,2020-12-14,6
177,219,Can star play football ..11 a side?,2020-12-14,6
178,220,Why migrant workers Still lock up..we being locked up so long . We hoped on phase 3 we will be able to go out 😣😣😣😣 but but .at least once let us go out on our off day 😣😣😣😣,2020-12-14,36
179,221,No travelling till Singapore to allow private jet to fly again hehe,2020-12-14,12
180,222,"Btw, when can start travelling? 😓😓😓🤔🤔🤔",2020-12-14,5
181,224,What about gyms and sports facilities?,2020-12-14,6
182,225,Let us play football next! At least 5 aside 🙏🏽,2020-12-14,8
183,226,How about the helper 🙏🙏🙏 i very proud of singapore thanks alot,2020-12-14,11
184,227,So no need to wear mask already?,2020-12-14,7
185,229,What about sport groups? More than 50?,2020-12-14,6
186,230,Hats off Singapore for the impressive feat achieved...! Together we shall achcive even more 👍😊😊🙏,2020-12-14,14
187,231,Thanks you so mom Moh..n sg government.. really were proud of you..god bless to sg,2020-12-14,17
188,234,Any news for foreign workers who until stay in singapore now? We want freedom life 🙏,2020-12-14,15
189,236,Dormitory people when can go outside ,2020-12-14,6
190,237,It is good that we can open up further. Just make sure to use Trace Together.,2020-12-14,16
191,239,"Hello MOH,will the nursing home be reopen during phase 3,I have been a long time can’t visit my mum,kindly reply ",2020-12-14,23
192,240,It's nothing special for drom workers.  We just work and eat. Depression killing me. Sometimes i feel i want bite my hand. Its like prison life. Anything can't say just hard work  and eat spoil food. Robotic life.,2020-12-14,36
193,241,"Bro, wait long long... Suggest doing our get togethers on my eve...",2020-12-18,12
194,242,I wait very long liao this day!!!!!,2020-12-14,7
195,243,8pax social gathering - 30-40 pax in buses or trains !!!! No common sense let’s congregate on the bus ,2020-12-14,17
196,244,To much people came out my God,2020-12-14,7
197,247,Anybody can enlighten me whether baby regarded as one person,2020-12-20,10
198,249,All can go out why lockdown only dorm ,2020-12-14,8
199,250,"How about graduation ceremonies? Ministry of Health, Singapore",2020-12-14,8
200,252,I jz wanna know when r we gonna stop wearing masks. ,2020-12-15,11
201,253,Will vote for pap again. 🥰,2020-12-15,5
202,254,All this activities for human.For moedern slave just enjoy prison life.,2020-12-14,10
203,255,If phase 3 start to open anything special for dormitory people😥.????,2020-12-14,10
204,256,"If bus and MRT can be allow without safe distancing, why have so many restrictions for others till now and how long this phrase 3 will be and what's next?  Bus and MRT started to make normal income long ago but many many others ppl and companies are still struggling to survive or even dead now. Why? Is it bcos bus and MRT belong to government??  And why the 10.30pm restrictions for bistros? The virus only come out after 10.30pm and is really active after 10.30pm?  And religion activities can be up to 250 pax, then why normal gathering only up to 8 pax? What's the difference??",2020-12-15,102
205,257,When dormitory people go outside?we r boring.,2020-12-14,8
206,258,How about China people come to Spore for work and study? Do they need to give vaccine before they enter to Spore,2020-12-14,22
207,261,Good gov dont extend the drinking time . Keep the 10.30 drinking time for next 2 yr pls.,2020-12-15,15
208,262,Happy Blessed Birthday Bin Soo!,2020-12-15,5
209,265,No newz abt border... Omg,2020-12-15,5
210,266,"Better caught now than never~thank you all frontliners; stay safe, stay strong, stay positive；大家辛苦了!",2020-12-15,15
211,267,So sad news for all of us. Bett er luck next time. May God bless us all foriegn workers.,2020-12-14,19
212,269,"A lot of funny comments, I enjoy reading.",2020-12-14,8
213,275,"Great, thank you very much Sir PM Lee Hsien Loong 🙏🙏🙏🥰🥰🥰💖💖💖🇸🇬🇸🇬🇸🇬💯💯💯🧧🧧🧧🙋‍♀️🙋‍♂️🙆‍♂️🙆‍♀️👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦👨‍👩‍👧‍👦",2020-12-14,10
214,277,MOH...Well done n keep going...🤩👏,2020-12-14,6
215,294,Lamb of God u take away the sins of the world have mercy on us🙏🙏🙏 Lamb of God u take away the sins of the world grant us peace 🙏🙏🙏...,2020-12-14,29
216,295,Eto na phase3 Jef F Rey  Arvin Meanne Palling Bryan Aguilar Silvestre Reyes,2020-12-14,13
217,296,LPPL. Not really a big difference.,2020-12-14,6
218,299,"Thank you God,Thank you singapore government,Thank you frontliners.💟🙏🇵🇭🇸🇬",2020-12-14,10
219,312,Dear sir dorms workers can go out ,2020-12-14,7
220,318,Tests to include hidden Intest eg cult etc,2020-11-27,8
221,320,"To keyboard warriors, don't shoot your mouths off if picked up cases during community testing. Dont test kao peh, test also kao peh. Juat STFU.",2020-11-27,24
222,321,Stop imported. They wouldn't stay at home during the stay home notice. They will bring virus around to the public!!!,2020-11-27,19
223,324,"I'm curious.. why is it that travellers from countries like NZ, Aus, Vietnam, Brunei & Mainland China (soon Hkg) can just take the test in lieu of SHN, but not those travelling from Taiwan, which seems to have a much better control and lower risk?",2020-11-11,43
224,325,Please conduct more community engagements for those still undecided about TT tokens. And make the collection more accessible rather than one location at a time. Perhaps it’s not the public’s reluctance to take up the adoption but the poor marketing and roll out the primary reason why the take up rate is not there yet. ,2020-11-11,57
225,326,Hope the test is not expensive..it only cost sgd20 for the test in China.,2020-11-11,15
226,327,Live life on the edge — open Singapore border to US. 😂😆,2020-11-11,10
227,328,"Ministry of Health, Singapore is there a full list of low-risk countries?  Secondly, regions like Thailand, Laos, and Cambodia have low rates too, is there something we don’t know that causes the TF to refuse open borders to them?",2020-11-10,39
228,329,"Total nonsense. Testing will be offered to Singaporeans on 1st December but is it free of charge? Plus is it compulsory to take the screening? Plus if it is not compulsory, a lot of Singaporeans who has the covid 19 virus are still spreading coronavirus by eating in public places. Could the government please tell me when are you going to take action against those Singaporeans who got the corona virus but still spread to other Singaporeans but still won't see a doctor but still refuse to admit that they are infectious. ",2020-11-11,89
229,330,Why don’t Singapore Citizens and PR coming from high risk countries have to take the CPR test too???,2020-11-11,19
230,331,Precious Ramos right in the nick of time!,2020-11-10,8
231,332,how much is thw PRC  test sir,2020-11-11,7
232,333,Keep calm and stay safe :),2020-11-10,5
233,337,👏👏👏👏kudos to the Singapore government and the people of Singapore who made this possible that today we are safe and healthy . Thank you for all your efforts and work for keeping us safe and secure . ,2020-10-20,35
234,338,Saw a group of 8 people sitting in a table at ABC hawker centre yesterday during lunch hour. No safe distancing ambassador in sight. Where are they when they are needed? The hawker centre was jam packed and no social distancing being practiced. Are we really good for phase 3?,2020-10-21,48
235,339,"Truly amazing work to this point!  I like the approach of groups of 50 for weddings and worship events in phase 3.  Perhaps an application system could be used to extend this to other events? Team sports carnivals, for example.  We need to ensure team sports can restart properly or we could well be creating a new epidemic of obesity in a generation largely unimpacted by covid.",2020-10-21,65
236,340,Big thumbs up to sg government😍😍for there lots of efforts to ensure us people to be safe many thanks to the frontliners.may god bless us all,2020-10-21,26
237,341,"Thank you for your efforts to prevent the disease, and I think this is the power of Singapore. Cheer up, everybody.Fighting!!",2020-10-20,20
238,342,"From MOH report, there are imported cases coming from Germany, UAE besides India, indonesia, Philipines and none from Malaysia. Are the borders from the mentioned countries excl malaysia opened already?",2020-10-21,30
239,343,"""There was a time when people said that Singapore won't make it, but we did.""   Almost 6 months ago when we were experiencing a maj outbreak in workers dorms, many negative minded people seemed not to have faith in our gov/ 4G leaders, mocking our leaders, making all kind of nasty comments on them, saying that they were incompetent and useless.    Today, when some other countries are facing another wave, having high community cases and planning to impose stricter measures, our Singapore is planning into phase 3. Why is this so?   Besides having a team of selfless and committed healthcare workers and other frontline heroes, another reason is due to we have a capable and competent gov with strong leadership. This is undeniably, the fact we see today. Thank you to our 4G leaders that never stop to make our Singapore safe for everyone here.   ""There was a time when oppies said that 4G leaders won't make it, but they did.""   Meantime, let's not be complacent. We shall all continue to play our part by following the safety measures at all time.   Singapore can definitely do it. 🇸🇬👍",2020-10-20,179
