,post_id,user_id,date_time,comment_raw
10,2465852105234496546,207567201,2020-12-17 10:34:59,"The actor spotted two workers on the set of his latest Mission: Impossible movie flouting the rules – and launched an expletive-laden rant.

In audio released by the UK’s Sun tabloid, the 58-year-old Hollywood star can be heard warning that anyone caught not following the rules to stay at least 2 metres away from others will be fired. “If I see you doing it again, you’re f—-ing gone and if anyone on this crew does it, that's it. That's it. No apologies.” 

Click on the link in bio for more. #TomCruise #MissionImpossible #safedistancing #socialdistancing #Hollywood #movie #celebrity #actor (Photo: AP)"
11,2499952530438989281,207567201,2021-02-02 11:46:26,"Yes, spring cleaning is going to be a bit different this year because of the pandemic. Do you have to keep disinfecting over CNY and how should you handle all those goodies?

Click on the link in bio for the answers if you want to be on the safe side. 

#ChineseNewYear #CNY #springcleaning #cleaning #hygiene #COVID19 #pandemic #home #tips (Art: Pixabay)"
12,2505694584414636269,207567201,2021-02-10 09:54:52,"Always check for filters before logging on, people. 

Click on the link in bio for the story and the hilarious video. #Zoom #cat #filter #quirky (Photo: AP)"
13,2505732195854124558,207567201,2021-02-10 11:09:36,"Some restaurants are now banking on the takeaway one-dish meal to drive sales during this period. 

Link in bio for the story. #Malaysia #ChineseNewYear #COVID19 #food #poonchoi #bakkutteh (Photo: Vincent Tan)"
0,17846220035055588,28980466,2020-04-03 10:35:10,😢😢
1,17850630556986497,1937497836,2020-04-14 08:05:35,Stay safe ❤️
2,17842864340154319,34209864167,2020-05-09 10:34:04,I wanna see this robot chase down a kid 😂
3,17855616142957947,13477133716,2020-05-14 09:18:55,HI FRIENDS AND FAMILY I BUY OLD MAL🇲🇾(coin$note)10KMYR PER ONE ☝ OLD BRU🇧🇳(coin$note)10KBND PER ONE ☝ OLD SIN🇸🇬(coin$note)10KSGD PER ONE ☝ Ya ALLAH-🤲🤲-!!!!!!!!..........>>>>>>>>>>>>>>
4,17849283293111625,401107055,2020-06-02 11:30:55,Hey there @channelnewsasia  don’t mind me asking I tough  I tough retail are not allow to operate
5,17879132428722776,7294984324,2020-06-16 13:41:03,expect more cases
6,17967519427308701,1937497836,2020-06-19 07:31:21,💖
7,18146731762004926,551775170,2020-06-19 10:41:48,flfc？
8,17931430567382575,278922361,2020-06-20 08:19:40,"Dormitories number will continue to drop, or even to 0. However, high possibility that community case will rise as we move into Phase 2. Will it lead to a second wave in August, perhaps 🤷‍♂️? Be vigilant, continue to stay home, stay safe, stay healthy."
9,17891728189572088,250191185,2020-07-13 12:05:50,It is funny indeed. After 3 months of CB and school closures we are still not at Red. Wonder under what the circumstances need to be when we are in Doskong Led 😜
10,17869614326155763,589533659,2020-12-17 10:36:10,Now he more famous..
11,17844204332522507,1639202651,2021-02-02 11:47:34,Hahahha no visitors so can save more money no need to give red pockets
12,18192171727010404,23913769,2021-02-10 10:03:11,"He's committing ""purr""-jury"
13,17886327272005414,1907671788,2021-02-10 11:10:40,@ohsukai
