Unnamed: 0,Unnamed: 0.1,id,date,time,Comments,hashtags,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
10,4,1.33847e+18,14/12/20,20:53:52,Yo!!! Comedy shows are BACK!  (With safe distancing rules and limited capacity😛)  Get it here!   https://t.co/RRLj8yH1dK  https://t.co/szxWWMdkIj,[],15,Social Distancing,15,1,-13.68965498274954,2,1,0,6.157480290770559,1,0,0.0
11,5,1.33728e+18,11/12/20,14:09:27,Singaporeans with no where to go. Orchard Rd is a hive of activity. Branded stores are ringing them in. This is the queue at Luke’s Lobster where ONE lobster roll will set you back $30+++. Safe distancing ambassadors (in red) are at a lost.  https://t.co/mAEOrvjR6X,[],44,Social Distancing,44,2,-12.092821881577185,8,0,1,2.2891761753518267,0,0,0.0
12,6,1.33653e+18,9/12/20,12:43:59,"(4) @MilkenInstitute Asia Summit: Speakers &amp; attendees are then ushered to their designated tables &amp; seats, once again divided into the 4 zones. Masks are mandated at all times unless eating or drinking. Safe distancing ambassadors are also stationed around the venue. #Singapore  https://t.co/mJycGApBaN",['singapore'],37,Social Distancing,41,2,-13.358339792116954,9,3,0,1.8141944149809166,0,0,0.0
13,7,1.33652e+18,9/12/20,12:02:22,"This festive season stay safe and in your safety bubble. Enjoy the festivity but do keep the mask on when in public and observe safe distancing, sanitise, etc... #BeSafeNotSorry @ Singapore  https://t.co/l6gOpNyL24",['besafenotsorry'],29,Social Distancing,29,2,-13.060749384976297,2,4,1,3.3404997875704803,0,0,0.0
14,8,1.33616e+18,8/12/20,11:49:02,"Preparations underway for the in-person segment of this year’s @MilkenInstitute Asia Summit. 200-person capacity, and will strictly follow safe distancing + other guidelines set by the Singapore government. More updates to follow over the next day.  https://t.co/RgccpNqOSU",[],34,Social Distancing,34,2,-12.545366935475517,3,2,0,2.4661555524028858,0,0,0.0
15,10,1.33547e+18,6/12/20,14:18:58,"As a Safe Distancing Ambassador, we advocate the importance of safe distancing and good hygiene habits for the safety and health of the members of the public.  @NEAsg  Public Hygiene Council @CGSingapore   #safedistancingambassador #SGClean  https://t.co/BHh7Dqv0Dj","['safedistancingambassador', 'sgclean']",30,Social Distancing,30,2,-12.997840934407701,1,1,1,2.1468225210211576,0,0,0.0
16,11,1.33504e+18,5/12/20,10:08:51,"@TheRealHoarse Morning here. Heading out to do some grocery shopping and dim sum lunch. Feel safe in Singapore. Masks, social distancing, contact tracing, good citizenship. Business are open and people are complying. No magical thinking.",[],34,Social Distancing,34,2,-12.244639848985033,7,2,0,1.8877172053595361,0,0,0.0
17,12,1.33437e+18,3/12/20,13:48:51,"With @han_zhe , we are #ChemAt2m filming footages on our teaching materials for 2021, with safe distancing and masks 😷 This garden 🪴 has lots of natural greens, even when I ain’t wearing my military greens. #RealTimeChem  https://t.co/iFBrsQS74r","['chemat2m', 'realtimechem']",31,Social Distancing,31,2,-13.75635091113764,6,3,4,3.2258992360300045,0,0,0.0
18,13,1.33345e+18,1/12/20,0:42:11,"@JYHeffect Thank goodness. Practice safe distancing, and no sharing of food and utensils for now. Stay safe and healthy always.",[],19,Social Distancing,19,1,-12.0454301819879,0,2,0,4.197650602367687,0,0,0.0
19,14,1.3319e+18,26/11/20,18:14:51,"Back in the day I regularly met up and wefied with @LKYSch students, staff, audiences, faculty. But recently no. However, as we move carefully into Phase 3, masked and maintaining safe-distancing, … here I am with two of my wonderful colleagues after pizza lunch in Holland V.  https://t.co/xXZUlwAbiM",[],43,Social Distancing,45,2,-12.349324862125712,6,2,4,3.3404997875704807,0,0,0.0
20,15,1.32927e+18,19/11/20,11:48:43,i will fight a safe distancing ambassador one day,[],9,Social Distancing,9,0,-11.23361155449847,1,0,0,10.458498421283293,2,0,0.0
21,16,1.32759e+18,14/11/20,20:42:48,"We are loosing a generation of youngsters, the 8-12 year olds will be lost to the sport unless pools open. No scientific evidence that swimming is not safe! Social distancing works in swimming.",[],32,Social Distancing,33,2,-11.489453547109973,7,0,0,3.7236888373929395,0,0,0.0
22,18,1.32719e+18,13/11/20,18:15:47,"Ikea safe distancing practise at the restaurant should continue after the  phases.  It is more efficient to guide customers to the tables. Pre covid, customers had to go look out for empty tables.  #IKEA #Singapore","['ikea', 'singapore']",33,Social Distancing,33,2,-11.763300630040302,6,0,0,3.3272655130570454,0,1,1.0
23,19,1.32711e+18,13/11/20,13:00:24,"Omg just went to eat in Tekka Market, took one look and turned back round. Zero entry scanning, zero numbers control and absolute zero safe distancing. By my reckoning at least twice the number in there than should be. At this rate we can forget phase 3. #CNA  #Straitstimes","['cna', 'straitstimes']",46,Social Distancing,47,2,-11.883704848728703,8,2,2,1.9260008619650615,0,1,0.0
24,20,1.32507e+18,7/11/20,21:43:11,"Indonesia is leading ASEAN games now!! 😭oh, no .. we are.. leading in Covid19 case &amp; fatality guys. Why?? Because People are following Jerinx!! Anti mask &amp; safe distancing This’s why #Jerinx is dangerous, he should be locked up until pandemic is resolved. @fadlizon @iwanpiliang7  https://t.co/vXPSHJmUgO",['jerinx'],40,Social Distancing,41,2,-13.767406263067972,13,0,1,2.41726786520977,0,1,0.0
25,21,1.32503e+18,7/11/20,18:50:20,Safe distancing measure are not comply as the queue is less than a metre due to the overwhelming human traffic at Causeway Point.  There is a control of the number of visitors within the complex. #StaySafe,['staysafe'],35,Social Distancing,35,2,-10.904416075906875,3,0,0,3.582415278503381,0,0,1.0
26,22,1.32037e+18,25/10/20,22:33:39,Safe distancing measures in place?,[],5,Social Distancing,5,0,-12.011117860998203,0,0,0,13.832413157072727,2,0,0.0
27,23,1.32018e+18,25/10/20,9:50:32,2020.10.24  safe distancing on A380 and dining on the ground @ Changi Airport  https://t.co/7yWTtPaDuc,[],10,Social Distancing,14,1,-13.970499518582296,1,1,0,8.157520887733781,1,0,0.0
28,24,1.31861e+18,21/10/20,1:38:05,@flyscoot Wth is this? Paid $1300 for a one-way to Tianjin with no safe-distancing during #Covid_19. No empty seats between unrelated passengers. I was not informed and I did not sign up for this. #singapore  https://t.co/izlad3PnyG,"['covid_19', 'singapore']",29,Social Distancing,32,2,-12.72309260029708,6,1,1,5.582319849062409,1,0,0.0
29,25,1.31844e+18,20/10/20,14:40:28,Ireland plans for a second Lockdown for another 6-weeks. Stay Safe people and practice Social Distancing. . . . #covid19 #ireland #staystrong #socialdistancing #ireland #euro @ Singapore  https://t.co/YMlSqIeRt4,"['covid19', 'ireland', 'staystrong', 'socialdistancing', 'ireland', 'euro']",17,Social Distancing,17,1,-15.49015683453256,1,1,0,3.855716871785309,0,0,0.0
30,27,1.31492e+18,10/10/20,21:29:38,@lankan_true Anuone can have the virus. That's why health guidelines including no physical contact and safe distancing must be enforced. Everyone should wear masks. Supervisor should have gloves. (Like we did election.) We can't halt everything until corona vanishes (might take years). 1/2,[],39,Social Distancing,43,2,-11.883626804510579,10,1,1,2.374984126733309,0,1,0.0
31,28,1.31475e+18,10/10/20,10:17:00,Get out and get moving today! Let’s stay vigilant and look out for each other with the safe management measures implemented 😄👌🏼  ✔️ Practise safe distancing  ✔️ Use contact tracing via SafeEntry  ✔️ Undergo temperature screening  ✔️ Wear face mask when resting  https://t.co/gqwuheMgwn,[],38,Social Distancing,37,2,-13.824757387382057,8,3,0,2.0437594871930163,0,0,0.0
32,29,1.31335e+18,6/10/20,13:14:16,@LeanneStewart @eccemarco If some white / western expats here being kicked out for flouting lockdown rules and safe distancing measures are anything to go by…,[],22,Social Distancing,22,1,-12.851448138729708,5,1,0,5.408315196212942,1,0,0.0
33,30,1.31326e+18,6/10/20,7:20:39,"This is how to make sure “Covid19 doesn’t dominate lives”. Follow the science, masks, safe distancing, testing, contact tracing etc... NZ, Taiwan, SKorea, Hong Kong, etc have done it.. but Trump and his enablers can’t relate.",[],38,Social Distancing,36,2,-12.910386466266255,10,2,0,2.0929391625767955,0,0,0.0
34,31,1.31157e+18,1/10/20,15:41:56,Macam bodo sume tempat safe distancing but public transport no safe distancing. Like it just doesn’t add up sometimes hahaha,[],21,Social Distancing,20,1,-14.607352814939132,3,1,0,5.238626789188963,1,0,0.0
35,32,1.30799e+18,21/9/20,18:15:38,Nabei fucking safe distancing ambassador just cough infront of me without mask,[],12,Social Distancing,12,1,-14.581514895664476,1,0,1,8.157520887733783,1,0,0.0
36,34,1.3073e+18,19/9/20,20:49:15,"jewel is a potential hotspot for covid. no safe distancing enforcement, everyone is too close to each other. it's a hypochondriac's worst nightmare during this pandemic.",[],24,Social Distancing,26,2,-11.755828417666713,2,0,0,4.798253640419633,0,0,0.0
37,35,1.30723e+18,19/9/20,16:18:02,"Fk all these ""safe distancing"" protocols. Have yall seen the trains and busses?",[],13,Social Distancing,13,1,-13.31340289006669,3,1,0,8.157520887733781,1,0,0.0
38,37,1.30668e+18,18/9/20,3:24:37,@iamkarendavila safe distancing inside the public transport here in Singapore were already lifted after the circuit breaker which is around first week of june. face shield is not a requirement here but face mask is mandatory. talking with each other and answering calls are being discouraged.,[],45,Social Distancing,45,2,-11.442787406243436,11,2,0,2.7591983470590375,0,0,0.0
39,39,1.30582e+18,15/9/20,18:43:35,Doing a platoon huddle while observing safe distancing has to be the biggest oxymoron in this reservist cycle.,[],18,Social Distancing,18,1,-12.403176786096406,4,1,0,8.157520887733781,1,0,0.0
40,40,1.30337e+18,9/9/20,0:28:47,_ This institution is 20 years old &amp; nothing much has change; even the buffet prices remain in situ. _ Its pack on a Tue nite; with safe distancing measures in place of course &amp; entrance is via the back of the Hotel…  https://t.co/N76GQAVeB9,[],38,Social Distancing,43,2,-12.676243162962573,6,0,0,1.937263781634733,0,0,0.0
41,41,1.3017e+18,4/9/20,9:44:27,"Thank u @yahuiyh for d kind reviews ! We r ready to Feed Singapore  !!  Call now for an affordable n yummy good time . Chef Candy dishes r very Aroy! #dunsayibojio  Due to safe distancing n crowd control , best is…  https://t.co/OJfkMvrdz9",['dunsayibojio'],36,Social Distancing,36,2,-14.01262516198424,7,0,0,2.0198359525989003,0,0,0.0
42,42,1.30097e+18,2/9/20,9:22:56,"@lzy3 Thank you :) Always welcome! It’s already open now, though with very limited capacity to maintain safe distancing :)",[],18,Social Distancing,17,1,-12.208386027004016,2,1,1,14.314157420614,2,0,0.0
43,43,1.30044e+18,31/8/20,22:25:48,Please be safe guys .. take all precautions and safety measures.   Try to avoid crowded places and maintain social distancing.  #Coronavirus #SafetyFirst #COVID19  https://t.co/gt7Evgcjqd,"['coronavirus', 'safetyfirst', 'covid19']",19,Social Distancing,19,1,-13.775484530569848,5,2,0,4.072720022647804,0,0,0.0
44,44,1.29994e+18,30/8/20,13:11:45,Some people are either just plain dumb or don't care a feck about #SafeDistancing Selfish bastard 🤬,['safedistancing'],14,Social Distancing,15,1,-13.361908621730704,2,1,0,10.458498421283293,2,0,0.0
45,45,1.29993e+18,30/8/20,12:38:30,"30082020 First time bumping into short queue for SAFRA Mount Faber Swimming Pool, no thanks to the 50-people limit imposed for COVID-19 safe distancing measures #SAFRA #MountFaber #SwimmingPool #BurnFatsTime #Apple…  https://t.co/dS3xrc04cB","['safra', 'mountfaber', 'swimmingpool', 'burnfatstime', 'apple']",24,Social Distancing,25,1,-16.407453901841656,2,0,0,2.2312891725066866,0,0,0.0
46,47,1.29883e+18,27/8/20,11:36:39,Great to be back in the #CISDesign workshop @CISsingapore with students safe distancing for a preliminary investigation of flatpack joining techniques.  https://t.co/VIP6ZK9UQq,['cisdesign'],19,Social Distancing,19,1,-13.056366405130655,1,0,0,3.7236888373929387,0,0,0.0
47,49,1.29677e+18,21/8/20,19:43:17,"For the first time, the opening of Parliament will take place in two locations, Parliament and the old Parliament House! With safe distancing measures in place, and numbers including guests, we would not have been…  https://t.co/kjNt6dgvNe",[],35,Social Distancing,35,2,-10.79445822657962,5,2,1,3.252254342644317,0,0,0.0
48,50,1.29599e+18,19/8/20,15:31:12,"was in VivoCity earlier. There were so many safe distancing ambassadors on duty, never seen so many of them at this place before....mmmmm..",[],24,Social Distancing,24,1,-11.161639698296309,4,0,0,8.157520887733781,1,0,0.0
49,51,1.29569e+18,18/8/20,19:39:26,"What a great way to get creative while maintaining safe distancing measures on National Day.  Pic taken before National Day. @ Jurong East, Singapore  https://t.co/Sw7klQHfbC",[],23,Social Distancing,23,1,-12.688127434582023,3,1,0,3.351376521080651,0,0,0.0
50,52,1.29525e+18,17/8/20,14:46:24,Spoke to a partner in Thailand. Same scene there as well. Almost back to normal but with new safe-distancing rules. Queuing for elevators after lunch break is back!,[],27,Social Distancing,28,2,-11.370835667849304,2,1,0,3.72368883739294,0,0,0.0
51,53,1.29497e+18,16/8/20,20:25:24,✨Giveaway✨ Doing my part to keep Singapore safe by practicing safe distancing but i have to salute the real heroes in this pandemic - our frontliner friends. • Partnered up with Pepsi to giveaway Thank You Packs for…  https://t.co/RG4rapJDHN,[],36,Social Distancing,37,2,-13.538358952196356,6,1,4,3.3404997875704803,0,0,0.0
52,54,1.29409e+18,14/8/20,10:04:16,"@MichelsTristan In Singapore, cinemas are already open for business, albeit with restrictions (such as staggered seating and wearing a mask at all times unless eating and drinking).  After Bigfoot Family last month, I'll be watching Tenet next, but will practice safe distancing at all times.",[],43,Social Distancing,44,2,-12.307828510127539,4,3,0,2.0548831731032475,0,0,0.0
53,55,1.29343e+18,12/8/20,14:07:36,Did an observational drawing (of a cuboid seat) on #procreate app on a #iPadPro which turned abstract and let my craziness loose... haha 😛 it’s a commentary piece about the danger of not safe distancing in #COVID-19…  https://t.co/H6kUyqpzcz,"['procreate', 'ipadpro', 'covid']",34,Social Distancing,33,2,-13.233196945386256,3,1,1,3.3404997875704803,0,0,0.0
54,56,1.29343e+18,12/8/20,14:06:25,Did an observational drawing (of a cuboid seat) on #procreate app on a #iPadPro which turned abstract and let my craziness loose... haha 😛 it’s a commentary piece about the danger of not safe distancing in #COVID-19…  https://t.co/j865Z8yGgU,"['procreate', 'ipadpro', 'covid']",34,Social Distancing,33,2,-13.233196945386256,3,1,1,3.3404997875704803,0,0,0.0
55,57,1.29336e+18,12/8/20,9:21:54,"2020 is such a great number.. but sadly it’s a year of misery.. not only to some of us, but to the world..   Let’s support each other.. stay strong and safe.. wear your mask, social distancing pliz! We will get thru…  https://t.co/HVcEkLPRh8",[],42,Social Distancing,41,2,-11.39775942131146,5,2,2,3.3404997875704807,0,0,0.0
56,58,1.29334e+18,12/8/20,8:05:57,If @realDonaldTrump is so worried about #MailInBallots he should declare  #Election day a public holiday so that people can vote in person in a safe distancing way. #USElection2020 #riggedelection,"['mailinballots', 'election', 'uselection2020', 'riggedelection']",24,Social Distancing,24,1,-11.481951536394561,3,0,0,3.7236888373929395,0,1,0.0
57,59,1.29229e+18,9/8/20,10:57:58,"Happy 55th National Day 🇸🇬 . Face mask, Social Distancing + Wash hands, Check our temperature &amp; stay safe always 🤗 . #S2304 #infiniteimaginations #pantunism #singapore #ndp2020 @ Singapore  https://t.co/APhCY4iFMg","['s2304', 'infiniteimaginations', 'pantunism', 'singapore', 'ndp2020']",16,Social Distancing,18,1,-16.474829279215346,2,0,1,2.2780122704353163,0,0,0.0
58,60,1.29229e+18,9/8/20,10:52:01,"Majulah Singapura &amp; a happy 55th birthday to this awesome little country. Thanks to Lexxus for superbly organising a safe distancing, National Day run this morning. Groups of 5 toured Fort Canning Park completing tasks &amp; visiting new sites. Have a great National day everyone! 🇸🇬  https://t.co/uk48vu84M6",[],41,Social Distancing,45,2,-13.546833560174802,6,0,0,1.6992342159458675,0,0,0.0
59,61,1.29227e+18,9/8/20,9:33:31,"Besides grappling with fewer students and having to adhere to #safedistancing rules, #coaches are also facing difficulties booking #publicfacilities.","['safedistancing', 'coaches', 'publicfacilities']",16,Social Distancing,16,1,-13.130690507970835,6,2,0,8.157520887733781,1,0,0.0
60,62,1.29069e+18,5/8/20,0:48:50,"These days shoots includes bringing own utensils,  mask on when not your turn.. extra #safetymeasuresonshoot take temperature 3x , safe distancing... BUT one thing nvr change .. wen u hv a gd pdn house n da boss n…  https://t.co/CsA6Lfycjh",['safetymeasuresonshoot'],34,Social Distancing,35,2,-15.392879211461356,5,1,1,2.1691439993324835,0,0,0.0
61,63,1.29056e+18,4/8/20,16:17:08,Can you name ways to practice safe distancing without being socially distant?,[],12,Social Distancing,12,1,-12.212743059764566,2,0,1,14.314157420613999,2,0,0.0
62,64,1.28984e+18,2/8/20,16:37:00,Our Sunday worth spending with our favourite team mates.  . . Thank you to our two dear coaches @hardimohamed and Andrew for the splashing morning fun and ensuring that safe distancing measures were adhered among…  https://t.co/3vlrqI5P33,[],32,Social Distancing,32,2,-12.772572420460689,5,1,3,3.6154222871014725,0,0,0.0
63,65,1.28898e+18,31/7/20,7:37:35,"Salam #eiduladha2020 to all Muslims around the world. As y’all can see, I’m tryin’a squeeze my tight body into this #fly Raya outfit. Stay safe &amp; don’t forget your social &amp; physical distancing! &amp; to the rest, happy…  https://t.co/TX3nGAwjth","['eiduladha2020', 'fly']",37,Social Distancing,36,2,-13.419001858952571,3,0,2,2.4731880983691528,0,0,0.0
64,66,1.28736e+18,26/7/20,20:19:15,#pokemongofest2020  Gofest 2020 Day 2 had just ended here in Singapore. And gonna say I kinda like it when you are able to go outside and remember the safe distancing rules that apply here i feel happy. And able to meet my friends again to play. Some traded shinys duriny the day  https://t.co/3Nx6JL70Wx,['pokemongofest2020'],49,Social Distancing,51,3,-11.99675647536115,12,2,3,5.238626789188961,1,0,0.0
65,67,1.28694e+18,25/7/20,16:23:26,"Our recipe for a great ride: small group, punchy segments, scenic (round the island) route. Safe distancing was observed.  https://t.co/Rz1kfTY4bb",[],19,Social Distancing,19,1,-13.239271924564386,3,0,0,4.197650602367688,0,0,0.0
66,68,1.28623e+18,23/7/20,17:15:49,"The lights are much brighter there  You can forget all your troubles, forget all your cares So go to mcdsg   #covid19 #phase2 #day35 #mcdonalds #safedistancing #isabelmarant @ McDonald's  https://t.co/6PIABU80bG","['covid19', 'phase2', 'day35', 'mcdonalds', 'safedistancing', 'isabelmarant']",20,Social Distancing,21,1,-15.325586321835434,5,0,2,6.645015734668391,1,0,0.0
67,69,1.28618e+18,23/7/20,13:56:37,"Good work Bengaluru Airport, highly commendable efforts to keep physical distancing. Thank you for keeping us safe 🙏🏼   @BLRAirport   @airindiain is another story... flight is too full to be physically distanced. But thank you for bringing us home 😌  https://t.co/xbNmIYS7iz",[],35,Social Distancing,35,2,-12.787297362895409,7,0,4,3.0244071548413896,0,0,0.0
68,70,1.2858e+18,22/7/20,12:47:05,Practicing safe distancing while working out at home with my personal trainer.  Thank goodness he lives down the road from me.  #IFCPTOnline #homeworkout #workout #fitnessathome #Stayhome #stayhealthy…  https://t.co/ZnVeZ4SEKp,"['ifcptonline', 'homeworkout', 'workout', 'fitnessathome', 'stayhome', 'stayhealthy']",21,Social Distancing,21,1,-14.151216666839453,3,1,1,3.7236888373929387,0,0,0.0
69,71,1.2851e+18,20/7/20,14:30:56,"Spring is here when we can dine out and catch movies freely, of cox with our mask and safe distancing in place :)   .  .  .  Crafted with the extracts of Japanese Sakura and fresh plum concocted with the golden ratio…  https://t.co/3x6x6DEt1l",[],37,Social Distancing,37,2,-12.775764803290597,5,3,2,3.7236888373929395,0,0,0.0
70,72,1.28434e+18,18/7/20,12:24:51,Who abandon caution put themselves @ country at risk is not the citizens but the government that wanted to do the elections during this bad pandemic and don’t blame others if they never observed safe distancing 🙂✌🏻,[],36,Social Distancing,35,2,-10.588193306876102,6,3,0,3.5071557368100064,0,0,1.0
71,73,1.28432e+18,18/7/20,11:09:30,"Today’s early #morning Phase 2 #letstakeawalk 2 - girls and boys split into two groups for safe distancing . (Yes, the masks went right back on after.) We were blessed with nice weather for today’s 10 km #walk and…  https://t.co/N2Ih77oJBe","['morning', 'letstakeawalk', 'walk']",33,Social Distancing,35,2,-12.636624748175109,6,1,0,2.9330311488427747,0,0,0.0
72,74,1.28217e+18,12/7/20,12:48:28,Safe distancing at hawker centre is becoming a challenge as the crowd return. Many people still do not have the habit of returning trays making it a challenge for hygiene to be in place on the tables. #Singapore #COVID19,"['singapore', 'covid19']",37,Social Distancing,37,2,-10.942959553173582,7,1,0,2.933031148842776,0,0,0.0
73,75,1.28181e+18,11/7/20,12:40:29,"Dear Mr #PMlee , pls provide a bigger venue for during similar time so that they can practise Safe Distancing . Tks  https://t.co/jYlx59HiGw 3281958318517249/?d=n #GRACIOUSsociety ❓ #优雅社会…  https://t.co/tqIcB3YZHF","['pmlee', 'gracioussociety', '优雅社会']",20,Social Distancing,22,1,-15.660671872979654,2,0,0,3.5777353393210856,0,0,1.0
74,76,1.28181e+18,11/7/20,12:40:07,"Dear Mr #PMlee , pls provide a bigger venue for during similar time so that they can practise Safe Distancing . Tks  https://t.co/jYlx59HiGw 3281958318517249/?d=n #GRACIOUSsociety ❓ #优雅社会…  https://t.co/0NF54OHofT","['pmlee', 'gracioussociety', '优雅社会']",20,Social Distancing,22,1,-15.660671872979654,2,0,0,3.5777353393210856,0,0,1.0
75,77,1.28181e+18,11/7/20,12:29:51,"Dear Mr #PMlee , pls provide a bigger venue for during similar time so that they can practise Safe Distancing . Tks  https://t.co/jYlx59HiGw 3281958318517249/?d=n #GRACIOUSsociety ❓ #优雅社会…  https://t.co/q2e50Xyrxg","['pmlee', 'gracioussociety', '优雅社会']",20,Social Distancing,22,1,-15.660671872979654,2,0,0,3.5777353393210856,0,0,1.0
76,78,1.28181e+18,11/7/20,12:25:02,"Dear Mr #PMlee , pls provide a bigger venue for during similar time so that they can practise Safe Distancing . Tks  https://t.co/jYlx59HiGw 3281958318517249/?d=n #GRACIOUSsociety ❓ #优雅社会…  https://t.co/H3vZ7T62FZ","['pmlee', 'gracioussociety', '优雅社会']",20,Social Distancing,22,1,-15.660671872979654,2,0,0,3.5777353393210856,0,0,1.0
77,79,1.2818e+18,11/7/20,12:01:58,"Dear Mr #PMlee , pls provide a bigger venue for during similar time so that they can practise Safe Distancing . Tks  https://t.co/jYlx59HiGw 3281958318517249/?d=n #GRACIOUSsociety ❓ #优雅社会…  https://t.co/9a3ZScOpaG","['pmlee', 'gracioussociety', '优雅社会']",20,Social Distancing,22,1,-15.660671872979654,2,0,0,3.5777353393210856,0,0,1.0
78,80,1.2818e+18,11/7/20,12:00:05,"Dear Mr #PMlee , pls provide a bigger venue for during similar time so that they can practise Safe Distancing . Tks  https://t.co/jYlx59HiGw 3281958318517249/?d=n #GRACIOUSsociety ❓ #优雅社会…  https://t.co/YauQFZACNb","['pmlee', 'gracioussociety', '优雅社会']",20,Social Distancing,22,1,-15.660671872979654,2,0,0,3.5777353393210856,0,0,1.0
79,81,1.2818e+18,11/7/20,11:59:23,"Dear Mr #PMlee , pls provide a bigger venue for during similar time so that they can practise Safe Distancing . Tks  https://t.co/jYlx59HiGw 3281958318517249/?d=n #GRACIOUSsociety ❓ #优雅社会…  https://t.co/BuuC4Hqlq7","['pmlee', 'gracioussociety', '优雅社会']",20,Social Distancing,22,1,-15.660671872979654,2,0,0,3.5777353393210856,0,0,1.0
80,82,1.2818e+18,11/7/20,11:58:49,"Dear Mr #PMlee , pls provide a bigger venue for during similar time so that they can practise Safe Distancing . Tks  https://t.co/jYlx59HiGw 3281958318517249/?d=n #GRACIOUSsociety ❓ #优雅社会…  https://t.co/Zv8tAV0JQZ","['pmlee', 'gracioussociety', '优雅社会']",20,Social Distancing,22,1,-15.660671872979654,2,0,0,3.5777353393210856,0,0,1.0
81,83,1.2818e+18,11/7/20,11:48:19,"Dear Mr #PMlee , pls provide a bigger venue for during similar time so that they can practise Safe Distancing . Tks  https://t.co/jYlx59HiGw 3281958318517249/?d=n #GRACIOUSsociety ❓ #优雅社会…  https://t.co/mb6c8mFWOM","['pmlee', 'gracioussociety', '优雅社会']",20,Social Distancing,22,1,-15.660671872979654,2,0,0,3.5777353393210856,0,0,1.0
82,84,1.2818e+18,11/7/20,11:43:54,"Dear Mr #PMlee , pls provide a bigger venue for during similar time so that they can practise Safe Distancing . Tks  https://t.co/jYlx59HiGw 3281958318517249/?d=n #GRACIOUSsociety ❓ #优雅社会…  https://t.co/ZNN8MqQUy5","['pmlee', 'gracioussociety', '优雅社会']",20,Social Distancing,22,1,-15.660671872979654,2,0,0,3.5777353393210856,0,0,1.0
