id,Comment Datetime,time,Comments,hashtags,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
1.27E+18,7/6/20,13:07:55,"Guys, my best friend @nihilismist1 is selling e-copies of his first book at $5 each, to raise funds for the suffering migrant workers in Malaysia. I bought 10 copies to give out to anyone who’d like one. Feel free to contact him to get your own! ✊🏾✊🏾✊🏾 #MigrantLivesMatter  https://t.co/IPR4bitAHr",['migrantlivesmatter'],43,Foreign Worker,45,2,-11.67377847,7,0,2,2.666774472,0,0,0
1.27E+18,6/6/20,17:58:26,"Singapore’s experience &amp; response to our migrant workers’ situation may turn out to be an important lesson for others...   ‘Until countries beat this disease in places hit hardest, they won’t be able to beat it at all’   #covid19 #coronavirus #pedsicu     https://t.co/xp3AxjYX3p","['covid19', 'coronavirus', 'pedsicu']",38,Foreign Worker,37,2,-13.1047213,7,0,1,2.261134595,0,0,0
1.27E+18,3/6/20,13:44:55,"I do not think he was even vocal with regards to our migrant workers facing health and basic sanitary issues that caused the covid-19 numbers to rise. I do not think he campaigned for donations, i do not think he enlightened his friends on that either.",[],46,Foreign Worker,46,2,-10.54286294,12,1,2,4.118105275,0,0,0
1.27E+18,2/6/20,19:34:50,Disgusted at how some Singaporeans feel about migrant workers who built their homes and their schools. #MigrantWorkersMatter  https://t.co/VOdmjnG2oY,['migrantworkersmatter'],16,Foreign Worker,16,1,-12.96112596,3,1,0,5.619941023,1,0,0
1.27E+18,31/5/20,13:21:33,Hi @SonuSood  My heartfelt Appreciation on your kind heart to the help of migrant workers. In this #Covid19 #PandemiaCOVID19  #india    Guys lets appreciate for his small contribution to the India with big 💓 🇮🇳 🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳🇮🇳  #Truekind #JaiHind  #actors,"['covid19', 'pandemiacovid19', 'india', 'truekind', 'jaihind', 'actors']",28,Foreign Worker,28,2,-13.32197199,1,0,2,1.958013805,0,0,0
1.27E+18,30/5/20,13:19:10,"@IndiainSingapor @PrernaShahi4 @JawedAshraf5  What is the arrangement for students or migrant workers , who are still here and didnt get chance to secure travel ? Please make it public if anything such exists #HCI_prejudice",['hci_prejudice'],28,Foreign Worker,28,2,-12.23099181,6,4,0,3.628269769,0,0,0
1.27E+18,30/5/20,12:38:29,Eighty deaths on special trains transporting migrant workers in India. Railway Minister Piyush Goyal’s job has become even more secure with this fantastic achievement.  https://t.co/u3yW7un8QJ,[],25,Foreign Worker,24,1,-13.45441794,3,0,0,2.448008782,0,0,0
1.27E+18,30/5/20,11:33:42,"Day 54 of circuit breaker period. Sewing fabric masks for distribution to migrant workers. #stayhome #sewingproject @ Woodlands, Singapore  https://t.co/npjQTMeKkS","['stayhome', 'sewingproject']",15,Foreign Worker,16,1,-14.93085305,2,0,0,3.130695201,0,0,0
1.27E+18,29/5/20,21:11:41,"While those in India are struggling to get back home, the laborers here in Singapore are gripped with the fear of getting infected ...   Full Story &gt;&gt;  https://t.co/zQsBhkIZn5  #COVID19  #Facebook #livestream #MigrantWorkers #Singapore #coronavirus  #Communication #HumansofMadras  https://t.co/OFgMlbASd5","['covid19', 'facebook', 'livestream', 'migrantworkers', 'singapore', 'coronavirus', 'communication', 'humansofmadras']",25,Foreign Worker,27,2,-14.33284253,7,0,0,2.099068117,0,0,0
1.27E+18,28/5/20,21:36:01,@IndiainSingapor @PrernaShahi4 @JawedAshraf5 It's just saying. I shared my urgent need  I hope u allowed migrant workers or  people who lost their parents. Ref. Notice on ur website,[],24,Foreign Worker,25,1,-12.54161902,5,1,2,4.118105275,0,0,0
1.27E+18,28/5/20,15:54:57,@polarbearz8 Employers have the perogative to decide how much to pay and where to house their employees migrant workers.,[],18,Foreign Worker,18,1,-11.3118855,4,1,0,6.847954677,1,0,0
1.27E+18,28/5/20,14:08:09,"The issue shouldn’t be about reducing reliance on Low wage #MigrantWorkers but giving them better pay, living conditions and respect. All this can be done by reducing dependence on employers.",['migrantworkers'],30,Foreign Worker,29,2,-11.6516853,7,2,0,2.992066662,0,0,1
1.27E+18,26/5/20,22:43:52,We need to give migrants a voice in their living conditions. #MigrantWorkers #Covid_19 #Singapore,"['migrantworkers', 'covid_19', 'singapore']",11,Foreign Worker,11,1,-11.70402216,2,0,0,5.735639284,1,0,0
1.27E+18,26/5/20,22:37:45,@TheSanjivKapoor @WandrMe Graph reflects that the number of newly detected cases took off after lockdown doesn’t equate to the “spread” increasing. Same in Singapore where cases among migrant workers rose because of testing not spread while everyone locked down.,[],38,Foreign Worker,37,2,-12.29491648,8,1,0,2.394494736,0,0,1
1.27E+18,26/5/20,19:45:52,"More than pray for migrant workers in Singapore, please donate. ✨",[],10,Foreign Worker,10,0,-11.89750268,0,0,0,6.847954677,1,0,0
1.26E+18,24/5/20,12:55:48,"@fzz87 @tanhuiyi Given the way migrant workers housing have been, moving them off shore and beyond the sight of the public makes me worry.",[],22,Foreign Worker,22,1,-11.57526117,6,1,1,4.552690862,0,0,1
1.26E+18,24/5/20,0:45:24,The years caught up with me All my strivings but nothing to see Questions rage what tomorrow might be All still when needs are more than we  #covid19 #migrantworkers #carepacks…  https://t.co/DZk0nxBRV1,"['covid19', 'migrantworkers', 'carepacks']",27,Foreign Worker,27,2,-12.98979163,5,3,2,4.355014118,0,0,0
1.26E+18,23/5/20,11:02:23,@SonuSood God's gift for migrant workers and also for India. #,[],8,Foreign Worker,9,0,-11.92779597,0,2,0,6.847954677,1,0,0
1.26E+18,21/5/20,17:29:37,@mrbrown Every country has their migrant workers and related issues and problems. Ask her to go see what her own country is doing for their own migrant workers before judging ours. At least our government is taking care of them during this period.,[],42,Foreign Worker,42,2,-10.5680537,8,1,1,3.141912633,0,0,1
1.26E+18,18/5/20,17:08:23,"#ChummaKizhi EPISODE 2 is out NOW!! Check out your favourites from #SINGAPORE, #MALAYSIA and #INDIA! A completely #HomeMade Variety Series made just for YOU and our fellow migrant workers! Enjoy pannunga! SHARE…  https://t.co/CM3v1KD6CV","['chummakizhi', 'singapore', 'malaysia', 'india', 'homemade']",26,Foreign Worker,27,2,-14.20804997,2,1,3,2.099456841,0,0,0
1.26E+18,16/5/20,23:37:15,"To be honest, it should be the profiteering shareholders of dormitory companies and employers who should foot the bill to plug the gaps and care for our million migrant workers. Yet in…  https://t.co/n7Txa1gIWD",[],32,Foreign Worker,32,2,-11.28784255,5,1,1,3.628269769,0,1,0
1.26E+18,16/5/20,18:36:17,#Repost ymca.singapore with make_repost ・・・ “Thank you for building our country!” was the message delivered to migrant workers through 200 appreciation cards by children from YMCA Student…  https://t.co/73bhCA7DnW,['repost'],22,Foreign Worker,26,2,-13.4168445,4,0,2,3.240793479,0,0,0
1.26E+18,15/5/20,12:45:31,@Comparativist There's only 1200 people in the hospital out of the entire caseload in Singapore. The migrant workers are probably the most fit demo in SG!,[],23,Foreign Worker,25,1,-11.31288879,1,0,0,4.118105275,0,0,0
1.26E+18,15/5/20,11:24:02,"For the long haul, Gospel Light and TCGC have teamed up with expert organisations Touch International and SG Accident Care to care for our migrant workers, especially the Telugu speaking.…  https://t.co/o1DiXj3vdH",[],30,Foreign Worker,30,2,-13.55052174,3,1,1,2.448008782,0,0,0
1.26E+18,14/5/20,19:41:12,"Joined YMCA for the Wok The Talk Project, to deliver meals to migrant workers and the needy impacted by Covid situation.   It was a wonderful experience to witness the outpouring of…  https://t.co/5lsum1AhrY",[],31,Foreign Worker,31,2,-12.33944824,6,1,0,2.830102772,0,0,0
1.26E+18,14/5/20,12:16:37,This is it.. Itetest na lahat ng 300k+ migrant workers residing in dormitories 😬 for sure numbers will be high af,[],19,Foreign Worker,20,1,-14.23857212,5,0,0,5.320691084,1,0,0
1.26E+18,13/5/20,8:03:17,Donated toward Migrant Workers on  https://t.co/LEYCgJnTO6. Join me to do your part for charity today!  https://t.co/Jr3muFxiOu,[],14,Foreign Worker,14,1,-13.54092215,2,0,2,5.240133352,1,0,0
1.26E+18,9/5/20,17:30:32,@PresidentWilko Yes this is true - every day seems like it’s 1000cases of migrant workers getting the virus. Thankfully the local cases are Low which is a positive sign during this negative situation we find ourselves in.,[],35,Foreign Worker,36,2,-11.6145347,6,0,2,3.353019258,0,0,0
1.26E+18,9/5/20,15:33:47,"There are more misunderstanding in our treatment to migrant workers. While I acknowledge the employers attitude towards migrant workers needed much improvement, public generally do not view them badly. We have public volunteers to send in food to dormitory during this period.",[],42,Foreign Worker,42,2,-10.93023257,9,0,2,3.03135167,0,0,1
1.26E+18,5/5/20,22:42:37,"Over the past few months, many Singaporeans have banded together to offer ground-up support to those in need, such as migrant workers,  lower income families, seniors who live alone, and others.  #SGCares #GivingTuesdayNow  https://t.co/Au8tGw7GyP","['sgcares', 'givingtuesdaynow']",30,Foreign Worker,31,2,-12.77971161,4,1,0,2.666774472,0,0,0
1.26E+18,3/5/20,20:25:24,"A teddy bear of kindness. What these food deliveries to our elderly, and to our migrant workers have taught me is that every one has their own struggles and battles, and to come face to…  https://t.co/48j7S6cU4Z",[],35,Foreign Worker,35,2,-11.01677418,5,1,2,3.628269769,0,0,0
1.26E+18,2/5/20,20:57:53,"Even as we grapple to improve the standards of housing for our migrant workers, let us not forget our elderly, many living alone in Singapore's oldest estates, often out of sight, who…  https://t.co/u0TFkkVrra",[],31,Foreign Worker,32,2,-12.05067446,5,0,3,4.552690862,0,0,0
1.26E+18,2/5/20,11:10:10,In honor of May Day reposting this for friends in Singapore and friends of Singapore.   #Solidarity  #InternationalWorkersDay #MigrantWorkers,"['solidarity', 'internationalworkersday', 'migrantworkers']",15,Foreign Worker,15,1,-12.27232482,1,1,0,3.83547335,0,0,0
1.26E+18,1/5/20,20:52:14,This May Day our family expresses our deep appreciation for #MigrantWorkers in Singapore. We see your hardship and will continue to raise voices and funds to help you through COVID19 and beyond.  #MayDay2020  These students say it best!   https://t.co/iapBC0PS9l,"['migrantworkers', 'mayday2020']",36,Foreign Worker,36,2,-11.95000663,6,1,3,2.992066662,0,0,0
1.26E+18,29/4/20,8:16:35,"The Creative Pursuits of Bangladeshi Migrant Workers - Alaigal Oivathillai  2 MIN   By Vasantham Published: 03 Apr 2020 Audio: Tamil  After working hard during the week, the migrant workers from Bangladesh indulge…  https://t.co/ayUyCB8Sjt",[],28,Foreign Worker,32,2,-15.89484112,1,0,0,1.864823459,0,0,0
1.26E+18,28/4/20,17:28:20,"Mission success! Jointly sponsored project with Touch International, Gospel Light Christian Church, and SG Care (SG Accident Help Centre) to care for our migrant workers being housed under…  https://t.co/m6mvm6vQ8C",[],28,Foreign Worker,28,2,-14.42876386,4,1,1,1.929447711,0,0,0
1.25E+18,25/4/20,22:50:23,"Home singalong: Singapore sings Home to thank healthcare, migrant workers  https://t.co/FMFKtbqTpW via @YouTube   Thank you !!!🙏🏽🙏🏽🙏🏽🙏🏽",[],13,Foreign Worker,13,1,-14.75983172,2,0,0,3.92561131,0,0,0
1.25E+18,25/4/20,21:28:24,"Kai2x singing ""home"" to cheer healthcare and migrant workers ❤ #SGUnited  #StayHomeForSG  #Singapore  #singtogetherSG","['sgunited', 'stayhomeforsg', 'singapore', 'singtogethersg']",9,Foreign Worker,9,0,-15.54758344,2,1,0,4.756290941,0,0,0
1.25E+18,25/4/20,20:23:01,"Islandwide karaoke, HOME.  Thank you, healthcare &amp; migrant workers.   #singtogetherSG #SingaporeTogether #stayhomeforSG  https://t.co/o0z5Wff3kS","['singtogethersg', 'singaporetogether', 'stayhomeforsg']",8,Foreign Worker,9,0,-16.55040678,2,0,1,5.619941023,1,0,0
1.25E+18,25/4/20,20:20:43,Singapore sings HOME for our Frontliners and Migrant Workers 🇸🇬🇸🇬🇸🇬 #StayHomeForSG #SGUnited  https://t.co/lvFEHBozaM,"['stayhomeforsg', 'sgunited']",9,Foreign Worker,9,0,-16.72006956,0,1,1,3.628269769,0,0,0
1.25E+18,25/4/20,20:02:26,Ok this is some terribly wayang shit. There are better ways to thank front-line and migrant workers.,[],16,Foreign Worker,17,1,-12.31409787,3,1,0,11.84687111,2,0,0
1.25E+18,25/4/20,12:53:44,Singapore is one of the world’s richest nations. Its latest COVID-19 surge has revealed the staggering inequality endured by the country's hundreds of thousands of migrant workers.  https://t.co/8Z9V6TRghc via @HuffPost,[],28,Foreign Worker,28,2,-12.19712604,4,0,0,2.666774472,0,0,0
1.25E+18,25/4/20,12:28:15,So I heard yall gonna sing at your windows at 1955H for Healthcare and migrant workers... Lit rally Appreciate it. But are we  really doing anything for our migrant workers that are…  https://t.co/Pklp1AOIXk,[],31,Foreign Worker,32,2,-12.50891369,6,1,4,4.353504239,0,0,0
1.25E+18,25/4/20,11:40:11,"Invited by @TemasekFoundation and surbana, I have seen an impressive preparation &amp; work in constructing and operating the Community Care Facilities @ChangiExpo to house the migrant workers affected by covid-19…  https://t.co/WbTycVJUy4",[],27,Foreign Worker,28,2,-13.82191453,7,1,1,2.565047449,0,0,0
1.25E+18,22/4/20,21:53:15,"Dear xenophobes and racists in Singapore,  I admire your bold strategy in making those unfiltered comments on social media about migrant workers and their... well, you get the picture.  But you shouldn't be living in those houses they built or get medical care from them either.",[],45,Foreign Worker,46,2,-10.92154492,8,2,4,2.926671992,0,0,0
1.25E+18,22/4/20,17:38:53,"Singapore’s glittering (and now empty) Changi airport was built by migrant workers from India and Bangladesh. These workers built the city’s gleaming malls, cleaned its floors and loaded goods at it port. Now an…  https://t.co/iX6eUYYwYy",[],36,Foreign Worker,34,2,-12.75475376,6,2,0,2.515175338,0,0,0
1.25E+18,22/4/20,12:48:58,"My heart goes out to the migrant workers, who left everything and came to our country in the hopes of earning a living for the betterment of their families, to enrich their lives!  i’m very sure non of them wanted to contract the virus!   continues thread!",[],47,Foreign Worker,46,2,-10.15680045,9,1,1,2.178556818,0,0,1
1.25E+18,21/4/20,17:06:10,Breaking: Singapore’s PM @leehsienloong speaking live about the deteriorating situation in #Singapore . We’ve had 8k cases in one month mainly due to a breakout in dormitories housing migrant workers. He assured them that the gov will take care of them like they do Singaporeans,['singapore'],43,Foreign Worker,42,2,-11.72912259,7,0,0,2.037541048,0,0,1
