,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
234,305,"""I am glad that the Government has also been thinking hard about these same issues.""",12/1/20,0.06944444444444443,0.5555555555555555,0.08,0.747,0.172,0.3818,joy
239,310,The NIRC is the top contributor to the government coffers.,12/1/20,0.5,0.5,0.0,0.833,0.167,0.2023,fear
245,316,She said the Government's top priority is to get out of the crisis and keep everyone safe and healthy.,12/3/20,0.5,0.5,0.155,0.566,0.279,0.3182,anger
253,324,"She said the Government will have to be prudent, spend where necessary, and ensure good returns on the money that is put in.",12/3/20,0.35,0.8,0.0,0.792,0.208,0.6705,anger
255,326,"But while cost management is important, she added that one must also look at the growth side of the equation and find revenue which comes from that growth.",12/3/20,0.4,1.0,0.0,0.781,0.219,0.7184,fear
276,347,"I look forward to everyone\x92s active participation, as part of our #SingaporeTogether movement.\x94 Those who wish to provide input for Budget 2021 may do so here.",12/4/20,-0.13333333333333333,0.6,0.0,0.81,0.19,0.6597,joy
277,348,"Realistically speaking, the final budget depends a lot on how USA moves, which will very well move the world.",12/5/20,0.1,0.65,0.0,0.877,0.123,0.3384,joy
280,351,Training opportunities and sgus rike programmes for high growth and emerging areas of economies as well.,12/5/20,0.16,0.5399999999999999,0.0,0.64,0.36,0.743,fear
282,353,"AZE wrote: Realistically speaking, the final budget depends a lot on how USA moves, which will very well move the world.",12/5/20,0.1,0.65,0.0,0.888,0.112,0.3384,joy
287,362,"""We thank Singaporeans for providing their views, whether online through REACH\x92s Budget 2021 microsite, or in person at settings such as REACH\x92s Listening Points,"" said MOF.",31/12/20,0.0,0.5,0.0,0.909,0.091,0.3612,joy
291,366,"""We continue to encourage Singaporeans to share their views and suggestions on issues relevant to Budget 2021,"" said MOF.",31/12/20,0.4,0.9,0.0,0.756,0.244,0.6705,sadness
306,381,Trade association and industry experts said at the virtual event that more can be done to help businesses access existing grants as applications can be cumbersome.,15/1/21,0.5,0.5,0.0,0.839,0.161,0.5574,anger
309,384,"However, less government assistance could actually be a good thing, noted Singapore Retailers Association executive director Rose Tong.",15/1/21,0.37777777777777777,0.5388888888888889,0.0,0.847,0.153,0.4404,joy
310,385,"She said grants could distract companies from their business objectives as they tailor their goals to meet qualifying criteria: ""This could stifle their authentic growth.",15/1/21,0.5,0.75,0.077,0.767,0.157,0.3182,joy
314,389,"""She said grants could distract companies from their business objectives as they tailor their goals to meet qualifying criteria: ""This could stifle their authentic growth.",15/1/21,0.5,0.75,0.077,0.767,0.157,0.3182,joy
320,396,"https://sbr.com.sg/economy/news/more...singapore-kpmg File photo of people taking picture with Merlion Additional grants, incentives, and tax rebates in the 2021 budget will help Singapore become a smart nation and a world-leading supply chain hub whilst improving food security and promoting business transformation, according to KPMG's Budget 2021 proposal.",25/1/21,0.21428571428571427,0.6428571428571429,0.0,0.681,0.319,0.936,fear
321,397,"In the proposal, KPMG stressed the importance of 5G in Singapore's transformation into a smart nation.",25/1/21,0.21428571428571427,0.6428571428571429,0.122,0.612,0.265,0.4215,joy
322,398,"According to KPMG's partner and head of tax Ajay Kumar Sanganeria, 5G will be a key driver for data consumption and will create demand for innovation in the development of technological platforms.",25/1/21,0.0,1.0,0.044,0.819,0.137,0.4939,fear
323,399,Sanganeria said there is a need for more government support to fast-track 5G development and adoption on a larger scale.,25/1/21,0.25,0.5,0.0,0.851,0.149,0.4549,fear
328,404,Special tax rebates for local professionals in qualifying industries critical to Singapore's economy and ecosystem will also help in the transformation to a smart city.,25/1/21,0.14285714285714285,0.5035714285714286,0.076,0.658,0.266,0.7003,joy
334,410,"https://www.straitstimes.com/singapo...ity-for-budget SINGAPORE - Helping workers and businesses to adapt, innovate and grow will be a key priority for Budget 2021, said Deputy Prime Minister and Minister for Finance Heng Swee Keat on Friday (Feb 5).",2/5/21,0.0,1.0,0.0,0.852,0.148,0.6597,sadness
335,411,"The Government will also continue to support workers and businesses, especially those in hard-hit sectors.",2/5/21,0.0,1.0,0.0,0.838,0.162,0.4019,fear
337,413,"He said: ""Covid-19 has accelerated innovation, put a premium on resilience, and greater priority on sustainability.",2/5/21,0.5,0.5,0.0,0.718,0.282,0.6249,anger
344,420,"He added that he will share more on helping workers and businesses to adapt, innovate and grow in his Budget statement on Feb 16.",2/5/21,0.5,0.5,0.0,0.727,0.273,0.7832,sadness
351,427,"""Together, we can emerge stronger as an economy; together, we can create better jobs for our workers.""",2/5/21,0.5,0.5,0.0,0.648,0.352,0.765,sadness
360,436,He added: \x93You will be cared for if you fall on hard times.,2/5/21,-0.2916666666666667,0.5416666666666666,0.092,0.724,0.184,0.34,neutral
363,442,"For lack of better words, its like those higher up get to eat the meat in the soup, the common people just get to drink the (meat flavoured) soup.",2/5/21,0.15,0.5,0.068,0.772,0.16,0.4767,fear
373,453,"Deputy Prime Minister and Minister for Finance Heng Swee Keat had said on Friday that a key priority for the Budget will be to continue to support workers and businesses, but that Singapore must press on with economic transformation.",2/7/21,0.1,0.6,0.0,0.952,0.048,0.2144,joy
379,459,"Ms Indranee also spoke about ComLink as a key strategic part of the Government's efforts to tackle inequality, adding that the initiative brings together government agencies and community partners to provide more comprehensive support to low-income families.",2/7/21,0.25,0.75,0.0,0.866,0.134,0.6453,joy
386,466,"Her son, who used to run away when asked to read, now enjoys storybooks and even got full marks for his spelling test, she said.",2/7/21,0.35,0.55,0.0,0.879,0.121,0.5106,anger
389,469,"They are also more confident now and have more friends,\x94 she said, speaking in Bahasa Indonesia.",2/7/21,0.5,0.6111111111111112,0.0,0.811,0.189,0.5413,joy
391,471,"How about giving huge tax discounts, rebates and incentives to large companies and MNCs that don't hire and groom a majority of Singaporeans in both mid-level and senior roles?",2/7/21,0.30714285714285716,0.6642857142857143,0.0,0.781,0.219,0.7184,fear
395,475,"Savantrainmaker wrote: How about giving huge tax discounts, rebates and incentives to large companies and MNCs that don't hire and groom a majority of Singaporeans in both mid-level and senior roles?",2/7/21,0.30714285714285716,0.6642857142857143,0.0,0.794,0.206,0.7184,fear
401,484,"And during a pandemic, with all the stressors on the economy, we can only imagine that a great deal of hard work has been done behind the scenes by Mr Heng and his team at the Ministry of Finance (MOF), leading up to Budget Day on Tuesday, Feb 16.",15/2/21,0.02708333333333332,0.7479166666666666,0.086,0.837,0.078,0.1531,fear
404,487,"And so, while the rest of us were likely celebrating (albeit more low-key this year) Chinese New Year, and enjoying romantic dinners with our significant others, the Minister wrote in a Facebook post that he enjoyed no such luxury.",15/2/21,0.22348484848484848,0.569949494949495,0.045,0.652,0.303,0.9136,joy
405,488,"He thanked his wife for her \x93love, strength and support, and for walking the journey of life with me.\x94 And then added, \x93Thank you for your understanding \x97 no long, romantic dinner, as I have to work today \x96 for Budget Day is just two days away!\x94 However, the day did not go without a loving gesture from Mr Heng, who also posted a photo of the bouquet of flowers he sent his wife.",15/2/21,0.20833333333333334,0.6166666666666667,0.027,0.797,0.176,0.9038,joy
407,490,She showed me the beautiful roses she brought from overseas for Valentine\x92s Day.,15/2/21,0.85,1.0,0.0,0.755,0.245,0.5994,joy
408,491,"They were beautiful, and so I ordered some for my wife.\x94 He also thanked the MOF officers and those from other Government agencies who have also had to work over the long holiday weekend.",15/2/21,0.22499999999999998,0.5916666666666667,0.0,0.759,0.241,0.8591,joy
413,496,"\x93I hope that everyone can spend some time with your loved ones, and express your love for people in your life, today and every other day!",15/2/21,0.34791666666666665,0.5916666666666667,0.0,0.671,0.329,0.906,joy
414,497,"Happy Valentine\x92s Day!\x94 Mr Heng, 59, has been married to Ms Chang Hwee Nee since 1988.",15/2/21,0.525,0.625,0.0,0.79,0.21,0.6114,joy
437,528,"3 hours is fine, but charge where?",16/2/21,0.4166666666666667,0.5,0.0,0.781,0.219,0.1027,neutral
456,587,Free 2 hrs to charge.,16/2/21,0.4,0.8,0.0,0.476,0.524,0.5106,sadness
466,600,"This is an ambitious long-term plan that builds on ongoing efforts to secure a green, liveable, and sustainable home for generations of Singaporeans to come.",16/2/21,0.15,0.55,0.0,0.8,0.2,0.6705,fear
469,603,"I will be providing support to ease the transition for Singaporeans impacted by the rise in petrol duty, especially for those who rely on their vehicles for their livelihood.",16/2/21,0.0,1.0,0.0,0.781,0.219,0.7184,fear
485,619,A bit pointless if the discussion ish about clean air or health because our air quality ish largely dictated by our neighbours for almost everything... AZE has a point.,16/2/21,0.11031746031746033,0.5428571428571429,0.0,0.906,0.094,0.4019,fear
499,651,"50-50 pointless because the likelihood of voting against their own party ish very low, especially with party whip.",16/2/21,0.0875,0.7225,0.105,0.658,0.237,0.4601,anger
501,653,USA system ish quite pointless as well.,16/2/21,-0.25,0.5,0.0,0.717,0.283,0.3321,neutral
504,656,The outcome ish mostly decided before hand.,16/2/21,0.5,0.5,0.0,0.652,0.348,0.4939,fear
508,660,"With all the genius minds at their disposal, going towards renewable energy is the only way even if it's cost is high.",17/2/21,0.08,0.77,0.0,0.909,0.091,0.2732,fear
517,675,mryang wrote: https://tdy.sg/3dfrU8B This arsehole MFker MP is one of the many who will always try to cherry pick only certain points in their favour to answer like the cotton comes from sheep Xia Suay Ministar.,17/2/21,0.2380952380952381,0.6904761904761904,0.0,0.815,0.185,0.7579,fear
521,679,The main concern of Singaporeans is more on why the authorities allow non essential workpass holders and especially the DP and LTVP to enter Singapore during this period.,17/2/21,0.16666666666666666,0.5333333333333333,0.0,0.934,0.066,0.2263,fear
522,680,"Especially those coming from country with very high infection rate like INDIA, INDIA, INDIA.",17/2/21,0.10400000000000001,0.851,0.0,0.839,0.161,0.3612,fear
529,687,Please be more understanding and do the needful.,17/2/21,0.5,0.5,0.0,0.753,0.247,0.3182,joy
542,709,We are also not doing anything illegal by bringing our dependents in during COVID.,17/2/21,-0.5,0.5,0.0,0.816,0.184,0.4449,fear
544,711,"PM LHL also said creating jobs for foreigners will grow the economy, create good jobs for Singaporeans and raise standards of living.",17/2/21,0.7,0.6000000000000001,0.0,0.725,0.275,0.7351,sadness
546,713,Bohuatoh wrote: This arsehole MFker MP is one of the many who will always try to cherry pick only certain points in their favour to answer like the cotton comes from sheep Xia Suay Ministar.,17/2/21,0.2380952380952381,0.6904761904761904,0.0,0.81,0.19,0.7579,fear
552,734,Lol,17/2/21,0.8,0.7,0.0,0.0,1.0,0.4215,fear
553,735,"""If we close our borders to them, many Singaporeans will not be getting the keys to their homes, many households will... need to find alternative care arrangements for their loved ones...",16/2/21,0.5666666666666667,0.6,0.0,0.803,0.197,0.7964,sadness
561,743,"Rather than close the borders to them entirely, Singapore needs to adopt a risk management approach to the inflow of such travellers, he said in response to Progress Singapore Party Non-Constituency MP Leong Mun Wai.",16/2/21,0.0,0.5625,0.053,0.763,0.183,0.6249,joy
575,757,Closing the borders will indeed affect their live and livelihoods!,16/2/21,0.17045454545454544,0.5,0.0,0.804,0.196,0.2942,sadness
579,769,Quote: Dr Koh said Singapore needs a continued inflow of migrant workers to support key economic sectors.,16/2/21,0.1,0.6,0.0,0.847,0.153,0.4019,joy
589,790,This will help to secure Singapore's position as a key aviation hub that both travellers and employees trust in.,16/2/21,0.2,0.8,0.0,0.641,0.359,0.8126,fear
591,792,"""They will need digitalised systems and the ability to effectively reroute people and goods.""",16/2/21,0.6,0.8,0.0,0.698,0.302,0.6369,fear
599,800,He said $133 million has been set aside to continue the earlier announced Covid-19 Driver Relief Fund.,16/2/21,0.0,0.5,0.0,0.838,0.162,0.4767,joy
605,806,"""We look forward to activities resuming, with greater vibrancy,"" said Mr Heng.",16/2/21,0.5,0.5,0.0,0.815,0.185,0.3612,sadness
609,810,Singkies wanna save money buy cheap online also cannot.,16/2/21,0.4,0.7,0.0,0.714,0.286,0.4939,sadness
623,824,"LTA said its monitoring of traffic conditions in January showed that traffic speeds have ""remained optimal on all arterial roads and most expressways, except for some time periods on the AYE, CTE and KPE"".",16/2/21,0.5,0.5,0.0,0.93,0.07,0.3612,anger
628,829,Its not too bad.,16/2/21,-0.6999999999999998,0.6666666666666666,0.0,0.513,0.487,0.431,sadness
631,832,"Personally, i wasnt affected greatly by the pandemic and i am grateful for it.",16/2/21,0.4,0.525,0.0,0.692,0.308,0.5337,anger
633,834,"We have a very low mortality rate, if not the lowest and for that i salute the healthcare workers, really has done the country proud.",16/2/21,0.3333333333333333,0.53,0.086,0.723,0.191,0.4387,sadness
638,839,"\x93We must strengthen our social compact and support one another, especially those with greater needs.",15/2/21,0.17777777777777778,0.5222222222222223,0.0,0.607,0.393,0.7759,fear
646,847,"Mr Heng said he met an elderly man in his 70s during a visit to Bedok recently who told him that the Budget \x93should not be about goodies\x94, but that it was more important to invest in building up people\x92s abilities and enabling them to do better.",15/2/21,0.35,0.5625,0.0,0.827,0.173,0.8397,anger
650,851,"The Budget Speech will be broadcast live on CNA\x92s YouTube channel, Facebook page and website, as well as on Channel 5, CNA938 and Mediacorp\x92s MeWatch interactive service on Tuesday.",15/2/21,0.13636363636363635,0.5,0.0,0.93,0.07,0.2732,fear
655,856,"\u201cWe must strengthen our social compact and support one another, especially those with greater needs.",15/2/21,0.17777777777777778,0.5222222222222223,0.0,0.607,0.393,0.7759,fear
661,864,"Mr Heng said he met an elderly man in his 70s during a visit to Bedok recently who told him that the Budget \u201cshould not be about goodies\u201d, but that it was more important to invest in building up people\u2019s abilities and enabling them to do better.",15/2/21,0.35,0.5625,0.0,0.827,0.173,0.8397,anger
664,868,"The Budget Speech will be broadcast live on CNA\u2019s YouTube channel, Facebook page and website, as well as on Channel 5, CNA938 and Mediacorp\u2019s MeWatch interactive service on Tuesday.",15/2/21,0.13636363636363635,0.5,0.0,0.93,0.07,0.2732,fear
666,871,"Challenger' s blowout FY2020 earnings a cautionary tale about big fiscal initiatives The company' s stronger profitability, fuelled by Covid-19 subsidies, underscores why it' s time for a fiscal pullback MON, FEB 15, 2021 - 5:50 AM SHAREHOLDERS of Challenger Technologies are likely to have been pleasantly surprised by the consumer electronics retailer' s earnings report for FY2020, which was unveiled this past week.",15/2/21,-0.0375,0.5625,0.0,0.801,0.199,0.8658,joy
669,874,Profit before tax from continuing operations increased by almost S$5.6 million to more than S$26.8 million.,15/2/21,0.5,0.5,0.0,0.737,0.263,0.6124,fear
670,875,What accounted for the company' s sharply increased profitability?,15/2/21,-0.125,0.75,0.0,0.588,0.412,0.4939,neutral
675,880,"Challenger also reported a more than S$4.7 million decline in "" premises expenses"" to slightly more than S$12.9 million in FY2020.",15/2/21,0.5,0.5,0.0,0.923,0.077,0.128,anger
679,884,"In absolute terms, Challenger will be paying out over S$9.3 million in dividends with respect to FY2020.",15/2/21,0.2,0.9,0.0,0.765,0.235,0.5574,anger
681,886,Shares in Challenger have jumped 12.5 per cent since the company reported its full-year numbers and announced the higher dividend.,15/2/21,0.25,0.5,0.0,0.829,0.171,0.4019,neutral
687,892,"The idea was to help companies keep their doors open and their workers employed, so that business could restart quickly once Covid-19 was under control.",15/2/21,0.16666666666666666,0.5,0.0,0.899,0.101,0.4019,fear
696,901,"Challenger is arguably one of the most successful homegrown retailing companies in Singapore, and it has an impressive track record of profitability.",15/2/21,0.75,0.8166666666666668,0.067,0.567,0.367,0.8399,fear
700,905,The healthy ROEs are all the more impressive given the huge - and increasing - amount of cash on its books.,15/2/21,0.6,0.725,0.0,0.651,0.349,0.8221,joy
705,910,"Against that backdrop, analysts are expecting the Singapore government to adjust its Covid-19 measures in the Budget this week, narrowing direct fiscal support to only the most hard-hit segments of the economy - such as tourism and travel.",15/2/21,0.15,0.6,0.0,0.93,0.07,0.4019,fear
714,919,They only say things and cite situations that fit themselves and their policies.,16/2/21,0.2,0.7,0.0,0.828,0.172,0.3612,anger
718,923,"virus1988 wrote: Mr Heng said he met an elderly man in his 70s during a visit to Bedok recently who told him that the Budget \x93should not be about goodies\x94, but that it was more important to invest in building up people\x92s abilities and enabling them to do better.",16/2/21,0.35,0.5625,0.0,0.833,0.167,0.8397,anger
719,924,I like it there's always a story to tell whenever they need to do some hard convincing.,16/2/21,0.10416666666666666,0.7708333333333333,0.075,0.645,0.28,0.5859,joy
734,939,More like insurance firm promise the stars and moon but only budget for earth.,13/2/21,0.09999999999999999,0.6333333333333333,0.0,0.772,0.228,0.3708,sadness
737,942,"Trying to change narrative to look good, and ppl falling for it.",13/2/21,0.7,0.6000000000000001,0.11,0.69,0.2,0.3182,fear
771,988,\x93Having to let go of our valuable and dedicated people is the hardest and most agonizing decision that I have had to make in my 30 years with SIA.,13/2/21,0.5,0.5,0.114,0.712,0.174,0.2748,anger
779,1010,Doc Madatay wrote: In time of crises you need good people to steer the company Why don\x92t you ask grab driver to be CEO and pay them $10k per month if you want to save money?,13/2/21,0.7,0.6000000000000001,0.034,0.784,0.181,0.7184,anger
781,1012,Its just some people who declares this guy is talent and fantastic and can save the company.,13/2/21,0.4,0.9,0.0,0.593,0.407,0.8625,anger
787,1018,The total amount given to nearly 600 executives would cover bailout costs for many of the 116 banks that have so far accepted tax dollars to boost their bottom lines.,13/2/21,0.175,0.6625,0.042,0.806,0.152,0.5688,anger
794,1025,The AP compiled total compensation based on annual reports that the banks file with the Securities and Exchange Commission.,13/2/21,0.0,0.75,0.0,0.891,0.109,0.296,fear
795,1026,The 116 banks have so far received $188 billion in taxpayer help.,13/2/21,0.1,1.0,0.0,0.803,0.197,0.4019,neutral
798,1029,The company's top five executives received a total of $242 million.,13/2/21,0.25,0.625,0.0,0.833,0.167,0.2023,joy
810,1041,"Since he began work late in the year, he earned $57,692 in salary, a $15 million signing bonus and an additional $68 million in stock options.",13/2/21,-0.3,0.6,0.0,0.873,0.127,0.5423,joy
814,1045,"The program set restrictions on some executive compensation for participating banks, but did not limit salaries and bonuses unless they had the effect of encouraging excessive risk to the institution.",13/2/21,-0.25,1.0,0.068,0.69,0.243,0.8338,anger
815,1046,Banks were barred from giving golden parachutes to departing executives and deducting some executive pay for tax purposes.,13/2/21,0.3,0.5,0.071,0.808,0.121,0.25,anger
833,1064,"Play facebook full time and still earn billions, and its not corrruptions.",13/2/21,0.35,0.55,0.0,0.821,0.179,0.34,neutral
835,1066,Let's watch to see if any of our tax money goes towards funding their huge fat pay or they have to pull their own resources to survive.,13/2/21,0.5,0.95,0.049,0.871,0.08,0.2263,anger
842,1073,"A company is suppose to pay its shareholder only if it\x92s making profit, or by digging into its own reserves but certainly not from taxpayers $$.",13/2/21,0.16428571428571428,0.8571428571428571,0.042,0.779,0.179,0.5927,anger
849,1080,Or they will need to sell shares to new owners who will set their own conditions for bailing out the company.,13/2/21,0.36818181818181817,0.7272727272727273,0.0,0.901,0.099,0.296,neutral
856,1087,Seems like shareholders feel that depending on a few superstar to steer the ship is more important for their ROI than raising the standards of the collective company.,13/2/21,0.2333333333333333,0.5333333333333333,0.0,0.845,0.155,0.5563,fear
861,1092,Basically just leipa and collect their top salary only.,13/2/21,0.25,0.75,0.0,0.816,0.184,0.2023,neutral
870,1101,"The help included the Self-Employed Person Income Relief Scheme, which provided self-employed people with three quarterly cash payouts of $3,000 each, and the Workfare Special Payment, a $3,000 cash payout for lower-income workers.",2/12/21,0.35714285714285715,0.5714285714285714,0.0,0.773,0.227,0.8176,joy
881,1112,"With the payouts from the assistance schemes, he settled the family's outstanding bills and kept some money for the months ahead.",2/12/21,0.5,0.875,0.0,0.833,0.167,0.6124,joy
887,1118,"""I hope that things will get better in the coming months.""",2/12/21,0.5,0.5,0.0,0.608,0.392,0.7003,joy
889,1120,If so then fine.,2/12/21,0.4166666666666667,0.5,0.0,0.591,0.409,0.2682,neutral
891,1122,"When times were good SOME, not all are blacksheep, cabbies chose to play punk.",2/12/21,0.7,0.6000000000000001,0.0,0.694,0.306,0.6486,anger
896,1127,"limpeh456 wrote: good pt, to encourage ppl to see doctor, Gov shd: 1) pay the freelancer/parttimer worker 5 days wages, compensate employer for the 5 days MC 2) fine/jail anyone for NOT seeing doctor if they unwell.",2/12/21,0.7,0.6000000000000001,0.035,0.808,0.157,0.7003,neutral
903,1134,"Hospitals like full insurance also , good for bottom line.",2/12/21,0.5249999999999999,0.5750000000000001,0.0,0.565,0.435,0.6597,joy
912,1144,"To get by, Mr Chua, who is also general secretary of the National Taxi Association, took on a temporary job to help manage operations at a migrant workers' dormitory from April to July.",2/12/21,0.05000000000000002,0.5,0.0,0.917,0.083,0.4019,anger
920,1156,The Ministry of Health (MOH) has welcomed the latest measures by private insurers to adjust the terms for those on existing Integrated Shield Plans (IP) with riders that cover hospital bills in full.,2/12/21,0.2833333333333333,0.6083333333333333,0.0,0.93,0.07,0.34,fear
926,1162,"""We welcome and are supportive of the changes that have been announced, as they support MOH's overall healthcare cost management efforts.""",2/12/21,0.43333333333333335,0.6333333333333333,0.0,0.695,0.305,0.7845,joy
942,1178,MOH said this was an important move to preserve the principle of co-payment in Singapore's healthcare financing system.,2/12/21,0.4,1.0,0.0,0.904,0.096,0.2023,fear
945,1181,"""However, we welcome the latest changes by private insurers.""",2/12/21,0.43333333333333335,0.725,0.0,0.727,0.273,0.4588,neutral
949,1185,"Medishield claim to be be getting better and charging more with more coverage, then why is the stupid medisave ceiling rising at 4.8 pct every year, even higher than the interest.",3/10/21,0.19,0.6,0.091,0.751,0.158,0.3612,joy
956,1198,Hahah you should see those earning one also raise premium and better yet enforced,3/10/21,0.5,0.5,0.0,0.818,0.182,0.4404,neutral
