,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
53,69,"Then write off after 2 years, and reason given was that Singaporeans prefer to use the free bicycle parking also available beside the MRT?",27/2/21,0.4,0.6000000000000001,0.0,0.87,0.13,0.5106,neutral
57,73,Always want to talk alot but if you observe very carefully of his contributions in all the ministries he had held.,28/2/21,-0.13,1.0,0.0,0.851,0.149,0.3269,anger
58,74,"He did practically nothing, did not contribute to anything significant at all.",28/2/21,0.375,0.875,0.0,0.859,0.141,0.2023,anger
68,91,"She said: ""When you consider that selected entities or individuals may have enjoyed outsized windfalls because of Covid-19, it may not be unreasonable to expect that they do more for the common good.""",26/2/21,0.35,0.575,0.0,0.907,0.093,0.5106,anger
70,93,https://www.straitstimes.com/singapo...op-vaccines-in Wow.,26/2/21,0.1,1.0,0.0,0.208,0.792,0.5859,neutral
72,95,ToughLuck wrote: Actually she brought up such controversial questions many time liao.,26/2/21,0.2625,0.5125,0.141,0.859,0.0,-0.2023,anger
73,96,"Do respect her for asking these tough qns the problem is, is the tax going to be a progressive tax or a regressive tax?",26/2/21,-0.3888888888888889,0.8333333333333334,0.16,0.722,0.118,-0.0258,joy
74,97,"if you are familiar with economics, u will know not to assume all wealth taxes are progressive (look up burden of tax).",26/2/21,0.375,0.5,0.116,0.757,0.127,0.0772,fear
75,98,we should be looking to cut down on unnecessary expenditures that has no real positive impact to peoples' lives (tearing down and upgrading almost new estate facilities) instead and resuming activites shifting to normality and not stuck in stupid phase 3,26/2/21,-0.24175084175084174,0.5493265993265993,0.091,0.738,0.171,0.5881,anger
86,109,XiaoJinLing wrote: Need to submit income tax for 2020 right?,21/1/21,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,neutral
87,110,... no take course sure cannot right...,21/1/21,0.39285714285714285,0.7123015873015872,0.232,0.526,0.242,0.0258,neutral
90,113,Like that being very difficult... sigh This grant is very strict with alot of criteria.,21/1/21,-0.225,0.65,0.0,0.653,0.347,0.6573,joy
91,114,Also good.,21/1/21,0.7,0.6000000000000001,0.0,0.256,0.744,0.4404,neutral
92,115,That will filter all the bad ppl from abusing it.,21/1/21,-0.6999999999999998,0.6666666666666666,0.448,0.552,0.0,-0.7579,fear
93,116,Luckily I took over 20+ courses and half of them are SF series courses.,21/1/21,0.08333333333333333,0.5,0.0,0.784,0.216,0.5106,neutral
98,121,"Honestly I have no idea what my parents are earning, nvr asked them before.",21/1/21,0.6,0.9,0.136,0.679,0.185,0.2023,neutral
100,123,Hardly surviving.,21/1/21,-0.2916666666666667,0.5416666666666666,0.0,0.344,0.656,0.228,neutral
112,135,"\U0001f611 MINISTRY OF SOCIAL AND FAMILY DEVELOPMENT COVID-19 RECOVERY GRANT APPLICATION FORM IMPORTANT INFORMATION BEFORE YOU START YOUR APPLICATION You are eligible to apply if you meet all of the conditions below, at the time of application.",21/1/21,0.21666666666666667,0.5333333333333333,0.0,0.859,0.141,0.6971,fear
114,137,You do not own more than 1 property.,21/1/21,0.1,0.75,0.0,1.0,0.0,0.0,neutral
127,158,Then hsk will come out say he ready many billions for the project base on 100 pct take up rate.,28/1/21,-0.03333333333333336,0.6666666666666666,0.0,0.884,0.116,0.3612,neutral
129,160,Same stupid trick everytime.,28/1/21,-0.39999999999999997,0.5625,0.697,0.303,0.0,-0.5574,anger
130,161,"Ok nvm give up liao, this grant is just a farce.",2/3/21,0.04999999999999999,0.5,0.183,0.474,0.343,0.3346,anger
132,163,"Not only that, must bring your whole farking family living tgt with u all to come sign form at their office.",2/3/21,0.1,0.7,0.0,1.0,0.0,0.0,joy
136,167,after 50+ years and it dawns on us that our education system is a giant flop look at all the education ministers.,20/2/21,0.0,1.0,0.107,0.893,0.0,-0.34,joy
138,169,all of them waiting to get promoted to higher pay and that's it.,20/2/21,0.25,0.5,0.092,0.724,0.184,0.34,joy
143,174,Kkkaaaiii Mark II wrote: everyday so many Indian nationals can enter as work pass holders?,18/2/21,0.15,0.55,0.0,1.0,0.0,0.0,neutral
144,176,"If they're new hires, how come they can so easily find a job here?",18/2/21,0.28484848484848485,0.6439393939393939,0.0,0.794,0.206,0.4795,neutral
156,188,"Imagine those unemployed who are trying to pay up their bto, or those who need to top up medisave using own savings cos no cpf to deduct from medishield...",17/2/21,0.55,0.75,0.115,0.828,0.057,-0.2023,fear
157,189,But to each his own...,17/2/21,0.6,1.0,0.0,1.0,0.0,0.0,neutral
159,191,"Ya, amazing, right?",18/2/21,0.4428571428571429,0.7178571428571429,0.0,0.345,0.655,0.5859,neutral
165,197,"Under the program, businesses significantly affected by the pandemic can access a government subsidy of AU$1,500 every two weeks for each eligible employee.",18/2/21,0.375,0.875,0.071,0.929,0.0,-0.1531,fear
175,207,"As at end-January this year, total passenger movements in Changi were only about 2 per cent of pre-Covid-19 levels.",17/2/21,0.0,0.875,0.0,1.0,0.0,0.0,fear
177,209,"""This support will help Changi tide through the crisis, while we explore ways to reopen borders safely.""",17/2/21,0.5,0.5,0.174,0.596,0.23,0.0772,fear
197,246,"""Singaporeans' sense of unity and discipline in observing the precautionary measures such as safe distancing and mask wearing has enabled our progress so far in combating the pandemic.",16/2/21,0.19999999999999998,0.6666666666666666,0.0,0.82,0.18,0.6908,joy
198,247,The discipline and understanding of our local merchants and hawkers have also been important.,16/2/21,0.2,0.5,0.0,0.878,0.122,0.2023,joy
199,248,"However, they have been quite affected by the safety measures, especially during the circuit breaker,"" he noted.",16/2/21,0.0,1.0,0.096,0.762,0.142,0.228,anger
203,252,"About 950,000 households will also get additional utilities rebates of between $120 and $200 under the GST Voucher-U-Save Special Payment that will be credited in April and July.",16/2/21,0.35714285714285715,0.5714285714285714,0.0,0.833,0.167,0.6369,fear
207,256,"Mr Heng said the package comes on top of immediate relief and support measures introduced for families and workers over five Budgets in 2020, including the Solidarity Payment, Covid-19 Support Grant, Temporary Relief Fund and grocery vouchers for lower-income groups.",16/2/21,0.5,0.5,0.0,0.646,0.354,0.9442,anger
208,257,"""This Household Support Package provides some support to all families, with lower- to middle-income families receiving more,"" he said.",16/2/21,0.5,0.5,0.093,0.678,0.229,0.4939,joy
211,260,"Even before Covid-19, many societies were facing sharp divisions due to widening inequalities, increasing diversity of interests and voices, and growing distrust.",16/2/21,0.08333333333333333,0.5416666666666666,0.11,0.745,0.145,-0.0258,fear
212,261,"The pandemic has deepened the cracks in many societies,"" said Mr Heng, adding that Singapore is not immune to these challenges.",16/2/21,0.5,0.5,0.085,0.856,0.059,-0.1501,fear
220,291,different.,17/2/21,0.0,0.6,0.0,1.0,0.0,0.0,neutral
223,294,"U lazy to go to CC to claim ah gong's lunch money for u, then too bad.",17/2/21,-0.4749999999999999,0.8333333333333333,0.3,0.7,0.0,-0.7184,fear
229,300,"Apart from the near-term uncertainties brought on by the pandemic, she noted that a key question is whether Covid-19 has fundamentally changed the investment landscape.",12/1/20,0.0,1.0,0.094,0.906,0.0,-0.34,fear
230,301,"Other key issues that need to be studied are the structural shifts that Covid-19 has caused to the macroeconomic environment, and how these factors would impact Singapore's long-term investment returns.",12/1/20,-0.0625,0.6875,0.0,1.0,0.0,0.0,fear
231,302,"""We need a good handle on these issues, as we are effectively spending from our reserves based on these assumptions,"" she said.",12/1/20,0.6499999999999999,0.7000000000000001,0.0,0.766,0.234,0.7003,joy
232,303,"""These are tough questions that we need to grapple with.",12/1/20,-0.3888888888888889,0.8333333333333334,0.143,0.857,0.0,-0.128,joy
233,304,"There are no easy answers, but it is my responsibility as custodian of Singapore's past reserves to raise them for discussion,"" added the president.",12/1/20,-0.23333333333333334,0.5416666666666667,0.063,0.861,0.076,0.09,anger
234,305,"""I am glad that the Government has also been thinking hard about these same issues.""",12/1/20,0.06944444444444443,0.5555555555555555,0.08,0.747,0.172,0.3818,joy
239,310,The NIRC is the top contributor to the government coffers.,12/1/20,0.5,0.5,0.0,0.833,0.167,0.2023,fear
245,316,She said the Government's top priority is to get out of the crisis and keep everyone safe and healthy.,12/3/20,0.5,0.5,0.155,0.566,0.279,0.3182,anger
246,317,But she noted that the fiscal road ahead will be a tough one.,12/3/20,-0.3888888888888889,0.8333333333333334,0.12,0.88,0.0,-0.128,fear
253,324,"She said the Government will have to be prudent, spend where necessary, and ensure good returns on the money that is put in.",12/3/20,0.35,0.8,0.0,0.792,0.208,0.6705,anger
255,326,"But while cost management is important, she added that one must also look at the growth side of the equation and find revenue which comes from that growth.",12/3/20,0.4,1.0,0.0,0.781,0.219,0.7184,fear
264,335,"This year was challenging for many nations because of the Covid-19 pandemic, which worsened the already grim economic outlook.",12/4/20,0.05,0.675,0.273,0.661,0.066,-0.7184,anger
271,342,"\x93They have all been working non-stop since the beginning of this year, with the work becoming even heavier and more intense as the global Covid-19 pandemic situation worsened and disrupted life and businesses.",12/4/20,0.2875,0.5875,0.082,0.873,0.045,-0.3197,joy
276,347,"I look forward to everyone\x92s active participation, as part of our #SingaporeTogether movement.\x94 Those who wish to provide input for Budget 2021 may do so here.",12/4/20,-0.13333333333333333,0.6,0.0,0.81,0.19,0.6597,joy
277,348,"Realistically speaking, the final budget depends a lot on how USA moves, which will very well move the world.",12/5/20,0.1,0.65,0.0,0.877,0.123,0.3384,joy
280,351,Training opportunities and sgus rike programmes for high growth and emerging areas of economies as well.,12/5/20,0.16,0.5399999999999999,0.0,0.64,0.36,0.743,fear
282,353,"AZE wrote: Realistically speaking, the final budget depends a lot on how USA moves, which will very well move the world.",12/5/20,0.1,0.65,0.0,0.888,0.112,0.3384,joy
286,361,"The full Budget Statement will be published on the Singapore Budget website after delivery, and real-time updates of key Budget announcements can be found on MOF's Facebook page and Twitter account.",31/12/20,0.175,0.775,0.0,1.0,0.0,0.0,joy
287,362,"""We thank Singaporeans for providing their views, whether online through REACH\x92s Budget 2021 microsite, or in person at settings such as REACH\x92s Listening Points,"" said MOF.",31/12/20,0.0,0.5,0.0,0.909,0.091,0.3612,joy
295,370,This year is no different.,31/12/20,0.0,0.6,0.355,0.645,0.0,-0.296,fear
296,371,"""But this year has been far from traditional.",31/12/20,0.05,0.875,0.0,1.0,0.0,0.0,fear
300,375,"""But if the situation takes a turn for the worse, we are ready to respond and adapt,"" he said.",31/12/20,-0.1,0.55,0.144,0.741,0.116,-0.1531,joy
306,381,Trade association and industry experts said at the virtual event that more can be done to help businesses access existing grants as applications can be cumbersome.,15/1/21,0.5,0.5,0.0,0.839,0.161,0.5574,anger
309,384,"However, less government assistance could actually be a good thing, noted Singapore Retailers Association executive director Rose Tong.",15/1/21,0.37777777777777777,0.5388888888888889,0.0,0.847,0.153,0.4404,joy
310,385,"She said grants could distract companies from their business objectives as they tailor their goals to meet qualifying criteria: ""This could stifle their authentic growth.",15/1/21,0.5,0.75,0.077,0.767,0.157,0.3182,joy
311,386,"Some retailers have also gotten addicted to grants and subsidies such that they may be unwilling to embark on a much-needed transformation initiative should there not be a grant available.""",15/1/21,0.0,0.5,0.07,0.866,0.063,-0.0541,fear
314,389,"""She said grants could distract companies from their business objectives as they tailor their goals to meet qualifying criteria: ""This could stifle their authentic growth.",15/1/21,0.5,0.75,0.077,0.767,0.157,0.3182,joy
319,395,Not with the clowns north and south who are dealing with their own mess at the moment,16/1/21,0.2125,0.5875,0.135,0.865,0.0,-0.3612,anger
320,396,"https://sbr.com.sg/economy/news/more...singapore-kpmg File photo of people taking picture with Merlion Additional grants, incentives, and tax rebates in the 2021 budget will help Singapore become a smart nation and a world-leading supply chain hub whilst improving food security and promoting business transformation, according to KPMG's Budget 2021 proposal.",25/1/21,0.21428571428571427,0.6428571428571429,0.0,0.681,0.319,0.936,fear
321,397,"In the proposal, KPMG stressed the importance of 5G in Singapore's transformation into a smart nation.",25/1/21,0.21428571428571427,0.6428571428571429,0.122,0.612,0.265,0.4215,joy
322,398,"According to KPMG's partner and head of tax Ajay Kumar Sanganeria, 5G will be a key driver for data consumption and will create demand for innovation in the development of technological platforms.",25/1/21,0.0,1.0,0.044,0.819,0.137,0.4939,fear
323,399,Sanganeria said there is a need for more government support to fast-track 5G development and adoption on a larger scale.,25/1/21,0.25,0.5,0.0,0.851,0.149,0.4549,fear
328,404,Special tax rebates for local professionals in qualifying industries critical to Singapore's economy and ecosystem will also help in the transformation to a smart city.,25/1/21,0.14285714285714285,0.5035714285714286,0.076,0.658,0.266,0.7003,joy
333,409,"These measures will not only strengthen Singapore's food supply chain, it will also create additional jobs.",25/1/21,0.0,1.0,0.109,0.775,0.116,0.0356,neutral
335,411,"The Government will also continue to support workers and businesses, especially those in hard-hit sectors.",2/5/21,0.0,1.0,0.0,0.838,0.162,0.4019,fear
337,413,"He said: ""Covid-19 has accelerated innovation, put a premium on resilience, and greater priority on sustainability.",2/5/21,0.5,0.5,0.0,0.718,0.282,0.6249,anger
343,419,"But while the worst of the fallout has been averted, the road to recovery will be uneven and highly uncertain, said Mr Heng.",2/5/21,-0.3466666666666667,0.58,0.283,0.717,0.0,-0.7841,fear
349,425,"""It is not easy but we must persist.",2/5/21,-0.21666666666666667,0.8333333333333334,0.196,0.804,0.0,-0.1786,neutral
356,432,testerjp wrote: Hsk is famous for claiming to give alot of money but money received by most is little or zero.,2/5/21,0.2708333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,fear
357,433,Most of the money go to govt associated sectors or companies.,2/5/21,0.5,0.5,0.0,1.0,0.0,0.0,anger
360,436,He added: \x93You will be cared for if you fall on hard times.,2/5/21,-0.2916666666666667,0.5416666666666666,0.092,0.724,0.184,0.34,neutral
363,442,"For lack of better words, its like those higher up get to eat the meat in the soup, the common people just get to drink the (meat flavoured) soup.",2/5/21,0.15,0.5,0.068,0.772,0.16,0.4767,fear
373,453,"Deputy Prime Minister and Minister for Finance Heng Swee Keat had said on Friday that a key priority for the Budget will be to continue to support workers and businesses, but that Singapore must press on with economic transformation.",2/7/21,0.1,0.6,0.0,0.952,0.048,0.2144,joy
379,459,"Ms Indranee also spoke about ComLink as a key strategic part of the Government's efforts to tackle inequality, adding that the initiative brings together government agencies and community partners to provide more comprehensive support to low-income families.",2/7/21,0.25,0.75,0.0,0.866,0.134,0.6453,joy
382,462,"Mr Kelvin Chia, who oversees ComLink at Jalan Kukoh, said that since the programme space opened, many volunteer groups have come forward offering classes and services.",2/7/21,0.5,0.5,0.0,1.0,0.0,0.0,neutral
383,463,One such group was Readable.,2/7/21,0.0,0.5,0.0,1.0,0.0,0.0,fear
386,466,"Her son, who used to run away when asked to read, now enjoys storybooks and even got full marks for his spelling test, she said.",2/7/21,0.35,0.55,0.0,0.879,0.121,0.5106,anger
387,467,\x93I don\x92t speak much English so I can\x92t teach my own children.,2/7/21,0.3,0.5,0.0,1.0,0.0,0.0,joy
389,469,"They are also more confident now and have more friends,\x94 she said, speaking in Bahasa Indonesia.",2/7/21,0.5,0.6111111111111112,0.0,0.811,0.189,0.5413,joy
391,471,"How about giving huge tax discounts, rebates and incentives to large companies and MNCs that don't hire and groom a majority of Singaporeans in both mid-level and senior roles?",2/7/21,0.30714285714285716,0.6642857142857143,0.0,0.781,0.219,0.7184,fear
394,474,You may not know that some of these companies pay only 5%-10% corporate taxes instead of the normal 17% and the vast majority of the senior roles in these MNCs are given out to foreigners instead of Singaporeans.,2/7/21,0.0375,0.6625,0.036,0.964,0.0,-0.1027,fear
395,475,"Savantrainmaker wrote: How about giving huge tax discounts, rebates and incentives to large companies and MNCs that don't hire and groom a majority of Singaporeans in both mid-level and senior roles?",2/7/21,0.30714285714285716,0.6642857142857143,0.0,0.794,0.206,0.7184,fear
401,484,"And during a pandemic, with all the stressors on the economy, we can only imagine that a great deal of hard work has been done behind the scenes by Mr Heng and his team at the Ministry of Finance (MOF), leading up to Budget Day on Tuesday, Feb 16.",15/2/21,0.02708333333333332,0.7479166666666666,0.086,0.837,0.078,0.1531,fear
403,486,"In January, Mr Heng quipped at the The Straits Times Global Outlook Forum that he wished that for this year, there will be only one Budget.",15/2/21,0.0,0.5,0.0,1.0,0.0,0.0,joy
404,487,"And so, while the rest of us were likely celebrating (albeit more low-key this year) Chinese New Year, and enjoying romantic dinners with our significant others, the Minister wrote in a Facebook post that he enjoyed no such luxury.",15/2/21,0.22348484848484848,0.569949494949495,0.045,0.652,0.303,0.9136,joy
405,488,"He thanked his wife for her \x93love, strength and support, and for walking the journey of life with me.\x94 And then added, \x93Thank you for your understanding \x97 no long, romantic dinner, as I have to work today \x96 for Budget Day is just two days away!\x94 However, the day did not go without a loving gesture from Mr Heng, who also posted a photo of the bouquet of flowers he sent his wife.",15/2/21,0.20833333333333334,0.6166666666666667,0.027,0.797,0.176,0.9038,joy
407,490,She showed me the beautiful roses she brought from overseas for Valentine\x92s Day.,15/2/21,0.85,1.0,0.0,0.755,0.245,0.5994,joy
408,491,"They were beautiful, and so I ordered some for my wife.\x94 He also thanked the MOF officers and those from other Government agencies who have also had to work over the long holiday weekend.",15/2/21,0.22499999999999998,0.5916666666666667,0.0,0.759,0.241,0.8591,joy
413,496,"\x93I hope that everyone can spend some time with your loved ones, and express your love for people in your life, today and every other day!",15/2/21,0.34791666666666665,0.5916666666666667,0.0,0.671,0.329,0.906,joy
414,497,"Happy Valentine\x92s Day!\x94 Mr Heng, 59, has been married to Ms Chang Hwee Nee since 1988.",15/2/21,0.525,0.625,0.0,0.79,0.21,0.6114,joy
428,516,"They presume that since their group can get by, no need to do anything more for them....",16/2/21,0.5,0.5,0.121,0.879,0.0,-0.296,anger
437,528,"3 hours is fine, but charge where?",16/2/21,0.4166666666666667,0.5,0.0,0.781,0.219,0.1027,neutral
441,532,"On the meter it said ""27 mins to full charge"".",16/2/21,0.35,0.55,0.0,1.0,0.0,0.0,anger
462,594,add in the many traffic lights and speed humps.....,16/2/21,0.5,0.5,0.0,1.0,0.0,0.0,fear
464,598,[BUILDING A SUSTAINABLE HOME FOR ALL] DPM Heng: Sustainable development is a major priority for Singapore.,16/2/21,0.0625,0.5,0.0,1.0,0.0,0.0,neutral
466,600,"This is an ambitious long-term plan that builds on ongoing efforts to secure a green, liveable, and sustainable home for generations of Singaporeans to come.",16/2/21,0.15,0.55,0.0,0.8,0.2,0.6705,fear
467,601,"Technology, capital, and the actions of our people are key enablers of this Plan.",16/2/21,0.0,1.0,0.0,1.0,0.0,0.0,anger
469,603,"I will be providing support to ease the transition for Singaporeans impacted by the rise in petrol duty, especially for those who rely on their vehicles for their livelihood.",16/2/21,0.0,1.0,0.0,0.781,0.219,0.7184,fear
482,616,"In Europe, diesel is common, people there are educated.",16/2/21,-0.3,0.5,0.0,1.0,0.0,0.0,neutral
483,617,"In SG, mindset is stuck in the 50s that diesel is dirty.",16/2/21,-0.6,0.8,0.329,0.671,0.0,-0.5994,fear
484,618,"t258jgn wrote: The problems are the delivery trucks from msia to SG are not euro 6d I do not understand what is the point of this post AZE wrote: Sho if SG gosh full EV by 2030, ish can force MY to gosh full EV as well?",16/2/21,0.35,0.55,0.055,0.902,0.043,-0.1531,anger
485,619,A bit pointless if the discussion ish about clean air or health because our air quality ish largely dictated by our neighbours for almost everything... AZE has a point.,16/2/21,0.11031746031746033,0.5428571428571429,0.0,0.906,0.094,0.4019,fear
494,640,Can only hope that pap lose more seats lo..,16/2/21,0.25,0.75,0.214,0.556,0.23,0.0516,fear
495,641,"Vote in more oppies, look at what they have done so far.",16/2/21,0.3,0.75,0.0,1.0,0.0,0.0,anger
499,651,"50-50 pointless because the likelihood of voting against their own party ish very low, especially with party whip.",16/2/21,0.0875,0.7225,0.105,0.658,0.237,0.4601,anger
501,653,USA system ish quite pointless as well.,16/2/21,-0.25,0.5,0.0,0.717,0.283,0.3321,neutral
504,656,The outcome ish mostly decided before hand.,16/2/21,0.5,0.5,0.0,0.652,0.348,0.4939,fear
506,658,Why the sudden focus on EV when as back as Jan 2019 Elon Musk tweeted our government gave a cold shoulder to Tesla's move for more EV here.,17/2/21,-0.024999999999999994,0.5,0.0,1.0,0.0,0.0,anger
508,660,"With all the genius minds at their disposal, going towards renewable energy is the only way even if it's cost is high.",17/2/21,0.08,0.77,0.0,0.909,0.091,0.2732,fear
516,668,green72 wrote: Why the sudden focus on EV when as back as Jan 2019 Elon Musk tweeted our government gave a cold shoulder to Tesla's move for more EV here.,17/2/21,-0.024999999999999994,0.5,0.0,1.0,0.0,0.0,anger
517,675,mryang wrote: https://tdy.sg/3dfrU8B This arsehole MFker MP is one of the many who will always try to cherry pick only certain points in their favour to answer like the cotton comes from sheep Xia Suay Ministar.,17/2/21,0.2380952380952381,0.6904761904761904,0.0,0.815,0.185,0.7579,fear
521,679,The main concern of Singaporeans is more on why the authorities allow non essential workpass holders and especially the DP and LTVP to enter Singapore during this period.,17/2/21,0.16666666666666666,0.5333333333333333,0.0,0.934,0.066,0.2263,fear
522,680,"Especially those coming from country with very high infection rate like INDIA, INDIA, INDIA.",17/2/21,0.10400000000000001,0.851,0.0,0.839,0.161,0.3612,fear
527,685,It will cause emotional pain and suffering to us CECAs if we can't bring our dependents here.,17/2/21,0.0,0.65,0.291,0.636,0.073,-0.7003,fear
529,687,Please be more understanding and do the needful.,17/2/21,0.5,0.5,0.0,0.753,0.247,0.3182,joy
530,688,tokiya wrote: It will cause emotional pain and suffering to us CECAs if we can't bring our dependents here.,17/2/21,0.0,0.65,0.267,0.667,0.067,-0.7003,fear
532,692,"Remember, no one is indispensable.",17/2/21,0.4,0.9,0.355,0.645,0.0,-0.296,fear
542,709,We are also not doing anything illegal by bringing our dependents in during COVID.,17/2/21,-0.5,0.5,0.0,0.816,0.184,0.4449,fear
546,713,Bohuatoh wrote: This arsehole MFker MP is one of the many who will always try to cherry pick only certain points in their favour to answer like the cotton comes from sheep Xia Suay Ministar.,17/2/21,0.2380952380952381,0.6904761904761904,0.0,0.81,0.19,0.7579,fear
552,734,Lol,17/2/21,0.8,0.7,0.0,0.0,1.0,0.4215,fear
561,743,"Rather than close the borders to them entirely, Singapore needs to adopt a risk management approach to the inflow of such travellers, he said in response to Progress Singapore Party Non-Constituency MP Leong Mun Wai.",16/2/21,0.0,0.5625,0.053,0.763,0.183,0.6249,joy
562,744,Mr Leong had asked about the Government's decision to keep the borders open to these travellers.,16/2/21,0.0,0.5,0.0,1.0,0.0,0.0,anger
566,748,I'm not sure...,16/2/21,-0.25,0.8888888888888888,0.0,1.0,0.0,0.0,neutral
567,749,"But to claim banning travellers from countries like India will impact the lives and livelihoods of many in Singapore, we have an even bigger problem to deal with than fighting the pandemic.",16/2/21,0.25,0.5,0.138,0.745,0.117,-0.2023,fear
569,751,Are Singapore that vulnerable till we need to depend on this number of visitors per day otherwise we'll be badly affected?,16/2/21,-0.5999999999999999,0.5833333333333333,0.264,0.681,0.055,-0.6399,neutral
570,752,That's absurd!,16/2/21,-0.625,1.0,0.0,1.0,0.0,0.0,joy
579,769,Quote: Dr Koh said Singapore needs a continued inflow of migrant workers to support key economic sectors.,16/2/21,0.1,0.6,0.0,0.847,0.153,0.4019,joy
581,771,"""Many of such workers are from India and Indonesia,"" he added.",16/2/21,0.25,0.5,0.0,1.0,0.0,0.0,neutral
586,787,"The sector is expected to remain badly affected this year, and recovery will take some time, said Deputy Prime Minister Heng Swee Keat on Tuesday (Feb 16).",16/2/21,-0.3999999999999999,0.5333333333333333,0.158,0.842,0.0,-0.5719,fear
589,790,This will help to secure Singapore's position as a key aviation hub that both travellers and employees trust in.,16/2/21,0.2,0.8,0.0,0.641,0.359,0.8126,fear
591,792,"""They will need digitalised systems and the ability to effectively reroute people and goods.""",16/2/21,0.6,0.8,0.0,0.698,0.302,0.6369,fear
596,797,"For example, the total number of passengers passing through Changi remains at about 2 per cent of pre-Covid-19 levels as at end-January.",16/2/21,0.0,0.75,0.0,0.939,0.061,0.0772,anger
599,800,He said $133 million has been set aside to continue the earlier announced Covid-19 Driver Relief Fund.,16/2/21,0.0,0.5,0.0,0.838,0.162,0.4767,joy
612,813,Insurance probably not cheap too.,16/2/21,-0.2,0.7,0.0,1.0,0.0,0.0,neutral
621,822,ERP charges were first suspended on April 6 on the expectation that traffic would be significantly reduced during the circuit breaker period.,16/2/21,0.3125,0.6041666666666666,0.215,0.785,0.0,-0.6369,anger
623,824,"LTA said its monitoring of traffic conditions in January showed that traffic speeds have ""remained optimal on all arterial roads and most expressways, except for some time periods on the AYE, CTE and KPE"".",16/2/21,0.5,0.5,0.0,0.93,0.07,0.3612,anger
624,825,"""As more people travel to and from their workplaces, traffic volume has been building up during weekday peak hours.",16/2/21,0.5,0.5,0.0,1.0,0.0,0.0,anger
631,832,"Personally, i wasnt affected greatly by the pandemic and i am grateful for it.",16/2/21,0.4,0.525,0.0,0.692,0.308,0.5337,anger
632,833,The healthcare really shined in this difficult time where we see dead bodies piling up overseas.,16/2/21,-0.16666666666666666,0.5333333333333333,0.339,0.661,0.0,-0.8006,fear
635,836,"If the GE is around the corner this time, i may even vote for the incumbent, the only that will stop me from voting for PAP is that butt doctor and ccs.",16/2/21,0.0,1.0,0.068,0.932,0.0,-0.296,fear
638,839,"\x93We must strengthen our social compact and support one another, especially those with greater needs.",15/2/21,0.17777777777777778,0.5222222222222223,0.0,0.607,0.393,0.7759,fear
646,847,"Mr Heng said he met an elderly man in his 70s during a visit to Bedok recently who told him that the Budget \x93should not be about goodies\x94, but that it was more important to invest in building up people\x92s abilities and enabling them to do better.",15/2/21,0.35,0.5625,0.0,0.827,0.173,0.8397,anger
