,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
317,360,staying in class b or c. the problem is the premium table i sign for is TOTALLY DIFFERENT FROM THE NEW INCREASED PREMIUMS I HAVE TO PAY FOR.,2/11/21,0.06818181818181818,0.5272727272727272,0.163,0.742,0.095,-0.25,sadness
319,362,FALSE AND MISLEADING CONTRACT.,2/11/21,-0.4000000000000001,0.6,0.474,0.526,0.0,-0.4019,neutral
326,369,"It's true, we should stop pandering to SQ and let it die..",2/11/21,0.35,0.65,0.147,0.667,0.187,0.1531,neutral
327,370,The one and only SQ that anyone should be buying is Square INC. Lol.,2/11/21,0.4,0.85,0.0,0.823,0.177,0.4215,fear
336,380,Insurers should run their own hospitals or tie up with certain hospitals to contain costs.,2/11/21,0.40714285714285714,0.7857142857142857,0.0,0.87,0.13,0.2732,fear
338,382,Use own panel of workshops.,2/11/21,0.6,1.0,0.0,1.0,0.0,0.0,neutral
339,383,leaving_footsteps wrote: Insurers should run their own hospitals or tie up with certain hospitals to contain costs.,2/11/21,0.40714285714285714,0.7857142857142857,0.0,0.884,0.116,0.2732,fear
345,391,"If cannot survive, should die/change trade in the new normal.",2/6/21,0.1431818181818182,0.5522727272727272,0.0,1.0,0.0,0.0,sadness
353,400,"yeah, even play philanthropist, making foreign tourist millionaire, instead of contributing to their own kind karma liao le, have to let them serve their own deserve, if not their bad karma will never clear...CB SIA should find those millionaires she made way back to come back and help her, hope they repay her kindness though",2/8/21,0.1392857142857143,0.5273809523809524,0.0,0.712,0.288,0.9549,fear
364,411,"\x93The United States belongs at the forefront of this struggle - speaking out and standing strong for our most dearly held values,\x94 the memorandum said.",2/8/21,0.4666666666666667,0.6166666666666667,0.083,0.629,0.289,0.7627,joy
367,414,"It calls for increased efforts to ensure that LGBTQ asylum seekers have equal access to protection, expanded training for U.S. federal personnel, and potential increased use of priority referrals to expedite resettlement of vulnerable people.",2/8/21,-0.16666666666666666,0.5833333333333334,0.048,0.781,0.171,0.5994,anger
382,441,He's got bigger issues to address.,2/8/21,0.0,0.5,0.0,1.0,0.0,0.0,anger
390,449,Nothing wrong with that except the positions were SP and EP holders with a minimum salary criteria higher than the average sinkies.,9/12/20,-0.13333333333333333,0.6,0.0,0.887,0.113,0.3724,anger
391,450,"The consequences are employers have to employ them as PMETs to justify the high pay, some of which with dubious qualifications from home countries.",9/12/20,0.16,0.5399999999999999,0.151,0.849,0.0,-0.4404,sadness
393,452,The sad part is we ended up helping to develop the SP & EP holders as they hold PMETs positions.,9/12/20,-0.5,1.0,0.139,0.762,0.099,-0.2263,sadness
395,454,"Whether it is hinghtsight or not, it is Time to reverse the situation and give sinkies what they deserve in their own countries.",9/12/20,0.6,1.0,0.0,1.0,0.0,0.0,neutral
397,456,"Those who are developing countries such as Philippines, India, Vietnam and Myanmar should be considered for work permit instead of SP which commands higher salaries.",9/12/20,0.125,0.5,0.0,1.0,0.0,0.0,neutral
398,457,"Most sinkies are more than qualified and capable than them but because they can only hold SP, they are paid more and hold positions higher than what they deserve.",9/12/20,0.325,0.5666666666666667,0.0,0.94,0.06,0.2023,anger
399,458,Actually it is true.,9/12/20,0.35,0.65,0.0,0.517,0.483,0.4215,neutral
401,460,No business no jobs more sinkies kpkb.,9/12/20,0.5,0.5,0.468,0.532,0.0,-0.5267,neutral
402,461,Edmwers should look at the bigger picture.,9/12/20,0.0,0.5,0.0,1.0,0.0,0.0,fear
403,462,But sadly edmwers are cock eye with black bean size eyes.,9/12/20,-0.3333333333333333,0.7166666666666667,0.328,0.672,0.0,-0.5267,fear
407,466,"clon33 wrote: In before PAP IBs reply No wonder PAP refuse to release the data before General Elections 2020. https://www.mom.gov.sg/documents-and...kforce-numbers There were 193,700 EP in 2019.",10/3/20,0.05000000000000002,0.5,0.155,0.845,0.0,-0.5267,anger
409,468,"PMETs in 2019 Singapore Citizens (SC): 1,050,300 Foreigners (PR): 249,500 Foreigners (NR): 403,500 Local PMETs (PR+SC): 1,299,800 Foreigners (PR+NR): 653,000 Ratio of 1 EP:Local PMETs = (1,299,800/193,700) = 6.71 times ratio Ratio of 1 EP:Citizen PMETs = (1,050,300/193,700) = 5.42 times ratio Ratio of 1 Foreigner PMET: Citizen PMETs = (1,050,300/653,000) = 1.60 times ratio https://www.facebook.com/19457065724...9QuUQQAvNV&d=n Good numbers crunching!",10/3/20,-0.275,0.72,0.0,0.939,0.061,0.4926,fear
413,472,"Since then, this piece of information published in the Straits Times no less, in 2012 - that 38% of foreigners paid in excess of 50% of the income tax collected in Singapore - was scrubbed clean from ST's own websites.",10/3/20,0.35000000000000003,0.5888888888888889,0.054,0.88,0.066,0.128,joy
416,475,"sanzhu wrote: Wad a joke company Most companies are like that around the world, more so in Singapore, mad don't dare to think how sme behave, should be tons worse than mnc.",2/7/21,-0.0062500000000000056,0.65,0.17,0.701,0.129,-0.3818,anger
417,476,congster2 wrote: Lol.,2/7/21,0.8,0.7,0.0,0.417,0.583,0.4215,fear
418,477,Take care of your own pay lah.,2/7/21,0.6,1.0,0.146,0.521,0.333,0.4215,neutral
421,480,Citizens are so busy with their own livelihood that they can't be bothered with ministers having high pay that does not have any justification.,2/7/21,0.2866666666666667,0.6133333333333333,0.054,0.803,0.144,0.3318,anger
422,481,Sinkies need to be more involved in how the country should progress.,2/7/21,0.5,0.5,0.0,0.797,0.203,0.4215,neutral
425,489,Mah Bao Tan did the right thing to set the precedence for HDB price spike.,2/7/21,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,joy
428,492,"They should give businesses loans, not free money.",30/8/20,-0.2,0.8,0.278,0.722,0.0,-0.4023,anger
430,494,0% interest is fine but the state should not give free money to for profit companies.,30/8/20,0.4083333333333333,0.65,0.156,0.526,0.318,0.4013,sadness
433,497,And give the people free money 10k or 30k per adult to help each family.,30/8/20,0.25,0.55,0.0,0.684,0.316,0.7184,anger
438,502,Many companies will choose to retrench or close down if the only option is loans.,30/8/20,0.11481481481481481,0.5962962962962963,0.0,1.0,0.0,0.0,sadness
439,503,Especially when they dont see the business picking up enough to repay the loan quickly.,30/8/20,0.1111111111111111,0.6666666666666666,0.0,1.0,0.0,0.0,anger
440,504,Why dig a bigger hole for yourself.,30/8/20,0.0,0.5,0.0,1.0,0.0,0.0,neutral
441,505,Might as well close and open when things get better.,30/8/20,0.25,0.5,0.0,0.615,0.385,0.6124,neutral
442,506,"When you give the companies the money to pay staff, many jobs are saved in the meantime.",30/8/20,0.5,0.5,0.073,0.781,0.146,0.34,anger
443,507,Cash flow is key to businesses.,30/8/20,0.0,1.0,0.0,1.0,0.0,0.0,neutral
447,511,"bluecutie wrote: They should give businesses loans, not free money.",30/8/20,-0.2,0.8,0.231,0.769,0.0,-0.4023,anger
452,521,"I think if they want something, they should go look for their own government.",30/8/20,0.6,1.0,0.0,0.902,0.098,0.0772,fear
453,522,Our government's job is to only help Singaporeans.,30/8/20,0.0,1.0,0.0,0.722,0.278,0.4019,sadness
459,539,"So give the money from budget surpluses direct to the citizens, 20k 40k and give businesses interest free loans.",30/8/20,0.25,0.6000000000000001,0.0,0.73,0.27,0.743,neutral
461,541,This is a better way imo.,30/8/20,0.5,0.5,0.0,0.58,0.42,0.4404,joy
466,547,Lets say your revenue 100 and your costs are 80 during normal years.,30/8/20,0.15,0.6499999999999999,0.0,1.0,0.0,0.0,fear
470,551,And mind you 20% margin is a healthy company.,30/8/20,0.5,0.5,0.0,0.722,0.278,0.4019,joy
483,584,Business should exercise prudence during normal day and save up a part of revenue for rainy day.,30/8/20,0.15,0.6499999999999999,0.07,0.757,0.173,0.4404,anger
485,586,This is a wrong mentality to begin with,30/8/20,-0.5,0.9,0.341,0.659,0.0,-0.4767,anger
486,603,"Yes u are right, close the business.",30/8/20,0.2857142857142857,0.5357142857142857,0.0,0.649,0.351,0.4019,neutral
490,607,"Citizens and businesses need to pivot to viable industries these 1-2 years, subsidising zombie companies is not good use of tax payers monies Sent from \u80a5\u80a5\u6c38\u8fdc\u4e00\u4eba@\u5df4\u5766 using GAGT",30/8/20,-0.35,0.6000000000000001,0.082,0.918,0.0,-0.3412,fear
492,609,Anyway all those dormitory case someone should be held liable.,30/8/20,-0.1,0.5,0.0,1.0,0.0,0.0,anger
493,610,Spend so much is because of hack care attitude toward the potential dormitory covid-19 outbreak Sent from Xiaomi MI 9 using GAGT,30/8/20,0.1,0.6,0.0,0.862,0.138,0.4939,anger
494,611,lovesleeping1981 wrote: Are they using this chance to cover up the hole in our finance that was created by all the poor investments they had over the years?,30/8/20,-0.4,0.6,0.096,0.773,0.131,0.0387,anger
496,613,Sure boh?,30/8/20,0.5,0.8888888888888888,0.0,0.303,0.697,0.3182,neutral
502,619,"WP should be easy to get the 20 years surplus amount, but then pap will cleverly lay mines in their confusing data...say one wrong tio sue how?",30/8/20,-0.05,0.7416666666666667,0.177,0.598,0.225,0.1941,anger
503,620,Who asked us the citizens wear masks when only unwell?,30/8/20,0.0,1.0,0.0,1.0,0.0,0.0,neutral
505,622,This is the clear evidence how a stupid policy of not wearing masks cost the taxpayers billions of $!,30/8/20,-0.44999999999999996,0.6916666666666667,0.166,0.718,0.117,-0.2714,anger
507,624,Taxes to be further raise.,30/8/20,0.0,0.5,0.0,1.0,0.0,0.0,anger
516,633,"#ASEAN countries should not only look at their benefits, economy and gains .",24/2/21,0.0,1.0,0.0,0.667,0.333,0.6124,neutral
520,637,Let’s be honest here.,23/2/21,0.6,0.9,0.0,0.476,0.524,0.5106,joy
522,639,It’s heavily propped up by endless QE since Sept 2019 by the feds.,23/2/21,-0.1625,0.625,0.0,1.0,0.0,0.0,anger
524,641,@sophieelsworth Sure.,23/2/21,0.5,0.8888888888888888,0.0,0.303,0.697,0.3182,neutral
525,642,"The Aussie should have been cancelled, right?",23/2/21,0.2857142857142857,0.5357142857142857,0.25,0.75,0.0,-0.25,anger
526,643,"Because it’s ALL about the economy, right?",23/2/21,0.2857142857142857,0.5357142857142857,0.0,1.0,0.0,0.0,neutral
529,646,It’s tweets to keep YOU employed and relevant.,23/2/21,0.4,0.9,0.0,1.0,0.0,0.0,neutral
532,649,The end of the Cold War ushered in a new era of stability.,22/2/21,-0.2318181818181818,0.7272727272727273,0.262,0.738,0.0,-0.5994,joy
536,653,In this piece we wrote for @Singtel we round up all the important takeaways that every SME should know.,18/2/21,0.1,0.7,0.0,0.909,0.091,0.2023,anger
541,658,atleast you have your own guarantee for any possibilities AAAaaaAA think abt it hun,18/2/21,0.6,1.0,0.0,0.867,0.133,0.25,neutral
543,660,I’m confused...,15/2/21,-0.4,0.7,0.0,1.0,0.0,0.0,sadness
546,663,Very shallow,13/2/21,-0.43333333333333335,0.65,0.0,1.0,0.0,0.0,neutral
547,664,"Any article about Papua New Guinea that criticises their relationship with China should also acknowledge the immense damage Australia has done to PNG, its people, &amp; its economy.",4/2/21,0.06818181818181818,0.7272727272727273,0.175,0.825,0.0,-0.6705,anger
554,671,People need to make a living so the economy should be top of house in terms of priority,19/10/20,0.5,0.5,0.0,0.899,0.101,0.2023,anger
558,675,I think India has had enough of that drivel.,20/4/20,0.0,0.5,0.0,1.0,0.0,0.0,fear
559,676,@AlandowellMc I should clarify (2) in mind is a quick bankruptcy process.,2/4/20,0.3333333333333333,0.5,0.0,1.0,0.0,0.0,fear
561,678,Various ways to do that.,2/4/20,0.0,0.5,0.0,1.0,0.0,0.0,anger
570,688,They should NOT be used to manage the optics of a weak currency - focus on fixing the fundamentals!,13/3/20,-0.46875,0.625,0.166,0.834,0.0,-0.4926,anger
