,index,Sentences,Comment Datetime,Textblob_polarity_score,Textblob_subjectivity_score,Vader_neg_score,Vader_neu_score,Vader_pos_score,Vader_compound_score,Emotions
112,135,"\U0001f611 MINISTRY OF SOCIAL AND FAMILY DEVELOPMENT COVID-19 RECOVERY GRANT APPLICATION FORM IMPORTANT INFORMATION BEFORE YOU START YOUR APPLICATION You are eligible to apply if you meet all of the conditions below, at the time of application.",21/1/21,0.21666666666666667,0.5333333333333333,0.0,0.859,0.141,0.6971,fear
129,160,Same stupid trick everytime.,28/1/21,-0.39999999999999997,0.5625,0.697,0.303,0.0,-0.5574,anger
130,161,"Ok nvm give up liao, this grant is just a farce.",2/3/21,0.04999999999999999,0.5,0.183,0.474,0.343,0.3346,anger
156,188,"Imagine those unemployed who are trying to pay up their bto, or those who need to top up medisave using own savings cos no cpf to deduct from medishield...",17/2/21,0.55,0.75,0.115,0.828,0.057,-0.2023,fear
165,197,"Under the program, businesses significantly affected by the pandemic can access a government subsidy of AU$1,500 every two weeks for each eligible employee.",18/2/21,0.375,0.875,0.071,0.929,0.0,-0.1531,fear
175,207,"As at end-January this year, total passenger movements in Changi were only about 2 per cent of pre-Covid-19 levels.",17/2/21,0.0,0.875,0.0,1.0,0.0,0.0,fear
177,209,"""This support will help Changi tide through the crisis, while we explore ways to reopen borders safely.""",17/2/21,0.5,0.5,0.174,0.596,0.23,0.0772,fear
199,248,"However, they have been quite affected by the safety measures, especially during the circuit breaker,"" he noted.",16/2/21,0.0,1.0,0.096,0.762,0.142,0.228,anger
203,252,"About 950,000 households will also get additional utilities rebates of between $120 and $200 under the GST Voucher-U-Save Special Payment that will be credited in April and July.",16/2/21,0.35714285714285715,0.5714285714285714,0.0,0.833,0.167,0.6369,fear
207,256,"Mr Heng said the package comes on top of immediate relief and support measures introduced for families and workers over five Budgets in 2020, including the Solidarity Payment, Covid-19 Support Grant, Temporary Relief Fund and grocery vouchers for lower-income groups.",16/2/21,0.5,0.5,0.0,0.646,0.354,0.9442,anger
211,260,"Even before Covid-19, many societies were facing sharp divisions due to widening inequalities, increasing diversity of interests and voices, and growing distrust.",16/2/21,0.08333333333333333,0.5416666666666666,0.11,0.745,0.145,-0.0258,fear
212,261,"The pandemic has deepened the cracks in many societies,"" said Mr Heng, adding that Singapore is not immune to these challenges.",16/2/21,0.5,0.5,0.085,0.856,0.059,-0.1501,fear
223,294,"U lazy to go to CC to claim ah gong's lunch money for u, then too bad.",17/2/21,-0.4749999999999999,0.8333333333333333,0.3,0.7,0.0,-0.7184,fear
229,300,"Apart from the near-term uncertainties brought on by the pandemic, she noted that a key question is whether Covid-19 has fundamentally changed the investment landscape.",12/1/20,0.0,1.0,0.094,0.906,0.0,-0.34,fear
230,301,"Other key issues that need to be studied are the structural shifts that Covid-19 has caused to the macroeconomic environment, and how these factors would impact Singapore's long-term investment returns.",12/1/20,-0.0625,0.6875,0.0,1.0,0.0,0.0,fear
233,304,"There are no easy answers, but it is my responsibility as custodian of Singapore's past reserves to raise them for discussion,"" added the president.",12/1/20,-0.23333333333333334,0.5416666666666667,0.063,0.861,0.076,0.09,anger
239,310,The NIRC is the top contributor to the government coffers.,12/1/20,0.5,0.5,0.0,0.833,0.167,0.2023,fear
245,316,She said the Government's top priority is to get out of the crisis and keep everyone safe and healthy.,12/3/20,0.5,0.5,0.155,0.566,0.279,0.3182,anger
246,317,But she noted that the fiscal road ahead will be a tough one.,12/3/20,-0.3888888888888889,0.8333333333333334,0.12,0.88,0.0,-0.128,fear
253,324,"She said the Government will have to be prudent, spend where necessary, and ensure good returns on the money that is put in.",12/3/20,0.35,0.8,0.0,0.792,0.208,0.6705,anger
255,326,"But while cost management is important, she added that one must also look at the growth side of the equation and find revenue which comes from that growth.",12/3/20,0.4,1.0,0.0,0.781,0.219,0.7184,fear
264,335,"This year was challenging for many nations because of the Covid-19 pandemic, which worsened the already grim economic outlook.",12/4/20,0.05,0.675,0.273,0.661,0.066,-0.7184,anger
280,351,Training opportunities and sgus rike programmes for high growth and emerging areas of economies as well.,12/5/20,0.16,0.5399999999999999,0.0,0.64,0.36,0.743,fear
295,370,This year is no different.,31/12/20,0.0,0.6,0.355,0.645,0.0,-0.296,fear
296,371,"""But this year has been far from traditional.",31/12/20,0.05,0.875,0.0,1.0,0.0,0.0,fear
306,381,Trade association and industry experts said at the virtual event that more can be done to help businesses access existing grants as applications can be cumbersome.,15/1/21,0.5,0.5,0.0,0.839,0.161,0.5574,anger
311,386,"Some retailers have also gotten addicted to grants and subsidies such that they may be unwilling to embark on a much-needed transformation initiative should there not be a grant available.""",15/1/21,0.0,0.5,0.07,0.866,0.063,-0.0541,fear
319,395,Not with the clowns north and south who are dealing with their own mess at the moment,16/1/21,0.2125,0.5875,0.135,0.865,0.0,-0.3612,anger
320,396,"https://sbr.com.sg/economy/news/more...singapore-kpmg File photo of people taking picture with Merlion Additional grants, incentives, and tax rebates in the 2021 budget will help Singapore become a smart nation and a world-leading supply chain hub whilst improving food security and promoting business transformation, according to KPMG's Budget 2021 proposal.",25/1/21,0.21428571428571427,0.6428571428571429,0.0,0.681,0.319,0.936,fear
322,398,"According to KPMG's partner and head of tax Ajay Kumar Sanganeria, 5G will be a key driver for data consumption and will create demand for innovation in the development of technological platforms.",25/1/21,0.0,1.0,0.044,0.819,0.137,0.4939,fear
323,399,Sanganeria said there is a need for more government support to fast-track 5G development and adoption on a larger scale.,25/1/21,0.25,0.5,0.0,0.851,0.149,0.4549,fear
335,411,"The Government will also continue to support workers and businesses, especially those in hard-hit sectors.",2/5/21,0.0,1.0,0.0,0.838,0.162,0.4019,fear
337,413,"He said: ""Covid-19 has accelerated innovation, put a premium on resilience, and greater priority on sustainability.",2/5/21,0.5,0.5,0.0,0.718,0.282,0.6249,anger
343,419,"But while the worst of the fallout has been averted, the road to recovery will be uneven and highly uncertain, said Mr Heng.",2/5/21,-0.3466666666666667,0.58,0.283,0.717,0.0,-0.7841,fear
356,432,testerjp wrote: Hsk is famous for claiming to give alot of money but money received by most is little or zero.,2/5/21,0.2708333333333333,0.6666666666666666,0.0,1.0,0.0,0.0,fear
357,433,Most of the money go to govt associated sectors or companies.,2/5/21,0.5,0.5,0.0,1.0,0.0,0.0,anger
363,442,"For lack of better words, its like those higher up get to eat the meat in the soup, the common people just get to drink the (meat flavoured) soup.",2/5/21,0.15,0.5,0.068,0.772,0.16,0.4767,fear
383,463,One such group was Readable.,2/7/21,0.0,0.5,0.0,1.0,0.0,0.0,fear
386,466,"Her son, who used to run away when asked to read, now enjoys storybooks and even got full marks for his spelling test, she said.",2/7/21,0.35,0.55,0.0,0.879,0.121,0.5106,anger
391,471,"How about giving huge tax discounts, rebates and incentives to large companies and MNCs that don't hire and groom a majority of Singaporeans in both mid-level and senior roles?",2/7/21,0.30714285714285716,0.6642857142857143,0.0,0.781,0.219,0.7184,fear
394,474,You may not know that some of these companies pay only 5%-10% corporate taxes instead of the normal 17% and the vast majority of the senior roles in these MNCs are given out to foreigners instead of Singaporeans.,2/7/21,0.0375,0.6625,0.036,0.964,0.0,-0.1027,fear
395,475,"Savantrainmaker wrote: How about giving huge tax discounts, rebates and incentives to large companies and MNCs that don't hire and groom a majority of Singaporeans in both mid-level and senior roles?",2/7/21,0.30714285714285716,0.6642857142857143,0.0,0.794,0.206,0.7184,fear
401,484,"And during a pandemic, with all the stressors on the economy, we can only imagine that a great deal of hard work has been done behind the scenes by Mr Heng and his team at the Ministry of Finance (MOF), leading up to Budget Day on Tuesday, Feb 16.",15/2/21,0.02708333333333332,0.7479166666666666,0.086,0.837,0.078,0.1531,fear
428,516,"They presume that since their group can get by, no need to do anything more for them....",16/2/21,0.5,0.5,0.121,0.879,0.0,-0.296,anger
441,532,"On the meter it said ""27 mins to full charge"".",16/2/21,0.35,0.55,0.0,1.0,0.0,0.0,anger
462,594,add in the many traffic lights and speed humps.....,16/2/21,0.5,0.5,0.0,1.0,0.0,0.0,fear
466,600,"This is an ambitious long-term plan that builds on ongoing efforts to secure a green, liveable, and sustainable home for generations of Singaporeans to come.",16/2/21,0.15,0.55,0.0,0.8,0.2,0.6705,fear
467,601,"Technology, capital, and the actions of our people are key enablers of this Plan.",16/2/21,0.0,1.0,0.0,1.0,0.0,0.0,anger
469,603,"I will be providing support to ease the transition for Singaporeans impacted by the rise in petrol duty, especially for those who rely on their vehicles for their livelihood.",16/2/21,0.0,1.0,0.0,0.781,0.219,0.7184,fear
483,617,"In SG, mindset is stuck in the 50s that diesel is dirty.",16/2/21,-0.6,0.8,0.329,0.671,0.0,-0.5994,fear
484,618,"t258jgn wrote: The problems are the delivery trucks from msia to SG are not euro 6d I do not understand what is the point of this post AZE wrote: Sho if SG gosh full EV by 2030, ish can force MY to gosh full EV as well?",16/2/21,0.35,0.55,0.055,0.902,0.043,-0.1531,anger
485,619,A bit pointless if the discussion ish about clean air or health because our air quality ish largely dictated by our neighbours for almost everything... AZE has a point.,16/2/21,0.11031746031746033,0.5428571428571429,0.0,0.906,0.094,0.4019,fear
494,640,Can only hope that pap lose more seats lo..,16/2/21,0.25,0.75,0.214,0.556,0.23,0.0516,fear
495,641,"Vote in more oppies, look at what they have done so far.",16/2/21,0.3,0.75,0.0,1.0,0.0,0.0,anger
499,651,"50-50 pointless because the likelihood of voting against their own party ish very low, especially with party whip.",16/2/21,0.0875,0.7225,0.105,0.658,0.237,0.4601,anger
504,656,The outcome ish mostly decided before hand.,16/2/21,0.5,0.5,0.0,0.652,0.348,0.4939,fear
506,658,Why the sudden focus on EV when as back as Jan 2019 Elon Musk tweeted our government gave a cold shoulder to Tesla's move for more EV here.,17/2/21,-0.024999999999999994,0.5,0.0,1.0,0.0,0.0,anger
508,660,"With all the genius minds at their disposal, going towards renewable energy is the only way even if it's cost is high.",17/2/21,0.08,0.77,0.0,0.909,0.091,0.2732,fear
516,668,green72 wrote: Why the sudden focus on EV when as back as Jan 2019 Elon Musk tweeted our government gave a cold shoulder to Tesla's move for more EV here.,17/2/21,-0.024999999999999994,0.5,0.0,1.0,0.0,0.0,anger
517,675,mryang wrote: https://tdy.sg/3dfrU8B This arsehole MFker MP is one of the many who will always try to cherry pick only certain points in their favour to answer like the cotton comes from sheep Xia Suay Ministar.,17/2/21,0.2380952380952381,0.6904761904761904,0.0,0.815,0.185,0.7579,fear
521,679,The main concern of Singaporeans is more on why the authorities allow non essential workpass holders and especially the DP and LTVP to enter Singapore during this period.,17/2/21,0.16666666666666666,0.5333333333333333,0.0,0.934,0.066,0.2263,fear
522,680,"Especially those coming from country with very high infection rate like INDIA, INDIA, INDIA.",17/2/21,0.10400000000000001,0.851,0.0,0.839,0.161,0.3612,fear
527,685,It will cause emotional pain and suffering to us CECAs if we can't bring our dependents here.,17/2/21,0.0,0.65,0.291,0.636,0.073,-0.7003,fear
530,688,tokiya wrote: It will cause emotional pain and suffering to us CECAs if we can't bring our dependents here.,17/2/21,0.0,0.65,0.267,0.667,0.067,-0.7003,fear
532,692,"Remember, no one is indispensable.",17/2/21,0.4,0.9,0.355,0.645,0.0,-0.296,fear
542,709,We are also not doing anything illegal by bringing our dependents in during COVID.,17/2/21,-0.5,0.5,0.0,0.816,0.184,0.4449,fear
546,713,Bohuatoh wrote: This arsehole MFker MP is one of the many who will always try to cherry pick only certain points in their favour to answer like the cotton comes from sheep Xia Suay Ministar.,17/2/21,0.2380952380952381,0.6904761904761904,0.0,0.81,0.19,0.7579,fear
552,734,Lol,17/2/21,0.8,0.7,0.0,0.0,1.0,0.4215,fear
562,744,Mr Leong had asked about the Government's decision to keep the borders open to these travellers.,16/2/21,0.0,0.5,0.0,1.0,0.0,0.0,anger
567,749,"But to claim banning travellers from countries like India will impact the lives and livelihoods of many in Singapore, we have an even bigger problem to deal with than fighting the pandemic.",16/2/21,0.25,0.5,0.138,0.745,0.117,-0.2023,fear
586,787,"The sector is expected to remain badly affected this year, and recovery will take some time, said Deputy Prime Minister Heng Swee Keat on Tuesday (Feb 16).",16/2/21,-0.3999999999999999,0.5333333333333333,0.158,0.842,0.0,-0.5719,fear
589,790,This will help to secure Singapore's position as a key aviation hub that both travellers and employees trust in.,16/2/21,0.2,0.8,0.0,0.641,0.359,0.8126,fear
591,792,"""They will need digitalised systems and the ability to effectively reroute people and goods.""",16/2/21,0.6,0.8,0.0,0.698,0.302,0.6369,fear
596,797,"For example, the total number of passengers passing through Changi remains at about 2 per cent of pre-Covid-19 levels as at end-January.",16/2/21,0.0,0.75,0.0,0.939,0.061,0.0772,anger
621,822,ERP charges were first suspended on April 6 on the expectation that traffic would be significantly reduced during the circuit breaker period.,16/2/21,0.3125,0.6041666666666666,0.215,0.785,0.0,-0.6369,anger
623,824,"LTA said its monitoring of traffic conditions in January showed that traffic speeds have ""remained optimal on all arterial roads and most expressways, except for some time periods on the AYE, CTE and KPE"".",16/2/21,0.5,0.5,0.0,0.93,0.07,0.3612,anger
624,825,"""As more people travel to and from their workplaces, traffic volume has been building up during weekday peak hours.",16/2/21,0.5,0.5,0.0,1.0,0.0,0.0,anger
631,832,"Personally, i wasnt affected greatly by the pandemic and i am grateful for it.",16/2/21,0.4,0.525,0.0,0.692,0.308,0.5337,anger
632,833,The healthcare really shined in this difficult time where we see dead bodies piling up overseas.,16/2/21,-0.16666666666666666,0.5333333333333333,0.339,0.661,0.0,-0.8006,fear
635,836,"If the GE is around the corner this time, i may even vote for the incumbent, the only that will stop me from voting for PAP is that butt doctor and ccs.",16/2/21,0.0,1.0,0.068,0.932,0.0,-0.296,fear
638,839,"\x93We must strengthen our social compact and support one another, especially those with greater needs.",15/2/21,0.17777777777777778,0.5222222222222223,0.0,0.607,0.393,0.7759,fear
646,847,"Mr Heng said he met an elderly man in his 70s during a visit to Bedok recently who told him that the Budget \x93should not be about goodies\x94, but that it was more important to invest in building up people\x92s abilities and enabling them to do better.",15/2/21,0.35,0.5625,0.0,0.827,0.173,0.8397,anger
650,851,"The Budget Speech will be broadcast live on CNA\x92s YouTube channel, Facebook page and website, as well as on Channel 5, CNA938 and Mediacorp\x92s MeWatch interactive service on Tuesday.",15/2/21,0.13636363636363635,0.5,0.0,0.93,0.07,0.2732,fear
655,856,"\u201cWe must strengthen our social compact and support one another, especially those with greater needs.",15/2/21,0.17777777777777778,0.5222222222222223,0.0,0.607,0.393,0.7759,fear
661,864,"Mr Heng said he met an elderly man in his 70s during a visit to Bedok recently who told him that the Budget \u201cshould not be about goodies\u201d, but that it was more important to invest in building up people\u2019s abilities and enabling them to do better.",15/2/21,0.35,0.5625,0.0,0.827,0.173,0.8397,anger
664,868,"The Budget Speech will be broadcast live on CNA\u2019s YouTube channel, Facebook page and website, as well as on Channel 5, CNA938 and Mediacorp\u2019s MeWatch interactive service on Tuesday.",15/2/21,0.13636363636363635,0.5,0.0,0.93,0.07,0.2732,fear
669,874,Profit before tax from continuing operations increased by almost S$5.6 million to more than S$26.8 million.,15/2/21,0.5,0.5,0.0,0.737,0.263,0.6124,fear
675,880,"Challenger also reported a more than S$4.7 million decline in "" premises expenses"" to slightly more than S$12.9 million in FY2020.",15/2/21,0.5,0.5,0.0,0.923,0.077,0.128,anger
679,884,"In absolute terms, Challenger will be paying out over S$9.3 million in dividends with respect to FY2020.",15/2/21,0.2,0.9,0.0,0.765,0.235,0.5574,anger
687,892,"The idea was to help companies keep their doors open and their workers employed, so that business could restart quickly once Covid-19 was under control.",15/2/21,0.16666666666666666,0.5,0.0,0.899,0.101,0.4019,fear
690,895,"From April to December 2020, a total of S$22.6 billion was disbursed under the JSS, the report said.",15/2/21,0.0,0.75,0.0,1.0,0.0,0.0,fear
696,901,"Challenger is arguably one of the most successful homegrown retailing companies in Singapore, and it has an impressive track record of profitability.",15/2/21,0.75,0.8166666666666668,0.067,0.567,0.367,0.8399,fear
705,910,"Against that backdrop, analysts are expecting the Singapore government to adjust its Covid-19 measures in the Budget this week, narrowing direct fiscal support to only the most hard-hit segments of the economy - such as tourism and travel.",15/2/21,0.15,0.6,0.0,0.93,0.07,0.4019,fear
714,919,They only say things and cite situations that fit themselves and their policies.,16/2/21,0.2,0.7,0.0,0.828,0.172,0.3612,anger
718,923,"virus1988 wrote: Mr Heng said he met an elderly man in his 70s during a visit to Bedok recently who told him that the Budget \x93should not be about goodies\x94, but that it was more important to invest in building up people\x92s abilities and enabling them to do better.",16/2/21,0.35,0.5625,0.0,0.833,0.167,0.8397,anger
731,936,"Only in sg u claim benefits for the premiums you paid for, the insurance firm then around and claim you abusing it.",13/2/21,-0.1,0.7,0.122,0.772,0.106,-0.1027,anger
735,940,Typical tactic to lock-in people then change TnC.,13/2/21,-0.16666666666666666,0.5,0.0,1.0,0.0,0.0,anger
736,941,"Then now trying to cut benefits, while increasing prices, and crying abuse by people who are claiming benefits that they\x92re paid premium for.",13/2/21,-0.2,0.6,0.288,0.552,0.16,-0.6369,anger
737,942,"Trying to change narrative to look good, and ppl falling for it.",13/2/21,0.7,0.6000000000000001,0.11,0.69,0.2,0.3182,fear
739,944,Not the bloody customer fault.,13/2/21,-0.8,0.9,0.333,0.37,0.297,-0.0757,anger
747,959,fire wrote: You are not wrong but how many such cases are there to warrant penalty for all?,13/2/21,0.25,0.6333333333333333,0.254,0.667,0.079,-0.6024,anger
765,982,One commenter asserted that these losses faced by the airline are just a scratch compared to \x93fat pay cheques\x94 earned by shareholders and people in the higher management.,13/2/21,0.25,0.5,0.141,0.859,0.0,-0.4767,fear
766,983,"Many others lamented the lack of leadership in the Group, as they called out the Group\x92s CEO for profiting millions while the lower staff are retrenched.",13/2/21,0.5,0.5,0.219,0.698,0.083,-0.5106,anger
771,988,\x93Having to let go of our valuable and dedicated people is the hardest and most agonizing decision that I have had to make in my 30 years with SIA.,13/2/21,0.5,0.5,0.114,0.712,0.174,0.2748,anger
779,1010,Doc Madatay wrote: In time of crises you need good people to steer the company Why don\x92t you ask grab driver to be CEO and pay them $10k per month if you want to save money?,13/2/21,0.7,0.6000000000000001,0.034,0.784,0.181,0.7184,anger
781,1012,Its just some people who declares this guy is talent and fantastic and can save the company.,13/2/21,0.4,0.9,0.0,0.593,0.407,0.8625,anger
787,1018,The total amount given to nearly 600 executives would cover bailout costs for many of the 116 banks that have so far accepted tax dollars to boost their bottom lines.,13/2/21,0.175,0.6625,0.042,0.806,0.152,0.5688,anger
790,1021,"""We're told that some of the most highly-paid people in executive positions are different.",13/2/21,0.25,0.55,0.0,1.0,0.0,0.0,anger
794,1025,The AP compiled total compensation based on annual reports that the banks file with the Securities and Exchange Commission.,13/2/21,0.0,0.75,0.0,0.891,0.109,0.296,fear
800,1031,"They will work for their base salaries of $600,000, the company said.",13/2/21,-0.8,1.0,0.0,1.0,0.0,0.0,anger
814,1045,"The program set restrictions on some executive compensation for participating banks, but did not limit salaries and bonuses unless they had the effect of encouraging excessive risk to the institution.",13/2/21,-0.25,1.0,0.068,0.69,0.243,0.8338,anger
815,1046,Banks were barred from giving golden parachutes to departing executives and deducting some executive pay for tax purposes.,13/2/21,0.3,0.5,0.071,0.808,0.121,0.25,anger
822,1053,"Goldman Sachs' tab for leased cars and drivers ran as high as $233,000 per executive.",13/2/21,0.16,0.5399999999999999,0.0,1.0,0.0,0.0,fear
835,1066,Let's watch to see if any of our tax money goes towards funding their huge fat pay or they have to pull their own resources to survive.,13/2/21,0.5,0.95,0.049,0.871,0.08,0.2263,anger
842,1073,"A company is suppose to pay its shareholder only if it\x92s making profit, or by digging into its own reserves but certainly not from taxpayers $$.",13/2/21,0.16428571428571428,0.8571428571428571,0.042,0.779,0.179,0.5927,anger
851,1082,All this only happen because sinkies voted for PAP.,13/2/21,0.0,1.0,0.0,1.0,0.0,0.0,anger
856,1087,Seems like shareholders feel that depending on a few superstar to steer the ship is more important for their ROI than raising the standards of the collective company.,13/2/21,0.2333333333333333,0.5333333333333333,0.0,0.845,0.155,0.5563,fear
857,1088,aiptasia wrote: Investors should stay far away from SIA and any crony Singapore stock for that matter.,13/2/21,0.1,1.0,0.0,0.936,0.064,0.0258,anger
858,1089,Full of bullcrap artists masquerading as CEOs with no blame culture 100% agree.,13/2/21,0.35,0.55,0.269,0.585,0.146,-0.2732,anger
864,1095,"We are not saying they should work for free... it should be performance based, if u meet target then get X amount, exceed expectation get Y amount.",13/2/21,0.4,0.8,0.0,1.0,0.0,0.0,fear
872,1103,"The roads were empty, recalled Mr Chua, who once drove a three-hour stretch without any passenger.",2/12/21,-0.1,0.5,0.114,0.886,0.0,-0.2023,fear
891,1122,"When times were good SOME, not all are blacksheep, cabbies chose to play punk.",2/12/21,0.7,0.6000000000000001,0.0,0.694,0.306,0.6486,anger
899,1130,jinmuddy wrote: I think that\u2019s only fair to stop loading up on premiums.,2/12/21,0.35,0.95,0.152,0.69,0.159,0.0258,anger
910,1142,"The roads were empty, recalled Mr Chua, who once drove for three hours without any passenger.",2/12/21,-0.1,0.5,0.107,0.893,0.0,-0.2023,fear
912,1144,"To get by, Mr Chua, who is also general secretary of the National Taxi Association, took on a temporary job to help manage operations at a migrant workers' dormitory from April to July.",2/12/21,0.05000000000000002,0.5,0.0,0.917,0.083,0.4019,anger
920,1156,The Ministry of Health (MOH) has welcomed the latest measures by private insurers to adjust the terms for those on existing Integrated Shield Plans (IP) with riders that cover hospital bills in full.,2/12/21,0.2833333333333333,0.6083333333333333,0.0,0.93,0.07,0.34,fear
921,1157,NTUC Income has begun informing policyholders on such plans that they will soon have to co-pay part of their bills when their policies are renewed.,2/12/21,0.0,0.5,0.0,1.0,0.0,0.0,anger
937,1173,"In its reply on Thursday, MOH reiterated why it backs the shift away from full riders.",2/12/21,0.35,0.55,0.074,0.926,0.0,-0.0516,anger
939,1175,"""In particular, full riders that cover the entire co-payment required under IPs have contributed to the over-consumption, over-servicing and over-charging by doctors and policyholders which in turn impacts healthcare costs,"" the ministry added.",2/12/21,0.1722222222222222,0.5027777777777778,0.0,1.0,0.0,0.0,fear
942,1178,MOH said this was an important move to preserve the principle of co-payment in Singapore's healthcare financing system.,2/12/21,0.4,1.0,0.0,0.904,0.096,0.2023,fear
953,1189,Need to build more infra and hospitals to earn more later but only charge us the bill.,3/10/21,0.25,0.5,0.0,1.0,0.0,0.0,fear
960,1202,"Obviously those who can pay for all   the bells and whistles even if not needed dont care , so Govts have a delicate balancing act to do.",3/10/21,-0.15,0.7,0.052,0.813,0.136,0.3112,fear
965,1207,I once when for a surgery and I questioned the nurse why am I given so many unnecessary medications for a simple wound care?,3/10/21,0.033333333333333326,0.5857142857142857,0.065,0.787,0.148,0.4215,fear
974,1216,To force people eat the 5% co-payment on renewal is utter bs moolala wrote: knn then pay so much for insurance for what?,3/10/21,0.1,0.6,0.06,0.94,0.0,-0.1027,anger
978,1220,I'm sure they will serve out the policy year that you paid for but for sure the following year will be on a co-payment basis.,3/10/21,0.3333333333333333,0.6259259259259259,0.0,0.827,0.173,0.5574,fear
979,1221,"Don't get me wrong, I'm also DL but that's the way the annual contract renewal works.",3/10/21,-0.5,0.9,0.0,0.894,0.106,0.1967,anger
980,1222,"It's like a contract worker, when your contract is up it's entirely up to the employer to renew.",3/10/21,0.0,0.625,0.0,0.865,0.135,0.3612,anger
983,1225,"It wouldn't be illegal for them but it would be unethical, immoral, and scandalous of course.",3/10/21,-0.5,0.5,0.483,0.444,0.073,-0.9199,anger
998,1244,"The cap is at $3K per year anyway ... so if you do have any serious illness, co-pay up to $3K per year in exchange for a $200K surgery at a private hospital is nothing.",3/10/21,-0.16666666666666666,0.5208333333333333,0.114,0.886,0.0,-0.4588,anger
1001,1247,tripleme wrote: The Ministry of Health (MOH) has welcomed the latest measures by private insurers to adjust the terms for those on existing Integrated Shield Plans (IP) with riders that cover hospital bills in full.,3/10/21,0.2833333333333333,0.6083333333333333,0.0,0.934,0.066,0.34,fear
1016,1288,A senior minister says the token only use for COVID19 tracing but end up the data collected can be use for crime tracing.,2/11/21,0.0,1.0,0.184,0.816,0.0,-0.6956,anger
1018,1290,"As far as I know, they can cancel this crime tracing just by an act of parliment.",2/11/21,0.1,1.0,0.304,0.696,0.0,-0.729,fear
1037,1309,\x93SINGAPORE - The Ministry of Health (MOH) has welcomed the latest measures by private insurers to adjust the terms for those on existing Integrated Shield Plans (IP) with riders that cover hospital bills in full.,2/11/21,0.2833333333333333,0.6083333333333333,0.0,0.932,0.068,0.34,fear
1045,1323,Chicken n egg... Sure u can continue no co pay... but ur premium will just increase a lot year n year... Cos e premiums are not guaranteed...,2/11/21,-0.04999999999999999,0.9194444444444444,0.063,0.754,0.183,0.4588,anger
1052,1330,"Underemployment wrote: ... whole day is just keep whining why SIA post them here, so stupid to plant them in my company and can\x92t wait to return to flying ...",2/11/21,-0.29999999999999993,0.7,0.183,0.817,0.0,-0.7404,anger
1057,1335,"I am willing to take those retrenched, but take in those still waiting to fly again is waste everybody\x92s time.",2/11/21,0.2833333333333334,0.5499999999999999,0.171,0.829,0.0,-0.5719,fear
1085,1370,"Canvas\x92 closure is the latest example of the pandemic\x92s detrimental impact on event spaces in Singapore, with arts-and-F&B venues Kult Kafe and Telok Ayer Arts Club leaving their brick-and-mortar premises in recent months.",2/10/21,0.25,0.575,0.0,1.0,0.0,0.0,anger
1104,1389,"These two sectors had a strong take-up rate, with more than 59,000 training places and 44,000 training places filled respectively, out of a total of about 155,000 training places.",2/9/21,0.2666666666666667,0.5966666666666667,0.0,0.814,0.186,0.6908,anger
