Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
10,10,323,367,"S'pore????        23       ???? Covid19 Cases ( 03-03-2021) (2 in community, 21 imported)",3/4/21 12:46,"WussRedXLi wrote: Damn sian, one of my kids' classmate also absent from school since monday.  Then now my kid also down with running nose/sore throat/high fever/aches all over + tiredness.  Just kena 5 day SHN, wife need to WFH as well and ""self shn"" due to coy policy. Hope it's not due to CNY.....  (actually we never even visited nobody, but can't say from other pax like my boy's classmates).  Not easy to spread in school, issue is that my parents made the mistake of last week letting the boys go to the playground and mix with other pax (maskless btw, chin diapers).....of which i also saw my boy's classmate (absent since mon) playing with him at the playground just outside the school. Hope everything goes well, elderly parents already booked covid vaccination slot. Die die want to take care of the sick kid. Super metal teeth. Also don't know where the kosong cases of confirmed influenza cases come from.  Is it just a direct function of diagnostic testing?   (btw there is also influenza test in the form of PCR, serology and of coz the good old viral culture) Hopefully nothing serious. Probably due to the unhealthy air recently. Do take extra precautions. Sent from null using GAGT",3/3/21 16:40,205,Stay Home Notice,211,4,-12.339829427656303,27,8,6,0.5385027368725464,0,0,1.0
11,11,332,377,"S'pore????        23       ???? Covid19 Cases ( 03-03-2021) (2 in community, 21 imported)",3/4/21 12:46,"Amongst the 21 imported cases, 1 (Case 60618) is a Singapore Permanent Resident who arrived from Indonesia.20 (Cases 60594, 60597, 60598, 60599, 60600, 60601, 60602, 60603, 60604, 60605, 60606, 60607, 60608, 60609, 60610, 60611, 60612, 60613, 60614 and 60616) are Work Pass holders who arrived from India, Nepal and Nigeria. They had all already been placed on SHN upon arrival in Singapore and were tested while serving SHN. https://www.moh.gov.sg/news-highligh...tion3marfullpr",3/3/21 22:11,45,Stay Home Notice,69,3,-16.421362446745444,11,3,0,2.7777777312161858,0,0,0.0
12,12,359,407,"S'pore????        23       ???? Covid19 Cases ( 03-03-2021) (2 in community, 21 imported)",3/4/21 12:46,"WussRedXLi wrote: Damn sian, one of my kids' classmate also absent from school since monday.  Then now my kid also down with running nose/sore throat/high fever/aches all over + tiredness.  Just kena 5 day SHN, wife need to WFH as well and ""self shn"" due to coy policy. Hope it's not due to CNY.....  (actually we never even visited nobody, but can't say from other pax like my boy's classmates).  Not easy to spread in school, issue is that my parents made the mistake of last week letting the boys go to the playground and mix with other pax (maskless btw, chin diapers).....of which i also saw my boy's classmate (absent since mon) playing with him at the playground just outside the school. Hope everything goes well, elderly parents already booked covid vaccination slot. Die die want to take care of the sick kid. Super metal teeth. Also don't know where the kosong cases of confirmed influenza cases come from.  Is it just a direct function of diagnostic testing?   (btw there is also influenza test in the form of PCR, serology and of coz the good old viral culture) but govt say 8 months no flu eh lol",3/4/21 9:09,194,Stay Home Notice,201,4,-12.385704363779338,26,9,6,0.5889338282182424,0,0,1.0
13,13,391,449,Additional Covid-19 measures may be needed as community cases inch up: Lawrence Wong,3/3/21 23:06,"This is a good move. By reducing community cases through imposing rules on sinkies, we can import more foreigners and conduct international meetings without SHN.",28/2/21 21:59,25,Stay Home Notice,25,1,-11.869000588869994,3,1,1,4.782812482061862,0,0,0.0
14,14,392,450,Additional Covid-19 measures may be needed as community cases inch up: Lawrence Wong,3/3/21 23:06,"tokiya wrote: This is a good move. By reducing community cases through imposing rules on sinkies, we can import more foreigners and conduct international meetings without SHN . rubbish! is there a need to hold these physical boliao meeting?",3/3/21 14:40,38,Stay Home Notice,38,2,-11.8744220076163,6,1,1,3.2815874514335204,0,0,0.0
15,15,405,465,Additional Covid-19 measures may be needed as community cases inch up: Lawrence Wong,3/3/21 23:06,I agree additional measure needed. Let start with 21 days SHN. A lot of travellers show symptoms after 14 days even after test negative.,13/3/21 16:00,22,Stay Home Notice,24,1,-11.552344631329952,4,1,0,5.608166126074682,1,0,0.0
16,16,406,466,Additional Covid-19 measures may be needed as community cases inch up: Lawrence Wong,3/3/21 23:06,Vincentlow82 wrote: I agree additional measure needed. Let start with 21 days SHN. A lot of travellers show symptoms after 14 days even after test negative. currently only those coming bck from UK or South Africa have the 21-day SHN?,13/3/21 16:52,38,Stay Home Notice,40,2,-12.289629459278068,7,2,1,4.165382015566982,0,0,0.0
17,17,415,477,Additional Covid-19 measures may be needed as community cases inch up: Lawrence Wong,3/3/21 23:06,"Just before SHN end, tested and clear.  Then release to community.  Few weeks later, fall sick, report sick, test again and tested positive.  What kind of risk management are we managing?",13/3/21 17:07,31,Stay Home Notice,31,2,-11.257143640367149,5,2,1,4.172228820645104,0,0,0.0
18,18,649,727,Josephine Teo says new law to break foreign actors online. CCP IBs jialat?,3/3/21 11:32,Please investigate those Facebook users from India and Middle East who keep whining and discrediting SHN,3/2/21 21:36,16,Stay Home Notice,16,1,-12.462593363626244,2,1,0,5.384615414997814,1,0,0.0
19,19,709,791,[GPGT] This Indian trying to game his way to good SHN hotel,3/2/21 21:34,I thought these Ceca are vegetarian due to religion? Now suddenly can eat meat to get a good SHN hotel??? LMAO,17/1/21 14:52,21,Stay Home Notice,21,1,-12.008793490115702,5,0,0,10.440353605636888,2,0,0.0
20,20,731,817,[GPGT] This Indian trying to game his way to good SHN hotel,3/2/21 21:34,"I think he mentioned his daughter because they may not able to cope in smaller room? Vege/non-vege meal option won't decide which hotel you be getting. To be fair, 14 days in small room cannot go out is mental torture. There's nothing wrong with him trying to game his way hoping to get better SHN hotel. When we heard we cannot choose vaccines, us Singaporeans also thinking of ways how to get our desired brands. (like... book earlier? book later? run away before injection? etc) Anyway, I hope SG stop bringing in the workers' family members here, especially from countries that cannot control the virus. Why cannot just the worker stay here and don't need to bring whole kampong?",18/1/21 3:36,115,Stay Home Notice,120,4,-11.202031943408501,22,2,5,1.3932905662973407,0,0,1.0
