Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"psytxtbk4exam wrote: Very good People instead of whining here should go do some gigs by now Really have difficulty then declare loh Already more than 1 year since covid, if no special circumtances, should stand up by yourself now So fast 1 year",3/2/21,41,Economic Measures,43,2,-12.73543947,7,3,1,55.48781134,4,1,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,virus1988 wrote: U must have forgotten the Vince case and that NSF guy case Educate me on the later case please. Vince I\x92ve heard of. What nsf case?,3/2/21,28,Economic Measures,29,2,-12.07013935,5,1,2,40.64442731,4,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,Nicholas92 wrote: Educate me on the later case please. Vince I\x92ve heard of. What nsf case? https://www.channelnewsasia.com/news...rants-13992176,3/3/21,16,Economic Measures,17,1,-13.23032616,3,0,2,80.9426559,4,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"XiaoJinLing wrote: Didn't even try to apply...  dun think will give even if real case that need money... it OK la... Got give 600, even those never need also get 600",3/3/21,28,Economic Measures,31,2,-12.18662277,9,3,0,73.21531793,4,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,virus1988 wrote: https://www.channelnewsasia.com/news...rants-13992176 This is srsly one of the lowest iq scammer i have ever read. Lol,3/3/21,16,Economic Measures,16,1,-14.28435072,4,0,1,156.9612929,4,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"WLM_WLM wrote: This is srsly one of the lowest iq scammer i have ever read. Lol U got see his Tshirt, he already claimed the title. Why are u belittling him. This type are the soldiers that u need. No Guards no glory. He is the champion. Note: pic is obtained publicly from channelnewsasia.",3/3/21,53,Economic Measures,54,3,-11.74940774,15,0,1,27.03915348,3,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"Loratadine10mg wrote: U got see his Tshirt, he already claimed the title. Why are u belittling him. This type are the soldiers that u need. No Guards no glory. He is the champion. Note: pic is obtained publicly from channelnewsasia. ur last sentence very funny \U0001f604",3/3/21,45,Economic Measures,46,2,-11.67201385,12,0,0,32.50607708,3,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,virus1988 wrote: ur last sentence very funny \U0001f604 Usually i only find locals pics exposed in public media...,3/3/21,17,Economic Measures,18,1,-14.18701118,3,0,1,90.02233435,4,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,WLM_WLM wrote: This is srsly one of the lowest iq scammer i have ever read. Lol Not forgetting those steal vouchers from letterbox also,3/3/21,23,Economic Measures,24,1,-13.62860188,5,0,1,89.52337417,4,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"LeSaux wrote: F them lah give money so difficult like begging Take money so easy just increase GST, petrol duties, parking summons But they easily give out 600 to every citizens in 2020",3/3/21,31,Economic Measures,33,2,-13.19128906,6,1,0,42.43811217,4,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,Loratadine10mg wrote: Usually i only find locals pics exposed in public media... Alr display so big,3/3/21,16,Economic Measures,16,1,-13.90903935,3,0,1,115.296886,4,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"Loratadine10mg wrote: U got see his Tshirt, he already claimed the title. Why are u belittling him. This type are the soldiers that u need. No Guards no glory. He is the champion. Note: pic is obtained publicly from channelnewsasia. The champ \U0001f3c6",3/3/21,42,Economic Measures,43,2,-11.52340534,13,0,0,32.50607708,3,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,sanzhu wrote: Song dah Billionaires get bailout,3/3/21,7,Economic Measures,7,0,-16.23905256,2,0,0,115.296886,4,0,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"virus1988 wrote: The champ \U0001f3c6 Virus1988, seem some of your threads and sometimes u also in some thread i active in I think you should consider No need to everytime people already got their punishment keep on continue harping on it Machiam like a person already die, left with corpse, still want to disturb the corpse",3/3/21,55,Economic Measures,56,3,-12.26289251,13,3,3,33.69250701,3,1,0
Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"If Malaysian, y so easy get $50 per night?",3/3/21,8,Economic Measures,9,0,-12.01739844,1,0,0,438.2264738,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,"Government support will be increasingly focused on helping firms transform and seize opportunities in new markets, Trade and Industry Minister Chan Chun Sing said yesterday. He told an audience at Enterprise Singapore's (ESG) annual review that while the Government has responded swiftly and decisively to support firms and workers amid the pandemic, Singapore's resources are ultimately finite and must be used judiciously. ""This means that while we will continue to support our businesses, we will not be able to do so indiscriminately,"" he said. ""The weight of our efforts going forward must increasingly be targeted and shift towards helping our enterprises seize new opportunities in new markets, through new products and services. ""It is not sufficient to play defensive by trying to preserve existing enterprises and current jobs. It is even more important for us to create new opportunities for enterprises and job opportunities for our workers."" Sectors that continue to do well include those in infocommunications, precision manufacturing and biomedical. But others such as mass market tourism and aviation are still facing challenges and have to be helped to pivot to new areas, he said. The Government also wants to spur innovation among local firms regardless of size, added Mr Chan. This will be done through supporting the creation of new innovative start-ups, encouraging more private sector investment in deep-tech start-ups, boosting apprenticeship initiatives and tapping key global innovation nodes. There is also much potential for firms in the green economy. ""We will support them in areas including developing sustainability-related standards such as carbon verification, growing capabilities in sustainability and accessing new business opportunities in this space,"" said Mr Chan. ESG chairman Peter Ong agreed, and said: ""In the midst of current volatilities, enterprises will need to be highly agile to pivot as the situation affords. We will need to pick out the pockets of growth whenever and wherever we find them. ""Enterprises will need to harness innovation to meet new needs, and compete beyond pricing. ""We encourage them to develop new business models and intellectual property, or innovative products and solutions."" Besides innovation, going international is also important despite the challenges posed by the coronavirus, Mr Chan said, noting: ""Covid-19 has also emphasised the limitations of Singapore's small domestic market and the need to continue to push ahead with our internationalisation efforts. ""While internationalisation activities slowed in 2020, we maintained a positive mo-mentum."" To this end, Singapore must also build its own strong core of local firms that can compete globally in niche areas, while companies can also tap international agreements to access new markets. Mr Ong added that companies need to prepare themselves so they can quickly capture demand, with markets such as China and South-east Asia presenting new opportunities. ""While travel restrictions remain, overseas expansion will always remain a key growth driver."" Companies can go global by building capabilities, such as by increasing brand awareness through virtual platforms, he said. https://www.straitstimes.com/busines...irms-transform",2/6/21,474,Economic Measures,484,4,-11.57913312,96,26,8,2.175711487,0,0,1
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,ccs likes to make obvious comments and give textbook suggestions,2/6/21,10,Economic Measures,10,0,-12.61046618,2,1,0,90.02233435,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,tell us something we dunno,2/6/21,5,Economic Measures,5,0,-11.64400891,2,0,2,438.2264738,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,Only a traitor will sell out own country to foreigners.,2/6/21,10,Economic Measures,10,0,-10.62975526,1,0,0,156.9612929,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,haiz.. these type of fei hua i also can say.,2/6/21,10,Economic Measures,10,0,-14.03536962,1,1,1,115.296886,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,"In before SimWH, Razer, and that mindef medic shelter, etc. Laugh die me. The Government also wants to spur innovation among local firms regardless of size, added Mr Chan.",2/6/21,29,Economic Measures,29,2,-12.77261108,4,3,0,39.84987057,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,Remember that we pay these ppl sky high salary not for them to give us solutions one...,2/6/21,17,Economic Measures,17,1,-11.02164451,3,0,2,114.032612,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,Emphasized the limitations of our govt first.,2/6/21,7,Economic Measures,7,0,-12.03180393,1,0,1,236.5761059,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,spur LOL GLC will steal it,2/6/21,6,Economic Measures,6,0,-13.77056874,2,0,0,236.5761059,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,Wise words from CCS about companies going global and increasing brand awareness through virtual platforms. His experience and background in the military makes him the perfect person to propose such solutions and we should listen to him carefully.,3/3/21,38,Economic Measures,38,2,-11.13138713,5,2,1,39.92651047,4,1,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,what about the limitations of a minister of small stature with an even lower popularity due to the fact that he spouts nonsense all the time?,3/3/21,26,Economic Measures,26,2,-9.938890366,1,0,0,72.42781402,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,How many staycations can you do in such tiny little place?,3/3/21,11,Economic Measures,11,1,-11.26524566,1,0,1,235.4017951,4,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,"just now i part time the crean table and overhearded 2 professor in the NUS talk siol, they say CCS say the thing one sentence mean 20 topic, and is forward thinking person, can think forward at the least 10 year siol. chun bo?",3/3/21,41,Economic Measures,44,2,-12.33144835,6,1,1,21.85417511,3,0,0
Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,Copy from ten year series ijjit Sent from Sinkieland using GAGT,3/3/21,11,Economic Measures,11,1,-15.64118986,2,0,0,72.73052276,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Have you all use the rediscover vouchers? What you all use it on? Sent from the porcelain throne using GAGT,3/2/21,20,Economic Measures,20,1,-11.47605115,5,0,2,89.52337417,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,I used for Lyf funan 2 nights stay at $83. Balance $20 unused. My mom and dad used it for D'Hotel 2 nights stay at $133 each (2 rooms) My sis used it for Fullerton Hotel 1 night stay (dont know the price),3/2/21,35,Economic Measures,43,2,-12.86738202,7,1,1,28.28486049,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,ya Sent from Samsung SM-J320G using GAGT,3/2/21,6,Economic Measures,7,0,-16.26633853,1,0,0,115.296886,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,no know where or how to use,3/2/21,7,Economic Measures,7,0,-8.76462953,1,1,0,438.2264738,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Don't know where to go. Not interested in hotel stay as it is boring,3/2/21,13,Economic Measures,14,1,-9.947509144,4,0,0,236.5761059,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Ye_Rongtian wrote: I used for Lyf funan 2 nights stay at $83. Balance $20 unused. My mom and dad used it for D'Hotel 2 nights stay at $133 each (2 rooms) My sis used it for Fullerton Hotel 1 night stay (dont know the price) How to use? I want to use it with my parents.,3/2/21,47,Economic Measures,56,3,-12.25307796,11,1,3,25.96746215,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"Don't intend to use it, most probably just let it expire.",3/2/21,10,Economic Measures,11,1,-10.73994971,4,0,0,1608.42749,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"Ye_Rongtian wrote: I used for Lyf funan 2 nights stay at $83. Balance $20 unused. My mom and dad used it for D'Hotel 2 nights stay at $133 each (2 rooms) My sis used it for Fullerton Hotel 1 night stay (dont know the price) wow lyf funan, 83/night or 83 for 2 nights?",3/2/21,43,Economic Measures,55,3,-13.53233157,9,2,2,22.32543329,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"Jeremy1 wrote: Don't intend to use it, most probably just let it expire. go book tickets to those obscure attractions but don't go, help them a bit give some biz, if not money go back to government also like that",3/2/21,38,Economic Measures,40,2,-11.0398326,9,3,0,60.88801944,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"s-ghost wrote: wow lyf funan, 83/night or 83 for 2 nights? $83 for 2 night. Normal $100 for 2 nights (need to select 2 nights to see discount, limited to 5 rooms per day), on trip.com Further discounted $17 from promotion code.",3/2/21,31,Economic Measures,44,2,-12.81916615,7,1,0,26.99290839,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Didnt use at all. Why would I stay in a hotel in singapore? Stupid or wat Need to pay xtra somemore,3/2/21,21,Economic Measures,21,1,-12.68400265,3,1,1,60.67711917,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"Ye_Rongtian wrote: $83 for 2 night. Normal $100 for 2 nights (need to select 2 nights to see discount, limited to 5 rooms per day), on trip.com Further discounted $17 from promotion code. that's a steal what kind of rooms?",3/2/21,30,Economic Measures,41,2,-11.8495137,6,0,0,32.43290406,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Why MBS need a min of two nights before can use? If don\x92t have anything to do can donate or not?,3/2/21,21,Economic Measures,22,1,-11.60096386,5,1,0,115.296886,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Ye_Rongtian wrote: I used for Lyf funan 2 nights stay at $83. Balance $20 unused. My mom and dad used it for D'Hotel 2 nights stay at $133 each (2 rooms) My sis used it for Fullerton Hotel 1 night stay (dont know the price) Must be in person stay for the booking ah,3/2/21,45,Economic Measures,54,3,-12.91881948,9,1,2,19.96937248,2,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"s-ghost wrote: that's a steal what kind of rooms? Lowest end one, One of a Kind. Yup, enjoyed the staycation very much. Room is still new. Had lots of fun walking around town and going back late at night to rest.",3/2/21,39,Economic Measures,41,2,-11.18514206,7,2,0,34.06797959,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Not yet cus I only stay five star and it is too little,3/2/21,13,Economic Measures,13,1,-10.91625513,3,2,1,438.2264738,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,bluecutie wrote: Not yet cus I only stay five star and it is too little My sis already stay at fullerton using her voucher. What's your excuse?,3/2/21,26,Economic Measures,27,2,-12.67852742,6,2,3,72.83716079,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"Ye_Rongtian wrote: Lowest end one, One of a Kind. Yup, enjoyed the staycation very much. Room is still new. Had lots of fun walking around town and going back late at night to rest. your promo code is from trip.com also?",3/2/21,39,Economic Measures,42,2,-11.37142742,7,2,0,32.33559243,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"not bad la, a lot of hotels dont even have to fork out money",3/2/21,14,Economic Measures,14,1,-10.84065664,4,0,0,115.296886,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Can book ticket to attraction . Book something that u yet to try there al it\x92s in Changi go apk Or u can go universal studio to Chong,3/2/21,27,Economic Measures,28,2,-12.85503604,6,2,0,48.95948399,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"snowdrop05 wrote: Have you all use the rediscover vouchers? What you all use it on? Sent from the porcelain throne using GAGT YES! Went to the Sea Aquarium, it was amazing! Should probably use it before it ends.",3/2/21,38,Economic Measures,38,2,-11.75397679,9,0,2,45.45499757,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,I don\x92t do hotel in sg also find it boring and waste money Stay at the comfort of my home better if stay hotel,3/2/21,24,Economic Measures,25,1,-11.91106289,3,3,1,48.95948399,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"s-ghost wrote: go book tickets to those obscure attractions but don't go, help them a bit give some biz, if not money go back to government also like that Good idea Sent from the porcelain throne using GAGT",3/2/21,36,Economic Measures,38,2,-12.04892847,6,3,0,32.27121491,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,foxer77 wrote: Can book ticket to attraction . Book something that u yet to try there al it\u2019s in Changi go apk Or u can go universal studio to Chong Would like to but got very young kids so most likely will end up queueing for merry go round and teacups Sent from the porcelain throne using GAGT,3/2/21,57,Economic Measures,58,3,-13.02386743,12,4,0,20.72926846,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Ye_Rongtian wrote: My sis already stay at fullerton using her voucher. What's your excuse? My relative stayed at marina bay sands with her voucher and medical staff discount... Sent from the porcelain throne using GAGT,3/2/21,33,Economic Measures,35,2,-13.52002047,5,1,2,30.65647706,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,s-ghost wrote: your promo code is from trip.com also? Yup. Expired already. I booked mine in Dec.,3/2/21,15,Economic Measures,18,1,-12.12997069,3,0,2,73.21531793,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"Jeremy1 wrote: Don't intend to use it, most probably just let it expire. can use it at USS, dont need to pay a single cent.",3/2/21,24,Economic Measures,25,1,-11.26101643,8,0,0,236.5761059,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"snowdrop05 wrote: Good idea Sent from the porcelain throne using GAGT support the biz without using your own money or can go visit places you never been to, for free",3/2/21,30,Economic Measures,30,2,-12.19522482,5,1,2,45.10678733,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"Used it to go Sentosa Luge and wild wild wet with the kids.   Went a couple of times coz sis, parents and granny all gave it to us to use.  Still left with 1 pax  $100 to use actually.",3/2/21,37,Economic Measures,39,2,-11.89187577,8,2,1,51.94293356,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"foxer77 wrote: I don\x92t do hotel in sg also find it boring and waste money Stay at the comfort of my home better if stay hotel It's the location. And the shiokness to wake up and not making your bed. For some, it is to enjoy the marble bathroom.",3/2/21,48,Economic Measures,50,2,-11.25927658,8,4,3,31.00797469,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Ye_Rongtian wrote: Yup. Expired already. I booked mine in Dec. ahh icic...am sure there will be other promo coming up,3/2/21,20,Economic Measures,21,1,-13.24649068,5,0,1,73.21531793,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Some ppl no $ to top up one. Ye_Rongtian wrote: My sis already stay at fullerton using her voucher. What's your excuse?,3/2/21,19,Economic Measures,21,1,-12.48854003,5,0,2,114.7098007,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"WussRedXLi wrote: Used it to go Sentosa Luge and wild wild wet with the kids.   Went a couple of times coz sis, parents and granny all gave it to us to use.  Still left with 1 pax  $100 to use actually. Was www crowded? Sent from the porcelain throne using GAGT",3/2/21,49,Economic Measures,51,3,-12.54644655,11,2,1,26.75545028,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Havent use. Got expiry date?,3/2/21,5,Economic Measures,5,0,-14.31419585,0,0,0,115.296886,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Let it nua or maybe donate to let blanga go see see look look sg tourist attractions.,3/2/21,17,Economic Measures,17,1,-13.80927863,8,1,0,236.5761059,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,use for fark bluff chewren voucher end up paying more for garbage,3/2/21,12,Economic Measures,12,1,-13.6651961,2,0,0,90.02233435,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Haven't use but intending to use. Bookmark for suggestions .,3/2/21,8,Economic Measures,9,0,-11.93770818,2,1,0,236.5761059,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"snowdrop05 wrote: Was www crowded? Sent from the porcelain throne using GAGT Went during Dec hols, friday.   12pm opening time reached 12.30, no real crowd.  2pm then it started to get a bit crowded and needed to book slots for some of the attractions, eg tsunami pool. I think by now no crowd liao, on weekdays. Sentosa Luge also no real crowds, literally no need to Q for the skyride or at the top station coming down. Just went for night luge last Fri at 7pm. Recommend the night luge, not so hot. Also the kids no need to skip lessons. Sentosa monorail still foc till 31 mar",3/2/21,103,Economic Measures,109,4,-12.79812897,14,5,0,9.08352201,1,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"WussRedXLi wrote: Used it to go Sentosa Luge and wild wild wet with the kids.   Went a couple of times coz sis, parents and granny all gave it to us to use.  Still left with 1 pax  $100 to use actually. so they book and you use the voucher to go?",3/2/21,49,Economic Measures,51,3,-11.55340256,11,3,2,39.73455787,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,iammole wrote: Haven't use but intending to use. Bookmark for suggestions . haven't use the vouchers either,3/2/21,14,Economic Measures,16,1,-12.22266446,5,1,0,156.1126434,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,i want go bungee jump at sentosa leh but go alone like sian,3/2/21,13,Economic Measures,13,1,-14.53877844,3,1,0,156.9612929,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Which hotel is not crowded full of staycation peeps?,3/2/21,9,Economic Measures,9,0,-12.80131525,2,0,0,156.9612929,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"s-ghost wrote: wow lyf funan, 83/night or 83 for 2 nights? wats lyf? halp me, im peasant and dont know finer things or luxury in life s-ghost wrote: i want go bungee jump at sentosa leh but go alone like sian wah so old do bungee? not scared heart attack?",3/2/21,46,Economic Measures,51,3,-14.62941005,10,4,2,23.04258751,3,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"i have extra, u need? together? Opps-gal wrote: Expiry june?",3/2/21,9,Economic Measures,10,0,-13.62916637,4,0,0,114.045699,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,"moolala wrote: i have extra, u need? together? No money top up hotel stay. Each can only use singpass book.",3/2/21,20,Economic Measures,20,1,-12.00564355,6,0,1,60.9953153,4,0,0
Have you all use the rediscover vouchers?,3/2/21 21:26,Wasted. Last weekend got 1 for 1 hotel stay plus can use rediscover vouchers. Really wasted.,3/2/21,14,Economic Measures,16,1,-12.49272146,4,0,0,114.664749,4,0,0
