Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,is it non chinese stirring?,21/2/21,5,Social Distancing,5,0,-13.35337674,1,0,0,41.61288876,4,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,owner side dun count right? heroking wrote: got 8 person meh?,21/2/21,10,Social Distancing,11,1,-13.75874668,3,0,0,6.645015735,1,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,This apple not a hongkie meh?,21/2/21,6,Social Distancing,6,0,-13.46864544,0,0,0,14.31415742,2,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Is this self pwn thread?,21/2/21,5,Social Distancing,5,0,-14.21331521,1,0,0,14.31415742,2,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,I saw what you did there.... Ok lah... already sweep under carpet....,21/2/21,12,Social Distancing,12,1,-12.56790184,2,0,1,14.31415742,2,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,But how many peepur live in that house? It's 8 guest leh not 8 peepur,21/2/21,12,Social Distancing,15,1,-12.27536094,3,0,0,10.45849842,2,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,zleipnir wrote: owner side dun count right? Owner side don't count just that some peepur can't read properly and just want to pawn others,21/2/21,22,Social Distancing,24,1,-12.74950962,5,1,0,5.744505892,1,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Under investigation for e wedding? Sent from Huaiwei Pro 30 using GAGT,21/2/21,11,Social Distancing,12,1,-13.78468396,2,0,0,5.582319849,1,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Ts mai self pwn leh,21/2/21,5,Social Distancing,5,0,-19.48321452,1,0,0,14.31415742,2,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Kope-ship can kope Sent from there using GAGT,21/2/21,7,Social Distancing,8,0,-15.47403508,2,0,0,21.85377548,3,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,scarly is 1 owner + 9 guests..then everyone else failed except ts,21/2/21,10,Social Distancing,12,1,-13.42399659,2,1,0,10.45849842,2,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"TS mai kum gong, their case still pending you think they so stupid chut stunt again meh",21/2/21,17,Social Distancing,17,1,-15.10888775,3,1,1,4.79825364,0,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,heroking wrote: got 8 person meh? in a self pwn thread.,21/2/21,10,Social Distancing,11,1,-13.35406493,3,0,0,8.157520888,1,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,+1 in a self-exposed poor comprehension thread.,21/2/21,5,Social Distancing,7,0,-12.75612276,0,0,0,21.85377548,3,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,plus one in self pwn thread,21/2/21,6,Social Distancing,6,0,-13.31407293,0,0,0,14.31415742,2,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,want to sabo must also understand the regulations also lah...,21/2/21,10,Social Distancing,10,0,-11.99105068,3,1,0,21.85377548,3,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"Self pwn more like it ba, ts...",21/2/21,7,Social Distancing,7,0,-14.9545926,2,0,0,21.85377548,3,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,ts self pawn jin jialat,21/2/21,5,Social Distancing,5,0,-18.66718716,1,0,0,21.85377548,3,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,She already specified only invite 8 people to hint that they never broke rule. But kumgong TS still start a thread nevertheless,21/2/21,21,Social Distancing,22,1,-12.16896978,4,1,0,10.45849842,2,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"8 guests, so if 2 are owner then ish ok i think",21/2/21,10,Social Distancing,12,1,-12.4188075,3,2,1,21.85377548,3,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"purplewave wrote: 8 guests, so if 2 are owner then ish ok i think Is definitely okay. 8 guests not including owners/occupants",21/2/21,20,Social Distancing,23,1,-13.02628636,7,2,1,17.57375334,2,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,no wear MASK! no distancing!,21/2/21,5,Social Distancing,5,0,-12.23392744,0,0,0,21.85377548,3,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,TS totally failed. Pls read the law again before startung such threads.,21/2/21,12,Social Distancing,12,1,-13.2002936,2,0,0,8.157520888,1,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"Quote: Currently, up to eight visitors are allowed in each household at any one time , with no limit on the number of homes they can visit. TS dun throw face. please ask mod delete.",21/2/21,34,Social Distancing,34,2,-11.63477499,4,0,0,2.658626854,0,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,heroking wrote: got 8 person meh? You cannot count isit? I see 10 people in the pic. Sent from Home using GAGT,21/2/21,20,Social Distancing,22,1,-12.2322952,6,0,0,4.79825364,0,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,Ts stupidity... Sent from Samsung SM-G975F using GAGT,21/2/21,7,Social Distancing,8,0,-15.69432584,1,0,0,8.157520888,1,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,TS which kindergarten u wan to enrol?,21/2/21,7,Social Distancing,7,0,-15.28274882,2,0,0,21.85377548,3,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,in self pwned thread poor ts,21/2/21,6,Social Distancing,6,0,-14.81654544,1,0,0,21.85377548,3,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"broomkiss wrote: Wait a minute.... potential sagat here.. I thought it is only guests from two households allowed at any one time? The 8 guests... how many households there in the photo? Hahaha, heroking dumb**** self pwn thread now got another dumbass broomkiss self pwn post. Can people double back the rules before posting or not ah? Both of them turn tail and hide already. Probably block all notifications",21/2/21,68,Social Distancing,69,3,-12.37843558,11,2,0,2.089344257,0,0,0
[GPGT] Saw this ig post inside got 8 person meh?,21/2/21 10:51,"who take the photo? claimed as selfie, wefie?!!",21/2/21,8,Social Distancing,8,0,-10.84348263,2,0,0,14.31415742,2,0,0
Group exercise max how many people.?,20/2/21 17:14,Why I can see more than ten pax cyclist cheering one another loudly at roadside.,19/2/21,15,Social Distancing,15,1,-12.57700075,2,0,1,21.85377548,3,0,0
Group exercise max how many people.?,20/2/21 17:14,My house downstairs every night 20 to 30 people playing ball. Those waiting for their turn also cluster **** not wearing masks.,19/2/21,19,Social Distancing,21,1,-11.44611806,4,1,0,6.645015735,1,0,0
Group exercise max how many people.?,20/2/21 17:14,"Cyclists are immune to law. Want to gather 50 also ok, want to hog all 3 lanes also ok. Just remember to wear spandex and oakley.",19/2/21,24,Social Distancing,26,2,-12.47588114,6,2,0,6.645015735,1,0,0
Group exercise max how many people.?,20/2/21 17:14,"Play basketball 5 on 5, rub here rub there. Posted from PCWX using SM-G970F",19/2/21,11,Social Distancing,14,1,-13.75952961,3,0,0,10.45849842,2,0,0
Group exercise max how many people.?,20/2/21 17:14,Tmr I will standby roadside during wee hours and take their photo to.submit to authority,19/2/21,14,Social Distancing,16,1,-12.0527563,3,1,1,8.157520888,1,0,0
Group exercise max how many people.?,20/2/21 17:14,samich wrote: Tmr I will standby roadside during wee hours and take their photo to.submit to authority chey u tmrrw then go take i thought u take liao wor,19/2/21,28,Social Distancing,30,2,-14.42247865,9,2,1,3.723688837,0,0,0
Group exercise max how many people.?,20/2/21 17:14,not happy can always report,19/2/21,5,Social Distancing,5,0,-9.799930493,1,0,0,163.6399793,4,0,0
Group exercise max how many people.?,20/2/21 17:14,"Horsey Liao. Early morning I went down at the road side about 6am and there are more than group of 8 cyclist as usual . These cb keep raising their voice shouting "" keep up, to the left "" and laughing loudly etc which break the peace. Going to report these mother ****er",20/2/21,48,Social Distancing,50,2,-11.43151367,8,2,1,3.340499788,0,0,0
Group exercise max how many people.?,20/2/21 17:14,Mass piak piak? Sent from Rem Is Best Waifu using GAGT,20/2/21,11,Social Distancing,11,1,-16.54548402,1,0,0,4.546783835,0,0,0
[PSA]: Even & Odd date restrictions for shoppers visiting Lucky Plaza this weekend,20/2/21 10:36,the rest cluster outside also jialat right,20/2/21,7,Social Distancing,7,0,-12.08666916,0,1,0,13.83241316,2,0,0
[PSA]: Even & Odd date restrictions for shoppers visiting Lucky Plaza this weekend,20/2/21 10:36,11.11. wrote: ok noted MOM and ESG occifer/safe distancing pple on location now?,20/2/21,13,Social Distancing,15,1,-14.77073715,3,1,0,8.157520888,1,0,0
?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,"Stricter COVID-19 measures introduced during Chinese New Year will continue for a few weeks, even after festivities end. Multi-ministry taskforce co-chair Lawrence Wong said although the situation has improved, the incubation time of the coronavirus needs to be factored in. Additional measures currently in place include a cap of eight unique visitors per household each day, as well as stepped up enforcement checks on business operators. While no major incident has been reported and people are generally cooperative, Mr Wong said measures are still necessary for the time being.",20/2/21,87,Social Distancing,89,3,-11.68571923,18,4,0,1.138390985,0,0,1
?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,He factor in incubation time of the coronavirus for community but those flying in only 14 days SHN. Why can't do 2 months SHN at a small fee of $10K SGD?,20/2/21,27,Social Distancing,31,2,-11.92346062,2,1,0,3.577735339,0,0,0
?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,"Went to temple, one pax in group coughing non stop, mask is loose, cough until need to remove mask to cough... this kind shld stay at home but she came out ... screening also can\u2019t screen this Staff also no idea Went eating at hawker Center n the Family, initially baby coughing. Then heard the adults coughing.. gosh, the cough the sound of blocked airway with thick phlegm stuck in body is so obvious...",20/2/21,73,Social Distancing,74,3,-12.82316716,18,2,0,1.371160868,0,0,0
?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,"Laneige wrote: Went to temple, one pax in group coughing non stop, mask is loose, cough until need to remove mask to cough... this kind shld stay at home but she came out ... screening also can\u2019t screen this Staff also no idea Went eating at hawker Center n the Family, initially baby coughing. Then heard the adults coughing.. gosh, the cough the sound of blocked airway with thick phlegm stuck in body is so obvious... got phlegm coughnstill Not so scare.......no phlegm.cough then scare.......most confirmed cases are dried cough and sore throat...... Posted from PCWX using SM-N970F",20/2/21,97,Social Distancing,101,4,-13.57860631,25,4,0,1.109576889,0,0,0
?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,"But.. But.. Employees can WFH yet got asked to go back office work leh, and still all chiong out eat lunch with colleagues until cbd crowded like sardines. Lmao!!!",20/2/21,29,Social Distancing,29,2,-12.84456998,5,3,0,3.487847875,0,0,0
?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,The puzzling thing is some dont even need SHN. Why?! busfreaks wrote: He factor in incubation time of the coronavirus for community but those flying in only 14 days SHN. Why can't do 2 months SHN at a small fee of $10K SGD?,20/2/21,39,Social Distancing,43,2,-12.14154924,5,1,0,3.135310704,0,0,0
?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,hokeylim wrote: The puzzling thing is some dont even need SHN. Why?! Leemember this and do the needful when the time comes. That's all.,20/2/21,23,Social Distancing,24,1,-11.37837536,5,2,0,8.157520888,1,0,0
?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,Whhy must remain? Our community case is zero. We should open up ASAP. Hari raya coming. Hopefully by then all measures are lifted.,20/2/21,23,Social Distancing,23,1,-11.91051615,6,1,0,5.408315196,1,1,0
?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,"what is the strict control? got control meh?? mai joke la moving forward some incoming also no need SHN liao, i think controls are more lax leh",20/2/21,27,Social Distancing,27,2,-13.09602809,6,1,1,3.225899236,0,0,0
?­LW: Tighter covid19 measures will remain for few weeks after CNY festivities,20/2/21 8:18,UptheToon wrote: Whhy must remain? Our community case is zero. We should open up ASAP. Hari raya coming. Hopefully by then all measures are lifted. No worries. I think all will be lifted for devali for their pets....,20/2/21,38,Social Distancing,38,2,-11.81402762,10,1,0,3.615422287,0,1,0
?­Ex-minister Lim Hwee Hua launches book on challenges of regulating businesses...,20/2/21 3:20,"The government is aiming to proactively spur innovation and growth due to technology advancements and changes to traditional industries and sectors. Trade and Industry Minister Chan Chun Sing gave these comments at a book launch. The new book is written by former Minister in the Prime Minister's Office, Mrs Lim Hwee Hua. It explores the challenges governments face in regulating businesses and promoting innovation.",20/2/21,63,Social Distancing,64,3,-11.85413191,11,3,0,1.068285312,0,0,0
Confused about visiting rules during CNY 2021.,19/2/21 23:38,More than 2 households less than 9 people can meet? Like 2 majong tables? Total including host is 8. Single bachelor. ~ Sent from Google PIXEL 9B using GAGT,19/2/21,23,Social Distancing,28,2,-13.08827708,5,0,0,4.197650602,0,0,0
Confused about visiting rules during CNY 2021.,19/2/21 23:38,YoYoMa88 wrote: More than 2 households less than 9 people can meet? Like 2 majong tables? Total including host is 8. Single bachelor. ~ Sent from Google PIXEL 9B using GAGT are u the so-called single bachelor? u r the only person/listed owner in the registered address? then u can only receive max 8 pple visiting u lor,19/2/21,51,Social Distancing,58,3,-13.36794976,10,0,0,2.127968663,0,0,0
Confused about visiting rules during CNY 2021.,19/2/21 23:38,Max visitors per day is 8. Max 1 person can visit is 2 households per day. https://www.straitstimes.com/singapo...its-to-2-other,19/2/21,13,Social Distancing,16,1,-13.08236587,3,0,0,5.524291427,1,0,0
Confused about visiting rules during CNY 2021.,19/2/21 23:38,"SINGAPORE - From next Tuesday (Jan 26), each household will be allowed to receive up to only eight unique visitors a day, said Education Minister Lawrence Wong on Friday. Individuals should also limit themselves to visiting at most two other households a day, as far as possible. During the Chinese New Year period, people should visit family members only , he added. https://www.straitstimes.com/singapo...its-to-2-other --------------------------------------------------------------------------- I didn't know that! Meaning we cannot visit friends? Or just advised not to?",19/2/21,72,Social Distancing,76,3,-11.76611409,13,2,2,1.49700337,0,1,0
Confused about visiting rules during CNY 2021.,19/2/21 23:38,"Tomorrow I can open 2 tables of mahjong and be host, serve drinks and be merry? Total 9nin the unit? Or maximum is 9 in the unit?  If guests visited more than 2 households before mine, not be business? ~ Sent from Google PIXEL 9B using GAGT",19/2/21,41,Social Distancing,46,2,-12.19915577,9,1,2,2.473188098,0,0,0
Confused about visiting rules during CNY 2021.,19/2/21 23:38,YoYoMa88 wrote: More than 2 households less than 9 people can meet? Like 2 majong tables? Total including host is 8. Single bachelor. ~ Sent from Google PIXEL 9B using GAGT Who care sia..saw big grp family eat zi zar 3 table..nothing la...,19/2/21,38,Social Distancing,44,2,-14.21116012,8,0,0,2.019835953,0,0,0
Confused about visiting rules during CNY 2021.,19/2/21 23:38,"YoYoMa88 wrote: Tomorrow I can open 2 tables of mahjong and be host, serve drinks and be merry? Total 9nin the unit? Or maximum is 9 in the unit? If guests visited more than 2 households before mine, not be business? ~ Sent from Google PIXEL 9B using GAGT If one in the group tio covid, then all will be answerable! Anyway not advised to have friends over, only visit family members.",19/2/21,66,Social Distancing,71,3,-12.14599355,14,3,2,1.547618769,0,0,0
Confused about visiting rules during CNY 2021.,19/2/21 23:38,"YoYoMa88 wrote: Tomorrow I can open 2 tables of mahjong and be host, serve drinks and be merry? Total 9nin the unit? Or maximum is 9 in the unit?  If guests visited more than 2 households before mine, not be business? ~ Sent from Google PIXEL 9B using GAGT 100 ppl aso can...just dun post on fb..",19/2/21,51,Social Distancing,57,3,-12.92731316,11,1,2,1.85841899,0,0,0
Confused about visiting rules during CNY 2021.,19/2/21 23:38,FT.. waiting to fill their boots Sent from An Alternative Viewpoint On Life using GAGT,19/2/21,15,Social Distancing,15,1,-14.31911472,4,0,0,8.157520888,1,0,0
Confused about visiting rules during CNY 2021.,19/2/21 23:38,"Aaron_soh80 wrote: 100 ppl aso can...just dun post on fb.. If no covid, then no one will know, but if covid visits u then the skeletons will be out of the closet!",19/2/21,31,Social Distancing,33,2,-12.74863392,4,3,0,4.197650602,0,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,"does it contravene the max 8 person in gathering rule? Quote: According to eyewitnesses, a loud crack was heard just before the tree fell, pinning Miss Loke under it. About 10 passers-by tried to lift the tree to help her but were unsuccessful. Sauce: https://www.straitstimes.com/singapo...e-in-woodlands https://www.channelnewsasia.com/news...ities-13769626",18/2/21,41,Social Distancing,44,2,-13.29430764,12,1,0,3.121718781,0,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,\x93Stern\x94 warnings is enough Btw the number  \x9310\x94 is very sakit recently,18/2/21,10,Social Distancing,14,1,-15.4469028,2,0,0,14.31415742,2,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,Anything done in good faith without malice is no offence at all....,18/2/21,12,Social Distancing,12,1,-11.34786256,3,0,0,14.31415742,2,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,Right on - https://www.todayonline.com/singapor...indranee-rajah Gonggongdaidai wrote: Anything done in good faith without malice is no offence at all.... 10 Characters Long HardwareZone Forums app,18/2/21,21,Social Distancing,23,1,-15.301435,3,0,0,3.340499788,0,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,"Aiyoh u dunno meh, SG is by right cannot by left can, this type of case is just close one eye. Otherwise how, prefer the girl at the end no one come to help sia? Then she die sad. At least she know many fellow SGreans comes helps her at that time, she go heaven oso heypi siol.",18/2/21,58,Social Distancing,58,3,-12.1797409,10,0,0,2.169143999,0,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,HushiePuppies wrote: does it contravene the max 8 person in gathering rule? Sauce: https://www.straitstimes.com/singapo...e-in-woodlands https://www.channelnewsasia.com/news...ities-13769626 wah piang eh think u need to knock your head,18/2/21,22,Social Distancing,23,1,-15.2976892,6,0,1,3.577735339,0,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,fatboy1987 wrote: Right on - https://www.todayonline.com/singapor...indranee-rajah 10 Characters Long HardwareZone Forums app Gonggongdaidai wrote: Anything done in good faith without malice is no offence at all.... Am impressed with edmw\x92s answers. Really learn a lot from edmw,18/2/21,34,Social Distancing,37,2,-15.24213385,7,0,0,2.338790748,0,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,just now 6:30pm ch8 news got show ... got 6-7 bangla struggling to carry the sawed down section about 1.2m length ...  at that point I felt 15 normal person is impossible for whole length of the tree,18/2/21,33,Social Distancing,38,2,-12.43053667,7,0,1,4.546783835,0,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,Like this not considered social gathering...,18/2/21,6,Social Distancing,6,0,-10.68655028,1,0,0,41.61288876,4,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,matey1982 wrote: wah piang eh think u need to knock your head people humji mah. must ask and clarify.,18/2/21,19,Social Distancing,19,1,-14.4520238,7,1,1,6.645015735,1,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,"TS do you realise like pofma, only the govt can charge you? they can choose not to.",18/2/21,17,Social Distancing,17,1,-11.33498257,4,0,1,14.31415742,2,0,0
Serious question: If more than 8 people gather to save a person..,19/2/21 0:03,"HushiePuppies wrote: does it contravene the max 8 person in gathering rule? Sauce: https://www.straitstimes.com/singapo...e-in-woodlands https://www.channelnewsasia.com/news...ities-13769626 thens if adds the paramedics hw many ppls riaos? buts hu cares? goes mrts, bus and shoppings malls ish alreadys bigs partys",19/2/21,34,Social Distancing,35,2,-16.36199359,8,2,0,1.744373478,0,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,Their companies never do anything ah?,12/1/21,6,Social Distancing,6,0,-12.11720171,2,0,0,21.85377548,3,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,"Why? The rule is for citizens, not companies.",12/1/21,8,Social Distancing,8,0,-8.949982418,1,0,0,14.31415742,2,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,call their companies/police/your MP to ask?,12/1/21,8,Social Distancing,8,0,-10.31380597,2,0,1,41.61288876,4,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,They are celebrities. So different treatment,12/1/21,6,Social Distancing,6,0,-9.912988164,1,0,0,21.85377548,3,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,"wwenze wrote: Why? The rule is for citizens, not companies. There\x92s something called corporate social responsibility",12/1/21,16,Social Distancing,17,1,-11.41141682,4,0,0,8.157520888,1,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,The rules can be set but can mete out different punishment to different groups of ppl. What can u do? So many sinkies had been speaking out but sinkies juz to dense to see.,12/1/21,34,Social Distancing,34,2,-11.49027741,11,2,0,7.430894621,1,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,Yueming wrote: There\x92s something called corporate social responsibility There's something called first day in Singapore?,12/1/21,14,Social Distancing,16,1,-12.78234588,4,0,0,9.298502972,1,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,No news from govt agency No news from mediacorp after that press release No news from their individual talent agencies Sent from there using GAGT,12/1/21,25,Social Distancing,25,1,-12.37416764,2,0,0,3.252254343,0,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,Rich and elites have different rules leh You new citizen?,12/1/21,10,Social Distancing,10,0,-12.23500524,2,1,1,10.45849842,2,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,Come out newspaper than you all happy.,12/1/21,7,Social Distancing,7,0,-10.65308559,1,0,1,41.61288876,4,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,"Welcome to Singapoo, where the elites and rich people gets away with redrum.",12/1/21,13,Social Distancing,13,1,-11.95290514,2,1,0,10.45849842,2,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,Takes time lah... Sure got action taken.  Already published big big in many media.,12/1/21,14,Social Distancing,14,1,-12.17305409,3,0,0,6.645015735,1,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,Litmus test is if Jeffrey xu gets his work permit revoked. If not he really got special status,12/1/21,18,Social Distancing,18,1,-12.18309621,4,1,0,5.582319849,1,0,0
"So the Mediacorp birthday gathering Covid breach, no consequences for artistes?",18/2/21 17:25,"They are pro-pap, and mediacorpse is pap's propaganda machinery. So sweep under carpet pretend nothing happen.",12/1/21,14,Social Distancing,16,1,-13.64289809,3,1,0,8.157520888,1,0,0
