Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
The new mask very good leh,3/9/21 8:25,"Pre-order ends Saturday, 13 Mar, 11:59pm. Collect your free and pre-ordered MaskPlus\x99 Livinguard reusable masks by Sunday, 14 Mar,\u202f11:59pm. https://stayprepared.sg/staymasked/reusable/maskplus/ https://mask.stayprepared.sg/",3/9/21,15,Mask,23,1,-17.43611046,1,1,1,4.075756388,0,0,0
The new mask very good leh,3/9/21 8:25,"Habrosus wrote: Pre-order ends Saturday, 13 Mar, 11:59pm. Collect your free and pre-ordered MaskPlus\x99 Livinguard reusable masks by Sunday, 14 Mar,\u202f11:59pm. https://stayprepared.sg/staymasked/reusable/maskplus/ https://mask.stayprepared.sg/ Oh haha thanks, think will buy one or two more extra",3/9/21,28,Mask,36,2,-16.2999987,3,2,1,2.592649063,0,0,0
The new mask very good leh,3/9/21 8:25,Thought someone says wearing the new mask makes her look like a LJ bin.,3/9/21,14,Mask,14,1,-11.90480762,4,0,0,6.937429721,1,0,0
The new mask very good leh,3/9/21 8:25,"You can pre order more. If you have DBS PayLah!, can just log in and place extra order. Each mask is $10. FireEmblem wrote: Got myself the XL size, haha like people feedback got extra fabric, but I find it easier to breath. Is almost as good as without mask Being bigger when I yawn will not like stretch the mask till drop down below nose and have to readjust. The mask below portion bigger and also extend beyond the front chin area to below the chin and the opening below is more loose so when breath out, the exhaled air goes out from below instead of above and fog up my glasses. Dunno outside can buy or not",3/9/21,118,Mask,119,4,-11.72078016,21,9,5,1.11281904,0,0,1
The new mask very good leh,3/9/21 8:25,"Jeremy1 wrote: You can pre order more. If you have DBS PayLah!, can just log in and place extra order. Each mask is $10. Damn lol I dun have pay lah",3/9/21,30,Mask,31,2,-12.72501076,8,1,3,4.484660741,0,0,0
The new mask very good leh,3/9/21 8:25,the trick is to get the largest size every time regardless what kind of mask. unless u got a super small head otherwise bigger mask always more comfy Sent from Motorola Dynatac 8000X using GAGT,3/9/21,34,Mask,35,2,-12.81455326,5,1,0,2.903934214,0,0,0
The new mask very good leh,3/9/21 8:25,Fyi https://mask.stayprepared.sg/pre-order-additional-masks FireEmblem wrote: Damn lol I dun have pay lah,3/9/21,10,Mask,10,0,-17.83786145,3,0,1,5.935336984,1,0,0
The new mask very good leh,3/9/21 8:25,"Jeremy1 wrote: Fyi https://mask.stayprepared.sg/pre-order-additional-masks Thanks, brought an additional 3",3/9/21,7,Mask,8,0,-16.56202599,2,0,0,12.73088954,2,0,0
The new mask very good leh,3/9/21 8:25,"FireEmblem wrote: Surgical mask small, standard size and stuffy leh. Plus the ear loops are tight and hurt the ears after awhile. I am wearing high grade surgical mask which is real surgical standard brought way  before all these random mass production surgical masks on the market How to make surgical mask feels better on you ears..... Loosen the elastic tension on the ear loop... Holding the 2 connecting points (elastic loop and mask) using your thumb and index finger, stretch the elastic loop a few times. This makes the elastic band lose and won't strap to your ear too tightly. Also for mask in the current market, they are mess produced at normal open air factories and not inside Clean Room Environment..... And not certified to medical standards. So it justify the $2.90 for 50 masks catergory. Usual pricing pre Covid-19 is $8~$10 for medical practices purchase. (Dental or clinic).",3/9/21,146,Mask,153,4,-12.54854363,20,6,3,0.444898517,0,0,1
[GPGT] New mask keyima ~?,3/4/21 21:08,Wash once per week not disgusting? Later got mask acne.,3/1/21,10,Mask,10,0,-12.55700452,2,0,0,9.315833318,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Must post chiobu wear mask then ask us keyi or not.,3/1/21,11,Mask,11,1,-14.07604333,2,2,1,6.937429721,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Joe Maya wrote: Must post chiobu wear mask then ask us keyi or not. Go FB see hoching pic lor,3/1/21,20,Mask,20,1,-14.78703169,6,2,1,3.189416962,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,So someone actually tested this mask among infected covid19 patients \U0001f606\U0001f923 Farking gahment ownself write ownself.,3/1/21,15,Mask,17,1,-17.28147494,2,0,0,8.878721995,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,EDMW-Hates-Me wrote: Wash once per week not disgusting? Later got mask acne. Sweaty BBFA how ah....,3/1/21,15,Mask,16,1,-14.27159348,3,0,0,4.991667259,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"espenlind wrote: So someone actually tested this mask among infected covid19 patients \U0001f606\U0001f923 Farking gahment ownself write ownself. Actually felt quite thin , not sure if I want to wear this go hospital anot",3/1/21,32,Mask,34,2,-14.93734145,7,1,1,5.661007974,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Tuakong wrote: Can only wash 30x after that can buang Only wash once weekly My reusable mask all wash more then 100 times liao,3/1/21,22,Mask,24,1,-14.53212665,4,1,1,11.66598355,2,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,sonicboyz wrote: Adults recommended to take size L? previous free mask issue they gave instructions on how to do the measurement to indicate which size would fit for which type of face? u forget or u dunno?,3/1/21,37,Mask,37,2,-11.77126159,7,1,0,2.688462276,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,deathan9el wrote: previous free mask issue they gave instructions on how to do the measurement to indicate which size would fit for which type of face? u forget or u dunno? I see many aunty hoot L too All small face leh,3/1/21,42,Mask,42,2,-12.298305,6,1,0,2.420810131,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Jian19 wrote: My reusable mask all wash more then 100 times liao Then no protection against C19 U sure kena lol,3/1/21,19,Mask,21,1,-14.82130168,2,1,1,5.457162867,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"deathan9el wrote: previous free mask issue they gave instructions on how to do the measurement to indicate which size would fit for which type of face? u forget or u dunno? Got take measurement, moi shd be size M based on their instructions but now so many ppl say size M beri small, den tink moi betta take L liao",3/1/21,60,Mask,60,3,-13.29274199,10,2,0,1.408528369,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Jian19 wrote: My reusable mask all wash more then 100 times liao not advisable la...i just recently stop using reusable and went all 3ply masks liao since now alot cheaper,3/1/21,29,Mask,31,2,-14.60237992,6,2,2,6.299213782,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,I thought you wana share those atas LG or what surgical mask with motor for better air inflow,3/1/21,18,Mask,18,1,-13.23812657,2,1,1,4.763455506,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,FeNgZhEnG wrote: not advisable la...i just recently stop using reusable and went all 3ply masks liao since now alot cheaper No fine $300 can liao If go clinic or hospital I will wear disposable mask,3/1/21,34,Mask,36,2,-14.16014764,8,3,1,4.503910179,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Laneige wrote: I thought you wana share those atas LG or what surgical mask with motor for better air inflow If free I can review them too,3/1/21,27,Mask,27,2,-12.95859805,4,2,2,5.661007974,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"Jian19 wrote: I see many aunty hoot L too All small face leh reason for them to lower down to their nose maa .. as long as they wear mask, to them it's gd enuff & the strings attached  has its adjustable 'lock' right? sonicboyz wrote: Got take measurement, moi shd be size M based on their instructions but now so many ppl say size M beri small, den tink moi betta take L liao take L lorr .. rest all ur unnecessary worries Habrosus wrote: Looks like someone's undies. somethin' like that u know the inner undies sewn on fbt shorts? ahh  abit look like that type",3/1/21,103,Mask,105,4,-14.37587739,20,1,1,0.736863138,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"tbh me have been using all the disposable masks til' this time the one that gov gave so far, RC gave, ndp gave out, still yet to worn sans one piece even that after several use have shown signs of discoloration but haven't wash",3/1/21,43,Mask,44,2,-12.30570592,10,3,1,3.063682822,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"Reusable mask gd for my skin. But I lazy to wash, so swap to disposable.",3/1/21,15,Mask,15,1,-12.69291776,3,0,2,12.13298721,2,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"deathan9el wrote: tbh me have been using all the disposable masks til' this time the one that gov gave so far, RC gave, ndp gave out, still yet to worn sans one piece even that after several use have shown signs of discoloration but haven't wash U buy which type one",3/1/21,50,Mask,51,3,-12.43019473,12,3,1,2.495337437,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"Jian19 wrote: U buy which type one disposables? the ones from SS, some bought from Value 3 ply masks some excess from the SARS period those N95 dunno can still be used anot think more than enuff to last the whole year & beyond",3/1/21,41,Mask,43,2,-12.85338307,9,1,0,2.575179834,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"deathan9el wrote: disposables? the ones from SS, some bought from Value 3 ply masks some excess from the SARS period those N95 dunno can still be used anot think more than enuff to last the whole year & beyond Oh Quality good ah ?",3/1/21,40,Mask,42,2,-13.37073893,7,1,0,2.157517767,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Jian19 wrote: Oh Quality good ah ? ehh ok laa .. not surgical masks tho' so can't expect the stars & the moon functional as it alrd is & gd enuff for me alrd so u meant to say that u haven't buy any before?,3/1/21,39,Mask,41,2,-14.11869199,8,0,1,3.167035837,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,deathan9el wrote: ehh ok laa .. not surgical masks tho' so can't expect the stars & the moon functional as it alrd is & gd enuff for me alrd Some ppl say those cheap one earloop easily snap leh I dun dare buy I brought one made in Malaysia or Vietnam one surgical mask,3/1/21,50,Mask,51,3,-14.54255067,10,1,2,2.244841462,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"deathan9el wrote: disposables? the ones from SS, some bought from Value 3 ply masks some excess from the SARS period those N95 dunno can still be used anot think more than enuff to last the whole year & beyond masks cannot keep too long. will spoil one. easily those N95 with metal nose strips. the strips will corrode with time. i threw away 2 whole new boxes bought during SARS time.",3/1/21,66,Mask,70,3,-12.76372134,13,1,0,1.616488521,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"Black9 wrote: Got smell one leh new mask, shirts, pants etc i normally wash first before use, dunno how dirty those manufacturing facilities can be.",3/1/21,25,Mask,25,1,-14.27850358,6,0,1,5.661007974,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"EDMW-Hates-Me wrote: Wash once per week not disgusting? Later got mask acne. Yeah, so disgusting. It's like not take a bath for a week",3/1/21,22,Mask,24,1,-11.54496288,5,0,0,6.643993759,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,wash once a week later your mask grow mushrooms,3/1/21,9,Mask,9,0,-12.25377707,0,0,1,6.937429721,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Just walked pass a machine so decided to check. A couple was replenishing the stock while the man had his own mask protecting his neck.,3/1/21,25,Mask,25,1,-10.77226716,7,1,0,4.763455506,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"https://www.cdc.gov/coronavirus/2019...coverings.html Wear your Mask Correctly Wash your hands or use hand sanitizer before putting on your mask. Put the mask over your nose and mouth and secure it under your chin . Fit the mask snugly against the sides of your face, slipping the loops over your ears or tying the strings behind your head. If you have to continually adjust your mask, it doesn\x92t fit properly, and you might need to find a different mask type or brand. Make sure you can breathe easily.",3/1/21,83,Mask,84,3,-12.7916996,13,5,6,1.206349402,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"hotamp wrote: new mask, shirts, pants etc i normally wash first before use, dunno how dirty those manufacturing facilities can be. Make in Sri Lanka",3/1/21,25,Mask,25,1,-13.5494446,5,0,1,4.100399647,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,ryanlion wrote: I collected XL. Quite comfy and breathable. But a little loose leh. The side doesnt plaster so well to the face. How come I try to put on the mask feels very warm leh. Some more the smell very strong not nice to wear. Prefer previous black mask without filter more comfy.,3/1/21,54,Mask,54,3,-12.0126126,7,1,2,2.094675484,0,0,1
[GPGT] New mask keyima ~?,3/4/21 21:08,tiredman wrote: Previous one i feel quite fail inside still need to put the filter quite difficult for me until now I never touch at all plus I dunno take smaller size wasted This time the new ones better I take xl can adjust also The new masks don\u2019t have the filter? Actually it is better. Feels troublesome to insert the filter in.,3/1/21,63,Mask,64,3,-12.02648595,14,2,2,2.873192161,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"\u6210\u4f55\u4f53\u7edf . Give free mask ppl still \u5acc\u4e1c\u5acc\u897f, sinkies really deserves to be pwn by \u65bd\u52a0.",3/1/21,12,Mask,22,1,-18.02874252,3,1,0,18.50493863,2,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Just now I collect... but got problem.. I collect my 2nd piece since for me and my mother.. the mask got stucked so never drop... but lucky dun count I think.. so I select another no. and scan the IC again.. then drop 2... and all the old uncle there.. say just take it lar... I dunno what the hell they did to the machine.. got small piece of satay stick poking just before the whole row of mask.,3/1/21,77,Mask,79,3,-11.31896964,14,5,4,1.994635053,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"BlackWing1977 wrote: Just now I collect... but got problem.. I collect my 2nd piece since for me and my mother.. the mask got stucked so never drop... but lucky dun count I think.. so I select another no. and scan the IC again.. then drop 2... and all the old uncle there.. say just take it lar... I dunno what the hell they did to the machine.. got small piece of satay stick poking just before the whole row of mask. I think each pack is supposed to be put into a slot by the person who stocked the machine, but probably there were somehow 2 packs in the slot you happened to choose...?",3/1/21,111,Mask,114,4,-11.14743064,24,6,5,1.447454315,0,0,1
[GPGT] New mask keyima ~?,3/4/21 21:08,BlackWing1977 wrote: Just now I collect... but got problem.. I collect my 2nd piece since for me and my mother.. the mask got stucked so never drop... but lucky dun count I think.. so I select another no. and scan the IC again.. then drop 2... and all the old uncle there.. say just take it lar... I dunno what the hell they did to the machine.. got small piece of satay stick poking just before the whole row of mask. Take lo Ask them collect from u,3/1/21,86,Mask,88,3,-11.6508362,16,5,4,1.728526653,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"deathan9el wrote: just now news mentioned that users need to recheck again their correct sizes before collection & no exchanges are allowed then after no wonder ts said this one is a bit smaller than the previous they shld've made known beforehand, so that ppl wld be more aware as most wld probably collect it based on the previous one * ts need to add info in the 1st post to update They put a useless sticker with the mask spread out but I don\x92t think it\x92s accurate They shld put actual one on the machine. I don\x92t understand this mask said wash once a week??? Really????? V lup sup leh",3/1/21,107,Mask,112,4,-12.37049881,25,2,1,1.13683808,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"Laneige wrote: They put a useless sticker with the mask spread out but I don\x92t think it\x92s accurate They shld put actual one on the machine. I don\x92t understand this mask said wash once a week??? Really????? V lup sup leh How to tahan once a week. Weather so hot, sure got sweat one mah. 1/2 day also cannot tahan. 1 week I think the mask turn mouldy liao",3/1/21,67,Mask,73,3,-12.94739921,14,2,2,2.081438287,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"Bubblebum wrote: How to tahan once a week. Weather so hot, sure got sweat one mah. 1/2 day also cannot tahan. 1 week I think the mask turn mouldy liao One Free Reusable Hi-Tech Mask For Each Singapore Resident. Mask May Be Used Daily Up to Seven Months with Weekly Washes https://www.temasek.com.sg/en/news-a...apore-resident Full-sized mask sizing templates will be published in The Straits Times and Lianhe Zaobao (27 February, 6 and 13 March) as well as Shin Min Daily News, Lianhe Wanbao, Berita Minggu and Tamil Murasu (28 February, 7 and 14 March). These can be cut out as personal sizing guides. We recommend using our mask sizing guide at https://stayprepared.sg/sizing-guide , to determine the right mask size. Exchanges or refunds after collection are not allowed for hygiene reasons. Pro tip 1: If you are between sizes, or at the upper end of one size, you may wish to get the next size up for a roomier fit. Pro tip 2: The sizing of the MaskPlusTM Livinguard masks is different from other masks. Residents who wish to purchase additional masks should try on their free mask to check for fit and size before ordering more. I think damn gross esp those that take just right sizes. Mouth touching, the air etc... wash weekly???? Ok la but must be grateful... hope everyone wearing the correct size n not dropping down or wash until it\u2019s useless n still wearing",3/1/21,221,Mask,235,4,-13.25003273,35,10,3,0.052180973,0,1,0
[GPGT] New mask keyima ~?,3/4/21 21:08,How is the new mask (RHS)? My free masks collection and in the end still prefer those purchased one blue color mask.,3/2/21,22,Mask,22,1,-11.49700419,3,3,0,4.864883436,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Cloth mask really hard to breath.. I think best mask is use money to buy one. This Govt supplied one is cmi,3/2/21,22,Mask,22,1,-11.74777434,6,0,0,6.206013946,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Laneige wrote: They put a useless sticker with the mask spread out but I don\x92t think it\x92s accurate They shld put actual one on the machine. I don\x92t understand this mask said wash once a week??? Really????? V lup sup leh Wash once a week maybe mean wearing it 20minutes/day without talking,3/2/21,52,Mask,56,3,-13.07465425,11,1,1,3.481406516,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Now disposable masks so cheap just get it no need to wash it everyday.,3/2/21,14,Mask,14,1,-11.51354345,2,0,0,18.41093791,2,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,nabei.... expected a pic of chiobu wearing mask,3/2/21,8,Mask,8,0,-13.41949855,2,0,0,12.13298721,2,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"Squaredot wrote: Wash once a week maybe mean wearing it 20minutes/day without talking What I'm worried is that more people will remove their mask before sneezing or coughing, because cannot wash too often...",3/2/21,32,Mask,34,2,-12.36594496,8,1,0,5.457162867,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,THFC78 wrote: this one is indeed sibei ugly lmao the mask ish too small for the ah pek volunteer at 2:10,3/2/21,20,Mask,22,1,-13.64419293,4,0,0,12.13298721,2,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"Laneige wrote: They put a useless sticker with the mask spread out but I don\x92t think it\x92s accurate They shld put actual one on the machine. I don\x92t understand this mask said wash once a week??? Really????? V lup sup leh staffs will be there at selected CCs w/ a paper ruler to measure on consumers before they do their selection as for the instructed once/wk/wash: me suggest a rotation wear to lessen the usage of this mask to 2~3x/wk on alternate days, just wear a surgical/disposable mask Bubblebum wrote: How to tahan once a week. Weather so hot, sure got sweat one mah. 1/2 day also cannot tahan. 1 week I think the mask turn mouldy liao as per reply above in bold Laneige wrote: I went cc is side by side Think 9-9pm orhh .. mine's taken from an RC outlet just one machine",3/2/21,145,Mask,154,4,-13.02686996,27,2,3,0.626261264,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,dqwong wrote: Cloth mask really hard to breath.. I think best mask is use money to buy one. This Govt supplied one is cmi Govt give one is to prevent get fined nia,3/2/21,33,Mask,33,2,-12.57267264,11,0,0,6.340133772,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,the uncle talking abt mask size obviously gotten a way too small mask for himself. the mask doesnt even reach his cheeks Sent from Motorola Dynatac 8000X using GAGT,3/2/21,28,Mask,29,2,-13.7483241,5,0,0,3.168165196,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Wearing the new mask is v hot around the covered area. I guess its better than those disposal masks but its hotter,3/2/21,22,Mask,22,1,-11.3378148,3,1,0,8.389388046,1,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Tuakong wrote: Wearing the new mask is v hot around the covered area. I guess its better than those disposal masks but its hotter cut some holes for ventilation Sent from Motorola Dynatac 8000X using GAGT,3/2/21,35,Mask,36,2,-13.38838732,5,1,0,2.712806098,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"chromehead wrote: 1 week wash once, maybe for WFH those wear whole day outside... 1 week wash once= face rot sia If one is not talking much outside (eg lone ranger, just speak during ordering lunch/dinner) and also take out mask when coughing/sneezing it ought to be ok to last 1 week as per someone's recommendation on FB.",3/2/21,56,Mask,60,3,-12.87011269,9,4,0,2.000886182,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"WussRedXLi wrote: If one is not talking much outside (eg lone ranger, just speak during ordering lunch/dinner) and also take out mask when coughing/sneezing it ought to be ok to last 1 week as per someone's recommendation on FB. Sweaty BBFA how?",3/2/21,42,Mask,44,2,-12.68404008,9,4,0,3.189416962,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,dis unker wear liao rike got big kkj in the underwear (mask) got the kkj bulge shape,3/2/21,17,Mask,17,1,-15.89573993,2,0,0,4.484660741,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,The mask look like too small cannot cover the whole face,3/2/21,11,Mask,11,1,-10.7369915,1,0,0,18.68819678,2,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Empyrean Cobalt wrote: dis unker wear liao rike got big kkj in the underwear (mask) got the kkj bulge shape Look like hardly cover the nose and the uncle is skinny type not those big size bui bui type,3/2/21,39,Mask,39,2,-14.80393632,5,1,0,2.208781361,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,articland05 wrote: the uncle talking abt mask size obviously gotten a way too small mask for himself. the mask doesnt even reach his cheeks Sent from Motorola Dynatac 8000X using GAGT Cutting prob? Cheek not well covered but from nose to chin already more than enough Liao,3/2/21,46,Mask,47,2,-13.73459833,8,1,0,2.158335579,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,Angtehkor wrote: Look like hardly cover the nose and the uncle is skinny type not those big size bui bui type Uncle never both to adjust the earlobes area probably Let the mask hang loose loose,3/2/21,36,Mask,36,2,-13.18897648,6,1,0,3.561878411,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"Man wear liao look like hentai kamen . But seriously this new one the 3d cutting is weird. Don't seem to adhere to the shape of the face properly. You can see from the 2 uncle peektures there is a large pocket of space between the mouth and the mask. When you breath in and out, the mask will just get sucked in and out as well.",3/2/21,63,Mask,66,3,-10.72028321,10,2,1,2.38556818,0,0,1
[GPGT] New mask keyima ~?,3/4/21 21:08,Empyrean Cobalt wrote: dis unker wear liao rike got big kkj in the underwear (mask) got the kkj bulge shape Today I saw 1 zehzeh wearing it... really like got something protruding out siaz...,3/3/21,33,Mask,34,2,-15.2460619,7,0,1,2.522732685,0,0,0
[GPGT] New mask keyima ~?,3/4/21 21:08,"ferocity wrote: Man wear liao look like hentai kamen . But seriously this new one the 3d cutting is weird. Don't seem to adhere to the shape of the face properly. You can see from the 2 uncle peektures there is a large pocket of space between the mouth and the mask. When you breath in and out, the mask will just get sucked in and out as well. Is because too small ah",3/4/21,70,Mask,73,3,-10.95030426,10,2,1,2.013582463,0,0,0
"S'pore????        23       ???? Covid19 Cases ( 03-03-2021) (2 in community, 21 imported)",3/4/21 12:46,"Damn sian, one of my kids' classmate also absent from school since monday.  Then now my kid also down with running nose/sore throat/high fever/aches all over + tiredness.  Just kena 5 day SHN, wife need to WFH as well and ""self shn"" due to coy policy. Hope it's not due to CNY.....  (actually we never even visited nobody, but can't say from other pax like my boy's classmates).  Not easy to spread in school, issue is that my parents made the mistake of last week letting the boys go to the playground and mix with other pax (maskless btw, chin diapers).....of which i also saw my boy's classmate (absent since mon) playing with him at the playground just outside the school. Hope everything goes well, elderly parents already booked covid vaccination slot. Die die want to take care of the sick kid. Super metal teeth. Also don't know where the kosong cases of confirmed influenza cases come from.  Is it just a direct function of diagnostic testing?   (btw there is also influenza test in the form of PCR, serology and of coz the good old viral culture)",3/3/21,184,Mask,190,4,-12.2272885,23,8,6,0.288818747,0,0,1
"S'pore????        23       ???? Covid19 Cases ( 03-03-2021) (2 in community, 21 imported)",3/4/21 12:46,"ai ya still low number mai scare lah, tmr will be back to BIG 0 again , thanks for the new masks too!",3/3/21,21,Mask,22,1,-13.65666982,1,1,0,3.167035837,0,0,0
"S'pore????        23       ???? Covid19 Cases ( 03-03-2021) (2 in community, 21 imported)",3/4/21 12:46,"WussRedXLi wrote: Damn sian, one of my kids' classmate also absent from school since monday.  Then now my kid also down with running nose/sore throat/high fever/aches all over + tiredness.  Just kena 5 day SHN, wife need to WFH as well and ""self shn"" due to coy policy. Hope it's not due to CNY.....  (actually we never even visited nobody, but can't say from other pax like my boy's classmates).  Not easy to spread in school, issue is that my parents made the mistake of last week letting the boys go to the playground and mix with other pax (maskless btw, chin diapers).....of which i also saw my boy's classmate (absent since mon) playing with him at the playground just outside the school. Hope everything goes well, elderly parents already booked covid vaccination slot. Die die want to take care of the sick kid. Super metal teeth. Also don't know where the kosong cases of confirmed influenza cases come from.  Is it just a direct function of diagnostic testing?   (btw there is also influenza test in the form of PCR, serology and of coz the good old viral culture) Better separate your parents from your boy. Old people tio this virus may not simple with just running nose/cough",3/3/21,206,Mask,212,4,-12.29304372,28,8,7,0.21523467,0,0,1
"S'pore????        23       ???? Covid19 Cases ( 03-03-2021) (2 in community, 21 imported)",3/4/21 12:46,enforcemet is soFOOking lax nowadays. so many wearing their masks wrongly or not wearing at all hold a cup and thats ok liao among other things,3/3/21,26,Mask,26,2,-13.06288764,6,2,0,4.732121931,0,0,0
