Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Threads,Thread Datetime,Comments,Comment Datetime,num_words,Topic,Length,Length Category,Average Loglikelihood,Num Verbs,Num Discourse Relations,Num Pronouns,Relevance score,Relevance Score Category,actionable,valuable
12,12,13,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,Maybe when they collect their paycheck every month also apply the same standard of requirements!?,3/2/21 19:27,15,Economic Measures,15,1,-11.034862833367084,2,2,0,114.58773264747923,4,0,0.0
13,13,14,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,Didn't even try to apply...  dun think will give even if real case that need money... it OK la...,3/2/21 19:31,18,Economic Measures,19,1,-11.56964485601242,4,2,0,90.02233435309252,4,0,0.0
14,14,15,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"psytxtbk4exam wrote: Very good People instead of whining here should go do some gigs by now Really have difficulty then declare loh Already more than 1 year since covid, if no special circumtances, should stand up by yourself now https://forums.hardwarezone.com.sg/e...e-6455513.html",3/2/21 20:26,38,Economic Measures,39,2,-14.031246870353412,7,3,1,71.87253495460367,4,1,0.0
15,15,16,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"desmond_yee1 wrote: there will be people who abuse it, but sometimes its best to close one eye lah https://forums.hardwarezone.com.sg/e...e-6455513.html",3/2/21 20:38,17,Economic Measures,18,1,-13.880208975286646,5,1,0,114.66474900087476,4,0,0.0
16,16,17,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,Song dah Billionaires get bailout,3/2/21 20:41,5,Economic Measures,5,0,-15.573591891239934,1,0,0,115.29688596683494,4,0,0.0
17,17,18,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"virus1988 wrote: To allow us to make a holistic assessment of your economic situation, you must declare the information of all jobs that you are currently employed in at the point of application. This includes the jobs that are unaffected by COVID-19. Failure to declare all your jobs may lead to your application being rejected or your assistance being reduced. You may also be required, in full or in part, to repay the assistance which has been provided to you. You may also be liable to criminal prosecution. Actually they are only asking for truthful declarations. Nothing extraordinary. So long as you disclose correctly, nothing to worry.",3/2/21 21:02,107,Economic Measures,107,4,-10.619929287919794,26,4,5,25.489221307660895,3,0,1.0
18,18,19,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"virus1988 wrote: To allow us to make a holistic assessment of your economic situation, you must declare the information of all jobs that you are currently employed in at the point of application. This includes the jobs that are unaffected by COVID-19. Failure to declare all your jobs may lead to your application being rejected or your assistance being reduced. You may also be required, in full or in part, to repay the assistance which has been provided to you. You may also be liable to criminal prosecution. Not wrong. U declared at the point u are jobless.",3/2/21 21:10,98,Economic Measures,98,3,-10.481393782912965,24,4,4,27.725831337117384,3,0,1.0
19,19,20,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"The usual declaration.. just be truthful when apply loh. One way or the other, they would be able to verify",3/2/21 21:13,20,Economic Measures,20,1,-10.707663794437648,4,2,0,236.57610590533477,4,0,0.0
20,20,22,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"psytxtbk4exam wrote: Very good People instead of whining here should go do some gigs by now Really have difficulty then declare loh Already more than 1 year since covid, if no special circumtances, should stand up by yourself now So fast 1 year",3/2/21 23:55,41,Economic Measures,43,2,-12.735439468417423,7,3,1,55.487811341140386,4,1,0.0
21,21,23,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,virus1988 wrote: U must have forgotten the Vince case and that NSF guy case Educate me on the later case please. Vince I\x92ve heard of. What nsf case?,3/2/21 23:57,28,Economic Measures,29,2,-12.070139346150924,5,1,2,40.64442730742064,4,0,0.0
22,22,24,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,Nicholas92 wrote: Educate me on the later case please. Vince I\x92ve heard of. What nsf case? https://www.channelnewsasia.com/news...rants-13992176,3/3/21 7:15,16,Economic Measures,17,1,-13.230326159611181,3,0,2,80.94265589761827,4,0,0.0
23,23,25,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"XiaoJinLing wrote: Didn't even try to apply...  dun think will give even if real case that need money... it OK la... Got give 600, even those never need also get 600",3/3/21 7:26,28,Economic Measures,31,2,-12.186622773161549,9,3,0,73.2153179251672,4,0,0.0
24,24,26,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,virus1988 wrote: https://www.channelnewsasia.com/news...rants-13992176 This is srsly one of the lowest iq scammer i have ever read. Lol,3/3/21 7:35,16,Economic Measures,16,1,-14.284350718739923,4,0,1,156.96129294150037,4,0,0.0
25,25,27,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"WLM_WLM wrote: This is srsly one of the lowest iq scammer i have ever read. Lol U got see his Tshirt, he already claimed the title. Why are u belittling him. This type are the soldiers that u need. No Guards no glory. He is the champion. Note: pic is obtained publicly from channelnewsasia.",3/3/21 7:40,53,Economic Measures,54,3,-11.74940773683028,15,0,1,27.039153477536235,3,0,0.0
26,26,28,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"Loratadine10mg wrote: U got see his Tshirt, he already claimed the title. Why are u belittling him. This type are the soldiers that u need. No Guards no glory. He is the champion. Note: pic is obtained publicly from channelnewsasia. ur last sentence very funny \U0001f604",3/3/21 8:07,45,Economic Measures,46,2,-11.672013847544735,12,0,0,32.50607708271425,3,0,0.0
27,27,29,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,virus1988 wrote: ur last sentence very funny \U0001f604 Usually i only find locals pics exposed in public media...,3/3/21 8:16,17,Economic Measures,18,1,-14.187011176963539,3,0,1,90.02233435309252,4,0,0.0
28,28,30,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,WLM_WLM wrote: This is srsly one of the lowest iq scammer i have ever read. Lol Not forgetting those steal vouchers from letterbox also,3/3/21 9:48,23,Economic Measures,24,1,-13.628601881122789,5,0,1,89.52337417143984,4,0,0.0
29,29,31,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"LeSaux wrote: F them lah give money so difficult like begging Take money so easy just increase GST, petrol duties, parking summons But they easily give out 600 to every citizens in 2020",3/3/21 10:31,31,Economic Measures,33,2,-13.191289058693162,6,1,0,42.438112168759716,4,0,0.0
30,30,32,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,Loratadine10mg wrote: Usually i only find locals pics exposed in public media... Alr display so big,3/3/21 12:01,16,Economic Measures,16,1,-13.90903934554662,3,0,1,115.29688596683494,4,0,0.0
31,31,33,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"Loratadine10mg wrote: U got see his Tshirt, he already claimed the title. Why are u belittling him. This type are the soldiers that u need. No Guards no glory. He is the champion. Note: pic is obtained publicly from channelnewsasia. The champ \U0001f3c6",3/3/21 13:31,42,Economic Measures,43,2,-11.523405337332136,13,0,0,32.50607708271425,3,0,0.0
32,32,34,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,sanzhu wrote: Song dah Billionaires get bailout,3/3/21 13:38,7,Economic Measures,7,0,-16.239052562115365,2,0,0,115.29688596683494,4,0,0.0
33,33,35,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"virus1988 wrote: The champ \U0001f3c6 Virus1988, seem some of your threads and sometimes u also in some thread i active in I think you should consider No need to everytime people already got their punishment keep on continue harping on it Machiam like a person already die, left with corpse, still want to disturb the corpse",3/3/21 13:44,55,Economic Measures,56,3,-12.262892509860906,13,3,3,33.69250701223409,3,1,0.0
34,34,36,Covid Recovery Grant is not a plaything; you may be liable to criminal prosecution if,3/3/21 14:07,"If Malaysian, y so easy get $50 per night?",3/3/21 14:07,8,Economic Measures,9,0,-12.01739843526394,1,0,0,438.22647376801865,4,0,0.0
35,35,37,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,"Government support will be increasingly focused on helping firms transform and seize opportunities in new markets, Trade and Industry Minister Chan Chun Sing said yesterday. He told an audience at Enterprise Singapore's (ESG) annual review that while the Government has responded swiftly and decisively to support firms and workers amid the pandemic, Singapore's resources are ultimately finite and must be used judiciously. ""This means that while we will continue to support our businesses, we will not be able to do so indiscriminately,"" he said. ""The weight of our efforts going forward must increasingly be targeted and shift towards helping our enterprises seize new opportunities in new markets, through new products and services. ""It is not sufficient to play defensive by trying to preserve existing enterprises and current jobs. It is even more important for us to create new opportunities for enterprises and job opportunities for our workers."" Sectors that continue to do well include those in infocommunications, precision manufacturing and biomedical. But others such as mass market tourism and aviation are still facing challenges and have to be helped to pivot to new areas, he said. The Government also wants to spur innovation among local firms regardless of size, added Mr Chan. This will be done through supporting the creation of new innovative start-ups, encouraging more private sector investment in deep-tech start-ups, boosting apprenticeship initiatives and tapping key global innovation nodes. There is also much potential for firms in the green economy. ""We will support them in areas including developing sustainability-related standards such as carbon verification, growing capabilities in sustainability and accessing new business opportunities in this space,"" said Mr Chan. ESG chairman Peter Ong agreed, and said: ""In the midst of current volatilities, enterprises will need to be highly agile to pivot as the situation affords. We will need to pick out the pockets of growth whenever and wherever we find them. ""Enterprises will need to harness innovation to meet new needs, and compete beyond pricing. ""We encourage them to develop new business models and intellectual property, or innovative products and solutions."" Besides innovation, going international is also important despite the challenges posed by the coronavirus, Mr Chan said, noting: ""Covid-19 has also emphasised the limitations of Singapore's small domestic market and the need to continue to push ahead with our internationalisation efforts. ""While internationalisation activities slowed in 2020, we maintained a positive mo-mentum."" To this end, Singapore must also build its own strong core of local firms that can compete globally in niche areas, while companies can also tap international agreements to access new markets. Mr Ong added that companies need to prepare themselves so they can quickly capture demand, with markets such as China and South-east Asia presenting new opportunities. ""While travel restrictions remain, overseas expansion will always remain a key growth driver."" Companies can go global by building capabilities, such as by increasing brand awareness through virtual platforms, he said. https://www.straitstimes.com/busines...irms-transform",2/6/21 16:35,474,Economic Measures,484,4,-11.579133124835892,96,26,8,2.1757114872157914,0,0,1.0
36,36,38,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,ccs likes to make obvious comments and give textbook suggestions,2/6/21 16:35,10,Economic Measures,10,0,-12.61046617635033,2,1,0,90.0223343530925,4,0,0.0
37,37,39,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,tell us something we dunno,2/6/21 16:36,5,Economic Measures,5,0,-11.64400890788567,2,0,2,438.22647376801865,4,0,0.0
38,38,40,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,Only a traitor will sell out own country to foreigners.,2/6/21 16:44,10,Economic Measures,10,0,-10.629755264898517,1,0,0,156.96129294150035,4,0,0.0
39,39,41,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,haiz.. these type of fei hua i also can say.,2/6/21 16:46,10,Economic Measures,10,0,-14.035369615578741,1,1,1,115.29688596683494,4,0,0.0
40,40,42,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,"In before SimWH, Razer, and that mindef medic shelter, etc. Laugh die me. The Government also wants to spur innovation among local firms regardless of size, added Mr Chan.",2/6/21 16:48,29,Economic Measures,29,2,-12.772611078693242,4,3,0,39.849870571490655,4,0,0.0
41,41,43,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,Remember that we pay these ppl sky high salary not for them to give us solutions one...,2/6/21 16:50,17,Economic Measures,17,1,-11.021644511486869,3,0,2,114.03261203491462,4,0,0.0
42,42,44,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,Emphasized the limitations of our govt first.,2/6/21 16:55,7,Economic Measures,7,0,-12.031803929324955,1,0,1,236.57610590533477,4,0,0.0
43,43,45,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,spur LOL GLC will steal it,2/6/21 16:57,6,Economic Measures,6,0,-13.770568736110391,2,0,0,236.57610590533477,4,0,0.0
44,44,46,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,Wise words from CCS about companies going global and increasing brand awareness through virtual platforms. His experience and background in the military makes him the perfect person to propose such solutions and we should listen to him carefully.,3/3/21 0:35,38,Economic Measures,38,2,-11.131387134756942,5,2,1,39.926510472082754,4,1,0.0
45,45,47,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,what about the limitations of a minister of small stature with an even lower popularity due to the fact that he spouts nonsense all the time?,3/3/21 0:39,26,Economic Measures,26,2,-9.938890365856789,1,0,0,72.4278140237115,4,0,0.0
46,46,48,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,How many staycations can you do in such tiny little place?,3/3/21 0:41,11,Economic Measures,11,1,-11.26524566093258,1,0,1,235.40179505524767,4,0,0.0
47,47,49,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,"just now i part time the crean table and overhearded 2 professor in the NUS talk siol, they say CCS say the thing one sentence mean 20 topic, and is forward thinking person, can think forward at the least 10 year siol. chun bo?",3/3/21 0:47,41,Economic Measures,44,2,-12.331448353894666,6,1,1,21.854175112851333,3,0,0.0
48,48,50,Covid-19 has emphasised the limitations of Singapore's small domestic market: CCS,3/3/21 0:57,Copy from ten year series ijjit Sent from Sinkieland using GAGT,3/3/21 0:57,11,Economic Measures,11,1,-15.641189857280109,2,0,0,72.73052275851123,4,0,0.0
49,49,51,Have you all use the rediscover vouchers?,3/2/21 21:26,Have you all use the rediscover vouchers? What you all use it on? Sent from the porcelain throne using GAGT,3/2/21 15:13,20,Economic Measures,20,1,-11.476051149344665,5,0,2,89.52337417143985,4,0,0.0
50,50,52,Have you all use the rediscover vouchers?,3/2/21 21:26,I used for Lyf funan 2 nights stay at $83. Balance $20 unused. My mom and dad used it for D'Hotel 2 nights stay at $133 each (2 rooms) My sis used it for Fullerton Hotel 1 night stay (dont know the price),3/2/21 15:16,35,Economic Measures,43,2,-12.867382022214302,7,1,1,28.284860489365695,3,0,0.0
51,51,53,Have you all use the rediscover vouchers?,3/2/21 21:26,ya Sent from Samsung SM-J320G using GAGT,3/2/21 15:16,6,Economic Measures,7,0,-16.266338530379237,1,0,0,115.29688596683494,4,0,0.0
52,52,54,Have you all use the rediscover vouchers?,3/2/21 21:26,no know where or how to use,3/2/21 15:16,7,Economic Measures,7,0,-8.76462953003151,1,1,0,438.2264737680187,4,0,0.0
53,53,55,Have you all use the rediscover vouchers?,3/2/21 21:26,Don't know where to go. Not interested in hotel stay as it is boring,3/2/21 15:17,13,Economic Measures,14,1,-9.947509144236294,4,0,0,236.57610590533477,4,0,0.0
54,54,56,Have you all use the rediscover vouchers?,3/2/21 21:26,Ye_Rongtian wrote: I used for Lyf funan 2 nights stay at $83. Balance $20 unused. My mom and dad used it for D'Hotel 2 nights stay at $133 each (2 rooms) My sis used it for Fullerton Hotel 1 night stay (dont know the price) How to use? I want to use it with my parents.,3/2/21 15:18,47,Economic Measures,56,3,-12.253077959232462,11,1,3,25.967462152988347,3,0,0.0
55,55,58,Have you all use the rediscover vouchers?,3/2/21 21:26,"Don't intend to use it, most probably just let it expire.",3/2/21 15:19,10,Economic Measures,11,1,-10.739949713289734,4,0,0,1608.4274900940463,4,0,0.0
56,56,59,Have you all use the rediscover vouchers?,3/2/21 21:26,"Ye_Rongtian wrote: I used for Lyf funan 2 nights stay at $83. Balance $20 unused. My mom and dad used it for D'Hotel 2 nights stay at $133 each (2 rooms) My sis used it for Fullerton Hotel 1 night stay (dont know the price) wow lyf funan, 83/night or 83 for 2 nights?",3/2/21 15:20,43,Economic Measures,55,3,-13.532331574718565,9,2,2,22.325433289266616,3,0,0.0
57,57,60,Have you all use the rediscover vouchers?,3/2/21 21:26,"Jeremy1 wrote: Don't intend to use it, most probably just let it expire. go book tickets to those obscure attractions but don't go, help them a bit give some biz, if not money go back to government also like that",3/2/21 15:21,38,Economic Measures,40,2,-11.039832599736652,9,3,0,60.888019438471545,4,0,0.0
58,58,61,Have you all use the rediscover vouchers?,3/2/21 21:26,"s-ghost wrote: wow lyf funan, 83/night or 83 for 2 nights? $83 for 2 night. Normal $100 for 2 nights (need to select 2 nights to see discount, limited to 5 rooms per day), on trip.com Further discounted $17 from promotion code.",3/2/21 15:23,31,Economic Measures,44,2,-12.819166148155732,7,1,0,26.992908387514056,3,0,0.0
59,59,62,Have you all use the rediscover vouchers?,3/2/21 21:26,Didnt use at all. Why would I stay in a hotel in singapore? Stupid or wat Need to pay xtra somemore,3/2/21 15:23,21,Economic Measures,21,1,-12.684002650441597,3,1,1,60.67711916851599,4,0,0.0
60,60,63,Have you all use the rediscover vouchers?,3/2/21 21:26,"Ye_Rongtian wrote: $83 for 2 night. Normal $100 for 2 nights (need to select 2 nights to see discount, limited to 5 rooms per day), on trip.com Further discounted $17 from promotion code. that's a steal what kind of rooms?",3/2/21 15:24,30,Economic Measures,41,2,-11.849513702586155,6,0,0,32.432904055140156,3,0,0.0
61,61,64,Have you all use the rediscover vouchers?,3/2/21 21:26,Why MBS need a min of two nights before can use? If don\x92t have anything to do can donate or not?,3/2/21 15:25,21,Economic Measures,22,1,-11.600963857235158,5,1,0,115.29688596683492,4,0,0.0
62,62,65,Have you all use the rediscover vouchers?,3/2/21 21:26,Ye_Rongtian wrote: I used for Lyf funan 2 nights stay at $83. Balance $20 unused. My mom and dad used it for D'Hotel 2 nights stay at $133 each (2 rooms) My sis used it for Fullerton Hotel 1 night stay (dont know the price) Must be in person stay for the booking ah,3/2/21 15:25,45,Economic Measures,54,3,-12.918819479159158,9,1,2,19.96937248304979,2,0,0.0
63,63,66,Have you all use the rediscover vouchers?,3/2/21 21:26,"s-ghost wrote: that's a steal what kind of rooms? Lowest end one, One of a Kind. Yup, enjoyed the staycation very much. Room is still new. Had lots of fun walking around town and going back late at night to rest.",3/2/21 15:28,39,Economic Measures,41,2,-11.185142062670474,7,2,0,34.06797958611539,3,0,0.0
64,64,67,Have you all use the rediscover vouchers?,3/2/21 21:26,Not yet cus I only stay five star and it is too little,3/2/21 15:29,13,Economic Measures,13,1,-10.916255132610939,3,2,1,438.22647376801865,4,0,0.0
65,65,68,Have you all use the rediscover vouchers?,3/2/21 21:26,bluecutie wrote: Not yet cus I only stay five star and it is too little My sis already stay at fullerton using her voucher. What's your excuse?,3/2/21 15:30,26,Economic Measures,27,2,-12.67852742074147,6,2,3,72.83716078628967,4,0,0.0
66,66,69,Have you all use the rediscover vouchers?,3/2/21 21:26,"Ye_Rongtian wrote: Lowest end one, One of a Kind. Yup, enjoyed the staycation very much. Room is still new. Had lots of fun walking around town and going back late at night to rest. your promo code is from trip.com also?",3/2/21 15:31,39,Economic Measures,42,2,-11.371427424472822,7,2,0,32.33559242919419,3,0,0.0
67,67,70,Have you all use the rediscover vouchers?,3/2/21 21:26,"not bad la, a lot of hotels dont even have to fork out money",3/2/21 15:31,14,Economic Measures,14,1,-10.840656636746672,4,0,0,115.29688596683494,4,0,0.0
68,68,71,Have you all use the rediscover vouchers?,3/2/21 21:26,Can book ticket to attraction . Book something that u yet to try there al it\x92s in Changi go apk Or u can go universal studio to Chong,3/2/21 15:31,27,Economic Measures,28,2,-12.855036039985963,6,2,0,48.9594839916608,4,0,0.0
69,69,72,Have you all use the rediscover vouchers?,3/2/21 21:26,"snowdrop05 wrote: Have you all use the rediscover vouchers? What you all use it on? Sent from the porcelain throne using GAGT YES! Went to the Sea Aquarium, it was amazing! Should probably use it before it ends.",3/2/21 15:32,38,Economic Measures,38,2,-11.753976794003599,9,0,2,45.45499757481354,4,0,0.0
70,70,73,Have you all use the rediscover vouchers?,3/2/21 21:26,I don\x92t do hotel in sg also find it boring and waste money Stay at the comfort of my home better if stay hotel,3/2/21 15:32,24,Economic Measures,25,1,-11.911062887813115,3,3,1,48.9594839916608,4,0,0.0
71,71,74,Have you all use the rediscover vouchers?,3/2/21 21:26,"s-ghost wrote: go book tickets to those obscure attractions but don't go, help them a bit give some biz, if not money go back to government also like that Good idea Sent from the porcelain throne using GAGT",3/2/21 15:32,36,Economic Measures,38,2,-12.048928469123055,6,3,0,32.271214912696834,3,0,0.0
72,72,75,Have you all use the rediscover vouchers?,3/2/21 21:26,foxer77 wrote: Can book ticket to attraction . Book something that u yet to try there al it\u2019s in Changi go apk Or u can go universal studio to Chong Would like to but got very young kids so most likely will end up queueing for merry go round and teacups Sent from the porcelain throne using GAGT,3/2/21 15:34,57,Economic Measures,58,3,-13.023867425202834,12,4,0,20.729268456766427,3,0,0.0
73,73,76,Have you all use the rediscover vouchers?,3/2/21 21:26,Ye_Rongtian wrote: My sis already stay at fullerton using her voucher. What's your excuse? My relative stayed at marina bay sands with her voucher and medical staff discount... Sent from the porcelain throne using GAGT,3/2/21 15:36,33,Economic Measures,35,2,-13.52002046537806,5,1,2,30.656477057743384,3,0,0.0
74,74,77,Have you all use the rediscover vouchers?,3/2/21 21:26,s-ghost wrote: your promo code is from trip.com also? Yup. Expired already. I booked mine in Dec.,3/2/21 15:36,15,Economic Measures,18,1,-12.129970685803194,3,0,2,73.21531792516721,4,0,0.0
75,75,78,Have you all use the rediscover vouchers?,3/2/21 21:26,"Jeremy1 wrote: Don't intend to use it, most probably just let it expire. can use it at USS, dont need to pay a single cent.",3/2/21 15:36,24,Economic Measures,25,1,-11.261016427320282,8,0,0,236.57610590533477,4,0,0.0
76,76,79,Have you all use the rediscover vouchers?,3/2/21 21:26,"snowdrop05 wrote: Good idea Sent from the porcelain throne using GAGT support the biz without using your own money or can go visit places you never been to, for free",3/2/21 15:37,30,Economic Measures,30,2,-12.19522482483245,5,1,2,45.106787326109185,4,0,0.0
77,77,80,Have you all use the rediscover vouchers?,3/2/21 21:26,"Used it to go Sentosa Luge and wild wild wet with the kids.   Went a couple of times coz sis, parents and granny all gave it to us to use.  Still left with 1 pax  $100 to use actually.",3/2/21 15:38,37,Economic Measures,39,2,-11.891875767741997,8,2,1,51.942933562691394,4,0,0.0
78,78,81,Have you all use the rediscover vouchers?,3/2/21 21:26,"foxer77 wrote: I don\x92t do hotel in sg also find it boring and waste money Stay at the comfort of my home better if stay hotel It's the location. And the shiokness to wake up and not making your bed. For some, it is to enjoy the marble bathroom.",3/2/21 15:38,48,Economic Measures,50,2,-11.25927657974795,8,4,3,31.0079746896763,3,0,0.0
79,79,82,Have you all use the rediscover vouchers?,3/2/21 21:26,Ye_Rongtian wrote: Yup. Expired already. I booked mine in Dec. ahh icic...am sure there will be other promo coming up,3/2/21 15:38,20,Economic Measures,21,1,-13.246490676205987,5,0,1,73.21531792516721,4,0,0.0
80,80,83,Have you all use the rediscover vouchers?,3/2/21 21:26,Some ppl no $ to top up one. Ye_Rongtian wrote: My sis already stay at fullerton using her voucher. What's your excuse?,3/2/21 15:38,19,Economic Measures,21,1,-12.488540026757313,5,0,2,114.70980067955345,4,0,0.0
81,81,84,Have you all use the rediscover vouchers?,3/2/21 21:26,"WussRedXLi wrote: Used it to go Sentosa Luge and wild wild wet with the kids.   Went a couple of times coz sis, parents and granny all gave it to us to use.  Still left with 1 pax  $100 to use actually. Was www crowded? Sent from the porcelain throne using GAGT",3/2/21 16:02,49,Economic Measures,51,3,-12.546446552013574,11,2,1,26.755450282164993,3,0,0.0
82,82,86,Have you all use the rediscover vouchers?,3/2/21 21:26,Havent use. Got expiry date?,3/2/21 16:49,5,Economic Measures,5,0,-14.314195849109087,0,0,0,115.29688596683492,4,0,0.0
83,83,87,Have you all use the rediscover vouchers?,3/2/21 21:26,Let it nua or maybe donate to let blanga go see see look look sg tourist attractions.,3/2/21 16:58,17,Economic Measures,17,1,-13.809278626187943,8,1,0,236.57610590533477,4,0,0.0
