,Unnamed: 0,Comments,Datetime,num_words
24,7,Yeah where is the vaccine ? I think test all Singaporean’s first is a better plan ! From here we can eliminated who has what and move forward to next steps ! ,2020-06-05,30
25,8,Hope vaccine is from SG.. IS TRUSTED,2020-06-05,7
26,9,Please don't use Taiwan supplier wait they block your stock again.,2020-06-05,10
27,11,Got test vaccine and any side effect...,2020-06-05,7
28,12,Pls look into Safe Distancing on Public Transport..tis carries a Big Risk of Local Community..n oso on Incoming China Cities..flyts..Pls Hv Quarantine..oso flyts fm China USA..INDIA..UK SPAIN..these are the Initial N Badly affected ones .,2020-06-05,42
29,16,Can add ribena flavour? Kid will like it too...,2020-06-05,9
30,20,Can also add some grape flavour into it? I dont like medicine medicine smell.,2020-06-05,14
31,22,With China’s help singapore can do it.,2020-06-05,8
32,23,For once listen to the prophet who said there is no cure for this virus,2020-06-05,15
33,24,Give money to drug or vaccine company again.. may the plague n virus chase him n his family down 😐,2020-06-05,19
34,25,then who will be the genius pig to test the vaccine?,2020-06-05,11
35,26,How come no help to sg farm 😐😠😬😡???  https://mustsharenews.com/third-generation-farmer-shuts-down/?fbclid=IwAR3b9k3SJkUEXNe4TmsEt2jm1yqi0mVigc1GHK_3i1zoMBtBRUs6cOP-scE ,2020-06-05,7
36,0,"Sure go up if people donâ€™t take care of themselves or accidentally infected . Death toll controlled well  ,must thanks the medical team fighting Very hard in saving the patient lives. A few near gone were saved and today they have discharged.     Keep it up all medical frontlines and do take great care ! ",2020-06-14,52
37,1,Thank God you had recovered. Stay healthy...And thank you for your hard work here in my country. Thank you very much once again.,2020-06-14,24
38,2,The numbers are those detected. I am just saying that the numbers will never be zero as many now are asymptomatic cases. Not trying to make the issue small. Take the numbers into perspective as well. How many have recovered? How many in ICU? How many in care facilities? How many of the new infections are from existing clusters?   It is not about putting our guard down either. It is about being responsible and do what we have to do to ensure as much as possible we are keeping one another safe.  This is really a balancing act between public health and the economy. It is tough.,2020-06-14,107
39,3,Thank you very much healthcare workers in Singapore for taking good care of everyone in Singapore.,2020-06-14,16
40,4,"I urge the authorities to go hard on people who are not from different families who gather. I see a lot of youngsters doing that. If not, community spread cannot end. God knows how many asymptomatic cases there are out there! If this drags on, many people will have problems with their livelihood. ",2020-06-14,53
41,5,Continue lockdown is better until really no case like others countries do that . The no of cases Everyday increases and the dormitory no end testing hope the government seem to it our safe.,2020-06-14,33
42,6,"I think we gotta accept that COVID is here to stay with us for the long run. It's not an issue of who will get infection, but when, Just like H1NI and H5N1 flu. We don't know who has it and who doesn't, or perhaps those who have it might have been able to get better from it by themselves over time. I guess in the meantime is about taking the necessary precautions yet moving on with life. And pray for the vaccine to quickly come into fruition.",2020-06-14,83
43,7,We are so thankful to you all that  make singapore such a beatiful country  n very hard working ðŸ‘ðŸ‘ðŸ‘heart alsoâ¤â¤â¤ðŸ‘µ,2020-06-14,19
44,8,"As expected, community cases up down up down. Don't be happy too early if community cases go down for one or two day, next day it will up again, think will be hard for community cases to go down with no safe distance measures    implemented on public transport now.",2020-06-14,48
45,9,"Why the FW cases never really come down. Any underlying reasons and causes? Like this, better postpone GE till Sept or later of this year please.",2020-06-14,26
46,10,"This people like to complaint, like to compare. Be Singaporean for what. Leave Singapore for good if you think Singapore lousy. Get life else where. Be grateful, live with the new norm. Change your way of living with hygiene, don wait for someone to change it for you. Some how it's a good sign that we see the figure rise and deflate and at a consistent level, Not a sudden surge in the open community. This also show how effective our system works. As long as the virus not contained globally. Don be too happy with zero figure. Lockdown, circuit Breaker etc will not do us good at all. Economy must move on... We must live and move on like usual with a little bit changes. Rotting at home will not do us good. When you are out of money, out of job, out of food, you will know covid is not the worst. Just learn to live with it. Take care all and stay safe.",2020-06-14,165
47,11,"To be honest, even with the single digit in community does not ease my mind to go out and work. I rather phase 2 don't kick in that fast yet. Is always better to be safe than sorry.",2020-06-14,36
48,12,Now phase 1 already looks like any other normal days before covid.. people are also taking things so lightly..,2020-06-14,18
49,13,Dormitories workers cannot leave their premises. This rule been implemented since CB. How come new dormitories can be affected if they donâ€™t meet each other from the affected dormitories? Can someone enlighten the reason?  Everyday new dormitories or factories are mentioned. ,2020-06-14,41
50,14,Is it again the infection is â€œduring lockdownâ€ and were picked up due to â€œproactive testingâ€?,2020-06-14,12
51,15,I rather have the CB stay home n safe ..teach n work from home,2020-06-14,14
52,16,Thailand is doing a good job,2020-06-14,6
53,17,Enough is enough. Our lives matter. Enough said VTO fast ,2020-06-14,10
54,18,Up down up down up down up down up down up down. Do the figs really matter now? When can we see the end of this ? So many countries are opening up. Sigh !,2020-06-14,33
55,19,"So how many have been tested? Don't just the numbers detached. Daily numbers tested and how many infected, that will let all Singaporean have a clearer picture.",2020-06-14,26
56,20,"Every day still add few hundreds. Cannot understand...... does it seem right âœ…?  Anybody question why? This just goes to confirm we have already a huge number of infections from long back. And just isolated them and testing this huge cluster group now. If we have a 300000 FW workforce, u can simply guess the number of infections we would finally have.",2020-06-14,60
57,21,Can someone help me understand why is there no social distancing in MRT trains? ,2020-06-14,14
58,22,The mask will keep the infection rate in check. But the dorms numbers r bad. Jo Teo has outdone no ministers have done. Good luck if she is coming to yr GRC.,2020-06-14,32
59,23,Prayers for wise measures and wisdom to minister to overcome this virus war ,2020-06-14,13
60,24,Country so small. Have such high ratio.,2020-06-14,7
61,25,Why can't do a tougher measure and stop all spreading? More and more open up even though we have confirmed cases going up daily.,2020-06-14,23
62,26,Has been testing since February and still never ending. How many more to go. What are all these ministries doing?,2020-06-14,20
63,27,This will be the new norm. I hope that few get sick other than the normal flu symptoms.,2020-06-15,18
64,28,I think phase 2 of reopening is coming soon as Long as community cases remain stable at single digit for the next couple of days .,2020-06-14,24
65,29,"Never end , when all able to test finish, everyday 3 number and never mentioned how many to they tested",2020-06-14,18
66,30,"Up to 100k will coming  soon, everyday increases 400++ new case, Singapore too small but the case hight rise in Asia",2020-06-14,19
67,31,Why other countries can make it our county  very small still everyday 3 munber  ðŸ™ðŸ™ðŸ™ðŸ™,2020-06-14,13
68,32,Shouldn't Singapore have herd immunity now  like Sweden? Temperature is higher there and should have been faster?,2020-06-14,16
69,33,COVID-19 situation is consistently stable now.  Should be able to implement phase 2 sometime next week.  Should not waste time.  Time lost for COVID-19 is very costly.,2020-06-14,26
70,34,"Soon it will be more sporean positive......mrt,bus....no safe distancing.....hahahah..just waiting e number going up...then all start to lockdown again...",2020-06-14,25
71,35,Keep it up. Sg must be on top of the list. Everything number one.,2020-06-14,14
72,36,"Singapore lockdown continues if you want save people,,,if you want save money let them like now one day 500 cases really stupid,,,,",2020-06-14,22
73,37,"At the current rate, cannot even smell Phase 2 of the New Normal. ",2020-06-14,12
74,38,Don't know taking how many days to report this news?,2020-06-14,9
75,39,Well done..r we trying to beat China like Table Tennis ?,2020-06-14,11
76,40,Let's get back to Day 1 shall we?,2020-06-14,6
77,41,why is it not going down?,2020-06-14,6
78,42,Everyday three digits how to go to phase 2 ?,2020-06-14,8
79,43,"No work no money, no food to eat then die, 3months already",2020-06-14,11
80,44,Just go to the mall and see for yourself how many familyâ€™s are out walking around ? ,2020-06-14,16
81,45,"I also recovered from covid -19 and stay home for 7days as quarantine. I want to thanks from the deep of my heart and this goes to Singapore government and the doctors, nurse and the others. Who take care me as a friend and family member. I am a Bangladeshi and really respect them, i will never forget their behaviour ðŸ˜ðŸ˜ðŸ˜ðŸ˜.",2020-06-14,58
82,46,Nobody care about corona anymore.. just live as new norm.. take care yourself.. ,2020-06-14,13
83,47,Think will not start phase 2. Cos still increasing.  Have 6sense might another 2nd CB..,2020-06-14,12
84,48,Oh ! Dear ! Getting more by the days ! How to go for phase 2 ? ,2020-06-14,12
85,49,Well done we're on track. The numbers is fluctuating and show becoming down in a few more months...Stay strong cheers.,2020-06-14,20
86,50,"We must not take it lightly as the numbers for the past few days were in the lower three digits. . We have to observe for another week or two. . Hopefully the situation can be improved to two digits and finally single digit to zero. Thanks to all the medical staffs!   Let's play our part by going out as little as possible. Whenever you need to go out, remember to bring a mask.  Just sharing: I bought the 3D disposable masks - there are 3 sizes for kids and adults (50 pieces) @ $ 29.90  https://www.axtrosports.com/collections/covid-19/products/aub-3d-disposable-foldable-face-mask-kids-adult-size?ref=35",2020-06-14,86
87,51,"Foreign workers gathered in group at a field near my estate and playing a cricket game for the whole day today and despite various reports made on the ONE service app, no authorities came. Bias much in fining Singaporeans but allowing these foreign workers with high infection rate to be out and about without masks in our community area? No wonder community cases are always rising. Government are allowing these people to walk free among citizens",2020-06-14,76
88,52,"Do like other countries  Totally lockdown.  Then only they knows , what is seriousness.",2020-06-14,13
89,53,When is it going to stop 300K in dormitories Everyday 400+ What's going on,2020-06-14,11
90,54,Why never get to zero?,2020-06-14,5
91,55,Unless govt. can assure that this single digit number of community cases will go down to zero when phase 2 kicks in.,2020-06-14,21
92,56,R we ready for phase 2?,2020-06-14,5
93,58,We Must Continue more discharged and more recoveries again!,2020-06-14,9
94,61,All look good to me. We have maintained a low death count and critically ill patient. Phase 2 should begin by early July.,2020-06-14,22
95,63,This is only the tip of the iceberg. Many with no or mild symptoms won't see the doctors and won't be detected. Over 90% of Singapore residents are not tested.,2020-06-14,27
96,64,Itâ€™s NOT in control.... we gotta wake up... how can we lower the numbers? ,2020-06-14,14
97,65,Hope everyone is safe from this virus. Time to boost our immune system. Keep safe everyone!,2020-06-15,16
98,66,Beijing have detected new cases of covid-19 and why Spore gov still allow flight to China,2020-06-14,16
99,67,Who did the 9pax voted for?,2020-06-14,5
100,68,"As long medical grade masks are plentiful, matter of time before the infected numbers will crash.  https://metro.co.uk/2020/06/07/what-medical-grade-face-mask-where-can-get-12816598/",2020-06-14,16
101,69,"Feeling sad  thought under control,but number going up again",2020-06-14,10
102,70,"https://www.channelnewsasia.com/news/asia/covid-19-fresh-china-cluster-beijing-market-12833250 With Beijing outbreak, our govt still think election is more important than everything, life, school, busines etc",2020-06-14,17
103,71,"The government ""has it under control"". ",2020-06-14,6
104,72,best wishes from Germany. this is our current situation over here. stay healthy. https://www.rki.de/DE/Content/InfAZ/N/Neuartiges_Coronavirus/Situationsberichte/2020-06-14-en.pdf?__blob=publicationFile,2020-06-15,13
105,73,Cases will neveÅ• end. Never ending story.,2020-06-14,6
106,74,they r clueless n helpless now?,2020-06-14,6
107,75,"Why are there so many dormitories and never exhausted, what wait till all inspected ðŸ˜’ðŸ˜’ðŸ˜’ðŸ˜žðŸ˜žðŸ˜žðŸ˜žðŸ˜žðŸ˜ž",2020-06-14,14
108,76,"Fret not, we will soon enter Phase 2 so that election can proceed. Everyone take care. ",2020-06-14,15
109,77,Just follow up Government announcements will be fine. No fears!,2020-06-14,10
110,78,"Eeiii, corona please leave us alone we beg you, this wicked disease God varnish it on this earth",2020-06-15,18
111,80,I drove along Geylang Serai  wow the queue there so Long long,2020-06-14,12
112,82,"Hello baiya, that's too much of compliment but never forget where you come from, that's your birth place but I respect all Bangladeshi working in Singapore you're all my brothers in Islam, God Bless You",2020-06-14,32
113,83,Important is how many test??!.  Tested 407 and result 407  And  Tested 100k and result 407  No same.  Dun play number game to keep afloat ok,2020-06-14,22
114,84,Well said and truth from a FWðŸ‘ðŸ‘ðŸ‘,2020-06-14,6
115,86,Same same all the way ,2020-06-14,5
116,87,Yes of agreed cos disease virus will go up and down,2020-06-14,11
117,90,Ok so when i Phase 2,2020-06-14,5
118,91,"Hope everyone watch safe distance. Went to Giant super store yesterday. Most people don't follow, kids running all over the place. If second wave happen, we are going to get hit badly.",2020-06-14,31
119,92,I believe one day u people will regret it want!!,2020-06-14,10
120,98,Cha them noi! Lam an song nhang,2020-06-14,7
121,99,Anyone knows if tourists from China are allowed to enter Spore already? ,2020-06-14,12
122,101,"We will know how we fare during phase 1 in 3-4 days time. As one  MP mentioned we do not have the luxurious of benefits of hindsight resulting in Singaporean being grounded months by CB and till today we are still into hundreds of â€œisolated casesâ€ So are we really ready to ease our measures into phase 2 now? Are we ready to let in FWs from neighbouring countries to kickstart many stalled projects? Most importantly are Singaporean ready to face the consequences of backfiring if things donâ€™t go as planned. Can we survive another round of CB? Answer is an obvious NO. Let nots ignore the facts that the infections arounds the world are still on the high side. The fatality rates are into hundreds and thousands. Many countries are showing signs of second wave outbreaks. We are being blessed that our fatality rate are low but letâ€™s not overcount our blessing just yet. Do remember that other countries can lockdown towns by towns or states by states to contain the infections but Singapore being a small and dense population countries, once there is wide spread we do not have the luxuries of doing that and will have to lockdown our whole island again. So fellow Singaporean are we mentally prepared to do the CB again if we rush into relaxing of measures?",2020-06-14,219
123,102,Other countries the numbers comes down. Unfortunately the numbers in Singapore keep on increasing and worst the number for Singaporean are increasing steadfastly......,2020-06-15,23
124,103,"Even if I were to be a top scientist who able to invent the coronavirus vaccine out, I will also wonâ€™t be releasing out to the public ASAP. Because I want to teach mankind a lesson to be compassion to others, many people sure donâ€™t want to go back to work so fast and if this is to be a biological weapon. China, the US or who will kill me for ruin their plot of destruction for the world/China/US.",2020-06-14,81
125,104,Learn more about indoor air quality from   https://indooraircartoon.com/,2020-06-14,7
126,105,"we are doing very ""well""..",2020-06-14,5
127,106,I would like to know how community spread happens,2020-06-14,9
128,108,aiyoh waiting for 0 infected 0 covid ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»ðŸ™ðŸ»,2020-06-14,5
129,109,"In view of covid 19, can you please help on this survey? ---> https://forms.gle/bTNku2u8j8TdE4589",2020-06-15,11
130,110,"Hoping and staying upright is great meeting madam Joy Nkeru, online sheâ€™s a great trader sheâ€™s a blessed woman Iâ€™m happy weâ€™ve found her online, Iâ€™m right here introducing her to you   all, so you could earn like me, trading with her is awesome with having full access to trading accounts send her a dm now to start earning.  https://www.facebook.com/joy.nkeru.7",2020-06-14,59
131,116,"full lockdown leh....circuit breaker not effective..... no use one la... no need phase 2 lah.... give up la..... me no money no honey, no girl wan, already retrenched, end of the world already.... WAITING FOR WHAT!!!???? already 2 months, still havent answered for the following yet!!!!! CASE 1,142: SINGAPOREAN MAN The 90-year-old man is a locally transmitted and unlinked case. He was confirmed to have Covid-19 on April 3 and was warded in NCID. HOW HE GOT THE VIRUS??? STILL HAVENT REVEALED THE TRUTH YET, AND YET BECAME 8TH DEATH!!! same for case 16370, case 11714, case 17329, case 4689, case 1516, case 1305, case 1414. case 1528, case 16370, case 14744, case 1323, case 2728, case 1595, case 9682, case 1071, case 1836, case 3145.... still havent revealed the truth yet.",2020-06-14,110
132,121,Stay healthy and take care ,2020-06-14,5
133,124,Blame those who breaks quarantine ðŸ™„,2020-06-14,5
134,134,"O my God, how will it end if it happens like this every day?ðŸ‘‰ðŸ˜­ðŸ˜­ðŸ˜­ðŸ˜­",2020-06-14,14
135,135,We must continue to be vigilant! ,2020-06-14,6
136,141,"Congratulations people action party members of parliament in their circuit breaker regulations. They do extremely well to break new records  40000 people infected by  Coronaviruses,new high records of dengue clusters developing due work stoppages and new records of 26 deaths.  Why they never wear masks in conferences and parliament in enclosed air conditioning room while citizens are fined in open room conditions by circuits breakers regulations? Why crowded public transportation social distancing can peel away by transportation minister Khaw boon wan while their citizens are fined for carpooling? Why can people action party members of parliament require sheep to produce cotton?Why  they only consider more important for dormitory workers and their elections victory  instead of their frontline workers, students ,pass permit holders workers and old parents helplessly in their families ? Are the reserves funds wasted in these circuits breakers regulations until the people action party members of parliament gold standard reputation tarnished according to international BBC and CNN reporting?",2020-06-14,159
137,146,Hope to see phase2 coming soon ðŸ˜Š,2020-06-14,6
138,156,Stephen Chia boi si er....,2020-06-14,5
139,161,"If a person can afford to derive income being just a landlord, then this landlord already has financial backing and financial reserves. Think how much the landlords had reaped in profits over time. Whereas to a business owner, premises rental is always a fixed cost. ",2020-06-11,45
140,162,"Hope is not por lan pa ones. If yes, throw face. Now all businesses kena STAGE 4 cancer already, they think June 2 can Cheong? Especially spore biggest landlord, they should give 6 months to 1 year for recovery!  Increase everything like no one else business n now feel pain giving waiver?  If you can say can't help everyone. Then OK lor, when war comes, take care of Yr family will do n run, then tell your army camp, I cant take care of everyone.... Bye!",2020-06-11,81
141,163,Those who keep on complaining that the rich not giving are actually people that give nothing ,2020-06-11,16
142,164,Watever it is... At least they r doing something GOOD... ðŸ‘ðŸ‘N not like SOME others who loved to  spread negative vibes n kpkb.. ðŸ˜‚ðŸ˜‚,2020-06-11,23
143,165,"Letâ€™s say that it is not a publicity stunt but social responsibility. It is how the social media play up these stories which are important. When you do good, do not let your right hand know what your left hand is doing. Only this we will know it is true giving.",2020-06-11,51
144,166,Great contributions and great initiatives . May there be a lot of giving from the hearts . This is a great gesture,2020-06-11,20
145,167,"F&Bs chose customers before circuit breaker, Temporary Measure 2020 , inforced. Standing infront of cash counter staff to order, one customer is transparent to them. Either taking and laughing having good time together or not interested in serving that customer. Very rude F&Bs staffs attitude. You and i will be paying for food charged. Different treatments to customers. Now no dine in customers are allowed. Only take away. Business is as per normal but different until circuit breaker lifted. Donating free meal, to someone who can afford. Stupid. It's their choice. Every businesses only profit and money making. Back then, food quality and worth paying for and not expensive. Now, it's tasteless and expensive, we still buy and eat. Quality failed. Prices are up. Profitting. No hygiene. Spoil and drop on floor can take and put back in trays and sell. Serving foods no hand gloves and mask.  Sometimes food comes with hair. Special ingredients added. Same all F&Bs. Staff can  Judge base on persons appearance and serve. Mindset.",2020-06-11,168
146,168,"Subway city hall, ordered sandwich foot long, staff is an old Mdm. Preparing sandwich, her arm was resting on the bread. No need such force on bread. Scars can be seen on her hands. Tried to eat, not able to. Threw away. Hygiene is important. Food is prepared for customer. Not for her own comsumptions.",2020-06-11,55
147,169,It is simply doing PR via charity.  Businesses get the exposure they want and the beneficiaries take solace in their help.  ,2020-06-11,21
148,170,"PR stunt or not, Thank You! Better than not giving.",2020-06-11,10
149,171,Business is always about returns and profits. ,2020-06-11,7
150,172,The ones who should be giving are not those who have to slog it from 5am but the tens of thousands of landlords who milk the modern day equivalent of indentured labour aka their tenants ,2020-06-11,34
151,173,"I think they do really want to give back to society in my opinion. PR benefits, if any, are just bonus ... well done !! ",2020-06-11,23
152,174,"Standard price of food, no queues. Free everyone ones and can queue. Discount of half price slash people rush. If one can afford, please do so.",2020-06-11,26
153,175,"Aandabhavan restaurant at little india, was closed but still open for balance food to be sold. Cold food can still sell same price. If not staff can pack home. Coffee was packed in paper cups with wet hands and wet paper cups. Talk and prepare food. Never talk will die.",2020-06-11,50
154,176,Actually is just a stunt. I only believe it is not a stunt if it dun appear on news purposely.,2020-06-11,20
155,177,Yes businesses must think out of the box. Govt already given 1 Months rental waiver. Now Govt want landlords to give another 2 months How? So landlords no income for 2 months . We can share burdens but not 2 months at one go Please rethink ðŸ™ðŸ™ðŸ™,2020-06-11,41
156,179,Prices going up . Disinfectants are not cheap .,2020-06-11,7
157,182,It's PR stunt la.. you do good why the need the whole world to know? If you rich just help lor.. why publicize? No diff from those idiots who give money to charity and posturing in front of the media cameras holding a big board with amount printed in big bold font all smiley face.. showing off.. ðŸ™„ðŸ™„ðŸ™„,2020-06-11,56
158,183,"Nothing good come easily I was totally scared because of my previous experience when I first invested with wrong account manager,i give God all the glory that Mrs  Anastasia Galina kept to her words even when friends tried to discourage me I had faith to give it a try, I invested $300 and made profit of $3,500 in 7 working days. Mrs Anastasia Galina has been of a great help to me I could wish all forex trade account managers would just be like her for her Job well done Contact her and start here on Facebook  https://www.facebook.com/profile.php?id=100012610003449",2020-06-11,95
